000000018a149b04 (__TEXT,__text) external _CEMCopyEmojiTokens
000000018a149bec (__TEXT,__text) external _CEMCreateEmojiCharacterSet
000000018a148684 (__TEXT,__text) external _CEMCreateEmojiLocaleData
000000018a14b900 (__TEXT,__text) external _CEMCreateStringByStrippingEmojiCharacters
000000018a149240 (__TEXT,__text) external _CEMEMFSearchEngineCreateBundleForLocaleIdentifier
000000018a14902c (__TEXT,__text) external _CEMEMFSearchEngineIsLocaleSupported
000000018a148fc4 (__TEXT,__text) external _CEMEmojiLocaleDataCopyCommonEmojiTokens
000000018a148980 (__TEXT,__text) external _CEMEmojiLocaleDataCreateEmojiTokensForString
000000018a14884c (__TEXT,__text) external _CEMEmojiLocaleDataEnumerateSearchResultsInStringWithBlock
000000018a148fb0 (__TEXT,__text) external _CEMEmojiLocaleDataGetLocaleIdentifier
000000018a149878 (__TEXT,__text) external _CEMEmojiTokenCopyName
000000018a14988c (__TEXT,__text) external _CEMEmojiTokenCopyNameWithCount
000000018a1497cc (__TEXT,__text) external _CEMEmojiTokenCopyRelatedEmoji
000000018a1496e4 (__TEXT,__text) external _CEMEmojiTokenCreateCopyRemovingModifiers
000000018a1495e8 (__TEXT,__text) external _CEMEmojiTokenCreateHairStyleVariant
000000018a1496dc (__TEXT,__text) external _CEMEmojiTokenCreatePresentationVariant
000000018a149524 (__TEXT,__text) external _CEMEmojiTokenCreateSkinToneVariant
000000018a1493d8 (__TEXT,__text) external _CEMEmojiTokenCreateWithIndex
000000018a1492b0 (__TEXT,__text) external _CEMEmojiTokenCreateWithLongCharacter
000000018a148cf8 (__TEXT,__text) external _CEMEmojiTokenCreateWithString
000000018a1495d8 (__TEXT,__text) external _CEMEmojiTokenGetGender
000000018a1495c8 (__TEXT,__text) external _CEMEmojiTokenGetHairStyle
000000018a14989c (__TEXT,__text) external _CEMEmojiTokenGetIndex
000000018a1498ac (__TEXT,__text) external _CEMEmojiTokenGetLocaleData
000000018a1496bc (__TEXT,__text) external _CEMEmojiTokenGetPresentationStyle
000000018a1495b8 (__TEXT,__text) external _CEMEmojiTokenGetSkinTone
000000018a1494d4 (__TEXT,__text) external _CEMEmojiTokenGetString
000000018a149838 (__TEXT,__text) external _CEMEmojiTokenIsCommon
000000018a1498b8 (__TEXT,__text) external _CEMEmojiTokenIsSupportedForLocaleAndSearchMode
000000018a14967c (__TEXT,__text) external _CEMEmojiTokenSupportsHairStyleVariants
000000018a1496d4 (__TEXT,__text) external _CEMEmojiTokenSupportsPresentationStyle
000000018a1494e4 (__TEXT,__text) external _CEMEmojiTokenSupportsSkinToneVariants
000000018a149770 (__TEXT,__text) external _CEMEmojiTokensAreEquivalent
000000018a149a44 (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithBlock
000000018a14b84c (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithLocaleAndBlock
000000018a149b88 (__TEXT,__text) external _CEMGetSharedEmojiCharacterSet
000000018a1498e0 (__TEXT,__text) external _CEMLongCharacterIsEmoji
000000018a149954 (__TEXT,__text) external _CEMStringContainsEmoji
000000018a147a0c (__TEXT,__text) external _CEMStringIsSingleEmoji
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6assignEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7replaceEmmPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count14__release_weakEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count4lockEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_countD2Ev (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
                 (undefined) external __ZNSt9exceptionD2Ev (from libc++)
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) external __ZTINSt3__119__shared_weak_countE (from libc++)
                 (undefined) weak external __ZTISt12length_error (from libc++)
                 (undefined) weak external __ZTISt16invalid_argument (from libc++)
                 (undefined) external __ZTISt9exception (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVSt12length_error (from libc++)
                 (undefined) external __ZTVSt16invalid_argument (from libc++)
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_free_exception (from libc++)
                 (undefined) external ___cxa_guard_abort (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort_report_np (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFLocaleCountryCode (from CoreFoundation)
                 (undefined) external _kCFLocaleLanguageCode (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyApplication (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyUser (from CoreFoundation)
                 (undefined) external _kCFPreferencesCurrentHost (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLParentDirectoryURLKey (from CoreFoundation)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _write (from libSystem)
