                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00007ff802c00347 (__TEXT,__text) non-external _LI_get_thread_info
00007ff802c0bbaf (__TEXT,__text) external __gai_simple
00007ff802c02a18 (__TEXT,__text) non-external __gai_sort_list
00007ff802c134c5 (__TEXT,__text) external __getaddrinfo_interface_async_call
00007ff802c12658 (__TEXT,__text) non-external __getgrouplist_2_internal
00007ff802c0c22d (__TEXT,__text) external __getlong
00007ff802c0a5c4 (__TEXT,__text) external __getnameinfo_interface_async_call
00007ff802c0c21d (__TEXT,__text) external __getshort
00007ff802c26000 (__TEXT,__const) non-external __group_compat_prefix
                 (undefined) external __inet_aton_check (from libsystem_c)
00007ff843667d68 (__DATA_DIRTY,__bss) non-external __info_key
00007ff843667950 (__DATA_DIRTY,__data) non-external __info_key_initialized
00007ff843667d60 (__DATA_DIRTY,__bss) non-external __info_key_ok
00007ff802c14077 (__TEXT,__text) non-external __is_v4addr_ifaddr
00007ff802c140d5 (__TEXT,__text) non-external __is_v6addr_ifaddr
00007ff802c17633 (__TEXT,__text) non-external __mbr_fork_child
00007ff802c05522 (__TEXT,__text) non-external __mbr_fork_parent
00007ff802c054c9 (__TEXT,__text) non-external __mbr_fork_prepare
00007ff802bfd8b2 (__TEXT,__text) non-external __mbr_od_available
00007ff802bfd8dc (__TEXT,__text) non-external __mbr_xpc_pipe
00007ff802c247a9 (__TEXT,__text) non-external __mbr_xpc_pipe.cold.1
00007ff843667d58 (__DATA_DIRTY,__bss) non-external __mbr_xpc_pipe.once
00007ff802c14151 (__TEXT,__text) non-external __mdns_atfork_child
00007ff802c05500 (__TEXT,__text) non-external __mdns_atfork_parent
00007ff802c054ef (__TEXT,__text) non-external __mdns_atfork_prepare
00007ff802c089ac (__TEXT,__text) non-external __mdns_canonicalize
00007ff802c06ea2 (__TEXT,__text) non-external __mdns_deadline
00007ff8438a0540 (__DATA,__bss) non-external __mdns_debug
00007ff802c0602c (__TEXT,__text) non-external __mdns_debug_message
00007ff8438a0548 (__DATA,__bss) non-external __mdns_generation
00007ff802c089f3 (__TEXT,__text) non-external __mdns_hostent_append_addr
00007ff802c088cb (__TEXT,__text) non-external __mdns_hostent_append_alias
00007ff802c07c0b (__TEXT,__text) non-external __mdns_hostent_clear
00007ff84389fd70 (__DATA,__data) non-external __mdns_mutex
00007ff8438a04f0 (__DATA,__bss) non-external __mdns_old_sdref
00007ff802c072ed (__TEXT,__text) non-external __mdns_pack_domain_name
00007ff802c0a024 (__TEXT,__text) non-external __mdns_parse_domain_name
00007ff802c0c25b (__TEXT,__text) non-external __mdns_query
00007ff802c073e6 (__TEXT,__text) non-external __mdns_query_callback
00007ff802c07b3f (__TEXT,__text) non-external __mdns_query_clear
00007ff802c079bb (__TEXT,__text) non-external __mdns_query_is_complete
00007ff802c06f2c (__TEXT,__text) non-external __mdns_query_start
00007ff802c07cc5 (__TEXT,__text) non-external __mdns_reply_clear
00007ff8438a04e8 (__DATA,__bss) non-external __mdns_sdref
00007ff802c0612d (__TEXT,__text) non-external __mdns_search
00007ff802c0619f (__TEXT,__text) non-external __mdns_search_ex
00007ff8438a03f0 (__DATA,__common) external __null_auth
00007ff802c0e527 (__TEXT,__text) non-external __od_fork_child
00007ff802c05511 (__TEXT,__text) non-external __od_fork_parent
00007ff802c054da (__TEXT,__text) non-external __od_fork_prepare
00007ff802bfd9e9 (__TEXT,__text) non-external (was a private external) __od_rpc_call
00007ff802bfe777 (__TEXT,__text) non-external __od_running
00007ff802bfe7b0 (__TEXT,__text) non-external __od_xpc_pipe
00007ff802c242b1 (__TEXT,__text) non-external __od_xpc_pipe.cold.1
00007ff843667db0 (__DATA_DIRTY,__bss) non-external __od_xpc_pipe.once
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_feature_enabled_simple_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
00007ff8438a00a0 (__DATA,__common) external __res
00007ff802c1f934 (__TEXT,__text) external __seterr_reply
00007ff802c0d38b (__TEXT,__text) external __si_disable_opendirectory
00007ff8438a0090 (__DATA,__common) non-external (was a private external) __si_opendirectory_disabled
00007ff802c2018f (__TEXT,__text) non-external (was a private external) __svcauth_null
00007ff802c20318 (__TEXT,__text) non-external (was a private external) __svcauth_short
00007ff802c20197 (__TEXT,__text) non-external (was a private external) __svcauth_unix
00007ff802c25ff0 (__TEXT,__const) non-external __user_compat_prefix
00007ff802bfe8e5 (__TEXT,__text) non-external __xpc_query_key_id
00007ff802c0f8bf (__TEXT,__text) non-external __xpc_query_key_int
00007ff802c04e53 (__TEXT,__text) non-external __xpc_query_key_string
00007ff802c05740 (__TEXT,__text) non-external __xpc_query_key_uuid
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_bool (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_int64 (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
00007ff802c18085 (__TEXT,__text) external __yp_dobind
00007ff84389fe44 (__DATA,__data) non-external __yp_dobind.pid
00007ff8438a02f0 (__DATA,__common) non-external (was a private external) __yp_domain
00007ff802c18581 (__TEXT,__text) non-external (was a private external) __yp_unbind
00007ff8438a02e0 (__DATA,__common) non-external (was a private external) __ypbindlist
00007ff84389fe40 (__DATA,__data) non-external (was a private external) __yplib_timeout
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_with_reason (from libsystem_kernel)
                 (undefined) external _accept$NOCANCEL (from libsystem_kernel)
00007ff802c12858 (__TEXT,__text) external _alias_endent
00007ff802c12789 (__TEXT,__text) external _alias_getbyname
00007ff802c127ef (__TEXT,__text) external _alias_getent
00007ff802c127de (__TEXT,__text) external _alias_setent
00007ff802c25f00 (__TEXT,__const) non-external _align_64
00007ff802c08b23 (__TEXT,__text) non-external _append_addr
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asl_free (from libsystem_asl)
                 (undefined) external _asl_log (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asprintf (from libsystem_c)
                 (undefined) external _atoi (from libsystem_c)
00007ff840094960 (__DATA_CONST,__const) non-external _auth_errlist
00007ff84389fe70 (__DATA,__data) non-external _auth_unix_ops
00007ff802c19248 (__TEXT,__text) external _authnone_create
00007ff802c19372 (__TEXT,__text) non-external _authnone_destroy
00007ff802c1932d (__TEXT,__text) non-external _authnone_marshal
00007ff8438a05e8 (__DATA,__bss) non-external _authnone_private
00007ff802c1936a (__TEXT,__text) non-external _authnone_refresh
00007ff802c1935f (__TEXT,__text) non-external _authnone_validate
00007ff802c19359 (__TEXT,__text) non-external _authnone_verf
00007ff802c19378 (__TEXT,__text) external _authunix_create
00007ff802c19582 (__TEXT,__text) external _authunix_create_default
00007ff802c197f4 (__TEXT,__text) non-external _authunix_destroy
00007ff802c1962b (__TEXT,__text) non-external _authunix_marshal
00007ff802c19625 (__TEXT,__text) non-external _authunix_nextverf
00007ff802c196f9 (__TEXT,__text) non-external _authunix_refresh
00007ff802c1964e (__TEXT,__text) non-external _authunix_validate
                 (undefined) external _bind (from libsystem_kernel)
00007ff802c19b2d (__TEXT,__text) external _bindresvport
00007ff802c1994e (__TEXT,__text) external _bindresvport_sa
00007ff802c13d74 (__TEXT,__text) external _bootparams_endent
00007ff802c13d5e (__TEXT,__text) external _bootparams_getbyname
00007ff802c13d66 (__TEXT,__text) external _bootparams_getent
00007ff802c13d6e (__TEXT,__text) external _bootparams_setent
                 (undefined) external _bootstrap_look_up (from libxpc)
                 (undefined) external _bootstrap_look_up2 (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff8438a05f0 (__DATA,__bss) non-external _buf
00007ff8438a0518 (__DATA,__bss) non-external _cache
00007ff802c0d13a (__TEXT,__text) non-external _cache_alias_all
00007ff802c0d120 (__TEXT,__text) non-external _cache_alias_byname
00007ff802c0d051 (__TEXT,__text) non-external _cache_close
00007ff802bfe5ab (__TEXT,__text) non-external _cache_fetch_item
00007ff802c0acb4 (__TEXT,__text) non-external _cache_fetch_list
00007ff802c0aca5 (__TEXT,__text) non-external _cache_fs_all
00007ff802c0d247 (__TEXT,__text) non-external _cache_fs_byfile
00007ff802c0d22d (__TEXT,__text) non-external _cache_fs_byspec
