                 (undefined) external _BLASStateRelease (from libBLAS)
                 (undefined) external _BLASStateRetain (from libBLAS)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cospi (from libSystem)
                 (undefined) external ___cospif (from libSystem)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___sincosf_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __get_cpu_capabilities (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atan2f (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cblas_dgemm (from libBLAS)
                 (undefined) external _cblas_sgemm (from libBLAS)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log10f (from libSystem)
                 (undefined) external _log2 (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _powf (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _tan (from libSystem)
000000018c1e0854 (__TEXT,__text) external _vDSP_DCT_CreateSetup
000000018c124170 (__TEXT,__text) external _vDSP_biquadm_SetCoefficientsSingle
000000018c12c3ec (__TEXT,__text) external _vDSP_biquadm_SetCoefficientsSingleD
000000018c123a70 (__TEXT,__text) external _vDSP_biquadm_SetTargetsDouble
000000018c12bb44 (__TEXT,__text) external _vDSP_biquadm_SetTargetsDoubleD
000000018c1240dc (__TEXT,__text) external _vDSP_biquadm_SetTargetsSingle
000000018c12c360 (__TEXT,__text) external _vDSP_biquadm_SetTargetsSingleD
000000018c122e5c (__TEXT,__text) external _vDSP_blkman_window
000000018c16ab10 (__TEXT,__text) external _vDSP_blkman_windowD
000000018c1bfea0 (__TEXT,__text) external _vDSP_conv
000000018c178f18 (__TEXT,__text) external _vDSP_convD
000000018c119490 (__TEXT,__text) external _vDSP_create_fftsetup
000000018c1606b4 (__TEXT,__text) external _vDSP_create_fftsetupD
000000018c16ed20 (__TEXT,__text) external _vDSP_ctoz
000000018c1615d0 (__TEXT,__text) external _vDSP_ctozD
000000018c15b370 (__TEXT,__text) external _vDSP_deq22
000000018c15ba20 (__TEXT,__text) external _vDSP_deq22D
000000018c1524d8 (__TEXT,__text) external _vDSP_desamp
000000018c1b7b50 (__TEXT,__text) external _vDSP_desampD
000000018c119db0 (__TEXT,__text) external _vDSP_destroy_fftsetup
000000018c1605c0 (__TEXT,__text) external _vDSP_destroy_fftsetupD
000000018c1b9db8 (__TEXT,__text) external _vDSP_distancesq
000000018c1e7d64 (__TEXT,__text) external _vDSP_distancesqD
000000018c1a65b0 (__TEXT,__text) external _vDSP_dotpr
000000018c122d5c (__TEXT,__text) external _vDSP_dotpr2
000000018c1acb04 (__TEXT,__text) external _vDSP_dotpr2D
000000018c122ddc (__TEXT,__text) external _vDSP_dotpr2_s1_15
000000018c12366c (__TEXT,__text) external _vDSP_dotpr2_s8_24
000000018c1618d8 (__TEXT,__text) external _vDSP_dotprD
000000018c125e30 (__TEXT,__text) external _vDSP_dotpr_s1_15
000000018c1268c0 (__TEXT,__text) external _vDSP_dotpr_s8_24
000000018c201714 (__TEXT,__text) external _vDSP_f3x3
000000018c1ac264 (__TEXT,__text) external _vDSP_f3x3D
000000018c2015dc (__TEXT,__text) external _vDSP_f5x5
000000018c1a4c84 (__TEXT,__text) external _vDSP_f5x5D
000000018c144854 (__TEXT,__text) external _vDSP_fft2d_zip
000000018c14d758 (__TEXT,__text) external _vDSP_fft2d_zipD
000000018c144b3c (__TEXT,__text) external _vDSP_fft2d_zipt
000000018c1a6fe0 (__TEXT,__text) external _vDSP_fft2d_ziptD
000000018c14488c (__TEXT,__text) external _vDSP_fft2d_zop
000000018c16ba5c (__TEXT,__text) external _vDSP_fft2d_zopD
000000018c146b20 (__TEXT,__text) external _vDSP_fft2d_zopt
000000018c126a94 (__TEXT,__text) external _vDSP_fft2d_zoptD
000000018c146e04 (__TEXT,__text) external _vDSP_fft2d_zrip
000000018c179958 (__TEXT,__text) external _vDSP_fft2d_zripD
000000018c147b40 (__TEXT,__text) external _vDSP_fft2d_zript
000000018c18938c (__TEXT,__text) external _vDSP_fft2d_zriptD
000000018c146e3c (__TEXT,__text) external _vDSP_fft2d_zrop
000000018c1362cc (__TEXT,__text) external _vDSP_fft2d_zropD
000000018c147b7c (__TEXT,__text) external _vDSP_fft2d_zropt
000000018c1cc580 (__TEXT,__text) external _vDSP_fft2d_zroptD
000000018c1a5200 (__TEXT,__text) external _vDSP_fft3_zop
000000018c1258e0 (__TEXT,__text) external _vDSP_fft3_zopD
000000018c1611b4 (__TEXT,__text) external _vDSP_fft5_zop
000000018c1b7cf0 (__TEXT,__text) external _vDSP_fft5_zopD
000000018c1578ac (__TEXT,__text) external _vDSP_fft_zip
000000018c166c8c (__TEXT,__text) external _vDSP_fft_zipD
000000018c1296d4 (__TEXT,__text) external _vDSP_fft_zipt
000000018c152ca8 (__TEXT,__text) external _vDSP_fft_ziptD
000000018c14966c (__TEXT,__text) external _vDSP_fft_zop
000000018c161bd8 (__TEXT,__text) external _vDSP_fft_zopD
000000018c16fc80 (__TEXT,__text) external _vDSP_fft_zopt
000000018c1b8808 (__TEXT,__text) external _vDSP_fft_zoptD
000000018c1e6bf4 (__TEXT,__text) external _vDSP_fft_zrip
000000018c1b8814 (__TEXT,__text) external _vDSP_fft_zripD
000000018c1b9080 (__TEXT,__text) external _vDSP_fft_zript
000000018c1e5fe4 (__TEXT,__text) external _vDSP_fft_zriptD
000000018c156040 (__TEXT,__text) external _vDSP_fft_zrop
000000018c161c30 (__TEXT,__text) external _vDSP_fft_zropD
000000018c1af998 (__TEXT,__text) external _vDSP_fft_zropt
000000018c175a18 (__TEXT,__text) external _vDSP_fft_zroptD
000000018c147b90 (__TEXT,__text) external _vDSP_fftm_zip
000000018c1520b4 (__TEXT,__text) external _vDSP_fftm_zipD
000000018c147ff0 (__TEXT,__text) external _vDSP_fftm_zipt
000000018c1ca8f8 (__TEXT,__text) external _vDSP_fftm_ziptD
000000018c147bc8 (__TEXT,__text) external _vDSP_fftm_zop
000000018c13dd1c (__TEXT,__text) external _vDSP_fftm_zopD
000000018c1484ec (__TEXT,__text) external _vDSP_fftm_zopt
000000018c16a800 (__TEXT,__text) external _vDSP_fftm_zoptD
000000018c148500 (__TEXT,__text) external _vDSP_fftm_zrip
000000018c14d858 (__TEXT,__text) external _vDSP_fftm_zripD
000000018c148948 (__TEXT,__text) external _vDSP_fftm_zript
000000018c1e7b54 (__TEXT,__text) external _vDSP_fftm_zriptD
000000018c148538 (__TEXT,__text) external _vDSP_fftm_zrop
000000018c1a4270 (__TEXT,__text) external _vDSP_fftm_zropD
000000018c148984 (__TEXT,__text) external _vDSP_fftm_zropt
000000018c1a425c (__TEXT,__text) external _vDSP_fftm_zroptD
000000018c182500 (__TEXT,__text) external _vDSP_hamm_window
000000018c16f750 (__TEXT,__text) external _vDSP_hamm_windowD
000000018c1f7dd4 (__TEXT,__text) external _vDSP_hann_window
000000018c182858 (__TEXT,__text) external _vDSP_hann_windowD
000000018c200938 (__TEXT,__text) external _vDSP_imgfir
000000018c1e80b4 (__TEXT,__text) external _vDSP_imgfirD
000000018c155570 (__TEXT,__text) external _vDSP_maxmgv
000000018c15ca2c (__TEXT,__text) external _vDSP_maxmgvD
000000018c15da0c (__TEXT,__text) external _vDSP_maxmgvi
000000018c15e440 (__TEXT,__text) external _vDSP_maxmgviD
000000018c1568b4 (__TEXT,__text) external _vDSP_maxv
000000018c156ac0 (__TEXT,__text) external _vDSP_maxvD
000000018c15eefc (__TEXT,__text) external _vDSP_maxvi
000000018c15f414 (__TEXT,__text) external _vDSP_maxviD
000000018c1cf264 (__TEXT,__text) external _vDSP_meamgv
000000018c1f8204 (__TEXT,__text) external _vDSP_meamgvD
000000018c1abc6c (__TEXT,__text) external _vDSP_meanv
000000018c1f8d98 (__TEXT,__text) external _vDSP_meanvD
000000018c1b3f10 (__TEXT,__text) external _vDSP_measqv
000000018c1a9d68 (__TEXT,__text) external _vDSP_measqvD
000000018c156ce8 (__TEXT,__text) external _vDSP_minmgv
000000018c157024 (__TEXT,__text) external _vDSP_minmgvD
000000018c15e554 (__TEXT,__text) external _vDSP_minmgvi
000000018c15edd8 (__TEXT,__text) external _vDSP_minmgviD
000000018c15f520 (__TEXT,__text) external _vDSP_minv
000000018c15fd24 (__TEXT,__text) external _vDSP_minvD
000000018c15ff4c (__TEXT,__text) external _vDSP_minvi
000000018c1604b4 (__TEXT,__text) external _vDSP_minviD
000000018c1576a0 (__TEXT,__text) external _vDSP_mmov
000000018c16f08c (__TEXT,__text) external _vDSP_mmovD
000000018c14fbe4 (__TEXT,__text) external _vDSP_mmul
000000018c1c3584 (__TEXT,__text) external _vDSP_mmulD
000000018c1a3830 (__TEXT,__text) external _vDSP_mtrans
000000018c127900 (__TEXT,__text) external _vDSP_mtransD
000000018c1437f0 (__TEXT,__text) external _vDSP_mvessq
000000018c131434 (__TEXT,__text) external _vDSP_mvessqD
000000018c16b2b4 (__TEXT,__text) external _vDSP_normalize
000000018c15225c (__TEXT,__text) external _vDSP_normalizeD
000000018c151c90 (__TEXT,__text) external _vDSP_nzcros
000000018c15203c (__TEXT,__text) external _vDSP_nzcrosD
000000018c16fc8c (__TEXT,__text) external _vDSP_polar
000000018c1e5f74 (__TEXT,__text) external _vDSP_polarD
000000018c1a2cb8 (__TEXT,__text) external _vDSP_rect
000000018c1b84ec (__TEXT,__text) external _vDSP_rectD
000000018c1e5f38 (__TEXT,__text) external _vDSP_rmsqv
000000018c16ce00 (__TEXT,__text) external _vDSP_rmsqvD
000000018c12d190 (__TEXT,__text) external _vDSP_svdiv
000000018c16bf74 (__TEXT,__text) external _vDSP_svdivD
000000018c119000 (__TEXT,__text) external _vDSP_sve
000000018c119828 (__TEXT,__text) external _vDSP_sveD
000000018c1a9a38 (__TEXT,__text) external _vDSP_sve_svesq
000000018c1a9bd8 (__TEXT,__text) external _vDSP_sve_svesqD
000000018c14d9c0 (__TEXT,__text) external _vDSP_svemg
000000018c1b14b4 (__TEXT,__text) external _vDSP_svemgD
000000018c14dc40 (__TEXT,__text) external _vDSP_svesq
000000018c1b155c (__TEXT,__text) external _vDSP_svesqD
000000018c1b3490 (__TEXT,__text) external _vDSP_svs
000000018c1b35b4 (__TEXT,__text) external _vDSP_svsD
000000018c1e776c (__TEXT,__text) external _vDSP_vaam
000000018c168880 (__TEXT,__text) external _vDSP_vaamD
000000018c16f370 (__TEXT,__text) external _vDSP_vabs
000000018c152330 (__TEXT,__text) external _vDSP_vabsD
000000018c167b2c (__TEXT,__text) external _vDSP_vabsi
000000018c1193d8 (__TEXT,__text) external _vDSP_vadd
000000018c157104 (__TEXT,__text) external _vDSP_vaddD
000000018c1f8850 (__TEXT,__text) external _vDSP_vaddi
000000018c1ba0cc (__TEXT,__text) external _vDSP_vaddsub
000000018c1ba450 (__TEXT,__text) external _vDSP_vaddsubD
000000018c165b24 (__TEXT,__text) external _vDSP_vam
000000018c165c44 (__TEXT,__text) external _vDSP_vamD
000000018c1b79a4 (__TEXT,__text) external _vDSP_vasbm
000000018c17586c (__TEXT,__text) external _vDSP_vasbmD
000000018c165d84 (__TEXT,__text) external _vDSP_vasm
000000018c16c068 (__TEXT,__text) external _vDSP_vasmD
000000018c1ba7ec (__TEXT,__text) external _vDSP_vavlin
000000018c1e7278 (__TEXT,__text) external _vDSP_vavlinD
000000018c1b7480 (__TEXT,__text) external _vDSP_vclip
000000018c130ff4 (__TEXT,__text) external _vDSP_vclipD
000000018c1b5618 (__TEXT,__text) external _vDSP_vclipc
000000018c1cbf38 (__TEXT,__text) external _vDSP_vclipcD
000000018c119324 (__TEXT,__text) external _vDSP_vclr
000000018c1578c0 (__TEXT,__text) external _vDSP_vclrD
000000018c151c48 (__TEXT,__text) external _vDSP_vcmprs
000000018c15e3f8 (__TEXT,__text) external _vDSP_vcmprsD
000000018c14de98 (__TEXT,__text) external _vDSP_vdbcon
000000018c1753e8 (__TEXT,__text) external _vDSP_vdbconD
000000018c1f8240 (__TEXT,__text) external _vDSP_vdist
000000018c1a769c (__TEXT,__text) external _vDSP_vdistD
000000018c149fb0 (__TEXT,__text) external _vDSP_vdiv
000000018c1a9e84 (__TEXT,__text) external _vDSP_vdivD
000000018c12f438 (__TEXT,__text) external _vDSP_vdivi
000000018c166010 (__TEXT,__text) external _vDSP_vdpsp
000000018c154880 (__TEXT,__text) external _vDSP_venvlp
000000018c179b48 (__TEXT,__text) external _vDSP_venvlpD
000000018c12ba34 (__TEXT,__text) external _vDSP_veqvi
000000018c16e7c0 (__TEXT,__text) external _vDSP_vfill
000000018c16c160 (__TEXT,__text) external _vDSP_vfillD
000000018c1664b4 (__TEXT,__text) external _vDSP_vfilli
000000018c200588 (__TEXT,__text) external _vDSP_vfix16
000000018c157758 (__TEXT,__text) external _vDSP_vfix16D
000000018c1aa67c (__TEXT,__text) external _vDSP_vfix32
000000018c135930 (__TEXT,__text) external _vDSP_vfix32D
000000018c16a3b8 (__TEXT,__text) external _vDSP_vfix8
000000018c1ca908 (__TEXT,__text) external _vDSP_vfix8D
000000018c1adc18 (__TEXT,__text) external _vDSP_vfixr16
000000018c19076c (__TEXT,__text) external _vDSP_vfixr16D
000000018c1273d4 (__TEXT,__text) external _vDSP_vfixr32
000000018c1a9da0 (__TEXT,__text) external _vDSP_vfixr32D
000000018c1baab4 (__TEXT,__text) external _vDSP_vfixr8
000000018c1258b4 (__TEXT,__text) external _vDSP_vfixr8D
000000018c1e7b24 (__TEXT,__text) external _vDSP_vfixru16
000000018c1b87d8 (__TEXT,__text) external _vDSP_vfixru16D
000000018c179b18 (__TEXT,__text) external _vDSP_vfixru32
000000018c13dcec (__TEXT,__text) external _vDSP_vfixru32D
000000018c126ab0 (__TEXT,__text) external _vDSP_vfixru8
000000018c1a9dd0 (__TEXT,__text) external _vDSP_vfixru8D
000000018c1bb050 (__TEXT,__text) external _vDSP_vfixu16
000000018c1cb284 (__TEXT,__text) external _vDSP_vfixu16D
000000018c1cec20 (__TEXT,__text) external _vDSP_vfixu32
000000018c166194 (__TEXT,__text) external _vDSP_vfixu32D
000000018c1badb4 (__TEXT,__text) external _vDSP_vfixu8
000000018c1a3698 (__TEXT,__text) external _vDSP_vfixu8D
000000018c200720 (__TEXT,__text) external _vDSP_vflt16
000000018c1fbe4c (__TEXT,__text) external _vDSP_vflt16D
000000018c1b53e8 (__TEXT,__text) external _vDSP_vflt24
000000018c1af554 (__TEXT,__text) external _vDSP_vflt32
000000018c1706b4 (__TEXT,__text) external _vDSP_vflt32D
000000018c1e737c (__TEXT,__text) external _vDSP_vflt8
000000018c179bac (__TEXT,__text) external _vDSP_vflt8D
000000018c1b3f48 (__TEXT,__text) external _vDSP_vfltsm24
000000018c1707a4 (__TEXT,__text) external _vDSP_vfltsmu24
000000018c16cbcc (__TEXT,__text) external _vDSP_vfltu16
000000018c1bb398 (__TEXT,__text) external _vDSP_vfltu16D
000000018c1aa4a4 (__TEXT,__text) external _vDSP_vfltu24
000000018c184254 (__TEXT,__text) external _vDSP_vfltu32
000000018c1c1758 (__TEXT,__text) external _vDSP_vfltu32D
000000018c15f6cc (__TEXT,__text) external _vDSP_vfltu8
000000018c1a4a18 (__TEXT,__text) external _vDSP_vfltu8D
000000018c1b0160 (__TEXT,__text) external _vDSP_vfrac
000000018c166538 (__TEXT,__text) external _vDSP_vfracD
000000018c1ab2e0 (__TEXT,__text) external _vDSP_vgathr
000000018c135080 (__TEXT,__text) external _vDSP_vgathrD
000000018c158a94 (__TEXT,__text) external _vDSP_vgathra
000000018c180d3c (__TEXT,__text) external _vDSP_vgathraD
000000018c1af12c (__TEXT,__text) external _vDSP_vgen
000000018c1b8cb0 (__TEXT,__text) external _vDSP_vgenD
000000018c1e2454 (__TEXT,__text) external _vDSP_vgenp
000000018c14d5f0 (__TEXT,__text) external _vDSP_vgenpD
000000018c15fc40 (__TEXT,__text) external _vDSP_viclip
000000018c1cf3f0 (__TEXT,__text) external _vDSP_viclipD
000000018c1bb684 (__TEXT,__text) external _vDSP_vindex
000000018c1c010c (__TEXT,__text) external _vDSP_vindexD
000000018c1bca28 (__TEXT,__text) external _vDSP_vintb
000000018c17ba00 (__TEXT,__text) external _vDSP_vintbD
000000018c1905ec (__TEXT,__text) external _vDSP_vlim
000000018c1f8118 (__TEXT,__text) external _vDSP_vlimD
000000018c1c0140 (__TEXT,__text) external _vDSP_vlint
000000018c1b63dc (__TEXT,__text) external _vDSP_vlintD
000000018c1192ac (__TEXT,__text) external _vDSP_vma
000000018c16ce3c (__TEXT,__text) external _vDSP_vmaD
000000018c1acc90 (__TEXT,__text) external _vDSP_vmax
000000018c157938 (__TEXT,__text) external _vDSP_vmaxD
000000018c170cc0 (__TEXT,__text) external _vDSP_vmaxmg
000000018c1e1a08 (__TEXT,__text) external _vDSP_vmaxmgD
000000018c1ad350 (__TEXT,__text) external _vDSP_vmin
000000018c1583a8 (__TEXT,__text) external _vDSP_vminD
000000018c1a31c0 (__TEXT,__text) external _vDSP_vminmg
000000018c156ee8 (__TEXT,__text) external _vDSP_vminmgD
000000018c154c00 (__TEXT,__text) external _vDSP_vmma
000000018c197a58 (__TEXT,__text) external _vDSP_vmmaD
000000018c1a10b0 (__TEXT,__text) external _vDSP_vmmsb
000000018c15fa94 (__TEXT,__text) external _vDSP_vmmsbD
000000018c1ac6dc (__TEXT,__text) external _vDSP_vmsa
000000018c16cf68 (__TEXT,__text) external _vDSP_vmsaD
000000018c1ac718 (__TEXT,__text) external _vDSP_vmsb
000000018c16d0f0 (__TEXT,__text) external _vDSP_vmsbD
000000018c1192e8 (__TEXT,__text) external _vDSP_vmul
000000018c158520 (__TEXT,__text) external _vDSP_vmulD
000000018c1a4344 (__TEXT,__text) external _vDSP_vnabs
000000018c1bfc1c (__TEXT,__text) external _vDSP_vnabsD
000000018c1ac754 (__TEXT,__text) external _vDSP_vneg
000000018c16d21c (__TEXT,__text) external _vDSP_vnegD
000000018c1bba30 (__TEXT,__text) external _vDSP_vpoly
000000018c1b9c00 (__TEXT,__text) external _vDSP_vpolyD
000000018c1bc61c (__TEXT,__text) external _vDSP_vpythg
000000018c151a74 (__TEXT,__text) external _vDSP_vpythgD
000000018c1bcce8 (__TEXT,__text) external _vDSP_vqint
000000018c1b0958 (__TEXT,__text) external _vDSP_vqintD
000000018c1548f0 (__TEXT,__text) external _vDSP_vramp
000000018c1587e0 (__TEXT,__text) external _vDSP_vrampD
000000018c119ab0 (__TEXT,__text) external _vDSP_vrampmul
000000018c127ee8 (__TEXT,__text) external _vDSP_vrampmul2
000000018c155518 (__TEXT,__text) external _vDSP_vrampmul2D
000000018c128748 (__TEXT,__text) external _vDSP_vrampmul2_s1_15
000000018c128e58 (__TEXT,__text) external _vDSP_vrampmul2_s8_24
000000018c16fa2c (__TEXT,__text) external _vDSP_vrampmulD
000000018c12954c (__TEXT,__text) external _vDSP_vrampmul_s1_15
000000018c12968c (__TEXT,__text) external _vDSP_vrampmul_s8_24
000000018c1b8d10 (__TEXT,__text) external _vDSP_vrampmuladd
000000018c1296e0 (__TEXT,__text) external _vDSP_vrampmuladd2
000000018c1a2c5c (__TEXT,__text) external _vDSP_vrampmuladd2D
000000018c12a00c (__TEXT,__text) external _vDSP_vrampmuladd2_s1_15
000000018c12a1ac (__TEXT,__text) external _vDSP_vrampmuladd2_s8_24
000000018c154450 (__TEXT,__text) external _vDSP_vrampmuladdD
000000018c12a620 (__TEXT,__text) external _vDSP_vrampmuladd_s1_15
000000018c127960 (__TEXT,__text) external _vDSP_vrampmuladd_s8_24
000000018c1bd994 (__TEXT,__text) external _vDSP_vrsum
000000018c1a4214 (__TEXT,__text) external _vDSP_vrsumD
000000018c1b365c (__TEXT,__text) external _vDSP_vrvrs
000000018c15afac (__TEXT,__text) external _vDSP_vrvrsD
000000018c1ac790 (__TEXT,__text) external _vDSP_vsadd
000000018c15acec (__TEXT,__text) external _vDSP_vsaddD
000000018c1bdcc4 (__TEXT,__text) external _vDSP_vsaddi
000000018c1ac7cc (__TEXT,__text) external _vDSP_vsbm
000000018c16d3c4 (__TEXT,__text) external _vDSP_vsbmD
000000018c1e697c (__TEXT,__text) external _vDSP_vsbsbm
000000018c1a2424 (__TEXT,__text) external _vDSP_vsbsbmD
000000018c168320 (__TEXT,__text) external _vDSP_vsbsm
000000018c16e09c (__TEXT,__text) external _vDSP_vsbsmD
000000018c1685dc (__TEXT,__text) external _vDSP_vsdiv
000000018c16e194 (__TEXT,__text) external _vDSP_vsdivD
000000018c17b9d0 (__TEXT,__text) external _vDSP_vsdivi
000000018c15ba88 (__TEXT,__text) external _vDSP_vsimps
000000018c177ca4 (__TEXT,__text) external _vDSP_vsimpsD
000000018c1ac808 (__TEXT,__text) external _vDSP_vsma
000000018c16e1c8 (__TEXT,__text) external _vDSP_vsmaD
000000018c134c54 (__TEXT,__text) external _vDSP_vsmfix24
000000018c1cae78 (__TEXT,__text) external _vDSP_vsmfixu24
000000018c1ac844 (__TEXT,__text) external _vDSP_vsmsa
000000018c16e2ac (__TEXT,__text) external _vDSP_vsmsaD
000000018c168610 (__TEXT,__text) external _vDSP_vsmsb
000000018c16e59c (__TEXT,__text) external _vDSP_vsmsbD
000000018c1ac880 (__TEXT,__text) external _vDSP_vsmsma
000000018c1f872c (__TEXT,__text) external _vDSP_vsmsmaD
000000018c11939c (__TEXT,__text) external _vDSP_vsmul
000000018c15aff0 (__TEXT,__text) external _vDSP_vsmulD
000000018c1248a0 (__TEXT,__text) external _vDSP_vsort
000000018c1e7ac8 (__TEXT,__text) external _vDSP_vsortD
000000018c1f8dd0 (__TEXT,__text) external _vDSP_vsorti
000000018c1f1220 (__TEXT,__text) external _vDSP_vsortiD
000000018c168a2c (__TEXT,__text) external _vDSP_vspdp
000000018c1ac8bc (__TEXT,__text) external _vDSP_vsq
000000018c16a814 (__TEXT,__text) external _vDSP_vsqD
000000018c16aa5c (__TEXT,__text) external _vDSP_vssq
000000018c16b058 (__TEXT,__text) external _vDSP_vssqD
000000018c1ac8f8 (__TEXT,__text) external _vDSP_vsub
000000018c15b188 (__TEXT,__text) external _vDSP_vsubD
000000018c1c7ed8 (__TEXT,__text) external _vDSP_vswap
000000018c1c1844 (__TEXT,__text) external _vDSP_vswapD
