                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff811d3dbcd (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff811d3de73 (__TEXT,__text) external _KClientGetClientPrincipal
00007ff811d3dc9e (__TEXT,__text) external _KClientGetCredentialsDeprecated
00007ff811d3df65 (__TEXT,__text) external _KClientGetEncryptedServiceReply
00007ff811d3dce0 (__TEXT,__text) external _KClientGetErrorTextDeprecated
00007ff811d3ded6 (__TEXT,__text) external _KClientGetExpirationTime
00007ff811d3de9f (__TEXT,__text) external _KClientGetLocalAddress
00007ff811d3dbf9 (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff811d3dcca (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff811d3dc30 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff811d3dc3b (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff811d3dc5c (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff811d3dc67 (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff811d3dc88 (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff811d3dcbf (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff811d3dc7d (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff811d3df70 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff811d3dc0f (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff811d3deb5 (__TEXT,__text) external _KClientGetRemoteAddress
00007ff811d3de89 (__TEXT,__text) external _KClientGetServerPrincipal
00007ff811d3df18 (__TEXT,__text) external _KClientGetServiceKey
00007ff811d3decb (__TEXT,__text) external _KClientGetSessionKey
00007ff811d3dda2 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff811d3de1b (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff811d3df2e (__TEXT,__text) external _KClientGetTicketForService
00007ff811d3dd60 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff811d3dd6b (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff811d3dcd5 (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff811d3de47 (__TEXT,__text) external _KClientGetVersion
00007ff811d3df02 (__TEXT,__text) external _KClientKeyFileLogin
00007ff811d3deec (__TEXT,__text) external _KClientLogin
00007ff811d3dd76 (__TEXT,__text) external _KClientLoginCompat
00007ff811d3df0d (__TEXT,__text) external _KClientLogout
00007ff811d3dd8c (__TEXT,__text) external _KClientLogoutCompat
00007ff811d3de26 (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff811d3de52 (__TEXT,__text) external _KClientNewClientSession
00007ff811d3de5d (__TEXT,__text) external _KClientNewServerSession
00007ff811d3dd4a (__TEXT,__text) external _KClientNewSessionCompat
00007ff811d3def7 (__TEXT,__text) external _KClientPasswordLogin
00007ff811d3dd81 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff811d3dfbd (__TEXT,__text) external _KClientPrincipalToV4String
00007ff811d3dfc8 (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff811d3df91 (__TEXT,__text) external _KClientProtectIntegrity
00007ff811d3ddc3 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff811d3de7e (__TEXT,__text) external _KClientSetClientPrincipal
00007ff811d3dee1 (__TEXT,__text) external _KClientSetKeyFile
00007ff811d3deaa (__TEXT,__text) external _KClientSetLocalAddress
00007ff811d3dc04 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff811d3dc72 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff811d3dec0 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff811d3de94 (__TEXT,__text) external _KClientSetServerPrincipal
00007ff811d3dd97 (__TEXT,__text) external _KClientStatusCompat
00007ff811d3dfb2 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff811d3df5a (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff811d3df44 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff811d3df9c (__TEXT,__text) external _KClientVerifyIntegrity
00007ff811d3ddce (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff811d3df4f (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff811d3de31 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff811d3de3c (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff811d3dd3f (__TEXT,__text) external _KClientVersionCompat
00007ff811d388b7 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff811d38a13 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff811d3914b (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff811d38989 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff811d39171 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff811d38acb (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff811d38934 (__TEXT,__text) external _KLAcquireNewTickets
00007ff811d38a86 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff811d38875 (__TEXT,__text) external _KLAcquireTickets
00007ff811d389ce (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff811d38c34 (__TEXT,__text) external _KLCacheHasValidTickets
00007ff811d398e3 (__TEXT,__text) external _KLCancelAllDialogs
00007ff811d39140 (__TEXT,__text) external _KLChangePassword
00007ff811d398eb (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff811d39d09 (__TEXT,__text) external _KLComparePrincipal
00007ff811d399e3 (__TEXT,__text) external _KLCountKerberosRealms
00007ff811d39d9e (__TEXT,__text) external _KLCreateLoginOptions
00007ff811d39ad6 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff811d39b05 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff811d39a4e (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff811d39a11 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff811d39102 (__TEXT,__text) external _KLDestroyTickets
00007ff811d39f50 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff811d39d62 (__TEXT,__text) external _KLDisposePrincipal
00007ff811d39f9d (__TEXT,__text) external _KLDisposeString
00007ff811d3991c (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff811d38c29 (__TEXT,__text) external _KLGetApplicationOptions
00007ff811d39906 (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff811d39c81 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff811d3985c (__TEXT,__text) external _KLGetErrorString
00007ff811d398fe (__TEXT,__text) external _KLGetIdleCallback
00007ff811d399ee (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff811d39982 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff811d399b6 (__TEXT,__text) external _KLGetKerberosRealm
00007ff811d39bf9 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff811d39b34 (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff811d39854 (__TEXT,__text) external _KLHandleError
00007ff811d399d3 (__TEXT,__text) external _KLInsertKerberosRealm
00007ff811d3942d (__TEXT,__text) external _KLLastChangedTime
00007ff811d39ed3 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff811d39e3d (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff811d39e6f (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff811d39ea1 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff811d39f0d (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff811d39e0b (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff811d39ef0 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff811d399db (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff811d399cb (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff811d3917c (__TEXT,__text) external _KLRenewInitialTickets
00007ff811d38c21 (__TEXT,__text) external _KLSetApplicationOptions
00007ff811d39911 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff811d398f6 (__TEXT,__text) external _KLSetIdleCallback
00007ff811d39a01 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff811d39a09 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff811d399c3 (__TEXT,__text) external _KLSetKerberosRealm
00007ff811d397be (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff811d39156 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff811d39711 (__TEXT,__text) external _KLTicketExpirationTime
00007ff811d39664 (__TEXT,__text) external _KLTicketStartTime
00007ff811d39425 (__TEXT,__text) external _KLValidateInitialTickets
00007ff811d39169 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff811d39161 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff811d3d8da (__TEXT,__text) external _KPCreatePreferencesFile
00007ff811d3d8be (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff811d3d8b3 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff811d3d8a8 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff811d3d8c4 (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff811d3d8cf (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff811d3ddfa (__TEXT,__text) external _KServerAddKeyCompat
00007ff811d3de05 (__TEXT,__text) external _KServerGetKeyCompat
00007ff811d3ddef (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff811d3de10 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff811d3ddd9 (__TEXT,__text) external _KServerNewSessionCompat
00007ff811d3dde4 (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff811d3c7bc (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff84275c2b0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff811d39fd3 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff811d39fc0 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff811d39fee (__TEXT,__text) external ___KLAllowRememberPassword
00007ff811d3a052 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff811d39ff6 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff811d3a081 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff811d3a094 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff811d3a024 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff811d3a0af (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff811d3a0bf (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff811d3a0b7 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff811d3a08c (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff811d3a09f (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff811d39fe3 (__TEXT,__text) external ___KLPromptMechanism
00007ff811d3a0a7 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff811d39faa (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff811d39fcb (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff811d39fb2 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff811d39fdb (__TEXT,__text) external ___KLSetPromptMechanism
00007ff811d3825b (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff811d38263 (__TEXT,__text) external ___KerberosDebugPrint
00007ff811d3826f (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff811d38275 (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff811d38269 (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff84275bce8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff811d34b2f (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff84275b7c8 (__DATA,__const) non-external ___block_descriptor_tmp
00007ff84275b848 (__DATA,__const) non-external ___block_descriptor_tmp.11
00007ff84275b808 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff84275b7e8 (__DATA,__const) non-external ___block_literal_global
00007ff84275b868 (__DATA,__const) non-external ___block_literal_global.12
00007ff84275b828 (__DATA,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff811d379d9 (__TEXT,__text) non-external ___error_message_block_invoke
00007ff811d33ffc (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff811d3714a (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff811d38d4d (__TEXT,__text) non-external _acquireticket_ui
00007ff811d3c089 (__TEXT,__text) non-external _add_data_to_buffer
00007ff811d3412b (__TEXT,__text) external _add_error_table
00007ff811d3ab79 (__TEXT,__text) non-external _add_to_list
00007ff811d3f473 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff811d3f559 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff811d34133 (__TEXT,__text) external _cc_close
00007ff811d3413b (__TEXT,__text) external _cc_create
00007ff811d34143 (__TEXT,__text) external _cc_destroy
00007ff811d3414b (__TEXT,__text) external _cc_free_NC_info
00007ff811d34153 (__TEXT,__text) external _cc_free_creds
00007ff811d3415b (__TEXT,__text) external _cc_free_name
00007ff811d34163 (__TEXT,__text) external _cc_free_principal
00007ff84275bbc8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff811d3416b (__TEXT,__text) external _cc_get_NC_info
00007ff811d34173 (__TEXT,__text) external _cc_get_change_time
00007ff811d3417b (__TEXT,__text) external _cc_get_cred_version
00007ff811d34183 (__TEXT,__text) external _cc_get_name
00007ff811d3418b (__TEXT,__text) external _cc_get_principal
00007ff811d359c1 (__TEXT,__text) external _cc_initialize
00007ff811d3697f (__TEXT,__text) non-external _cc_iterator_clone
00007ff811d350c9 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff811d3693f (__TEXT,__text) non-external _cc_iterator_release
00007ff811d34193 (__TEXT,__text) external _cc_open
00007ff811d3419b (__TEXT,__text) external _cc_remove_cred
00007ff811d341a3 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff811d341ab (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff811d341b3 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff811d341bb (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff811d341c3 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff811d341cb (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff811d341d3 (__TEXT,__text) external _cc_set_principal
00007ff811d341db (__TEXT,__text) external _cc_shutdown
00007ff811d341e3 (__TEXT,__text) external _cc_store
00007ff811d36893 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff811d3667c (__TEXT,__text) non-external _ccache_compare
00007ff811d35a65 (__TEXT,__text) non-external _ccache_destroy
00007ff84275bc30 (__DATA,__data) non-external _ccache_functions
00007ff811d36635 (__TEXT,__text) non-external _ccache_get_change_time
00007ff811d35b3e (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff811d36755 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff811d365e1 (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff811d35b57 (__TEXT,__text) non-external _ccache_get_name
00007ff811d35be6 (__TEXT,__text) non-external _ccache_get_principal
00007ff84275bcd0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff811d365a7 (__TEXT,__text) non-external _ccache_lock
00007ff811d364f5 (__TEXT,__text) non-external _ccache_move
00007ff811d36435 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff811d35082 (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff811d36260 (__TEXT,__text) non-external _ccache_remove_credentials
00007ff811d35ac7 (__TEXT,__text) non-external _ccache_set_default
00007ff811d36808 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff811d35d04 (__TEXT,__text) non-external _ccache_set_principal
00007ff811d35e14 (__TEXT,__text) non-external _ccache_store_credentials
00007ff811d365c4 (__TEXT,__text) non-external _ccache_unlock
00007ff811d368f2 (__TEXT,__text) non-external _ccache_wait_for_change
00007ff811d368fd (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff84275b8f0 (__DATA,__const) non-external _conf_no
00007ff84275b8b0 (__DATA,__const) non-external _conf_yes
00007ff84275b9d0 (__DATA,__data) non-external _context_change_time
00007ff811d35995 (__TEXT,__text) non-external _context_compare
00007ff811d35526 (__TEXT,__text) non-external _context_create_ccache
00007ff811d35663 (__TEXT,__text) non-external _context_create_default_ccache
00007ff811d357cb (__TEXT,__text) non-external _context_create_new_ccache
00007ff811d3529c (__TEXT,__text) non-external _context_get_change_time
00007ff811d352d9 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff811d35985 (__TEXT,__text) non-external _context_lock
00007ff811d3590d (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff811d35360 (__TEXT,__text) non-external _context_open_ccache
00007ff811d35458 (__TEXT,__text) non-external _context_open_default_ccache
00007ff811d35267 (__TEXT,__text) non-external _context_release
00007ff811d3598d (__TEXT,__text) non-external _context_unlock
00007ff811d359b6 (__TEXT,__text) non-external _context_wait_for_change
00007ff811d35223 (__TEXT,__text) non-external _create_ccache
00007ff811d34bbb (__TEXT,__text) non-external _cred_compare
00007ff811d3502c (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff84275bbb0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff811d34bcc (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff811d35037 (__TEXT,__text) non-external _cred_iter_release
00007ff811d34b7c (__TEXT,__text) non-external _cred_release
00007ff84275bba0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff811d3d8f0 (__TEXT,__text) external _decomp_ticket
00007ff811d3db1e (__TEXT,__text) external _dest_all_tkts
00007ff811d3daf5 (__TEXT,__text) external _dest_tkt
00007ff811d3716c (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff84275be80 (__DATA,__bss) non-external _do_log
00007ff811d3bc33 (__TEXT,__text) non-external _dump_profile
00007ff811d3c065 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff811d3bfc4 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff811d341eb (__TEXT,__text) external _encode_krb5_as_req
00007ff811d3abea (__TEXT,__text) non-external _end_list
00007ff811d3796d (__TEXT,__text) external _error_message
00007ff84275bea0 (__DATA,__bss) non-external _error_message.buffer
00007ff84275be90 (__DATA,__bss) non-external _error_message.et_list
00007ff84275be88 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff811d394cc (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff84275c2a8 (__DATA,__bss) non-external _g_cc_change_time
00007ff84275bcf0 (__DATA,__data) non-external _g_change_time_mutex
00007ff84275c2a0 (__DATA,__bss) non-external _g_kl_change_time
00007ff811d3d92f (__TEXT,__text) external _get_ad_tkt
00007ff811d3d99a (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff84275bab0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff84275bad0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff84275ba80 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff84275ba60 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff84275ba20 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff84275ba40 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff84275ba00 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
