00000001e6de8028 (__TEXT,__text) non-external +[AAFPromise all:]
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _LSCopyApplicationURLsForBundleIdentifier (from CoreServices)
                 (undefined) external _LSOpenFromURLSpec (from CoreServices)
                 (undefined) external _NSURLAuthenticationMethodServerTrust (from Foundation)
000000020f63f138 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFCertificateTrustValidator
000000020f63ef80 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFKeychainItem
000000020f63f020 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFKeychainItemDescriptor
000000020f63efd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFKeychainManager
000000020f63f1b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFPromise
000000020f63f070 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFService
000000020f63f0c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFXPCSession
000000020f63f160 (__AUTH,__objc_data) external _OBJC_CLASS_$_AAFXPCSessionConfig
000000020f63ef58 (__AUTH,__objc_data) external _OBJC_CLASS_$_AFUtilities
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
000000020d3285ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItem._descriptor
000000020d3285a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItem._value
000000020d3285d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._accessGroup
000000020d3285bc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._account
000000020d3285d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._invisible
000000020d3285b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._itemAccessible
000000020d3285b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._itemClass
000000020d3285cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._label
000000020d3285c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._securityDomain
000000020d3285c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._server
000000020d3285c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._service
000000020d3285d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._synchronizable
000000020d3285dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainItemDescriptor._useDataProtection
000000020d3285b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFKeychainManager._keychainQueue
000000020d328634 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._callbacks
000000020d328628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._completed
000000020d328630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._error
000000020d328620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._queue
000000020d328624 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._selfReference
000000020d32862c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFPromise._value
000000020d3285ec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFService._exportedObject
000000020d3285e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFService._exportedProtocol
000000020d3285e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFService._preConnectEntitlements
000000020d3285f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFService._serviceListener
000000020d3285e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFService._serviceName
000000020d3285fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession.__proxy
000000020d328608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession._connection
000000020d3285f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession._delegate
000000020d3285f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession._identifier
000000020d328604 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession._remoteServiceConfig
000000020d328600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSession._serialQueue
000000020d328618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSessionConfig._exportedProtocol
000000020d328610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSessionConfig._options
000000020d32861c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSessionConfig._remoteObjectInterface
000000020d328614 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSessionConfig._remoteProtocol
000000020d32860c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AAFXPCSessionConfig._serviceName
000000020f63f110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFCertificateTrustValidator
000000020f63efa8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFKeychainItem
000000020f63f048 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFKeychainItemDescriptor
000000020f63eff8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFKeychainManager
000000020f63f1d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFPromise
000000020f63f098 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFService
000000020f63f0e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFXPCSession
000000020f63f188 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AAFXPCSessionConfig
000000020f63ef30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AFUtilities
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001e6de27f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001e6de3f70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001e6de50c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001e6de5f28 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001e6de6580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001e6de2814 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001e6de3f8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001e6de5f40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001e6de2834 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001e6de284c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001e6de2868 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
                 (undefined) external _SecCopyErrorMessageString (from Security)
                 (undefined) external _SecCopyLastError (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
                 (undefined) external _SecItemUpdateWithError (from Security)
                 (undefined) external _SecPolicyCreateAppleGSService (from Security)
                 (undefined) external _SecPolicyCreateAppleiCloudSetupService (from Security)
                 (undefined) external _SecPolicyCreateSSL (from Security)
                 (undefined) external _SecTrustEvaluateWithError (from Security)
                 (undefined) external _SecTrustSetPolicies (from Security)
00000001e6de5f5c (__TEXT,__text) external __AAFLogSystem
000000020d328708 (__DATA,__bss) non-external __AAFLogSystem.log
000000020d328710 (__DATA,__bss) non-external __AAFLogSystem.onceToken
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCopyBundleURLForExecutableURL (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e6de99f0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AAFPromise
00000001e6de93b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AFUtilities
00000001e6de9910 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFCertificateTrustValidator
00000001e6de94c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFKeychainItem
00000001e6de95d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFKeychainItemDescriptor
00000001e6de9528 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFKeychainManager
00000001e6de9a08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFPromise
00000001e6de9758 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFService
00000001e6de9800 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFXPCSession
00000001e6de9948 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AAFXPCSessionConfig
000000020a0e48c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFKeychainItem
000000020a0e4960 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFKeychainItemDescriptor
000000020a0e4938 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFKeychainManager
000000020a0e5220 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFPromise
000000020a0e4eb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFService
000000020a0e4ff0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFXPCSession
000000020a0e5120 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AAFXPCSessionConfig
000000020a0e4910 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AAFKeychainItem
