00007ff943501c70 (__DATA,__data) external _AKAdornmentZPositionOffset
00007ff943500f60 (__DATA,__data) external _AKAnnotationChangeObjectKey
00007ff943500f48 (__DATA,__data) external _AKAnnotationLayerSetupCompleteNotification
00007ff943500f58 (__DATA,__data) external _AKAnnotationPropertiesChangedNotification
00007ff943500f50 (__DATA,__data) external _AKAnnotationsAddedOrRemovedNotification
00007ff9410e5af0 (__DATA_CONST,__const) external _AKAttributeControllerInkDidChangeNotification
00007ff9410e5e70 (__DATA_CONST,__const) external _AKChildAnnotationUUIDAssociatedObjectKey
00007ff9410e5880 (__DATA_CONST,__const) external _AKContentScrollViewEndScrollOrMagnifyNotification
00007ff9410e5878 (__DATA_CONST,__const) external _AKContentScrollViewVisibleRectChangeNotification
00007ff943500f98 (__DATA,__data) external _AKControllerDrawingGestureRecognizerNeedsDependencyUpdate
00007ff943500f30 (__DATA,__data) external _AKControllerSuggestedTouchBarItemChanged
00007ff943500f90 (__DATA,__data) external _AKControllerWillSaveNotification
00007ff9410e5580 (__DATA_CONST,__const) external _AKControllerWillTeardownNotification
00007ff943500f70 (__DATA,__data) external _AKDidEndEditingTextAnnotationNotification
00007ff943500f78 (__DATA,__data) external _AKEditingTextAnnotationKey
00007ff90c99c9aa (__TEXT,__text) external _AKLog
00007ff9410e5e68 (__DATA_CONST,__const) external _AKParentAnnotationUUIDAssociatedObjectKey
00007ff943500c60 (__DATA,__data) external _AKPointOfInterestRadius_Handle_Alternate
00007ff943500c58 (__DATA,__data) external _AKPointOfInterestSize_Handle
00007ff943500c50 (__DATA,__data) external _AKPointOfInterestSize_LargestHandleSize
00007ff90c94ed9f (__TEXT,__text) external _AKQuadrilateralCreateDictionaryRepresentation
00007ff90c94f50a (__TEXT,__text) external _AKQuadrilateralMakeWithDictionaryRepresentation
00007ff943500f80 (__DATA,__data) external _AKSelectionChangedNotification
00007ff943500f88 (__DATA,__data) external _AKSelectionChangedPageModelControllerKey
00007ff943501ca0 (__DATA,__data) external _AKSidecarControllerConnectedDeviceChangedNotification
00007ff943501c98 (__DATA,__data) external _AKSidecarControllerDevicesChangedNotification
00007ff90c98976f (__TEXT,__text) external _AKSidecarMarkupApplicationDictionary
00007ff943500fa0 (__DATA,__data) external _AKStatisticsDocumentTypeImage
00007ff943500fa8 (__DATA,__data) external _AKStatisticsDocumentTypePDF
00007ff9410e69c0 (__DATA_CONST,__const) external _AKTextAnnotationTypingAttributesTextContentTypeKey
00007ff943500f40 (__DATA,__data) external _AKTouchBarItemIdentifierHighlights
00007ff943500f38 (__DATA,__data) external _AKTouchBarItemIdentifierMain
00007ff943500f68 (__DATA,__data) external _AKWillBeginEditingTextAnnotationNotification
00007ff90c9d7900 (__TEXT,__const) external _AKZeroQuadrilateral
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateLab (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorTransformConvertColor (from CoreGraphics)
                 (undefined) external _CGColorTransformCreate (from CoreGraphics)
                 (undefined) external _CGContextAddCurveToPoint (from CoreGraphics)
                 (undefined) external _CGContextAddEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextAddPath (from CoreGraphics)
                 (undefined) external _CGContextBeginPath (from CoreGraphics)
                 (undefined) external _CGContextBeginTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextBeginTransparencyLayerWithRect (from CoreGraphics)
                 (undefined) external _CGContextClearRect (from CoreGraphics)
                 (undefined) external _CGContextClip (from CoreGraphics)
                 (undefined) external _CGContextClipToMask (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextClosePath (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextConvertRectToDeviceSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertRectToUserSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertSizeToDeviceSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertSizeToUserSpace (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextDrawPDFPage (from CoreGraphics)
                 (undefined) external _CGContextEOClip (from CoreGraphics)
                 (undefined) external _CGContextEOFillPath (from CoreGraphics)
                 (undefined) external _CGContextEndTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextFillEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextFillPath (from CoreGraphics)
                 (undefined) external _CGContextFillRect (from CoreGraphics)
                 (undefined) external _CGContextFlush (from CoreGraphics)
                 (undefined) external _CGContextGetCTM (from CoreGraphics)
                 (undefined) external _CGContextGetClipBoundingBox (from CoreGraphics)
                 (undefined) external _CGContextGetType (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRestoreGState (from CoreGraphics)
                 (undefined) external _CGContextSaveGState (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetFillColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetFlatness (from CoreGraphics)
                 (undefined) external _CGContextSetGrayFillColor (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineCap (from CoreGraphics)
                 (undefined) external _CGContextSetLineDash (from CoreGraphics)
                 (undefined) external _CGContextSetLineJoin (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetMiterLimit (from CoreGraphics)
                 (undefined) external _CGContextSetRGBStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldAntialias (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSubpixelPositionFonts (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSubpixelQuantizeFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextStrokeEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextStrokeLineSegments (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataConsumerCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataConsumerRelease (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayHideCursor (from CoreGraphics)
                 (undefined) external _CGDisplayShowCursor (from CoreGraphics)
                 (undefined) external _CGEventCreate (from CoreGraphics)
                 (undefined) external _CGEventGetLocation (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageWriteToFile (from CoreGraphics)
                 (undefined) external _CGPDFContextBeginPage (from CoreGraphics)
                 (undefined) external _CGPDFContextClose (from CoreGraphics)
                 (undefined) external _CGPDFContextCreate (from CoreGraphics)
                 (undefined) external _CGPDFContextEndPage (from CoreGraphics)
                 (undefined) external _CGPDFDocumentCreateWithProvider (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetNumberOfPages (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetPage (from CoreGraphics)
                 (undefined) external _CGPDFDocumentRelease (from CoreGraphics)
                 (undefined) external _CGPDFDocumentRetain (from CoreGraphics)
                 (undefined) external _CGPDFPageGetBoxRect (from CoreGraphics)
                 (undefined) external _CGPathAddArc (from CoreGraphics)
                 (undefined) external _CGPathAddCurveToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddEllipseInRect (from CoreGraphics)
                 (undefined) external _CGPathAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddPath (from CoreGraphics)
                 (undefined) external _CGPathAddQuadCurveToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddRect (from CoreGraphics)
                 (undefined) external _CGPathApply (from CoreGraphics)
                 (undefined) external _CGPathCloseSubpath (from CoreGraphics)
                 (undefined) external _CGPathContainsPoint (from CoreGraphics)
                 (undefined) external _CGPathCreateCopy (from CoreGraphics)
                 (undefined) external _CGPathCreateCopyByStrokingPath (from CoreGraphics)
                 (undefined) external _CGPathCreateCopyByTransformingPath (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathCreateMutableCopy (from CoreGraphics)
                 (undefined) external _CGPathCreateWithEllipseInRect (from CoreGraphics)
                 (undefined) external _CGPathCreateWithRect (from CoreGraphics)
                 (undefined) external _CGPathCreateWithRoundedRect (from CoreGraphics)
                 (undefined) external _CGPathGetBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathGetCurrentPoint (from CoreGraphics)
                 (undefined) external _CGPathGetPathBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathIsEmpty (from CoreGraphics)
                 (undefined) external _CGPathMoveToPoint (from CoreGraphics)
                 (undefined) external _CGPathRelease (from CoreGraphics)
                 (undefined) external _CGPathRetain (from CoreGraphics)
                 (undefined) external _CGPointCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectApplyAffineTransform (from CoreGraphics)
                 (undefined) external _CGRectContainsPoint (from CoreGraphics)
                 (undefined) external _CGRectContainsRect (from CoreGraphics)
                 (undefined) external _CGRectCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInfinite (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIntersectsRect (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectIsInfinite (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectNull (from CoreGraphics)
                 (undefined) external _CGRectStandardize (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGSizeMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CGWarpMouseCursorPosition (from CoreGraphics)
                 (undefined) external _CMFormatDescriptionGetMediaType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetImageBuffer (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionGetDimensions (from CoreMedia)
                 (undefined) external _CTFontCollectionCopyFontAttribute (from CoreText)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
                 (undefined) external _NSAccessibilityChildrenAttribute (from AppKit)
                 (undefined) external _NSAccessibilityDescriptionAttribute (from AppKit)
                 (undefined) external _NSAccessibilityHandleFocusChanged (from AppKit)
                 (undefined) external _NSAccessibilityIdentifierAttribute (from AppKit)
                 (undefined) external _NSAccessibilityRadioButtonRole (from AppKit)
                 (undefined) external _NSAccessibilityRadioGroupRole (from AppKit)
                 (undefined) external _NSAccessibilityUnignoredDescendant (from AppKit)
                 (undefined) external _NSApp (from AppKit)
                 (undefined) external _NSBackgroundColorAttributeName (from AppKit)
                 (undefined) external _NSBackgroundColorDocumentAttribute (from AppKit)
                 (undefined) external _NSCreateMapTable (from Foundation)
                 (undefined) external _NSDeviceWhiteColorSpace (from AppKit)
                 (undefined) external _NSDisableScreenUpdates (from AppKit)
                 (undefined) external _NSDivideRect (from Foundation)
                 (undefined) external _NSDocumentTypeDocumentAttribute (from AppKit)
                 (undefined) external _NSEnableScreenUpdates (from AppKit)
                 (undefined) external _NSEqualRects (from Foundation)
                 (undefined) external _NSEqualSizes (from Foundation)
                 (undefined) external _NSEventTrackingRunLoopMode (from AppKit)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSFontCollectionDidChangeNotification (from AppKit)
                 (undefined) external _NSFontCollectionFavorites (from AppKit)
                 (undefined) external _NSFontCollectionRecentlyUsed (from AppKit)
                 (undefined) external _NSFontCollectionUser (from AppKit)
                 (undefined) external _NSFontSetChangedNotification (from AppKit)
                 (undefined) external _NSForegroundColorAttributeName (from AppKit)
                 (undefined) external _NSFreeMapTable (from Foundation)
                 (undefined) external _NSGenericException (from CoreFoundation)
                 (undefined) external _NSGetSizeAndAlignment (from CoreFoundation)
                 (undefined) external _NSImageNameDropDownIndicatorTemplate (from AppKit)
                 (undefined) external _NSImageNameTouchBarTextBoxTemplate (from AppKit)
                 (undefined) external _NSInsetRect (from Foundation)
                 (undefined) external _NSIntegerMapKeyCallBacks (from Foundation)
                 (undefined) external _NSIntegralRectWithOptions (from Foundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSIntersectionRect (from Foundation)
                 (undefined) external _NSIntersectsRect (from Foundation)
                 (undefined) external _NSInvalidArchiveOperationException (from Foundation)
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSKernAttributeName (from AppKit)
                 (undefined) external _NSKeyValueChangeIndexesKey (from Foundation)
                 (undefined) external _NSKeyValueChangeKindKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNewKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNotificationIsPriorKey (from Foundation)
                 (undefined) external _NSKeyValueChangeOldKey (from Foundation)
                 (undefined) external _NSKeyedArchiveRootObjectKey (from Foundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSMapGet (from Foundation)
                 (undefined) external _NSMapInsert (from Foundation)
                 (undefined) external _NSMenuDidBeginTrackingNotification (from AppKit)
                 (undefined) external _NSMenuDidEndTrackingNotification (from AppKit)
                 (undefined) external _NSMouseInRect (from Foundation)
                 (undefined) external _NSNonOwnedPointerMapValueCallBacks (from Foundation)
                 (undefined) external _NSParagraphStyleAttributeName (from AppKit)
                 (undefined) external _NSPointInRect (from Foundation)
                 (undefined) external _NSPopoverWillCloseNotification (from AppKit)
                 (undefined) external _NSRTFTextDocumentType (from AppKit)
                 (undefined) external _NSRangeException (from CoreFoundation)
                 (undefined) external _NSRectFill (from AppKit)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSScrollViewDidEndLiveMagnifyNotification (from AppKit)
                 (undefined) external _NSScrollViewWillStartLiveMagnifyNotification (from AppKit)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSSourceTextScalingDocumentOption (from AppKit)
                 (undefined) external _NSStrikethroughColorAttributeName (from AppKit)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSStringFromRect (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSStringFromSize (from Foundation)
                 (undefined) external _NSStrokeColorAttributeName (from AppKit)
                 (undefined) external _NSTargetTextScalingDocumentOption (from AppKit)
                 (undefined) external _NSTextContentTypeAddressCity (from AppKit)
                 (undefined) external _NSTextContentTypeAddressCityAndState (from AppKit)
                 (undefined) external _NSTextContentTypeAddressState (from AppKit)
                 (undefined) external _NSTextContentTypeBirthdate (from AppKit)
                 (undefined) external _NSTextContentTypeBirthdateDay (from AppKit)
                 (undefined) external _NSTextContentTypeBirthdateMonth (from AppKit)
                 (undefined) external _NSTextContentTypeBirthdateYear (from AppKit)
                 (undefined) external _NSTextContentTypeCountryName (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardExpiration (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardExpirationMonth (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardExpirationYear (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardFamilyName (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardGivenName (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardMiddleName (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardName (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardNumber (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardSecurityCode (from AppKit)
                 (undefined) external _NSTextContentTypeCreditCardType (from AppKit)
                 (undefined) external _NSTextContentTypeDateTime (from AppKit)
                 (undefined) external _NSTextContentTypeEmailAddress (from AppKit)
                 (undefined) external _NSTextContentTypeFamilyName (from AppKit)
                 (undefined) external _NSTextContentTypeFullStreetAddress (from AppKit)
                 (undefined) external _NSTextContentTypeGivenName (from AppKit)
                 (undefined) external _NSTextContentTypeJobTitle (from AppKit)
                 (undefined) external _NSTextContentTypeLocation (from AppKit)
                 (undefined) external _NSTextContentTypeMiddleName (from AppKit)
                 (undefined) external _NSTextContentTypeName (from AppKit)
                 (undefined) external _NSTextContentTypeNamePrefix (from AppKit)
                 (undefined) external _NSTextContentTypeNameSuffix (from AppKit)
                 (undefined) external _NSTextContentTypeNewPassword (from AppKit)
                 (undefined) external _NSTextContentTypeNickname (from AppKit)
                 (undefined) external _NSTextContentTypeOrganizationName (from AppKit)
                 (undefined) external _NSTextContentTypePostalCode (from AppKit)
                 (undefined) external _NSTextContentTypeStreetAddressLine1 (from AppKit)
                 (undefined) external _NSTextContentTypeStreetAddressLine2 (from AppKit)
                 (undefined) external _NSTextContentTypeSublocality (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneAreaCode (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneCountryCode (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneExtension (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneLocalNumber (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneNationalNumber (from AppKit)
                 (undefined) external _NSTextContentTypeTelephoneNumber (from AppKit)
                 (undefined) external _NSTextContentTypeURL (from AppKit)
                 (undefined) external _NSTouchBarItemIdentifierFlexibleSpace (from AppKit)
                 (undefined) external _NSTrackingAttributeName (from AppKit)
                 (undefined) external _NSUnderlineColorAttributeName (from AppKit)
                 (undefined) external _NSUnderlineStyleAttributeName (from AppKit)
                 (undefined) external _NSUndoManagerCheckpointNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidCloseUndoGroupNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidRedoChangeNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidUndoChangeNotification (from Foundation)
                 (undefined) external _NSWindowWillCloseNotification (from AppKit)
                 (undefined) external _NSZeroPoint (from Foundation)
                 (undefined) external _NSZeroRect (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
00007ff9430df168 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKActionController
00007ff9430e0108 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKAnnotation
00007ff9430dd6d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKAnnotationEventHandler
00007ff9430dd750 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKAnnotationPointOfInterestHelper
00007ff9430df000 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKAnnotationRenderer
00007ff9430de510 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKArrowAnnotation
00007ff9430e01d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKArrowShapeAnnotation
00007ff9430df118 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKAttributeController
00007ff9430dd0c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKBorderMaskAnnotation
00007ff9430de038 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKController
00007ff9430e0518 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKControllerForTesting
00007ff9430df730 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKCropAnnotation
00007ff9430e09f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKDoodleAnnotation
00007ff9430e0798 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKGeometryHelper
00007ff9430e16c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_AKHeartAnnotation
