                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff812e5d35d (__TEXT,__text) external ___cmph_dump
00007ff812e5a0be (__TEXT,__text) external _buffer_entry_destroy
00007ff812e59f48 (__TEXT,__text) external _buffer_entry_get_capacity
00007ff812e5a064 (__TEXT,__text) non-external _buffer_entry_load
00007ff812e59edf (__TEXT,__text) external _buffer_entry_new
00007ff812e59f1a (__TEXT,__text) external _buffer_entry_open
00007ff812e59f51 (__TEXT,__text) external _buffer_entry_read_key
00007ff812e59f3f (__TEXT,__text) external _buffer_entry_set_capacity
00007ff812e5a241 (__TEXT,__text) external _buffer_manager_destroy
00007ff812e5a0ed (__TEXT,__text) external _buffer_manager_new
00007ff812e5a199 (__TEXT,__text) external _buffer_manager_open
00007ff812e5a1b0 (__TEXT,__text) external _buffer_manager_read_key
00007ff812e5a2d8 (__TEXT,__text) external _chd_config_destroy
00007ff812e5a28a (__TEXT,__text) external _chd_config_new
00007ff812e5a30e (__TEXT,__text) external _chd_config_set_b
00007ff812e5a2fd (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff812e5a31f (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff812e5a678 (__TEXT,__text) external _chd_destroy
00007ff812e5a607 (__TEXT,__text) external _chd_dump
00007ff812e5a54d (__TEXT,__text) external _chd_load
00007ff812e5a330 (__TEXT,__text) external _chd_new
00007ff812e5a6dc (__TEXT,__text) external _chd_pack
00007ff812e5a71b (__TEXT,__text) external _chd_packed_size
00007ff812e5a7a5 (__TEXT,__text) external _chd_ph_config_destroy
00007ff812e5a760 (__TEXT,__text) external _chd_ph_config_new
00007ff812e5a7de (__TEXT,__text) external _chd_ph_config_set_b
00007ff812e6131e (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff812e5a7cb (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff812e5a802 (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff812e61341 (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff812e5b61a (__TEXT,__text) external _chd_ph_destroy
00007ff812e5b530 (__TEXT,__text) external _chd_ph_dump
00007ff812e5b3f7 (__TEXT,__text) external _chd_ph_load
00007ff812e5a826 (__TEXT,__text) external _chd_ph_new
00007ff812e61364 (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff812e5b6f0 (__TEXT,__text) external _chd_ph_pack
00007ff812e5b74e (__TEXT,__text) external _chd_ph_packed_size
00007ff812e5b655 (__TEXT,__text) external _chd_ph_search
00007ff812e5b77d (__TEXT,__text) external _chd_ph_search_packed
00007ff812e5a6ac (__TEXT,__text) external _chd_search
00007ff812e5a72f (__TEXT,__text) external _chd_search_packed
00007ff812e606ad (__TEXT,__text) external _check_primality
00007ff812e5ba23 (__TEXT,__text) external _chm_config_destroy
00007ff812e5b9f2 (__TEXT,__text) external _chm_config_new
00007ff812e5ba31 (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff812e5c280 (__TEXT,__text) external _chm_destroy
00007ff812e5bf74 (__TEXT,__text) external _chm_dump
00007ff812e5c09c (__TEXT,__text) external _chm_load
00007ff812e5ba64 (__TEXT,__text) external _chm_new
00007ff812e61385 (__TEXT,__text) non-external _chm_new.cold.1
00007ff812e5c2cd (__TEXT,__text) external _chm_pack
00007ff812e5c37c (__TEXT,__text) external _chm_packed_size
00007ff812e5c202 (__TEXT,__text) external _chm_search
00007ff812e5c3d0 (__TEXT,__text) external _chm_search_packed
00007ff812e5bea1 (__TEXT,__text) non-external _chm_traverse
00007ff812e5ccf7 (__TEXT,__text) external _cmph_config_destroy
00007ff812e614e3 (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff812e5cae2 (__TEXT,__text) external _cmph_config_new
00007ff812e6147a (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff812e5cb13 (__TEXT,__text) external _cmph_config_set_algo
00007ff812e6149d (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff812e614c0 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff812e5cc76 (__TEXT,__text) external _cmph_config_set_b
00007ff812e5ce38 (__TEXT,__text) external _cmph_config_set_graphsize
00007ff812e5cdbd (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff812e5ccc8 (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff812e5cce6 (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff812e5cc65 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff812e5cc54 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff812e5cdb4 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff812e5d111 (__TEXT,__text) external _cmph_destroy
00007ff812e61592 (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff812e5cf38 (__TEXT,__text) external _cmph_dump
00007ff812e61529 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff843c93f00 (__DATA,__data) external _cmph_hash_names
00007ff812e5c7bb (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff812e5c8d8 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff812e5c4a0 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff812e613a8 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff812e5c751 (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff812e5c75b (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff812e613cb (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff812e5c7b1 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff812e5c8f7 (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff812e61434 (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff812e61457 (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff812e5ca1d (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff812e5ca3c (__TEXT,__text) external _cmph_io_vector_adapter
00007ff812e5cac3 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff812e5c7e7 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff812e613ee (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff812e61411 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff812e5cfac (__TEXT,__text) external _cmph_load
00007ff812e6154c (__TEXT,__text) non-external _cmph_load.cold.1
00007ff843c93eb0 (__DATA,__data) external _cmph_names
00007ff812e5ce43 (__TEXT,__text) external _cmph_new
00007ff812e61506 (__TEXT,__text) non-external _cmph_new.cold.1
00007ff812e5d184 (__TEXT,__text) external _cmph_pack
00007ff812e615b5 (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff812e5d1fc (__TEXT,__text) external _cmph_packed_size
00007ff812e615d8 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff812e5d088 (__TEXT,__text) external _cmph_search
00007ff812e6156f (__TEXT,__text) non-external _cmph_search.cold.1
00007ff812e5d270 (__TEXT,__text) external _cmph_search_packed
00007ff812e615fb (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff812e5d108 (__TEXT,__text) external _cmph_size
00007ff812e5d4da (__TEXT,__text) external _compressed_rank_destroy
00007ff812e5d773 (__TEXT,__text) external _compressed_rank_dump
00007ff812e5d506 (__TEXT,__text) external _compressed_rank_generate
00007ff812e5d748 (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff812e5d4b1 (__TEXT,__text) external _compressed_rank_init
00007ff812e5d868 (__TEXT,__text) external _compressed_rank_load
00007ff812e5d8f8 (__TEXT,__text) external _compressed_rank_pack
00007ff812e5d95d (__TEXT,__text) external _compressed_rank_packed_size
00007ff812e5d669 (__TEXT,__text) external _compressed_rank_query
00007ff812e5d989 (__TEXT,__text) external _compressed_rank_query_packed
00007ff812e5daac (__TEXT,__text) external _compressed_seq_destroy
00007ff812e5deda (__TEXT,__text) external _compressed_seq_dump
00007ff812e5dae3 (__TEXT,__text) external _compressed_seq_generate
00007ff812e5dd66 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff812e5da7e (__TEXT,__text) external _compressed_seq_init
00007ff812e5e01a (__TEXT,__text) external _compressed_seq_load
00007ff812e5e0ff (__TEXT,__text) external _compressed_seq_pack
00007ff812e5e164 (__TEXT,__text) external _compressed_seq_packed_size
00007ff812e5dd9e (__TEXT,__text) external _compressed_seq_query
00007ff812e6161e (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff812e5e19b (__TEXT,__text) external _compressed_seq_query_packed
00007ff812e5fb0c (__TEXT,__text) non-external _cyclic_del_edge
00007ff812e5f9bf (__TEXT,__text) non-external _del_edge_point
00007ff812e619a5 (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff812e5f616 (__TEXT,__text) external _fch_buckets_destroy
00007ff812e618be (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff812e5f473 (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff812e6185b (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff812e6187c (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff812e5f3e7 (__TEXT,__text) external _fch_buckets_get_key
00007ff812e61791 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff812e617b4 (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff812e617d5 (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff812e5f424 (__TEXT,__text) external _fch_buckets_get_keylength
00007ff812e617f6 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff812e61819 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff812e6183a (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff812e5f461 (__TEXT,__text) external _fch_buckets_get_max_size
00007ff812e5f46a (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff812e5f3c0 (__TEXT,__text) external _fch_buckets_get_size
00007ff812e6174d (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff812e61770 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff812e5f2df (__TEXT,__text) external _fch_buckets_insert
00007ff812e616c7 (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff812e616ea (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff812e6170b (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff812e6172c (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff812e5f2b2 (__TEXT,__text) external _fch_buckets_is_empty
00007ff812e61683 (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff812e616a6 (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff812e5f227 (__TEXT,__text) external _fch_buckets_new
00007ff812e61641 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff812e61662 (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff812e5f567 (__TEXT,__text) external _fch_buckets_print
00007ff812e6189d (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff812e5e3a4 (__TEXT,__text) external _fch_calc_b
00007ff812e5e3f5 (__TEXT,__text) external _fch_calc_p1
00007ff812e5e410 (__TEXT,__text) external _fch_calc_p2
00007ff812e5e32d (__TEXT,__text) external _fch_config_destroy
00007ff812e5e2f4 (__TEXT,__text) external _fch_config_new
00007ff812e5e33b (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff812e5ef7a (__TEXT,__text) external _fch_destroy
00007ff812e5ebee (__TEXT,__text) external _fch_dump
00007ff812e5ed30 (__TEXT,__text) external _fch_load
00007ff812e5e42b (__TEXT,__text) external _fch_new
00007ff812e5efb7 (__TEXT,__text) external _fch_pack
00007ff812e5f0a6 (__TEXT,__text) external _fch_packed_size
00007ff812e5eedb (__TEXT,__text) external _fch_search
00007ff812e5f0f3 (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff812e5fe3d (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff812e5f880 (__TEXT,__text) external _graph_add_edge
00007ff812e618df (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff812e61900 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff812e61921 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff812e61942 (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff812e5f743 (__TEXT,__text) external _graph_clear_edges
00007ff812e5fd3e (__TEXT,__text) external _graph_contains_edge
00007ff812e5f98a (__TEXT,__text) external _graph_del_edge
00007ff812e5f79a (__TEXT,__text) external _graph_destroy
00007ff812e5f8f4 (__TEXT,__text) external _graph_edge_id
00007ff812e61963 (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff812e61984 (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff812e5fa5c (__TEXT,__text) external _graph_is_cyclic
00007ff812e5fde8 (__TEXT,__text) external _graph_ncritical_nodes
00007ff812e5fdf1 (__TEXT,__text) external _graph_neighbors_it
00007ff812e5f6a1 (__TEXT,__text) external _graph_new
00007ff812e5fe07 (__TEXT,__text) external _graph_next_neighbor
00007ff812e5fba0 (__TEXT,__text) external _graph_node_is_critical
00007ff812e5fbc9 (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff812e5f7d5 (__TEXT,__text) external _graph_print
00007ff812e5fdd5 (__TEXT,__text) external _graph_vertex_id
00007ff812e5feeb (__TEXT,__text) external _hash
00007ff812e619e9 (__TEXT,__text) non-external _hash.cold.1
00007ff812e600dc (__TEXT,__text) external _hash_get_type
00007ff812e600ab (__TEXT,__text) external _hash_packed
00007ff812e61ad4 (__TEXT,__text) non-external _hash_packed.cold.1
00007ff812e5fffe (__TEXT,__text) external _hash_state_copy
00007ff812e61a4c (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff812e60073 (__TEXT,__text) external _hash_state_destroy
00007ff812e61a6d (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff812e5ff11 (__TEXT,__text) external _hash_state_dump
00007ff812e61a2b (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff812e60021 (__TEXT,__text) external _hash_state_load
00007ff812e5fecf (__TEXT,__text) external _hash_state_new
00007ff812e619c8 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff812e60086 (__TEXT,__text) external _hash_state_pack
00007ff812e61a8e (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff812e60099 (__TEXT,__text) external _hash_state_packed_size
00007ff812e61ab1 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff812e5fefe (__TEXT,__text) external _hash_vector
00007ff812e61a0a (__TEXT,__text) non-external _hash_vector.cold.1
00007ff812e600c2 (__TEXT,__text) external _hash_vector_packed
00007ff812e61af7 (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff812e60128 (__TEXT,__text) external _jenkins_hash
00007ff812e604fa (__TEXT,__text) external _jenkins_hash_packed
00007ff812e60420 (__TEXT,__text) external _jenkins_hash_vector_
00007ff812e6053e (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff812e6047b (__TEXT,__text) external _jenkins_state_copy
00007ff812e6011e (__TEXT,__text) external _jenkins_state_destroy
00007ff812e6042d (__TEXT,__text) external _jenkins_state_dump
00007ff812e604a5 (__TEXT,__text) external _jenkins_state_load
00007ff812e600e4 (__TEXT,__text) external _jenkins_state_new
00007ff812e604d4 (__TEXT,__text) external _jenkins_state_pack
00007ff812e604ef (__TEXT,__text) external _jenkins_state_packed_size
00007ff812e5c854 (__TEXT,__text) non-external _key_byte_vector_read
00007ff812e5c73a (__TEXT,__text) non-external _key_nlfile_dispose
00007ff812e5c5d7 (__TEXT,__text) non-external _key_nlfile_read
00007ff812e5c747 (__TEXT,__text) non-external _key_nlfile_rewind
00007ff812e5c9a7 (__TEXT,__text) non-external _key_struct_vector_read
00007ff812e5ca10 (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff812e5c8be (__TEXT,__text) non-external _key_vector_dispose
00007ff812e5ca68 (__TEXT,__text) non-external _key_vector_read
00007ff812e5c8cb (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff812e61ea0 (__TEXT,__const) non-external _lookup_table
00007ff812e6058c (__TEXT,__text) external _lsmap_append
00007ff812e60677 (__TEXT,__text) external _lsmap_destroy
00007ff812e60624 (__TEXT,__text) external _lsmap_foreach_key
00007ff812e6064d (__TEXT,__text) external _lsmap_foreach_value
00007ff812e6054a (__TEXT,__text) external _lsmap_new
00007ff812e605e4 (__TEXT,__text) external _lsmap_search
00007ff812e6057b (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff812e5e36e (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff812e5b84d (__TEXT,__text) non-external _place_bucket_probe
00007ff812e61e98 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff812e62650 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _rewind (from libSystem)
00007ff812e608ec (__TEXT,__text) external _select_destroy
00007ff812e60b92 (__TEXT,__text) external _select_dump
00007ff812e60915 (__TEXT,__text) external _select_generate
00007ff812e608ce (__TEXT,__text) external _select_get_space_usage
00007ff812e608ba (__TEXT,__text) external _select_init
00007ff812e60c4e (__TEXT,__text) external _select_load
00007ff812e62750 (__TEXT,__const) non-external _select_lookup_table
00007ff812e60b23 (__TEXT,__text) external _select_next_query
00007ff812e60e2f (__TEXT,__text) external _select_next_query_packed
00007ff812e60d18 (__TEXT,__text) external _select_pack
00007ff812e60d7d (__TEXT,__text) external _select_packed_size
00007ff812e60aa5 (__TEXT,__text) external _select_query
00007ff812e60d9c (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff812e61e78 (__TEXT,__const) non-external _valuemask
00007ff812e60faa (__TEXT,__text) external _vqueue_destroy
00007ff812e60f02 (__TEXT,__text) external _vqueue_insert
00007ff812e61b1a (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff812e60ef1 (__TEXT,__text) external _vqueue_is_empty
00007ff812e60e9c (__TEXT,__text) external _vqueue_new
00007ff812e60f48 (__TEXT,__text) external _vqueue_print
00007ff812e60f26 (__TEXT,__text) external _vqueue_remove
00007ff812e61b3b (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff812e60ffc (__TEXT,__text) external _vstack_destroy
00007ff812e61b7d (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff812e610f4 (__TEXT,__text) external _vstack_empty
00007ff812e61c85 (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff812e60fc9 (__TEXT,__text) external _vstack_new
00007ff812e61b5c (__TEXT,__text) non-external _vstack_new.cold.1
00007ff812e610b1 (__TEXT,__text) external _vstack_pop
00007ff812e61c01 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff812e61c22 (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff812e61026 (__TEXT,__text) external _vstack_push
00007ff812e61b9e (__TEXT,__text) non-external _vstack_push.cold.1
00007ff812e61057 (__TEXT,__text) external _vstack_reserve
00007ff812e61bbf (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff812e61be0 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff812e6110b (__TEXT,__text) external _vstack_size
00007ff812e610d0 (__TEXT,__text) external _vstack_top
00007ff812e61c43 (__TEXT,__text) non-external _vstack_top.cold.1
00007ff812e61c64 (__TEXT,__text) non-external _vstack_top.cold.2
