00007ffa1fbd6ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fbd6ebc (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa1fbd0f8b (__TEXT,__text) external _glCompileShader
00007ffa1fbd4ffc (__TEXT,__text) external _glCompileShaderARB
00007ffa1fbd566e (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa1fbd00b9 (__TEXT,__text) external _glCompressedTexImage1D
00007ffa1fbd49c9 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa1fbd007f (__TEXT,__text) external _glCompressedTexImage2D
00007ffa1fbd498f (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa1fbd0041 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1fbd4951 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1fbd0178 (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa1fbd4a88 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa1fbd013a (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa1fbd4a4a (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1fbd00e9 (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa1fbd49f9 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1fbcf843 (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1fbcf877 (__TEXT,__text) external _glConvolutionFilter2D
00007ffa1fbcf8a7 (__TEXT,__text) external _glConvolutionParameterf
00007ffa1fbcf8c5 (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1fbcf8e7 (__TEXT,__text) external _glConvolutionParameteri
00007ffa1fbcf908 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa1fbd2174 (__TEXT,__text) external _glCopyBufferSubData
00007ffa1fbcf81c (__TEXT,__text) external _glCopyColorSubTable
00007ffa1fbcf759 (__TEXT,__text) external _glCopyColorTable
00007ffa1fbcf92a (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa1fbcf951 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa1fbcd36a (__TEXT,__text) external _glCopyPixels
00007ffa1fbcd390 (__TEXT,__text) external _glCopyTexImage1D
00007ffa1fbcd3c3 (__TEXT,__text) external _glCopyTexImage2D
00007ffa1fbcd402 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa1fbcd436 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa1fbcf69e (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa1fbd0faa (__TEXT,__text) external _glCreateProgram
00007ffa1fbd5019 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa1fbd0f47 (__TEXT,__text) external _glCreateShader
00007ffa1fbd4fba (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa1fbd30e6 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa1fbcd475 (__TEXT,__text) external _glCullFace
00007ffa1fbd084c (__TEXT,__text) external _glDeleteBuffers
00007ffa1fbd4e17 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa1fbd696d (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1fbd1758 (__TEXT,__text) external _glDeleteFramebuffers
00007ffa1fbd5d68 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa1fbcd491 (__TEXT,__text) external _glDeleteLists
00007ffa1fbd564f (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa1fbd4f61 (__TEXT,__text) external _glDeleteObjectARB
00007ffa1fbd1024 (__TEXT,__text) external _glDeleteProgram
00007ffa1fbd3124 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa1fbd3ba9 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa1fbd0753 (__TEXT,__text) external _glDeleteQueries
00007ffa1fbd4d1e (__TEXT,__text) external _glDeleteQueriesARB
00007ffa1fbd169a (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa1fbd5caa (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1fbd2659 (__TEXT,__text) external _glDeleteSamplers
00007ffa1fbd0f03 (__TEXT,__text) external _glDeleteShader
00007ffa1fbd243d (__TEXT,__text) external _glDeleteSync
00007ffa1fbcd4af (__TEXT,__text) external _glDeleteTextures
00007ffa1fbd2dd6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa1fbd199d (__TEXT,__text) external _glDeleteVertexArrays
00007ffa1fbd6ab0 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa1fbd57f6 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa1fbcd4ce (__TEXT,__text) external _glDepthFunc
00007ffa1fbcd4ea (__TEXT,__text) external _glDepthMask
00007ffa1fbcd506 (__TEXT,__text) external _glDepthRange
00007ffa1fbd3b09 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa1fbd3b2b (__TEXT,__text) external _glDepthRangeIndexed
00007ffa1fbd3005 (__TEXT,__text) external _glDepthRangef
00007ffa1fbd4f9a (__TEXT,__text) external _glDetachObjectARB
00007ffa1fbd0f22 (__TEXT,__text) external _glDetachShader
00007ffa1fbcd520 (__TEXT,__text) external _glDisable
00007ffa1fbcd53c (__TEXT,__text) external _glDisableClientState
00007ffa1fbd66c6 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1fbd6820 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa1fbd0e5f (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa1fbd40ad (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa1fbd1a80 (__TEXT,__text) external _glDisablei
00007ffa1fbcd558 (__TEXT,__text) external _glDrawArrays
00007ffa1fbd29a1 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa1fbd229b (__TEXT,__text) external _glDrawArraysInstanced
00007ffa1fbd553b (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa1fbcd579 (__TEXT,__text) external _glDrawBuffer
00007ffa1fbd0996 (__TEXT,__text) external _glDrawBuffers
00007ffa1fbd54e0 (__TEXT,__text) external _glDrawBuffersARB
00007ffa1fbd6b29 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa1fbcd595 (__TEXT,__text) external _glDrawElements
00007ffa1fbd2323 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa1fbd29c0 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa1fbd22bf (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1fbd555f (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa1fbd237d (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa1fbcd5b9 (__TEXT,__text) external _glDrawPixels
00007ffa1fbd6b4a (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa1fbcf5cf (__TEXT,__text) external _glDrawRangeElements
00007ffa1fbd234a (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa1fbd5b76 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa1fbd2e5e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa1fbd2e7c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1fbcd5e0 (__TEXT,__text) external _glEdgeFlag
00007ffa1fbcd5fc (__TEXT,__text) external _glEdgeFlagPointer
00007ffa1fbcd61b (__TEXT,__text) external _glEdgeFlagv
00007ffa1fbd6b0a (__TEXT,__text) external _glElementPointerAPPLE
00007ffa1fbcd638 (__TEXT,__text) external _glEnable
00007ffa1fbcd654 (__TEXT,__text) external _glEnableClientState
00007ffa1fbd66a8 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1fbd6802 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa1fbd0e43 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa1fbd4091 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa1fbd1a62 (__TEXT,__text) external _glEnablei
00007ffa1fbcd670 (__TEXT,__text) external _glEnd
00007ffa1fbd1bc8 (__TEXT,__text) external _glEndConditionalRender
00007ffa1fbd6e03 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa1fbcd687 (__TEXT,__text) external _glEndList
00007ffa1fbd07ac (__TEXT,__text) external _glEndQuery
00007ffa1fbd4d77 (__TEXT,__text) external _glEndQueryARB
00007ffa1fbd2ebe (__TEXT,__text) external _glEndQueryIndexed
00007ffa1fbd1ad8 (__TEXT,__text) external _glEndTransformFeedback
00007ffa1fbd603c (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa1fbcd69e (__TEXT,__text) external _glEvalCoord1d
00007ffa1fbcd6b8 (__TEXT,__text) external _glEvalCoord1dv
00007ffa1fbcd6d5 (__TEXT,__text) external _glEvalCoord1f
00007ffa1fbcd6ef (__TEXT,__text) external _glEvalCoord1fv
00007ffa1fbcd70c (__TEXT,__text) external _glEvalCoord2d
00007ffa1fbcd726 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1fbcd743 (__TEXT,__text) external _glEvalCoord2f
00007ffa1fbcd75d (__TEXT,__text) external _glEvalCoord2fv
00007ffa1fbcd77a (__TEXT,__text) external _glEvalMesh1
00007ffa1fbcd79b (__TEXT,__text) external _glEvalMesh2
00007ffa1fbcd7c2 (__TEXT,__text) external _glEvalPoint1
00007ffa1fbcd7de (__TEXT,__text) external _glEvalPoint2
00007ffa1fbcd7fc (__TEXT,__text) external _glFeedbackBuffer
00007ffa1fbd2402 (__TEXT,__text) external _glFenceSync
00007ffa1fbd6e92 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa1fbcd81e (__TEXT,__text) external _glFinish
00007ffa1fbd69e0 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa1fbd6a1a (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa1fbd6be2 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa1fbcd835 (__TEXT,__text) external _glFlush
00007ffa1fbd195e (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa1fbd6c31 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa1fbd6bcb (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa1fbd6a57 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1fbd0254 (__TEXT,__text) external _glFogCoordPointer
00007ffa1fbd5b54 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa1fbd021d (__TEXT,__text) external _glFogCoordd
00007ffa1fbd5b1d (__TEXT,__text) external _glFogCoorddEXT
00007ffa1fbd0237 (__TEXT,__text) external _glFogCoorddv
00007ffa1fbd5b37 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1fbd01e6 (__TEXT,__text) external _glFogCoordf
00007ffa1fbd5ae6 (__TEXT,__text) external _glFogCoordfEXT
00007ffa1fbd0200 (__TEXT,__text) external _glFogCoordfv
00007ffa1fbd5b00 (__TEXT,__text) external _glFogCoordfvEXT
00007ffa1fbcd84c (__TEXT,__text) external _glFogf
00007ffa1fbcd868 (__TEXT,__text) external _glFogfv
00007ffa1fbcd887 (__TEXT,__text) external _glFogi
00007ffa1fbcd8a5 (__TEXT,__text) external _glFogiv
00007ffa1fbd1834 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa1fbd5e44 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa1fbd25d3 (__TEXT,__text) external _glFramebufferTexture
00007ffa1fbd17b2 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa1fbd5dc2 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa1fbd17d9 (__TEXT,__text) external _glFramebufferTexture2D
00007ffa1fbd5de9 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa1fbd1800 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa1fbd5e10 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa1fbd5f42 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa1fbd5f8d (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa1fbd1911 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa1fbd5f66 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1fbcd8c4 (__TEXT,__text) external _glFrontFace
00007ffa1fbcd8e0 (__TEXT,__text) external _glFrustum
00007ffa1fbd086b (__TEXT,__text) external _glGenBuffers
00007ffa1fbd4e36 (__TEXT,__text) external _glGenBuffersARB
00007ffa1fbd694e (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1fbd1777 (__TEXT,__text) external _glGenFramebuffers
00007ffa1fbd5d87 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1fbcd8fa (__TEXT,__text) external _glGenLists
00007ffa1fbd3143 (__TEXT,__text) external _glGenProgramPipelines
00007ffa1fbd3bc8 (__TEXT,__text) external _glGenProgramsARB
00007ffa1fbd0734 (__TEXT,__text) external _glGenQueries
00007ffa1fbd4cff (__TEXT,__text) external _glGenQueriesARB
00007ffa1fbd16b9 (__TEXT,__text) external _glGenRenderbuffers
00007ffa1fbd5cc9 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1fbd263a (__TEXT,__text) external _glGenSamplers
00007ffa1fbcd916 (__TEXT,__text) external _glGenTextures
00007ffa1fbd2df5 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa1fbd19bc (__TEXT,__text) external _glGenVertexArrays
00007ffa1fbd6acf (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa1fbd187c (__TEXT,__text) external _glGenerateMipmap
00007ffa1fbd5e8c (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa1fbd14af (__TEXT,__text) external _glGetActiveAttrib
00007ffa1fbd548f (__TEXT,__text) external _glGetActiveAttribARB
00007ffa1fbd2cdf (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa1fbd2cab (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa1fbd2c84 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1fbd13e5 (__TEXT,__text) external _glGetActiveUniform
00007ffa1fbd53cf (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1fbd2253 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa1fbd222f (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1fbd21e9 (__TEXT,__text) external _glGetActiveUniformName
00007ffa1fbd21c1 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa1fbd5389 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1fbd1354 (__TEXT,__text) external _glGetAttachedShaders
00007ffa1fbd14e2 (__TEXT,__text) external _glGetAttribLocation
00007ffa1fbd54c0 (__TEXT,__text) external _glGetAttribLocationARB
00007ffa1fbd60ca (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa1fbd1a1e (__TEXT,__text) external _glGetBooleani_v
00007ffa1fbcd935 (__TEXT,__text) external _glGetBooleanv
00007ffa1fbd25b1 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1fbd0952 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa1fbd4f1d (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1fbd0974 (__TEXT,__text) external _glGetBufferPointerv
00007ffa1fbd4f3f (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1fbd08f2 (__TEXT,__text) external _glGetBufferSubData
00007ffa1fbd4ebd (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1fbcd954 (__TEXT,__text) external _glGetClipPlane
00007ffa1fbcf780 (__TEXT,__text) external _glGetColorTable
00007ffa1fbd5878 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1fbcf7a4 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa1fbd589c (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1fbcf7c6 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa1fbd58be (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa1fbd6e98 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa1fbd6e9e (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa1fbd6ea4 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa1fbd6eaa (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa1fbd6ec2 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1fbd01a8 (__TEXT,__text) external _glGetCompressedTexImage
00007ffa1fbd4ab8 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1fbcf985 (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1fbcf9a9 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1fbcf9cb (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa1fbd3b69 (__TEXT,__text) external _glGetDoublei_v
00007ffa1fbcd973 (__TEXT,__text) external _glGetDoublev
00007ffa1fbcd992 (__TEXT,__text) external _glGetError
00007ffa1fbd6eb0 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa1fbd6eb6 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa1fbd3b47 (__TEXT,__text) external _glGetFloati_v
00007ffa1fbcd9a9 (__TEXT,__text) external _glGetFloatv
00007ffa1fbd261b (__TEXT,__text) external _glGetFragDataIndex
00007ffa1fbd1f16 (__TEXT,__text) external _glGetFragDataLocation
00007ffa1fbd6592 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1fbd1858 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa1fbd5e68 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa1fbd4f7e (__TEXT,__text) external _glGetHandleARB
00007ffa1fbcfa5e (__TEXT,__text) external _glGetHistogram
00007ffa1fbcfa85 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1fbcfaa7 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa1fbd5363 (__TEXT,__text) external _glGetInfoLogARB
00007ffa1fbd258f (__TEXT,__text) external _glGetInteger64i_v
00007ffa1fbd24a0 (__TEXT,__text) external _glGetInteger64v
00007ffa1fbd60a8 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa1fbd1a40 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1fbcd9c8 (__TEXT,__text) external _glGetIntegerv
