00007ff800e96c90 (__TEXT,__text) external _APL_dgemm
00007ff800dbcb75 (__TEXT,__text) external _SDSDOT_
00007ff800db9a5f (__TEXT,__text) external _SGBMV
00007ff800db9a5f (__TEXT,__text) external _SGBMV_
00007ff800db7a49 (__TEXT,__text) external _SGEMM
00007ff800db7a49 (__TEXT,__text) external _SGEMM_
00007ff800db99b9 (__TEXT,__text) external _SGEMV
00007ff800db99b9 (__TEXT,__text) external _SGEMV_
00007ff800dba2e1 (__TEXT,__text) external _SGER
00007ff800dba2e1 (__TEXT,__text) external _SGER_
00007ff800dbcb9a (__TEXT,__text) external _SNRM2
00007ff800dbcb9a (__TEXT,__text) external _SNRM2_
00007ff800dbcbad (__TEXT,__text) external _SROT
00007ff800dbcbce (__TEXT,__text) external _SROTG
00007ff800dbcbce (__TEXT,__text) external _SROTG_
00007ff800dbcbdb (__TEXT,__text) external _SROTM
00007ff800dbcbef (__TEXT,__text) external _SROTMG
00007ff800dbcbef (__TEXT,__text) external _SROTMG_
00007ff800dbcbdb (__TEXT,__text) external _SROTM_
00007ff800dbcbad (__TEXT,__text) external _SROT_
00007ff800db9bb6 (__TEXT,__text) external _SSBMV
00007ff800db9bb6 (__TEXT,__text) external _SSBMV_
00007ff800dbcc03 (__TEXT,__text) external _SSCAL
00007ff800dbcc03 (__TEXT,__text) external _SSCAL_
00007ff800db9c4b (__TEXT,__text) external _SSPMV
00007ff800db9c4b (__TEXT,__text) external _SSPMV_
00007ff800dba417 (__TEXT,__text) external _SSPR
00007ff800dba47e (__TEXT,__text) external _SSPR2
00007ff800dba47e (__TEXT,__text) external _SSPR2_
00007ff800dba417 (__TEXT,__text) external _SSPR_
00007ff800dbcc1d (__TEXT,__text) external _SSWAP
00007ff800dbcc1d (__TEXT,__text) external _SSWAP_
00007ff800db7b59 (__TEXT,__text) external _SSYMM
00007ff800db7b59 (__TEXT,__text) external _SSYMM_
00007ff800db9b2c (__TEXT,__text) external _SSYMV
00007ff800db9b2c (__TEXT,__text) external _SSYMV_
00007ff800dba326 (__TEXT,__text) external _SSYR
00007ff800dba396 (__TEXT,__text) external _SSYR2
00007ff800db7fa8 (__TEXT,__text) external _SSYR2K
00007ff800db7fa8 (__TEXT,__text) external _SSYR2K_
00007ff800dba396 (__TEXT,__text) external _SSYR2_
00007ff800db7ecb (__TEXT,__text) external _SSYRK
00007ff800db7ecb (__TEXT,__text) external _SSYRK_
00007ff800dba326 (__TEXT,__text) external _SSYR_
00007ff800db9dd4 (__TEXT,__text) external _STBMV
00007ff800db9dd4 (__TEXT,__text) external _STBMV_
00007ff800dba0df (__TEXT,__text) external _STBSV
00007ff800dba0df (__TEXT,__text) external _STBSV_
00007ff800db9ee0 (__TEXT,__text) external _STPMV
00007ff800db9ee0 (__TEXT,__text) external _STPMV_
00007ff800dba1eb (__TEXT,__text) external _STPSV
00007ff800dba1eb (__TEXT,__text) external _STPSV_
00007ff800db7c2f (__TEXT,__text) external _STRMM
00007ff800db7c2f (__TEXT,__text) external _STRMM_
00007ff800db9ccb (__TEXT,__text) external _STRMV
00007ff800db9ccb (__TEXT,__text) external _STRMV_
00007ff800db7d7d (__TEXT,__text) external _STRSM
00007ff800db7d7d (__TEXT,__text) external _STRSM_
00007ff800db9fd6 (__TEXT,__text) external _STRSV
00007ff800db9fd6 (__TEXT,__text) external _STRSV_
00007ff800defc0d (__TEXT,__text) external _SetBLASComputeDevice
00007ff800f7f31b (__TEXT,__text) external _SetBLASParamErrorProc
00007ff800f5028e (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff800f613e3 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff800f77c73 (__TEXT,__text) external _XERBLA
00007ff800f77c73 (__TEXT,__text) external _XERBLA_
00007ff800dbcc68 (__TEXT,__text) external _ZAXPY
00007ff800dbcc68 (__TEXT,__text) external _ZAXPY_
00007ff800dbcc7c (__TEXT,__text) external _ZCOPY
00007ff800dbcc7c (__TEXT,__text) external _ZCOPY_
00007ff800dbcc90 (__TEXT,__text) external _ZDOTC
00007ff800dbcc90 (__TEXT,__text) external _ZDOTC_
00007ff800dbccb2 (__TEXT,__text) external _ZDOTU
00007ff800dbccb2 (__TEXT,__text) external _ZDOTU_
00007ff800dbccf2 (__TEXT,__text) external _ZDROT
00007ff800dbccf2 (__TEXT,__text) external _ZDROT_
00007ff800dbcd13 (__TEXT,__text) external _ZDSCAL
00007ff800dbcd13 (__TEXT,__text) external _ZDSCAL_
00007ff800dbbd3e (__TEXT,__text) external _ZGBMV
00007ff800dbbd3e (__TEXT,__text) external _ZGBMV_
00007ff800db904a (__TEXT,__text) external _ZGEMM
00007ff800db904a (__TEXT,__text) external _ZGEMM_
00007ff800dbbc7c (__TEXT,__text) external _ZGEMV
00007ff800dbbc7c (__TEXT,__text) external _ZGEMV_
00007ff800dbc65b (__TEXT,__text) external _ZGERC
00007ff800dbc65b (__TEXT,__text) external _ZGERC_
00007ff800dbc6a2 (__TEXT,__text) external _ZGERU
00007ff800dbc6a2 (__TEXT,__text) external _ZGERU_
00007ff800dbbeac (__TEXT,__text) external _ZHBMV
00007ff800dbbeac (__TEXT,__text) external _ZHBMV_
00007ff800db916f (__TEXT,__text) external _ZHEMM
00007ff800db916f (__TEXT,__text) external _ZHEMM_
00007ff800dbbe19 (__TEXT,__text) external _ZHEMV
00007ff800dbbe19 (__TEXT,__text) external _ZHEMV_
00007ff800dbc6e9 (__TEXT,__text) external _ZHER
00007ff800dbc759 (__TEXT,__text) external _ZHER2
00007ff800db97b4 (__TEXT,__text) external _ZHER2K
00007ff800db97b4 (__TEXT,__text) external _ZHER2K_
00007ff800dbc759 (__TEXT,__text) external _ZHER2_
00007ff800db95cd (__TEXT,__text) external _ZHERK
00007ff800db95cd (__TEXT,__text) external _ZHERK_
00007ff800dbc6e9 (__TEXT,__text) external _ZHER_
00007ff800dbbf43 (__TEXT,__text) external _ZHPMV
00007ff800dbbf43 (__TEXT,__text) external _ZHPMV_
00007ff800dbc7e5 (__TEXT,__text) external _ZHPR
00007ff800dbc84c (__TEXT,__text) external _ZHPR2
00007ff800dbc84c (__TEXT,__text) external _ZHPR2_
00007ff800dbc7e5 (__TEXT,__text) external _ZHPR_
00007ff800dbccd4 (__TEXT,__text) external _ZROTG
00007ff800dbccd4 (__TEXT,__text) external _ZROTG_
00007ff800dbcce1 (__TEXT,__text) external _ZSCAL
00007ff800dbcce1 (__TEXT,__text) external _ZSCAL_
00007ff800dbcd2d (__TEXT,__text) external _ZSWAP
00007ff800dbcd2d (__TEXT,__text) external _ZSWAP_
00007ff800db9243 (__TEXT,__text) external _ZSYMM
00007ff800db9243 (__TEXT,__text) external _ZSYMM_
00007ff800db98b7 (__TEXT,__text) external _ZSYR2K
00007ff800db98b7 (__TEXT,__text) external _ZSYR2K_
00007ff800db96c3 (__TEXT,__text) external _ZSYRK
00007ff800db96c3 (__TEXT,__text) external _ZSYRK_
00007ff800dbc0e2 (__TEXT,__text) external _ZTBMV
00007ff800dbc0e2 (__TEXT,__text) external _ZTBMV_
00007ff800dbc42e (__TEXT,__text) external _ZTBSV
00007ff800dbc42e (__TEXT,__text) external _ZTBSV_
00007ff800dbc203 (__TEXT,__text) external _ZTPMV
00007ff800dbc203 (__TEXT,__text) external _ZTPMV_
00007ff800dbc54f (__TEXT,__text) external _ZTPSV
00007ff800dbc54f (__TEXT,__text) external _ZTPSV_
00007ff800db9317 (__TEXT,__text) external _ZTRMM
00007ff800db9317 (__TEXT,__text) external _ZTRMM_
00007ff800dbbfc3 (__TEXT,__text) external _ZTRMV
00007ff800dbbfc3 (__TEXT,__text) external _ZTRMV_
00007ff800db9472 (__TEXT,__text) external _ZTRSM
00007ff800db9472 (__TEXT,__text) external _ZTRSM_
00007ff800dbc30f (__TEXT,__text) external _ZTRSV
00007ff800dbc30f (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff800f71a10 (__TEXT,__text) external _appleblas_dgeadd
00007ff800f40150 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff800f51980 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff800f73ef4 (__TEXT,__text) external _appleblas_sgeadd
00007ff800f404a7 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff800f51cd4 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff800f61523 (__TEXT,__text) external _catlas_caxpby
00007ff800dd242e (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff800f2a48c (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff800f6de0e (__TEXT,__text) external _catlas_cset
00007ff800efa253 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff800f3ca30 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff800f683ba (__TEXT,__text) external _catlas_daxpby
00007ff800e9a053 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff800f34c2c (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff800f684c7 (__TEXT,__text) external _catlas_dset
00007ff800e9a194 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff800f34d49 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff800f626cf (__TEXT,__text) external _catlas_saxpby
00007ff800ddda09 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff800f2b621 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff800f62810 (__TEXT,__text) external _catlas_sset
00007ff800dddb4a (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff800f2b73e (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff800f69c7c (__TEXT,__text) external _catlas_zaxpby
00007ff800ea7b9d (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff800f38396 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff800f64415 (__TEXT,__text) external _catlas_zset
00007ff800e20520 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff800f30460 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff800edec7b (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff800f3b59b (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff800dbc8cc (__TEXT,__text) external _caxpy
00007ff800edec0d (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff800f3b523 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff800dbc8cc (__TEXT,__text) external _caxpy_
00007ff800f698ff (__TEXT,__text) external _cblas_caxpy
00007ff800ea7820 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff800f3801d (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff800f62fd9 (__TEXT,__text) external _cblas_ccopy
00007ff800defa6e (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff800f2bec7 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff800f64be2 (__TEXT,__text) external _cblas_cdotc_sub
00007ff800e2d862 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff800f30c40 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff800f652ae (__TEXT,__text) external _cblas_cdotu_sub
00007ff800e4e080 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff800f312fc (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff800f6fc63 (__TEXT,__text) external _cblas_cgbmv
00007ff800f3ebc7 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff800f503ce (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff800f65b34 (__TEXT,__text) external _cblas_cgemm
00007ff800e6a537 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff800f31bc5 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff800f70c60 (__TEXT,__text) external _cblas_cgemv
00007ff800f3f3a0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff800f50b70 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff800f6c1c3 (__TEXT,__text) external _cblas_cgerc
00007ff800ed97a3 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff800f3a87c (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff800f66f4b (__TEXT,__text) external _cblas_cgeru
00007ff800e7f460 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff800f3303f (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff800f74e5d (__TEXT,__text) external _cblas_chbmv
00007ff800f41365 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff800f52b8f (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff800f6a019 (__TEXT,__text) external _cblas_chemm
00007ff800eab681 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff800f386fa (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff800f75275 (__TEXT,__text) external _cblas_chemv
00007ff800f41b1b (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff800f53362 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff800f6b134 (__TEXT,__text) external _cblas_cher
00007ff800ed0d4f (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff800f39817 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff800f75ae2 (__TEXT,__text) external _cblas_cher2
00007ff800f42877 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff800f54131 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff800f6daf2 (__TEXT,__text) external _cblas_cher2k
00007ff800ef9f37 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff800f3c708 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff800f67692 (__TEXT,__text) external _cblas_cherk
00007ff800e8ee5d (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff800f33f0e (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff800f76441 (__TEXT,__text) external _cblas_chpmv
00007ff800f431d6 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff800f54a99 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff800f76f09 (__TEXT,__text) external _cblas_chpr
00007ff800f441b7 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff800f55586 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff800f76631 (__TEXT,__text) external _cblas_chpr2
00007ff800f438df (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff800f54c99 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff800f794d8 (__TEXT,__text) external _cblas_crotg
00007ff800f48296 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff800f596ff (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff800f6bc5e (__TEXT,__text) external _cblas_cscal
00007ff800ed8145 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff800f3a2fe (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff800f6aed0 (__TEXT,__text) external _cblas_csrot
00007ff800ec3161 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff800f395ad (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff800f64377 (__TEXT,__text) external _cblas_csscal
00007ff800e1f7e0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff800f303b4 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff800f64f24 (__TEXT,__text) external _cblas_cswap
00007ff800e2ec7e (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff800f30f74 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff800f690a7 (__TEXT,__text) external _cblas_csymm
00007ff800ea1b41 (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff800f377d6 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff800f68b35 (__TEXT,__text) external _cblas_csyr2k
00007ff800ea0320 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff800f3725f (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff800f63270 (__TEXT,__text) external _cblas_csyrk
00007ff800dfbc13 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
