00007ff840059490 (__DATA,__data) external _NDR_record
00007ff8003c180c (__TEXT,__text) external ___recvmsg_nocancel
00007ff840059be0 (__DATA,__bss) non-external ___remove_counter
00007ff8003c1824 (__TEXT,__text) external ___rename
00007ff8003c183c (__TEXT,__text) external ___renameat
00007ff8003c1854 (__TEXT,__text) external ___renameatx_np
00007ff8003c186c (__TEXT,__text) external ___rmdir
00007ff8003c0fd4 (__TEXT,__text) external ___sandbox_me
00007ff8003c1094 (__TEXT,__text) external ___sandbox_mm
00007ff8003c110c (__TEXT,__text) external ___sandbox_ms
00007ff8003c10f4 (__TEXT,__text) external ___sandbox_msp
00007ff8003c1884 (__TEXT,__text) external ___select
00007ff8003c189c (__TEXT,__text) external ___select_nocancel
00007ff8003c18b4 (__TEXT,__text) external ___sem_open
00007ff8003c18cc (__TEXT,__text) external ___sem_wait_nocancel
00007ff8003c18e4 (__TEXT,__text) external ___semctl
00007ff8003c18fc (__TEXT,__text) external ___semsys
00007ff8003c1914 (__TEXT,__text) external ___semwait_signal
00007ff8003c192c (__TEXT,__text) external ___semwait_signal_nocancel
00007ff8003c1944 (__TEXT,__text) external ___sendmsg
00007ff8003c195c (__TEXT,__text) external ___sendmsg_nocancel
00007ff8003c1974 (__TEXT,__text) external ___sendto
00007ff8003c198c (__TEXT,__text) external ___sendto_nocancel
00007ff8003c19a4 (__TEXT,__text) external ___setattrlist
00007ff8003c19bc (__TEXT,__text) external ___setlogin
00007ff8003c19d4 (__TEXT,__text) external ___setpriority
00007ff8003c19ec (__TEXT,__text) external ___setregid
00007ff8003c1a04 (__TEXT,__text) external ___setreuid
00007ff8003c1a1c (__TEXT,__text) external ___setrlimit
00007ff8003c1a34 (__TEXT,__text) external ___setsgroups
00007ff8003c1a4c (__TEXT,__text) external ___settid
00007ff8003c1a64 (__TEXT,__text) external ___settid_with_pid
00007ff8003c1a7c (__TEXT,__text) external ___settimeofday
00007ff8003c1a94 (__TEXT,__text) external ___setwgroups
00007ff8003c1aac (__TEXT,__text) external ___sfi_ctl
00007ff8003c1ac4 (__TEXT,__text) external ___sfi_pidctl
00007ff8003c1adc (__TEXT,__text) external ___shared_region_check_np
00007ff8003c1af4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff8003c1b0c (__TEXT,__text) external ___shm_open
00007ff8003c1b24 (__TEXT,__text) external ___shmctl
00007ff8003c1b3c (__TEXT,__text) external ___shmsys
00007ff8003c1b54 (__TEXT,__text) external ___sigaction
00007ff8003c1b6c (__TEXT,__text) external ___sigaltstack
00007ff8003c1b84 (__TEXT,__text) external ___sigreturn
00007ff8003c1b9c (__TEXT,__text) external ___sigsuspend
00007ff8003c1bb4 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff8003c1bcc (__TEXT,__text) external ___sigwait
00007ff8003c1be4 (__TEXT,__text) external ___socketpair
00007ff8003c1bfc (__TEXT,__text) external ___stack_snapshot_with_config
00007ff8003c1c14 (__TEXT,__text) external ___stat64_extended
00007ff8003c1c2c (__TEXT,__text) external ___stat_extended
00007ff8003c1c44 (__TEXT,__text) external ___syscall
00007ff840059b80 (__DATA,__common) external ___syscall_logger
00007ff8003c1c5c (__TEXT,__text) external ___sysctl
00007ff8003c1c74 (__TEXT,__text) external ___sysctlbyname
00007ff8003c1c8c (__TEXT,__text) external ___telemetry
00007ff8003c1ca4 (__TEXT,__text) external ___terminate_with_payload
00007ff8003c1cbc (__TEXT,__text) external ___thread_selfid
00007ff8003c1cd4 (__TEXT,__text) external ___thread_selfusage
00007ff8003c1cec (__TEXT,__text) external ___ulock_wait
00007ff8003c1d04 (__TEXT,__text) external ___ulock_wait2
00007ff8003c1d1c (__TEXT,__text) external ___ulock_wake
00007ff8003c1d34 (__TEXT,__text) external ___umask_extended
00007ff8003c1d4c (__TEXT,__text) external ___unlink
00007ff8003c1d64 (__TEXT,__text) external ___unlinkat
00007ff8003c1d7c (__TEXT,__text) external ___vfork
00007ff8003c1dd4 (__TEXT,__text) external ___wait4
00007ff8003c1dec (__TEXT,__text) external ___wait4_nocancel
00007ff8003c1e04 (__TEXT,__text) external ___waitid_nocancel
00007ff8003c1e1c (__TEXT,__text) external ___work_interval_ctl
00007ff8003c1e34 (__TEXT,__text) external ___workq_kernreturn
00007ff8003c1e4c (__TEXT,__text) external ___workq_open
00007ff8003c1e64 (__TEXT,__text) external ___write_nocancel
00007ff8003c1e7c (__TEXT,__text) external ___writev_nocancel
00007ff840059534 (__DATA,__common) external __cpu_capabilities
00007ff840059530 (__DATA,__common) external __cpu_has_altivec
00007ff8400592b0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff840059b98 (__DATA,__bss) non-external __dlsym
00007ff8003c0bb0 (__TEXT,__text) external __exit
00007ff8003c08a0 (__TEXT,__text) external __get_cpu_capabilities
00007ff840059bb8 (__DATA,__bss) non-external __gethostuuid_callback
00007ff8003c8065 (__TEXT,__text) external __getprivatesystemidentifier
00007ff8003d52ef (__TEXT,__text) external __host_page_size
00007ff8003cfd44 (__TEXT,__text) external __init_cpu_capabilities
00007ff8003d6755 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff8003d79a5 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8003d8c69 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff8003d78b7 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff8003d8b2f (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff8003c0134 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff8003da54e (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff8003d98f9 (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff8003c0188 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff8003d7bb9 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff8003c0140 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff8003d7aca (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff8003d9a27 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff8003c0194 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff8003d919d (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff8003d94d9 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff8003c017c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff8003d85f2 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff8003d8816 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff8003c023c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff8003d95c7 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff8003d7ca8 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff8003da3ed (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff8003d8187 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff8003d8e9f (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff8003d9b12 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff8003c0248 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff8003d9f28 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff8003d93eb (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff8003c0170 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff8003d84f3 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff8003c0164 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff8003da2c4 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff8003d92c4 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff8003d97ca (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff8003da100 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff8003d7dc9 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff8003c014c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff8003d82c7 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff8003c0158 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff8003d7528 (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff8003d7eb3 (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff8003d77c9 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff8003d83b5 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff8003c0338 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff8003d89d5 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff8003d96e2 (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff8003d8099 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff8003d8728 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff8003d9ce5 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff8003d8fc4 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff8003d9e03 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff8003da014 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff8003d76a4 (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff8003c032c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff8003d9bfd (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff8003c0254 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff8003e263b (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff8003da6a8 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff8003c00ec (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff8003da7c7 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff8003c0104 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff8003db211 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff8003c0128 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff8003da8b0 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff8003c011c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff8003dbcac (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff8003c00f8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff8003daa8c (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff8003db4a6 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff8003dc0d5 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff8003e7cf9 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff8003d8db0 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff8003e484b (__TEXT,__text) external __kernelrpc_thread_policy
00007ff8003e49aa (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff8003e51bd (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8003e63fd (__TEXT,__text) external __kernelrpc_vm_map
00007ff8003e6e98 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff8003e5c78 (__TEXT,__text) external __kernelrpc_vm_read
00007ff8003e6692 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff8003e6fb4 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff8003c351b (__TEXT,__text) non-external __libkernel_bzero
00007ff840059b90 (__DATA,__bss) non-external __libkernel_functions
00007ff8400323b0 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8003c35a5 (__TEXT,__text) non-external __libkernel_memmove
00007ff8003c3525 (__TEXT,__text) non-external __libkernel_memset
00007ff8003c34e2 (__TEXT,__text) non-external __libkernel_strchr
00007ff8003c3500 (__TEXT,__text) non-external __libkernel_strcmp
00007ff8003c36e5 (__TEXT,__text) non-external __libkernel_strcpy
00007ff8400592c0 (__DATA,__data) non-external __libkernel_string_functions
00007ff8003c370d (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8003c33c1 (__TEXT,__text) non-external __libkernel_strlen
00007ff8400592c8 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff8003e8630 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff8003c4aff (__TEXT,__text) non-external __mach_continuous_time
00007ff8400335b0 (__DATA_CONST,__const) external __mach_errors
00007ff8003c5376 (__TEXT,__text) external __mach_fork_child
00007ff8003c6589 (__TEXT,__text) external __mach_snprintf
00007ff8003c63fe (__TEXT,__text) external __mach_vsnprintf
00007ff840059540 (__DATA,__common) external __os_alloc_once_table
00007ff8003c949d (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff8003c806a (__TEXT,__text) external __register_gethostuuid_callback
00007ff840059ba4 (__DATA,__bss) non-external __task_reply_port
00007ff8003c332c (__TEXT,__text) external __thread_set_tsd_base
00007ff8003e8496 (__TEXT,__text) non-external _abort
00007ff8003e84b7 (__TEXT,__text) non-external _abort.380
00007ff8003e84d8 (__TEXT,__text) non-external _abort.382
00007ff8003e84fb (__TEXT,__text) non-external _abort.393
00007ff8003e85ac (__TEXT,__text) external _abort_with_payload
00007ff8003e8531 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff8003e851e (__TEXT,__text) external _abort_with_reason
00007ff8003c08e0 (__TEXT,__text) external _accept
00007ff8003c08f8 (__TEXT,__text) external _accept$NOCANCEL
00007ff8003c1e94 (__TEXT,__text) external _access
00007ff8003c0910 (__TEXT,__text) external _accessx_np
00007ff8003c1eac (__TEXT,__text) external _acct
00007ff8003e330a (__TEXT,__text) external _act_get_state
00007ff8003e34e4 (__TEXT,__text) external _act_set_state
00007ff8003c1ec4 (__TEXT,__text) external _adjtime
00007ff8003c1edc (__TEXT,__text) external _aio_cancel
00007ff8003c1ef4 (__TEXT,__text) external _aio_error
00007ff8003c1f0c (__TEXT,__text) external _aio_fsync
00007ff8003c1f24 (__TEXT,__text) external _aio_read
00007ff8003c1f3c (__TEXT,__text) external _aio_return
00007ff8003c1f54 (__TEXT,__text) external _aio_suspend
00007ff8003c0928 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff8003c1f6c (__TEXT,__text) external _aio_write
00007ff8003c1f84 (__TEXT,__text) external _audit
00007ff8003c1f9c (__TEXT,__text) external _audit_session_join
00007ff8003c1fb4 (__TEXT,__text) external _audit_session_port
00007ff8003c1fcc (__TEXT,__text) external _audit_session_self
00007ff8003c1fe4 (__TEXT,__text) external _auditctl
00007ff8003c1ffc (__TEXT,__text) external _auditon
00007ff8003c0940 (__TEXT,__text) external _bind
00007ff8400594ec (__DATA,__common) external _bootstrap_port
00007ff8003c682b (__TEXT,__text) external _cerror
00007ff8003c6806 (__TEXT,__text) external _cerror_nocancel
00007ff8003c2014 (__TEXT,__text) external _change_fdguard_np
00007ff8003c202c (__TEXT,__text) external _chdir
00007ff8003c2044 (__TEXT,__text) external _chflags
00007ff8003c894c (__TEXT,__text) external _chmod
00007ff8003c205c (__TEXT,__text) external _chown
00007ff8003c2074 (__TEXT,__text) external _chroot
00007ff8003d2492 (__TEXT,__text) external _clock_alarm
00007ff8003d2199 (__TEXT,__text) external _clock_alarm_reply
00007ff8003d2315 (__TEXT,__text) external _clock_get_attributes
00007ff8003d2204 (__TEXT,__text) external _clock_get_time
00007ff8003d2060 (__TEXT,__text) external _clock_set_attributes
00007ff8003d1f74 (__TEXT,__text) external _clock_set_time
00007ff8003c4bec (__TEXT,__text) external _clock_sleep
00007ff8003c0308 (__TEXT,__text) external _clock_sleep_trap
00007ff8003c4adb (__TEXT,__text) external _clonefile
00007ff8003c208c (__TEXT,__text) external _clonefileat
00007ff8003c20a4 (__TEXT,__text) external _close
00007ff8003c0a60 (__TEXT,__text) external _close$NOCANCEL
00007ff8003cda9c (__TEXT,__text) external _coalition_create
00007ff8003cdaed (__TEXT,__text) external _coalition_info_resource_usage
00007ff8003cdb45 (__TEXT,__text) external _coalition_info_set_efficiency
