                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
0000000192b3284c (__TEXT,__text) external __cg_jcopy_block_row
0000000192b29f18 (__TEXT,__text) non-external _init_error_limit
0000000192b4eb20 (__TEXT,__text) non-external _init_mem_destination
0000000192b2f2f4 (__TEXT,__text) non-external _init_mem_source
0000000192b2f10c (__TEXT,__text) non-external _init_source
0000000192b46290 (__TEXT,__text) non-external _int_downsample
0000000192b3f0d8 (__TEXT,__text) non-external _int_upsample
0000000192b327cc (__TEXT,__text) non-external (was a private external) _jdiv_round_up
0000000192b2f348 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
0000000192b2d820 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
0000000192b4fe00 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
0000000192b28670 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
0000000192b337e0 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
0000000192b3b160 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
0000000192b40b60 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
0000000192b437f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
0000000192b40f18 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
0000000192b413ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
0000000192b43518 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
0000000192b4182c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
0000000192b41da4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
0000000192b43184 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
0000000192b42270 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
0000000192b427a0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
0000000192b42d80 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
0000000192b407dc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
0000000192b453cc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
0000000192b43fa0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
0000000192b4075c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
0000000192b452e8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
0000000192b40660 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
0000000192b45174 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
0000000192b43e94 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
0000000192b4049c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
0000000192b44f3c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
0000000192b44c2c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
0000000192b402f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
0000000192b448bc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
0000000192b43d30 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
0000000192b40124 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
0000000192b44498 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
0000000192b3fe40 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
0000000192b43ff0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
0000000192b43a74 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
0000000192b40818 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
0000000192b48a90 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
0000000192b4d4bc (__TEXT,__text) non-external _jpeg_gen_optimal_table
0000000192b48bd4 (__TEXT,__text) non-external _jpeg_huff_decode
0000000192b359d4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
0000000192b38b70 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
0000000192b35ddc (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
0000000192b362c4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
0000000192b38800 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
0000000192b36764 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
0000000192b36cf8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
0000000192b383b0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
0000000192b37228 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
0000000192b377cc (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
0000000192b37e24 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
0000000192b3ab38 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
0000000192b3944c (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
0000000192b3a9e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
0000000192b353d8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
0000000192b3a7f4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
0000000192b392f8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
0000000192b3a4a0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
0000000192b3a174 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
0000000192b35000 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
0000000192b39de4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
0000000192b39118 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
0000000192b34da0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
0000000192b3999c (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
0000000192b34a34 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
0000000192b3949c (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
0000000192b38e7c (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
0000000192b35610 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
0000000192b4ce94 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
0000000192b47e20 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
0000000192b4ea08 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
0000000192b2f22c (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
0000000192b50aac (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
0000000192b50a48 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
0000000192b509c8 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
0000000192b50924 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
0000000192b50854 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
0000000192b50750 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
0000000192b5107c (__TEXT,__const) non-external _jpeg_zigzag_order
0000000192b50e50 (__TEXT,__const) non-external _jpeg_zigzag_order2
0000000192b50e60 (__TEXT,__const) non-external _jpeg_zigzag_order3
0000000192b50e84 (__TEXT,__const) non-external _jpeg_zigzag_order4
0000000192b50ec4 (__TEXT,__const) non-external _jpeg_zigzag_order5
0000000192b50f28 (__TEXT,__const) non-external _jpeg_zigzag_order6
0000000192b50fb8 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
0000000192b46b80 (__TEXT,__text) non-external _merged_1v_upsample
0000000192b468a0 (__TEXT,__text) non-external _merged_2v_upsample
                 (undefined) external _mktemp (from libSystem)
0000000192b4dfc0 (__TEXT,__text) non-external _new_color_map_1_quant
0000000192b29f08 (__TEXT,__text) non-external _new_color_map_2_quant
0000000192b2b0a8 (__TEXT,__text) non-external _next_marker
0000000192b3efc0 (__TEXT,__text) non-external _noop_upsample
0000000192b2936c (__TEXT,__text) non-external _null_convert
0000000192b31dd4 (__TEXT,__text) non-external _null_convert
0000000192b29034 (__TEXT,__text) non-external _null_method
0000000192b464c4 (__TEXT,__text) non-external _output_message
0000000192b4a694 (__TEXT,__text) non-external _output_pass_setup
0000000192b2a3cc (__TEXT,__text) non-external _pass2_fs_dither
0000000192b2a6a8 (__TEXT,__text) non-external _pass2_no_dither
0000000192b3d824 (__TEXT,__text) non-external _pass_startup
0000000192b3da14 (__TEXT,__text) non-external _per_scan_setup
0000000192b3f39c (__TEXT,__text) non-external _post_process_1pass
0000000192b3f534 (__TEXT,__text) non-external _post_process_2pass
0000000192b3f434 (__TEXT,__text) non-external _post_process_prepass
0000000192b32d1c (__TEXT,__text) non-external _pre_process_context
0000000192b32f8c (__TEXT,__text) non-external _pre_process_data
0000000192b3e38c (__TEXT,__text) non-external _prepare_for_output_pass
0000000192b3d62c (__TEXT,__text) non-external _prepare_for_pass
0000000192b29fd0 (__TEXT,__text) non-external _prescan_quantize
0000000192b3e8c4 (__TEXT,__text) non-external _process_data_context_main
0000000192b3ec34 (__TEXT,__text) non-external _process_data_crank_post
0000000192b32998 (__TEXT,__text) non-external _process_data_simple_main
0000000192b3eb7c (__TEXT,__text) non-external _process_data_simple_main
0000000192b302fc (__TEXT,__text) non-external _process_restart
0000000192b489f8 (__TEXT,__text) non-external _process_restart
0000000192b4e284 (__TEXT,__text) non-external _quantize3_ord_dither
0000000192b4e454 (__TEXT,__text) non-external _quantize_fs_dither
0000000192b4e354 (__TEXT,__text) non-external _quantize_ord_dither
0000000192b2eed0 (__TEXT,__text) non-external _read_backing_store
0000000192b2b2a4 (__TEXT,__text) non-external _read_markers
0000000192b2c77c (__TEXT,__text) non-external _read_restart_marker
0000000192b4f338 (__TEXT,__text) non-external _realize_virt_arrays
0000000192b4f290 (__TEXT,__text) non-external _request_virt_barray
0000000192b4f1e8 (__TEXT,__text) non-external _request_virt_sarray
0000000192b46638 (__TEXT,__text) non-external _reset_error_mgr
0000000192b34264 (__TEXT,__text) non-external _reset_input_controller
0000000192b2b284 (__TEXT,__text) non-external _reset_marker_reader
0000000192b3198c (__TEXT,__text) non-external _rgb1_gray_convert
0000000192b31c9c (__TEXT,__text) non-external _rgb1_rgb_convert
0000000192b291c8 (__TEXT,__text) non-external _rgb_convert
0000000192b31c34 (__TEXT,__text) non-external _rgb_convert
0000000192b2914c (__TEXT,__text) non-external _rgb_gray_convert
0000000192b3190c (__TEXT,__text) non-external _rgb_gray_convert
0000000192b29230 (__TEXT,__text) non-external _rgb_rgb1_convert
0000000192b292a8 (__TEXT,__text) non-external _rgb_ycc_convert
0000000192b29088 (__TEXT,__text) non-external _rgb_ycc_start
0000000192b2cba8 (__TEXT,__text) non-external _save_marker
0000000192b512bc (__TEXT,__const) non-external _select_ncolors.RGB_order
0000000192b3d904 (__TEXT,__text) non-external _select_scan_parameters
0000000192b4fa30 (__TEXT,__text) non-external _self_destruct
0000000192b45b34 (__TEXT,__text) non-external _sep_downsample
0000000192b3ee78 (__TEXT,__text) non-external _sep_upsample
0000000192b2f1bc (__TEXT,__text) non-external _skip_input_data
0000000192b2c820 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
0000000192b320a0 (__TEXT,__text) non-external _start_iMCU_row
0000000192b3c58c (__TEXT,__text) non-external _start_iMCU_row
0000000192b342c4 (__TEXT,__text) non-external _start_input_pass
0000000192b3bdcc (__TEXT,__text) non-external _start_input_pass
0000000192b3bdd4 (__TEXT,__text) non-external _start_output_pass
0000000192b29580 (__TEXT,__text) non-external _start_pass
0000000192b2d8b8 (__TEXT,__text) non-external _start_pass
0000000192b2f438 (__TEXT,__text) non-external _start_pass
0000000192b50240 (__TEXT,__const) non-external _start_pass.aanscalefactor
0000000192b501c0 (__TEXT,__const) non-external _start_pass.aanscales
0000000192b4dd6c (__TEXT,__text) non-external _start_pass_1_quant
0000000192b29d98 (__TEXT,__text) non-external _start_pass_2_quant
0000000192b31f90 (__TEXT,__text) non-external _start_pass_coef
0000000192b4936c (__TEXT,__text) non-external _start_pass_coef
0000000192b318ec (__TEXT,__text) non-external _start_pass_dcolor
0000000192b45b30 (__TEXT,__text) non-external _start_pass_downsample
0000000192b3f2a0 (__TEXT,__text) non-external _start_pass_dpost
0000000192b30a78 (__TEXT,__text) non-external _start_pass_fdctmgr
0000000192b505c0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
0000000192b50540 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
0000000192b4ab30 (__TEXT,__text) non-external _start_pass_huff
0000000192b46dd4 (__TEXT,__text) non-external _start_pass_huff_decoder
0000000192b32954 (__TEXT,__text) non-external _start_pass_main
0000000192b3e75c (__TEXT,__text) non-external _start_pass_main
