                 (undefined) external _XML_ErrorString (from libexpat)
                 (undefined) external _XML_GetErrorCode (from libexpat)
                 (undefined) external _XML_Parse (from libexpat)
                 (undefined) external _XML_ParserCreate (from libexpat)
                 (undefined) external _XML_ParserFree (from libexpat)
                 (undefined) external _XML_SetCharacterDataHandler (from libexpat)
                 (undefined) external _XML_SetElementHandler (from libexpat)
                 (undefined) external _XML_SetEntityDeclHandler (from libexpat)
                 (undefined) external _XML_SetUserData (from libexpat)
                 (undefined) external _XML_StopParser (from libexpat)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcat_chk (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
0000000200236bf8 (__TEXT,__text) external __crypt_blowfish_rn
000000020023a19c (__TEXT,__text) external _apr_dbm_open
000000020023a078 (__TEXT,__text) external _apr_dbm_open_ex
000000020023a258 (__TEXT,__text) external _apr_dbm_store
0000000211089e10 (__AUTH_CONST,__const) external _apr_dbm_type_sdbm
000000020e2f5458 (__DATA,__common) external _apr_debug_module_hooks
000000020023c49c (__TEXT,__text) external _apr_dynamic_fn_register
000000020023c440 (__TEXT,__text) external _apr_dynamic_fn_retrieve
                 (undefined) external _apr_file_close (from libapr-1)
                 (undefined) external _apr_file_flags_get (from libapr-1)
                 (undefined) external _apr_file_info_get (from libapr-1)
                 (undefined) external _apr_file_lock (from libapr-1)
                 (undefined) external _apr_file_name_get (from libapr-1)
                 (undefined) external _apr_file_open (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_get (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_set (from libapr-1)
                 (undefined) external _apr_file_pool_get (from libapr-1)
                 (undefined) external _apr_file_read (from libapr-1)
                 (undefined) external _apr_file_read_full (from libapr-1)
                 (undefined) external _apr_file_seek (from libapr-1)
                 (undefined) external _apr_file_setaside (from libapr-1)
                 (undefined) external _apr_file_unlock (from libapr-1)
                 (undefined) external _apr_file_write_full (from libapr-1)
                 (undefined) external _apr_generate_random_bytes (from libapr-1)
000000020e2f5450 (__DATA,__common) external _apr_global_hook_pool
                 (undefined) external _apr_hash_count (from libapr-1)
                 (undefined) external _apr_hash_first (from libapr-1)
                 (undefined) external _apr_hash_get (from libapr-1)
                 (undefined) external _apr_hash_make (from libapr-1)
                 (undefined) external _apr_hash_next (from libapr-1)
                 (undefined) external _apr_hash_set (from libapr-1)
                 (undefined) external _apr_hash_this (from libapr-1)
000000020e2f5448 (__DATA,__common) external _apr_hook_debug_current
000000020e2f5440 (__DATA,__common) external _apr_hook_debug_enabled
000000020023c1b8 (__TEXT,__text) external _apr_hook_debug_show
000000020023c164 (__TEXT,__text) external _apr_hook_deregister_all
000000020e2f5438 (__DATA,__common) external _apr_hook_global_pool
000000020023bc64 (__TEXT,__text) external _apr_hook_sort_all
000000020023bc0c (__TEXT,__text) external _apr_hook_sort_register
0000000200245ff4 (__TEXT,__text) external _apr_ldap_get_option
0000000200245fb4 (__TEXT,__text) external _apr_ldap_info
0000000200245ef8 (__TEXT,__text) external _apr_ldap_init
000000020023c520 (__TEXT,__text) external _apr_ldap_is_ldap_url
000000020023c6a0 (__TEXT,__text) external _apr_ldap_is_ldapi_url
000000020023c650 (__TEXT,__text) external _apr_ldap_is_ldaps_url
00000002002463bc (__TEXT,__text) external _apr_ldap_rebind_add
0000000200246328 (__TEXT,__text) external _apr_ldap_rebind_init
00000002002464b4 (__TEXT,__text) external _apr_ldap_rebind_remove
0000000200246084 (__TEXT,__text) external _apr_ldap_set_option
0000000200245ef0 (__TEXT,__text) external _apr_ldap_ssl_deinit
0000000200245e24 (__TEXT,__text) external _apr_ldap_ssl_init
000000020023cda4 (__TEXT,__text) external _apr_ldap_url_parse
000000020023c6f0 (__TEXT,__text) external _apr_ldap_url_parse_ext
00000002002345cc (__TEXT,__text) external _apr_md4
00000002002344c0 (__TEXT,__text) external _apr_md4_final
0000000200233cc8 (__TEXT,__text) external _apr_md4_init
0000000200233ce4 (__TEXT,__text) external _apr_md4_set_xlate
0000000200233d3c (__TEXT,__text) external _apr_md4_update
00000002002349b0 (__TEXT,__text) external _apr_md5
0000000200234a3c (__TEXT,__text) external _apr_md5_encode
000000020023489c (__TEXT,__text) external _apr_md5_final
0000000200234654 (__TEXT,__text) external _apr_md5_init
0000000200234670 (__TEXT,__text) external _apr_md5_set_xlate
00000002002346c8 (__TEXT,__text) external _apr_md5_update
000000020023d73c (__TEXT,__text) external _apr_memcache_add
000000020023e0f4 (__TEXT,__text) external _apr_memcache_add_multget_key
000000020023cdf8 (__TEXT,__text) external _apr_memcache_add_server
000000020023d3c0 (__TEXT,__text) external _apr_memcache_create
000000020023dfa0 (__TEXT,__text) external _apr_memcache_decr
000000020023dbdc (__TEXT,__text) external _apr_memcache_delete
000000020023d088 (__TEXT,__text) external _apr_memcache_disable_server
000000020023d074 (__TEXT,__text) external _apr_memcache_enable_server
000000020023d000 (__TEXT,__text) external _apr_memcache_find_server
000000020023ce30 (__TEXT,__text) external _apr_memcache_find_server_hash
000000020023ce4c (__TEXT,__text) external _apr_memcache_find_server_hash_default
000000020023d784 (__TEXT,__text) external _apr_memcache_getp
000000020023d4cc (__TEXT,__text) external _apr_memcache_hash
000000020023d430 (__TEXT,__text) external _apr_memcache_hash_crc32
000000020023d47c (__TEXT,__text) external _apr_memcache_hash_default
000000020023dda4 (__TEXT,__text) external _apr_memcache_incr
000000020023e1a8 (__TEXT,__text) external _apr_memcache_multgetp
000000020023d760 (__TEXT,__text) external _apr_memcache_replace
000000020023d0cc (__TEXT,__text) external _apr_memcache_server_create
000000020023d52c (__TEXT,__text) external _apr_memcache_set
000000020023ea78 (__TEXT,__text) external _apr_memcache_stats
000000020023dfb8 (__TEXT,__text) external _apr_memcache_version
                 (undefined) external _apr_mmap_create (from libapr-1)
                 (undefined) external _apr_mmap_delete (from libapr-1)
                 (undefined) external _apr_mmap_dup (from libapr-1)
                 (undefined) external _apr_mmap_offset (from libapr-1)
000000020023c31c (__TEXT,__text) external _apr_optional_hook_add
000000020023c2cc (__TEXT,__text) external _apr_optional_hook_get
                 (undefined) external _apr_os_default_encoding (from libapr-1)
                 (undefined) external _apr_os_locale_encoding (from libapr-1)
                 (undefined) external _apr_os_thread_current (from libapr-1)
                 (undefined) external _apr_os_thread_equal (from libapr-1)
                 (undefined) external _apr_os_thread_get (from libapr-1)
                 (undefined) external _apr_os_uuid_get (from libapr-1)
                 (undefined) external _apr_palloc (from libapr-1)
0000000200235994 (__TEXT,__text) external _apr_password_validate
                 (undefined) external _apr_pollset_add (from libapr-1)
                 (undefined) external _apr_pollset_create (from libapr-1)
                 (undefined) external _apr_pollset_destroy (from libapr-1)
                 (undefined) external _apr_pollset_poll (from libapr-1)
                 (undefined) external _apr_pollset_remove (from libapr-1)
                 (undefined) external _apr_pool_abort_get (from libapr-1)
                 (undefined) external _apr_pool_allocator_get (from libapr-1)
                 (undefined) external _apr_pool_cleanup_kill (from libapr-1)
                 (undefined) external _apr_pool_cleanup_null (from libapr-1)
                 (undefined) external _apr_pool_cleanup_register (from libapr-1)
                 (undefined) external _apr_pool_cleanup_run (from libapr-1)
                 (undefined) external _apr_pool_clear (from libapr-1)
                 (undefined) external _apr_pool_create_ex (from libapr-1)
                 (undefined) external _apr_pool_destroy (from libapr-1)
                 (undefined) external _apr_pool_is_ancestor (from libapr-1)
                 (undefined) external _apr_pool_parent_get (from libapr-1)
                 (undefined) external _apr_pool_pre_cleanup_register (from libapr-1)
000000020023a3f4 (__TEXT,__text) external _apr_posix_perms2mode
                 (undefined) external _apr_proc_mutex_lock (from libapr-1)
                 (undefined) external _apr_proc_mutex_unlock (from libapr-1)
                 (undefined) external _apr_psprintf (from libapr-1)
                 (undefined) external _apr_pstrcat (from libapr-1)
                 (undefined) external _apr_pstrdup (from libapr-1)
                 (undefined) external _apr_pstrmemdup (from libapr-1)
                 (undefined) external _apr_pstrndup (from libapr-1)
000000020023fe90 (__TEXT,__text) external _apr_queue_create
00000002002403e0 (__TEXT,__text) external _apr_queue_interrupt_all
00000002002401d0 (__TEXT,__text) external _apr_queue_pop
000000020023ffb4 (__TEXT,__text) external _apr_queue_push
00000002002401c8 (__TEXT,__text) external _apr_queue_size
000000020024043c (__TEXT,__text) external _apr_queue_term
0000000200240300 (__TEXT,__text) external _apr_queue_trypop
00000002002400ec (__TEXT,__text) external _apr_queue_trypush
00000002002408b0 (__TEXT,__text) external _apr_reslist_acquire
0000000200240b80 (__TEXT,__text) external _apr_reslist_acquired_count
0000000200240c1c (__TEXT,__text) external _apr_reslist_cleanup_order_set
000000020024063c (__TEXT,__text) external _apr_reslist_create
0000000200240894 (__TEXT,__text) external _apr_reslist_destroy
0000000200240bbc (__TEXT,__text) external _apr_reslist_invalidate
000000020024049c (__TEXT,__text) external _apr_reslist_maintain
0000000200240a84 (__TEXT,__text) external _apr_reslist_release
0000000200240b78 (__TEXT,__text) external _apr_reslist_timeout_set
0000000200241670 (__TEXT,__text) external _apr_rmm_addr_get
0000000200241050 (__TEXT,__text) external _apr_rmm_attach
0000000200241474 (__TEXT,__text) external _apr_rmm_calloc
0000000200240ec8 (__TEXT,__text) external _apr_rmm_destroy
00000002002410dc (__TEXT,__text) external _apr_rmm_detach
000000020024167c (__TEXT,__text) external _apr_rmm_free
0000000200240ccc (__TEXT,__text) external _apr_rmm_init
00000002002410e4 (__TEXT,__text) external _apr_rmm_malloc
0000000200241664 (__TEXT,__text) external _apr_rmm_offset_get
0000000200241880 (__TEXT,__text) external _apr_rmm_overhead_get
00000002002415a0 (__TEXT,__text) external _apr_rmm_realloc
000000020023a998 (__TEXT,__text) external _apr_sdbm_close
000000020023ac2c (__TEXT,__text) external _apr_sdbm_delete
000000020023aa04 (__TEXT,__text) external _apr_sdbm_fetch
000000020023b08c (__TEXT,__text) external _apr_sdbm_firstkey
000000020023b310 (__TEXT,__text) external _apr_sdbm_lock
000000020023b180 (__TEXT,__text) external _apr_sdbm_nextkey
000000020023a7c0 (__TEXT,__text) external _apr_sdbm_open
000000020023acfc (__TEXT,__text) external _apr_sdbm_rdonly
000000020023ad64 (__TEXT,__text) external _apr_sdbm_store
000000020023b428 (__TEXT,__text) external _apr_sdbm_unlock
0000000200236ad4 (__TEXT,__text) external _apr_sha1_base64
00000002002369e8 (__TEXT,__text) external _apr_sha1_final
0000000200235bbc (__TEXT,__text) external _apr_sha1_init
00000002002369e4 (__TEXT,__text) external _apr_sha1_update
0000000200235be0 (__TEXT,__text) external _apr_sha1_update_binary
                 (undefined) external _apr_sleep (from libapr-1)
                 (undefined) external _apr_snprintf (from libapr-1)
                 (undefined) external _apr_sockaddr_info_get (from libapr-1)
                 (undefined) external _apr_socket_close (from libapr-1)
                 (undefined) external _apr_socket_connect (from libapr-1)
                 (undefined) external _apr_socket_create (from libapr-1)
                 (undefined) external _apr_socket_recv (from libapr-1)
                 (undefined) external _apr_socket_sendv (from libapr-1)
                 (undefined) external _apr_socket_timeout_get (from libapr-1)
                 (undefined) external _apr_socket_timeout_set (from libapr-1)
0000000200242968 (__TEXT,__text) external _apr_strmatch_precompile
                 (undefined) external _apr_strtok (from libapr-1)
000000020024403c (__TEXT,__text) external _apr_text_append
                 (undefined) external _apr_thread_cond_broadcast (from libapr-1)
                 (undefined) external _apr_thread_cond_create (from libapr-1)
                 (undefined) external _apr_thread_cond_destroy (from libapr-1)
                 (undefined) external _apr_thread_cond_signal (from libapr-1)
                 (undefined) external _apr_thread_cond_timedwait (from libapr-1)
                 (undefined) external _apr_thread_cond_wait (from libapr-1)
                 (undefined) external _apr_thread_create (from libapr-1)
                 (undefined) external _apr_thread_data_get (from libapr-1)
                 (undefined) external _apr_thread_data_set (from libapr-1)
                 (undefined) external _apr_thread_detach (from libapr-1)
                 (undefined) external _apr_thread_exit (from libapr-1)
                 (undefined) external _apr_thread_join (from libapr-1)
                 (undefined) external _apr_thread_mutex_create (from libapr-1)
                 (undefined) external _apr_thread_mutex_destroy (from libapr-1)
                 (undefined) external _apr_thread_mutex_lock (from libapr-1)
                 (undefined) external _apr_thread_mutex_unlock (from libapr-1)
000000020024243c (__TEXT,__text) external _apr_thread_pool_busy_count
0000000200241890 (__TEXT,__text) external _apr_thread_pool_create
0000000200241e74 (__TEXT,__text) external _apr_thread_pool_destroy
000000020024244c (__TEXT,__text) external _apr_thread_pool_idle_count
0000000200242474 (__TEXT,__text) external _apr_thread_pool_idle_max_get
0000000200242484 (__TEXT,__text) external _apr_thread_pool_idle_max_set
000000020024247c (__TEXT,__text) external _apr_thread_pool_idle_wait_get
0000000200242554 (__TEXT,__text) external _apr_thread_pool_idle_wait_set
0000000200241e94 (__TEXT,__text) external _apr_thread_pool_push
00000002002420ec (__TEXT,__text) external _apr_thread_pool_schedule
000000020024242c (__TEXT,__text) external _apr_thread_pool_scheduled_tasks_count
0000000200242610 (__TEXT,__text) external _apr_thread_pool_task_owner_get
000000020024225c (__TEXT,__text) external _apr_thread_pool_tasks_cancel
0000000200242424 (__TEXT,__text) external _apr_thread_pool_tasks_count
000000020024245c (__TEXT,__text) external _apr_thread_pool_tasks_high_count
0000000200242454 (__TEXT,__text) external _apr_thread_pool_tasks_run_count
0000000200242564 (__TEXT,__text) external _apr_thread_pool_thread_max_get
000000020024256c (__TEXT,__text) external _apr_thread_pool_thread_max_set
0000000200242434 (__TEXT,__text) external _apr_thread_pool_threads_count
0000000200242464 (__TEXT,__text) external _apr_thread_pool_threads_high_count
000000020024246c (__TEXT,__text) external _apr_thread_pool_threads_idle_timeout_count
00000002002425f8 (__TEXT,__text) external _apr_thread_pool_threshold_get
0000000200242600 (__TEXT,__text) external _apr_thread_pool_threshold_set
0000000200242250 (__TEXT,__text) external _apr_thread_pool_top
                 (undefined) external _apr_thread_rwlock_rdlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_unlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_wrlock (from libapr-1)
                 (undefined) external _apr_time_exp_get (from libapr-1)
                 (undefined) external _apr_time_exp_gmt_get (from libapr-1)
                 (undefined) external _apr_time_now (from libapr-1)
0000000200242e98 (__TEXT,__text) external _apr_uri_parse
00000002002432b4 (__TEXT,__text) external _apr_uri_parse_hostinfo
0000000200242bf8 (__TEXT,__text) external _apr_uri_port_of_scheme
0000000200242c4c (__TEXT,__text) external _apr_uri_unparse
000000020023933c (__TEXT,__text) external _apr_uuid_format
00000002002391d4 (__TEXT,__text) external _apr_uuid_get
00000002002393c4 (__TEXT,__text) external _apr_uuid_parse
                 (undefined) external _apr_vformatter (from libapr-1)
00000002002437c0 (__TEXT,__text) external _apr_xlate_close
00000002002436c8 (__TEXT,__text) external _apr_xlate_conv_buffer
00000002002437a8 (__TEXT,__text) external _apr_xlate_conv_byte
00000002002433bc (__TEXT,__text) external _apr_xlate_open
00000002002436b0 (__TEXT,__text) external _apr_xlate_sb_get
0000000200244a00 (__TEXT,__text) external _apr_xml_empty_elem
0000000200243910 (__TEXT,__text) external _apr_xml_insert_uri
0000000200243f7c (__TEXT,__text) external _apr_xml_parse_file
00000002002437dc (__TEXT,__text) external _apr_xml_parser_create
0000000200243e28 (__TEXT,__text) external _apr_xml_parser_done
0000000200243dc0 (__TEXT,__text) external _apr_xml_parser_feed
0000000200243ea4 (__TEXT,__text) external _apr_xml_parser_geterror
00000002002441c4 (__TEXT,__text) external _apr_xml_quote_elem
0000000200244090 (__TEXT,__text) external _apr_xml_quote_string
0000000200244278 (__TEXT,__text) external _apr_xml_to_text
000000020023b8bc (__TEXT,__text) external _apu__sdbm_chkpage
000000020023b6bc (__TEXT,__text) external _apu__sdbm_delpair
000000020023b62c (__TEXT,__text) external _apu__sdbm_duppair
000000020023b464 (__TEXT,__text) external _apu__sdbm_fitpair
000000020023b66c (__TEXT,__text) external _apu__sdbm_getnkey
000000020023b52c (__TEXT,__text) external _apu__sdbm_getpair
000000020023b258 (__TEXT,__text) external _apu__sdbm_hash
0000000200249370 (__TEXT,__const) external _apu__sdbm_nullitem
000000020023b498 (__TEXT,__text) external _apu__sdbm_putpair
000000020023b790 (__TEXT,__text) external _apu__sdbm_splpage
000000020024294c (__TEXT,__text) external _apu_version
000000020024295c (__TEXT,__text) external _apu_version_string
                 (undefined) external _atof (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _crypt (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _iconv (from libiconv)
                 (undefined) external _iconv_close (from libiconv)
                 (undefined) external _iconv_open (from libiconv)
                 (undefined) external _ldap_bind_s (from LDAP)
                 (undefined) external _ldap_err2string (from LDAP)
                 (undefined) external _ldap_get_option (from LDAP)
                 (undefined) external _ldap_init (from LDAP)
                 (undefined) external _ldap_set_option (from LDAP)
                 (undefined) external _ldap_set_rebind_proc (from LDAP)
                 (undefined) external _ldap_start_tls_s (from LDAP)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sqlite3_bind_blob (from libsqlite3)
                 (undefined) external _sqlite3_bind_double (from libsqlite3)
                 (undefined) external _sqlite3_bind_int (from libsqlite3)
                 (undefined) external _sqlite3_bind_int64 (from libsqlite3)
                 (undefined) external _sqlite3_bind_null (from libsqlite3)
                 (undefined) external _sqlite3_bind_text (from libsqlite3)
