                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
000000018ca6390c (__TEXT,__text) external __cg_jcopy_block_row
000000018ca5ff44 (__TEXT,__text) external __cg_jpeg_mem_init
000000018ca5ff50 (__TEXT,__text) external __cg_jpeg_mem_term
000000018ca81ae0 (__TEXT,__const) external __cg_jpeg_natural_order
000000018ca6ea60 (__TEXT,__text) external __cg_jpeg_new_colormap
000000018ca5fd50 (__TEXT,__text) external __cg_jpeg_open_backing_store
000000018ca6bc98 (__TEXT,__text) external __cg_jpeg_quality_scaling
000000018ca701ac (__TEXT,__text) external __cg_jpeg_read_coefficients
000000018ca64414 (__TEXT,__text) external __cg_jpeg_read_header
000000018ca7bd64 (__TEXT,__text) external __cg_jpeg_read_raw_data
000000018ca7bc84 (__TEXT,__text) external __cg_jpeg_read_scanlines
000000018ca5bfe4 (__TEXT,__text) external __cg_jpeg_resync_to_restart
000000018ca5dad0 (__TEXT,__text) external __cg_jpeg_save_markers
000000018ca6bf80 (__TEXT,__text) external __cg_jpeg_set_colorspace
000000018ca6bd74 (__TEXT,__text) external __cg_jpeg_set_defaults
000000018ca6bc28 (__TEXT,__text) external __cg_jpeg_set_linear_quality
000000018ca5de2c (__TEXT,__text) external __cg_jpeg_set_marker_processor
000000018ca6bcd0 (__TEXT,__text) external __cg_jpeg_set_quality
000000018ca6c32c (__TEXT,__text) external __cg_jpeg_simple_progression
000000018ca6b7e0 (__TEXT,__text) external __cg_jpeg_start_compress
000000018ca7ba50 (__TEXT,__text) external __cg_jpeg_start_decompress
000000018ca7be60 (__TEXT,__text) external __cg_jpeg_start_output
000000018ca778c4 (__TEXT,__text) external __cg_jpeg_std_error
000000018ca5e69c (__TEXT,__text) external __cg_jpeg_std_huff_table
000000018ca818ed (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_chrominance
000000018ca8183a (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_luminance
000000018ca8181d (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_chrominance
000000018ca81800 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_luminance
000000018ca818fe (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_chrominance
000000018ca8184b (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
000000018ca8182e (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
000000018ca81811 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00000001d20741b8 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
000000018ca7fd54 (__TEXT,__text) external __cg_jpeg_stdio_dest
000000018ca5ff54 (__TEXT,__text) external __cg_jpeg_stdio_src
000000018ca769cc (__TEXT,__text) external __cg_jpeg_suppress_tables
000000018ca7a344 (__TEXT,__text) external __cg_jpeg_write_coefficients
000000018ca76cb0 (__TEXT,__text) external __cg_jpeg_write_m_byte
000000018ca76c24 (__TEXT,__text) external __cg_jpeg_write_m_header
000000018ca76b80 (__TEXT,__text) external __cg_jpeg_write_marker
000000018ca6b998 (__TEXT,__text) external __cg_jpeg_write_raw_data
000000018ca6b890 (__TEXT,__text) external __cg_jpeg_write_scanlines
000000018ca76cbc (__TEXT,__text) external __cg_jpeg_write_tables
000000018ca638a0 (__TEXT,__text) external __cg_jround_up
000000018ca62ddc (__TEXT,__text) external __cg_switch_color_deconverter
000000018ca80c14 (__TEXT,__text) non-external _access_virt_barray
000000018ca80a34 (__TEXT,__text) non-external _access_virt_sarray
000000018ca80600 (__TEXT,__text) non-external _alloc_barray
000000018ca7f634 (__TEXT,__text) non-external _alloc_fs_workspace
000000018ca803f8 (__TEXT,__text) non-external _alloc_large
000000018ca80508 (__TEXT,__text) non-external _alloc_sarray
000000018ca80244 (__TEXT,__text) non-external _alloc_small
000000018ca612cc (__TEXT,__text) non-external _arith_decode
000000018ca5fa8c (__TEXT,__text) non-external _arith_encode
000000018ca8264c (__TEXT,__const) non-external _base_dither_matrix
000000018ca8260c (__TEXT,__const) non-external _bmask
000000018ca62aac (__TEXT,__text) non-external _build_ycc_rgb_table
                 (undefined) external _bzero (from libSystem)
000000018ca5ff3c (__TEXT,__text) non-external _close_backing_store
000000018ca5a3dc (__TEXT,__text) non-external _cmyk_ycck_convert
000000018ca7f720 (__TEXT,__text) non-external _color_quantize
000000018ca7f6ac (__TEXT,__text) non-external _color_quantize3
000000018ca63064 (__TEXT,__text) non-external _compress_data
000000018ca6334c (__TEXT,__text) non-external _compress_first_pass
000000018ca63680 (__TEXT,__text) non-external _compress_output
000000018ca7a81c (__TEXT,__text) non-external _compress_output
000000018ca6c9b0 (__TEXT,__text) non-external _consume_data
000000018ca64cbc (__TEXT,__text) non-external _consume_markers
000000018ca7f4f4 (__TEXT,__text) non-external _create_colorindex
000000018ca60e04 (__TEXT,__text) non-external _decode_mcu
000000018ca799d4 (__TEXT,__text) non-external _decode_mcu
000000018ca60950 (__TEXT,__text) non-external _decode_mcu_AC_first
000000018ca78ac4 (__TEXT,__text) non-external _decode_mcu_AC_first
000000018ca60c2c (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018ca78e18 (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018ca60724 (__TEXT,__text) non-external _decode_mcu_DC_first
000000018ca788ac (__TEXT,__text) non-external _decode_mcu_DC_first
000000018ca60b7c (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018ca78d0c (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018ca795a8 (__TEXT,__text) non-external _decode_mcu_sub
000000018ca6cbdc (__TEXT,__text) non-external _decompress_data
000000018ca6cdb8 (__TEXT,__text) non-external _decompress_onepass
000000018ca6d094 (__TEXT,__text) non-external _decompress_smooth_data
000000018ca810b4 (__TEXT,__text) non-external _do_barray_io
000000018ca80fac (__TEXT,__text) non-external _do_sarray_io
000000018ca6cdb0 (__TEXT,__text) non-external _dummy_consume_data
000000018ca7eccc (__TEXT,__text) non-external _dump_buffer_e
000000018ca5fc9c (__TEXT,__text) non-external _emit_byte
000000018ca7b620 (__TEXT,__text) non-external _emit_byte
000000018ca7b920 (__TEXT,__text) non-external _emit_dht
000000018ca7b6a0 (__TEXT,__text) non-external _emit_dqt
000000018ca7e5ec (__TEXT,__text) non-external _emit_eobrun
000000018ca77968 (__TEXT,__text) non-external _emit_message
000000018ca5f994 (__TEXT,__text) non-external _emit_restart
000000018ca7ed20 (__TEXT,__text) non-external _emit_restart_e
000000018ca7b7e4 (__TEXT,__text) non-external _emit_sof
000000018ca80030 (__TEXT,__text) non-external _empty_mem_output_buffer
000000018ca7fe0c (__TEXT,__text) non-external _empty_output_buffer
000000018ca5f4f0 (__TEXT,__text) non-external _encode_mcu
000000018ca5ef18 (__TEXT,__text) non-external _encode_mcu_AC_first
000000018ca7c964 (__TEXT,__text) non-external _encode_mcu_AC_first
000000018ca5f2a8 (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018ca7cfa8 (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018ca5ecd4 (__TEXT,__text) non-external _encode_mcu_DC_first
000000018ca7c63c (__TEXT,__text) non-external _encode_mcu_DC_first
000000018ca5f1f0 (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018ca7ce20 (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018ca7d6e0 (__TEXT,__text) non-external _encode_mcu_gather
000000018ca7d950 (__TEXT,__text) non-external _encode_mcu_huff
000000018ca77938 (__TEXT,__text) non-external _error_exit
000000018ca5e22c (__TEXT,__text) non-external _examine_app0
000000018ca5e4ac (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
000000018ca82778 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
000000018ca6c608 (__TEXT,__text) non-external _fill_dc_scans
000000018ca60028 (__TEXT,__text) non-external _fill_input_buffer
000000018ca5bc30 (__TEXT,__text) non-external _fill_inverse_cmap
000000018ca6020c (__TEXT,__text) non-external _fill_mem_input_buffer
000000018ca819b8 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
000000018ca65580 (__TEXT,__text) non-external _finish_input_pass
000000018ca6f0cc (__TEXT,__text) non-external _finish_output_pass
000000018ca5ead8 (__TEXT,__text) non-external _finish_pass
000000018ca60720 (__TEXT,__text) non-external _finish_pass
000000018ca5b0d4 (__TEXT,__text) non-external _finish_pass1
000000018ca5b830 (__TEXT,__text) non-external _finish_pass2
000000018ca7f4dc (__TEXT,__text) non-external _finish_pass_1_quant
000000018ca7c29c (__TEXT,__text) non-external _finish_pass_gather
000000018ca78880 (__TEXT,__text) non-external _finish_pass_huff
000000018ca7c3f0 (__TEXT,__text) non-external _finish_pass_huff
000000018ca6e380 (__TEXT,__text) non-external _finish_pass_master
000000018ca82768 (__TEXT,__const) non-external _first_pool_slop
000000018ca77a60 (__TEXT,__text) non-external _format_message
000000018ca620f8 (__TEXT,__text) non-external _forward_DCT
000000018ca62220 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000018ca80df8 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
000000018ca77214 (__TEXT,__text) non-external _fullsize_downsample
000000018ca77060 (__TEXT,__text) non-external _fullsize_smooth_downsample
000000018ca6fb58 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
000000018ca6142c (__TEXT,__text) non-external _get_byte
000000018ca5d924 (__TEXT,__text) non-external _get_interesting_appn
000000018ca5de78 (__TEXT,__text) non-external _get_sof
000000018ca6299c (__TEXT,__text) non-external _gray_rgb_convert
000000018ca5a018 (__TEXT,__text) non-external _grayscale_convert
000000018ca62868 (__TEXT,__text) non-external _grayscale_convert
000000018ca772ac (__TEXT,__text) non-external _h2v1_downsample
000000018ca780d8 (__TEXT,__text) non-external _h2v1_merged_upsample
000000018ca6fb60 (__TEXT,__text) non-external _h2v1_upsample
000000018ca77654 (__TEXT,__text) non-external _h2v2_downsample
000000018ca77ec0 (__TEXT,__text) non-external _h2v2_merged_upsample
000000018ca7739c (__TEXT,__text) non-external _h2v2_smooth_downsample
000000018ca6fbb4 (__TEXT,__text) non-external _h2v2_upsample
000000018ca7fdcc (__TEXT,__text) non-external _init_destination
000000018ca5afa0 (__TEXT,__text) non-external _init_error_limit
000000018ca8002c (__TEXT,__text) non-external _init_mem_destination
000000018ca60208 (__TEXT,__text) non-external _init_mem_source
000000018ca60018 (__TEXT,__text) non-external _init_source
000000018ca7776c (__TEXT,__text) non-external _int_downsample
000000018ca6fc64 (__TEXT,__text) non-external _int_upsample
000000018ca63890 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
000000018ca6025c (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
000000018ca5e830 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
000000018ca812d0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
000000018ca59688 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
000000018ca6491c (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
000000018ca6bbc4 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
000000018ca718d4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
000000018ca74a58 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
000000018ca71c6c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
000000018ca72120 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
000000018ca745e4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
000000018ca72534 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
000000018ca72a7c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
000000018ca74008 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
000000018ca72f14 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
000000018ca73414 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
000000018ca739cc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
000000018ca7155c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
000000018ca7684c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
000000018ca752c4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
000000018ca714dc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
000000018ca7676c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
000000018ca713e0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
000000018ca765f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
000000018ca751bc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
000000018ca71248 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
000000018ca761e4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
000000018ca75ee8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
000000018ca710ac (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
000000018ca75b98 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
000000018ca75060 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
000000018ca70ee0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
000000018ca75788 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
000000018ca70bf8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
000000018ca75314 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
000000018ca74ddc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
000000018ca71598 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
000000018ca79e8c (__TEXT,__text) non-external _jpeg_fill_bit_buffer
000000018ca7e938 (__TEXT,__text) non-external _jpeg_gen_optimal_table
000000018ca79fd8 (__TEXT,__text) non-external _jpeg_huff_decode
000000018ca66914 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
000000018ca698dc (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
000000018ca66d00 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
000000018ca671b4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
000000018ca6957c (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
000000018ca6762c (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
000000018ca67b90 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
000000018ca69150 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
000000018ca68088 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
000000018ca685ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
000000018ca68bfc (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
000000018ca6b78c (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
000000018ca6a1a0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
000000018ca6b644 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
000000018ca6635c (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
000000018ca6b46c (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
000000018ca6a038 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
000000018ca6b13c (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
000000018ca6ae30 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
000000018ca65fb0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
000000018ca6aacc (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
000000018ca69e70 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
000000018ca65d74 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
000000018ca6a6b4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
000000018ca65a20 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
000000018ca6a1f0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
000000018ca69be0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
000000018ca66580 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
000000018ca7e34c (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
000000018ca7927c (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
000000018ca7ff24 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
000000018ca60140 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
000000018ca81f7c (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
000000018ca81f18 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
000000018ca81e98 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
000000018ca81df4 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
000000018ca81d24 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
000000018ca81c20 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
000000018ca8250c (__TEXT,__const) non-external _jpeg_zigzag_order
000000018ca822e0 (__TEXT,__const) non-external _jpeg_zigzag_order2
000000018ca822f0 (__TEXT,__const) non-external _jpeg_zigzag_order3
000000018ca82314 (__TEXT,__const) non-external _jpeg_zigzag_order4
000000018ca82354 (__TEXT,__const) non-external _jpeg_zigzag_order5
000000018ca823b8 (__TEXT,__const) non-external _jpeg_zigzag_order6
000000018ca82448 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
000000018ca78084 (__TEXT,__text) non-external _merged_1v_upsample
000000018ca77da0 (__TEXT,__text) non-external _merged_2v_upsample
000000018ca7f4e0 (__TEXT,__text) non-external _new_color_map_1_quant
000000018ca5af90 (__TEXT,__text) non-external _new_color_map_2_quant
000000018ca5c150 (__TEXT,__text) non-external _next_marker
000000018ca6fb50 (__TEXT,__text) non-external _noop_upsample
000000018ca5a368 (__TEXT,__text) non-external _null_convert
000000018ca62d68 (__TEXT,__text) non-external _null_convert
000000018ca5a014 (__TEXT,__text) non-external _null_method
000000018ca779e0 (__TEXT,__text) non-external _output_message
000000018ca7bb70 (__TEXT,__text) non-external _output_pass_setup
000000018ca5b468 (__TEXT,__text) non-external _pass2_fs_dither
000000018ca5b758 (__TEXT,__text) non-external _pass2_no_dither
000000018ca6e330 (__TEXT,__text) non-external _pass_startup
000000018ca6e578 (__TEXT,__text) non-external _per_scan_setup
000000018ca6ff2c (__TEXT,__text) non-external _post_process_1pass
000000018ca700c4 (__TEXT,__text) non-external _post_process_2pass
000000018ca6ffc4 (__TEXT,__text) non-external _post_process_prepass
000000018ca63e1c (__TEXT,__text) non-external _pre_process_context
000000018ca64098 (__TEXT,__text) non-external _pre_process_data
000000018ca6ef08 (__TEXT,__text) non-external _prepare_for_output_pass
000000018ca6e138 (__TEXT,__text) non-external _prepare_for_pass
000000018ca5b054 (__TEXT,__text) non-external _prescan_quantize
000000018ca6f444 (__TEXT,__text) non-external _process_data_context_main
000000018ca6f7c0 (__TEXT,__text) non-external _process_data_crank_post
000000018ca63a70 (__TEXT,__text) non-external _process_data_simple_main
000000018ca6f708 (__TEXT,__text) non-external _process_data_simple_main
000000018ca611bc (__TEXT,__text) non-external _process_restart
000000018ca79df4 (__TEXT,__text) non-external _process_restart
000000018ca7f7b0 (__TEXT,__text) non-external _quantize3_ord_dither
000000018ca7f974 (__TEXT,__text) non-external _quantize_fs_dither
000000018ca7f880 (__TEXT,__text) non-external _quantize_ord_dither
000000018ca5fddc (__TEXT,__text) non-external _read_backing_store
000000018ca5c34c (__TEXT,__text) non-external _read_markers
000000018ca5d78c (__TEXT,__text) non-external _read_restart_marker
000000018ca80850 (__TEXT,__text) non-external _realize_virt_arrays
000000018ca807a8 (__TEXT,__text) non-external _request_virt_barray
000000018ca80700 (__TEXT,__text) non-external _request_virt_sarray
000000018ca77b34 (__TEXT,__text) non-external _reset_error_mgr
000000018ca65274 (__TEXT,__text) non-external _reset_input_controller
000000018ca5c32c (__TEXT,__text) non-external _reset_marker_reader
000000018ca62908 (__TEXT,__text) non-external _rgb1_gray_convert
000000018ca62c20 (__TEXT,__text) non-external _rgb1_rgb_convert
000000018ca5a1b8 (__TEXT,__text) non-external _rgb_convert
000000018ca62bb4 (__TEXT,__text) non-external _rgb_convert
000000018ca5a138 (__TEXT,__text) non-external _rgb_gray_convert
000000018ca62884 (__TEXT,__text) non-external _rgb_gray_convert
000000018ca5a224 (__TEXT,__text) non-external _rgb_rgb1_convert
000000018ca5a2a0 (__TEXT,__text) non-external _rgb_ycc_convert
000000018ca5a06c (__TEXT,__text) non-external _rgb_ycc_start
000000018ca5dbb8 (__TEXT,__text) non-external _save_marker
000000018ca8274c (__TEXT,__const) non-external _select_ncolors.RGB_order
000000018ca6e410 (__TEXT,__text) non-external _select_scan_parameters
000000018ca80f48 (__TEXT,__text) non-external _self_destruct
000000018ca76fbc (__TEXT,__text) non-external _sep_downsample
000000018ca6fa00 (__TEXT,__text) non-external _sep_upsample
000000018ca600c8 (__TEXT,__text) non-external _skip_input_data
000000018ca5d830 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
000000018ca652d4 (__TEXT,__text) non-external _start_input_pass
000000018ca6c838 (__TEXT,__text) non-external _start_input_pass
000000018ca6c87c (__TEXT,__text) non-external _start_output_pass
000000018ca5a5b4 (__TEXT,__text) non-external _start_pass
000000018ca5e8c8 (__TEXT,__text) non-external _start_pass
000000018ca6034c (__TEXT,__text) non-external _start_pass
000000018ca816e0 (__TEXT,__const) non-external _start_pass.aanscalefactor
000000018ca81660 (__TEXT,__const) non-external _start_pass.aanscales
000000018ca7f260 (__TEXT,__text) non-external _start_pass_1_quant
000000018ca5ae28 (__TEXT,__text) non-external _start_pass_2_quant
000000018ca62f44 (__TEXT,__text) non-external _start_pass_coef
000000018ca7a78c (__TEXT,__text) non-external _start_pass_coef
000000018ca62864 (__TEXT,__text) non-external _start_pass_dcolor
000000018ca76fb8 (__TEXT,__text) non-external _start_pass_downsample
000000018ca6fe30 (__TEXT,__text) non-external _start_pass_dpost
000000018ca618fc (__TEXT,__text) non-external _start_pass_fdctmgr
000000018ca81a40 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
000000018ca819c0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
000000018ca7c024 (__TEXT,__text) non-external _start_pass_huff
000000018ca782d8 (__TEXT,__text) non-external _start_pass_huff_decoder
000000018ca63a2c (__TEXT,__text) non-external _start_pass_main
000000018ca6f2e4 (__TEXT,__text) non-external _start_pass_main
000000018ca77d8c (__TEXT,__text) non-external _start_pass_merged_upsample
000000018ca63dc4 (__TEXT,__text) non-external _start_pass_prep
000000018ca6f9ec (__TEXT,__text) non-external _start_pass_upsample
000000018ca82178 (__TEXT,__const) non-external _std_chrominance_quant_tbl
000000018ca82078 (__TEXT,__const) non-external _std_luminance_quant_tbl
000000018ca7fe70 (__TEXT,__text) non-external _term_destination
