                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00007ff802eb62fb (__TEXT,__text) non-external _LI_get_thread_info
00007ff802eb4daf (__TEXT,__text) non-external ____extract_user_dict_block_invoke
00007ff802ec1641 (__TEXT,__text) non-external ____fsi_fs_root_block_invoke
00007ff802eb39aa (__TEXT,__text) non-external ____mbr_xpc_pipe_block_invoke
00007ff802eb4870 (__TEXT,__text) non-external ____od_xpc_pipe_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840092f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400935d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400939a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400939c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840093328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840093fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840093358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.113
00007ff840093158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840093fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840093388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.125
00007ff840094000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8400939f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840094030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840094060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840094090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840093a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8400940c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840093a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff840093a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff8400940f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840093ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8400935f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff840093ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840093b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840093eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840093b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff840093b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840093198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff840093bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840093560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840093be0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff840093ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840093c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007ff8400931c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840093c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840093c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff8400931f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840093ca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840093218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff840093248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840093268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840093298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840093f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff8400932c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff840093f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8400932f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff840093138 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093540 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400937a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093948 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093b90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093e90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093178 (__DATA_CONST,__const) non-external ___block_literal_global.13
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8438ae500 (__DATA,__data) non-external (was a private external) ___check_rhosts_file
00007ff802eb9f40 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff802ec6f80 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff802ecd484 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff802ecd3ef (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff802ec4435 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff802ecd21f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff802ec43b2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff802ec4866 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___darwin_check_fd_set_overflow (from libsystem_kernel)
00007ff802ed4249 (__TEXT,__text) non-external ___darwin_directory_group_all_block_invoke
00007ff802ed41f5 (__TEXT,__text) non-external ___darwin_directory_group_bygid_block_invoke
00007ff802ed4169 (__TEXT,__text) non-external ___darwin_directory_group_byname_block_invoke
00007ff802ed421f (__TEXT,__text) non-external ___darwin_directory_group_byuuid_block_invoke
00007ff802ed4295 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke
00007ff802ed42b8 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.20
00007ff802edb5a8 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.20.cold.1
00007ff802ed411d (__TEXT,__text) non-external ___darwin_directory_user_all_block_invoke
00007ff802ed3fb4 (__TEXT,__text) non-external ___darwin_directory_user_byname_block_invoke
00007ff802ed4097 (__TEXT,__text) non-external ___darwin_directory_user_byuid_block_invoke
00007ff802ed40e4 (__TEXT,__text) non-external ___darwin_directory_user_byuuid_block_invoke
00007ff802ecd49b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff802ecd427 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff802ec444c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff802ecd257 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff802ec43fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff802ec48d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff802ec1fb1 (__TEXT,__text) external ___dn_skipname
                 (undefined) external ___error (from libsystem_kernel)
00007ff802ed9757 (__TEXT,__text) non-external ___icheckhost
00007ff802edbbb8 (__TEXT,__const) non-external (was a private external) ___infoVersionNumber
00007ff802edbb90 (__TEXT,__const) non-external (was a private external) ___infoVersionString
                 (undefined) external ___initgroups (from libsystem_kernel)
00007ff802ed92cd (__TEXT,__text) non-external (was a private external) ___ivaliduser_sa
                 (undefined) external ___maskrune (from libsystem_c)
00007ff8436c7730 (__DATA_DIRTY,__bss) non-external ___mbr_pipe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___memmove_chk (from libsystem_c)
                 (undefined) external ___memset_chk (from libsystem_c)
00007ff8436c7750 (__DATA_DIRTY,__bss) non-external ___od_pipe
00007ff8438ae918 (__DATA,__common) non-external (was a private external) ___rcmd_errstr
00007ff802ebb9fd (__TEXT,__text) non-external ___si_async_call_block_invoke
00007ff802ec30a9 (__TEXT,__text) non-external ___si_module_cache_byname_block_invoke
00007ff802ed3f9b (__TEXT,__text) non-external ___si_module_static_darwin_directory_block_invoke
00007ff802eb42b3 (__TEXT,__text) non-external ___si_module_static_ds_block_invoke
00007ff802eb441a (__TEXT,__text) non-external ___si_module_static_file_block_invoke
00007ff802eb439b (__TEXT,__text) non-external ___si_module_static_mdns_block_invoke
00007ff802eb3e4d (__TEXT,__text) non-external ___si_module_static_search_block_invoke
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external ___strcat_chk (from libsystem_c)
                 (undefined) external ___strcpy_chk (from libsystem_c)
                 (undefined) external ___strlcat_chk (from libsystem_c)
                 (undefined) external ___strlcpy_chk (from libsystem_c)
                 (undefined) external ___tolower (from libsystem_c)
00007ff802ed7b6f (__TEXT,__text) non-external (was a private external) ___xdrrec_getrec
00007ff802ed5f03 (__TEXT,__text) external __authenticate
00007ff802ec8430 (__TEXT,__text) non-external __check_groups
00007ff8438ae950 (__DATA,__bss) non-external __check_groups.once
00007ff802ed4193 (__TEXT,__text) non-external __dd_extract_group
00007ff802ecd15f (__TEXT,__text) non-external __dd_extract_result
00007ff802eda542 (__TEXT,__text) non-external __dd_extract_result.cold.1
00007ff802eda55a (__TEXT,__text) non-external __dd_extract_result.cold.2
00007ff802ed3fde (__TEXT,__text) non-external __dd_extract_user
00007ff802ecc516 (__TEXT,__text) non-external __dd_mbr_check_membership_ext
00007ff802ec3239 (__TEXT,__text) non-external __ds_child
00007ff802eb49c7 (__TEXT,__text) non-external __ds_get_validation
00007ff802eb64b4 (__TEXT,__text) non-external __ds_is_valid
00007ff802eb491f (__TEXT,__text) non-external __ds_item
00007ff802ec0cb7 (__TEXT,__text) non-external __ds_list
00007ff8438ae748 (__DATA,__common) non-external (was a private external) __ds_port
00007ff802ec3191 (__TEXT,__text) external __ds_running
00007ff802ec42ff (__TEXT,__text) non-external __ds_serv_cache_free
00007ff8436c77c8 (__DATA_DIRTY,__bss) non-external __ds_serv_cache_key
00007ff802ec4929 (__TEXT,__text) non-external __extract_alias
00007ff802ec0e45 (__TEXT,__text) non-external __extract_fstab
00007ff802eb6aca (__TEXT,__text) non-external __extract_group
00007ff802ec5ac3 (__TEXT,__text) non-external __extract_mac_mac
00007ff802ec5c08 (__TEXT,__text) non-external __extract_mac_name
00007ff802ec4531 (__TEXT,__text) non-external __extract_netgroup
00007ff802ec4c91 (__TEXT,__text) non-external __extract_network
00007ff802ec53ca (__TEXT,__text) non-external __extract_protocol
00007ff802ec5762 (__TEXT,__text) non-external __extract_rpc
00007ff802ec4ffb (__TEXT,__text) non-external __extract_service
00007ff802ec4354 (__TEXT,__text) non-external __extract_string_from_xpc_array_index
00007ff802ec5bb6 (__TEXT,__text) non-external __extract_string_from_xpc_dict
00007ff802eb4fa0 (__TEXT,__text) non-external __extract_string_from_xpc_object
00007ff802eb6e70 (__TEXT,__text) non-external __extract_string_list_from_xpc_array
00007ff802ec445f (__TEXT,__text) non-external __extract_string_list_from_xpc_array_index
00007ff802eb500d (__TEXT,__text) non-external __extract_uint32_from_xpc_object
00007ff802eb4a6b (__TEXT,__text) non-external __extract_user
00007ff802ec67c0 (__TEXT,__text) non-external __fsi_append_char_to_line
00007ff802eba12f (__TEXT,__text) non-external __fsi_append_string
00007ff802ec60fb (__TEXT,__text) non-external __fsi_check_netgroup_cache
00007ff802ec6453 (__TEXT,__text) non-external __fsi_find_netgroup
00007ff802ec6669 (__TEXT,__text) non-external __fsi_flatten_netgroup
00007ff802ec5cdc (__TEXT,__text) non-external (was a private external) __fsi_free_file_netgroup
00007ff802ec687c (__TEXT,__text) non-external __fsi_get_alias
00007ff802ec6d17 (__TEXT,__text) non-external __fsi_get_ether
00007ff802ec12ab (__TEXT,__text) non-external __fsi_get_fs
00007ff802ec1b71 (__TEXT,__text) non-external __fsi_get_group
00007ff802ec000e (__TEXT,__text) non-external __fsi_get_host
00007ff802eb9e63 (__TEXT,__text) non-external (was a private external) __fsi_get_line
00007ff802ec6a56 (__TEXT,__text) non-external __fsi_get_name_number_aliases
00007ff802eb9a20 (__TEXT,__text) non-external __fsi_get_service
00007ff802ebaa00 (__TEXT,__text) non-external __fsi_get_user
00007ff802eb9cea (__TEXT,__text) non-external __fsi_get_validation
00007ff802ec6e9c (__TEXT,__text) non-external __fsi_parse_ether
00007ff802ec64cf (__TEXT,__text) non-external __fsi_read_netgroup_line
00007ff802eb9f60 (__TEXT,__text) non-external (was a private external) __fsi_tokenize
00007ff802eba211 (__TEXT,__text) non-external __fsi_validate
00007ff802ebf0f8 (__TEXT,__text) non-external (was a private external) __gai_addr_sort
00007ff8438ae168 (__DATA,__data) non-external __gai_load_libnetwork.load_once
00007ff802ecb9e2 (__TEXT,__text) non-external __gai_load_libnetwork_once
00007ff802eda3aa (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.1
00007ff802eda3dd (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.2
00007ff802eda411 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.3
00007ff802eda445 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.4
00007ff802eda479 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.5
00007ff8438ae9d0 (__DATA,__bss) non-external __gai_load_libnetwork_once.handle
00007ff8438ae160 (__DATA,__data) non-external __gai_log
00007ff802ecb494 (__TEXT,__text) external __gai_nat64_can_v4_address_be_synthesized
00007ff802eda376 (__TEXT,__text) non-external __gai_nat64_can_v4_address_be_synthesized.cold.1
00007ff802ecb53e (__TEXT,__text) non-external __gai_nat64_second_pass
00007ff802eb7b39 (__TEXT,__text) non-external __gai_nat64_synthesis
00007ff802eb7e34 (__TEXT,__text) non-external __gai_numerichost
00007ff802eb7acf (__TEXT,__text) non-external __gai_numericserv
00007ff802ebeef7 (__TEXT,__text) external __gai_serv_to_port
00007ff802ec199a (__TEXT,__text) external __gai_simple
00007ff802eb89c2 (__TEXT,__text) non-external __gai_sort_list
00007ff802ec934e (__TEXT,__text) external __getaddrinfo_interface_async_call
00007ff802ec84e1 (__TEXT,__text) non-external __getgrouplist_2_internal
00007ff802ec2017 (__TEXT,__text) external __getlong
00007ff802ec03ef (__TEXT,__text) external __getnameinfo_interface_async_call
00007ff802ec2007 (__TEXT,__text) external __getshort
00007ff802edbf30 (__TEXT,__const) non-external __group_compat_prefix
                 (undefined) external __inet_aton_check (from libsystem_c)
00007ff8436c7748 (__DATA_DIRTY,__bss) non-external __info_key
00007ff8436c7330 (__DATA_DIRTY,__data) non-external __info_key_initialized
00007ff8436c7740 (__DATA_DIRTY,__bss) non-external __info_key_ok
00007ff802ec9f19 (__TEXT,__text) non-external __is_v4addr_ifaddr
00007ff802ec9f77 (__TEXT,__text) non-external __is_v6addr_ifaddr
00007ff802ecd4af (__TEXT,__text) non-external __mbr_fork_child
00007ff802ebb476 (__TEXT,__text) non-external __mbr_fork_parent
00007ff802ebb41d (__TEXT,__text) non-external __mbr_fork_prepare
00007ff802eb38c2 (__TEXT,__text) non-external __mbr_od_available
00007ff802eb38ec (__TEXT,__text) non-external __mbr_xpc_pipe
00007ff802eda52a (__TEXT,__text) non-external __mbr_xpc_pipe.cold.1
00007ff8436c7738 (__DATA_DIRTY,__bss) non-external __mbr_xpc_pipe.once
00007ff802ec9ff3 (__TEXT,__text) non-external __mdns_atfork_child
00007ff802ebb452 (__TEXT,__text) non-external __mdns_atfork_parent
00007ff802ebb441 (__TEXT,__text) non-external __mdns_atfork_prepare
00007ff802ebe868 (__TEXT,__text) non-external __mdns_canonicalize
00007ff802ebcddd (__TEXT,__text) non-external __mdns_deadline
00007ff8438ae9b0 (__DATA,__bss) non-external __mdns_debug
00007ff802ebbf7f (__TEXT,__text) non-external __mdns_debug_message
00007ff8438ae9b8 (__DATA,__bss) non-external __mdns_generation
00007ff802ebe8b5 (__TEXT,__text) non-external __mdns_hostent_append_addr
00007ff802ebe787 (__TEXT,__text) non-external __mdns_hostent_append_alias
00007ff802ebdad1 (__TEXT,__text) non-external __mdns_hostent_clear
00007ff8438ae1f0 (__DATA,__data) non-external __mdns_mutex
00007ff8438ae970 (__DATA,__bss) non-external __mdns_old_sdref
00007ff802ebd210 (__TEXT,__text) non-external __mdns_pack_domain_name
00007ff802ebfe86 (__TEXT,__text) non-external __mdns_parse_domain_name
00007ff802ec2045 (__TEXT,__text) non-external __mdns_query
00007ff802ebd2ec (__TEXT,__text) non-external __mdns_query_callback
00007ff802ebda1a (__TEXT,__text) non-external __mdns_query_clear
00007ff802ebd8b0 (__TEXT,__text) non-external __mdns_query_is_complete
00007ff802ebce5d (__TEXT,__text) non-external __mdns_query_start
00007ff802ebdb88 (__TEXT,__text) non-external __mdns_reply_clear
00007ff8438ae968 (__DATA,__bss) non-external __mdns_sdref
00007ff802ebc080 (__TEXT,__text) non-external __mdns_search
00007ff802ebc0ed (__TEXT,__text) non-external __mdns_search_ex
00007ff8438ae870 (__DATA,__common) external __null_auth
00007ff802ec4310 (__TEXT,__text) non-external __od_fork_child
00007ff802ebb463 (__TEXT,__text) non-external __od_fork_parent
00007ff802ebb42e (__TEXT,__text) non-external __od_fork_prepare
00007ff802eb39f9 (__TEXT,__text) non-external (was a private external) __od_rpc_call
00007ff802eb4772 (__TEXT,__text) non-external __od_running
00007ff802eb47ab (__TEXT,__text) non-external __od_xpc_pipe
00007ff802eda02f (__TEXT,__text) non-external __od_xpc_pipe.cold.1
00007ff8436c7790 (__DATA_DIRTY,__bss) non-external __od_xpc_pipe.once
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_feature_enabled_simple_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
00007ff8438ae520 (__DATA,__common) external __res
00007ff802ed56f0 (__TEXT,__text) external __seterr_reply
00007ff802ec3174 (__TEXT,__text) external __si_disable_opendirectory
00007ff8438ae510 (__DATA,__common) non-external (was a private external) __si_opendirectory_disabled
00007ff802ed5f4b (__TEXT,__text) non-external (was a private external) __svcauth_null
00007ff802ed60cb (__TEXT,__text) non-external (was a private external) __svcauth_short
00007ff802ed5f53 (__TEXT,__text) non-external (was a private external) __svcauth_unix
00007ff802edbf20 (__TEXT,__const) non-external __user_compat_prefix
00007ff802eb48e0 (__TEXT,__text) non-external __xpc_query_key_id
00007ff802ec572b (__TEXT,__text) non-external __xpc_query_key_int
00007ff802ebada4 (__TEXT,__text) non-external __xpc_query_key_string
00007ff802ebb694 (__TEXT,__text) non-external __xpc_query_key_uuid
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_bool (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_int64 (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
00007ff802ecde8a (__TEXT,__text) external __yp_dobind
00007ff8438ae2c4 (__DATA,__data) non-external __yp_dobind.pid
00007ff8438ae770 (__DATA,__common) non-external (was a private external) __yp_domain
00007ff802ece399 (__TEXT,__text) non-external (was a private external) __yp_unbind
00007ff8438ae760 (__DATA,__common) non-external (was a private external) __ypbindlist
00007ff8438ae2c0 (__DATA,__data) non-external (was a private external) __yplib_timeout
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_with_reason (from libsystem_kernel)
                 (undefined) external _accept$NOCANCEL (from libsystem_kernel)
00007ff802ec86e1 (__TEXT,__text) external _alias_endent
00007ff802ec8612 (__TEXT,__text) external _alias_getbyname
00007ff802ec8678 (__TEXT,__text) external _alias_getent
00007ff802ec8667 (__TEXT,__text) external _alias_setent
00007ff802edbc80 (__TEXT,__const) non-external _align_64
00007ff802ebe9e5 (__TEXT,__text) non-external _append_addr
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asl_free (from libsystem_asl)
                 (undefined) external _asl_log (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asprintf (from libsystem_c)
                 (undefined) external _atoi (from libsystem_c)
00007ff840093df0 (__DATA_CONST,__const) non-external _auth_errlist
00007ff8438ae2f0 (__DATA,__data) non-external _auth_unix_ops
00007ff802ecf062 (__TEXT,__text) external _authnone_create
00007ff802ecf18c (__TEXT,__text) non-external _authnone_destroy
00007ff802ecf147 (__TEXT,__text) non-external _authnone_marshal
00007ff8438aea58 (__DATA,__bss) non-external _authnone_private
00007ff802ecf184 (__TEXT,__text) non-external _authnone_refresh
00007ff802ecf179 (__TEXT,__text) non-external _authnone_validate
00007ff802ecf173 (__TEXT,__text) non-external _authnone_verf
00007ff802ecf192 (__TEXT,__text) external _authunix_create
00007ff802ecf39c (__TEXT,__text) external _authunix_create_default
00007ff802ecf60e (__TEXT,__text) non-external _authunix_destroy
00007ff802ecf445 (__TEXT,__text) non-external _authunix_marshal
00007ff802ecf43f (__TEXT,__text) non-external _authunix_nextverf
00007ff802ecf513 (__TEXT,__text) non-external _authunix_refresh
00007ff802ecf468 (__TEXT,__text) non-external _authunix_validate
                 (undefined) external _bind (from libsystem_kernel)
00007ff802ecf947 (__TEXT,__text) external _bindresvport
00007ff802ecf768 (__TEXT,__text) external _bindresvport_sa
00007ff802ec9c11 (__TEXT,__text) external _bootparams_endent
00007ff802ec9bfb (__TEXT,__text) external _bootparams_getbyname
00007ff802ec9c03 (__TEXT,__text) external _bootparams_getent
00007ff802ec9c0b (__TEXT,__text) external _bootparams_setent
                 (undefined) external _bootstrap_look_up (from libxpc)
                 (undefined) external _bootstrap_look_up2 (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff8438aea60 (__DATA,__bss) non-external _buf
00007ff8438ae980 (__DATA,__bss) non-external _cache
00007ff802ec2f2b (__TEXT,__text) non-external _cache_alias_all
00007ff802ec2f11 (__TEXT,__text) non-external _cache_alias_byname
00007ff802ec2e42 (__TEXT,__text) non-external _cache_close
00007ff802eb45a5 (__TEXT,__text) non-external _cache_fetch_item
00007ff802ec0ae0 (__TEXT,__text) non-external _cache_fetch_list
