00007ff841d687c0 (__DATA,__data) external _NDR_record
00007ff8003bb1cc (__TEXT,__text) external ___guarded_open_np
00007ff8003c2c70 (__TEXT,__text) external ___identitysvc
00007ff8003bb3a3 (__TEXT,__text) external ___inc_remove_counter
00007ff8003c1ec8 (__TEXT,__text) external ___initgroups
00007ff8003bbc04 (__TEXT,__text) external ___ioctl
00007ff8003bbe90 (__TEXT,__text) external ___iopolicysys
00007ff8003c2c88 (__TEXT,__text) external ___kdebug_trace
00007ff8003ba818 (__TEXT,__text) external ___kdebug_trace64
00007ff8003c2ca0 (__TEXT,__text) external ___kdebug_trace_string
00007ff8003bcd98 (__TEXT,__text) external ___kdebug_typefilter
00007ff8003e0978 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
00007ff8003e0940 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
00007ff8003bed40 (__TEXT,__text) external ___kill
00007ff8003bd540 (__TEXT,__text) external ___kqueue_workloop_ctl
00007ff8003bcd28 (__TEXT,__text) external ___lchown
00007ff8003bcdaf (__TEXT,__text) external ___libkernel_init
00007ff8003c4131 (__TEXT,__text) external ___libkernel_init_after_boot_tasks
00007ff8003c4081 (__TEXT,__text) external ___libkernel_init_late
00007ff8003bcff6 (__TEXT,__text) external ___libkernel_platform_init
00007ff8003b8976 (__TEXT,__text) external ___libkernel_voucher_init
00007ff8003bf274 (__TEXT,__text) external ___listen
00007ff8003c2cb8 (__TEXT,__text) external ___log_data
00007ff8003b9a24 (__TEXT,__text) external ___lseek
00007ff8003bcbac (__TEXT,__text) external ___lstat64_extended
00007ff8003c2cd0 (__TEXT,__text) external ___lstat_extended
00007ff8003c2ce8 (__TEXT,__text) external ___mac_execve
00007ff8003c2d00 (__TEXT,__text) external ___mac_get_fd
00007ff8003c2d18 (__TEXT,__text) external ___mac_get_file
00007ff8003c2d30 (__TEXT,__text) external ___mac_get_link
00007ff8003c2d48 (__TEXT,__text) external ___mac_get_mount
00007ff8003c2d60 (__TEXT,__text) external ___mac_get_pid
00007ff8003c2d78 (__TEXT,__text) external ___mac_get_proc
00007ff8003c2d90 (__TEXT,__text) external ___mac_getfsstat
00007ff8003c2da8 (__TEXT,__text) external ___mac_mount
00007ff8003c2dc0 (__TEXT,__text) external ___mac_set_fd
00007ff8003c2dd8 (__TEXT,__text) external ___mac_set_file
00007ff8003c2df0 (__TEXT,__text) external ___mac_set_link
00007ff8003bf228 (__TEXT,__text) external ___mac_set_proc
00007ff8003b9ab8 (__TEXT,__text) external ___mac_syscall
00007ff8003c2e08 (__TEXT,__text) external ___mach_bridge_remote_time
00007ff8003c2e20 (__TEXT,__text) external ___mach_eventlink_signal
00007ff8003c2e38 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
00007ff8003c2e50 (__TEXT,__text) external ___mach_eventlink_wait_until
00007ff8003c2e68 (__TEXT,__text) external ___map_with_linking_np
00007ff8003c2e80 (__TEXT,__text) external ___memorystatus_available_memory
00007ff8003c2e98 (__TEXT,__text) external ___microstackshot
00007ff8003c2eb0 (__TEXT,__text) external ___mkdir_extended
00007ff8003c2ec8 (__TEXT,__text) external ___mkfifo_extended
00007ff8003b90a8 (__TEXT,__text) external ___mmap
00007ff8003bb560 (__TEXT,__text) external ___mprotect
00007ff8003c2ee0 (__TEXT,__text) external ___msgctl
00007ff8003c2ef8 (__TEXT,__text) external ___msgrcv_nocancel
00007ff8003c2f10 (__TEXT,__text) external ___msgsnd_nocancel
00007ff8003c2f28 (__TEXT,__text) external ___msgsys
00007ff8003bd4f4 (__TEXT,__text) external ___msync
00007ff8003c2f40 (__TEXT,__text) external ___msync_nocancel
00007ff8003bb2b4 (__TEXT,__text) external ___munmap
00007ff8003c2f58 (__TEXT,__text) external ___nexus_create
00007ff8003c2f70 (__TEXT,__text) external ___nexus_deregister
00007ff8003c2f88 (__TEXT,__text) external ___nexus_destroy
00007ff8003c2fa0 (__TEXT,__text) external ___nexus_get_opt
00007ff8003c2fb8 (__TEXT,__text) external ___nexus_open
00007ff8003c2fd0 (__TEXT,__text) external ___nexus_register
00007ff8003c2fe8 (__TEXT,__text) external ___nexus_set_opt
00007ff8003b8d5c (__TEXT,__text) external ___open
00007ff8003bcc98 (__TEXT,__text) external ___open_dprotected_np
00007ff8003c23b0 (__TEXT,__text) external ___open_extended
00007ff8003b8ffc (__TEXT,__text) external ___open_nocancel
00007ff8003b99dc (__TEXT,__text) external ___openat
00007ff8003c3000 (__TEXT,__text) external ___openat_dprotected_np
00007ff8003bcd58 (__TEXT,__text) external ___openat_nocancel
00007ff841d68888 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00007ff8003cdc9c (__TEXT,__text) external ___os_nexus_flow_add
00007ff8003cdd04 (__TEXT,__text) external ___os_nexus_flow_del
00007ff8003cdd6c (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff8003cdb22 (__TEXT,__text) external ___os_nexus_ifattach
00007ff8003cdc07 (__TEXT,__text) external ___os_nexus_ifdetach
00007ff8003bb630 (__TEXT,__text) external ___persona
00007ff8003bd50c (__TEXT,__text) external ___pipe
00007ff8003c3018 (__TEXT,__text) external ___poll_nocancel
00007ff8003be050 (__TEXT,__text) external ___posix_spawn
00007ff8003c3030 (__TEXT,__text) external ___pread_nocancel
00007ff8003c3048 (__TEXT,__text) external ___preadv_nocancel
00007ff8003b9628 (__TEXT,__text) external ___proc_info
00007ff8003c3060 (__TEXT,__text) external ___proc_info_extended_id
00007ff8003be6e4 (__TEXT,__text) external ___process_policy
00007ff8003bd33c (__TEXT,__text) external ___pselect
00007ff8003c3078 (__TEXT,__text) external ___pselect_nocancel
00007ff8003bb10c (__TEXT,__text) external ___psynch_cvbroad
00007ff8003bb5d0 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff8003bc1a8 (__TEXT,__text) external ___psynch_cvsignal
00007ff8003bb0f4 (__TEXT,__text) external ___psynch_cvwait
00007ff8003ba9c0 (__TEXT,__text) external ___psynch_mutexdrop
00007ff8003ba888 (__TEXT,__text) external ___psynch_mutexwait
00007ff8003c3090 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff8003c30a8 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff8003bc838 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff8003bc820 (__TEXT,__text) external ___psynch_rw_unlock
00007ff8003c30c0 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff8003c30d8 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff8003bc808 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff8003c30f0 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff8003c2124 (__TEXT,__text) external ___pthread_canceled
00007ff8003bdd94 (__TEXT,__text) external ___pthread_chdir
00007ff8003bdd7c (__TEXT,__text) external ___pthread_fchdir
00007ff8003bf1f8 (__TEXT,__text) external ___pthread_kill
00007ff8003c3108 (__TEXT,__text) external ___pthread_markcancel
00007ff8003be264 (__TEXT,__text) external ___pthread_sigmask
00007ff8003bf624 (__TEXT,__text) external ___ptrace
00007ff8003c3120 (__TEXT,__text) external ___pwrite_nocancel
00007ff8003c3138 (__TEXT,__text) external ___pwritev_nocancel
00007ff8003b9e68 (__TEXT,__text) external ___read_nocancel
00007ff8003c3150 (__TEXT,__text) external ___readv_nocancel
00007ff8003c3168 (__TEXT,__text) external ___reboot
00007ff8003c3180 (__TEXT,__text) external ___record_system_event
00007ff8003bbc4c (__TEXT,__text) external ___recvfrom
00007ff8003bbb1c (__TEXT,__text) external ___recvfrom_nocancel
00007ff8003bbf68 (__TEXT,__text) external ___recvmsg
00007ff8003c3198 (__TEXT,__text) external ___recvmsg_nocancel
00007ff843adc700 (__DATA_DIRTY,__bss) non-external ___remove_counter
00007ff8003bb38c (__TEXT,__text) external ___rename
00007ff8003c31b0 (__TEXT,__text) external ___renameat
00007ff8003c31c8 (__TEXT,__text) external ___renameatx_np
00007ff8003bb3c8 (__TEXT,__text) external ___rmdir
00007ff8003c2ce8 (__TEXT,__text) external ___sandbox_me
00007ff8003c2da8 (__TEXT,__text) external ___sandbox_mm
00007ff8003b9ab8 (__TEXT,__text) external ___sandbox_ms
00007ff8003bf228 (__TEXT,__text) external ___sandbox_msp
00007ff8003c1288 (__TEXT,__text) external ___select
00007ff8003bbb04 (__TEXT,__text) external ___select_nocancel
00007ff8003bffa8 (__TEXT,__text) external ___sem_open
00007ff8003c31e0 (__TEXT,__text) external ___sem_wait_nocancel
00007ff8003c31f8 (__TEXT,__text) external ___semctl
00007ff8003c3210 (__TEXT,__text) external ___semsys
00007ff8003bafc4 (__TEXT,__text) external ___semwait_signal
00007ff8003be27c (__TEXT,__text) external ___semwait_signal_nocancel
00007ff8003bcd70 (__TEXT,__text) external ___sendmsg
00007ff8003bbb4c (__TEXT,__text) external ___sendmsg_nocancel
00007ff8003bbc34 (__TEXT,__text) external ___sendto
00007ff8003bbabc (__TEXT,__text) external ___sendto_nocancel
00007ff8003bb0ac (__TEXT,__text) external ___setattrlist
00007ff8003c1eb0 (__TEXT,__text) external ___setlogin
00007ff8003bedcc (__TEXT,__text) external ___setpriority
00007ff8003c3228 (__TEXT,__text) external ___setregid
00007ff8003c3240 (__TEXT,__text) external ___setreuid
00007ff8003ba8ac (__TEXT,__text) external ___setrlimit
00007ff8003c3258 (__TEXT,__text) external ___setsgroups
00007ff8003bfddc (__TEXT,__text) external ___settid
00007ff8003c3270 (__TEXT,__text) external ___settid_with_pid
00007ff8003c3288 (__TEXT,__text) external ___settimeofday
00007ff8003c32a0 (__TEXT,__text) external ___setwgroups
00007ff8003c0000 (__TEXT,__text) external ___sfi_ctl
00007ff8003c32b8 (__TEXT,__text) external ___sfi_pidctl
00007ff8003c32d0 (__TEXT,__text) external ___shared_region_check_np
00007ff8003c32e8 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff8003b99ac (__TEXT,__text) external ___shm_open
00007ff8003c3300 (__TEXT,__text) external ___shmctl
00007ff8003c3318 (__TEXT,__text) external ___shmsys
00007ff8003bd558 (__TEXT,__text) external ___sigaction
00007ff8003bb064 (__TEXT,__text) external ___sigaltstack
00007ff8003c1a28 (__TEXT,__text) external ___sigreturn
00007ff8003c3330 (__TEXT,__text) external ___sigsuspend
00007ff8003be2a8 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff8003c1a58 (__TEXT,__text) external ___sigwait
00007ff8003bbb34 (__TEXT,__text) external ___socketpair
00007ff8003c3348 (__TEXT,__text) external ___stack_snapshot_with_config
00007ff8003bcb7c (__TEXT,__text) external ___stat64_extended
00007ff8003c3360 (__TEXT,__text) external ___stat_extended
00007ff8003ba1c4 (__TEXT,__text) external ___syscall
00007ff841d68850 (__DATA,__common) external ___syscall_logger
00007ff8003b98f8 (__TEXT,__text) external ___sysctl
00007ff8003b9a60 (__TEXT,__text) external ___sysctlbyname
00007ff8003c3378 (__TEXT,__text) external ___telemetry
00007ff8003c0b94 (__TEXT,__text) external ___terminate_with_payload
00007ff8003b9d1c (__TEXT,__text) external ___thread_selfid
00007ff8003c3390 (__TEXT,__text) external ___thread_selfusage
00007ff8003b9d34 (__TEXT,__text) external ___ulock_wait
00007ff8003c33a8 (__TEXT,__text) external ___ulock_wait2
00007ff8003b9db8 (__TEXT,__text) external ___ulock_wake
00007ff8003c33c0 (__TEXT,__text) external ___umask_extended
00007ff8003bb660 (__TEXT,__text) external ___unlink
00007ff8003c02a0 (__TEXT,__text) external ___unlinkat
00007ff8003c33d8 (__TEXT,__text) external ___vfork
00007ff8003be214 (__TEXT,__text) external ___wait4
00007ff8003c2398 (__TEXT,__text) external ___wait4_nocancel
00007ff8003c3430 (__TEXT,__text) external ___waitid_nocancel
00007ff8003bf77c (__TEXT,__text) external ___work_interval_ctl
00007ff8003b9ca4 (__TEXT,__text) external ___workq_kernreturn
00007ff8003b9cbc (__TEXT,__text) external ___workq_open
00007ff8003bb5e8 (__TEXT,__text) external ___write_nocancel
00007ff8003c3448 (__TEXT,__text) external ___writev_nocancel
00007ff841d68840 (__DATA,__common) external __cpu_capabilities
00007ff841d6883c (__DATA,__common) external __cpu_has_altivec
00007ff843adc010 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
00007ff843adc6d8 (__DATA_DIRTY,__bss) non-external __dlsym
00007ff8003c4d03 (__TEXT,__text) non-external __execve_with_filter
00007ff8003be2c0 (__TEXT,__text) external __exit
00007ff8003bcfc8 (__TEXT,__text) external __get_cpu_capabilities
00007ff841d68870 (__DATA,__bss) non-external __gethostuuid_callback
00007ff8003c80d5 (__TEXT,__text) external __getprivatesystemidentifier
00007ff8003d278a (__TEXT,__text) external __host_page_size
00007ff8003bcfb5 (__TEXT,__text) external __init_cpu_capabilities
00007ff8003d34f4 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff8003d450e (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8003d4f83 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff8003d4427 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff8003d4e5b (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff8003b845c (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff8003d656b (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff8003d5984 (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff8003b84b0 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff8003d4705 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff8003b8468 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff8003d4621 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff8003d5ab2 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff8003b84bc (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff8003d5455 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff8003d577c (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff8003b84a4 (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff8003c06da (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff8003c0ecc (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff8003b8564 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff8003bc88f (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff8003baead (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff8003d6421 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff8003c1fef (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff8003d51a7 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff8003d5b9d (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff8003b8570 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff8003d5f88 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff8003d5695 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff8003b8498 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff8003d4c76 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff8003b848c (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff8003d630a (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff8003d5575 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff8003d5863 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff8003d6160 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff8003d47eb (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff8003b8474 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff8003d4b8c (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff8003b8480 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff8003d41ed (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff8003d48d5 (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff8003d4340 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff8003bb68f (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff8003b8660 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff8003ba65f (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff8003c1eff (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff8003d4aa4 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff8003d4d71 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff8003d5d70 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff8003d52ba (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff8003d5e75 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff8003d6074 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff8003bf801 (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff8003b8654 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff8003d5c88 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff8003b857c (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff8003dc8d5 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff8003d66ab (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff8003b8414 (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff8003d67ca (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff8003b842c (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff8003b963d (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff8003b8450 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff8003d68b3 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff8003b8444 (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff8003d74f5 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff8003b8420 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff8003d6a8f (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff8003d7127 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff8003d78f2 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff8003e0258 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff8003d50c3 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff8003bc656 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff8003bd3c2 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff8003de680 (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8003c21d3 (__TEXT,__text) external __kernelrpc_vm_map
00007ff8003df86b (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff8003bfe71 (__TEXT,__text) external __kernelrpc_vm_read
00007ff8003ba319 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff8003df987 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff8003c417b (__TEXT,__text) non-external __libkernel_bzero
00007ff843adc6d0 (__DATA_DIRTY,__bss) non-external __libkernel_functions
00007ff84002d460 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8003c4205 (__TEXT,__text) non-external __libkernel_memmove
00007ff8003c4185 (__TEXT,__text) non-external __libkernel_memset
00007ff8003c415a (__TEXT,__text) non-external __libkernel_strchr
00007ff8003bcfd8 (__TEXT,__text) non-external __libkernel_strcmp
00007ff8003c458e (__TEXT,__text) non-external __libkernel_strcpy
00007ff843adc020 (__DATA_DIRTY,__data) non-external __libkernel_string_functions
00007ff8003c4e4d (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8003c3f92 (__TEXT,__text) non-external __libkernel_strlen
00007ff843adc028 (__DATA_DIRTY,__data) non-external __libkernel_voucher_functions
00007ff8003e0910 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff8003c6224 (__TEXT,__text) non-external __mach_continuous_time
00007ff84002ee30 (__DATA_CONST,__const) external __mach_errors
00007ff8003c66e2 (__TEXT,__text) external __mach_fork_child
00007ff8003c6de1 (__TEXT,__text) external __mach_snprintf
00007ff8003c6c56 (__TEXT,__text) external __mach_vsnprintf
00007ff843adc080 (__DATA_DIRTY,__common) external __os_alloc_once_table
00007ff841d68810 (__DATA,__common) external __os_xbs_chrooted
00007ff8003bd93d (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff8003c45b6 (__TEXT,__text) non-external __posix_spawn_with_filter
00007ff8003c80da (__TEXT,__text) external __register_gethostuuid_callback
00007ff8003c4345 (__TEXT,__text) non-external __system_version_compat_check_path_suffix
00007ff8003c43c1 (__TEXT,__text) non-external __system_version_compat_open_shim
00007ff843adc6e8 (__DATA_DIRTY,__bss) non-external __task_reply_port
00007ff8003c3f68 (__TEXT,__text) external __thread_set_tsd_base
00007ff8003e0762 (__TEXT,__text) non-external _abort
00007ff8003e0783 (__TEXT,__text) non-external _abort.561
00007ff8003e07a4 (__TEXT,__text) non-external _abort.563
00007ff8003e07c7 (__TEXT,__text) non-external _abort.586
00007ff8003e0877 (__TEXT,__text) external _abort_with_payload
00007ff8003e07fc (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff8003e07e9 (__TEXT,__text) external _abort_with_reason
00007ff8003bf28c (__TEXT,__text) external _accept
00007ff8003c2a60 (__TEXT,__text) external _accept$NOCANCEL
00007ff8003b8d44 (__TEXT,__text) external _access
00007ff8003c2a78 (__TEXT,__text) external _accessx_np
00007ff8003c3460 (__TEXT,__text) external _acct
00007ff8003dd4e8 (__TEXT,__text) external _act_get_state
00007ff8003dd6a2 (__TEXT,__text) external _act_set_state
00007ff8003c3478 (__TEXT,__text) external _adjtime
00007ff8003c3490 (__TEXT,__text) external _aio_cancel
00007ff8003c34a8 (__TEXT,__text) external _aio_error
00007ff8003c34c0 (__TEXT,__text) external _aio_fsync
00007ff8003c34d8 (__TEXT,__text) external _aio_read
00007ff8003c34f0 (__TEXT,__text) external _aio_return
00007ff8003c3508 (__TEXT,__text) external _aio_suspend
00007ff8003c2a90 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff8003c3520 (__TEXT,__text) external _aio_write
00007ff8003c3538 (__TEXT,__text) external _audit
00007ff8003c1a40 (__TEXT,__text) external _audit_session_join
00007ff8003c18e4 (__TEXT,__text) external _audit_session_port
00007ff8003bb854 (__TEXT,__text) external _audit_session_self
00007ff8003c3550 (__TEXT,__text) external _auditctl
00007ff8003bffd8 (__TEXT,__text) external _auditon
00007ff8003be778 (__TEXT,__text) external _bind
00007ff843adc034 (__DATA_DIRTY,__common) external _bootstrap_port
00007ff8003b99f4 (__TEXT,__text) external _cerror
00007ff8003b8ceb (__TEXT,__text) external _cerror_nocancel
00007ff8003bb7e0 (__TEXT,__text) external _change_fdguard_np
00007ff8003b9ad0 (__TEXT,__text) external _chdir
00007ff8003bed58 (__TEXT,__text) external _chflags
00007ff8003bb3e0 (__TEXT,__text) external _chmod
00007ff8003be760 (__TEXT,__text) external _chown
00007ff8003c3568 (__TEXT,__text) external _chroot
00007ff8003cfddd (__TEXT,__text) external _clock_alarm
00007ff8003cfc0f (__TEXT,__text) external _clock_alarm_reply
00007ff8003cfc72 (__TEXT,__text) external _clock_get_attributes
00007ff8003bca0a (__TEXT,__text) external _clock_get_time
