000000018244b868 (__DATA,__data) external _NDR_record
0000000180356e04 (__TEXT,__text) external ___microstackshot
0000000180356e30 (__TEXT,__text) external ___mkdir_extended
0000000180356e5c (__TEXT,__text) external ___mkfifo_extended
0000000180356e88 (__TEXT,__text) external ___mmap
0000000180356eb4 (__TEXT,__text) external ___mprotect
0000000180356ee0 (__TEXT,__text) external ___msgctl
0000000180356f0c (__TEXT,__text) external ___msgrcv_nocancel
0000000180356f38 (__TEXT,__text) external ___msgsnd_nocancel
0000000180356f64 (__TEXT,__text) external ___msgsys
0000000180356f90 (__TEXT,__text) external ___msync
0000000180356fbc (__TEXT,__text) external ___msync_nocancel
0000000180356fe8 (__TEXT,__text) external ___munmap
0000000180357014 (__TEXT,__text) external ___nexus_create
0000000180357040 (__TEXT,__text) external ___nexus_deregister
000000018035706c (__TEXT,__text) external ___nexus_destroy
0000000180357098 (__TEXT,__text) external ___nexus_get_opt
00000001803570c4 (__TEXT,__text) external ___nexus_open
00000001803570f0 (__TEXT,__text) external ___nexus_register
000000018035711c (__TEXT,__text) external ___nexus_set_opt
0000000180357148 (__TEXT,__text) external ___open
0000000180357174 (__TEXT,__text) external ___open_dprotected_np
00000001803571a0 (__TEXT,__text) external ___open_extended
00000001803571cc (__TEXT,__text) external ___open_nocancel
00000001803571f8 (__TEXT,__text) external ___openat
0000000180357224 (__TEXT,__text) external ___openat_dprotected_np
0000000180357250 (__TEXT,__text) external ___openat_nocancel
000000018244bf88 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
0000000180368de0 (__TEXT,__text) external ___os_nexus_flow_add
0000000180368e64 (__TEXT,__text) external ___os_nexus_flow_del
0000000180368ee8 (__TEXT,__text) external ___os_nexus_get_llink_info
0000000180368c1c (__TEXT,__text) external ___os_nexus_ifattach
0000000180368d30 (__TEXT,__text) external ___os_nexus_ifdetach
000000018035727c (__TEXT,__text) external ___persona
00000001803572a8 (__TEXT,__text) external ___pipe
00000001803572e0 (__TEXT,__text) external ___poll_nocancel
000000018035730c (__TEXT,__text) external ___posix_spawn
0000000180357338 (__TEXT,__text) external ___pread_nocancel
0000000180357364 (__TEXT,__text) external ___preadv_nocancel
0000000180357390 (__TEXT,__text) external ___proc_info
00000001803573bc (__TEXT,__text) external ___proc_info_extended_id
00000001803573e8 (__TEXT,__text) external ___process_policy
0000000180357414 (__TEXT,__text) external ___pselect
0000000180357440 (__TEXT,__text) external ___pselect_nocancel
000000018035746c (__TEXT,__text) external ___psynch_cvbroad
0000000180357498 (__TEXT,__text) external ___psynch_cvclrprepost
00000001803574c4 (__TEXT,__text) external ___psynch_cvsignal
00000001803574f0 (__TEXT,__text) external ___psynch_cvwait
000000018035751c (__TEXT,__text) external ___psynch_mutexdrop
0000000180357548 (__TEXT,__text) external ___psynch_mutexwait
0000000180357574 (__TEXT,__text) external ___psynch_rw_downgrade
00000001803575a0 (__TEXT,__text) external ___psynch_rw_longrdlock
00000001803575cc (__TEXT,__text) external ___psynch_rw_rdlock
00000001803575f8 (__TEXT,__text) external ___psynch_rw_unlock
0000000180357624 (__TEXT,__text) external ___psynch_rw_unlock2
0000000180357650 (__TEXT,__text) external ___psynch_rw_upgrade
000000018035767c (__TEXT,__text) external ___psynch_rw_wrlock
00000001803576a8 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00000001803576d4 (__TEXT,__text) external ___pthread_canceled
0000000180357700 (__TEXT,__text) external ___pthread_chdir
000000018035772c (__TEXT,__text) external ___pthread_fchdir
0000000180357758 (__TEXT,__text) external ___pthread_kill
0000000180357784 (__TEXT,__text) external ___pthread_markcancel
00000001803577b0 (__TEXT,__text) external ___pthread_sigmask
00000001803577dc (__TEXT,__text) external ___ptrace
0000000180357814 (__TEXT,__text) external ___pwrite_nocancel
0000000180357840 (__TEXT,__text) external ___pwritev_nocancel
000000018035786c (__TEXT,__text) external ___read_nocancel
0000000180357898 (__TEXT,__text) external ___readv_nocancel
00000001803578c4 (__TEXT,__text) external ___reboot
00000001803578f0 (__TEXT,__text) external ___record_system_event
000000018035791c (__TEXT,__text) external ___recvfrom
0000000180357948 (__TEXT,__text) external ___recvfrom_nocancel
0000000180357974 (__TEXT,__text) external ___recvmsg
00000001803579a0 (__TEXT,__text) external ___recvmsg_nocancel
000000018244bfa8 (__DATA,__bss) non-external ___remove_counter
00000001803579cc (__TEXT,__text) external ___rename
00000001803579f8 (__TEXT,__text) external ___renameat
0000000180357a24 (__TEXT,__text) external ___renameatx_np
0000000180357a50 (__TEXT,__text) external ___rmdir
0000000180356a94 (__TEXT,__text) external ___sandbox_me
0000000180356bf4 (__TEXT,__text) external ___sandbox_mm
0000000180356cd0 (__TEXT,__text) external ___sandbox_ms
0000000180356ca4 (__TEXT,__text) external ___sandbox_msp
0000000180357a7c (__TEXT,__text) external ___select
0000000180357aa8 (__TEXT,__text) external ___select_nocancel
0000000180357ad4 (__TEXT,__text) external ___sem_open
0000000180357b00 (__TEXT,__text) external ___sem_wait_nocancel
0000000180357b2c (__TEXT,__text) external ___semctl
0000000180357b58 (__TEXT,__text) external ___semsys
0000000180357b84 (__TEXT,__text) external ___semwait_signal
0000000180357bb0 (__TEXT,__text) external ___semwait_signal_nocancel
0000000180357bdc (__TEXT,__text) external ___sendmsg
0000000180357c08 (__TEXT,__text) external ___sendmsg_nocancel
0000000180357c34 (__TEXT,__text) external ___sendto
0000000180357c60 (__TEXT,__text) external ___sendto_nocancel
0000000180357c8c (__TEXT,__text) external ___setattrlist
0000000180357cb8 (__TEXT,__text) external ___setlogin
0000000180357ce4 (__TEXT,__text) external ___setpriority
0000000180357d10 (__TEXT,__text) external ___setregid
0000000180357d3c (__TEXT,__text) external ___setreuid
0000000180357d68 (__TEXT,__text) external ___setrlimit
0000000180357d94 (__TEXT,__text) external ___setsgroups
0000000180357dc0 (__TEXT,__text) external ___settid
0000000180357dec (__TEXT,__text) external ___settid_with_pid
0000000180357e18 (__TEXT,__text) external ___settimeofday
0000000180357e44 (__TEXT,__text) external ___setwgroups
0000000180357e70 (__TEXT,__text) external ___sfi_ctl
0000000180357e9c (__TEXT,__text) external ___sfi_pidctl
0000000180357ec8 (__TEXT,__text) external ___shared_region_check_np
0000000180357ef4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
0000000180357f20 (__TEXT,__text) external ___shm_open
0000000180357f4c (__TEXT,__text) external ___shmctl
0000000180357f78 (__TEXT,__text) external ___shmsys
0000000180357fa4 (__TEXT,__text) external ___sigaction
0000000180357fd0 (__TEXT,__text) external ___sigaltstack
0000000180357ffc (__TEXT,__text) external ___sigreturn
0000000180358028 (__TEXT,__text) external ___sigsuspend
0000000180358054 (__TEXT,__text) external ___sigsuspend_nocancel
0000000180358080 (__TEXT,__text) external ___sigwait
00000001803580ac (__TEXT,__text) external ___socketpair
00000001803580d8 (__TEXT,__text) external ___stack_snapshot_with_config
0000000180358104 (__TEXT,__text) external ___stat64_extended
0000000180358130 (__TEXT,__text) external ___stat_extended
000000018035815c (__TEXT,__text) external ___syscall
000000018244bf48 (__DATA,__common) external ___syscall_logger
0000000180358198 (__TEXT,__text) external ___sysctl
00000001803581c4 (__TEXT,__text) external ___sysctlbyname
00000001803581f0 (__TEXT,__text) external ___telemetry
000000018035821c (__TEXT,__text) external ___terminate_with_payload
0000000180358248 (__TEXT,__text) external ___thread_selfid
0000000180358274 (__TEXT,__text) external ___thread_selfusage
00000001803582a0 (__TEXT,__text) external ___ulock_wait
00000001803582cc (__TEXT,__text) external ___ulock_wait2
00000001803582f8 (__TEXT,__text) external ___ulock_wake
0000000180358324 (__TEXT,__text) external ___umask_extended
0000000180358350 (__TEXT,__text) external ___unlink
000000018035837c (__TEXT,__text) external ___unlinkat
00000001803583a8 (__TEXT,__text) external ___vfork
0000000180358418 (__TEXT,__text) external ___wait4
0000000180358444 (__TEXT,__text) external ___wait4_nocancel
0000000180358470 (__TEXT,__text) external ___waitid_nocancel
000000018035849c (__TEXT,__text) external ___work_interval_ctl
00000001803584c8 (__TEXT,__text) external ___workq_kernreturn
00000001803584f4 (__TEXT,__text) external ___workq_open
0000000180358520 (__TEXT,__text) external ___write_nocancel
000000018035854c (__TEXT,__text) external ___writev_nocancel
000000018244b900 (__DATA,__common) external __cpu_capabilities
000000018244b904 (__DATA,__common) external __cpu_has_altivec
000000018244b698 (__DATA,__data) external __current_pid
000000018244bf60 (__DATA,__bss) non-external __dlsym
0000000180356340 (__TEXT,__text) external __exit
0000000180355d10 (__TEXT,__text) external __get_cpu_capabilities
000000018244bf80 (__DATA,__bss) non-external __gethostuuid_callback
0000000180360454 (__TEXT,__text) external __getprivatesystemidentifier
000000018036f928 (__TEXT,__text) external __host_page_size
00000001803699bc (__TEXT,__text) external __init_cpu_capabilities
00000001803710c4 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000000180372508 (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000000180373aa8 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00000001803723ec (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
000000018037393c (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
0000000180355844 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00000001803757dc (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
000000018037494c (__TEXT,__text) external __kernelrpc_mach_port_construct
0000000180355898 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
0000000180372774 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000180355850 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000180372658 (__TEXT,__text) external __kernelrpc_mach_port_destroy
0000000180374ac0 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00000001803558a4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
0000000180374080 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
000000018037445c (__TEXT,__text) external __kernelrpc_mach_port_extract_member
000000018035588c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
0000000180373378 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
000000018037360c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
000000018035594c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
0000000180374578 (__TEXT,__text) external __kernelrpc_mach_port_get_context
0000000180372890 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
0000000180375624 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
0000000180372e1c (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
0000000180373d4c (__TEXT,__text) external __kernelrpc_mach_port_get_srights
0000000180374be0 (__TEXT,__text) external __kernelrpc_mach_port_guard
0000000180355958 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00000001803750bc (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
0000000180374340 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
0000000180355880 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000000180373248 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
0000000180355874 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00000001803754d4 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00000001803741e0 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00000001803747e8 (__TEXT,__text) external __kernelrpc_mach_port_kobject
0000000180375304 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00000001803729e0 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
000000018035585c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
0000000180372fa4 (__TEXT,__text) external __kernelrpc_mach_port_move_member
0000000180355868 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
0000000180371fcc (__TEXT,__text) external __kernelrpc_mach_port_names
0000000180372b00 (__TEXT,__text) external __kernelrpc_mach_port_peek
00000001803722d0 (__TEXT,__text) external __kernelrpc_mach_port_rename
00000001803730c0 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
0000000180355a48 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00000001803737e8 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00000001803746c8 (__TEXT,__text) external __kernelrpc_mach_port_set_context
0000000180372d00 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00000001803734f0 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
0000000180374e24 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
0000000180373e9c (__TEXT,__text) external __kernelrpc_mach_port_space_info
0000000180374f6c (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00000001803751e0 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000000180372180 (__TEXT,__text) external __kernelrpc_mach_port_type
0000000180355a3c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
0000000180374d04 (__TEXT,__text) external __kernelrpc_mach_port_unguard
0000000180355964 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
000000018037e764 (__TEXT,__text) external __kernelrpc_mach_task_is_self
0000000180375930 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00000001803557fc (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
0000000180375a8c (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
0000000180355814 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00000001803766fc (__TEXT,__text) external __kernelrpc_mach_vm_map
0000000180355838 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
0000000180375bac (__TEXT,__text) external __kernelrpc_mach_vm_protect
000000018035582c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00000001803772a0 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
0000000180355808 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
0000000180375df4 (__TEXT,__text) external __kernelrpc_mach_vm_read
00000001803769e8 (__TEXT,__text) external __kernelrpc_mach_vm_remap
0000000180377730 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00000001803846ec (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
0000000180373c30 (__TEXT,__text) external __kernelrpc_task_set_port_space
0000000180380c2c (__TEXT,__text) external __kernelrpc_thread_policy
0000000180380d94 (__TEXT,__text) external __kernelrpc_thread_policy_set
0000000180381698 (__TEXT,__text) external __kernelrpc_thread_set_policy
0000000180382af8 (__TEXT,__text) external __kernelrpc_vm_map
000000018038369c (__TEXT,__text) external __kernelrpc_vm_purgable_control
00000001803821f0 (__TEXT,__text) external __kernelrpc_vm_read
0000000180382de4 (__TEXT,__text) external __kernelrpc_vm_remap
00000001803837f4 (__TEXT,__text) external __kernelrpc_vm_remap_new
000000018035aed8 (__TEXT,__text) non-external __libkernel_bzero
000000018244bf58 (__DATA,__bss) non-external __libkernel_functions
0000000182489b20 (__AUTH_CONST,__const) non-external __libkernel_generic_string_functions
000000018035af6c (__TEXT,__text) non-external __libkernel_memmove
000000018035aee4 (__TEXT,__text) non-external __libkernel_memset
000000018035ae78 (__TEXT,__text) non-external __libkernel_strchr
000000018035aeb0 (__TEXT,__text) non-external __libkernel_strcmp
000000018035b088 (__TEXT,__text) non-external __libkernel_strcpy
000000018244b6a0 (__DATA,__data) non-external __libkernel_string_functions
000000018035b0d0 (__TEXT,__text) non-external __libkernel_strlcpy
000000018035ace0 (__TEXT,__text) non-external __libkernel_strlen
000000018244b6a8 (__DATA,__data) non-external __libkernel_voucher_functions
00000001803859b0 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
000000018035c868 (__TEXT,__text) non-external __mach_continuous_time
0000000180427608 (__DATA_CONST,__const) external __mach_errors
000000018035d024 (__TEXT,__text) external __mach_fork_child
000000018035e448 (__TEXT,__text) external __mach_snprintf
000000018035e2bc (__TEXT,__text) external __mach_vsnprintf
000000018244b908 (__DATA,__common) external __os_alloc_once_table
0000000180361d34 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
0000000180360458 (__TEXT,__text) external __register_gethostuuid_callback
000000018244bf6c (__DATA,__bss) non-external __task_reply_port
000000018035aaf0 (__TEXT,__text) external __thread_set_tsd_base
0000000180384ea8 (__TEXT,__text) non-external _abort
0000000180384ecc (__TEXT,__text) non-external _abort.380
0000000180384ef0 (__TEXT,__text) non-external _abort.382
0000000180384f14 (__TEXT,__text) non-external _abort.393
0000000180384fe4 (__TEXT,__text) external _abort_with_payload
0000000180384f58 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0000000180384f38 (__TEXT,__text) external _abort_with_reason
0000000180355e44 (__TEXT,__text) external _accept
0000000180355e70 (__TEXT,__text) external _accept$NOCANCEL
0000000180358578 (__TEXT,__text) external _access
0000000180355e9c (__TEXT,__text) external _accessx_np
00000001803585a4 (__TEXT,__text) external _acct
000000018037f5f0 (__TEXT,__text) external _act_get_state
000000018037f7d4 (__TEXT,__text) external _act_set_state
00000001803585d0 (__TEXT,__text) external _adjtime
00000001803585fc (__TEXT,__text) external _aio_cancel
0000000180358628 (__TEXT,__text) external _aio_error
0000000180358654 (__TEXT,__text) external _aio_fsync
0000000180358680 (__TEXT,__text) external _aio_read
00000001803586ac (__TEXT,__text) external _aio_return
00000001803586d8 (__TEXT,__text) external _aio_suspend
0000000180355ec8 (__TEXT,__text) external _aio_suspend$NOCANCEL
0000000180358704 (__TEXT,__text) external _aio_write
0000000180358730 (__TEXT,__text) external _audit
000000018035875c (__TEXT,__text) external _audit_session_join
0000000180358788 (__TEXT,__text) external _audit_session_port
00000001803587b4 (__TEXT,__text) external _audit_session_self
00000001803587e0 (__TEXT,__text) external _auditctl
000000018035880c (__TEXT,__text) external _auditon
0000000180355ef4 (__TEXT,__text) external _bind
000000018244b8bc (__DATA,__common) external _bootstrap_port
000000018035e708 (__TEXT,__text) external _cerror
000000018035e6e4 (__TEXT,__text) external _cerror_nocancel
0000000180358838 (__TEXT,__text) external _change_fdguard_np
0000000180358864 (__TEXT,__text) external _chdir
0000000180358890 (__TEXT,__text) external _chflags
0000000180360d74 (__TEXT,__text) external _chmod
00000001803588bc (__TEXT,__text) external _chown
00000001803588e8 (__TEXT,__text) external _chroot
000000018036c360 (__TEXT,__text) external _clock_alarm
000000018036bff8 (__TEXT,__text) external _clock_alarm_reply
000000018036c1a0 (__TEXT,__text) external _clock_get_attributes
000000018036c060 (__TEXT,__text) external _clock_get_time
000000018036bea4 (__TEXT,__text) external _clock_set_attributes
000000018036bd8c (__TEXT,__text) external _clock_set_time
000000018035c9dc (__TEXT,__text) external _clock_sleep
0000000180355a18 (__TEXT,__text) external _clock_sleep_trap
000000018035c844 (__TEXT,__text) external _clonefile
0000000180358914 (__TEXT,__text) external _clonefileat
0000000180358940 (__TEXT,__text) external _close
0000000180356104 (__TEXT,__text) external _close$NOCANCEL
0000000180367158 (__TEXT,__text) external _coalition_create
00000001803671c8 (__TEXT,__text) external _coalition_info_resource_usage
0000000180367238 (__TEXT,__text) external _coalition_info_set_efficiency
0000000180367200 (__TEXT,__text) external _coalition_info_set_name
0000000180367274 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
0000000180367198 (__TEXT,__text) external _coalition_reap
0000000180367168 (__TEXT,__text) external _coalition_terminate
00000001803561b4 (__TEXT,__text) external _connect
00000001803561e0 (__TEXT,__text) external _connect$NOCANCEL
000000018035896c (__TEXT,__text) external _connectx
0000000180358998 (__TEXT,__text) external _csops
00000001803589c4 (__TEXT,__text) external _csops_audittoken
0000000180367354 (__TEXT,__text) external _csr_check
0000000180367384 (__TEXT,__text) external _csr_get_active_config
0000000180355aa8 (__TEXT,__text) external _debug_control_port_for_pid
000000018036757c (__TEXT,__text) external _debug_syscall_reject
000000018036746c (__TEXT,__text) external _debug_syscall_reject_config
000000018244b860 (__DATA,__data) external _denap_boost_assertion_token
00000001803589f0 (__TEXT,__text) external _disconnectx
000000018035cc44 (__TEXT,__text) non-external _do_compat
0000000180358a1c (__TEXT,__text) external _dup
0000000180358a48 (__TEXT,__text) external _dup2
0000000180427008 (__DATA_CONST,__const) non-external _err_codes_auth
0000000180426e98 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000180427200 (__DATA_CONST,__const) non-external _err_codes_exception
0000000180426ed8 (__DATA_CONST,__const) non-external _err_codes_execd
0000000180426fd8 (__DATA_CONST,__const) non-external _err_codes_io
0000000180426a80 (__DATA_CONST,__const) non-external _err_codes_kern
00000001804271d0 (__DATA_CONST,__const) non-external _err_codes_loader
00000001804275b8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000180427530 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000180427478 (__DATA_CONST,__const) non-external _err_codes_mach_send
00000001804271a0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000180427438 (__DATA_CONST,__const) non-external _err_codes_mig
0000000180426ef8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000180426e78 (__DATA_CONST,__const) non-external _err_codes_netname
0000000180426f48 (__DATA_CONST,__const) non-external _err_codes_ns
00000001804273f0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000180427390 (__DATA_CONST,__const) non-external _err_codes_send
0000000180427110 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000180426f18 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180426f10 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000180426c48 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180427050 (__DATA_CONST,__const) non-external _err_codes_us
