                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff80e721f55 (__TEXT,__text) external _CMCloneProfileRef
00007ff8426d0398 (__DATA,__bss) non-external _CMGetDeviceDefaultProfileID.func
00007ff80e7217bc (__TEXT,__text) external _CMGetDeviceFactoryProfiles
00007ff8426d0390 (__DATA,__bss) non-external _CMGetDeviceFactoryProfiles.func
00007ff80e721762 (__TEXT,__text) external _CMGetDeviceInfo
00007ff8426d0388 (__DATA,__bss) non-external _CMGetDeviceInfo.func
00007ff80e721705 (__TEXT,__text) external _CMGetDeviceProfile
00007ff8426d0380 (__DATA,__bss) non-external _CMGetDeviceProfile.func
00007ff80e7216ab (__TEXT,__text) external _CMGetDeviceState
00007ff8426d0378 (__DATA,__bss) non-external _CMGetDeviceState.func
00007ff80e721651 (__TEXT,__text) external _CMGetDeviceTrackingByUse
00007ff8426d0370 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.func
00007ff80e7215f7 (__TEXT,__text) external _CMGetGammaByAVID
00007ff8426d0368 (__DATA,__bss) non-external _CMGetGammaByAVID.func
00007ff80e72152e (__TEXT,__text) external _CMGetIndNamedColorValue
00007ff8426d0360 (__DATA,__bss) non-external _CMGetIndNamedColorValue.func
00007ff80e721465 (__TEXT,__text) external _CMGetIndProfileElement
00007ff8426d0358 (__DATA,__bss) non-external _CMGetIndProfileElement.func
00007ff80e721390 (__TEXT,__text) external _CMGetIndProfileElementInfo
00007ff8426d0350 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.func
00007ff80e7212d9 (__TEXT,__text) external _CMGetNamedColorIndex
00007ff8426d0348 (__DATA,__bss) non-external _CMGetNamedColorIndex.func
00007ff80e7211f2 (__TEXT,__text) external _CMGetNamedColorInfo
00007ff8426d0340 (__DATA,__bss) non-external _CMGetNamedColorInfo.func
00007ff80e72113b (__TEXT,__text) external _CMGetNamedColorName
00007ff8426d0338 (__DATA,__bss) non-external _CMGetNamedColorName.func
00007ff80e72106f (__TEXT,__text) external _CMGetNamedColorValue
00007ff8426d0330 (__DATA,__bss) non-external _CMGetNamedColorValue.func
00007ff80e720f2a (__TEXT,__text) external _CMGetPS2ColorRendering
00007ff8426d0328 (__DATA,__bss) non-external _CMGetPS2ColorRendering.func
00007ff80e720e55 (__TEXT,__text) external _CMGetPS2ColorRenderingIntent
00007ff8426d0320 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.func
00007ff80e720d1e (__TEXT,__text) external _CMGetPS2ColorRenderingVMSize
00007ff8426d0318 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.func
00007ff80e720c49 (__TEXT,__text) external _CMGetPS2ColorSpace
00007ff8426d0310 (__DATA,__bss) non-external _CMGetPS2ColorSpace.func
00007ff80e720b7a (__TEXT,__text) external _CMGetPartialProfileElement
00007ff8426d0308 (__DATA,__bss) non-external _CMGetPartialProfileElement.func
00007ff80e720b35 (__TEXT,__text) external _CMGetProfileByAVID
00007ff8426d0300 (__DATA,__bss) non-external _CMGetProfileByAVID.func
00007ff80e720a4e (__TEXT,__text) external _CMGetProfileDescriptions
00007ff8426d02f8 (__DATA,__bss) non-external _CMGetProfileDescriptions.func
00007ff80e720985 (__TEXT,__text) external _CMGetProfileElement
00007ff8426d02f0 (__DATA,__bss) non-external _CMGetProfileElement.func
00007ff80e720896 (__TEXT,__text) external _CMGetProfileGamma
00007ff8426d02e8 (__DATA,__bss) non-external _CMGetProfileGamma.func
00007ff80e7207e4 (__TEXT,__text) external _CMGetProfileHeader
00007ff8426d02e0 (__DATA,__bss) non-external _CMGetProfileHeader.func
00007ff80e72079d (__TEXT,__text) external _CMGetProfileLocation
00007ff8426d02d8 (__DATA,__bss) non-external _CMGetProfileLocation.func
00007ff80e7206eb (__TEXT,__text) external _CMGetProfileMD5
00007ff8426d02d0 (__DATA,__bss) non-external _CMGetProfileMD5.func
00007ff80e720639 (__TEXT,__text) external _CMGetProfileRefCount
00007ff8426d02c8 (__DATA,__bss) non-external _CMGetProfileRefCount.func
00007ff80e72055c (__TEXT,__text) external _CMGetProfileTransformInfo
00007ff8426d02c0 (__DATA,__bss) non-external _CMGetProfileTransformInfo.func
00007ff80e720518 (__TEXT,__text) external _CMGetSystemProfile
00007ff8426d02b8 (__DATA,__bss) non-external _CMGetSystemProfile.func
00007ff80e7204d4 (__TEXT,__text) external _CMGetSystemProfileAVID
00007ff8426d02b0 (__DATA,__bss) non-external _CMGetSystemProfileAVID.func
00007ff80e72048d (__TEXT,__text) external _CMGetSystemProfilePriv
00007ff8426d02a8 (__DATA,__bss) non-external _CMGetSystemProfilePriv.func
00007ff80e720431 (__TEXT,__text) external _CMIterateCMMInfo
00007ff8426d02a0 (__DATA,__bss) non-external _CMIterateCMMInfo.func
00007ff80e7203d2 (__TEXT,__text) external _CMIterateColorDevices
00007ff8426d0298 (__DATA,__bss) non-external _CMIterateColorDevices.func
00007ff80e720373 (__TEXT,__text) external _CMIterateColorSyncFolder
00007ff8426d0290 (__DATA,__bss) non-external _CMIterateColorSyncFolder.func
00007ff80e7202ff (__TEXT,__text) external _CMIterateDeviceProfiles
00007ff8426d0288 (__DATA,__bss) non-external _CMIterateDeviceProfiles.func
00007ff80e7202f4 (__TEXT,__text) external _CMLaunchControlPanel
00007ff80e7202ad (__TEXT,__text) external _CMMakeProfile
00007ff8426d0280 (__DATA,__bss) non-external _CMMakeProfile.func
00007ff80e720251 (__TEXT,__text) external _CMMatchFloatBitmap
00007ff8426d0278 (__DATA,__bss) non-external _CMMatchFloatBitmap.func
00007ff80e72020a (__TEXT,__text) external _CMNewProfile
00007ff8426d0270 (__DATA,__bss) non-external _CMNewProfile.func
00007ff80e7201c3 (__TEXT,__text) external _CMOpenProfile
00007ff8426d0268 (__DATA,__bss) non-external _CMOpenProfile.func
00007ff80e722328 (__TEXT,__text) external _CMPostLegacyDeviceNotification
00007ff8426d0440 (__DATA,__bss) non-external _CMPostLegacyDeviceNotification.func
00007ff80e72010f (__TEXT,__text) external _CMProfileCopyICCData
00007ff8426d0260 (__DATA,__bss) non-external _CMProfileCopyICCData.func
00007ff80e720058 (__TEXT,__text) external _CMProfileElementExists
00007ff8426d0258 (__DATA,__bss) non-external _CMProfileElementExists.func
00007ff80e720011 (__TEXT,__text) external _CMProfileModified
00007ff8426d0250 (__DATA,__bss) non-external _CMProfileModified.func
00007ff80e7222e6 (__TEXT,__text) external _CMProfileWriteToFile
00007ff8426d0438 (__DATA,__bss) non-external _CMProfileWriteToFile.func
00007ff80e71ffb4 (__TEXT,__text) external _CMRegisterColorDevice
00007ff8426d0248 (__DATA,__bss) non-external _CMRegisterColorDevice.func
00007ff80e71ff6d (__TEXT,__text) external _CMRemoveProfileElement
00007ff8426d0240 (__DATA,__bss) non-external _CMRemoveProfileElement.func
00007ff80e71ff28 (__TEXT,__text) external _CMSetDefaultDevice
00007ff8426d0238 (__DATA,__bss) non-external _CMSetDefaultDevice.func
00007ff80e71fece (__TEXT,__text) external _CMSetDeviceDefaultProfileID
00007ff8426d0230 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.func
00007ff80e71fe71 (__TEXT,__text) external _CMSetDeviceFactoryProfiles
00007ff8426d0228 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.func
00007ff80e71fdff (__TEXT,__text) external _CMSetDeviceProfile
00007ff8426d0220 (__DATA,__bss) non-external _CMSetDeviceProfile.func
00007ff80e71fda5 (__TEXT,__text) external _CMSetDeviceState
00007ff8426d0218 (__DATA,__bss) non-external _CMSetDeviceState.func
00007ff80e71fd4b (__TEXT,__text) external _CMSetDeviceTrackingByUse
00007ff8426d0210 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.func
00007ff80e71fd06 (__TEXT,__text) external _CMSetGammaByAVID
00007ff8426d0208 (__DATA,__bss) non-external _CMSetGammaByAVID.func
00007ff80e71fc92 (__TEXT,__text) external _CMSetPartialProfileElement
00007ff8426d0200 (__DATA,__bss) non-external _CMSetPartialProfileElement.func
00007ff80e71fc4d (__TEXT,__text) external _CMSetProfileByAVID
00007ff8426d01f8 (__DATA,__bss) non-external _CMSetProfileByAVID.func
00007ff80e71fbd0 (__TEXT,__text) external _CMSetProfileDescriptions
00007ff8426d01f0 (__DATA,__bss) non-external _CMSetProfileDescriptions.func
00007ff80e71fb71 (__TEXT,__text) external _CMSetProfileElement
00007ff8426d01e8 (__DATA,__bss) non-external _CMSetProfileElement.func
00007ff80e71fb15 (__TEXT,__text) external _CMSetProfileElementReference
00007ff8426d01e0 (__DATA,__bss) non-external _CMSetProfileElementReference.func
00007ff80e71fab9 (__TEXT,__text) external _CMSetProfileElementSize
00007ff8426d01d8 (__DATA,__bss) non-external _CMSetProfileElementSize.func
00007ff80e71fa72 (__TEXT,__text) external _CMSetProfileHeader
00007ff8426d01d0 (__DATA,__bss) non-external _CMSetProfileHeader.func
00007ff80e71fa16 (__TEXT,__text) external _CMSetProfileLocalizedStringDictionary
00007ff8426d01c8 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.func
00007ff80e71f9d2 (__TEXT,__text) external _CMSetSystemProfile
00007ff8426d01c0 (__DATA,__bss) non-external _CMSetSystemProfile.func
00007ff80e7222a4 (__TEXT,__text) external _CMSetSystemProfileAVID
00007ff8426d0430 (__DATA,__bss) non-external _CMSetSystemProfileAVID.func
00007ff80e71f98d (__TEXT,__text) external _CMUnregisterColorDevice
00007ff8426d01b8 (__DATA,__bss) non-external _CMUnregisterColorDevice.func
00007ff80e71f92d (__TEXT,__text) external _CMUpdateProfile
00007ff8426d01b0 (__DATA,__bss) non-external _CMUpdateProfile.func
00007ff80e71f876 (__TEXT,__text) external _CMValidateProfile
00007ff8426d01a8 (__DATA,__bss) non-external _CMValidateProfile.func
00007ff80e71f802 (__TEXT,__text) external _CWCheckBitmap
00007ff8426d01a0 (__DATA,__bss) non-external _CWCheckBitmap.func
00007ff80e71f7a3 (__TEXT,__text) external _CWCheckColors
00007ff8426d0198 (__DATA,__bss) non-external _CWCheckColors.func
00007ff80e71ef1b (__TEXT,__text) external _CWColorWorldGetProperty
00007ff8426d0130 (__DATA,__bss) non-external _CWColorWorldGetProperty.func
00007ff80e71eec4 (__TEXT,__text) external _CWColorWorldSetProperty
00007ff8426d0128 (__DATA,__bss) non-external _CWColorWorldSetProperty.func
00007ff80e71f663 (__TEXT,__text) external _CWConcatColorWorld
00007ff8426d0190 (__DATA,__bss) non-external _CWConcatColorWorld.func
00007ff80e71f624 (__TEXT,__text) external _CWDisposeColorWorld
00007ff8426d0188 (__DATA,__bss) non-external _CWDisposeColorWorld.func
00007ff80e71f5b0 (__TEXT,__text) external _CWFillLookupTexture
00007ff8426d0180 (__DATA,__bss) non-external _CWFillLookupTexture.func
00007ff80e71f56f (__TEXT,__text) external _CWGetCMMSignature
00007ff8426d0178 (__DATA,__bss) non-external _CWGetCMMSignature.func
00007ff80e71f4fb (__TEXT,__text) external _CWMatchBitmap
00007ff8426d0170 (__DATA,__bss) non-external _CWMatchBitmap.func
00007ff80e71f49f (__TEXT,__text) external _CWMatchColors
00007ff8426d0168 (__DATA,__bss) non-external _CWMatchColors.func
00007ff80e71f358 (__TEXT,__text) external _CWNewLinkProfile
00007ff8426d0160 (__DATA,__bss) non-external _CWNewLinkProfile.func
00007ff80e7224b8 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionNumber
00007ff80e722480 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionString
00007ff80e71ea14 (__TEXT,__text) non-external (was a private external) _ColorSyncLoadLegacyFunction
00007ff8426d0110 (__DATA,__bss) non-external _ColorSyncLoadLegacyFunction.handle
00007ff8426d00c0 (__DATA,__data) non-external _ColorSyncLoadLegacyFunction.mtx
                 (undefined) external _ColorSyncProfileGetTypeID (from ColorSync)
00007ff80e71f010 (__TEXT,__text) external _CreateCMProfileFromColorSyncProfile
00007ff8426d0450 (__DATA,__bss) non-external _CreateCMProfileFromColorSyncProfile.func
00007ff80e72237f (__TEXT,__text) external _CreateColorSyncProfileFromCMProfile
00007ff8426d0448 (__DATA,__bss) non-external _CreateColorSyncProfileFromCMProfile.func
00007ff80e71f1d8 (__TEXT,__text) external _DisposeCMBitmapCallBackUPP
00007ff80e71f352 (__TEXT,__text) external _DisposeCMConcatCallBackUPP
00007ff80e71f34c (__TEXT,__text) external _DisposeCMFlattenUPP
00007ff80e71f346 (__TEXT,__text) external _DisposeCMMIterateUPP
00007ff80e71f340 (__TEXT,__text) external _DisposeCMProfileAccessUPP
00007ff80e71f33a (__TEXT,__text) external _DisposeCMProfileIterateUPP
00007ff80e71f333 (__TEXT,__text) external _InvokeCMBitmapCallBackUPP
00007ff80e71f32c (__TEXT,__text) external _InvokeCMConcatCallBackUPP
00007ff80e71f324 (__TEXT,__text) external _InvokeCMFlattenUPP
00007ff80e71f31d (__TEXT,__text) external _InvokeCMMIterateUPP
00007ff80e71f315 (__TEXT,__text) external _InvokeCMProfileAccessUPP
00007ff80e71f30e (__TEXT,__text) external _InvokeCMProfileIterateUPP
00007ff80e7220f5 (__TEXT,__text) external _NCMGetProfileLocation
00007ff8426d0420 (__DATA,__bss) non-external _NCMGetProfileLocation.func
00007ff80e722151 (__TEXT,__text) external _NCWConcatColorWorld
00007ff8426d0428 (__DATA,__bss) non-external _NCWConcatColorWorld.func
00007ff80e71f1de (__TEXT,__text) external _NCWNewColorWorld
00007ff8426d0158 (__DATA,__bss) non-external _NCWNewColorWorld.func
00007ff80e721f99 (__TEXT,__text) external _NCWNewLinkProfile
00007ff8426d0418 (__DATA,__bss) non-external _NCWNewLinkProfile.func
00007ff80e71f1cf (__TEXT,__text) external _NewCMBitmapCallBackUPP
00007ff80e71f1c6 (__TEXT,__text) external _NewCMConcatCallBackUPP
00007ff80e71f1bd (__TEXT,__text) external _NewCMFlattenUPP
00007ff80e71f1b4 (__TEXT,__text) external _NewCMMIterateUPP
00007ff80e71f1ab (__TEXT,__text) external _NewCMProfileAccessUPP
00007ff80e71f1a2 (__TEXT,__text) external _NewCMProfileIterateUPP
                 (undefined) external __CFBundleCopyInfoDictionaryInResourceFork (from CoreFoundation)
                 (undefined) external __CFBundleGetMainBundleIfLooksLikeBundle (from CoreFoundation)
                 (undefined) external __CFProcessPath (from CoreFoundation)
00007ff80e71f144 (__TEXT,__text) external __CMGetProfileOfSuite
00007ff8426d0150 (__DATA,__bss) non-external __CMGetProfileOfSuite.func
00007ff80e71f102 (__TEXT,__text) external __CMLoadProfileLutsByAVID
00007ff8426d0148 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.func
00007ff80e71f051 (__TEXT,__text) external __CMProfileGetProperty
00007ff8426d0140 (__DATA,__bss) non-external __CMProfileGetProperty.func
00007ff80e71ef5f (__TEXT,__text) external __CMProfileSetProperty
00007ff8426d0138 (__DATA,__bss) non-external __CMProfileSetProperty.func
00007ff80e71ee80 (__TEXT,__text) external __CWColorWorldGetProperty
00007ff8426d0120 (__DATA,__bss) non-external __CWColorWorldGetProperty.func
00007ff80e71ee29 (__TEXT,__text) external __CWColorWorldSetProperty
00007ff8426d0118 (__DATA,__bss) non-external __CWColorWorldSetProperty.func
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff8426d0460 (__DATA,__bss) non-external _fetchApplicationName.aName
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff80e7224c0 (__TEXT,__const) external _kCMIlluminantD50
00007ff80e7224cc (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff80e71eb18 (__TEXT,__text) non-external _logLegacyCall
00007ff8426d0100 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
