00000001e21c2fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00000001e21c3104 (__TEXT,__gcc_except_tab) non-external GCC_except_table147
00000001e21c3130 (__TEXT,__gcc_except_tab) non-external GCC_except_table206
00000001e21c3144 (__TEXT,__gcc_except_tab) non-external GCC_except_table221
00000001e21c3158 (__TEXT,__gcc_except_tab) non-external GCC_except_table269
00000001e21c316c (__TEXT,__gcc_except_tab) non-external GCC_except_table289
00000001e21c31b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table387
00000001e21c31cc (__TEXT,__gcc_except_tab) non-external GCC_except_table398
00000001e21c31e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table399
00000001e21c31f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table401
00000001e21c3218 (__TEXT,__gcc_except_tab) non-external GCC_except_table403
00000001e21c323c (__TEXT,__gcc_except_tab) non-external GCC_except_table404
00000001e21c324c (__TEXT,__gcc_except_tab) non-external GCC_except_table465
00000001e21c3270 (__TEXT,__gcc_except_tab) non-external GCC_except_table530
00000001e21c3008 (__TEXT,__gcc_except_tab) non-external GCC_except_table58
00000001e21c3048 (__TEXT,__gcc_except_tab) non-external GCC_except_table60
00000001e21c3070 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00000001e21c3084 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00000001e21c3094 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
                 (undefined) external _CFPropertyListIsValid (from CoreFoundation)
                 (undefined) external _CFPropertyListWrite (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFURLCreateDataAndPropertiesFromResource (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithString (from CoreFoundation)
                 (undefined) external _CFURLWriteDataAndPropertiesToResource (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CFWriteStreamClose (from CoreFoundation)
                 (undefined) external _CFWriteStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFWriteStreamOpen (from CoreFoundation)
00000001e21c2bf8 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionNumber
00000001e21c2bc0 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionString
00000001e217afb0 (__TEXT,__text) external _CoreCaptureStart
00000001e2199ec8 (__TEXT,__text) external _CoreCaptureStop
                 (undefined) external _IOAllowPowerChange (from IOKit)
                 (undefined) external _IOCFUnserialize (from IOKit)
                 (undefined) external _IOConnectCallAsyncStructMethod (from IOKit)
                 (undefined) external _IOConnectCallMethod (from IOKit)
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectMapMemory (from IOKit)
                 (undefined) external _IOConnectSetNotificationPort (from IOKit)
                 (undefined) external _IOConnectUnmapMemory (from IOKit)
                 (undefined) external _IODeregisterForSystemPower (from IOKit)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOMainPort (from IOKit)
                 (undefined) external _IONotificationPortCreate (from IOKit)
                 (undefined) external _IONotificationPortDestroy (from IOKit)
                 (undefined) external _IONotificationPortGetMachPort (from IOKit)
                 (undefined) external _IONotificationPortSetDispatchQueue (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IOObjectRetain (from IOKit)
                 (undefined) external _IORegisterForSystemPower (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetChildIterator (from IOKit)
                 (undefined) external _IORegistryEntryGetName (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IORegistryEntryIDMatching (from IOKit)
                 (undefined) external _IOReportAddChannelDescription (from libIOReport)
                 (undefined) external _IOReportCopyChannelsForDriver (from libIOReport)
                 (undefined) external _IOReportCreateAggregate (from libIOReport)
                 (undefined) external _IOReportCreateSamples (from libIOReport)
                 (undefined) external _IOReportCreateSamplesRaw (from libIOReport)
                 (undefined) external _IOReportCreateSubscription (from libIOReport)
                 (undefined) external _IOReportGetChannelCount (from libIOReport)
                 (undefined) external _IOReportMergeChannels (from libIOReport)
                 (undefined) external _IOServiceAddMatchingNotification (from IOKit)
                 (undefined) external _IOServiceClose (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceNameMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OSAWriteLogForSubmission (from CrashReporterSupport)
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFCopySystemVersionDictionary (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
00000001e21ae114 (__TEXT,__text) external __Z24CCSubmitLogToCrashTracerPKci
00000001e21ae624 (__TEXT,__text) external __Z27CCSubmitBinaryToCrashTracerPKci
00000001e21bbde0 (__TEXT,__text) external __Z43NSJSONSerializationCreateDataWithJSONObjectPKvjPv
00000001ecb0ac38 (__DATA,__bss) non-external __ZL12gReleaseType
00000001e217b3ac (__TEXT,__text) non-external __ZL12getOsVersionPc
00000001ecb0ac68 (__DATA,__bss) non-external __ZL13gDeviceFusing
00000001edb1b228 (__DATA_DIRTY,__bss) non-external __ZL13osTransaction
00000001e21a6948 (__TEXT,__text) non-external __ZL14getCCSessionidPKcmS0_mP11CCTimestampS0_
00000001e21b6364 (__TEXT,__text) non-external __ZL15add_ull_to_dictPKcyP14__CFDictionary
00000001ecb0ac51 (__DATA,__bss) non-external __ZL15gBootArgsParsed.0
00000001e21b6400 (__TEXT,__text) non-external __ZL16add_cstr_to_dictPKcPcP14__CFDictionary
00000001e21bf2f4 (__TEXT,__text) non-external __ZL17_StringForXPCTypePK11_xpc_type_s
00000001e21b5bbc (__TEXT,__text) non-external __ZL17writeMetadataFilePK14__CFDictionaryPK10__CFString
00000001e21b647c (__TEXT,__text) non-external __ZL18add_cftype_to_dictPKcPKvP14__CFDictionary
00000001edb1b220 (__DATA_DIRTY,__bss) non-external __ZL18gPMConnectRootPort
00000001e2194994 (__TEXT,__text) non-external __ZL19_captureTapCallbackP5CCTapPv
00000001e21c2f8c (__TEXT,__const) non-external __ZL19kSectionHeaderBlock
00000001e2181830 (__TEXT,__text) non-external __ZL21pruneDirectoryNDaysDoPKcill
00000001e21a0718 (__TEXT,__text) non-external __ZL22sortByModificationTimePKvS0_Pv
00000001e21a6b30 (__TEXT,__text) non-external __ZL28_logTapInterestCallback_dextPviPS_j
00000001e21a6d0c (__TEXT,__text) non-external __ZL28_logTapInterestCallback_kextPviPS_j
00000001e219ed50 (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_dextPviPS_j
00000001e219ef2c (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_kextPviPS_j
00000001e21a6a4c (__TEXT,__text) non-external __ZL40fillCaptureDescriptionStringFromMetaDataPcS_m11CCTimestampPKc
00000001e21ae400 (__TEXT,__text) non-external __ZL8funcAddrPKc
00000001ecb0ab31 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e219b060 (__TEXT,__text) external __ZN10CCDataFile13sendTelemetryEv
00000001e219aba4 (__TEXT,__text) external __ZN10CCDataFile15openCaptureFileEPKcS1_11CCTimestamp
00000001e219aea4 (__TEXT,__text) external __ZN10CCDataFile16generateFileNameEPKc
00000001e219b740 (__TEXT,__text) external __ZN10CCDataFile17withRegistryEntryEj
00000001e219b3c4 (__TEXT,__text) non-external __ZN10CCDataFile17writeCommentEntryEPK13CCLogMetadataPKcmb
00000001e219b004 (__TEXT,__text) external __ZN10CCDataFile21initWithRegistryEntryEj
00000001e219b7f4 (__TEXT,__text) external __ZN10CCDataFile24resetTelemetryParametersEv
00000001e219b6c0 (__TEXT,__text) external __ZN10CCDataFile6ccfreeEv
00000001e219b448 (__TEXT,__text) external __ZN10CCDataFile8openFileEPKc
00000001e219b008 (__TEXT,__text) external __ZN10CCDataFile8rollFileEv
00000001e219b3f0 (__TEXT,__text) external __ZN10CCDataFile8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e219b018 (__TEXT,__text) external __ZN10CCDataFile9closeFileEv
00000001e219b728 (__TEXT,__text) non-external __ZN10CCDataFileD0Ev
00000001e219b73c (__TEXT,__text) non-external __ZN10CCDataFileD1Ev
00000001e2196140 (__TEXT,__text) external __ZN11CCConfigure13notifyTimeoutEP18CCConfigureContextPKv
00000001e21976cc (__TEXT,__text) external __ZN11CCConfigure13profileLoadedEv
00000001e21976d4 (__TEXT,__text) external __ZN11CCConfigure14profileRemovedEv
00000001e21963a4 (__TEXT,__text) external __ZN11CCConfigure14watermarkLevelEP18CCConfigureContextPKv
00000001e2196e94 (__TEXT,__text) external __ZN11CCConfigure15setConsoleFlagsEP18CCConfigureContextPKv
00000001e2197008 (__TEXT,__text) external __ZN11CCConfigure15setConsoleLevelEP18CCConfigureContextPKv
00000001e218bca8 (__TEXT,__text) external __ZN11CCConfigure15withPipeMonitorEP13CCPipeMonitor
00000001e2194744 (__TEXT,__text) external __ZN11CCConfigure16captureDirectoryEP18CCConfigureContextPKv
00000001e2193418 (__TEXT,__text) external __ZN11CCConfigure18applyConfigurationEPK14__CFDictionaryP18CCConfigureContext
00000001e2195e30 (__TEXT,__text) external __ZN11CCConfigure19configureLogOptionsEP18CCConfigureContextPKv
00000001e21932ec (__TEXT,__text) external __ZN11CCConfigure19initWithPipeMonitorEP13CCPipeMonitor
00000001e219686c (__TEXT,__text) external __ZN11CCConfigure23findTapWithOwnerAndPipeEP18CCConfigureContext
00000001e2194da8 (__TEXT,__text) external __ZN11CCConfigure27pipePipeCFDictionaryApplierEPKvS1_Pv
00000001e2194b94 (__TEXT,__text) external __ZN11CCConfigure28pipeOwnerCFDictionaryApplierEPKvS1_Pv
00000001e2196b68 (__TEXT,__text) external __ZN11CCConfigure29streamPipeCFDictionaryApplierEPKvS1_Pv
00000001e2196aac (__TEXT,__text) external __ZN11CCConfigure30streamOwnerCFDictionaryApplierEPKvS1_Pv
00000001e2196c24 (__TEXT,__text) external __ZN11CCConfigure31streamStreamCFDictionaryApplierEPKvS1_Pv
00000001e2194fc8 (__TEXT,__text) external __ZN11CCConfigure32pipeConfigureCFDictionaryApplierEPKvS1_Pv
00000001e2196cc8 (__TEXT,__text) external __ZN11CCConfigure34streamConfigureCFDictionaryApplierEPKvS1_Pv
00000001e2194054 (__TEXT,__text) external __ZN11CCConfigure35captureDirectoryCFDictionaryApplierEPKvS1_Pv
00000001e2193e34 (__TEXT,__text) external __ZN11CCConfigure36captureDictionaryCFDictionaryApplierEPKvS1_Pv
00000001e2196da4 (__TEXT,__text) external __ZN11CCConfigure41streamConfigureConsoleCFDictionaryApplierEPKvS1_Pv
00000001e219717c (__TEXT,__text) external __ZN11CCConfigure45streamConfigureCoreCaptureCFDictionaryApplierEPKvS1_Pv
00000001e21827e4 (__TEXT,__text) external __ZN11CCConfigure6ccfreeEv
00000001e2196608 (__TEXT,__text) external __ZN11CCConfigure6policyEP18CCConfigureContextPKv
00000001e2195be0 (__TEXT,__text) external __ZN11CCConfigure7captureEP18CCConfigureContextPKv
00000001e219726c (__TEXT,__text) external __ZN11CCConfigure8setFlagsEP18CCConfigureContextPKv
00000001e2197558 (__TEXT,__text) external __ZN11CCConfigure8setLevelEP18CCConfigureContextPKv
00000001e2193388 (__TEXT,__text) external __ZN11CCConfigure9configureEPK14__CFDictionaryPK10__CFStringS5_P11CCTimestamp
00000001e219335c (__TEXT,__text) external __ZN11CCConfigureC1Ev
00000001e2193334 (__TEXT,__text) external __ZN11CCConfigureC2Ev
00000001e2182868 (__TEXT,__text) external __ZN11CCConfigureD0Ev
00000001e2193330 (__TEXT,__text) external __ZN11CCConfigureD1Ev
00000001e2193384 (__TEXT,__text) external __ZN11CCConfigureD2Ev
00000001e21a3078 (__TEXT,__text) external __ZN11CCFormatter13freeResourcesEv
00000001e2187320 (__TEXT,__text) non-external __ZN11CCFormatter15writeFileFooterEv
00000001e2187200 (__TEXT,__text) non-external __ZN11CCFormatter15writeFileHeaderEv
00000001e218e418 (__TEXT,__text) external __ZN11CCFormatter17withRegistryEntryEj
00000001e21a3010 (__TEXT,__text) external __ZN11CCFormatter17writeCommentEntryEPK13CCLogMetadataPKcm
00000001e21a2fdc (__TEXT,__text) external __ZN11CCFormatter21initWithRegistryEntryEj
00000001e2185dcc (__TEXT,__text) non-external __ZN11CCFormatter21registerWriteCallbackEP8CCObjectPFlS1_PvmE
00000001e2187790 (__TEXT,__text) external __ZN11CCFormatter6ccfreeEv
00000001e2187f58 (__TEXT,__text) external __ZN11CCFormatter7doWriteEPvm
00000001e21a303c (__TEXT,__text) non-external __ZN11CCFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e21a304c (__TEXT,__text) external __ZN11CCFormatterC2Ev
00000001e21a3044 (__TEXT,__text) external __ZN11CCFormatterD0Ev
00000001e21a3048 (__TEXT,__text) external __ZN11CCFormatterD1Ev
00000001e21a3074 (__TEXT,__text) external __ZN11CCFormatterD2Ev
00000001e21af0b4 (__TEXT,__text) external __ZN11CCXPCRemote12eventHandlerEP21xpc_remote_connectionPv
00000001e21afe94 (__TEXT,__text) external __ZN11CCXPCRemote13remoteCaptureEP11CCTimestampPc
00000001e218c664 (__TEXT,__text) external __ZN11CCXPCRemote13withConfigureEP11CCConfigure
00000001e21afb8c (__TEXT,__text) external __ZN11CCXPCRemote17connectionHandlerEPv
00000001e21802e8 (__TEXT,__text) external __ZN11CCXPCRemote17initWithConfigureEP11CCConfigure
00000001e21823b0 (__TEXT,__text) external __ZN11CCXPCRemote6ccfreeEv
00000001e21805c8 (__TEXT,__text) external __ZN11CCXPCRemote6listenEv
00000001e21ae72c (__TEXT,__text) external __ZN11CCXPCRemote7connectEv
00000001e21afb60 (__TEXT,__text) external __ZN11CCXPCRemoteC1Ev
00000001e21afb38 (__TEXT,__text) external __ZN11CCXPCRemoteC2Ev
00000001e2182458 (__TEXT,__text) external __ZN11CCXPCRemoteD0Ev
00000001e21afb34 (__TEXT,__text) external __ZN11CCXPCRemoteD1Ev
00000001e21afb88 (__TEXT,__text) external __ZN11CCXPCRemoteD2Ev
00000001e218d184 (__TEXT,__text) external __ZN12CCXPCService13freeResourcesEv
00000001e218c46c (__TEXT,__text) external __ZN12CCXPCService15startXPCServiceEv
00000001e218d260 (__TEXT,__text) external __ZN12CCXPCService21handleConnectionEventEPv
00000001e21bf4a0 (__TEXT,__text) external __ZN12CCXPCService21handleIncomingMessageEP17_xpc_connection_sPv
00000001e218c3f0 (__TEXT,__text) external __ZN12CCXPCService27withConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00000001e21800d8 (__TEXT,__text) external __ZN12CCXPCService31initWithConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00000001e2182334 (__TEXT,__text) external __ZN12CCXPCService6ccfreeEv
00000001e21c0878 (__TEXT,__text) external __ZN12CCXPCServiceC1Ev
00000001e21c0850 (__TEXT,__text) external __ZN12CCXPCServiceC2Ev
00000001e218239c (__TEXT,__text) external __ZN12CCXPCServiceD0Ev
00000001e21c084c (__TEXT,__text) external __ZN12CCXPCServiceD1Ev
00000001e21c08a0 (__TEXT,__text) external __ZN12CCXPCServiceD2Ev
00000001e21aca9c (__TEXT,__text) external __ZN13CCPipeMonitor13profileLoadedEv
00000001e21ad11c (__TEXT,__text) external __ZN13CCPipeMonitor14profileRemovedEv
00000001e21ad63c (__TEXT,__text) external __ZN13CCPipeMonitor14quiesceAllTapsEv
00000001e218d81c (__TEXT,__text) external __ZN13CCPipeMonitor15stopPipeMonitorEv
00000001e217c7cc (__TEXT,__text) external __ZN13CCPipeMonitor16servicePublishedEj
00000001e21ab768 (__TEXT,__text) external __ZN13CCPipeMonitor16startPipeMonitorEv
00000001e21aab94 (__TEXT,__text) external __ZN13CCPipeMonitor17serviceTerminatedEj
00000001e21ad5c0 (__TEXT,__text) external __ZN13CCPipeMonitor17setProfileMonitorEP16CCProfileMonitor
00000001e21ad5ec (__TEXT,__text) external __ZN13CCPipeMonitor21releaseProfileMonitorEv
00000001e21ab67c (__TEXT,__text) external __ZN13CCPipeMonitor22withDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00000001e2180c6c (__TEXT,__text) external __ZN13CCPipeMonitor23cleanCaptureDirectoriesEv
00000001e21ac5fc (__TEXT,__text) external __ZN13CCPipeMonitor23findTapWithOwnerAndPipeEPK10__CFStringS2_
00000001e21ac148 (__TEXT,__text) external __ZN13CCPipeMonitor23forEachTapWithDirectoryEPK10__CFStringPFvP5CCTapPvES5_
00000001e21adc68 (__TEXT,__text) external __ZN13CCPipeMonitor25resumeAllTapsFromQuiescedEv
00000001e21ab784 (__TEXT,__text) external __ZN13CCPipeMonitor26forEachTapWithOwnerAndPipeEPK10__CFStringS2_PFvP5CCTapPvES5_
00000001e21aa598 (__TEXT,__text) external __ZN13CCPipeMonitor26initWithDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00000001e218287c (__TEXT,__text) external __ZN13CCPipeMonitor6ccfreeEv
00000001e218ca18 (__TEXT,__text) external __ZN13CCPipeMonitor8isActiveEd
00000001e2189968 (__TEXT,__text) non-external __ZN13CCPipeMonitorD0Ev
00000001e21ab638 (__TEXT,__text) non-external __ZN13CCPipeMonitorD1Ev
00000001e21bb794 (__TEXT,__text) external __ZN14CCRawFormatter17withRegistryEntryEj
00000001e21bb688 (__TEXT,__text) external __ZN14CCRawFormatter21initWithRegistryEntryEj
00000001e21bb6bc (__TEXT,__text) external __ZN14CCRawFormatter25getFormatterFileExtensionEv
00000001e21bb778 (__TEXT,__text) external __ZN14CCRawFormatter6ccfreeEv
00000001e21bb6c8 (__TEXT,__text) external __ZN14CCRawFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e21bb77c (__TEXT,__text) non-external __ZN14CCRawFormatterD0Ev
00000001e21bb790 (__TEXT,__text) non-external __ZN14CCRawFormatterD1Ev
00000001e21a9ab8 (__TEXT,__text) external __ZN15CCPipeInterface12waitForEventEPFvPviPS0_jES0_
00000001e21a9220 (__TEXT,__text) external __ZN15CCPipeInterface13freeResourcesEv
00000001e21a8c54 (__TEXT,__text) non-external __ZN15CCPipeInterface14openUserClientEv
00000001e21a8c4c (__TEXT,__text) non-external __ZN15CCPipeInterface15getUserClientIDEv
00000001e21a946c (__TEXT,__text) external __ZN15CCPipeInterface16getDispatchQueueEv
00000001e21a9498 (__TEXT,__text) external __ZN15CCPipeInterface16setDispatchQueueEv
00000001e21aa384 (__TEXT,__text) external __ZN15CCPipeInterface17withRegistryEntryEjP5CCTap
00000001e217d774 (__TEXT,__text) external __ZN15CCPipeInterface19setNotificationPortEv
00000001e21a8c5c (__TEXT,__text) external __ZN15CCPipeInterface21initWithRegistryEntryEjP5CCTap
00000001e21a985c (__TEXT,__text) external __ZN15CCPipeInterface21isNotificationPortSetEv
00000001e21a9864 (__TEXT,__text) external __ZN15CCPipeInterface21wakeupTapLoopInternalEv
00000001e21a9450 (__TEXT,__text) external __ZN15CCPipeInterface26getBackgroundDispatchQueueEv
00000001e21835f0 (__TEXT,__text) external __ZN15CCPipeInterface6ccfreeEv
00000001e21aa358 (__TEXT,__text) external __ZN15CCPipeInterfaceC2Ev
00000001e21aa350 (__TEXT,__text) external __ZN15CCPipeInterfaceD0Ev
00000001e21aa354 (__TEXT,__text) external __ZN15CCPipeInterfaceD1Ev
00000001e21aa380 (__TEXT,__text) external __ZN15CCPipeInterfaceD2Ev
00000001e21bbfa0 (__TEXT,__text) external __ZN15CCTextFormatter14writeLogHeaderEPK13CCLogMetadata
00000001e2187718 (__TEXT,__text) external __ZN15CCTextFormatter15freeStreamTableEv
00000001e21bc88c (__TEXT,__text) external __ZN15CCTextFormatter15writeLogPayloadEPKcm
00000001e21bc1cc (__TEXT,__text) external __ZN15CCTextFormatter16getLogIdentifierEhPcm
00000001e21bc8b0 (__TEXT,__text) external __ZN15CCTextFormatter16printStreamTableEv
00000001e218e690 (__TEXT,__text) external __ZN15CCTextFormatter17withRegistryEntryEj
00000001e21bc28c (__TEXT,__text) external __ZN15CCTextFormatter18buildLogIdentTableEv
00000001e21bc260 (__TEXT,__text) external __ZN15CCTextFormatter20getLogLevelShortNameE16CCStreamLogLevel
00000001e21bbe20 (__TEXT,__text) external __ZN15CCTextFormatter21initWithRegistryEntryEj
00000001e2186fd0 (__TEXT,__text) external __ZN15CCTextFormatter25getFormatterFileExtensionEv
00000001e21876cc (__TEXT,__text) external __ZN15CCTextFormatter6ccfreeEv
00000001e21bbe80 (__TEXT,__text) external __ZN15CCTextFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e21877f4 (__TEXT,__text) non-external __ZN15CCTextFormatterD0Ev
00000001e21bc888 (__TEXT,__text) non-external __ZN15CCTextFormatterD1Ev
00000001e21bb27c (__TEXT,__text) external __ZN16CCProfileMonitor12applyProfileEPK10__CFStringS2_
00000001e21824d4 (__TEXT,__text) external __ZN16CCProfileMonitor13freeResourcesEv
00000001e218bd38 (__TEXT,__text) external __ZN16CCProfileMonitor13withConfigureEP11CCConfigure
00000001edb1b210 (__DATA_DIRTY,__common) external __ZN16CCProfileMonitor14fProfileLoadedE
00000001e21b8b54 (__TEXT,__text) external __ZN16CCProfileMonitor14profileRemovedEv
00000001e217ebb4 (__TEXT,__text) external __ZN16CCProfileMonitor15profileCallbackEi
00000001e217e954 (__TEXT,__text) external __ZN16CCProfileMonitor17initWithConfigureEP11CCConfigure
00000001e21b84e8 (__TEXT,__text) external __ZN16CCProfileMonitor17mergeProfilePlistEPKvS1_
