00007ffa18371f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa18371c29 (__TEXT,__text) external _glBufferParameteriAPPLE
00007ffa1836b8f2 (__TEXT,__text) external _glBufferSubData
00007ffa1836feb5 (__TEXT,__text) external _glBufferSubDataARB
00007ffa18367e81 (__TEXT,__text) external _glCallList
00007ffa18367e9a (__TEXT,__text) external _glCallLists
00007ffa1836c7bb (__TEXT,__text) external _glCheckFramebufferStatus
00007ffa18370dc0 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffa1836cbb1 (__TEXT,__text) external _glClampColor
00007ffa1837051d (__TEXT,__text) external _glClampColorARB
00007ffa18367eb8 (__TEXT,__text) external _glClear
00007ffa18367ed1 (__TEXT,__text) external _glClearAccum
00007ffa1836d15a (__TEXT,__text) external _glClearBufferfi
00007ffa1836d138 (__TEXT,__text) external _glClearBufferfv
00007ffa1836d0f4 (__TEXT,__text) external _glClearBufferiv
00007ffa1836d116 (__TEXT,__text) external _glClearBufferuiv
00007ffa18367ee8 (__TEXT,__text) external _glClearColor
00007ffa183715cb (__TEXT,__text) external _glClearColorIiEXT
00007ffa183715ef (__TEXT,__text) external _glClearColorIuiEXT
00007ffa18367eff (__TEXT,__text) external _glClearDepth
00007ffa1836e03f (__TEXT,__text) external _glClearDepthf
00007ffa18367f16 (__TEXT,__text) external _glClearIndex
00007ffa18367f2d (__TEXT,__text) external _glClearStencil
00007ffa1836abd6 (__TEXT,__text) external _glClientActiveTexture
00007ffa1836f4de (__TEXT,__text) external _glClientActiveTextureARB
00007ffa1836d47d (__TEXT,__text) external _glClientWaitSync
00007ffa18367f49 (__TEXT,__text) external _glClipPlane
00007ffa18367f68 (__TEXT,__text) external _glColor3b
00007ffa18367f88 (__TEXT,__text) external _glColor3bv
00007ffa18367fa5 (__TEXT,__text) external _glColor3d
00007ffa18367fbf (__TEXT,__text) external _glColor3dv
00007ffa18367fdc (__TEXT,__text) external _glColor3f
00007ffa18367ff6 (__TEXT,__text) external _glColor3fv
00007ffa18368013 (__TEXT,__text) external _glColor3i
00007ffa18368033 (__TEXT,__text) external _glColor3iv
00007ffa18368050 (__TEXT,__text) external _glColor3s
00007ffa18368070 (__TEXT,__text) external _glColor3sv
00007ffa1836808d (__TEXT,__text) external _glColor3ub
00007ffa183680ad (__TEXT,__text) external _glColor3ubv
00007ffa183680ca (__TEXT,__text) external _glColor3ui
00007ffa183680ea (__TEXT,__text) external _glColor3uiv
00007ffa18368107 (__TEXT,__text) external _glColor3us
00007ffa18368127 (__TEXT,__text) external _glColor3usv
00007ffa18368144 (__TEXT,__text) external _glColor4b
00007ffa18368167 (__TEXT,__text) external _glColor4bv
00007ffa18368184 (__TEXT,__text) external _glColor4d
00007ffa1836819e (__TEXT,__text) external _glColor4dv
00007ffa183681bb (__TEXT,__text) external _glColor4f
00007ffa183681d5 (__TEXT,__text) external _glColor4fv
00007ffa183681f2 (__TEXT,__text) external _glColor4i
00007ffa18368215 (__TEXT,__text) external _glColor4iv
00007ffa18368232 (__TEXT,__text) external _glColor4s
00007ffa18368255 (__TEXT,__text) external _glColor4sv
00007ffa18368272 (__TEXT,__text) external _glColor4ub
00007ffa18368295 (__TEXT,__text) external _glColor4ubv
00007ffa183682b2 (__TEXT,__text) external _glColor4ui
00007ffa183682d5 (__TEXT,__text) external _glColor4uiv
00007ffa183682f2 (__TEXT,__text) external _glColor4us
00007ffa18368315 (__TEXT,__text) external _glColor4usv
00007ffa18368332 (__TEXT,__text) external _glColorMask
00007ffa1837169b (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffa1836ca1c (__TEXT,__text) external _glColorMaski
00007ffa18368355 (__TEXT,__text) external _glColorMaterial
00007ffa18368373 (__TEXT,__text) external _glColorPointer
00007ffa1836a812 (__TEXT,__text) external _glColorSubTable
00007ffa18370860 (__TEXT,__text) external _glColorSubTableEXT
00007ffa1836a70c (__TEXT,__text) external _glColorTable
00007ffa1837082d (__TEXT,__text) external _glColorTableEXT
00007ffa1836a73f (__TEXT,__text) external _glColorTableParameterfv
00007ffa1836a761 (__TEXT,__text) external _glColorTableParameteriv
00007ffa18371e9f (__TEXT,__text) external _glCombinerInputNV
00007ffa18371ea5 (__TEXT,__text) external _glCombinerOutputNV
00007ffa18371e8d (__TEXT,__text) external _glCombinerParameterfNV
00007ffa18371e87 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffa18371e99 (__TEXT,__text) external _glCombinerParameteriNV
00007ffa18371e93 (__TEXT,__text) external _glCombinerParameterivNV
00007ffa18371ed5 (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa1836bfb0 (__TEXT,__text) external _glCompileShader
00007ffa1837001a (__TEXT,__text) external _glCompileShaderARB
00007ffa1837068c (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa1836b0de (__TEXT,__text) external _glCompressedTexImage1D
00007ffa1836f9e6 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa1836b0a4 (__TEXT,__text) external _glCompressedTexImage2D
00007ffa1836f9ac (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa1836b066 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1836f96e (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1836b19e (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa1836faa6 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa1836b160 (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa1836fa68 (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1836b10e (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa1836fa16 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1836a86c (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1836a89f (__TEXT,__text) external _glConvolutionFilter2D
00007ffa1836a8cf (__TEXT,__text) external _glConvolutionParameterf
00007ffa1836a8ed (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1836a90f (__TEXT,__text) external _glConvolutionParameteri
00007ffa1836a930 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa1836d199 (__TEXT,__text) external _glCopyBufferSubData
00007ffa1836a845 (__TEXT,__text) external _glCopyColorSubTable
00007ffa1836a783 (__TEXT,__text) external _glCopyColorTable
00007ffa1836a952 (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa1836a979 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa18368396 (__TEXT,__text) external _glCopyPixels
00007ffa183683bc (__TEXT,__text) external _glCopyTexImage1D
00007ffa183683ef (__TEXT,__text) external _glCopyTexImage2D
00007ffa1836842e (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa18368461 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa1836a6c8 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa1836bfcf (__TEXT,__text) external _glCreateProgram
00007ffa18370037 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa1836bf6c (__TEXT,__text) external _glCreateShader
00007ffa1836ffd8 (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa1836e106 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa183684a0 (__TEXT,__text) external _glCullFace
00007ffa1836b872 (__TEXT,__text) external _glDeleteBuffers
00007ffa1836fe35 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa18371987 (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1836c77d (__TEXT,__text) external _glDeleteFramebuffers
00007ffa18370d82 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa183684bc (__TEXT,__text) external _glDeleteLists
00007ffa1837066d (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa1836ff7f (__TEXT,__text) external _glDeleteObjectARB
00007ffa1836c049 (__TEXT,__text) external _glDeleteProgram
00007ffa1836e144 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa1836ebc7 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa1836b779 (__TEXT,__text) external _glDeleteQueries
00007ffa1836fd3c (__TEXT,__text) external _glDeleteQueriesARB
00007ffa1836c6bf (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa18370cc4 (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1836d67b (__TEXT,__text) external _glDeleteSamplers
00007ffa1836bf28 (__TEXT,__text) external _glDeleteShader
00007ffa1836d460 (__TEXT,__text) external _glDeleteSync
00007ffa183684da (__TEXT,__text) external _glDeleteTextures
00007ffa1836ddf6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa1836c9c2 (__TEXT,__text) external _glDeleteVertexArrays
00007ffa18371aca (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa18370813 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa183684f9 (__TEXT,__text) external _glDepthFunc
00007ffa18368515 (__TEXT,__text) external _glDepthMask
00007ffa18368531 (__TEXT,__text) external _glDepthRange
00007ffa1836eb27 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa1836eb49 (__TEXT,__text) external _glDepthRangeIndexed
00007ffa1836e025 (__TEXT,__text) external _glDepthRangef
00007ffa1836ffb8 (__TEXT,__text) external _glDetachObjectARB
00007ffa1836bf47 (__TEXT,__text) external _glDetachShader
00007ffa1836854b (__TEXT,__text) external _glDisable
00007ffa18368567 (__TEXT,__text) external _glDisableClientState
00007ffa183716e0 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1837183a (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa1836be84 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa1836f0ca (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa1836caa5 (__TEXT,__text) external _glDisablei
00007ffa18368583 (__TEXT,__text) external _glDrawArrays
00007ffa1836d9c3 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa1836d2c0 (__TEXT,__text) external _glDrawArraysInstanced
00007ffa18370559 (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa183685a4 (__TEXT,__text) external _glDrawBuffer
00007ffa1836b9bc (__TEXT,__text) external _glDrawBuffers
00007ffa183704fe (__TEXT,__text) external _glDrawBuffersARB
00007ffa18371b43 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa183685c0 (__TEXT,__text) external _glDrawElements
00007ffa1836d348 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa1836d9e2 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa1836d2e4 (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1837057d (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa1836d3a2 (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa183685e4 (__TEXT,__text) external _glDrawPixels
00007ffa18371b64 (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa1836a5f8 (__TEXT,__text) external _glDrawRangeElements
00007ffa1836d36f (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa18370b91 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa1836de7e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa1836de9c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1836860b (__TEXT,__text) external _glEdgeFlag
00007ffa18368627 (__TEXT,__text) external _glEdgeFlagPointer
00007ffa18368646 (__TEXT,__text) external _glEdgeFlagv
00007ffa18371b24 (__TEXT,__text) external _glElementPointerAPPLE
00007ffa18368663 (__TEXT,__text) external _glEnable
00007ffa1836867f (__TEXT,__text) external _glEnableClientState
00007ffa183716c2 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1837181c (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa1836be68 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa1836f0ae (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa1836ca87 (__TEXT,__text) external _glEnablei
00007ffa1836869b (__TEXT,__text) external _glEnd
00007ffa1836cbed (__TEXT,__text) external _glEndConditionalRender
00007ffa18371e1c (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa183686b2 (__TEXT,__text) external _glEndList
00007ffa1836b7d2 (__TEXT,__text) external _glEndQuery
00007ffa1836fd95 (__TEXT,__text) external _glEndQueryARB
00007ffa1836dede (__TEXT,__text) external _glEndQueryIndexed
00007ffa1836cafd (__TEXT,__text) external _glEndTransformFeedback
00007ffa18371056 (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa183686c9 (__TEXT,__text) external _glEvalCoord1d
00007ffa183686e3 (__TEXT,__text) external _glEvalCoord1dv
00007ffa18368700 (__TEXT,__text) external _glEvalCoord1f
00007ffa1836871a (__TEXT,__text) external _glEvalCoord1fv
00007ffa18368737 (__TEXT,__text) external _glEvalCoord2d
00007ffa18368751 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1836876e (__TEXT,__text) external _glEvalCoord2f
00007ffa18368788 (__TEXT,__text) external _glEvalCoord2fv
00007ffa183687a5 (__TEXT,__text) external _glEvalMesh1
00007ffa183687c6 (__TEXT,__text) external _glEvalMesh2
00007ffa183687ed (__TEXT,__text) external _glEvalPoint1
00007ffa18368809 (__TEXT,__text) external _glEvalPoint2
00007ffa18368827 (__TEXT,__text) external _glFeedbackBuffer
00007ffa1836d425 (__TEXT,__text) external _glFenceSync
00007ffa18371eab (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa18368849 (__TEXT,__text) external _glFinish
00007ffa183719fa (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa18371a34 (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa18371bfb (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa18368860 (__TEXT,__text) external _glFlush
00007ffa1836c983 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa18371c4a (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa18371be4 (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa18371a71 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1836b27a (__TEXT,__text) external _glFogCoordPointer
00007ffa18370b6f (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa1836b243 (__TEXT,__text) external _glFogCoordd
00007ffa18370b38 (__TEXT,__text) external _glFogCoorddEXT
00007ffa1836b25d (__TEXT,__text) external _glFogCoorddv
00007ffa18370b52 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1836b20c (__TEXT,__text) external _glFogCoordf
00007ffa18370b01 (__TEXT,__text) external _glFogCoordfEXT
00007ffa1836b226 (__TEXT,__text) external _glFogCoordfv
00007ffa18370b1b (__TEXT,__text) external _glFogCoordfvEXT
00007ffa18368877 (__TEXT,__text) external _glFogf
00007ffa18368893 (__TEXT,__text) external _glFogfv
00007ffa183688b2 (__TEXT,__text) external _glFogi
00007ffa183688d0 (__TEXT,__text) external _glFogiv
00007ffa1836c858 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa18370e5d (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa1836d5f5 (__TEXT,__text) external _glFramebufferTexture
00007ffa1836c7d7 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa18370ddc (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa1836c7fe (__TEXT,__text) external _glFramebufferTexture2D
00007ffa18370e03 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa1836c825 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa18370e2a (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa18370f5c (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa18370fa7 (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa1836c936 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa18370f80 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa183688ef (__TEXT,__text) external _glFrontFace
00007ffa1836890b (__TEXT,__text) external _glFrustum
00007ffa1836b891 (__TEXT,__text) external _glGenBuffers
00007ffa1836fe54 (__TEXT,__text) external _glGenBuffersARB
00007ffa18371968 (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1836c79c (__TEXT,__text) external _glGenFramebuffers
00007ffa18370da1 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa18368925 (__TEXT,__text) external _glGenLists
00007ffa1836e163 (__TEXT,__text) external _glGenProgramPipelines
00007ffa1836ebe6 (__TEXT,__text) external _glGenProgramsARB
00007ffa1836b75a (__TEXT,__text) external _glGenQueries
00007ffa1836fd1d (__TEXT,__text) external _glGenQueriesARB
00007ffa1836c6de (__TEXT,__text) external _glGenRenderbuffers
00007ffa18370ce3 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1836d65c (__TEXT,__text) external _glGenSamplers
00007ffa18368941 (__TEXT,__text) external _glGenTextures
00007ffa1836de15 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa1836c9e1 (__TEXT,__text) external _glGenVertexArrays
00007ffa18371ae9 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa1836c8a0 (__TEXT,__text) external _glGenerateMipmap
00007ffa18370ea5 (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa1836c4d4 (__TEXT,__text) external _glGetActiveAttrib
00007ffa183704ad (__TEXT,__text) external _glGetActiveAttribARB
00007ffa1836dd00 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa1836dccd (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa1836dca6 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1836c40a (__TEXT,__text) external _glGetActiveUniform
00007ffa183703ed (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1836d278 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa1836d254 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1836d20e (__TEXT,__text) external _glGetActiveUniformName
00007ffa1836d1e6 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa183703a7 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1836c379 (__TEXT,__text) external _glGetAttachedShaders
00007ffa1836c507 (__TEXT,__text) external _glGetAttribLocation
00007ffa183704de (__TEXT,__text) external _glGetAttribLocationARB
00007ffa183710e4 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa1836ca43 (__TEXT,__text) external _glGetBooleani_v
00007ffa18368960 (__TEXT,__text) external _glGetBooleanv
00007ffa1836d5d3 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1836b978 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa1836ff3b (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1836b99a (__TEXT,__text) external _glGetBufferPointerv
00007ffa1836ff5d (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1836b918 (__TEXT,__text) external _glGetBufferSubData
00007ffa1836fedb (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1836897f (__TEXT,__text) external _glGetClipPlane
00007ffa1836a7aa (__TEXT,__text) external _glGetColorTable
00007ffa18370893 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1836a7ce (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa183708b7 (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1836a7f0 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa183708d9 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa18371eb1 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa18371eb7 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa18371ebd (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa18371ec3 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa18371edb (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1836b1ce (__TEXT,__text) external _glGetCompressedTexImage
00007ffa1836fad6 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1836a9ac (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1836a9d0 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1836a9f2 (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa1836eb87 (__TEXT,__text) external _glGetDoublei_v
00007ffa1836899e (__TEXT,__text) external _glGetDoublev
00007ffa183689bd (__TEXT,__text) external _glGetError
00007ffa18371ec9 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa18371ecf (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa1836eb65 (__TEXT,__text) external _glGetFloati_v
00007ffa183689d4 (__TEXT,__text) external _glGetFloatv
00007ffa1836d63d (__TEXT,__text) external _glGetFragDataIndex
00007ffa1836cf3b (__TEXT,__text) external _glGetFragDataLocation
00007ffa183715ac (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1836c87c (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa18370e81 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa1836ff9c (__TEXT,__text) external _glGetHandleARB
00007ffa1836aa83 (__TEXT,__text) external _glGetHistogram
00007ffa1836aaaa (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1836aacc (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa18370381 (__TEXT,__text) external _glGetInfoLogARB
00007ffa1836d5b1 (__TEXT,__text) external _glGetInteger64i_v
00007ffa1836d4c3 (__TEXT,__text) external _glGetInteger64v
00007ffa183710c2 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa1836ca65 (__TEXT,__text) external _glGetIntegeri_v
00007ffa183689f3 (__TEXT,__text) external _glGetIntegerv
00007ffa1837071d (__TEXT,__text) external _glGetInternalformativ
00007ffa18368a12 (__TEXT,__text) external _glGetLightfv
00007ffa18368a34 (__TEXT,__text) external _glGetLightiv
00007ffa18368a56 (__TEXT,__text) external _glGetMapdv
00007ffa18368a78 (__TEXT,__text) external _glGetMapfv
00007ffa18368a9a (__TEXT,__text) external _glGetMapiv
00007ffa18368abc (__TEXT,__text) external _glGetMaterialfv
00007ffa18368ade (__TEXT,__text) external _glGetMaterialiv
00007ffa1836aaee (__TEXT,__text) external _glGetMinmax
00007ffa1836ab15 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1836ab37 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa1836d571 (__TEXT,__text) external _glGetMultisamplefv
00007ffa183706d0 (__TEXT,__text) external _glGetNamedStringARB
00007ffa183706f8 (__TEXT,__text) external _glGetNamedStringivARB
00007ffa183717a0 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1837033b (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa18371caf (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1837035e (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa18368b00 (__TEXT,__text) external _glGetPixelMapfv
00007ffa18368b1f (__TEXT,__text) external _glGetPixelMapuiv
00007ffa18368b3e (__TEXT,__text) external _glGetPixelMapusv
00007ffa18368b5d (__TEXT,__text) external _glGetPointerv
00007ffa18368b7c (__TEXT,__text) external _glGetPolygonStipple
00007ffa1836e059 (__TEXT,__text) external _glGetProgramBinary
00007ffa1836f2b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa1836f2d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa1836c3c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa1836f2fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
