00007ff814f2a670 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff814f2a704 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff814f2a7c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
00007ff814f2a530 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff814f2a7e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table16
00007ff814f2a488 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00007ff814f2a384 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00007ff814f2a410 (__TEXT,__gcc_except_tab) non-external GCC_except_table23
00007ff814f2a428 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
00007ff814f2a498 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
00007ff814f2a684 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
00007ff814f2a7f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
00007ff814f2a394 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff814f2a374 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff814f2a50c (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff814f2a3a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
00007ff814f2a540 (__TEXT,__gcc_except_tab) non-external GCC_except_table33
00007ff814f2a4b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table36
00007ff814f2a698 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff814f2a59c (__TEXT,__gcc_except_tab) non-external GCC_except_table46
00007ff814f2a4cc (__TEXT,__gcc_except_tab) non-external GCC_except_table47
00007ff814f2a4dc (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00007ff814f2a4ec (__TEXT,__gcc_except_tab) non-external GCC_except_table49
00007ff814f2a4fc (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00007ff814f2a3c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00007ff814f2a5ac (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00007ff814f2a3d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00007ff814f2a5c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00007ff814f2a5d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ff814f2a5f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ff814f2a438 (__TEXT,__gcc_except_tab) non-external GCC_except_table59
00007ff814f2a448 (__TEXT,__gcc_except_tab) non-external GCC_except_table63
00007ff814f2a458 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
00007ff814f2a468 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
00007ff814f2a610 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
00007ff814f2a478 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ff814f2a6ac (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ff814f2a3e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff814f2a6c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff814f2a620 (__TEXT,__gcc_except_tab) non-external GCC_except_table85
00007ff814f2a630 (__TEXT,__gcc_except_tab) non-external GCC_except_table86
00007ff814f2a640 (__TEXT,__gcc_except_tab) non-external GCC_except_table87
00007ff814f2a650 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ff814f2a660 (__TEXT,__gcc_except_tab) non-external GCC_except_table93
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff814f242e6 (__TEXT,__text) external _RXAdLibCreate
00007ff814f1c35c (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
00007ff814f1c34c (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
00007ff814f1c33c (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
00007ff814f1c36c (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
00007ff814f1c228 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
00007ff814f1dc68 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
00007ff814f1e23b (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
00007ff814f1e157 (__TEXT,__text) external _RXGetAssetFallbackLocales
00007ff814f1d144 (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
00007ff814f1ceb1 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
00007ff814f1dc5e (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
00007ff814f1c4e7 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
00007ff814f1e02b (__TEXT,__text) external _RXIsKeywordSpotterEnabled
00007ff814f1e076 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
00007ff814f1df4a (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
00007ff814f1dda3 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
00007ff814f1de9a (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
00007ff814f1e043 (__TEXT,__text) external _RXIsSpeechDetectorEnabled
00007ff814f23fb8 (__TEXT,__text) external _RXLanguageModelCreate
00007ff814f24070 (__TEXT,__text) external _RXLanguageModelCreateWithURL
00007ff814f24395 (__TEXT,__text) external _RXLanguageModelWriteToURL
00007ff814f244c6 (__TEXT,__text) external _RXLanguageObjectAddObject
00007ff814f24952 (__TEXT,__text) external _RXLanguageObjectAddPhrase
00007ff814f24ead (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
00007ff814f2483a (__TEXT,__text) external _RXLanguageObjectApplyBlock
00007ff814f243d4 (__TEXT,__text) external _RXLanguageObjectGetCount
00007ff814f24590 (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
00007ff814f243be (__TEXT,__text) external _RXLanguageObjectGetType
00007ff814f23f77 (__TEXT,__text) external _RXLanguageObjectGetTypeID
00007ff814f2477b (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
00007ff814f246a2 (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
00007ff814f1e268 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
00007ff814f1e319 (__TEXT,__text) external _RXLocalizedStringForSpacebar
00007ff814f1c30e (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
00007ff814f1c31f (__TEXT,__text) non-external (was a private external) _RXLogPerformance
00007ff814f1c2f0 (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
00007ff814f1c2e1 (__TEXT,__text) non-external (was a private external) _RXLogServerResults
00007ff814f1c2fe (__TEXT,__text) non-external (was a private external) _RXLogSound
00007ff814f1c73f (__TEXT,__text) non-external (was a private external) _RXOSLog
00007ff814f1d316 (__TEXT,__text) external _RXObjectCopyProperty
00007ff814f1d7b3 (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
00007ff814f1d8d3 (__TEXT,__text) external _RXObjectSetProperty
00007ff814f24185 (__TEXT,__text) external _RXPathCreate
00007ff814f1fc42 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
00007ff814f1fc57 (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
00007ff814f1fc2d (__TEXT,__text) external _RXRecognitionSystemAddTraining
00007ff814f1fcab (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
00007ff814f1fbab (__TEXT,__text) external _RXRecognitionSystemCreate
00007ff814f1fb86 (__TEXT,__text) external _RXRecognitionSystemGetTypeID
00007ff814f1fc6c (__TEXT,__text) external _RXRecognitionSystemReset
00007ff814f1fc96 (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
00007ff814f1fc81 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
00007ff814f215c4 (__TEXT,__text) external _RXRecognizerCreate
00007ff814f2159f (__TEXT,__text) external _RXRecognizerGetTypeID
00007ff814f2163c (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
00007ff814f2484f (__TEXT,__text) external _RXReplaceHyphensWithSpace
00007ff814f1c378 (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
00007ff814f1c6f3 (__TEXT,__text) external _RXSignpostLog
00007ff814f1c330 (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
00007ff814f21918 (__TEXT,__text) external _RXVocabularyCreateWithLocale
00007ff814f2199f (__TEXT,__text) external _RXVocabularyCreateWithURL
00007ff814f218f3 (__TEXT,__text) external _RXVocabularyGetTypeID
00007ff814f24225 (__TEXT,__text) external _RXWordCreate
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff814f27526 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
00007ff814f1c18f (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
00007ff814f2718e (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
00007ff814f272c3 (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
00007ff814f27120 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
00007ff814f1c218 (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
00007ff814f1c790 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
00007ff814f2739a (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
00007ff814f203f0 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
00007ff814f21760 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
00007ff814f1e409 (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
00007ff814f1c205 (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
00007ff814f21a30 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
00007ff814f204a9 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
00007ff814f217b2 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
00007ff814f283ef (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
00007ff814f1e3e0 (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
00007ff814f275da (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
00007ff814f21b0f (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
00007ff814f1e3f8 (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
00007ff814f278dd (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
00007ff814f1c176 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
00007ff814f1c1f5 (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
00007ff814f1c1de (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
00007ff814f2782c (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00007ff840df9780 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
00007ff814f210e6 (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00007ff8428cd91c (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00007ff8428cd729 (__DATA,__data) non-external __ZL15sResetTimeInSec
00007ff8428cd91d (__DATA,__bss) non-external __ZL17sRXAutomationMode
00007ff814f1dc10 (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
00007ff814f1d453 (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
00007ff814f1d75d (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
00007ff814f27492 (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
00007ff814f272e3 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
00007ff814f1e212 (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
00007ff814f2515c (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00007ff8428cd728 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
00007ff814f24aca (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
00007ff814f24c18 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
00007ff8428cd918 (__DATA,__bss) non-external __ZL8sRXDebug
00007ff8428cd970 (__DATA,__bss) non-external __ZL8sSystems
00007ff814f1fe6e (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
00007ff814f1ef5c (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
00007ff814f1fe52 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
00007ff814f1ef24 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
00007ff814f20c04 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
00007ff814f21216 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
00007ff814f20fc4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
00007ff814f21470 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
00007ff814f20682 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
00007ff814f204ba (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
00007ff814f205b6 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer12CopyPropertyEj
00007ff814f2119a (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13LMStillExistsEy
00007ff814f2141a (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13ReleaseResultEy
00007ff814f212a0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer15SetFeedbackTextEPK10__CFStringm
00007ff814f209aa (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer18ClaimLanguageModelEv
00007ff814f20966 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19DisownLanguageModelEv
00007ff814f209be (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19UpdateFeedbackStateENS_14FeedbackUpdateE
00007ff814f214e0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer5ChokeExb
00007ff814f2133c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9CopyAudioEyyy
00007ff814f20dc6 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9SerializeEPvP19RXRecognitionSystem
00007ff814f20452 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC1Ev
00007ff814f20bac (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC2Ev
00007ff814f20daa (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD0Ev
00007ff814f20da0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD1Ev
00007ff814f20cb6 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD2Ev
00007ff814f211a8 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDesc9DeleteRefEv
00007ff814f25102 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC1EP12RXRecognizery
00007ff814f250e4 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC2EP12RXRecognizery
00007ff814f25152 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD1Ev
00007ff814f25120 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD2Ev
00007ff814f217ea (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary10InitializeEPK10__CFLocalePK7__CFURLm
00007ff814f218a8 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary9SerializeEPvP19RXRecognitionSystem
00007ff814f2178c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC1Ev
00007ff814f217c4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC2Ev
00007ff814f2188c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD0Ev
00007ff814f21882 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD1Ev
00007ff814f2184e (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD2Ev
00007ff814f21744 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI12RXRecognizerED2Ev
00007ff814f2545c (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI16RXLanguageObjectED2Ev
00007ff814f1e3be (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI8RXObjectED2Ev
00007ff814f226b6 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject10ApplyBlockEU13block_pointerFmP18__RXLanguageObjectmEm
00007ff814f22474 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject11SetPropertyEjPKv
00007ff814f21b3c (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12CopyPropertyEj
00007ff814f22ea2 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12RemoveObjectEl
00007ff814f2319e (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject13NormalizeTextEPK10__CFLocale
