00007ff800ea9c90 (__TEXT,__text) external _APL_dgemm
00007ff800dcb092 (__TEXT,__text) external _DGEMM
00007ff800dcb092 (__TEXT,__text) external _DGEMM_
00007ff800dcd4f5 (__TEXT,__text) external _DGEMV
00007ff800dcd4f5 (__TEXT,__text) external _DGEMV_
00007ff800dcde18 (__TEXT,__text) external _DGER
00007ff800dcde18 (__TEXT,__text) external _DGER_
00007ff800dcfa3c (__TEXT,__text) external _DNRM2
00007ff800dcfa3c (__TEXT,__text) external _DNRM2_
00007ff800dcfa4a (__TEXT,__text) external _DROT
00007ff800dcfa6b (__TEXT,__text) external _DROTG
00007ff800dcfa6b (__TEXT,__text) external _DROTG_
00007ff800dcfa78 (__TEXT,__text) external _DROTM
00007ff800dcfa8c (__TEXT,__text) external _DROTMG
00007ff800dcfa8c (__TEXT,__text) external _DROTMG_
00007ff800dcfa78 (__TEXT,__text) external _DROTM_
00007ff800dcfa4a (__TEXT,__text) external _DROT_
00007ff800dcd6ed (__TEXT,__text) external _DSBMV
00007ff800dcd6ed (__TEXT,__text) external _DSBMV_
00007ff800dcfaa0 (__TEXT,__text) external _DSCAL
00007ff800dcfaa0 (__TEXT,__text) external _DSCAL_
00007ff800dcfae9 (__TEXT,__text) external _DSDOT
00007ff800dcfae9 (__TEXT,__text) external _DSDOT_
00007ff800dcd782 (__TEXT,__text) external _DSPMV
00007ff800dcd782 (__TEXT,__text) external _DSPMV_
00007ff800dcdf4e (__TEXT,__text) external _DSPR
00007ff800dcdfb5 (__TEXT,__text) external _DSPR2
00007ff800dcdfb5 (__TEXT,__text) external _DSPR2_
00007ff800dcdf4e (__TEXT,__text) external _DSPR_
00007ff800dcfaba (__TEXT,__text) external _DSWAP
00007ff800dcfaba (__TEXT,__text) external _DSWAP_
00007ff800dcb1a2 (__TEXT,__text) external _DSYMM
00007ff800dcb1a2 (__TEXT,__text) external _DSYMM_
00007ff800dcd663 (__TEXT,__text) external _DSYMV
00007ff800dcd663 (__TEXT,__text) external _DSYMV_
00007ff800dcde5d (__TEXT,__text) external _DSYR
00007ff800dcdecd (__TEXT,__text) external _DSYR2
00007ff800dcb5f1 (__TEXT,__text) external _DSYR2K
00007ff800dcb5f1 (__TEXT,__text) external _DSYR2K_
00007ff800dcdecd (__TEXT,__text) external _DSYR2_
00007ff800dcb514 (__TEXT,__text) external _DSYRK
00007ff800dcb514 (__TEXT,__text) external _DSYRK_
00007ff800dcde5d (__TEXT,__text) external _DSYR_
00007ff800dcd90b (__TEXT,__text) external _DTBMV
00007ff800dcd90b (__TEXT,__text) external _DTBMV_
00007ff800dcdc16 (__TEXT,__text) external _DTBSV
00007ff800dcdc16 (__TEXT,__text) external _DTBSV_
00007ff800dcda17 (__TEXT,__text) external _DTPMV
00007ff800dcda17 (__TEXT,__text) external _DTPMV_
00007ff800dcdd22 (__TEXT,__text) external _DTPSV
00007ff800dcdd22 (__TEXT,__text) external _DTPSV_
00007ff800dcb278 (__TEXT,__text) external _DTRMM
00007ff800dcb278 (__TEXT,__text) external _DTRMM_
00007ff800dcd802 (__TEXT,__text) external _DTRMV
00007ff800dcd802 (__TEXT,__text) external _DTRMV_
00007ff800dcb3c6 (__TEXT,__text) external _DTRSM
00007ff800dcb3c6 (__TEXT,__text) external _DTRSM_
00007ff800dcdb0d (__TEXT,__text) external _DTRSV
00007ff800dcdb0d (__TEXT,__text) external _DTRSV_
00007ff800dcfc31 (__TEXT,__text) external _DZASUM
00007ff800dcfc31 (__TEXT,__text) external _DZASUM_
00007ff800dcfc3f (__TEXT,__text) external _DZNRM2
00007ff800dcfc3f (__TEXT,__text) external _DZNRM2_
00007ff800e02c2f (__TEXT,__text) external _GetBLASComputeDevice
00007ff800dcf9a5 (__TEXT,__text) external _ICAMAX
00007ff800dcf9a5 (__TEXT,__text) external _ICAMAX_
00007ff800dcface (__TEXT,__text) external _IDAMAX
00007ff800dcface (__TEXT,__text) external _IDAMAX_
00007ff800dcfafa (__TEXT,__text) external _ISAMAX
00007ff800dcfafa (__TEXT,__text) external _ISAMAX_
00007ff800dcfc4d (__TEXT,__text) external _IZAMAX
00007ff800dcfc4d (__TEXT,__text) external _IZAMAX_
00007ff800dcfb15 (__TEXT,__text) external _SASUM
00007ff800dcfb15 (__TEXT,__text) external _SASUM_
00007ff800dcfb28 (__TEXT,__text) external _SAXPY
00007ff800dcfb28 (__TEXT,__text) external _SAXPY_
00007ff800dcf9c0 (__TEXT,__text) external _SCASUM
00007ff800dcf9c0 (__TEXT,__text) external _SCASUM_
00007ff800dcf9d3 (__TEXT,__text) external _SCNRM2
00007ff800dcf9d3 (__TEXT,__text) external _SCNRM2_
00007ff800dcfb4b (__TEXT,__text) external _SCOPY
00007ff800dcfb4b (__TEXT,__text) external _SCOPY_
00007ff800dcfb5f (__TEXT,__text) external _SDOT
00007ff800dcfb5f (__TEXT,__text) external _SDOT_
00007ff800dcfb75 (__TEXT,__text) external _SDSDOT
00007ff800dcfb75 (__TEXT,__text) external _SDSDOT_
00007ff800dcca5f (__TEXT,__text) external _SGBMV
00007ff800dcca5f (__TEXT,__text) external _SGBMV_
00007ff800dcaa49 (__TEXT,__text) external _SGEMM
00007ff800dcaa49 (__TEXT,__text) external _SGEMM_
00007ff800dcc9b9 (__TEXT,__text) external _SGEMV
00007ff800dcc9b9 (__TEXT,__text) external _SGEMV_
00007ff800dcd2e1 (__TEXT,__text) external _SGER
00007ff800dcd2e1 (__TEXT,__text) external _SGER_
00007ff800dcfb9a (__TEXT,__text) external _SNRM2
00007ff800dcfb9a (__TEXT,__text) external _SNRM2_
00007ff800dcfbad (__TEXT,__text) external _SROT
00007ff800dcfbce (__TEXT,__text) external _SROTG
00007ff800dcfbce (__TEXT,__text) external _SROTG_
00007ff800dcfbdb (__TEXT,__text) external _SROTM
00007ff800dcfbef (__TEXT,__text) external _SROTMG
00007ff800dcfbef (__TEXT,__text) external _SROTMG_
00007ff800dcfbdb (__TEXT,__text) external _SROTM_
00007ff800dcfbad (__TEXT,__text) external _SROT_
00007ff800dccbb6 (__TEXT,__text) external _SSBMV
00007ff800dccbb6 (__TEXT,__text) external _SSBMV_
00007ff800dcfc03 (__TEXT,__text) external _SSCAL
00007ff800dcfc03 (__TEXT,__text) external _SSCAL_
00007ff800dccc4b (__TEXT,__text) external _SSPMV
00007ff800dccc4b (__TEXT,__text) external _SSPMV_
00007ff800dcd417 (__TEXT,__text) external _SSPR
00007ff800dcd47e (__TEXT,__text) external _SSPR2
00007ff800dcd47e (__TEXT,__text) external _SSPR2_
00007ff800dcd417 (__TEXT,__text) external _SSPR_
00007ff800dcfc1d (__TEXT,__text) external _SSWAP
00007ff800dcfc1d (__TEXT,__text) external _SSWAP_
00007ff800dcab59 (__TEXT,__text) external _SSYMM
00007ff800dcab59 (__TEXT,__text) external _SSYMM_
00007ff800dccb2c (__TEXT,__text) external _SSYMV
00007ff800dccb2c (__TEXT,__text) external _SSYMV_
00007ff800dcd326 (__TEXT,__text) external _SSYR
00007ff800dcd396 (__TEXT,__text) external _SSYR2
00007ff800dcafa8 (__TEXT,__text) external _SSYR2K
00007ff800dcafa8 (__TEXT,__text) external _SSYR2K_
00007ff800dcd396 (__TEXT,__text) external _SSYR2_
00007ff800dcaecb (__TEXT,__text) external _SSYRK
00007ff800dcaecb (__TEXT,__text) external _SSYRK_
00007ff800dcd326 (__TEXT,__text) external _SSYR_
00007ff800dccdd4 (__TEXT,__text) external _STBMV
00007ff800dccdd4 (__TEXT,__text) external _STBMV_
00007ff800dcd0df (__TEXT,__text) external _STBSV
00007ff800dcd0df (__TEXT,__text) external _STBSV_
00007ff800dccee0 (__TEXT,__text) external _STPMV
00007ff800dccee0 (__TEXT,__text) external _STPMV_
00007ff800dcd1eb (__TEXT,__text) external _STPSV
00007ff800dcd1eb (__TEXT,__text) external _STPSV_
00007ff800dcac2f (__TEXT,__text) external _STRMM
00007ff800dcac2f (__TEXT,__text) external _STRMM_
00007ff800dccccb (__TEXT,__text) external _STRMV
00007ff800dccccb (__TEXT,__text) external _STRMV_
00007ff800dcad7d (__TEXT,__text) external _STRSM
00007ff800dcad7d (__TEXT,__text) external _STRSM_
00007ff800dccfd6 (__TEXT,__text) external _STRSV
00007ff800dccfd6 (__TEXT,__text) external _STRSV_
00007ff800e02c0d (__TEXT,__text) external _SetBLASComputeDevice
00007ff800f9231b (__TEXT,__text) external _SetBLASParamErrorProc
00007ff800f6328e (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff800f743e3 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff800f8ac73 (__TEXT,__text) external _XERBLA
00007ff800f8ac73 (__TEXT,__text) external _XERBLA_
00007ff800dcfc68 (__TEXT,__text) external _ZAXPY
00007ff800dcfc68 (__TEXT,__text) external _ZAXPY_
00007ff800dcfc7c (__TEXT,__text) external _ZCOPY
00007ff800dcfc7c (__TEXT,__text) external _ZCOPY_
00007ff800dcfc90 (__TEXT,__text) external _ZDOTC
00007ff800dcfc90 (__TEXT,__text) external _ZDOTC_
00007ff800dcfcb2 (__TEXT,__text) external _ZDOTU
00007ff800dcfcb2 (__TEXT,__text) external _ZDOTU_
00007ff800dcfcf2 (__TEXT,__text) external _ZDROT
00007ff800dcfcf2 (__TEXT,__text) external _ZDROT_
00007ff800dcfd13 (__TEXT,__text) external _ZDSCAL
00007ff800dcfd13 (__TEXT,__text) external _ZDSCAL_
00007ff800dced3e (__TEXT,__text) external _ZGBMV
00007ff800dced3e (__TEXT,__text) external _ZGBMV_
00007ff800dcc04a (__TEXT,__text) external _ZGEMM
00007ff800dcc04a (__TEXT,__text) external _ZGEMM_
00007ff800dcec7c (__TEXT,__text) external _ZGEMV
00007ff800dcec7c (__TEXT,__text) external _ZGEMV_
00007ff800dcf65b (__TEXT,__text) external _ZGERC
00007ff800dcf65b (__TEXT,__text) external _ZGERC_
00007ff800dcf6a2 (__TEXT,__text) external _ZGERU
00007ff800dcf6a2 (__TEXT,__text) external _ZGERU_
00007ff800dceeac (__TEXT,__text) external _ZHBMV
00007ff800dceeac (__TEXT,__text) external _ZHBMV_
00007ff800dcc16f (__TEXT,__text) external _ZHEMM
00007ff800dcc16f (__TEXT,__text) external _ZHEMM_
00007ff800dcee19 (__TEXT,__text) external _ZHEMV
00007ff800dcee19 (__TEXT,__text) external _ZHEMV_
00007ff800dcf6e9 (__TEXT,__text) external _ZHER
00007ff800dcf759 (__TEXT,__text) external _ZHER2
00007ff800dcc7b4 (__TEXT,__text) external _ZHER2K
00007ff800dcc7b4 (__TEXT,__text) external _ZHER2K_
00007ff800dcf759 (__TEXT,__text) external _ZHER2_
00007ff800dcc5cd (__TEXT,__text) external _ZHERK
00007ff800dcc5cd (__TEXT,__text) external _ZHERK_
00007ff800dcf6e9 (__TEXT,__text) external _ZHER_
00007ff800dcef43 (__TEXT,__text) external _ZHPMV
00007ff800dcef43 (__TEXT,__text) external _ZHPMV_
00007ff800dcf7e5 (__TEXT,__text) external _ZHPR
00007ff800dcf84c (__TEXT,__text) external _ZHPR2
00007ff800dcf84c (__TEXT,__text) external _ZHPR2_
00007ff800dcf7e5 (__TEXT,__text) external _ZHPR_
00007ff800dcfcd4 (__TEXT,__text) external _ZROTG
00007ff800dcfcd4 (__TEXT,__text) external _ZROTG_
00007ff800dcfce1 (__TEXT,__text) external _ZSCAL
00007ff800dcfce1 (__TEXT,__text) external _ZSCAL_
00007ff800dcfd2d (__TEXT,__text) external _ZSWAP
00007ff800dcfd2d (__TEXT,__text) external _ZSWAP_
00007ff800dcc243 (__TEXT,__text) external _ZSYMM
00007ff800dcc243 (__TEXT,__text) external _ZSYMM_
00007ff800dcc8b7 (__TEXT,__text) external _ZSYR2K
00007ff800dcc8b7 (__TEXT,__text) external _ZSYR2K_
00007ff800dcc6c3 (__TEXT,__text) external _ZSYRK
00007ff800dcc6c3 (__TEXT,__text) external _ZSYRK_
00007ff800dcf0e2 (__TEXT,__text) external _ZTBMV
00007ff800dcf0e2 (__TEXT,__text) external _ZTBMV_
00007ff800dcf42e (__TEXT,__text) external _ZTBSV
00007ff800dcf42e (__TEXT,__text) external _ZTBSV_
00007ff800dcf203 (__TEXT,__text) external _ZTPMV
00007ff800dcf203 (__TEXT,__text) external _ZTPMV_
00007ff800dcf54f (__TEXT,__text) external _ZTPSV
00007ff800dcf54f (__TEXT,__text) external _ZTPSV_
00007ff800dcc317 (__TEXT,__text) external _ZTRMM
00007ff800dcc317 (__TEXT,__text) external _ZTRMM_
00007ff800dcefc3 (__TEXT,__text) external _ZTRMV
00007ff800dcefc3 (__TEXT,__text) external _ZTRMV_
00007ff800dcc472 (__TEXT,__text) external _ZTRSM
00007ff800dcc472 (__TEXT,__text) external _ZTRSM_
00007ff800dcf30f (__TEXT,__text) external _ZTRSV
00007ff800dcf30f (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff800f84a10 (__TEXT,__text) external _appleblas_dgeadd
00007ff800f53150 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff800f64980 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff800f86ef4 (__TEXT,__text) external _appleblas_sgeadd
00007ff800f534a7 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff800f64cd4 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff800f74523 (__TEXT,__text) external _catlas_caxpby
00007ff800de542e (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff800f3d48c (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff800f80e0e (__TEXT,__text) external _catlas_cset
00007ff800f0d253 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff800f4fa30 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff800f7b3ba (__TEXT,__text) external _catlas_daxpby
00007ff800ead053 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff800f47c2c (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff800f7b4c7 (__TEXT,__text) external _catlas_dset
00007ff800ead194 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff800f47d49 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff800f756cf (__TEXT,__text) external _catlas_saxpby
00007ff800df0a09 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff800f3e621 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff800f75810 (__TEXT,__text) external _catlas_sset
00007ff800df0b4a (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff800f3e73e (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff800f7cc7c (__TEXT,__text) external _catlas_zaxpby
00007ff800ebab9d (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff800f4b396 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff800f77415 (__TEXT,__text) external _catlas_zset
00007ff800e33520 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff800f43460 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff800ef1c7b (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff800f4e59b (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff800dcf8cc (__TEXT,__text) external _caxpy
00007ff800ef1c0d (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff800f4e523 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff800dcf8cc (__TEXT,__text) external _caxpy_
00007ff800f7c8ff (__TEXT,__text) external _cblas_caxpy
00007ff800eba820 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff800f4b01d (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff800f75fd9 (__TEXT,__text) external _cblas_ccopy
00007ff800e02a6e (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff800f3eec7 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff800f77be2 (__TEXT,__text) external _cblas_cdotc_sub
00007ff800e40862 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff800f43c40 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff800f782ae (__TEXT,__text) external _cblas_cdotu_sub
00007ff800e61080 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff800f442fc (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff800f82c63 (__TEXT,__text) external _cblas_cgbmv
00007ff800f51bc7 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff800f633ce (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff800f78b34 (__TEXT,__text) external _cblas_cgemm
00007ff800e7d537 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff800f44bc5 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff800f83c60 (__TEXT,__text) external _cblas_cgemv
00007ff800f523a0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff800f63b70 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff800f7f1c3 (__TEXT,__text) external _cblas_cgerc
00007ff800eec7a3 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff800f4d87c (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff800f79f4b (__TEXT,__text) external _cblas_cgeru
00007ff800e92460 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff800f4603f (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff800f87e5d (__TEXT,__text) external _cblas_chbmv
00007ff800f54365 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff800f65b8f (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff800f7d019 (__TEXT,__text) external _cblas_chemm
00007ff800ebe681 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff800f4b6fa (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff800f88275 (__TEXT,__text) external _cblas_chemv
00007ff800f54b1b (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff800f66362 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff800f7e134 (__TEXT,__text) external _cblas_cher
00007ff800ee3d4f (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff800f4c817 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff800f88ae2 (__TEXT,__text) external _cblas_cher2
00007ff800f55877 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff800f67131 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff800f80af2 (__TEXT,__text) external _cblas_cher2k
00007ff800f0cf37 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff800f4f708 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff800f7a692 (__TEXT,__text) external _cblas_cherk
00007ff800ea1e5d (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff800f46f0e (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff800f89441 (__TEXT,__text) external _cblas_chpmv
00007ff800f561d6 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff800f67a99 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff800f89f09 (__TEXT,__text) external _cblas_chpr
00007ff800f571b7 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff800f68586 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff800f89631 (__TEXT,__text) external _cblas_chpr2
00007ff800f568df (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff800f67c99 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff800f8c4d8 (__TEXT,__text) external _cblas_crotg
00007ff800f5b296 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff800f6c6ff (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff800f7ec5e (__TEXT,__text) external _cblas_cscal
00007ff800eeb145 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff800f4d2fe (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff800f7ded0 (__TEXT,__text) external _cblas_csrot
00007ff800ed6161 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff800f4c5ad (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff800f77377 (__TEXT,__text) external _cblas_csscal
00007ff800e327e0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff800f433b4 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff800f77f24 (__TEXT,__text) external _cblas_cswap
00007ff800e41c7e (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff800f43f74 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff800f7c0a7 (__TEXT,__text) external _cblas_csymm
00007ff800eb4b41 (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff800f4a7d6 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff800f7bb35 (__TEXT,__text) external _cblas_csyr2k
00007ff800eb3320 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
