00007ffa15352584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa15311655 (__TEXT,__text) non-external +[MEAudioSupport _getShowTime:andShowDuration:forPlug:andSlideIndex:]
00007ffa15313315 (__TEXT,__text) non-external +[MEAudioSupport _insertAudioTracksFromAsset:toComposition:atTime:withSongStartTime:songDuration:]
00007ffa1531385a (__TEXT,__text) non-external +[MEAudioSupport _makeAVAudioMixForComposition:withDuration:andFadeOutDuration:fadingInfos:duckingInfos:]
00007ffa15311242 (__TEXT,__text) non-external +[MEAudioSupport compositionForExportForStartTime:andDuration:withDocument:forExport:audioMix:]
00007ffa152ae503 (__TEXT,__text) non-external +[MEExporter copyWebRendererToPath:useDebug:]
00007ffa152ae79b (__TEXT,__text) non-external +[MEExporter postProcessWebRendererAtPath:]
00007ffa152af070 (__TEXT,__text) non-external +[MEExporter(Private) createErrorWithCode:andDescription:andSuggestion:andUnderlyingError:outError:]
00007ffa152af161 (__TEXT,__text) non-external +[MEExporter(Private) createErrorWithCode:andDescription:outError:]
00007ffa152af190 (__TEXT,__text) non-external +[MEExporter(Private) createNotEnoughSpaceErrorForFreeSpace:andNeededSpace:outError:]
00007ffa152aef07 (__TEXT,__text) non-external +[MEExporter(Private) createTemporaryDirectoryForPath:error:]
00007ffa152af314 (__TEXT,__text) non-external +[MEExporter(Private) localizedString:]
00007ffa152af58e (__TEXT,__text) non-external +[MEExporterManager releaseSharedManager]
00007ffa152af51f (__TEXT,__text) non-external +[MEExporterManager sharedManager]
00007ffa153012e6 (__TEXT,__text) non-external +[MEImageExporter operationWithOriginalPath:loadedImage:size:andDestinationPath:]
00007ffa1530128f (__TEXT,__text) non-external +[MEImageExporter operationWithOriginalPath:size:andDestinationPath:]
00007ffa1530122e (__TEXT,__text) non-external +[MEImageExporter operationWithOriginalPath:size:blackWhite:andDestinationPath:]
00007ffa152b03b8 (__TEXT,__text) non-external +[MEPluginHTML5 matchesOptions:]
00007ffa152b034c (__TEXT,__text) non-external +[MEPluginHTML5 registerPluginsToLoader:]
00007ffa152eb434 (__TEXT,__text) non-external +[MEPluginPDF matchesOptions:]
00007ffa152eb3c8 (__TEXT,__text) non-external +[MEPluginPDF registerPluginsToLoader:]
00007ffa1537d790 (__TEXT,__text) non-external +[MEPluginVideoAVFoundation matchesOptions:]
00007ffa1537d70b (__TEXT,__text) non-external +[MEPluginVideoAVFoundation registerPluginsToLoader:]
00007ffa1537fdc4 (__TEXT,__text) non-external +[MEPluginVideoImageSequence matchesOptions:]
00007ffa1537fd3f (__TEXT,__text) non-external +[MEPluginVideoImageSequence registerPluginsToLoader:]
00007ffa150cb2fa (__TEXT,__text) non-external +[MPAction action]
00007ffa150cb2ef (__TEXT,__text) non-external +[MPAction supportsSecureCoding]
00007ffa150cdb43 (__TEXT,__text) non-external +[MPActionGroup actionGroup]
00007ffa150cdb5c (__TEXT,__text) non-external +[MPActionGroup supportsSecureCoding]
00007ffa150cc6ac (__TEXT,__text) non-external +[MPActionTrigger actionTrigger]
00007ffa150cc6a1 (__TEXT,__text) non-external +[MPActionTrigger supportsSecureCoding]
00007ffa150ce9fd (__TEXT,__text) non-external +[MPAnimatedSet supportsSecureCoding]
00007ffa150d21e8 (__TEXT,__text) non-external +[MPAnimationKeyframe supportsSecureCoding]
00007ffa150d2792 (__TEXT,__text) non-external +[MPAnimationKeyframe1D keyframe1DWithScalar:atTime:]
00007ffa150d27d2 (__TEXT,__text) non-external +[MPAnimationKeyframe1D keyframe1DWithScalar:atTime:offsetType:]
00007ffa150d2787 (__TEXT,__text) non-external +[MPAnimationKeyframe1D supportsSecureCoding]
00007ffa150d2c34 (__TEXT,__text) non-external +[MPAnimationKeyframe2D keyframe2DWithPoint:atTime:]
00007ffa150d2c7e (__TEXT,__text) non-external +[MPAnimationKeyframe2D keyframe2DWithPoint:atTime:offsetType:]
00007ffa150d2c29 (__TEXT,__text) non-external +[MPAnimationKeyframe2D supportsSecureCoding]
00007ffa150d41a0 (__TEXT,__text) non-external +[MPAnimationKeyframeFunction keyframeFunctionWithFunction:atTime:offsetType:withDuration:]
00007ffa150d4158 (__TEXT,__text) non-external +[MPAnimationKeyframeFunction keyframeFunctionWithFunction:atTime:withDuration:]
00007ffa150d414d (__TEXT,__text) non-external +[MPAnimationKeyframeFunction supportsSecureCoding]
00007ffa150d3c9d (__TEXT,__text) non-external +[MPAnimationKeyframeVector keyframeVectorWithVector:atTime:]
00007ffa150d3cd8 (__TEXT,__text) non-external +[MPAnimationKeyframeVector keyframeVectorWithVector:atTime:offsetType:]
00007ffa150d3c92 (__TEXT,__text) non-external +[MPAnimationKeyframeVector supportsSecureCoding]
00007ffa150d506d (__TEXT,__text) non-external +[MPAnimationManager releaseSharedManager]
00007ffa150d4ffc (__TEXT,__text) non-external +[MPAnimationManager sharedManager]
00007ffa150d5147 (__TEXT,__text) non-external +[MPAnimationManager(Private) loadAnimationManagerWithPaths:]
00007ffa150d565b (__TEXT,__text) non-external +[MPAnimationPath animationPath]
00007ffa150d5650 (__TEXT,__text) non-external +[MPAnimationPath supportsSecureCoding]
00007ffa150d58cb (__TEXT,__text) non-external +[MPAnimationPathCombo animationPath]
00007ffa150d58c0 (__TEXT,__text) non-external +[MPAnimationPathCombo supportsSecureCoding]
00007ffa150d6243 (__TEXT,__text) non-external +[MPAnimationPathKeyframed animationPath]
00007ffa150d6238 (__TEXT,__text) non-external +[MPAnimationPathKeyframed supportsSecureCoding]
00007ffa150cc19d (__TEXT,__text) non-external +[MPAnimationTrigger animationTrigger]
00007ffa150cc192 (__TEXT,__text) non-external +[MPAnimationTrigger supportsSecureCoding]
00007ffa150d9a35 (__TEXT,__text) non-external +[MPAssetManager releaseSharedManager]
00007ffa150d9a29 (__TEXT,__text) non-external +[MPAssetManager setInhibitSharedManagerInit:]
00007ffa150b6c4a (__TEXT,__text) non-external +[MPAssetManager sharedManager]
00007ffa150da7b5 (__TEXT,__text) non-external +[MPAssetManager(ImageUtils) convertCGImageToBuffer:]
00007ffa150daac8 (__TEXT,__text) non-external +[MPAssetManager(ImageUtils) convertCGImageToBufferUsingDataProvider:]
00007ffa150da94a (__TEXT,__text) non-external +[MPAssetManager(ImageUtils) convertCGImageToBufferUsingRGBDevice:]
00007ffa150dacf7 (__TEXT,__text) non-external +[MPAudioPlaylist audioPlaylist]
00007ffa150dacc6 (__TEXT,__text) non-external +[MPAudioPlaylist automaticallyNotifiesObserversForKey:]
00007ffa150dacec (__TEXT,__text) non-external +[MPAudioPlaylist supportsSecureCoding]
00007ffa150dce9b (__TEXT,__text) non-external +[MPAuthoringController releaseSharedController]
00007ffa150dce3c (__TEXT,__text) non-external +[MPAuthoringController sharedController]
00007ffa1511b642 (__TEXT,__text) non-external +[MPAuthoringUtilities alignToBeatsFromOptions:]
00007ffa1511de34 (__TEXT,__text) non-external +[MPAuthoringUtilities alwaysIncludeLastTransitionFromOptions:]
00007ffa1511c118 (__TEXT,__text) non-external +[MPAuthoringUtilities aspectRatioFromOptions:]
00007ffa1511e682 (__TEXT,__text) non-external +[MPAuthoringUtilities aspectRatioMatchesDefault:withOptions:]
00007ffa1511ad95 (__TEXT,__text) non-external +[MPAuthoringUtilities audioDurationFactorFromOptions:]
00007ffa1511ad57 (__TEXT,__text) non-external +[MPAuthoringUtilities audioDurationFromOptions:]
00007ffa1511add3 (__TEXT,__text) non-external +[MPAuthoringUtilities audioScalingModeFromOptions:]
00007ffa1511b8de (__TEXT,__text) non-external +[MPAuthoringUtilities backgroundColorFromOptions:]
00007ffa1511e340 (__TEXT,__text) non-external +[MPAuthoringUtilities baseBreakAspectRatioFromOptions:]
00007ffa1511e3cc (__TEXT,__text) non-external +[MPAuthoringUtilities basePortraitBreakAspectRatioFromOptions:]
00007ffa1511b895 (__TEXT,__text) non-external +[MPAuthoringUtilities beatFactorFromOptions:]
00007ffa1511e228 (__TEXT,__text) non-external +[MPAuthoringUtilities breakDurationScaleFromOptions:]
00007ffa1511dbdb (__TEXT,__text) non-external +[MPAuthoringUtilities canAdjustPhaseDurations:]
00007ffa1511d849 (__TEXT,__text) non-external +[MPAuthoringUtilities canHaveTransitionsFromOptions:]
00007ffa1511bbc5 (__TEXT,__text) non-external +[MPAuthoringUtilities canRepeatEffectWithPreset:]
00007ffa1511bd3b (__TEXT,__text) non-external +[MPAuthoringUtilities canRepeatPreset:]
00007ffa1511c2b0 (__TEXT,__text) non-external +[MPAuthoringUtilities collectVersionInformationFromOptions:]
00007ffa1511d66f (__TEXT,__text) non-external +[MPAuthoringUtilities colorSchemeFromOptions:]
00007ffa1511b6ec (__TEXT,__text) non-external +[MPAuthoringUtilities createBeatsFromOptions:]
00007ffa1511aeb1 (__TEXT,__text) non-external +[MPAuthoringUtilities croppingModeForFitMoviesFromOptions:]
00007ffa1511ae0b (__TEXT,__text) non-external +[MPAuthoringUtilities croppingModeFromOptions:]
00007ffa1511e0c8 (__TEXT,__text) non-external +[MPAuthoringUtilities customDurationsFromOptions:]
00007ffa1511e8f5 (__TEXT,__text) non-external +[MPAuthoringUtilities distanceBetween:andPoint:]
00007ffa1511ba72 (__TEXT,__text) non-external +[MPAuthoringUtilities durationPerEffectFromOptions:]
00007ffa1511b329 (__TEXT,__text) non-external +[MPAuthoringUtilities easeKenBurnsPanFromOptions:]
00007ffa1511d5b4 (__TEXT,__text) non-external +[MPAuthoringUtilities effectDecidesTransitionFromOptions:]
00007ffa1511c15b (__TEXT,__text) non-external +[MPAuthoringUtilities effectListFromOptions:]
00007ffa1511bc80 (__TEXT,__text) non-external +[MPAuthoringUtilities effectNeedsPreviousAttributesFromOptions:]
00007ffa1511ce5e (__TEXT,__text) non-external +[MPAuthoringUtilities effectPadding:]
00007ffa1511cf70 (__TEXT,__text) non-external +[MPAuthoringUtilities exportTransitionDurationFromOptions:]
00007ffa1511cf06 (__TEXT,__text) non-external +[MPAuthoringUtilities exportTransitionIDFromOptions:]
00007ffa1511ddbe (__TEXT,__text) non-external +[MPAuthoringUtilities fadeOutAudioFromOptions:]
00007ffa1511e0e7 (__TEXT,__text) non-external +[MPAuthoringUtilities fadeOutDurationFromOptions:]
00007ffa1511c074 (__TEXT,__text) non-external +[MPAuthoringUtilities fitMoviesWhenPossibleFromOptions:]
00007ffa1511e663 (__TEXT,__text) non-external +[MPAuthoringUtilities gapInformationFromOptions:]
00007ffa1511ca03 (__TEXT,__text) non-external +[MPAuthoringUtilities idFromPresetID:]
00007ffa1511a9ee (__TEXT,__text) non-external +[MPAuthoringUtilities ignoreClusteringForImages:withOptions:]
00007ffa1511c3a9 (__TEXT,__text) non-external +[MPAuthoringUtilities ignoreTransitionListFromOptions:]
00007ffa1511c530 (__TEXT,__text) non-external +[MPAuthoringUtilities introDurationFromOptions:]
00007ffa1511c868 (__TEXT,__text) non-external +[MPAuthoringUtilities introEffectIDFromOptions:]
00007ffa1511e5db (__TEXT,__text) non-external +[MPAuthoringUtilities isLayerEffectAuthoredFromOptions:]
00007ffa1511e814 (__TEXT,__text) non-external +[MPAuthoringUtilities kbCenterPointFromRect:]
00007ffa1511b203 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsAlwaysZoomInFromOptions:]
00007ffa1511b296 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsBreaksFromOptions:]
00007ffa1511b16e (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsEndZoomLevelFromOptions:]
00007ffa1511b3bc (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsLevelFromOptions:]
00007ffa1511af26 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsLikelihoodFromOptions:]
00007ffa1511b472 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsOffsetTypeFromOptions:]
00007ffa1511b024 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsPanFactorFromOptions:]
00007ffa1511b0d9 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsStartZoomLevelFromOptions:]
00007ffa1511c1f7 (__TEXT,__text) non-external +[MPAuthoringUtilities kenBurnsZoomFactorFromOptions:]
00007ffa1511cc38 (__TEXT,__text) non-external +[MPAuthoringUtilities lastPresetFromOptions:]
00007ffa1511b50a (__TEXT,__text) non-external +[MPAuthoringUtilities layerCanSkipScaleCalculation:withOptions:]
00007ffa1511cfe7 (__TEXT,__text) non-external +[MPAuthoringUtilities layerDescriptionForLayerWithZIndex:forStyle:]
00007ffa1511d195 (__TEXT,__text) non-external +[MPAuthoringUtilities layerHasImagesFromOptions:]
00007ffa1511ad1f (__TEXT,__text) non-external +[MPAuthoringUtilities layerIndexFromOptions:]
00007ffa1511bb31 (__TEXT,__text) non-external +[MPAuthoringUtilities layerOffsetFromOptions:]
00007ffa1511b7df (__TEXT,__text) non-external +[MPAuthoringUtilities layerTimeScaleFromOptions:]
00007ffa1511def3 (__TEXT,__text) non-external +[MPAuthoringUtilities layerTypeFromOptions:]
00007ffa1511b724 (__TEXT,__text) non-external +[MPAuthoringUtilities lockTransitionDurationFromOptions:]
00007ffa1511ce9c (__TEXT,__text) non-external +[MPAuthoringUtilities loopTransitionIDFromOptions:]
00007ffa1511e553 (__TEXT,__text) non-external +[MPAuthoringUtilities matchEffectsUsingTagsFromOptions:]
00007ffa1511b9b7 (__TEXT,__text) non-external +[MPAuthoringUtilities matchPhasesWithTransitionFromOptions:]
00007ffa1511afe1 (__TEXT,__text) non-external +[MPAuthoringUtilities maxKenBurnsZoomFromOptions:]
00007ffa1511c82d (__TEXT,__text) non-external +[MPAuthoringUtilities maxNumberOfSlidesToPreloadFromOptions:]
00007ffa1511d384 (__TEXT,__text) non-external +[MPAuthoringUtilities maximumTransitionDurationFromOptions:]
00007ffa1511d445 (__TEXT,__text) non-external +[MPAuthoringUtilities minimumEffectDurationFromOptions:]
00007ffa1511c7f5 (__TEXT,__text) non-external +[MPAuthoringUtilities minimumNumberOfDynamicSlidesToAddFromOptions:]
00007ffa1511d2c8 (__TEXT,__text) non-external +[MPAuthoringUtilities minimumTransitionDurationFromOptions:]
00007ffa1511d571 (__TEXT,__text) non-external +[MPAuthoringUtilities movieVolumeFromOptions:]
00007ffa1511e916 (__TEXT,__text) non-external +[MPAuthoringUtilities multilineSizeFactorFromOptions:]
00007ffa1511d945 (__TEXT,__text) non-external +[MPAuthoringUtilities needsFitMovieAttributeFromOptions:]
00007ffa1511d253 (__TEXT,__text) non-external +[MPAuthoringUtilities numberOfLayersFromOptions:]
00007ffa1511c679 (__TEXT,__text) non-external +[MPAuthoringUtilities outroDurationFromOptions:]
00007ffa1511c46a (__TEXT,__text) non-external +[MPAuthoringUtilities outroEffectIDFromOptions:]
00007ffa1511d539 (__TEXT,__text) non-external +[MPAuthoringUtilities padTextOnlyEffects:]
00007ffa1511e02c (__TEXT,__text) non-external +[MPAuthoringUtilities performFaceDetectionFromOptions:]
00007ffa1511da8c (__TEXT,__text) non-external +[MPAuthoringUtilities pickEffectsEvenlyByIDWithOptions:]
00007ffa1511d9b8 (__TEXT,__text) non-external +[MPAuthoringUtilities pickTransitionsEvenlyByIDWithOptions:]
00007ffa1511e2b4 (__TEXT,__text) non-external +[MPAuthoringUtilities portraitBreakDurationScaleFromOptions:]
00007ffa1511de6c (__TEXT,__text) non-external +[MPAuthoringUtilities presentationOrderFromOptions:]
00007ffa1511ca7a (__TEXT,__text) non-external +[MPAuthoringUtilities presetIDFromPresetID:]
00007ffa1511c0ac (__TEXT,__text) non-external +[MPAuthoringUtilities randomSeedFromOptions:]
00007ffa1511df6a (__TEXT,__text) non-external +[MPAuthoringUtilities reconfigureRangeFromOptions:]
00007ffa1511e7d3 (__TEXT,__text) non-external +[MPAuthoringUtilities rectToFitIn:withAspectRatio:]
00007ffa1511dfa5 (__TEXT,__text) non-external +[MPAuthoringUtilities regionOfInterestPickModeFromOptions:]
00007ffa1511d74c (__TEXT,__text) non-external +[MPAuthoringUtilities reorderModeFromOptions:]
00007ffa1511c2eb (__TEXT,__text) non-external +[MPAuthoringUtilities repeatTransitionsFromOptions:]
00007ffa1511b8a3 (__TEXT,__text) non-external +[MPAuthoringUtilities replaceAudioPlaylistFromOptions:]
00007ffa1511dcaf (__TEXT,__text) non-external +[MPAuthoringUtilities requestGeneratedImagesFromOptions:]
00007ffa1511e170 (__TEXT,__text) non-external +[MPAuthoringUtilities scaleEffectsForPanoramasFromOptions:]
00007ffa1511c73a (__TEXT,__text) non-external +[MPAuthoringUtilities scaleOutroEffectFromOptions:]
00007ffa1511e458 (__TEXT,__text) non-external +[MPAuthoringUtilities screenSizeFromOptions:]
00007ffa1511cad7 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeFramesFromOptions:]
00007ffa1511cda0 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa1511ccde (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa1511cb62 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa1511ddf9 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa1511acf1 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa1511e0a9 (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
