00007ff8185c37d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff8185c3870 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff8185c3930 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
00007ff8185c3660 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff8185c394c (__TEXT,__gcc_except_tab) non-external GCC_except_table16
00007ff8185c3594 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00007ff8185c3618 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff8185c3464 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00007ff8185c3628 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff8185c395c (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff8185c34f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table23
00007ff8185c3514 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
00007ff8185c35a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
00007ff8185c396c (__TEXT,__gcc_except_tab) non-external GCC_except_table26
00007ff8185c3474 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff8185c37f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff8185c3454 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff8185c3638 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff8185c3484 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
00007ff8185c3670 (__TEXT,__gcc_except_tab) non-external GCC_except_table33
00007ff8185c35bc (__TEXT,__gcc_except_tab) non-external GCC_except_table36
00007ff8185c3804 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff8185c36d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
00007ff8185c35d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
00007ff8185c35e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00007ff8185c35f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
00007ff8185c3608 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00007ff8185c36e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00007ff8185c3704 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00007ff8185c3714 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ff8185c3730 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ff8185c34a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table59
00007ff8185c34b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table60
00007ff8185c3524 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00007ff8185c3534 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
00007ff8185c3544 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00007ff8185c3554 (__TEXT,__gcc_except_tab) non-external GCC_except_table67
00007ff8185c3564 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
00007ff8185c374c (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ff8185c3818 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ff8185c3574 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
00007ff8185c3584 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007ff8185c375c (__TEXT,__gcc_except_tab) non-external GCC_except_table75
00007ff8185c3770 (__TEXT,__gcc_except_tab) non-external GCC_except_table78
00007ff8185c34c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff8185c3830 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff8185c3780 (__TEXT,__gcc_except_tab) non-external GCC_except_table86
00007ff8185c3790 (__TEXT,__gcc_except_tab) non-external GCC_except_table87
00007ff8185c37a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ff8185c37b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table89
00007ff8185c37c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table94
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff8185bce01 (__TEXT,__text) external _RXAdLibCreate
00007ff8185b4d40 (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
00007ff8185b4d30 (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
00007ff8185b4d20 (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
00007ff8185b4d69 (__TEXT,__text) non-external (was a private external) _RXAutomationSaveKeywordsAudio
00007ff8185b4d50 (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
00007ff8185b6d5a (__TEXT,__text) external _RXCopyAssetFallbackLocaleIdentifier
00007ff8185b6c68 (__TEXT,__text) external _RXCopyAssetFallbackLocales
00007ff8185b6ef6 (__TEXT,__text) external _RXCopyLocalizedStringForSpacebar
00007ff8185bd460 (__TEXT,__text) external _RXCopyReplaceHyphensWithSpace
00007ff8185b4bf2 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
00007ff8185b6637 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
00007ff8185c1712 (__TEXT,__text) non-external _RXEngineTypeForLocaleIdentifier.cold.1
00007ff8185c172a (__TEXT,__text) non-external _RXEngineTypeForLocaleIdentifier.cold.2
00007ff8185b6d2d (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
00007ff8185b6b7a (__TEXT,__text) external _RXGetAssetFallbackLocales
00007ff8185b5b10 (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
00007ff8185c172a (__TEXT,__text) non-external _RXGetSupportedNashvilleLocaleIdentifiers.cold.1
00007ff8185b5875 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
00007ff8185c1712 (__TEXT,__text) non-external _RXGetSupportedQuasarLocaleIdentifiers.cold.1
00007ff8185b662d (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
00007ff8185b4ed7 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
00007ff8185c16b1 (__TEXT,__text) non-external _RXIsAppleInternal.cold.1
00007ff8185b6a89 (__TEXT,__text) external _RXIsAudioDonationOptedIn
00007ff8185b6a71 (__TEXT,__text) external _RXIsAudioDonationSupported
00007ff8185b6a0e (__TEXT,__text) external _RXIsKeywordSpotterEnabled
00007ff8185b6a99 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
00007ff8185b68fd (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
00007ff8185b6756 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
00007ff8185b684d (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
00007ff8185b6a26 (__TEXT,__text) external _RXIsSpeechDetectorEnabled
00007ff8185b69f6 (__TEXT,__text) external _RXIsSpeechSPIEnabled
00007ff8185b6a59 (__TEXT,__text) external _RXIsUseIndependentVADEnabled
00007ff8185b69de (__TEXT,__text) external _RXIsVoiceActionsVisionKWSEnabled
00007ff8185bcad3 (__TEXT,__text) external _RXLanguageModelCreate
00007ff8185bcb8b (__TEXT,__text) external _RXLanguageModelCreateWithURL
00007ff8185bceb0 (__TEXT,__text) external _RXLanguageModelWriteToURL
00007ff8185bcfd1 (__TEXT,__text) external _RXLanguageObjectAddObject
00007ff8185bd566 (__TEXT,__text) external _RXLanguageObjectAddPhrase
00007ff8185bda66 (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
00007ff8185bd345 (__TEXT,__text) external _RXLanguageObjectApplyBlock
00007ff8185bceef (__TEXT,__text) external _RXLanguageObjectGetCount
00007ff8185bd09b (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
00007ff8185bced9 (__TEXT,__text) external _RXLanguageObjectGetType
00007ff8185bca91 (__TEXT,__text) external _RXLanguageObjectGetTypeID
00007ff8185bd286 (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
00007ff8185bd1ad (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
00007ff8185b6d93 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
00007ff8185b6e63 (__TEXT,__text) external _RXLocalizedStringForSpacebar
00007ff8185b4cf2 (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
00007ff8185b4d03 (__TEXT,__text) non-external (was a private external) _RXLogPerformance
00007ff8185b4cd4 (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
00007ff8185b4cc5 (__TEXT,__text) non-external (was a private external) _RXLogServerResults
00007ff8185b4ce2 (__TEXT,__text) non-external (was a private external) _RXLogSound
00007ff8185b50e2 (__TEXT,__text) non-external (was a private external) _RXOSLog
00007ff8185c16fa (__TEXT,__text) non-external _RXOSLog.cold.1
00007ff8185b5cd4 (__TEXT,__text) external _RXObjectCopyProperty
00007ff8185b6191 (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
00007ff8185b62b1 (__TEXT,__text) external _RXObjectSetProperty
00007ff8185bcca0 (__TEXT,__text) external _RXPathCreate
00007ff8185b8866 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
00007ff8185b887b (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
00007ff8185b883c (__TEXT,__text) external _RXRecognitionSystemAddTraining
00007ff8185b88cf (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
00007ff8185b87ba (__TEXT,__text) external _RXRecognitionSystemCreate
00007ff8185b8794 (__TEXT,__text) external _RXRecognitionSystemGetTypeID
00007ff8185b8890 (__TEXT,__text) external _RXRecognitionSystemReset
00007ff8185b88ba (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
00007ff8185b88a5 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
00007ff8185b8851 (__TEXT,__text) external _RXRecognitionSystemSetSecureFieldFocused
00007ff8185ba13f (__TEXT,__text) external _RXRecognizerCreate
00007ff8185ba119 (__TEXT,__text) external _RXRecognizerGetTypeID
00007ff8185ba1b7 (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
00007ff8185bd35a (__TEXT,__text) external _RXReplaceHyphensWithSpace
00007ff8185b4d5c (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
00007ff8185b50a4 (__TEXT,__text) external _RXSignpostLog
00007ff8185c16e2 (__TEXT,__text) non-external _RXSignpostLog.cold.1
00007ff8185b4d14 (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
00007ff8185ba43b (__TEXT,__text) external _RXVocabularyCreateWithLocale
00007ff8185ba4c2 (__TEXT,__text) external _RXVocabularyCreateWithURL
00007ff8185ba415 (__TEXT,__text) external _RXVocabularyGetTypeID
00007ff8185bcd40 (__TEXT,__text) external _RXWordCreate
                 (undefined) external __AXSAudioDonationSiriImprovementEnabled (from libAccessibility)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff8185c0296 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
00007ff8185b4b29 (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
00007ff8185bfefe (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
00007ff8185c0033 (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
00007ff8185bfe90 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
00007ff8185b4bb2 (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
00007ff8185b5120 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
00007ff8185c010a (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
00007ff8185b8fc8 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
00007ff8185ba2d2 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
00007ff8185b6fe9 (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
00007ff8185b4b9f (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
00007ff8185ba550 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
00007ff8185b9081 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
00007ff8185ba324 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
00007ff8185c1123 (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
00007ff8185b6fc0 (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
00007ff8185c034a (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
00007ff8185ba62f (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
00007ff8185b6fd8 (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
00007ff8185c0655 (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
00007ff8185b4b10 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
00007ff8185b4b8f (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
00007ff8185b4b78 (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
00007ff8185c05a4 (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00007ff84256cdd0 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
00007ff8185b9c92 (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00007ff84404fb44 (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00007ff84404f949 (__DATA,__data) non-external __ZL15sResetTimeInSec
00007ff84404fb45 (__DATA,__bss) non-external __ZL17sRXAutomationMode
00007ff8185b65dd (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
00007ff8185b5e11 (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
00007ff8185c1712 (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj.cold.1
00007ff8185b612b (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
00007ff8185c0202 (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
00007ff8185c0053 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
00007ff8185b6c3f (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
00007ff8185bdd12 (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00007ff84404f948 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
00007ff84404fb46 (__DATA,__bss) non-external __ZL30sRXAutomationSaveKeywordsAudio
00007ff8185bd6e6 (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
00007ff8185c1748 (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale.cold.1
00007ff8185bd809 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
00007ff8185c1761 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.1
00007ff8185c1779 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.2
00007ff8185c1748 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.3
00007ff8185c179a (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.4
00007ff84404fb40 (__DATA,__bss) non-external __ZL8sRXDebug
00007ff84404fb98 (__DATA,__bss) non-external __ZL8sSystems
00007ff8185b8a82 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
00007ff8185b7aea (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
00007ff8185b8a66 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
00007ff8185b7aea (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
00007ff8185b97ae (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
00007ff8185b9d90 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
00007ff8185b9b60 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
00007ff8185b9fea (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
00007ff8185b925a (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
00007ff8185b9092 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
