00007ff81d5e230b (__TEXT,__text) external _ACBSConfigCopy
00007ff81d5e23a4 (__TEXT,__text) external _ACBSConfigCopySymbologiesEnabled
00007ff81d5e22aa (__TEXT,__text) external _ACBSConfigCreate
00007ff81d5e22e6 (__TEXT,__text) external _ACBSConfigFree
00007ff81d5e23d2 (__TEXT,__text) external _ACBSConfigSetDebuggingEnabled
00007ff81d5e23db (__TEXT,__text) external _ACBSConfigSetFailedLocationsEnabled
00007ff81d5e2348 (__TEXT,__text) external _ACBSConfigSetLocateMode
00007ff81d5e235a (__TEXT,__text) external _ACBSConfigSetMaxLinearDecodeScanlines
00007ff81d5e2363 (__TEXT,__text) external _ACBSConfigSetMaxLinearDecodeTime
00007ff81d5e2336 (__TEXT,__text) external _ACBSConfigSetMaxQRModuleSamples
00007ff81d5e233f (__TEXT,__text) external _ACBSConfigSetMaxQRPatternSets
00007ff81d5e23e5 (__TEXT,__text) external _ACBSConfigSetStopsAtFirstPyramidWith2DCode
00007ff81d5e236e (__TEXT,__text) external _ACBSConfigSetSymbologiesEnabled
00007ff81d5e2351 (__TEXT,__text) external _ACBSConfigSetWantedLinearDecodeScanlines
00007ff81d55d850 (__TEXT,__text) external _ACBSCopyAllSupportedBarcodeTypes
00007ff81d5e23ef (__TEXT,__text) external _ACBSCreateFrameInfoBySearchingForBarcodesInCGImage
00007ff81d5e27dd (__TEXT,__text) external _ACBSCreateFrameInfoBySearchingForBarcodesInCVPixelBuffer
00007ff81d5e30b6 (__TEXT,__text) external _ACBSCreateSymbolDescriptorFromBasicDescriptor
00007ff81d5e2f33 (__TEXT,__text) external _ACBSCreateSymbolDescriptorFromBasicDescriptorWithDefaultPayloadEncoding
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFHash (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFNumberIsFloatType (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetTypeID (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateArrayBySeparatingStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateFromExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CGAffineTransformConcat (from CoreGraphics)
                 (undefined) external _CGAffineTransformEqualToTransform (from CoreGraphics)
                 (undefined) external _CGAffineTransformIdentity (from CoreGraphics)
                 (undefined) external _CGAffineTransformInvert (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeTranslation (from CoreGraphics)
                 (undefined) external _CGAffineTransformScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformTranslate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateWithImageInRect (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGPointCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectApplyAffineTransform (from CoreGraphics)
                 (undefined) external _CGRectCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInfinite (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectIsInfinite (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectNull (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CMGetAttachment (from CoreMedia)
                 (undefined) external _CVBufferCopyAttachment (from CoreVideo)
                 (undefined) external _CVPixelBufferCreate (from CoreVideo)
                 (undefined) external _CVPixelBufferCreateWithBytes (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddressOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRow (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRowOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeightOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetIOSurface (from CoreVideo)
                 (undefined) external _CVPixelBufferGetPixelFormatType (from CoreVideo)
                 (undefined) external _CVPixelBufferGetTypeID (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidthOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferIsPlanar (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferRelease (from CoreVideo)
                 (undefined) external _CVPixelBufferRetain (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
00007ff81d5d884e (__TEXT,__text) external _MRCContextCreate
00007ff81d5d885a (__TEXT,__text) external _MRCContextCreateWithOptions
00007ff81d5d8820 (__TEXT,__text) external _MRCContextGetTypeID
00007ff8418c4308 (__DATA_CONST,__const) external _MRCContextOptionInferenceFlags
00007ff81d5d8dea (__TEXT,__text) external _MRCContextPerform
00007ff81d5d8f5f (__TEXT,__text) external _MRCContextPerformAsync
00007ff81d5d88b5 (__TEXT,__text) external _MRCContextPreflightForDecoderUsingOptions
00007ff81d5d8cf7 (__TEXT,__text) external _MRCContextPurge
00007ff81d60e650 (__TEXT,__const) external _MRCDecoderAlgorithmVersionLatest
00007ff81d58d6de (__TEXT,__text) external _MRCDecoderCreateWithOptions
00007ff81d58d739 (__TEXT,__text) external _MRCDecoderDecodeSample
00007ff81d58d748 (__TEXT,__text) external _MRCDecoderDecodeSampleWithRegions
00007ff81d58f2bc (__TEXT,__text) external _MRCDecoderDecodeSampleWithSegmentationMask
00007ff81d58d6b0 (__TEXT,__text) external _MRCDecoderGetTypeID
00007ff8418c2940 (__DATA_CONST,__const) external _MRCDecoderOptionAccuracy
00007ff8418c2980 (__DATA_CONST,__const) external _MRCDecoderOptionAlgorithmVersion
00007ff8418c2988 (__DATA_CONST,__const) external _MRCDecoderOptionAllowsAlgorithmicVersioningFallback
00007ff8418c2928 (__DATA_CONST,__const) external _MRCDecoderOptionContext
00007ff8418c2938 (__DATA_CONST,__const) external _MRCDecoderOptionLocatingMode
00007ff8418c2960 (__DATA_CONST,__const) external _MRCDecoderOptionMaximum1DSymbologyDecodingScanlineCount
00007ff8418c2958 (__DATA_CONST,__const) external _MRCDecoderOptionMaximum1DSymbologyDecodingTime
00007ff8418c2950 (__DATA_CONST,__const) external _MRCDecoderOptionMaximumQRFinderPatternTripletCount
00007ff8418c2948 (__DATA_CONST,__const) external _MRCDecoderOptionMaximumQRModuleSamplingCount
00007ff8418c2968 (__DATA_CONST,__const) external _MRCDecoderOptionMinimum1DSymbologyDecodingScanlineCount
00007ff8418c2978 (__DATA_CONST,__const) external _MRCDecoderOptionNeededResultAttributes
00007ff8418c2990 (__DATA_CONST,__const) external _MRCDecoderOptionShouldCollectMetrics
00007ff8418c2970 (__DATA_CONST,__const) external _MRCDecoderOptionShouldStopAtFirstPyramidWith2DSymbologies
00007ff8418c2930 (__DATA_CONST,__const) external _MRCDecoderOptionSymbologies
00007ff8418c3408 (__DATA_CONST,__const) external _MRCDecoderResultAttributeDebugInfo
00007ff8418c3418 (__DATA_CONST,__const) external _MRCDecoderResultAttributeDecodingElapsedTime
00007ff8418c33f8 (__DATA_CONST,__const) external _MRCDecoderResultAttributeFocusSharpness
00007ff8418c3410 (__DATA_CONST,__const) external _MRCDecoderResultAttributeInferenceElapsedTime
00007ff8418c33f0 (__DATA_CONST,__const) external _MRCDecoderResultAttributeUnmatchedFinderPatternPoints
00007ff8418c3400 (__DATA_CONST,__const) external _MRCDecoderResultAttributeUnrecognizedCornerPointQuadruplets
00007ff81d5ab2a1 (__TEXT,__text) external _MRCDecoderResultCopyAttribute
00007ff81d5ab1ff (__TEXT,__text) external _MRCDecoderResultCopyAttributes
00007ff81d5ab184 (__TEXT,__text) external _MRCDecoderResultGetDescriptorAtIndex
00007ff81d5ab12e (__TEXT,__text) external _MRCDecoderResultGetDescriptorCount
00007ff81d5ab100 (__TEXT,__text) external _MRCDecoderResultGetTypeID
00007ff8418c4570 (__DATA_CONST,__const) external _MRCDescriptorAttributeAppClipCodeDataVersion
00007ff8418c4568 (__DATA_CONST,__const) external _MRCDescriptorAttributeAppClipCodeMetadata
00007ff8418c4520 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecDataCodewordCount
00007ff8418c4510 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecIsCompact
00007ff8418c4518 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecLayerCount
00007ff8418c4560 (__DATA_CONST,__const) external _MRCDescriptorAttributeCompositeFlag
00007ff8418c44e0 (__DATA_CONST,__const) external _MRCDescriptorAttributeConfidence
00007ff8418c44e8 (__DATA_CONST,__const) external _MRCDescriptorAttributeCornerPoints
00007ff8418c4530 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixColumnCount
00007ff8418c4538 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixECCVersion
00007ff8418c4528 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixRowCount
00007ff8418c44d8 (__DATA_CONST,__const) external _MRCDescriptorAttributeErrorCorrectedPayload
00007ff8418c44f0 (__DATA_CONST,__const) external _MRCDescriptorAttributeFinderPatternPoints
00007ff8418c4558 (__DATA_CONST,__const) external _MRCDescriptorAttributeIsGS1DataCarrier
00007ff8418c4550 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417ColumnCount
00007ff8418c4540 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417IsCompact
00007ff8418c4548 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417RowCount
00007ff8418c4508 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRErrorCorrectionLevel
00007ff8418c4500 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRMaskPattern
00007ff8418c44f8 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRSymbolVersion
00007ff8418c44d0 (__DATA_CONST,__const) external _MRCDescriptorAttributeSymbology
00007ff81d5da671 (__TEXT,__text) external _MRCDescriptorCopyAttribute
00007ff81d5da4dd (__TEXT,__text) external _MRCDescriptorCopyAttributes
00007ff81d5da40e (__TEXT,__text) external _MRCDescriptorCreateWithAttributes
00007ff81d5da745 (__TEXT,__text) external _MRCDescriptorDecodePayload
00007ff81d5da754 (__TEXT,__text) external _MRCDescriptorDecodePayloadWithOptions
00007ff81d5da3e0 (__TEXT,__text) external _MRCDescriptorGetTypeID
00007ff8418c4578 (__DATA_CONST,__const) external _MRCDescriptorPayloadDecodingOptionDefaultEncoding
00007ff8418c4580 (__DATA_CONST,__const) external _MRCDescriptorPayloadDecodingOptionShouldForceInProcessDecoding
00007ff8418c3060 (__DATA_CONST,__const) external _MRCErrorACBSReturnCodeKey
00007ff8418c3060 (__DATA_CONST,__const) external _MRCErrorACBSReturnKey
00007ff8418c3068 (__DATA_CONST,__const) external _MRCErrorCVReturnKey
00007ff8418c3058 (__DATA_CONST,__const) external _MRCErrorDomain
00007ff8418c3078 (__DATA_CONST,__const) external _MRCErrorEspressoReturnStatusKey
00007ff8418c3080 (__DATA_CONST,__const) external _MRCErrorEspressoReturnStatusStringKey
00007ff8418c3070 (__DATA_CONST,__const) external _MRCErrorvImaggeErrorKey
00007ff81d55c80e (__TEXT,__text) external _MRCRegionCreate
00007ff81d55ca3c (__TEXT,__text) external _MRCRegionGetConfidence
00007ff81d55c883 (__TEXT,__text) external _MRCRegionGetCornerPoints
00007ff81d55c999 (__TEXT,__text) external _MRCRegionGetOrientation
00007ff81d55c9eb (__TEXT,__text) external _MRCRegionGetSymbology
00007ff81d55c91a (__TEXT,__text) external _MRCRegionGetTransform
00007ff81d55c7e0 (__TEXT,__text) external _MRCRegionGetTypeID
00007ff8418c2f48 (__DATA_CONST,__const) external _MRCSampleAttributeCameraIntrinsicMatrix
00007ff8418c2f40 (__DATA_CONST,__const) external _MRCSampleAttributePresentationTimeStamp
00007ff8418c2f38 (__DATA_CONST,__const) external _MRCSampleAttributePyramid
00007ff8418c2f30 (__DATA_CONST,__const) external _MRCSampleAttributeRegionOfInterest
00007ff81d5997d1 (__TEXT,__text) external _MRCSampleCopyAttribute
00007ff81d5998ce (__TEXT,__text) external _MRCSampleCopyAttributes
00007ff81d5999f7 (__TEXT,__text) external _MRCSampleCreateByGeneratingPyramid
00007ff81d59959e (__TEXT,__text) external _MRCSampleCreateWithCVPixelBuffer
00007ff81d59967f (__TEXT,__text) external _MRCSampleCreateWithCVPixelBufferAndAttributes
00007ff81d5995aa (__TEXT,__text) external _MRCSampleCreateWithCVPixelBufferAndPyramid
00007ff81d599999 (__TEXT,__text) external _MRCSampleGeneratePyramidIfNotPresent
00007ff81d5996bc (__TEXT,__text) external _MRCSampleGetCVPixelBuffer
00007ff81d599783 (__TEXT,__text) external _MRCSampleGetPyramid
00007ff81d59970d (__TEXT,__text) external _MRCSampleGetRegionOfInterest
00007ff81d599570 (__TEXT,__text) external _MRCSampleGetTypeID
00007ff81d5661fe (__TEXT,__text) external _MRCSegmentationMaskCreate
00007ff81d557d80 (__TEXT,__text) external _MRCSegmentationMaskCreateForSampleUsingNeuralNetwork
00007ff81d57d574 (__TEXT,__text) external _MRCSegmentationMaskCreateJetColorMapImage
00007ff81d5663c4 (__TEXT,__text) external _MRCSegmentationMaskGetBytesPerRow
00007ff81d56628c (__TEXT,__text) external _MRCSegmentationMaskGetData
00007ff81d5662da (__TEXT,__text) external _MRCSegmentationMaskGetDataType
00007ff81d57d000 (__TEXT,__text) external _MRCSegmentationMaskGetEstimatedRegionOfInterest
00007ff81d566376 (__TEXT,__text) external _MRCSegmentationMaskGetHeight
00007ff81d566412 (__TEXT,__text) external _MRCSegmentationMaskGetScalingMode
00007ff81d566460 (__TEXT,__text) external _MRCSegmentationMaskGetSymbologies
00007ff81d5661d0 (__TEXT,__text) external _MRCSegmentationMaskGetTypeID
00007ff81d566328 (__TEXT,__text) external _MRCSegmentationMaskGetWidth
00007ff81d57d081 (__TEXT,__text) external _MRCSegmentationMaskWritePGMToFile
00007ff8418c01a0 (__DATA_CONST,__const) external _MRCSegmentationNeuralNetworkBuiltinQR
00007ff8418c0368 (__DATA_CONST,__const) external _MRCSymbologyAppClipCode
00007ff8418c02b0 (__DATA_CONST,__const) external _MRCSymbologyAztec
00007ff8418c0338 (__DATA_CONST,__const) external _MRCSymbologyCodabar
00007ff8418c02e8 (__DATA_CONST,__const) external _MRCSymbologyCode128
00007ff8418c02b8 (__DATA_CONST,__const) external _MRCSymbologyCode39
00007ff8418c02c0 (__DATA_CONST,__const) external _MRCSymbologyCode39Checksum
00007ff8418c02c8 (__DATA_CONST,__const) external _MRCSymbologyCode39FullASCII
00007ff8418c02d0 (__DATA_CONST,__const) external _MRCSymbologyCode39FullASCIIChecksum
00007ff8418c02d8 (__DATA_CONST,__const) external _MRCSymbologyCode93
00007ff8418c02e0 (__DATA_CONST,__const) external _MRCSymbologyCode93i
00007ff81d55d8a7 (__TEXT,__text) external _MRCSymbologyCopySupported1DSymbologies
00007ff81d55dc27 (__TEXT,__text) external _MRCSymbologyCopySupported2DSymbologies
00007ff81d55d850 (__TEXT,__text) external _MRCSymbologyCopySupportedSymbologies
00007ff8418c02f0 (__DATA_CONST,__const) external _MRCSymbologyDataMatrix
00007ff8418c0300 (__DATA_CONST,__const) external _MRCSymbologyEAN13
00007ff8418c02f8 (__DATA_CONST,__const) external _MRCSymbologyEAN8
00007ff8418c0340 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBar
00007ff8418c0348 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBarExpanded
00007ff8418c0350 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBarLimited
00007ff8418c0308 (__DATA_CONST,__const) external _MRCSymbologyI2of5
00007ff8418c0310 (__DATA_CONST,__const) external _MRCSymbologyI2of5Checksum
00007ff8418c0318 (__DATA_CONST,__const) external _MRCSymbologyITF14
00007ff8418c0360 (__DATA_CONST,__const) external _MRCSymbologyMicroPDF417
00007ff8418c0358 (__DATA_CONST,__const) external _MRCSymbologyMicroQR
00007ff8418c0320 (__DATA_CONST,__const) external _MRCSymbologyPDF417
00007ff8418c0370 (__DATA_CONST,__const) external _MRCSymbologyPseudo1D
00007ff8418c0378 (__DATA_CONST,__const) external _MRCSymbologyPseudo2D
00007ff8418c0388 (__DATA_CONST,__const) external _MRCSymbologyPseudoExternal
00007ff8418c0380 (__DATA_CONST,__const) external _MRCSymbologyPseudoPDF417
00007ff8418c0328 (__DATA_CONST,__const) external _MRCSymbologyQR
00007ff8418c0330 (__DATA_CONST,__const) external _MRCSymbologyUPCE
                 (undefined) external _MTLCreateSystemDefaultDevice (from Metal)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _OBJC_CLASS_$_MTLTextureDescriptor (from Metal)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff81d594c24 (__TEXT,__text) external _Quagga_framework_build_date
00007ff81d594c31 (__TEXT,__text) external _Quagga_version
                 (undefined) external _VTCreateCGImageFromCVPixelBuffer (from VideoToolbox)
                 (undefined) external _VTPixelTransferSessionCreate (from VideoToolbox)
                 (undefined) external _VTPixelTransferSessionInvalidate (from VideoToolbox)
                 (undefined) external _VTPixelTransferSessionTransferImage (from VideoToolbox)
                 (undefined) external _VTSessionSetProperty (from VideoToolbox)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyPath (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyQueryItems (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyScheme (from CoreFoundation)
                 (undefined) external __CFURLComponentsCreateWithString (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external __ZNKSt3__110error_code7messageEv (from libc++)
                 (undefined) external __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv (from libc++)
                 (undefined) external __ZNKSt3__119__shared_weak_count13__get_deleterERKSt9type_info (from libc++)
                 (undefined) external __ZNKSt3__14__fs10filesystem4path10__filenameEv (from libc++)
                 (undefined) external __ZNKSt3__14__fs10filesystem4path16__root_directoryEv (from libc++)
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
                 (undefined) external __ZNKSt9exception4whatEv (from libc++)
                 (undefined) external __ZNSt11logic_errorC2EPKc (from libc++)
                 (undefined) external __ZNSt12length_errorD1Ev (from libc++)
                 (undefined) external __ZNSt12out_of_rangeD1Ev (from libc++)
                 (undefined) external __ZNSt13runtime_errorC1EPKc (from libc++)
