00007ff840059460 (__DATA,__data) external _NDR_record
00007ff80039eae4 (__TEXT,__text) external ___mmap
00007ff80039eafc (__TEXT,__text) external ___mprotect
00007ff80039eb14 (__TEXT,__text) external ___msgctl
00007ff80039eb2c (__TEXT,__text) external ___msgrcv_nocancel
00007ff80039eb44 (__TEXT,__text) external ___msgsnd_nocancel
00007ff80039eb5c (__TEXT,__text) external ___msgsys
00007ff80039eb74 (__TEXT,__text) external ___msync
00007ff80039eb8c (__TEXT,__text) external ___msync_nocancel
00007ff80039eba4 (__TEXT,__text) external ___munmap
00007ff80039ebbc (__TEXT,__text) external ___nexus_create
00007ff80039ebd4 (__TEXT,__text) external ___nexus_deregister
00007ff80039ebec (__TEXT,__text) external ___nexus_destroy
00007ff80039ec04 (__TEXT,__text) external ___nexus_get_opt
00007ff80039ec1c (__TEXT,__text) external ___nexus_open
00007ff80039ec34 (__TEXT,__text) external ___nexus_register
00007ff80039ec4c (__TEXT,__text) external ___nexus_set_opt
00007ff80039ec64 (__TEXT,__text) external ___open
00007ff80039ec7c (__TEXT,__text) external ___open_dprotected_np
00007ff80039ec94 (__TEXT,__text) external ___open_extended
00007ff80039ecac (__TEXT,__text) external ___open_nocancel
00007ff80039ecc4 (__TEXT,__text) external ___openat
00007ff80039ecdc (__TEXT,__text) external ___openat_dprotected_np
00007ff80039ecf4 (__TEXT,__text) external ___openat_nocancel
00007ff840059b90 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00007ff8003ac84f (__TEXT,__text) external ___os_nexus_flow_add
00007ff8003ac8b7 (__TEXT,__text) external ___os_nexus_flow_del
00007ff8003ac91f (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff8003ac6d5 (__TEXT,__text) external ___os_nexus_ifattach
00007ff8003ac7ba (__TEXT,__text) external ___os_nexus_ifdetach
00007ff80039ed0c (__TEXT,__text) external ___persona
00007ff80039ed24 (__TEXT,__text) external ___pipe
00007ff80039ed40 (__TEXT,__text) external ___poll_nocancel
00007ff80039ed58 (__TEXT,__text) external ___posix_spawn
00007ff80039ed70 (__TEXT,__text) external ___pread_nocancel
00007ff80039ed88 (__TEXT,__text) external ___preadv_nocancel
00007ff80039eda0 (__TEXT,__text) external ___proc_info
00007ff80039edb8 (__TEXT,__text) external ___proc_info_extended_id
00007ff80039edd0 (__TEXT,__text) external ___process_policy
00007ff80039ede8 (__TEXT,__text) external ___pselect
00007ff80039ee00 (__TEXT,__text) external ___pselect_nocancel
00007ff80039ee18 (__TEXT,__text) external ___psynch_cvbroad
00007ff80039ee30 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff80039ee48 (__TEXT,__text) external ___psynch_cvsignal
00007ff80039ee60 (__TEXT,__text) external ___psynch_cvwait
00007ff80039ee78 (__TEXT,__text) external ___psynch_mutexdrop
00007ff80039ee90 (__TEXT,__text) external ___psynch_mutexwait
00007ff80039eea8 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff80039eec0 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff80039eed8 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff80039eef0 (__TEXT,__text) external ___psynch_rw_unlock
00007ff80039ef08 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff80039ef20 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff80039ef38 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff80039ef50 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff80039ef68 (__TEXT,__text) external ___pthread_canceled
00007ff80039ef80 (__TEXT,__text) external ___pthread_chdir
00007ff80039ef98 (__TEXT,__text) external ___pthread_fchdir
00007ff80039efb0 (__TEXT,__text) external ___pthread_kill
00007ff80039efc8 (__TEXT,__text) external ___pthread_markcancel
00007ff80039efe0 (__TEXT,__text) external ___pthread_sigmask
00007ff80039eff8 (__TEXT,__text) external ___ptrace
00007ff80039f01c (__TEXT,__text) external ___pwrite_nocancel
00007ff80039f034 (__TEXT,__text) external ___pwritev_nocancel
00007ff80039f04c (__TEXT,__text) external ___read_nocancel
00007ff80039f064 (__TEXT,__text) external ___readv_nocancel
00007ff80039f07c (__TEXT,__text) external ___reboot
00007ff80039f094 (__TEXT,__text) external ___record_system_event
00007ff80039f0ac (__TEXT,__text) external ___recvfrom
00007ff80039f0c4 (__TEXT,__text) external ___recvfrom_nocancel
00007ff80039f0dc (__TEXT,__text) external ___recvmsg
00007ff80039f0f4 (__TEXT,__text) external ___recvmsg_nocancel
00007ff840059bb0 (__DATA,__bss) non-external ___remove_counter
00007ff80039f10c (__TEXT,__text) external ___rename
00007ff80039f124 (__TEXT,__text) external ___renameat
00007ff80039f13c (__TEXT,__text) external ___renameatx_np
00007ff80039f154 (__TEXT,__text) external ___rmdir
00007ff80039e8bc (__TEXT,__text) external ___sandbox_me
00007ff80039e97c (__TEXT,__text) external ___sandbox_mm
00007ff80039e9f4 (__TEXT,__text) external ___sandbox_ms
00007ff80039e9dc (__TEXT,__text) external ___sandbox_msp
00007ff80039f16c (__TEXT,__text) external ___select
00007ff80039f184 (__TEXT,__text) external ___select_nocancel
00007ff80039f19c (__TEXT,__text) external ___sem_open
00007ff80039f1b4 (__TEXT,__text) external ___sem_wait_nocancel
00007ff80039f1cc (__TEXT,__text) external ___semctl
00007ff80039f1e4 (__TEXT,__text) external ___semsys
00007ff80039f1fc (__TEXT,__text) external ___semwait_signal
00007ff80039f214 (__TEXT,__text) external ___semwait_signal_nocancel
00007ff80039f22c (__TEXT,__text) external ___sendmsg
00007ff80039f244 (__TEXT,__text) external ___sendmsg_nocancel
00007ff80039f25c (__TEXT,__text) external ___sendto
00007ff80039f274 (__TEXT,__text) external ___sendto_nocancel
00007ff80039f28c (__TEXT,__text) external ___setattrlist
00007ff80039f2a4 (__TEXT,__text) external ___setlogin
00007ff80039f2bc (__TEXT,__text) external ___setpriority
00007ff80039f2d4 (__TEXT,__text) external ___setregid
00007ff80039f2ec (__TEXT,__text) external ___setreuid
00007ff80039f304 (__TEXT,__text) external ___setrlimit
00007ff80039f31c (__TEXT,__text) external ___setsgroups
00007ff80039f334 (__TEXT,__text) external ___settid
00007ff80039f34c (__TEXT,__text) external ___settid_with_pid
00007ff80039f364 (__TEXT,__text) external ___settimeofday
00007ff80039f37c (__TEXT,__text) external ___setwgroups
00007ff80039f394 (__TEXT,__text) external ___sfi_ctl
00007ff80039f3ac (__TEXT,__text) external ___sfi_pidctl
00007ff80039f3c4 (__TEXT,__text) external ___shared_region_check_np
00007ff80039f3dc (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff80039f3f4 (__TEXT,__text) external ___shm_open
00007ff80039f40c (__TEXT,__text) external ___shmctl
00007ff80039f424 (__TEXT,__text) external ___shmsys
00007ff80039f43c (__TEXT,__text) external ___sigaction
00007ff80039f454 (__TEXT,__text) external ___sigaltstack
00007ff80039f46c (__TEXT,__text) external ___sigreturn
00007ff80039f484 (__TEXT,__text) external ___sigsuspend
00007ff80039f49c (__TEXT,__text) external ___sigsuspend_nocancel
00007ff80039f4b4 (__TEXT,__text) external ___sigwait
00007ff80039f4cc (__TEXT,__text) external ___socketpair
00007ff80039f4e4 (__TEXT,__text) external ___stack_snapshot_with_config
00007ff80039f4fc (__TEXT,__text) external ___stat64_extended
00007ff80039f514 (__TEXT,__text) external ___stat_extended
00007ff80039f52c (__TEXT,__text) external ___syscall
00007ff840059b50 (__DATA,__common) external ___syscall_logger
00007ff80039f544 (__TEXT,__text) external ___sysctl
00007ff80039f55c (__TEXT,__text) external ___sysctlbyname
00007ff80039f574 (__TEXT,__text) external ___telemetry
00007ff80039f58c (__TEXT,__text) external ___terminate_with_payload
00007ff80039f5a4 (__TEXT,__text) external ___thread_selfid
00007ff80039f5bc (__TEXT,__text) external ___thread_selfusage
00007ff80039f5d4 (__TEXT,__text) external ___ulock_wait
00007ff80039f5ec (__TEXT,__text) external ___ulock_wait2
00007ff80039f604 (__TEXT,__text) external ___ulock_wake
00007ff80039f61c (__TEXT,__text) external ___umask_extended
00007ff80039f634 (__TEXT,__text) external ___unlink
00007ff80039f64c (__TEXT,__text) external ___unlinkat
00007ff80039f664 (__TEXT,__text) external ___vfork
00007ff80039f6bc (__TEXT,__text) external ___wait4
00007ff80039f6d4 (__TEXT,__text) external ___wait4_nocancel
00007ff80039f6ec (__TEXT,__text) external ___waitid_nocancel
00007ff80039f704 (__TEXT,__text) external ___work_interval_ctl
00007ff80039f71c (__TEXT,__text) external ___workq_kernreturn
00007ff80039f734 (__TEXT,__text) external ___workq_open
00007ff80039f74c (__TEXT,__text) external ___write_nocancel
00007ff80039f764 (__TEXT,__text) external ___writev_nocancel
00007ff840059504 (__DATA,__common) external __cpu_capabilities
00007ff840059500 (__DATA,__common) external __cpu_has_altivec
00007ff840059280 (__DATA,__data) non-external (was a private external) __current_pid
00007ff840059b68 (__DATA,__bss) non-external __dlsym
00007ff80039e498 (__TEXT,__text) external __exit
00007ff80039e1a0 (__TEXT,__text) external __get_cpu_capabilities
00007ff840059b88 (__DATA,__bss) non-external __gethostuuid_callback
00007ff8003a5765 (__TEXT,__text) external __getprivatesystemidentifier
00007ff8003b25e9 (__TEXT,__text) external __host_page_size
00007ff8003ad226 (__TEXT,__text) external __init_cpu_capabilities
00007ff8003b38d0 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff8003b4a00 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8003b5bfd (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff8003b4919 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff8003b5ad5 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff80039da34 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff8003b73e1 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff8003b67fd (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff80039da88 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff8003b4bf7 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff80039da40 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff8003b4b13 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff8003b692e (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff80039da94 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff8003b60d2 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff8003b63f9 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff80039da7c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff8003b55df (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff8003b57f1 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff80039db3c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff8003b64e0 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff8003b4cdb (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff8003b7297 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff8003b518e (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff8003b5e24 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff8003b6a19 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff80039db48 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff8003b6e04 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff8003b6312 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff80039da70 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff8003b54e4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff80039da64 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff8003b7180 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff8003b61f2 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff8003b66dc (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff8003b6fdc (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff8003b4df1 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff80039da4c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff8003b52c3 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff80039da58 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff8003b45cf (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff8003b4edb (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff8003b4832 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff8003b53aa (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff80039dc38 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff8003b5995 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff8003b65f4 (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff8003b50a7 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff8003b570a (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff8003b6bec (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff8003b5f37 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff8003b6cf1 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff8003b6ef0 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff8003b471f (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff80039dc2c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff8003b6b04 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff80039db54 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff8003bed8e (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff8003b7521 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff80039d9ec (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff8003b7640 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff80039da04 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff8003b8086 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff80039da28 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff8003b7729 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff80039da1c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff8003b8ac5 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff80039d9f8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff8003b7905 (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff8003b8317 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff8003b8ebc (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff8003c3fdc (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff8003b5d40 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff8003c0d70 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff8003c0ebc (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff8003c162d (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8003c27ed (__TEXT,__text) external __kernelrpc_vm_map
00007ff8003c322c (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff8003c206c (__TEXT,__text) external __kernelrpc_vm_read
00007ff8003c2a7e (__TEXT,__text) external __kernelrpc_vm_remap
00007ff8003c3348 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff8003a0e01 (__TEXT,__text) non-external __libkernel_bzero
00007ff840059b60 (__DATA,__bss) non-external __libkernel_functions
00007ff840031fc0 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8003a0e8b (__TEXT,__text) non-external __libkernel_memmove
00007ff8003a0e0b (__TEXT,__text) non-external __libkernel_memset
00007ff8003a0dc8 (__TEXT,__text) non-external __libkernel_strchr
00007ff8003a0de6 (__TEXT,__text) non-external __libkernel_strcmp
00007ff8003a0fc8 (__TEXT,__text) non-external __libkernel_strcpy
00007ff840059290 (__DATA,__data) non-external __libkernel_string_functions
00007ff8003a0ff0 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8003a0c99 (__TEXT,__text) non-external __libkernel_strlen
00007ff840059298 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff8003c4890 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff8003a23f6 (__TEXT,__text) non-external __mach_continuous_time
00007ff8400331c0 (__DATA_CONST,__const) external __mach_errors
00007ff8003a2ace (__TEXT,__text) external __mach_fork_child
00007ff8003a3d0c (__TEXT,__text) external __mach_snprintf
00007ff8003a3b76 (__TEXT,__text) external __mach_vsnprintf
00007ff840059510 (__DATA,__common) external __os_alloc_once_table
00007ff8003a6b52 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff8003a576a (__TEXT,__text) external __register_gethostuuid_callback
00007ff840059b74 (__DATA,__bss) non-external __task_reply_port
00007ff8003a0c14 (__TEXT,__text) external __thread_set_tsd_base
00007ff8003c46f4 (__TEXT,__text) non-external _abort
00007ff8003c4715 (__TEXT,__text) non-external _abort.380
00007ff8003c4736 (__TEXT,__text) non-external _abort.382
00007ff8003c4757 (__TEXT,__text) non-external _abort.393
00007ff8003c4807 (__TEXT,__text) external _abort_with_payload
00007ff8003c478c (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff8003c4779 (__TEXT,__text) external _abort_with_reason
00007ff80039e1e0 (__TEXT,__text) external _accept
00007ff80039e1f8 (__TEXT,__text) external _accept$NOCANCEL
00007ff80039f77c (__TEXT,__text) external _access
00007ff80039e210 (__TEXT,__text) external _accessx_np
00007ff80039f794 (__TEXT,__text) external _acct
00007ff8003bf9a3 (__TEXT,__text) external _act_get_state
00007ff8003bfb57 (__TEXT,__text) external _act_set_state
00007ff80039f7ac (__TEXT,__text) external _adjtime
00007ff80039f7c4 (__TEXT,__text) external _aio_cancel
00007ff80039f7dc (__TEXT,__text) external _aio_error
00007ff80039f7f4 (__TEXT,__text) external _aio_fsync
00007ff80039f80c (__TEXT,__text) external _aio_read
00007ff80039f824 (__TEXT,__text) external _aio_return
00007ff80039f83c (__TEXT,__text) external _aio_suspend
00007ff80039e228 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff80039f854 (__TEXT,__text) external _aio_write
00007ff80039f86c (__TEXT,__text) external _audit
00007ff80039f884 (__TEXT,__text) external _audit_session_join
00007ff80039f89c (__TEXT,__text) external _audit_session_port
00007ff80039f8b4 (__TEXT,__text) external _audit_session_self
00007ff80039f8cc (__TEXT,__text) external _auditctl
00007ff80039f8e4 (__TEXT,__text) external _auditon
00007ff80039e240 (__TEXT,__text) external _bind
00007ff8400594bc (__DATA,__common) external _bootstrap_port
00007ff8003a3f93 (__TEXT,__text) external _cerror
00007ff8003a3f6e (__TEXT,__text) external _cerror_nocancel
00007ff80039f8fc (__TEXT,__text) external _change_fdguard_np
00007ff80039f914 (__TEXT,__text) external _chdir
00007ff80039f92c (__TEXT,__text) external _chflags
00007ff8003a602a (__TEXT,__text) external _chmod
00007ff80039f944 (__TEXT,__text) external _chown
00007ff80039f95c (__TEXT,__text) external _chroot
00007ff8003af7fd (__TEXT,__text) external _clock_alarm
00007ff8003af536 (__TEXT,__text) external _clock_alarm_reply
00007ff8003af695 (__TEXT,__text) external _clock_get_attributes
00007ff8003af599 (__TEXT,__text) external _clock_get_time
00007ff8003af404 (__TEXT,__text) external _clock_set_attributes
00007ff8003af31f (__TEXT,__text) external _clock_set_time
00007ff8003a24c6 (__TEXT,__text) external _clock_sleep
00007ff80039dc08 (__TEXT,__text) external _clock_sleep_trap
00007ff8003a23d2 (__TEXT,__text) external _clonefile
00007ff80039f974 (__TEXT,__text) external _clonefileat
00007ff80039f98c (__TEXT,__text) external _close
00007ff80039e360 (__TEXT,__text) external _close$NOCANCEL
00007ff8003ab17c (__TEXT,__text) external _coalition_create
00007ff8003ab1cd (__TEXT,__text) external _coalition_info_resource_usage
00007ff8003ab225 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8003ab1f9 (__TEXT,__text) external _coalition_info_set_name
00007ff8003ab259 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff8003ab1ac (__TEXT,__text) external _coalition_reap
00007ff8003ab18b (__TEXT,__text) external _coalition_terminate
00007ff80039e3c0 (__TEXT,__text) external _connect
00007ff80039e3d8 (__TEXT,__text) external _connect$NOCANCEL
00007ff80039f9a4 (__TEXT,__text) external _connectx
00007ff80039f9bc (__TEXT,__text) external _csops
