0000000180f9133c (__TEXT,__text) external _APL_dgemm
0000000180e18834 (__TEXT,__text) external _SSCAL_
0000000180e14e24 (__TEXT,__text) external _SSPMV
0000000180e14e24 (__TEXT,__text) external _SSPMV_
0000000180e15748 (__TEXT,__text) external _SSPR
0000000180e157d4 (__TEXT,__text) external _SSPR2
0000000180e157d4 (__TEXT,__text) external _SSPR2_
0000000180e15748 (__TEXT,__text) external _SSPR_
0000000180e18864 (__TEXT,__text) external _SSWAP
0000000180e18864 (__TEXT,__text) external _SSWAP_
0000000180e128e0 (__TEXT,__text) external _SSYMM
0000000180e128e0 (__TEXT,__text) external _SSYMM_
0000000180e14cd0 (__TEXT,__text) external _SSYMV
0000000180e14cd0 (__TEXT,__text) external _SSYMV_
0000000180e1561c (__TEXT,__text) external _SSYR
0000000180e156ac (__TEXT,__text) external _SSYR2
0000000180e12dc4 (__TEXT,__text) external _SSYR2K
0000000180e12dc4 (__TEXT,__text) external _SSYR2K_
0000000180e156ac (__TEXT,__text) external _SSYR2_
0000000180e12ccc (__TEXT,__text) external _SSYRK
0000000180e12ccc (__TEXT,__text) external _SSYRK_
0000000180e1561c (__TEXT,__text) external _SSYR_
0000000180e14ff0 (__TEXT,__text) external _STBMV
0000000180e14ff0 (__TEXT,__text) external _STBMV_
0000000180e15374 (__TEXT,__text) external _STBSV
0000000180e15374 (__TEXT,__text) external _STBSV_
0000000180e15128 (__TEXT,__text) external _STPMV
0000000180e15128 (__TEXT,__text) external _STPMV_
0000000180e154ac (__TEXT,__text) external _STPSV
0000000180e154ac (__TEXT,__text) external _STPSV_
0000000180e129d4 (__TEXT,__text) external _STRMM
0000000180e129d4 (__TEXT,__text) external _STRMM_
0000000180e14ec4 (__TEXT,__text) external _STRMV
0000000180e14ec4 (__TEXT,__text) external _STRMV_
0000000180e12b50 (__TEXT,__text) external _STRSM
0000000180e12b50 (__TEXT,__text) external _STRSM_
0000000180e15248 (__TEXT,__text) external _STRSV
0000000180e15248 (__TEXT,__text) external _STRSV_
0000000180e5b988 (__TEXT,__text) external _SetBLASComputeDevice
0000000181199740 (__TEXT,__text) external _SetBLASParamErrorProc
000000018114aef4 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
000000018116c9ac (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
000000018118fdb0 (__TEXT,__text) external _XERBLA
000000018118fdb0 (__TEXT,__text) external _XERBLA_
0000000180e188e0 (__TEXT,__text) external _ZAXPY
0000000180e188e0 (__TEXT,__text) external _ZAXPY_
0000000180e18908 (__TEXT,__text) external _ZCOPY
0000000180e18908 (__TEXT,__text) external _ZCOPY_
0000000180e18930 (__TEXT,__text) external _ZDOTC
0000000180e18930 (__TEXT,__text) external _ZDOTC_
0000000180e18958 (__TEXT,__text) external _ZDOTU
0000000180e18958 (__TEXT,__text) external _ZDOTU_
0000000180e189c0 (__TEXT,__text) external _ZDROT
0000000180e189c0 (__TEXT,__text) external _ZDROT_
0000000180e189f0 (__TEXT,__text) external _ZDSCAL
0000000180e189f0 (__TEXT,__text) external _ZDSCAL_
0000000180e174f4 (__TEXT,__text) external _ZGBMV
0000000180e174f4 (__TEXT,__text) external _ZGBMV_
0000000180e14084 (__TEXT,__text) external _ZGEMM
0000000180e14084 (__TEXT,__text) external _ZGEMM_
0000000180e17418 (__TEXT,__text) external _ZGEMV
0000000180e17418 (__TEXT,__text) external _ZGEMV_
0000000180e17f64 (__TEXT,__text) external _ZGERC
0000000180e17f64 (__TEXT,__text) external _ZGERC_
0000000180e17fc8 (__TEXT,__text) external _ZGERU
0000000180e17fc8 (__TEXT,__text) external _ZGERU_
0000000180e17694 (__TEXT,__text) external _ZHBMV
0000000180e17694 (__TEXT,__text) external _ZHBMV_
0000000180e141cc (__TEXT,__text) external _ZHEMM
0000000180e141cc (__TEXT,__text) external _ZHEMM_
0000000180e175e4 (__TEXT,__text) external _ZHEMV
0000000180e175e4 (__TEXT,__text) external _ZHEMV_
0000000180e1802c (__TEXT,__text) external _ZHER
0000000180e180bc (__TEXT,__text) external _ZHER2
0000000180e148f8 (__TEXT,__text) external _ZHER2K
0000000180e148f8 (__TEXT,__text) external _ZHER2K_
0000000180e180bc (__TEXT,__text) external _ZHER2_
0000000180e146e4 (__TEXT,__text) external _ZHERK
0000000180e146e4 (__TEXT,__text) external _ZHERK_
0000000180e1802c (__TEXT,__text) external _ZHER_
0000000180e17750 (__TEXT,__text) external _ZHPMV
0000000180e17750 (__TEXT,__text) external _ZHPMV_
0000000180e1816c (__TEXT,__text) external _ZHPR
0000000180e181f8 (__TEXT,__text) external _ZHPR2
0000000180e181f8 (__TEXT,__text) external _ZHPR2_
0000000180e1816c (__TEXT,__text) external _ZHPR_
0000000180e18980 (__TEXT,__text) external _ZROTG
0000000180e18980 (__TEXT,__text) external _ZROTG_
0000000180e1899c (__TEXT,__text) external _ZSCAL
0000000180e1899c (__TEXT,__text) external _ZSCAL_
0000000180e18a20 (__TEXT,__text) external _ZSWAP
0000000180e18a20 (__TEXT,__text) external _ZSWAP_
0000000180e142c8 (__TEXT,__text) external _ZSYMM
0000000180e142c8 (__TEXT,__text) external _ZSYMM_
0000000180e14a18 (__TEXT,__text) external _ZSYR2K
0000000180e14a18 (__TEXT,__text) external _ZSYR2K_
0000000180e147ec (__TEXT,__text) external _ZSYRK
0000000180e147ec (__TEXT,__text) external _ZSYRK_
0000000180e17938 (__TEXT,__text) external _ZTBMV
0000000180e17938 (__TEXT,__text) external _ZTBMV_
0000000180e17cec (__TEXT,__text) external _ZTBSV
0000000180e17cec (__TEXT,__text) external _ZTBSV_
0000000180e17a80 (__TEXT,__text) external _ZTPMV
0000000180e17a80 (__TEXT,__text) external _ZTPMV_
0000000180e17e34 (__TEXT,__text) external _ZTPSV
0000000180e17e34 (__TEXT,__text) external _ZTPSV_
0000000180e143c4 (__TEXT,__text) external _ZTRMM
0000000180e143c4 (__TEXT,__text) external _ZTRMM_
0000000180e177fc (__TEXT,__text) external _ZTRMV
0000000180e177fc (__TEXT,__text) external _ZTRMV_
0000000180e14554 (__TEXT,__text) external _ZTRSM
0000000180e14554 (__TEXT,__text) external _ZTRSM_
0000000180e17bb0 (__TEXT,__text) external _ZTRSV
0000000180e17bb0 (__TEXT,__text) external _ZTRSV_
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external __ZdaPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnamSt19__type_descriptor_t (from libc++)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __get_cpu_capabilities (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external __tlv_bootstrap (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _abort_report_np (from libSystem)
000000018117f1c8 (__TEXT,__text) external _appleblas_dgeadd
000000018112f2b0 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00000001811557a4 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
0000000181189240 (__TEXT,__text) external _appleblas_sgeadd
000000018113717c (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
000000018115d1ac (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
                 (undefined) external _bzero (from libSystem)
000000018119145c (__TEXT,__text) external _catlas_caxpby
00000001811414ac (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
0000000181164d98 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
0000000181191d1c (__TEXT,__text) external _catlas_cset
0000000181141d6c (__TEXT,__text) external _catlas_cset$NEWLAPACK
0000000181165618 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
000000018116ebe0 (__TEXT,__text) external _catlas_daxpby
0000000180feee64 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
000000018111cfa4 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
000000018116eccc (__TEXT,__text) external _catlas_dset
0000000180feef84 (__TEXT,__text) external _catlas_dset$NEWLAPACK
000000018111d094 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
000000018116d464 (__TEXT,__text) external _catlas_saxpby
0000000180e268a0 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
0000000181117f10 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
000000018116d584 (__TEXT,__text) external _catlas_sset
0000000180e269c0 (__TEXT,__text) external _catlas_sset$NEWLAPACK
0000000181118000 (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
0000000181192434 (__TEXT,__text) external _catlas_zaxpby
0000000181142484 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
0000000181165d04 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00000001811931e4 (__TEXT,__text) external _catlas_zset
0000000181143060 (__TEXT,__text) external _catlas_zset$NEWLAPACK
0000000181166898 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00000001810931b4 (__TEXT,__text) external _caxpby$NEWLAPACK
000000018111fe70 (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
0000000180e1829c (__TEXT,__text) external _caxpy
000000018109314c (__TEXT,__text) external _caxpy$NEWLAPACK
000000018111fe08 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
0000000180e1829c (__TEXT,__text) external _caxpy_
00000001811916b4 (__TEXT,__text) external _cblas_caxpy
0000000181141704 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
0000000181164fe8 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00000001811917e4 (__TEXT,__text) external _cblas_ccopy
0000000181141834 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
0000000181165114 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00000001811918d8 (__TEXT,__text) external _cblas_cdotc_sub
0000000181141928 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00000001811651fc (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00000001811919e4 (__TEXT,__text) external _cblas_cdotu_sub
0000000181141a34 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
0000000181165304 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
0000000181173d64 (__TEXT,__text) external _cblas_cgbmv
0000000181124580 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
000000018114b008 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
0000000181174528 (__TEXT,__text) external _cblas_cgemm
0000000181124d44 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
000000018114b7a8 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
0000000181175bdc (__TEXT,__text) external _cblas_cgemv
0000000181125bf4 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
000000018114c5f0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
000000018118bb90 (__TEXT,__text) external _cblas_cgerc
00000001811399fc (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
000000018115f958 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
000000018118c268 (__TEXT,__text) external _cblas_cgeru
000000018113a0d4 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
0000000181160024 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
000000018118c9cc (__TEXT,__text) external _cblas_chbmv
000000018113a838 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
0000000181160780 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
0000000181176858 (__TEXT,__text) external _cblas_chemm
0000000181126870 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
000000018114d2a8 (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
000000018118ce08 (__TEXT,__text) external _cblas_chemv
000000018113af30 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
0000000181160a1c (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
000000018118dcb4 (__TEXT,__text) external _cblas_cher
000000018113c1f4 (__TEXT,__text) external _cblas_cher$NEWLAPACK
00000001811618d0 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
000000018118d4d4 (__TEXT,__text) external _cblas_cher2
000000018113ba14 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
0000000181161110 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
000000018117790c (__TEXT,__text) external _cblas_cher2k
0000000181127924 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
000000018114e2e8 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
0000000181178c3c (__TEXT,__text) external _cblas_cherk
0000000181128d24 (__TEXT,__text) external _cblas_cherk$NEWLAPACK
000000018114f534 (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
000000018118e4e4 (__TEXT,__text) external _cblas_chpmv
000000018113ca24 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
0000000181162108 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
000000018118eee4 (__TEXT,__text) external _cblas_chpr
000000018113d854 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
0000000181162ae0 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
000000018118e714 (__TEXT,__text) external _cblas_chpr2
000000018113d084 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
0000000181162344 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
0000000181191af0 (__TEXT,__text) external _cblas_crotg
0000000181141b40 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
000000018116540c (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
0000000181191ba4 (__TEXT,__text) external _cblas_cscal
0000000181141bf4 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00000001811654c0 (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
0000000181191d64 (__TEXT,__text) external _cblas_csrot
0000000181141db4 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
0000000181165658 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
0000000181191df4 (__TEXT,__text) external _cblas_csscal
0000000181141e44 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00000001811656e4 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
0000000181191edc (__TEXT,__text) external _cblas_cswap
0000000181141f2c (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00000001811657c8 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
0000000181179a94 (__TEXT,__text) external _cblas_csymm
0000000181129b7c (__TEXT,__text) external _cblas_csymm$NEWLAPACK
0000000181150348 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
000000018117ab50 (__TEXT,__text) external _cblas_csyr2k
000000018112ac38 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
0000000181151390 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
000000018117ba64 (__TEXT,__text) external _cblas_csyrk
000000018112bb4c (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
0000000181152164 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
000000018118f054 (__TEXT,__text) external _cblas_ctbmv
000000018113dc74 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
0000000181162c58 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
000000018118f2fc (__TEXT,__text) external _cblas_ctbsv
000000018113e48c (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
0000000181162f2c (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
000000018118f5a4 (__TEXT,__text) external _cblas_ctpmv
000000018113ee04 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
0000000181163200 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
000000018118f7f4 (__TEXT,__text) external _cblas_ctpsv
000000018113f558 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
0000000181163460 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
000000018117c73c (__TEXT,__text) external _cblas_ctrmm
000000018112c824 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
