00007ff80c216841 (__TEXT,__const) non-external _KW_ANY
00007ff840855c38 (__DATA_CONST,__const) non-external _big2_encoding
00007ff840856588 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff80c214a20 (__TEXT,__text) non-external _big2_entityValueTok
00007ff80c214c50 (__TEXT,__text) non-external _big2_getAtts
00007ff80c214758 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff80c21529c (__TEXT,__text) non-external _big2_isPublicId
00007ff80c214ba1 (__TEXT,__text) non-external _big2_nameLength
00007ff80c214b5c (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff80c2150c7 (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff80c212688 (__TEXT,__text) non-external _big2_prologTok
00007ff80c216f83 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff80c215d54 (__TEXT,__text) non-external _big2_scanComment
00007ff80c21555a (__TEXT,__text) non-external _big2_scanLit
00007ff80c215ae8 (__TEXT,__text) non-external _big2_scanPercent
00007ff80c215688 (__TEXT,__text) non-external _big2_scanPi
00007ff80c215f33 (__TEXT,__text) non-external _big2_scanRef
00007ff80c214c16 (__TEXT,__text) non-external _big2_skipS
00007ff80c2154e5 (__TEXT,__text) non-external _big2_toUtf16
00007ff80c215327 (__TEXT,__text) non-external _big2_toUtf8
00007ff80c2151cb (__TEXT,__text) non-external _big2_updatePosition
00007ff80c208037 (__TEXT,__text) non-external _build_node
00007ff80c207448 (__TEXT,__text) non-external _cdataSectionProcessor
00007ff80c20a501 (__TEXT,__text) non-external _checkCharRefNumber
00007ff80c209359 (__TEXT,__text) non-external _condSect0
00007ff80c2093fc (__TEXT,__text) non-external _condSect1
00007ff80c20943c (__TEXT,__text) non-external _condSect2
00007ff80c2039f9 (__TEXT,__text) non-external _contentProcessor
00007ff80c2086dd (__TEXT,__text) non-external _copyEntityTable
00007ff80c1ff35f (__TEXT,__text) non-external _copyString
00007ff80c20925c (__TEXT,__text) non-external _declClose
00007ff80c203d9a (__TEXT,__text) non-external _defineAttribute
00007ff80c207198 (__TEXT,__text) non-external _doCdataSection
00007ff80c205028 (__TEXT,__text) non-external _doContent
00007ff80c204564 (__TEXT,__text) non-external _doIgnoreSection
00007ff80c20a8fb (__TEXT,__text) non-external _doParseXmlDecl
00007ff80c2012cd (__TEXT,__text) non-external _doProlog
00007ff80c216742 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff80c21675f (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff80c216758 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff80c216748 (__TEXT,__const) non-external _doProlog.atypeID
00007ff80c21674b (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff80c216751 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff80c216768 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff80c216770 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff80c216638 (__TEXT,__text) non-external _doProlog.cold.1
00007ff80c217b6b (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff80c217b6d (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff80c217b61 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff80c208ad4 (__TEXT,__text) non-external _doctype0
00007ff80c208b27 (__TEXT,__text) non-external _doctype1
00007ff80c208e46 (__TEXT,__text) non-external _doctype2
00007ff80c208e00 (__TEXT,__text) non-external _doctype3
00007ff80c20a048 (__TEXT,__text) non-external _doctype4
00007ff80c208fbe (__TEXT,__text) non-external _doctype5
00007ff80c208f30 (__TEXT,__text) non-external _element0
00007ff80c2099fa (__TEXT,__text) non-external _element1
00007ff80c209acc (__TEXT,__text) non-external _element2
00007ff80c209bcc (__TEXT,__text) non-external _element3
00007ff80c209df0 (__TEXT,__text) non-external _element4
00007ff80c209e3b (__TEXT,__text) non-external _element5
00007ff80c209c4b (__TEXT,__text) non-external _element6
00007ff80c209d1c (__TEXT,__text) non-external _element7
00007ff840855a30 (__DATA_CONST,__const) non-external _encodings
00007ff8408561b0 (__DATA_CONST,__const) non-external _encodingsNS
00007ff80c208e8c (__TEXT,__text) non-external _entity0
00007ff80c209004 (__TEXT,__text) non-external _entity1
00007ff80c2092a9 (__TEXT,__text) non-external _entity10
00007ff80c20904a (__TEXT,__text) non-external _entity2
00007ff80c2094c5 (__TEXT,__text) non-external _entity3
00007ff80c20947f (__TEXT,__text) non-external _entity4
00007ff80c20950b (__TEXT,__text) non-external _entity5
00007ff80c209596 (__TEXT,__text) non-external _entity6
00007ff80c20910d (__TEXT,__text) non-external _entity7
00007ff80c209216 (__TEXT,__text) non-external _entity8
00007ff80c2091d0 (__TEXT,__text) non-external _entity9
00007ff80c204a1f (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80c207f84 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80c2166a1 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80c20835e (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80c208604 (__TEXT,__text) non-external _entityValueProcessor
00007ff80c206fbe (__TEXT,__text) non-external _epilogProcessor
00007ff80c208b1f (__TEXT,__text) non-external _error
00007ff80c20077c (__TEXT,__text) non-external _errorProcessor
00007ff80c207880 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80c200046 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80c20818c (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80c208282 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80c200096 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80c208503 (__TEXT,__text) non-external _externalParEntProcessor
00007ff80c2089f8 (__TEXT,__text) non-external _externalSubset0
00007ff80c2092fe (__TEXT,__text) non-external _externalSubset1
00007ff80c20abd3 (__TEXT,__text) non-external _findEncoding
00007ff80c20adbc (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80c206f66 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80c203ada (__TEXT,__text) non-external _getAttributeId
00007ff80c201087 (__TEXT,__text) non-external _getDebugLevel
00007ff80c203a4e (__TEXT,__text) non-external _getElementType
00007ff80c20a814 (__TEXT,__text) non-external _getEncodingIndex
00007ff840855a00 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80c2011b0 (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80c204d5d (__TEXT,__text) non-external _hash
00007ff80c2086a5 (__TEXT,__text) non-external _hashTableDestroy
00007ff80c2046e4 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80c216780 (__TEXT,__const) non-external _implicitContext
00007ff80c212492 (__TEXT,__text) non-external _initScan
00007ff80c20a887 (__TEXT,__text) non-external _initScanContent
00007ff80c20ad59 (__TEXT,__text) non-external _initScanContentNS
00007ff80c20a868 (__TEXT,__text) non-external _initScanProlog
00007ff80c20ad3a (__TEXT,__text) non-external _initScanPrologNS
00007ff80c20a8a9 (__TEXT,__text) non-external _initUpdatePosition
00007ff80c2010e6 (__TEXT,__text) non-external _initializeEncoding
00007ff80c207d6c (__TEXT,__text) non-external _internalEntityProcessor
00007ff80c208c00 (__TEXT,__text) non-external _internalSubset
00007ff840855490 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff840855830 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8408552c0 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff840855660 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80c20e723 (__TEXT,__text) non-external _isNever
00007ff8408550f0 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff8408561e8 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80c20d8d2 (__TEXT,__text) non-external _latin1_toUtf16
00007ff80c20d850 (__TEXT,__text) non-external _latin1_toUtf8
00007ff80c210aa8 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80c2106bc (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80c2111cc (__TEXT,__text) non-external _little2_charRefNumber
00007ff80c21205c (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80c20f47c (__TEXT,__text) non-external _little2_contentTok
00007ff840855e08 (__DATA_CONST,__const) non-external _little2_encoding
00007ff840856758 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80c210be0 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80c210e0f (__TEXT,__text) non-external _little2_getAtts
00007ff80c210918 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80c211458 (__TEXT,__text) non-external _little2_isPublicId
00007ff80c210d61 (__TEXT,__text) non-external _little2_nameLength
00007ff80c210d1c (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80c211283 (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80c20e89c (__TEXT,__text) non-external _little2_prologTok
00007ff80c211f00 (__TEXT,__text) non-external _little2_scanComment
00007ff80c211712 (__TEXT,__text) non-external _little2_scanLit
00007ff80c211c9c (__TEXT,__text) non-external _little2_scanPercent
00007ff80c211840 (__TEXT,__text) non-external _little2_scanPi
00007ff80c2120db (__TEXT,__text) non-external _little2_scanRef
00007ff80c210dd5 (__TEXT,__text) non-external _little2_skipS
00007ff80c2116a1 (__TEXT,__text) non-external _little2_toUtf16
00007ff80c2114e3 (__TEXT,__text) non-external _little2_toUtf8
00007ff80c211387 (__TEXT,__text) non-external _little2_updatePosition
00007ff80c203686 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80c216e50 (__TEXT,__const) non-external _namePages
00007ff80c216850 (__TEXT,__const) non-external _namingBitmap
00007ff80c204760 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80c216d50 (__TEXT,__const) non-external _nmstrtPages
00007ff80c20d010 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80c20cbb8 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80c20d5cc (__TEXT,__text) non-external _normal_charRefNumber
00007ff80c20e1bc (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80c20ba4c (__TEXT,__text) non-external _normal_contentTok
00007ff80c20d148 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80c20d2fb (__TEXT,__text) non-external _normal_getAtts
00007ff80c20ce70 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80c20d7d0 (__TEXT,__text) non-external _normal_isPublicId
00007ff80c20d294 (__TEXT,__text) non-external _normal_nameLength
00007ff80c20d258 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80c20d684 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80c20aec8 (__TEXT,__text) non-external _normal_prologTok
00007ff80c20e030 (__TEXT,__text) non-external _normal_scanComment
00007ff80c20d916 (__TEXT,__text) non-external _normal_scanLit
00007ff80c20de28 (__TEXT,__text) non-external _normal_scanPercent
00007ff80c20da7c (__TEXT,__text) non-external _normal_scanPi
00007ff80c20e227 (__TEXT,__text) non-external _normal_scanRef
00007ff80c20d2d1 (__TEXT,__text) non-external _normal_skipS
00007ff80c20d716 (__TEXT,__text) non-external _normal_updatePosition
00007ff80c208149 (__TEXT,__text) non-external _normalizeLines
00007ff80c203996 (__TEXT,__text) non-external _normalizePublicId
00007ff80c208f7b (__TEXT,__text) non-external _notation0
00007ff80c209e98 (__TEXT,__text) non-external _notation1
00007ff80c209f8f (__TEXT,__text) non-external _notation2
00007ff80c209f41 (__TEXT,__text) non-external _notation3
00007ff80c209fd5 (__TEXT,__text) non-external _notation4
00007ff80c216280 (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80c1fea2a (__TEXT,__text) non-external _parserCreate
00007ff80c1ff131 (__TEXT,__text) non-external _parserInit
00007ff80c203d28 (__TEXT,__text) non-external _poolAppend
00007ff80c20022d (__TEXT,__text) non-external _poolCopyString
00007ff80c200124 (__TEXT,__text) non-external _poolDestroy
00007ff80c203e92 (__TEXT,__text) non-external _poolGrow
00007ff80c20363f (__TEXT,__text) non-external _poolStoreString
00007ff80c204870 (__TEXT,__text) non-external _processInternalEntity
00007ff80c2032bd (__TEXT,__text) non-external _processXmlDecl
00007ff80c208925 (__TEXT,__text) non-external _prolog0
00007ff80c208a18 (__TEXT,__text) non-external _prolog1
00007ff80c208d78 (__TEXT,__text) non-external _prolog2
00007ff80c201037 (__TEXT,__text) non-external _prologInitProcessor
00007ff80c201141 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80c204bb6 (__TEXT,__text) non-external _reportComment
00007ff80c200e7a (__TEXT,__text) non-external _reportDefault
00007ff80c204a6a (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80c1ffb0b (__TEXT,__text) non-external _setContext
00007ff80c2074fe (__TEXT,__text) non-external _setElementTypePrefix
00007ff80c204ee2 (__TEXT,__text) non-external _sip24_final
00007ff80c204e21 (__TEXT,__text) non-external _sip24_update
00007ff80c204fcc (__TEXT,__text) non-external _sip_round
00007ff80c2006e3 (__TEXT,__text) non-external _startParsing
00007ff80c20405c (__TEXT,__text) non-external _storeAttributeValue
00007ff80c2062bc (__TEXT,__text) non-external _storeAtts
00007ff80c2040cb (__TEXT,__text) non-external _storeEntityValue
00007ff80c2061f0 (__TEXT,__text) non-external _storeRawNames
00007ff80c212430 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80c200ff4 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80c201009 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80c20a5f0 (__TEXT,__text) non-external _unknown_isInvalid
00007ff80c20a54e (__TEXT,__text) non-external _unknown_isName
00007ff80c20a59f (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80c20a704 (__TEXT,__text) non-external _unknown_toUtf16
00007ff80c20a61d (__TEXT,__text) non-external _unknown_toUtf8
00007ff80c20101e (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff840855a68 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8408563b8 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80c20e7c3 (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80c20e7e2 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80c20e849 (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80c20e68b (__TEXT,__text) non-external _utf8_isName2
00007ff80c20e6d1 (__TEXT,__text) non-external _utf8_isName3
00007ff80c20e72b (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80c20e771 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80c20e52b (__TEXT,__text) non-external _utf8_toUtf16
00007ff80c20e495 (__TEXT,__text) non-external _utf8_toUtf8
