00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800adf970 (__TEXT,__text) external ___fcntl_nocancel
00007ff800adf988 (__TEXT,__text) external ___fork
00007ff800adf9c0 (__TEXT,__text) external ___fs_snapshot
00007ff800adf9d8 (__TEXT,__text) external ___fstat64_extended
00007ff800adf9f0 (__TEXT,__text) external ___fstat_extended
00007ff800adfa08 (__TEXT,__text) external ___fsync_nocancel
00007ff800aef53d (__TEXT,__text) external ___get_remove_counter
00007ff800adfa20 (__TEXT,__text) external ___getattrlist
00007ff800adfa38 (__TEXT,__text) external ___getdirentries64
00007ff800adfa50 (__TEXT,__text) external ___gethostuuid
00007ff800adfa68 (__TEXT,__text) external ___getlogin
00007ff800adfa80 (__TEXT,__text) external ___getpeername
00007ff800adfa98 (__TEXT,__text) external ___getpid
00007ff800adfacc (__TEXT,__text) external ___getrlimit
00007ff800adfae4 (__TEXT,__text) external ___getsgroups
00007ff800adfafc (__TEXT,__text) external ___getsockname
00007ff800adfb14 (__TEXT,__text) external ___gettid
00007ff800adfb41 (__TEXT,__text) external ___gettimeofday
00007ff800adfb2c (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00007ff800adfb6c (__TEXT,__text) external ___getwgroups
00007ff800adfb84 (__TEXT,__text) external ___guarded_open_dprotected_np
00007ff800adfb9c (__TEXT,__text) external ___guarded_open_np
00007ff800adfbb4 (__TEXT,__text) external ___identitysvc
00007ff800aef548 (__TEXT,__text) external ___inc_remove_counter
00007ff800adfbcc (__TEXT,__text) external ___initgroups
00007ff800adfbe4 (__TEXT,__text) external ___ioctl
00007ff800adfbfc (__TEXT,__text) external ___iopolicysys
00007ff800adfc14 (__TEXT,__text) external ___kdebug_trace
00007ff800adfc2c (__TEXT,__text) external ___kdebug_trace64
00007ff800adfc44 (__TEXT,__text) external ___kdebug_trace_string
00007ff800adfc5c (__TEXT,__text) external ___kdebug_typefilter
00007ff800b08998 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
00007ff800b08960 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
00007ff800adfc74 (__TEXT,__text) external ___kill
00007ff800adfc8c (__TEXT,__text) external ___kqueue_workloop_ctl
00007ff800adfca4 (__TEXT,__text) external ___lchown
00007ff800ae222a (__TEXT,__text) external ___libkernel_init
00007ff800ae225d (__TEXT,__text) external ___libkernel_init_after_boot_tasks
00007ff800ae225c (__TEXT,__text) external ___libkernel_init_late
00007ff800ae20b3 (__TEXT,__text) external ___libkernel_platform_init
00007ff800ae20da (__TEXT,__text) external ___libkernel_voucher_init
00007ff800adfcbc (__TEXT,__text) external ___listen
00007ff800adfcd4 (__TEXT,__text) external ___log_data
00007ff800adfcec (__TEXT,__text) external ___lseek
00007ff800adfd04 (__TEXT,__text) external ___lstat64_extended
00007ff800adfd1c (__TEXT,__text) external ___lstat_extended
00007ff800adfd34 (__TEXT,__text) external ___mac_execve
00007ff800adfd4c (__TEXT,__text) external ___mac_get_fd
00007ff800adfd64 (__TEXT,__text) external ___mac_get_file
00007ff800adfd7c (__TEXT,__text) external ___mac_get_link
00007ff800adfd94 (__TEXT,__text) external ___mac_get_mount
00007ff800adfdac (__TEXT,__text) external ___mac_get_pid
00007ff800adfdc4 (__TEXT,__text) external ___mac_get_proc
00007ff800adfddc (__TEXT,__text) external ___mac_getfsstat
00007ff800adfdf4 (__TEXT,__text) external ___mac_mount
00007ff800adfe0c (__TEXT,__text) external ___mac_set_fd
00007ff800adfe24 (__TEXT,__text) external ___mac_set_file
00007ff800adfe3c (__TEXT,__text) external ___mac_set_link
00007ff800adfe54 (__TEXT,__text) external ___mac_set_proc
00007ff800adfe6c (__TEXT,__text) external ___mac_syscall
00007ff800adfe84 (__TEXT,__text) external ___mach_bridge_remote_time
00007ff800adfe9c (__TEXT,__text) external ___mach_eventlink_signal
00007ff800adfeb4 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
00007ff800adfecc (__TEXT,__text) external ___mach_eventlink_wait_until
00007ff800adfee4 (__TEXT,__text) external ___map_with_linking_np
00007ff800adfefc (__TEXT,__text) external ___memorystatus_available_memory
00007ff800adff14 (__TEXT,__text) external ___microstackshot
00007ff800adff2c (__TEXT,__text) external ___mkdir_extended
00007ff800adff44 (__TEXT,__text) external ___mkfifo_extended
00007ff800adff5c (__TEXT,__text) external ___mmap
00007ff800adff74 (__TEXT,__text) external ___mprotect
00007ff800adff8c (__TEXT,__text) external ___msgctl
00007ff800adffa4 (__TEXT,__text) external ___msgrcv_nocancel
00007ff800adffbc (__TEXT,__text) external ___msgsnd_nocancel
00007ff800adffd4 (__TEXT,__text) external ___msgsys
00007ff800adffec (__TEXT,__text) external ___msync
00007ff800ae0004 (__TEXT,__text) external ___msync_nocancel
00007ff800ae001c (__TEXT,__text) external ___munmap
00007ff800ae0034 (__TEXT,__text) external ___nexus_create
00007ff800ae004c (__TEXT,__text) external ___nexus_deregister
00007ff800ae0064 (__TEXT,__text) external ___nexus_destroy
00007ff800ae007c (__TEXT,__text) external ___nexus_get_opt
00007ff800ae0094 (__TEXT,__text) external ___nexus_open
00007ff800ae00ac (__TEXT,__text) external ___nexus_register
00007ff800ae00c4 (__TEXT,__text) external ___nexus_set_opt
00007ff800ae00dc (__TEXT,__text) external ___open
00007ff800ae00f4 (__TEXT,__text) external ___open_dprotected_np
00007ff800ae010c (__TEXT,__text) external ___open_extended
00007ff800ae0124 (__TEXT,__text) external ___open_nocancel
00007ff800ae013c (__TEXT,__text) external ___openat
00007ff800ae0154 (__TEXT,__text) external ___openat_dprotected_np
00007ff800ae016c (__TEXT,__text) external ___openat_nocancel
00007ff8400a5300 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00007ff800aeeb46 (__TEXT,__text) external ___os_nexus_flow_add
00007ff800aeebb9 (__TEXT,__text) external ___os_nexus_flow_del
00007ff800aeecf1 (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff800aee96c (__TEXT,__text) external ___os_nexus_ifattach
00007ff800aeea7d (__TEXT,__text) external ___os_nexus_ifdetach
00007ff800ae0184 (__TEXT,__text) external ___persona
00007ff800ae019c (__TEXT,__text) external ___pipe
00007ff800ae01b8 (__TEXT,__text) external ___poll_nocancel
00007ff800ae01d0 (__TEXT,__text) external ___posix_spawn
00007ff800ae01e8 (__TEXT,__text) external ___pread_nocancel
00007ff800ae0200 (__TEXT,__text) external ___preadv_nocancel
00007ff800ae0218 (__TEXT,__text) external ___proc_info
00007ff800ae0230 (__TEXT,__text) external ___proc_info_extended_id
00007ff800ae0248 (__TEXT,__text) external ___process_policy
00007ff800ae0260 (__TEXT,__text) external ___pselect
00007ff800ae0278 (__TEXT,__text) external ___pselect_nocancel
00007ff800ae0290 (__TEXT,__text) external ___psynch_cvbroad
00007ff800ae02a8 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff800ae02c0 (__TEXT,__text) external ___psynch_cvsignal
00007ff800ae02d8 (__TEXT,__text) external ___psynch_cvwait
00007ff800ae02f0 (__TEXT,__text) external ___psynch_mutexdrop
00007ff800ae0308 (__TEXT,__text) external ___psynch_mutexwait
00007ff800ae0320 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff800ae0338 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff800ae0350 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff800ae0368 (__TEXT,__text) external ___psynch_rw_unlock
00007ff800ae0380 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff800ae0398 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff800ae03b0 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff800ae03c8 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff800ae03e0 (__TEXT,__text) external ___pthread_canceled
00007ff800ae03f8 (__TEXT,__text) external ___pthread_chdir
00007ff800ae0410 (__TEXT,__text) external ___pthread_fchdir
00007ff800ae0428 (__TEXT,__text) external ___pthread_kill
00007ff800ae0440 (__TEXT,__text) external ___pthread_markcancel
00007ff800ae0458 (__TEXT,__text) external ___pthread_sigmask
00007ff800ae0470 (__TEXT,__text) external ___ptrace
00007ff800ae0494 (__TEXT,__text) external ___pwrite_nocancel
00007ff800ae04ac (__TEXT,__text) external ___pwritev_nocancel
00007ff800ae04c4 (__TEXT,__text) external ___read_nocancel
00007ff800ae04dc (__TEXT,__text) external ___readv_nocancel
00007ff800ae04f4 (__TEXT,__text) external ___reboot
00007ff800ae050c (__TEXT,__text) external ___record_system_event
00007ff800ae0524 (__TEXT,__text) external ___recvfrom
00007ff800ae053c (__TEXT,__text) external ___recvfrom_nocancel
00007ff800ae0554 (__TEXT,__text) external ___recvmsg
00007ff800ae056c (__TEXT,__text) external ___recvmsg_nocancel
00007ff8400a5320 (__DATA,__bss) non-external ___remove_counter
00007ff800ae0584 (__TEXT,__text) external ___rename
00007ff800ae059c (__TEXT,__text) external ___renameat
00007ff800ae05b4 (__TEXT,__text) external ___renameatx_np
00007ff800ae05cc (__TEXT,__text) external ___rmdir
00007ff800adfd34 (__TEXT,__text) external ___sandbox_me
00007ff800adfdf4 (__TEXT,__text) external ___sandbox_mm
00007ff800adfe6c (__TEXT,__text) external ___sandbox_ms
00007ff800adfe54 (__TEXT,__text) external ___sandbox_msp
00007ff800ae05e4 (__TEXT,__text) external ___select
00007ff800ae05fc (__TEXT,__text) external ___select_nocancel
00007ff800ae0614 (__TEXT,__text) external ___sem_open
00007ff800ae062c (__TEXT,__text) external ___sem_wait_nocancel
00007ff800ae0644 (__TEXT,__text) external ___semctl
00007ff800ae065c (__TEXT,__text) external ___semsys
00007ff800ae0674 (__TEXT,__text) external ___semwait_signal
00007ff800ae068c (__TEXT,__text) external ___semwait_signal_nocancel
00007ff800ae06a4 (__TEXT,__text) external ___sendmsg
00007ff800ae06bc (__TEXT,__text) external ___sendmsg_nocancel
00007ff800ae06d4 (__TEXT,__text) external ___sendto
00007ff800ae06ec (__TEXT,__text) external ___sendto_nocancel
00007ff800ae0704 (__TEXT,__text) external ___setattrlist
00007ff800ae071c (__TEXT,__text) external ___setlogin
00007ff800ae0734 (__TEXT,__text) external ___setpriority
00007ff800ae074c (__TEXT,__text) external ___setregid
00007ff800ae0764 (__TEXT,__text) external ___setreuid
00007ff800ae077c (__TEXT,__text) external ___setrlimit
00007ff800ae0794 (__TEXT,__text) external ___setsgroups
00007ff800ae07ac (__TEXT,__text) external ___settid
00007ff800ae07c4 (__TEXT,__text) external ___settid_with_pid
00007ff800ae07dc (__TEXT,__text) external ___settimeofday
00007ff800ae07f4 (__TEXT,__text) external ___setwgroups
00007ff800ae080c (__TEXT,__text) external ___sfi_ctl
00007ff800ae0824 (__TEXT,__text) external ___sfi_pidctl
00007ff800ae083c (__TEXT,__text) external ___shared_region_check_np
00007ff800ae0854 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff800ae086c (__TEXT,__text) external ___shm_open
00007ff800ae0884 (__TEXT,__text) external ___shmctl
00007ff800ae089c (__TEXT,__text) external ___shmsys
00007ff800ae08b4 (__TEXT,__text) external ___sigaction
00007ff800ae08cc (__TEXT,__text) external ___sigaltstack
00007ff800ae08e4 (__TEXT,__text) external ___sigreturn
00007ff800ae08fc (__TEXT,__text) external ___sigsuspend
00007ff800ae0914 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff800ae092c (__TEXT,__text) external ___sigwait
00007ff800ae0944 (__TEXT,__text) external ___socketpair
00007ff800ae095c (__TEXT,__text) external ___stack_snapshot_with_config
00007ff800ae0974 (__TEXT,__text) external ___stat64_extended
00007ff800ae098c (__TEXT,__text) external ___stat_extended
00007ff800ae09a4 (__TEXT,__text) external ___syscall
00007ff8400a52c0 (__DATA,__common) external ___syscall_logger
00007ff800ae09bc (__TEXT,__text) external ___sysctl
00007ff800ae09d4 (__TEXT,__text) external ___sysctlbyname
00007ff800ae09ec (__TEXT,__text) external ___telemetry
00007ff800ae0a04 (__TEXT,__text) external ___terminate_with_payload
00007ff800ae0a1c (__TEXT,__text) external ___thread_selfid
00007ff800ae0a34 (__TEXT,__text) external ___thread_selfusage
00007ff800ae0a4c (__TEXT,__text) external ___ulock_wait
00007ff800ae0a64 (__TEXT,__text) external ___ulock_wait2
00007ff800ae0a7c (__TEXT,__text) external ___ulock_wake
00007ff800ae0a94 (__TEXT,__text) external ___umask_extended
00007ff800ae0aac (__TEXT,__text) external ___unlink
00007ff800ae0ac4 (__TEXT,__text) external ___unlinkat
00007ff800ae0adc (__TEXT,__text) external ___vfork
00007ff800ae0b34 (__TEXT,__text) external ___wait4
00007ff800ae0b4c (__TEXT,__text) external ___wait4_nocancel
00007ff800ae0b64 (__TEXT,__text) external ___waitid_nocancel
00007ff800ae0b7c (__TEXT,__text) external ___work_interval_ctl
00007ff800ae0b94 (__TEXT,__text) external ___workq_kernreturn
00007ff800ae0bac (__TEXT,__text) external ___workq_open
00007ff800ae0bc4 (__TEXT,__text) external ___write_nocancel
00007ff800ae0bdc (__TEXT,__text) external ___writev_nocancel
00007ff8400a4c74 (__DATA,__common) external __cpu_capabilities
00007ff8400a4c70 (__DATA,__common) external __cpu_has_altivec
00007ff8400a49f0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff8400a52d8 (__DATA,__bss) non-external __dlsym
00007ff800adf0a4 (__TEXT,__text) external __exclaves_ctl_trap
00007ff800adf910 (__TEXT,__text) external __exit
00007ff800adf600 (__TEXT,__text) external __get_cpu_capabilities
00007ff8400a52f8 (__DATA,__bss) non-external __gethostuuid_callback
00007ff800ae73e9 (__TEXT,__text) external __getprivatesystemidentifier
00007ff800af4dd0 (__TEXT,__text) external __host_page_size
00007ff800aef688 (__TEXT,__text) external __init_cpu_capabilities
00007ff800af62c5 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800af758f (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff800af88e5 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800af749f (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff800af8793 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff800adee94 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff800afa2b8 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff800af95fa (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff800adeee8 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff800af77b2 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff800adeea0 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff800af76c3 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff800af9736 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff800adeef4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800af8e45 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800af91af (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff800adeedc (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff800af8233 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff800af846e (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff800adef9c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff800af929f (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff800af78a1 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff800afa144 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff800af7dbc (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff800af8b2c (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff800af9822 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff800adefa8 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff800af9c58 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800af90bf (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff800adeed0 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff800af8134 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff800adeec4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff800afa00a (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800af8f82 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff800af94b2 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff800af9e30 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff800af79d1 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff800adeeac (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff800af7f06 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff800adeeb8 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800af70ff (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff800af7abd (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800af73af (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff800af7ff6 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff800adf098 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff800af8644 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff800af93ca (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff800af7ccc (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff800af837e (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff800af99f6 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff800af8c60 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff800af9b24 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff800af9d44 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800af727b (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff800adf08c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff800af990e (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff800adefb4 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff800b027a7 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff800afa407 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff800adee4c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff800afa535 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff800adee64 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff800afafb7 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff800adee88 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff800afa61d (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff800adee7c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff800afbabf (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff800adee58 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff800afa7f9 (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff800afb269 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff800afbf22 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff800b07fd2 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff800af8a3d (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff800b04a23 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff800b04b70 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff800b053a6 (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff800b06611 (__TEXT,__text) external __kernelrpc_vm_map
00007ff800b07119 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff800b05e53 (__TEXT,__text) external __kernelrpc_vm_read
00007ff800b068c3 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff800b07244 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff800ae2297 (__TEXT,__text) non-external __libkernel_bzero
00007ff8400a52d0 (__DATA,__bss) non-external __libkernel_functions
00007ff840068a00 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff800ae2320 (__TEXT,__text) non-external __libkernel_memmove
00007ff800ae22a1 (__TEXT,__text) non-external __libkernel_memset
00007ff800ae225e (__TEXT,__text) non-external __libkernel_strchr
00007ff800ae227c (__TEXT,__text) non-external __libkernel_strcmp
00007ff800ae2469 (__TEXT,__text) non-external __libkernel_strcpy
00007ff8400a4a00 (__DATA,__data) non-external __libkernel_string_functions
00007ff800ae2491 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff800ae213a (__TEXT,__text) non-external __libkernel_strlen
00007ff8400a4a08 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff800b08930 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff800ae382c (__TEXT,__text) non-external __mach_continuous_time
00007ff840069c10 (__DATA_CONST,__const) external __mach_errors
00007ff800ae40bb (__TEXT,__text) external __mach_fork_child
00007ff800ae5832 (__TEXT,__text) external __mach_snprintf
00007ff800ae56b0 (__TEXT,__text) external __mach_vsnprintf
00007ff8400a4c80 (__DATA,__common) external __os_alloc_once_table
00007ff800ae8926 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff800ae9438 (__TEXT,__text) non-external __posix_spawnattr_get_posix_creds_info
00007ff800ae73ee (__TEXT,__text) external __register_gethostuuid_callback
00007ff8400a52e4 (__DATA,__bss) non-external __task_reply_port
00007ff800ae20a4 (__TEXT,__text) external __thread_set_tsd_base
00007ff800b087aa (__TEXT,__text) non-external _abort
00007ff800b087ce (__TEXT,__text) non-external _abort.380
00007ff800b087f2 (__TEXT,__text) non-external _abort.382
00007ff800b08815 (__TEXT,__text) non-external _abort.393
00007ff800b088c4 (__TEXT,__text) external _abort_with_payload
00007ff800b08849 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff800b08836 (__TEXT,__text) external _abort_with_reason
00007ff800adf640 (__TEXT,__text) external _accept
00007ff800adf658 (__TEXT,__text) external _accept$NOCANCEL
00007ff800ae0bf4 (__TEXT,__text) external _access
00007ff800adf670 (__TEXT,__text) external _accessx_np
00007ff800ae0c0c (__TEXT,__text) external _acct
00007ff800b034a3 (__TEXT,__text) external _act_get_state
00007ff800b0368d (__TEXT,__text) external _act_set_state
00007ff800ae0c24 (__TEXT,__text) external _adjtime
00007ff800ae0c3c (__TEXT,__text) external _aio_cancel
00007ff800ae0c54 (__TEXT,__text) external _aio_error
00007ff800ae0c6c (__TEXT,__text) external _aio_fsync
00007ff800ae0c84 (__TEXT,__text) external _aio_read
00007ff800ae0c9c (__TEXT,__text) external _aio_return
00007ff800ae0cb4 (__TEXT,__text) external _aio_suspend
00007ff800adf688 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff800ae0ccc (__TEXT,__text) external _aio_write
00007ff800ae0ce4 (__TEXT,__text) external _audit
00007ff800ae0cfc (__TEXT,__text) external _audit_session_join
00007ff800ae0d14 (__TEXT,__text) external _audit_session_port
00007ff800ae0d2c (__TEXT,__text) external _audit_session_self
00007ff800ae0d44 (__TEXT,__text) external _auditctl
00007ff800ae0d5c (__TEXT,__text) external _auditon
00007ff800adf6a0 (__TEXT,__text) external _bind
00007ff8400a4c2c (__DATA,__common) external _bootstrap_port
00007ff800ae5ad0 (__TEXT,__text) external _cerror
00007ff800ae5aab (__TEXT,__text) external _cerror_nocancel
00007ff800ae0d74 (__TEXT,__text) external _change_fdguard_np
00007ff800ae0d8c (__TEXT,__text) external _chdir
00007ff800ae0da4 (__TEXT,__text) external _chflags
00007ff800ae7cc3 (__TEXT,__text) external _chmod
00007ff800ae0dbc (__TEXT,__text) external _chown
00007ff800ae0dd4 (__TEXT,__text) external _chroot
00007ff800af1e9c (__TEXT,__text) external _clock_alarm
00007ff800af1b83 (__TEXT,__text) external _clock_alarm_reply
00007ff800af1d0b (__TEXT,__text) external _clock_get_attributes
00007ff800af1bea (__TEXT,__text) external _clock_get_time
00007ff800af1a54 (__TEXT,__text) external _clock_set_attributes
00007ff800af1968 (__TEXT,__text) external _clock_set_time
00007ff800ae3919 (__TEXT,__text) external _clock_sleep
00007ff800adf068 (__TEXT,__text) external _clock_sleep_trap
00007ff800ae3808 (__TEXT,__text) external _clonefile
00007ff800ae0dec (__TEXT,__text) external _clonefileat
00007ff800ae0e04 (__TEXT,__text) external _close
00007ff800adf7c0 (__TEXT,__text) external _close$NOCANCEL
00007ff800aed24d (__TEXT,__text) external _coalition_create
00007ff800aed2ca (__TEXT,__text) external _coalition_info_debug_info
00007ff800aed29e (__TEXT,__text) external _coalition_info_resource_usage
00007ff800aed322 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800aed2f6 (__TEXT,__text) external _coalition_info_set_name
00007ff800aed356 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800aed27d (__TEXT,__text) external _coalition_reap
