00007ff808205190 (__TEXT,__const) non-external _A1_Table
00007ff807a5a860 (__TEXT,__text) non-external _ConvertFTo29
00007ff807a5a970 (__TEXT,__text) non-external _ConvertFTo30
00007ff807a5aa80 (__TEXT,__text) non-external _ConvertFTo31
00007ff807a5ab90 (__TEXT,__text) non-external _ConvertFTo32
00007ff807a59430 (__TEXT,__text) non-external _ConvertFTo9
00007ff807a5b070 (__TEXT,__text) non-external _ConvertFloatToHalf
00007ff8406be6e0 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16Q12_vtbl
00007ff8406be740 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16U_vtbl
00007ff8406be680 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB8888_vtbl
00007ff807a5af90 (__TEXT,__text) non-external _ConvertHalfToFloat
00007ff807a4d5b0 (__TEXT,__text) non-external _ConvertIndexedToDirect
00007ff8406b5960 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed1toPlanar8_vtbl
00007ff8406b59c0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed2toPlanar8_vtbl
00007ff8406b5a20 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed4toPlanar8_vtbl
00007ff8406b5ae0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8ToChunky_vtbl
00007ff8406b5ba0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toARGB888_vtbl
00007ff8406b5b40 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toRGB888_vtbl
00007ff8406b5a80 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_TableLookUp_Planar8_vtbl
00007ff80774d200 (__TEXT,__text) non-external (was a private external) _ConvertPass_Delete
00007ff8079b1760 (__TEXT,__text) non-external (was a private external) _ConvertPass_Print
00007ff80774d280 (__TEXT,__text) non-external (was a private external) _ConvertPass_StandardDeallocator
00007ff8406bd600 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16Q12toCVRGB101010_vtbl
00007ff8406bd660 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16UtoCVRGB101010_vtbl
00007ff8406bd5a0 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB8888toCVRGB101010_vtbl
00007ff807a5aca0 (__TEXT,__text) non-external _Convert_12UTo16U
00007ff807a4d2e0 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to16U
00007ff807a4d100 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to8
00007ff807a4d4c0 (__TEXT,__text) non-external (was a private external) _Convert_16Q12toF
00007ff807a5adb0 (__TEXT,__text) non-external _Convert_16UTo12U
00007ff807a4ce00 (__TEXT,__text) non-external (was a private external) _Convert_16UToF
00007ff807a4cc90 (__TEXT,__text) non-external (was a private external) _Convert_16UToPlanar8
00007ff807a4d1f0 (__TEXT,__text) non-external (was a private external) _Convert_16Uto16Q12
00007ff807a637f0 (__TEXT,__text) non-external _Convert_420Yp8_Cb8_Cr8ToARGB8888
00007ff807a63860 (__TEXT,__text) non-external _Convert_420Yp8_CbCr8ToARGB8888
00007ff807a63700 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB16U
00007ff807a636d0 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB8888
00007ff807a635f0 (__TEXT,__text) non-external _Convert_422CbYpCrYp8ToARGB8888
00007ff807a63830 (__TEXT,__text) non-external _Convert_422CbYpCrYp8_AA8ToARGB8888
00007ff807a63760 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff807a63730 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff807a638a0 (__TEXT,__text) non-external _Convert_422YpCbYpCr8ToARGB8888
00007ff807a63680 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB16U
00007ff807a63660 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB8888
00007ff807a63640 (__TEXT,__text) non-external _Convert_444AYpCbCr8ToARGB8888
00007ff807a63620 (__TEXT,__text) non-external _Convert_444CbYpCrA8ToARGB8888
00007ff807a637c0 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB16Q12
00007ff807a63790 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB8888
00007ff807a636a0 (__TEXT,__text) non-external _Convert_444CrYpCb8ToARGB8888
00007ff80776de30 (__TEXT,__text) non-external (was a private external) _Convert_8to16Q12
00007ff807a56220 (__TEXT,__text) non-external _Convert_ARGB1555toARGB8888
00007ff807a56290 (__TEXT,__text) non-external _Convert_ARGB1555toBGRA8888
00007ff807a63470 (__TEXT,__text) non-external _Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff807a634b0 (__TEXT,__text) non-external _Convert_ARGB16Q12To444CrYpCb10
00007ff807a632e0 (__TEXT,__text) non-external _Convert_ARGB16Q12toCVRGB101010
00007ff807a63430 (__TEXT,__text) non-external _Convert_ARGB16UTo422CbYpCrYp16
00007ff807a633d0 (__TEXT,__text) non-external _Convert_ARGB16UTo444AYpCbCr16
00007ff807a4cd80 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UToARGB8888
00007ff808207f90 (__TEXT,__const) non-external _Convert_ARGB16UToARGB8888.black
00007ff807a63320 (__TEXT,__text) non-external _Convert_ARGB16UtoCVRGB101010
00007ff807a4c470 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UtoRGB16U
00007ff807a634d0 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_Cb8_Cr8
00007ff807a63520 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_CbCr8
00007ff807a63410 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp16
00007ff807a63350 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8
00007ff807a63500 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8_AA8
00007ff807a63450 (__TEXT,__text) non-external _Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff807a63540 (__TEXT,__text) non-external _Convert_ARGB8888To422YpCbYpCr8
00007ff807a633b0 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr16
00007ff807a63390 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr8
00007ff807a63370 (__TEXT,__text) non-external _Convert_ARGB8888To444CbYpCrA8
00007ff807a63490 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb10
00007ff807a633f0 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb8
00007ff807a4ca90 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToARGB16U
00007ff808207f80 (__TEXT,__const) non-external _Convert_ARGB8888ToARGB16U.backColor
00007ff807a4cb10 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToRGB16U
00007ff808207f88 (__TEXT,__const) non-external _Convert_ARGB8888ToRGB16U.backColor
00007ff807a56640 (__TEXT,__text) non-external _Convert_ARGB8888toARGB1555
00007ff841feba38 (__DATA,__bss) non-external _Convert_ARGB8888toARGB1555.vConvert_ARGB8888toARGB1555_DitherOrdered
00007ff807a632b0 (__TEXT,__text) non-external _Convert_ARGB8888toCVRGB101010
00007ff807a56f00 (__TEXT,__text) non-external _Convert_ARGB8888toRGB101010
00007ff807a56750 (__TEXT,__text) non-external _Convert_ARGB8888toRGB565
00007ff841feba40 (__DATA,__bss) non-external _Convert_ARGB8888toRGB565.vConvert_ARGB8888toRGB565_DitherOrdered
00007ff807a4c410 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888toRGB888
00007ff807a4c4d0 (__TEXT,__text) non-external (was a private external) _Convert_ARGBFFFFtoRGBFFF
00007ff807a515d0 (__TEXT,__text) non-external _Convert_BGR888toRGB888
00007ff808208290 (__TEXT,__const) non-external _Convert_BGR888toRGB888.permuteMap
00007ff807a56f80 (__TEXT,__text) non-external _Convert_BGRA8888toRGB101010
00007ff807a56970 (__TEXT,__text) non-external _Convert_BGRA8888toRGB565
00007ff841feba58 (__DATA,__bss) non-external _Convert_BGRA8888toRGB565.vConvert_BGRA8888toRGB565_DitherOrdered
00007ff807a4c3f0 (__TEXT,__text) non-external (was a private external) _Convert_BGRA8888toRGB888
00007ff807a63590 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16Q12
00007ff807a635c0 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16U
00007ff807a63560 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB8888
00007ff807a4d000 (__TEXT,__text) non-external (was a private external) _Convert_FTo16U
00007ff807a4d3d0 (__TEXT,__text) non-external (was a private external) _Convert_Fto16Q12
00007ff807a52d10 (__TEXT,__text) non-external _Convert_Indexed1toPlanar8
00007ff807a530f0 (__TEXT,__text) non-external _Convert_Indexed2toPlanar8
00007ff807a53170 (__TEXT,__text) non-external _Convert_Indexed4toPlanar8
00007ff807a5aeb0 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16Q12
00007ff807775320 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16U
00007ff80776e4a0 (__TEXT,__text) non-external _Convert_Planar16Q12toPlanar16F
00007ff807a5b150 (__TEXT,__text) non-external _Convert_Planar16UtoPlanar16F
00007ff807a4c9a0 (__TEXT,__text) non-external (was a private external) _Convert_Planar8To16U
00007ff807a53380 (__TEXT,__text) non-external _Convert_Planar8toARGB8888
00007ff807a533b0 (__TEXT,__text) non-external _Convert_Planar8toIndexed1
00007ff807a53430 (__TEXT,__text) non-external _Convert_Planar8toIndexed2
00007ff807a534b0 (__TEXT,__text) non-external _Convert_Planar8toIndexed4
00007ff807a4cb90 (__TEXT,__text) non-external (was a private external) _Convert_Planar8toPlanarF
00007ff807a53360 (__TEXT,__text) non-external _Convert_Planar8toRGB888
00007ff807a4cf00 (__TEXT,__text) non-external (was a private external) _Convert_PlanarFtoPlanar8
00007ff807a56cb0 (__TEXT,__text) non-external _Convert_RGB101010toARGB8888
00007ff807a56d60 (__TEXT,__text) non-external _Convert_RGB101010toBGRA8888
00007ff807a571d0 (__TEXT,__text) non-external _Convert_RGB101010toRGB16U
00007ff807a56e10 (__TEXT,__text) non-external _Convert_RGB101010toRGB888
00007ff807a57070 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16Q12
00007ff807a57120 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16U
00007ff807a56b90 (__TEXT,__text) non-external _Convert_RGB101010toRGBA8888
00007ff807a573c0 (__TEXT,__text) non-external _Convert_RGB101010toRGBAFFFF
00007ff807a57470 (__TEXT,__text) non-external _Convert_RGB101010toRGBFFF
00007ff807a4c390 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoARGB16U
00007ff807a57350 (__TEXT,__text) non-external _Convert_RGB16UtoRGB101010
00007ff807773ec0 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoRGBA16U
00007ff807a56540 (__TEXT,__text) non-external _Convert_RGB565toABGR8888
00007ff807a56390 (__TEXT,__text) non-external _Convert_RGB565toARGB8888
00007ff807a564d0 (__TEXT,__text) non-external _Convert_RGB565toBGRA8888
00007ff807a565d0 (__TEXT,__text) non-external _Convert_RGB565toRGB888
00007ff807a56460 (__TEXT,__text) non-external _Convert_RGB565toRGBA8888
00007ff807a4c370 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toARGB8888
00007ff80775c9d0 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toBGRA8888
00007ff807a57000 (__TEXT,__text) non-external _Convert_RGB888toRGB101010
00007ff807a56a80 (__TEXT,__text) non-external _Convert_RGB888toRGB565
00007ff841feba60 (__DATA,__bss) non-external _Convert_RGB888toRGB565.vConvert_RGB888toRGB565_DitherOrdered
00007ff807764710 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toRGBA8888
00007ff807a57240 (__TEXT,__text) non-external _Convert_RGBA16Q12toRGB101010
00007ff807a572d0 (__TEXT,__text) non-external _Convert_RGBA16UtoRGB101010
00007ff807a4c460 (__TEXT,__text) non-external (was a private external) _Convert_RGBA16UtoRGB16U
00007ff807a56320 (__TEXT,__text) non-external _Convert_RGBA5551toRGBA8888
00007ff807a56e80 (__TEXT,__text) non-external _Convert_RGBA8888toRGB101010
00007ff80779f0c0 (__TEXT,__text) non-external _Convert_RGBA8888toRGB565
00007ff841feba48 (__DATA,__bss) non-external _Convert_RGBA8888toRGB565.vConvert_RGBA8888toRGB565_DitherOrdered
00007ff807a4c400 (__TEXT,__text) non-external (was a private external) _Convert_RGBA8888toRGB888
00007ff807a56860 (__TEXT,__text) non-external _Convert_RGBA8888toRGBA5551
00007ff841feba50 (__DATA,__bss) non-external _Convert_RGBA8888toRGBA5551.vConvert_RGBA8888toRGBA5551_DitherOrdered
00007ff807a574f0 (__TEXT,__text) non-external _Convert_RGBAFFFFtoRGB101010
00007ff807a4c4c0 (__TEXT,__text) non-external (was a private external) _Convert_RGBAFFFFtoRGBFFF
00007ff807a4c3d0 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoARGBFFFF
00007ff807a57580 (__TEXT,__text) non-external _Convert_RGBFFFtoRGB101010
00007ff807a4c3b0 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoRGBAFFFF
00007ff8078ce760 (__TEXT,__text) non-external _Convolve16F_GCDWork
00007ff807762c10 (__TEXT,__text) non-external (was a private external) _CopyImageTilingInfo
00007ff80787dd20 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGB8888
00007ff807871730 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGBFFFF
00007ff8078768e0 (__TEXT,__text) non-external (was a private external) _CopyInPlace_Planar8
00007ff80786cd60 (__TEXT,__text) non-external (was a private external) _CopyInPlace_PlanarF
00007ff807763630 (__TEXT,__text) non-external (was a private external) _Copy_Convert
00007ff807a5c710 (__TEXT,__text) non-external _CorrectWithinColorspace
00007ff8406bda20 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff8406bdae0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To444CrYpCb10_vtbl
