                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80d23473a (__TEXT,__text) external __cg_jcopy_block_row
00007ff80d23e73c (__TEXT,__text) external __cg_jpeg_simple_progression
00007ff80d23dd64 (__TEXT,__text) external __cg_jpeg_start_compress
00007ff80d24fd64 (__TEXT,__text) external __cg_jpeg_start_decompress
00007ff80d2500bd (__TEXT,__text) external __cg_jpeg_start_output
00007ff80d24bb0b (__TEXT,__text) external __cg_jpeg_std_error
00007ff84087c8b0 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
00007ff80d254071 (__TEXT,__text) external __cg_jpeg_stdio_dest
00007ff80d230b5d (__TEXT,__text) external __cg_jpeg_stdio_src
00007ff80d24ad84 (__TEXT,__text) external __cg_jpeg_suppress_tables
00007ff80d24e748 (__TEXT,__text) external __cg_jpeg_write_coefficients
00007ff80d24afab (__TEXT,__text) external __cg_jpeg_write_m_byte
00007ff80d24af4f (__TEXT,__text) external __cg_jpeg_write_m_header
00007ff80d24aec0 (__TEXT,__text) external __cg_jpeg_write_marker
00007ff80d23dea9 (__TEXT,__text) external __cg_jpeg_write_raw_data
00007ff80d23dde5 (__TEXT,__text) external __cg_jpeg_write_scanlines
00007ff80d24afbd (__TEXT,__text) external __cg_jpeg_write_tables
00007ff80d2346c7 (__TEXT,__text) external __cg_jround_up
00007ff80d233934 (__TEXT,__text) external __cg_switch_color_deconverter
00007ff80d254cc8 (__TEXT,__text) non-external _access_virt_barray
00007ff80d254b5c (__TEXT,__text) non-external _access_virt_sarray
00007ff80d254792 (__TEXT,__text) non-external _alloc_barray
00007ff80d253839 (__TEXT,__text) non-external _alloc_fs_workspace
00007ff80d2545e5 (__TEXT,__text) non-external _alloc_large
00007ff80d2546c7 (__TEXT,__text) non-external _alloc_sarray
00007ff80d25447c (__TEXT,__text) non-external _alloc_small
00007ff80d231f7b (__TEXT,__text) non-external _arith_decode
00007ff80d2307bf (__TEXT,__text) non-external _arith_encode
00007ff80d256850 (__TEXT,__const) non-external _base_dither_matrix
00007ff80d2567d0 (__TEXT,__const) non-external _bmask
00007ff80d2335ca (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff80d230b3e (__TEXT,__text) non-external _close_backing_store
00007ff80d22ae48 (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff80d253911 (__TEXT,__text) non-external _color_quantize
00007ff80d253898 (__TEXT,__text) non-external _color_quantize3
00007ff80d233b47 (__TEXT,__text) non-external _compress_data
00007ff80d233e48 (__TEXT,__text) non-external _compress_first_pass
00007ff80d2344cc (__TEXT,__text) non-external _compress_output
00007ff80d24ec01 (__TEXT,__text) non-external _compress_output
00007ff80d23ee55 (__TEXT,__text) non-external _consume_data
00007ff80d23592f (__TEXT,__text) non-external _consume_markers
00007ff80d2536f5 (__TEXT,__text) non-external _create_colorindex
00007ff80d231a2c (__TEXT,__text) non-external _decode_mcu
00007ff80d24dd16 (__TEXT,__text) non-external _decode_mcu
00007ff80d231552 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80d24cce3 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80d23183c (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80d24d038 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80d23131c (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80d24cad1 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80d23179d (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80d24cf3a (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80d24d8b7 (__TEXT,__text) non-external _decode_mcu_sub
00007ff80d23f064 (__TEXT,__text) non-external _decompress_data
00007ff80d23f231 (__TEXT,__text) non-external _decompress_onepass
00007ff80d23f512 (__TEXT,__text) non-external _decompress_smooth_data
00007ff80d2550a3 (__TEXT,__text) non-external _do_barray_io
00007ff80d254fb6 (__TEXT,__text) non-external _do_sarray_io
00007ff80d23f229 (__TEXT,__text) non-external _dummy_consume_data
00007ff80d252ecf (__TEXT,__text) non-external _dump_buffer_e
00007ff80d230964 (__TEXT,__text) non-external _emit_byte
00007ff80d24f96b (__TEXT,__text) non-external _emit_byte
00007ff80d24fc35 (__TEXT,__text) non-external _emit_dht
00007ff80d24f9ae (__TEXT,__text) non-external _emit_dqt
00007ff80d252887 (__TEXT,__text) non-external _emit_eobrun
00007ff80d24bba3 (__TEXT,__text) non-external _emit_message
00007ff80d23068b (__TEXT,__text) non-external _emit_restart
00007ff80d252f19 (__TEXT,__text) non-external _emit_restart_e
00007ff80d24fb07 (__TEXT,__text) non-external _emit_sof
00007ff80d2542bd (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff80d2540f2 (__TEXT,__text) non-external _empty_output_buffer
00007ff80d2301b5 (__TEXT,__text) non-external _encode_mcu
00007ff80d22fbdc (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80d250b36 (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80d22ff6b (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80d25117e (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80d22f9a2 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80d250830 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80d22fec2 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80d250fed (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80d25190a (__TEXT,__text) non-external _encode_mcu_gather
00007ff80d251b4c (__TEXT,__text) non-external _encode_mcu_huff
00007ff80d24bb82 (__TEXT,__text) non-external _error_exit
00007ff80d22f059 (__TEXT,__text) non-external _examine_app0
00007ff80d22f294 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff80d2569c0 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff80d23e9da (__TEXT,__text) non-external _fill_dc_scans
00007ff80d230bff (__TEXT,__text) non-external _fill_input_buffer
00007ff80d22c5e8 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff80d230d6b (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff80d255960 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff80d23638b (__TEXT,__text) non-external _finish_input_pass
00007ff80d24154f (__TEXT,__text) non-external _finish_output_pass
00007ff80d22f822 (__TEXT,__text) non-external _finish_pass
00007ff80d231316 (__TEXT,__text) non-external _finish_pass
00007ff80d22b9bb (__TEXT,__text) non-external _finish_pass1
00007ff80d22c1f3 (__TEXT,__text) non-external _finish_pass2
00007ff80d2536de (__TEXT,__text) non-external _finish_pass_1_quant
00007ff80d250493 (__TEXT,__text) non-external _finish_pass_gather
00007ff80d24caa5 (__TEXT,__text) non-external _finish_pass_huff
00007ff80d2505d1 (__TEXT,__text) non-external _finish_pass_huff
00007ff80d240970 (__TEXT,__text) non-external _finish_pass_master
00007ff80d2569b0 (__TEXT,__const) non-external _first_pool_slop
00007ff80d24bc5b (__TEXT,__text) non-external _format_message
00007ff80d232c92 (__TEXT,__text) non-external _forward_DCT
00007ff80d232d96 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80d254e38 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff80d24b468 (__TEXT,__text) non-external _fullsize_downsample
00007ff80d24b29d (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff80d241f8f (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff80d2320bb (__TEXT,__text) non-external _get_byte
00007ff80d22e6c2 (__TEXT,__text) non-external _get_interesting_appn
00007ff80d22ec4f (__TEXT,__text) non-external _get_sof
00007ff80d233470 (__TEXT,__text) non-external _gray_rgb_convert
00007ff80d22aa7e (__TEXT,__text) non-external _grayscale_convert
00007ff80d2332ee (__TEXT,__text) non-external _grayscale_convert
00007ff80d24b4f5 (__TEXT,__text) non-external _h2v1_downsample
00007ff80d24c27b (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff80d241f98 (__TEXT,__text) non-external _h2v1_upsample
00007ff80d24b8a4 (__TEXT,__text) non-external _h2v2_downsample
00007ff80d24c024 (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff80d24b5d6 (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff80d241ff3 (__TEXT,__text) non-external _h2v2_upsample
00007ff80d2540c2 (__TEXT,__text) non-external _init_destination
00007ff80d22b8a8 (__TEXT,__text) non-external _init_error_limit
00007ff80d2542b7 (__TEXT,__text) non-external _init_mem_destination
00007ff80d230d65 (__TEXT,__text) non-external _init_mem_source
00007ff80d230bee (__TEXT,__text) non-external _init_source
00007ff80d24b9ae (__TEXT,__text) non-external _int_downsample
00007ff80d242096 (__TEXT,__text) non-external _int_upsample
00007ff80d2346b5 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff80d230da8 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff80d22f552 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff80d255200 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff80d22a214 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff80d235521 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff80d23e072 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff80d244343 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff80d24849a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff80d24477f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff80d244d66 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff80d247e4c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff80d2452cd (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff80d245979 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff80d247a12 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff80d245ffb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff80d2466dd (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff80d246f7c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff80d243f1a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff80d24abbd (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff80d248e06 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff80d243e69 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff80d24aaad (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff80d243d3d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff80d24a8d9 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff80d248c93 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff80d243ad5 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff80d24a1c6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff80d249e3d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff80d2438c2 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff80d249a41 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff80d248aec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff80d24367e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff80d2494df (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff80d243342 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff80d248e8a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff80d248783 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff80d243f8d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff80d24e1d0 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff80d252bac (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff80d24e321 (__TEXT,__text) non-external _jpeg_huff_decode
00007ff80d23798f (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff80d23b93f (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff80d237e4e (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff80d238472 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff80d23b4f1 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff80d238a35 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff80d239120 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff80d23af79 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff80d2397f6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff80d239f69 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff80d23a7f7 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff80d23dd01 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff80d23c332 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff80d23dbbe (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff80d23731b (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff80d23d9c8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff80d23c1c3 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff80d23d624 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff80d23d28d (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff80d236f2d (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff80d23ce75 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff80d23bfc9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff80d236c8f (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff80d23c96c (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff80d2368e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff80d23c393 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff80d23bced (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff80d237550 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff80d2525c9 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff80d24d5c3 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff80d2541c6 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff80d230cd3 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff80d255fb0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff80d255f40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff80d255ec0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff80d255e10 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff80d255d40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff80d255c30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff80d22f3e6 (__TEXT,__text) non-external (was a private external) _jpeg_std_huff_table
00007ff80d255880 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_chrominance
00007ff80d2557b0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_luminance
00007ff80d255790 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_chrominance
00007ff80d255770 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_luminance
00007ff80d2558a0 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_chrominance
00007ff80d2557d0 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_luminance
00007ff80d2557a1 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_chrominance
00007ff80d255781 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_luminance
00007ff80d2566d0 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff80d256480 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff80d256490 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff80d2564c0 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff80d256500 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff80d256570 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff80d256600 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff80d24c251 (__TEXT,__text) non-external _merged_1v_upsample
00007ff80d24bf47 (__TEXT,__text) non-external _merged_2v_upsample
00007ff80d2536e4 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff80d22b894 (__TEXT,__text) non-external _new_color_map_2_quant
00007ff80d22cbd3 (__TEXT,__text) non-external _next_marker
00007ff80d241f82 (__TEXT,__text) non-external _noop_upsample
00007ff80d22addd (__TEXT,__text) non-external _null_convert
00007ff80d2338c6 (__TEXT,__text) non-external _null_convert
00007ff80d22aa78 (__TEXT,__text) non-external _null_method
00007ff80d24bbf7 (__TEXT,__text) non-external _output_message
00007ff80d24fe46 (__TEXT,__text) non-external _output_pass_setup
00007ff80d22bda3 (__TEXT,__text) non-external _pass2_fs_dither
00007ff80d22c103 (__TEXT,__text) non-external _pass2_no_dither
00007ff80d24093c (__TEXT,__text) non-external _pass_startup
00007ff80d240b7d (__TEXT,__text) non-external _per_scan_setup
00007ff80d24230e (__TEXT,__text) non-external _post_process_1pass
00007ff80d24247c (__TEXT,__text) non-external _post_process_2pass
00007ff80d242394 (__TEXT,__text) non-external _post_process_prepass
00007ff80d234b94 (__TEXT,__text) non-external _pre_process_context
00007ff80d234dce (__TEXT,__text) non-external _pre_process_data
00007ff80d2413d0 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff80d240780 (__TEXT,__text) non-external _prepare_for_pass
00007ff80d22b945 (__TEXT,__text) non-external _prescan_quantize
00007ff80d2418de (__TEXT,__text) non-external _process_data_context_main
00007ff80d241c67 (__TEXT,__text) non-external _process_data_crank_post
00007ff80d23484a (__TEXT,__text) non-external _process_data_simple_main
00007ff80d241bee (__TEXT,__text) non-external _process_data_simple_main
00007ff80d231e35 (__TEXT,__text) non-external _process_restart
00007ff80d24e143 (__TEXT,__text) non-external _process_restart
00007ff80d2539a5 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff80d253bce (__TEXT,__text) non-external _quantize_fs_dither
00007ff80d253ada (__TEXT,__text) non-external _quantize_ord_dither
00007ff80d230a58 (__TEXT,__text) non-external _read_backing_store
00007ff80d22ce0d (__TEXT,__text) non-external _read_markers
00007ff80d22e558 (__TEXT,__text) non-external _read_restart_marker
00007ff80d25497f (__TEXT,__text) non-external _realize_virt_arrays
00007ff80d2548ef (__TEXT,__text) non-external _request_virt_barray
00007ff80d25485f (__TEXT,__text) non-external _request_virt_sarray
00007ff80d24bd2d (__TEXT,__text) non-external _reset_error_mgr
00007ff80d2360c2 (__TEXT,__text) non-external _reset_input_controller
00007ff80d22cddd (__TEXT,__text) non-external _reset_marker_reader
00007ff80d2333a3 (__TEXT,__text) non-external _rgb1_gray_convert
00007ff80d233714 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff80d22ac09 (__TEXT,__text) non-external _rgb_convert
00007ff80d2336a6 (__TEXT,__text) non-external _rgb_convert
00007ff80d22ab8b (__TEXT,__text) non-external _rgb_gray_convert
00007ff80d23330c (__TEXT,__text) non-external _rgb_gray_convert
00007ff80d22ac74 (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff80d22acf5 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff80d22aaca (__TEXT,__text) non-external _rgb_ycc_start
00007ff80d22e913 (__TEXT,__text) non-external _save_marker
00007ff80d256950 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff80d2409d8 (__TEXT,__text) non-external _select_scan_parameters
00007ff80d254f73 (__TEXT,__text) non-external _self_destruct
00007ff80d24b206 (__TEXT,__text) non-external _sep_downsample
00007ff80d241e53 (__TEXT,__text) non-external _sep_upsample
00007ff80d230c83 (__TEXT,__text) non-external _skip_input_data
00007ff80d22e5e8 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff80d236109 (__TEXT,__text) non-external _start_input_pass
00007ff80d23ecd5 (__TEXT,__text) non-external _start_input_pass
00007ff80d23ed20 (__TEXT,__text) non-external _start_output_pass
00007ff80d22b05f (__TEXT,__text) non-external _start_pass
00007ff80d22f602 (__TEXT,__text) non-external _start_pass
00007ff80d230f10 (__TEXT,__text) non-external _start_pass
00007ff80d255620 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff80d2555a0 (__TEXT,__const) non-external _start_pass.aanscales
00007ff80d2534bd (__TEXT,__text) non-external _start_pass_1_quant
00007ff80d22b74f (__TEXT,__text) non-external _start_pass_2_quant
00007ff80d233a82 (__TEXT,__text) non-external _start_pass_coef
00007ff80d24eb8d (__TEXT,__text) non-external _start_pass_coef
00007ff80d2332e8 (__TEXT,__text) non-external _start_pass_dcolor
00007ff80d24b200 (__TEXT,__text) non-external _start_pass_downsample
00007ff80d24225b (__TEXT,__text) non-external _start_pass_dpost
00007ff80d2325d9 (__TEXT,__text) non-external _start_pass_fdctmgr
