00007ff800e049b0 (__TEXT,__text) external _APL_dgemm
00007ff800d44d7a (__TEXT,__text) external _ICAMAX_
00007ff800d44ea3 (__TEXT,__text) external _IDAMAX
00007ff800d44ea3 (__TEXT,__text) external _IDAMAX_
00007ff800d44ecf (__TEXT,__text) external _ISAMAX
00007ff800d44ecf (__TEXT,__text) external _ISAMAX_
00007ff800d45022 (__TEXT,__text) external _IZAMAX
00007ff800d45022 (__TEXT,__text) external _IZAMAX_
00007ff800d44eea (__TEXT,__text) external _SASUM
00007ff800d44eea (__TEXT,__text) external _SASUM_
00007ff800d44efd (__TEXT,__text) external _SAXPY
00007ff800d44efd (__TEXT,__text) external _SAXPY_
00007ff800d44d95 (__TEXT,__text) external _SCASUM
00007ff800d44d95 (__TEXT,__text) external _SCASUM_
00007ff800d44da8 (__TEXT,__text) external _SCNRM2
00007ff800d44da8 (__TEXT,__text) external _SCNRM2_
00007ff800d44f20 (__TEXT,__text) external _SCOPY
00007ff800d44f20 (__TEXT,__text) external _SCOPY_
00007ff800d44f34 (__TEXT,__text) external _SDOT
00007ff800d44f34 (__TEXT,__text) external _SDOT_
00007ff800d44f4a (__TEXT,__text) external _SDSDOT
00007ff800d44f4a (__TEXT,__text) external _SDSDOT_
00007ff800d41e34 (__TEXT,__text) external _SGBMV
00007ff800d41e34 (__TEXT,__text) external _SGBMV_
00007ff800d3fe1e (__TEXT,__text) external _SGEMM
00007ff800d3fe1e (__TEXT,__text) external _SGEMM_
00007ff800d41d8e (__TEXT,__text) external _SGEMV
00007ff800d41d8e (__TEXT,__text) external _SGEMV_
00007ff800d426b6 (__TEXT,__text) external _SGER
00007ff800d426b6 (__TEXT,__text) external _SGER_
00007ff800d44f6f (__TEXT,__text) external _SNRM2
00007ff800d44f6f (__TEXT,__text) external _SNRM2_
00007ff800d44f82 (__TEXT,__text) external _SROT
00007ff800d44fa3 (__TEXT,__text) external _SROTG
00007ff800d44fa3 (__TEXT,__text) external _SROTG_
00007ff800d44fb0 (__TEXT,__text) external _SROTM
00007ff800d44fc4 (__TEXT,__text) external _SROTMG
00007ff800d44fc4 (__TEXT,__text) external _SROTMG_
00007ff800d44fb0 (__TEXT,__text) external _SROTM_
00007ff800d44f82 (__TEXT,__text) external _SROT_
00007ff800d41f8b (__TEXT,__text) external _SSBMV
00007ff800d41f8b (__TEXT,__text) external _SSBMV_
00007ff800d44fd8 (__TEXT,__text) external _SSCAL
00007ff800d44fd8 (__TEXT,__text) external _SSCAL_
00007ff800d42020 (__TEXT,__text) external _SSPMV
00007ff800d42020 (__TEXT,__text) external _SSPMV_
00007ff800d427ec (__TEXT,__text) external _SSPR
00007ff800d42853 (__TEXT,__text) external _SSPR2
00007ff800d42853 (__TEXT,__text) external _SSPR2_
00007ff800d427ec (__TEXT,__text) external _SSPR_
00007ff800d44ff2 (__TEXT,__text) external _SSWAP
00007ff800d44ff2 (__TEXT,__text) external _SSWAP_
00007ff800d3ff2e (__TEXT,__text) external _SSYMM
00007ff800d3ff2e (__TEXT,__text) external _SSYMM_
00007ff800d41f01 (__TEXT,__text) external _SSYMV
00007ff800d41f01 (__TEXT,__text) external _SSYMV_
00007ff800d426fb (__TEXT,__text) external _SSYR
00007ff800d4276b (__TEXT,__text) external _SSYR2
00007ff800d4037d (__TEXT,__text) external _SSYR2K
00007ff800d4037d (__TEXT,__text) external _SSYR2K_
00007ff800d4276b (__TEXT,__text) external _SSYR2_
00007ff800d402a0 (__TEXT,__text) external _SSYRK
00007ff800d402a0 (__TEXT,__text) external _SSYRK_
00007ff800d426fb (__TEXT,__text) external _SSYR_
00007ff800d421a9 (__TEXT,__text) external _STBMV
00007ff800d421a9 (__TEXT,__text) external _STBMV_
00007ff800d424b4 (__TEXT,__text) external _STBSV
00007ff800d424b4 (__TEXT,__text) external _STBSV_
00007ff800d422b5 (__TEXT,__text) external _STPMV
00007ff800d422b5 (__TEXT,__text) external _STPMV_
00007ff800d425c0 (__TEXT,__text) external _STPSV
00007ff800d425c0 (__TEXT,__text) external _STPSV_
00007ff800d40004 (__TEXT,__text) external _STRMM
00007ff800d40004 (__TEXT,__text) external _STRMM_
00007ff800d420a0 (__TEXT,__text) external _STRMV
00007ff800d420a0 (__TEXT,__text) external _STRMV_
00007ff800d40152 (__TEXT,__text) external _STRSM
00007ff800d40152 (__TEXT,__text) external _STRSM_
00007ff800d423ab (__TEXT,__text) external _STRSV
00007ff800d423ab (__TEXT,__text) external _STRSV_
00007ff800d76027 (__TEXT,__text) external _SetBLASComputeDevice
00007ff800f10275 (__TEXT,__text) external _SetBLASParamErrorProc
00007ff800eae7e1 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff800ec0516 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff800f06161 (__TEXT,__text) external _XERBLA
00007ff800f06161 (__TEXT,__text) external _XERBLA_
00007ff800d4503d (__TEXT,__text) external _ZAXPY
00007ff800d4503d (__TEXT,__text) external _ZAXPY_
00007ff800d45051 (__TEXT,__text) external _ZCOPY
00007ff800d45051 (__TEXT,__text) external _ZCOPY_
00007ff800d45065 (__TEXT,__text) external _ZDOTC
00007ff800d45065 (__TEXT,__text) external _ZDOTC_
00007ff800d45087 (__TEXT,__text) external _ZDOTU
00007ff800d45087 (__TEXT,__text) external _ZDOTU_
00007ff800d450c7 (__TEXT,__text) external _ZDROT
00007ff800d450c7 (__TEXT,__text) external _ZDROT_
00007ff800d450e8 (__TEXT,__text) external _ZDSCAL
00007ff800d450e8 (__TEXT,__text) external _ZDSCAL_
00007ff800d44113 (__TEXT,__text) external _ZGBMV
00007ff800d44113 (__TEXT,__text) external _ZGBMV_
00007ff800d4141f (__TEXT,__text) external _ZGEMM
00007ff800d4141f (__TEXT,__text) external _ZGEMM_
00007ff800d44051 (__TEXT,__text) external _ZGEMV
00007ff800d44051 (__TEXT,__text) external _ZGEMV_
00007ff800d44a30 (__TEXT,__text) external _ZGERC
00007ff800d44a30 (__TEXT,__text) external _ZGERC_
00007ff800d44a77 (__TEXT,__text) external _ZGERU
00007ff800d44a77 (__TEXT,__text) external _ZGERU_
00007ff800d44281 (__TEXT,__text) external _ZHBMV
00007ff800d44281 (__TEXT,__text) external _ZHBMV_
00007ff800d41544 (__TEXT,__text) external _ZHEMM
00007ff800d41544 (__TEXT,__text) external _ZHEMM_
00007ff800d441ee (__TEXT,__text) external _ZHEMV
00007ff800d441ee (__TEXT,__text) external _ZHEMV_
00007ff800d44abe (__TEXT,__text) external _ZHER
00007ff800d44b2e (__TEXT,__text) external _ZHER2
00007ff800d41b89 (__TEXT,__text) external _ZHER2K
00007ff800d41b89 (__TEXT,__text) external _ZHER2K_
00007ff800d44b2e (__TEXT,__text) external _ZHER2_
00007ff800d419a2 (__TEXT,__text) external _ZHERK
00007ff800d419a2 (__TEXT,__text) external _ZHERK_
00007ff800d44abe (__TEXT,__text) external _ZHER_
00007ff800d44318 (__TEXT,__text) external _ZHPMV
00007ff800d44318 (__TEXT,__text) external _ZHPMV_
00007ff800d44bba (__TEXT,__text) external _ZHPR
00007ff800d44c21 (__TEXT,__text) external _ZHPR2
00007ff800d44c21 (__TEXT,__text) external _ZHPR2_
00007ff800d44bba (__TEXT,__text) external _ZHPR_
00007ff800d450a9 (__TEXT,__text) external _ZROTG
00007ff800d450a9 (__TEXT,__text) external _ZROTG_
00007ff800d450b6 (__TEXT,__text) external _ZSCAL
00007ff800d450b6 (__TEXT,__text) external _ZSCAL_
00007ff800d45102 (__TEXT,__text) external _ZSWAP
00007ff800d45102 (__TEXT,__text) external _ZSWAP_
00007ff800d41618 (__TEXT,__text) external _ZSYMM
00007ff800d41618 (__TEXT,__text) external _ZSYMM_
00007ff800d41c8c (__TEXT,__text) external _ZSYR2K
00007ff800d41c8c (__TEXT,__text) external _ZSYR2K_
00007ff800d41a98 (__TEXT,__text) external _ZSYRK
00007ff800d41a98 (__TEXT,__text) external _ZSYRK_
00007ff800d444b7 (__TEXT,__text) external _ZTBMV
00007ff800d444b7 (__TEXT,__text) external _ZTBMV_
00007ff800d44803 (__TEXT,__text) external _ZTBSV
00007ff800d44803 (__TEXT,__text) external _ZTBSV_
00007ff800d445d8 (__TEXT,__text) external _ZTPMV
00007ff800d445d8 (__TEXT,__text) external _ZTPMV_
00007ff800d44924 (__TEXT,__text) external _ZTPSV
00007ff800d44924 (__TEXT,__text) external _ZTPSV_
00007ff800d416ec (__TEXT,__text) external _ZTRMM
00007ff800d416ec (__TEXT,__text) external _ZTRMM_
00007ff800d44398 (__TEXT,__text) external _ZTRMV
00007ff800d44398 (__TEXT,__text) external _ZTRMV_
00007ff800d41847 (__TEXT,__text) external _ZTRSM
00007ff800d41847 (__TEXT,__text) external _ZTRSM_
00007ff800d446e4 (__TEXT,__text) external _ZTRSV
00007ff800d446e4 (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff800efcfb0 (__TEXT,__text) external _appleblas_dgeadd
00007ff800e9e510 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff800eafed0 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff800eff4c4 (__TEXT,__text) external _appleblas_sgeadd
00007ff800e9e867 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff800eb0224 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff800ec0656 (__TEXT,__text) external _catlas_caxpby
00007ff800d5ad1d (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff800e882bc (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff800eef2c8 (__TEXT,__text) external _catlas_cset
00007ff800e619f1 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff800e9a89c (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff800ee2b21 (__TEXT,__text) external _catlas_daxpby
00007ff800e07c13 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff800e92b35 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff800ee2c2e (__TEXT,__text) external _catlas_dset
00007ff800e07d54 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff800e92c52 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff800ec2383 (__TEXT,__text) external _catlas_saxpby
00007ff800d656c8 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff800e8940c (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff800ec24a9 (__TEXT,__text) external _catlas_sset
00007ff800d65809 (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff800e89529 (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff800ee46f4 (__TEXT,__text) external _catlas_zaxpby
00007ff800e15588 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff800e96298 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff800ecbdbc (__TEXT,__text) external _catlas_zset
00007ff800da0300 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff800e8e3a2 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff800e465c7 (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff800e99409 (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff800d44ca1 (__TEXT,__text) external _caxpy
00007ff800e46559 (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff800e99391 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff800d44ca1 (__TEXT,__text) external _caxpy_
00007ff800ee437c (__TEXT,__text) external _cblas_caxpy
00007ff800e15210 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff800e95f26 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff800ec45f5 (__TEXT,__text) external _cblas_ccopy
00007ff800d75e92 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff800e89cb2 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff800ed0779 (__TEXT,__text) external _cblas_cdotc_sub
00007ff800da939a (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff800e8eb82 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff800ed57a3 (__TEXT,__text) external _cblas_cdotu_sub
00007ff800dc573c (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff800e8f233 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff800efb1fb (__TEXT,__text) external _cblas_cgbmv
00007ff800e9cf98 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff800eae921 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff800ed8159 (__TEXT,__text) external _cblas_cgemm
00007ff800ddfbc1 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff800e8faf8 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff800efc200 (__TEXT,__text) external _cblas_cgemv
00007ff800e9d760 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff800eaf0c0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff800eed677 (__TEXT,__text) external _cblas_cgerc
00007ff800e41063 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff800e986f4 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff800eda115 (__TEXT,__text) external _cblas_cgeru
00007ff800df3f30 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff800e90f14 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff800f0042d (__TEXT,__text) external _cblas_chbmv
00007ff800e9f725 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff800eb10df (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff800ee6731 (__TEXT,__text) external _cblas_chemm
00007ff800e17382 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff800e965fc (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff800f00dcd (__TEXT,__text) external _cblas_chemv
00007ff800e9feeb (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff800eb18c2 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff800eebfe4 (__TEXT,__text) external _cblas_cher
00007ff800e38e6f (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff800e976f5 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff800f01b4a (__TEXT,__text) external _cblas_cher2
00007ff800ea0c68 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff800eb26f2 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff800eeefac (__TEXT,__text) external _cblas_cher2k
00007ff800e616d5 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff800e9a575 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff800ee127e (__TEXT,__text) external _cblas_cherk
00007ff800dfd553 (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff800e91e18 (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff800f024ae (__TEXT,__text) external _cblas_chpmv
00007ff800ea15cc (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff800eb305c (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff800f03533 (__TEXT,__text) external _cblas_chpr
00007ff800ea2651 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff800eb4117 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff800f02bc5 (__TEXT,__text) external _cblas_chpr2
00007ff800ea1ce3 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff800eb3783 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff800f079e2 (__TEXT,__text) external _cblas_crotg
00007ff800ea677d (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff800eb830e (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff800eecaca (__TEXT,__text) external _cblas_cscal
00007ff800e400e6 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff800e981d7 (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff800eebcae (__TEXT,__text) external _cblas_csrot
00007ff800e2ae96 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff800e97493 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff800ecbd14 (__TEXT,__text) external _cblas_csscal
00007ff800d9f540 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff800e8e2f6 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff800ed0cbf (__TEXT,__text) external _cblas_cswap
00007ff800daa574 (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff800e8eeae (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff800ee3981 (__TEXT,__text) external _cblas_csymm
00007ff800e0f649 (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff800e956df (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff800ee340f (__TEXT,__text) external _cblas_csyr2k
00007ff800e0de10 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff800e95168 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff800ec4a7d (__TEXT,__text) external _cblas_csyrk
00007ff800d81dc7 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff800e89f35 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff800f03916 (__TEXT,__text) external _cblas_ctbmv
00007ff800ea2a34 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff800eb44fe (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff800f0425a (__TEXT,__text) external _cblas_ctbsv
00007ff800ea3378 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
