
/System/iOSSupport/System/Library/PrivateFrameworks/VoiceMemos.framework/Support/voicememod (for architecture x86_64):
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCStoreServer (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSXPCStoreServerRequestHandlingPolicy (from CoreData)
                 (undefined) external _OBJC_CLASS_$_RCAssetWriter (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCBlockScheduler (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCaptureFormat (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCloudRecording (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCloudSyncAccessManager (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCComposition (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCMutableCompositionFragment (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCPersistentContainer (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCQueryManager (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCRegulatoryLogger (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSSavedRecordingAccessToken (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSSavedRecordingServiceConnection (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSavedRecording (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSavedRecordingsModel (from VoiceMemos)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSXPCStoreServer (from CoreData)
                 (undefined) external _OBJC_METACLASS_$_NSXPCStoreServerRequestHandlingPolicy (from CoreData)
                 (undefined) external _OBJC_METACLASS_$_RCAssetWriter (from VoiceMemos)
                 (undefined) external _OBJC_METACLASS_$_RCPersistentContainer (from VoiceMemos)
                 (undefined) external _OSLogForCategory (from VoiceMemos)
                 (undefined) external _RCApplicationSupportDirectory (from VoiceMemos)
                 (undefined) external _RCCloudConfiguration (from VoiceMemos)
                 (undefined) external _RCCloudRecording_AudioFuture (from VoiceMemos)
                 (undefined) external _RCCloudRecording_CustomLabel (from VoiceMemos)
                 (undefined) external _RCCloudRecording_Duration (from VoiceMemos)
                 (undefined) external _RCCloudRecording_EncryptedTitle (from VoiceMemos)
                 (undefined) external _RCCloudRecording_EntityName (from VoiceMemos)
                 (undefined) external _RCCloudRecording_FileName (from VoiceMemos)
                 (undefined) external _RCCloudRecording_Flags (from VoiceMemos)
                 (undefined) external _RCCloudRecording_LocalTitle (from VoiceMemos)
                 (undefined) external _RCCloudRecording_UniqueID (from VoiceMemos)
                 (undefined) external _RCCloudRecordingsDatabaseFileName (from VoiceMemos)
                 (undefined) external _RCCloudRecordingsStoreURL (from VoiceMemos)
                 (undefined) external _RCComputeFileDigest (from VoiceMemos)
                 (undefined) external _RCDeviceUnlockedSinceBoot (from VoiceMemos)
                 (undefined) external _RCIsInternalInstall (from VoiceMemos)
                 (undefined) external _RCLegacyRecordingsDatabaseFileName (from VoiceMemos)
                 (undefined) external _RCLegacyRecordingsDirectoryURL (from VoiceMemos)
                 (undefined) external _RCLocalConfiguration (from VoiceMemos)
                 (undefined) external _RCLocalizedRecordingDateWithOptions (from VoiceMemos)
                 (undefined) external _RCMigrationReadyNotificationName (from VoiceMemos)
                 (undefined) external _RCMigration_EntityName (from VoiceMemos)
                 (undefined) external _RCRecordingFolder_EntityName (from VoiceMemos)
                 (undefined) external _RCRecordingsDirectoryURL (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_FileFormat (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_Metadata (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_ProcessingFormat (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_Settings (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceAudioFileMetadataKey_Composition (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceAudioFileMetadataKey_OutputFragment (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusDisabled (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusEnabled (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusUnknown (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceErrorDomain (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyEncryptedAccountStatus (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyEncryptedFieldsStatus (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyFirstImportIsComplete (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceMachServiceName (from VoiceMemos)
                 (undefined) external _RCSavedRecordingServiceDidChangeCompositionAVURLsBeingExportedDistributedNotification (from VoiceMemos)
                 (undefined) external _RCSavedRecordingServiceDidChangeCompositionAVURLsBeingModifiedDistributedNotification (from VoiceMemos)
                 (undefined) external _RCSavedRecordingsCloudKitContainerIdentifier (from VoiceMemos)
                 (undefined) external _RCSearchableItemForRecording (from VoiceMemos)
                 (undefined) external _RCStockRecordingsURL (from VoiceMemos)
                 (undefined) external _RCSupportDirectoryForDatabase (from VoiceMemos)
                 (undefined) external _RCTimeRangeMake (from VoiceMemos)
                 (undefined) external _RCVoiceMemosBundleID (from VoiceMemos)
                 (undefined) external _RCVoiceMemosErrorDomain (from VoiceMemos)
                 (undefined) external _RCVoxInitiatedMigrationNotificationName (from VoiceMemos)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __LSVersionNumberCompare (from CoreServices)
                 (undefined) external __LSVersionNumberMakeWithString (from CoreServices)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_source_type_signal (from libSystem)
0000000100000000 (__TEXT,__text) [referenced dynamically] external __mh_execute_header
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __set_user_dir_suffix (from libSystem)
                 (undefined) external _container_copy_object (from libSystem)
                 (undefined) external _container_copy_sandbox_token (from libSystem)
                 (undefined) external _container_error_copy_unlocalized_description (from libSystem)
                 (undefined) external _container_free_object (from libSystem)
                 (undefined) external _container_get_path (from libSystem)
                 (undefined) external _container_query_create (from libSystem)
                 (undefined) external _container_query_free (from libSystem)
                 (undefined) external _container_query_get_last_error (from libSystem)
                 (undefined) external _container_query_get_single_result (from libSystem)
                 (undefined) external _container_query_operation_set_flags (from libSystem)
                 (undefined) external _container_query_set_class (from libSystem)
                 (undefined) external _container_query_set_identifiers (from libSystem)
                 (undefined) external _container_query_set_persona_unique_string (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _kCloudStoreXPCServiceName (from VoiceMemos)
                 (undefined) external _kVMLogCategoryDefault (from VoiceMemos)
                 (undefined) external _kVMLogCategoryOrphan (from VoiceMemos)
                 (undefined) external _kVMLogCategoryService (from VoiceMemos)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _notify_set_state (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setAssociatedObject (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _sandbox_extension_consume (from libSystem)
                 (undefined) external _sandbox_extension_release (from libSystem)
                 (undefined) external _sandbox_init_with_parameters (from libSystem)
                 (undefined) external _signal (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_transaction_exit_clean (from libSystem)

/System/iOSSupport/System/Library/PrivateFrameworks/VoiceMemos.framework/Support/voicememod (for architecture arm64e):
                 (undefined) external _CKAccountChangedNotification (from CloudKit)
                 (undefined) external _CKErrorDomain (from CloudKit)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _CPSharedResourcesDirectory (from AppSupport)
                 (undefined) external _FigConsolidateMovieFragments (from MediaToolbox)
                 (undefined) external _FigMovieUsesFragments (from MediaToolbox)
                 (undefined) external _NSCloudKitMirroringDelegateDidResetSyncNotificationName (from CoreData)
                 (undefined) external _NSCloudKitMirroringDelegateResetSyncReasonKey (from CoreData)
                 (undefined) external _NSCloudKitMirroringDelegateWillResetSyncNotificationName (from CoreData)
                 (undefined) external _NSCocoaErrorDomain (from Foundation)
                 (undefined) external _NSDebugDescriptionErrorKey (from Foundation)
                 (undefined) external _NSFileProtectionCompleteUnlessOpen (from Foundation)
                 (undefined) external _NSGenericException (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedFailureReasonErrorKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSPersistentCloudKitContainerEventChangedNotification (from CoreData)
                 (undefined) external _NSPersistentCloudKitContainerEventUserInfoKey (from CoreData)
                 (undefined) external _NSPersistentHistoryTokenKey (from CoreData)
                 (undefined) external _NSPersistentHistoryTrackingKey (from CoreData)
                 (undefined) external _NSPersistentStoreMirroringDelegateOptionKey (from CoreData)
                 (undefined) external _NSPersistentStoreMirroringOptionsKey (from CoreData)
                 (undefined) external _NSPersistentStoreRemoteChangeNotification (from CoreData)
                 (undefined) external _NSPersistentStoreRemoteChangeNotificationOptionKey (from CoreData)
                 (undefined) external _NSSQLiteErrorDomain (from CoreData)
                 (undefined) external _NSSQLiteStoreType (from CoreData)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLContentModificationDateKey (from CoreFoundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLFileProtectionKey (from CoreFoundation)
                 (undefined) external _NSURLFileSizeKey (from CoreFoundation)
                 (undefined) external _NSURLIsExcludedFromBackupKey (from CoreFoundation)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
                 (undefined) external _NSXPCStoreDaemonizeKey (from CoreData)
                 (undefined) external _NSXPCStorePostUpdateNotificationsKey (from CoreData)
                 (undefined) external _NSXPCStoreServiceNameKey (from CoreData)
                 (undefined) external _OBJC_CLASS_$_AVAsset (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVURLAsset (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_CKContainer (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKContainerOptions (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKDatabaseSubscription (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKNotificationListener (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKQuery (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKQueryOperation (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CKRecordZone (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_CSSearchableIndex (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCloudKitMirroringDelegate (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSCloudKitMirroringDelegateOptions (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSCloudKitMirroringExportProgressResult (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSCloudKitMirroringFetchRecordsResult (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCountedSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSEntityDescription (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFetchRequest (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSFetchedResultsController (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSManagedObjectContext (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSManagedObjectModel (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSMappingModel (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSMigrationManager (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOperationQueue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPersistentCloudKitContainerEvent (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPersistentHistoryToken (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPersistentStore (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPersistentStoreCoordinator (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSQueryGenerationToken (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCStoreServer (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSXPCStoreServerRequestHandlingPolicy (from CoreData)
                 (undefined) external _OBJC_CLASS_$_RCAssetWriter (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCBlockScheduler (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCaptureFormat (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCloudRecording (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCCloudSyncAccessManager (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCComposition (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCMutableCompositionFragment (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCPersistentContainer (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCQueryManager (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCRegulatoryLogger (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSSavedRecordingAccessToken (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSSavedRecordingServiceConnection (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSavedRecording (from VoiceMemos)
                 (undefined) external _OBJC_CLASS_$_RCSavedRecordingsModel (from VoiceMemos)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSXPCStoreServer (from CoreData)
                 (undefined) external _OBJC_METACLASS_$_NSXPCStoreServerRequestHandlingPolicy (from CoreData)
                 (undefined) external _OBJC_METACLASS_$_RCAssetWriter (from VoiceMemos)
                 (undefined) external _OBJC_METACLASS_$_RCPersistentContainer (from VoiceMemos)
                 (undefined) external _OSLogForCategory (from VoiceMemos)
                 (undefined) external _RCApplicationSupportDirectory (from VoiceMemos)
                 (undefined) external _RCCloudConfiguration (from VoiceMemos)
                 (undefined) external _RCCloudRecording_AudioFuture (from VoiceMemos)
                 (undefined) external _RCCloudRecording_CustomLabel (from VoiceMemos)
                 (undefined) external _RCCloudRecording_Duration (from VoiceMemos)
