                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
0000000190d04b94 (__TEXT,__text) external __cg_jcopy_block_row
0000000190d18710 (__TEXT,__text) non-external _int_downsample
0000000190d11528 (__TEXT,__text) non-external _int_upsample
0000000190d04b14 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
0000000190d013ac (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
0000000190cff87c (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
0000000190d220c0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
0000000190cfa670 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
0000000190d05b28 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
0000000190d0d490 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
0000000190d12fb0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
0000000190d15c50 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
0000000190d13368 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
0000000190d13840 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
0000000190d15970 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
0000000190d13c80 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
0000000190d141f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
0000000190d155dc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
0000000190d146c8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
0000000190d14bf8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
0000000190d151d8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
0000000190d12c2c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
0000000190d17824 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
0000000190d163f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
0000000190d12bac (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
0000000190d17740 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
0000000190d12ab0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
0000000190d175cc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
0000000190d162ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
0000000190d128ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
0000000190d17394 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
0000000190d17084 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
0000000190d12748 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
0000000190d16d14 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
0000000190d16188 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
0000000190d12574 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
0000000190d168f0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
0000000190d12290 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
0000000190d16448 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
0000000190d15ecc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
0000000190d12c68 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
0000000190d1af54 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
0000000190d1f4d8 (__TEXT,__text) non-external _jpeg_gen_optimal_table
0000000190d1b098 (__TEXT,__text) non-external _jpeg_huff_decode
0000000190d07d1c (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
0000000190d0aea8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
0000000190d08124 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
0000000190d0860c (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
0000000190d0ab38 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
0000000190d08aac (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
0000000190d09040 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
0000000190d0a6e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
0000000190d09570 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
0000000190d09b14 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
0000000190d0a164 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
0000000190d0ce68 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
0000000190d0b780 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
0000000190d0cd18 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
0000000190d07720 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
0000000190d0cb24 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
0000000190d0b62c (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
0000000190d0c7d0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
0000000190d0c4a4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
0000000190d07348 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
0000000190d0c118 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
0000000190d0b450 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
0000000190d070ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
0000000190d0bcd0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
0000000190d06d80 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
0000000190d0b7d0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
0000000190d0b1b4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
0000000190d07958 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
0000000190d1efa4 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
0000000190d1a2e0 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
0000000190d20d08 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
0000000190d01290 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
0000000190d22d9c (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
0000000190d22d38 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
0000000190d22cb8 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
0000000190d22c14 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
0000000190d22b44 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
0000000190d22a40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
0000000190d2334c (__TEXT,__const) non-external _jpeg_zigzag_order
0000000190d23120 (__TEXT,__const) non-external _jpeg_zigzag_order2
0000000190d23130 (__TEXT,__const) non-external _jpeg_zigzag_order3
0000000190d23154 (__TEXT,__const) non-external _jpeg_zigzag_order4
0000000190d23194 (__TEXT,__const) non-external _jpeg_zigzag_order5
0000000190d231f8 (__TEXT,__const) non-external _jpeg_zigzag_order6
0000000190d23288 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
0000000190d19038 (__TEXT,__text) non-external _merged_1v_upsample
0000000190d18d58 (__TEXT,__text) non-external _merged_2v_upsample
                 (undefined) external _mktemp (from libSystem)
0000000190d202b8 (__TEXT,__text) non-external _new_color_map_1_quant
0000000190cfbf54 (__TEXT,__text) non-external _new_color_map_2_quant
0000000190cfd158 (__TEXT,__text) non-external _next_marker
0000000190d11408 (__TEXT,__text) non-external _noop_upsample
0000000190cfb384 (__TEXT,__text) non-external _null_convert
0000000190d03ee4 (__TEXT,__text) non-external _null_convert
0000000190cfb034 (__TEXT,__text) non-external _null_method
0000000190d1897c (__TEXT,__text) non-external _output_message
0000000190d1cb5c (__TEXT,__text) non-external _output_pass_setup
0000000190cfc440 (__TEXT,__text) non-external _pass2_fs_dither
0000000190cfc738 (__TEXT,__text) non-external _pass2_no_dither
0000000190d0fba0 (__TEXT,__text) non-external _pass_startup
0000000190d0fdd8 (__TEXT,__text) non-external _per_scan_setup
0000000190d117ec (__TEXT,__text) non-external _post_process_1pass
0000000190d11984 (__TEXT,__text) non-external _post_process_2pass
0000000190d11884 (__TEXT,__text) non-external _post_process_prepass
0000000190d05064 (__TEXT,__text) non-external _pre_process_context
0000000190d052d4 (__TEXT,__text) non-external _pre_process_data
0000000190d10750 (__TEXT,__text) non-external _prepare_for_output_pass
0000000190d0f9a8 (__TEXT,__text) non-external _prepare_for_pass
0000000190cfc01c (__TEXT,__text) non-external _prescan_quantize
0000000190d10cc0 (__TEXT,__text) non-external _process_data_context_main
0000000190d1107c (__TEXT,__text) non-external _process_data_crank_post
0000000190d04ce0 (__TEXT,__text) non-external _process_data_simple_main
0000000190d10fc4 (__TEXT,__text) non-external _process_data_simple_main
0000000190d02360 (__TEXT,__text) non-external _process_restart
0000000190d1aebc (__TEXT,__text) non-external _process_restart
0000000190d20584 (__TEXT,__text) non-external _quantize3_ord_dither
0000000190d20754 (__TEXT,__text) non-external _quantize_fs_dither
0000000190d20654 (__TEXT,__text) non-external _quantize_ord_dither
0000000190d00f2c (__TEXT,__text) non-external _read_backing_store
0000000190cfd354 (__TEXT,__text) non-external _read_markers
0000000190cfe81c (__TEXT,__text) non-external _read_restart_marker
0000000190d21620 (__TEXT,__text) non-external _realize_virt_arrays
0000000190d21578 (__TEXT,__text) non-external _request_virt_barray
0000000190d214d0 (__TEXT,__text) non-external _request_virt_sarray
0000000190d18af0 (__TEXT,__text) non-external _reset_error_mgr
0000000190d065ac (__TEXT,__text) non-external _reset_input_controller
0000000190cfd334 (__TEXT,__text) non-external _reset_marker_reader
0000000190d03a88 (__TEXT,__text) non-external _rgb1_gray_convert
0000000190d03da4 (__TEXT,__text) non-external _rgb1_rgb_convert
0000000190cfb1d4 (__TEXT,__text) non-external _rgb_convert
0000000190d03d38 (__TEXT,__text) non-external _rgb_convert
0000000190cfb154 (__TEXT,__text) non-external _rgb_gray_convert
0000000190d03a04 (__TEXT,__text) non-external _rgb_gray_convert
0000000190cfb240 (__TEXT,__text) non-external _rgb_rgb1_convert
0000000190cfb2bc (__TEXT,__text) non-external _rgb_ycc_convert
0000000190cfb08c (__TEXT,__text) non-external _rgb_ycc_start
0000000190cfec44 (__TEXT,__text) non-external _save_marker
0000000190d2358c (__TEXT,__const) non-external _select_ncolors.RGB_order
0000000190d0fc80 (__TEXT,__text) non-external _select_scan_parameters
0000000190d21d18 (__TEXT,__text) non-external _self_destruct
0000000190d17f8c (__TEXT,__text) non-external _sep_downsample
0000000190d112c0 (__TEXT,__text) non-external _sep_upsample
0000000190d01218 (__TEXT,__text) non-external _skip_input_data
0000000190cfe8c0 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
0000000190d041b4 (__TEXT,__text) non-external _start_iMCU_row
0000000190d041b4 (__TEXT,__text) non-external _start_iMCU_row
0000000190d0e918 (__TEXT,__text) non-external _start_iMCU_row
0000000190d0660c (__TEXT,__text) non-external _start_input_pass
0000000190d0e158 (__TEXT,__text) non-external _start_input_pass
0000000190d0e160 (__TEXT,__text) non-external _start_output_pass
0000000190cfb5cc (__TEXT,__text) non-external _start_pass
0000000190cff914 (__TEXT,__text) non-external _start_pass
0000000190d0149c (__TEXT,__text) non-external _start_pass
0000000190d22500 (__TEXT,__const) non-external _start_pass.aanscalefactor
0000000190d22480 (__TEXT,__const) non-external _start_pass.aanscales
0000000190d20064 (__TEXT,__text) non-external _start_pass_1_quant
0000000190cfbde4 (__TEXT,__text) non-external _start_pass_2_quant
0000000190d040a4 (__TEXT,__text) non-external _start_pass_coef
0000000190d1b82c (__TEXT,__text) non-external _start_pass_coef
0000000190d039e4 (__TEXT,__text) non-external _start_pass_dcolor
0000000190d17f88 (__TEXT,__text) non-external _start_pass_downsample
0000000190d116f0 (__TEXT,__text) non-external _start_pass_dpost
0000000190d02aec (__TEXT,__text) non-external _start_pass_fdctmgr
0000000190d22880 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
0000000190d22800 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
0000000190d1cff8 (__TEXT,__text) non-external _start_pass_huff
0000000190d1928c (__TEXT,__text) non-external _start_pass_huff_decoder
