00000001d7209858 (__DATA,__common) external _BC
00000001a4520994 (__TEXT,__text) external __nc_get_screensize
00000001a45255e0 (__TEXT,__text) external __nc_get_source
00000001a45253d8 (__TEXT,__text) external __nc_get_table
00000001a4526d84 (__TEXT,__text) external __nc_get_token
00000001a4537080 (__TEXT,__text) external __nc_get_tty_mode
00000001a4525658 (__TEXT,__text) external __nc_get_type
00000001a4520b74 (__TEXT,__text) external __nc_getenv_num
00000001d7208e70 (__DATA,__data) external __nc_globals
00000001a4534b6c (__TEXT,__text) external __nc_handle_sigwinch
00000001a452f3e0 (__TEXT,__text) external __nc_has_mouse
00000001a45283d0 (__TEXT,__text) external __nc_hash_map
00000001d72094e8 (__DATA,__common) external __nc_head
00000001a451fe3c (__TEXT,__text) external __nc_home_terminfo
00000001a4524bd0 (__TEXT,__text) external __nc_infotocap
00000001a45293e4 (__TEXT,__text) external __nc_init_acs
00000001a45229c0 (__TEXT,__text) external __nc_init_entry
00000001a4529054 (__TEXT,__text) external __nc_init_keytry
00000001a4538434 (__TEXT,__text) external __nc_init_wacs
00000001a452e6e4 (__TEXT,__text) external __nc_insert_ch
00000001a4522814 (__TEXT,__text) external __nc_is_abs_path
00000001a45253a4 (__TEXT,__text) external __nc_is_charable
00000001a451feb8 (__TEXT,__text) external __nc_is_dir_path
00000001a4522828 (__TEXT,__text) external __nc_is_file_path
00000001a4527e3c (__TEXT,__text) external __nc_keep_tic_dir
00000001a4540cf0 (__TEXT,__text) external __nc_keyname
00000001a4531c64 (__TEXT,__text) external __nc_keypad
00000001a45208a4 (__TEXT,__text) external __nc_last_db
00000001a4528154 (__TEXT,__text) external __nc_leaks_tinfo
00000001a4534c74 (__TEXT,__text) external __nc_locale_breaks_acs
00000001a4528d20 (__TEXT,__text) external __nc_make_oldhash
00000001a45317bc (__TEXT,__text) external __nc_makenew
00000001a4522f18 (__TEXT,__text) external __nc_merge_entry
00000001a452fb4c (__TEXT,__text) external __nc_msec_cost
00000001a452fd74 (__TEXT,__text) external __nc_mvcur_init
00000001a452fcc0 (__TEXT,__text) external __nc_mvcur_resume
00000001a453030c (__TEXT,__text) external __nc_mvcur_wrap
00000001a4538b5c (__TEXT,__text) external __nc_name_match
00000001a451fc0c (__TEXT,__text) external __nc_next_db
00000001d7209868 (__DATA,__common) external __nc_nulls_sent
00000001d72094f8 (__DATA,__common) external __nc_oldnums
00000001a4520958 (__TEXT,__text) external __nc_ospeed
00000001a45369a4 (__TEXT,__text) external __nc_outch
00000001a4538c24 (__TEXT,__text) external __nc_panelhook
00000001a4527914 (__TEXT,__text) external __nc_panic_mode
00000001a4538c40 (__TEXT,__text) external __nc_parse_entry
00000001a451fbd8 (__TEXT,__text) external __nc_pathlast
00000001d7208fa0 (__DATA,__data) external __nc_prescreen
00000001a453b0dc (__TEXT,__text) external __nc_printf_string
00000001d7209738 (__DATA,__common) external __nc_progname
00000001a4527d94 (__TEXT,__text) external __nc_push_token
00000001a451fa8c (__TEXT,__text) external __nc_read_entry
00000001a4526728 (__TEXT,__text) external __nc_read_entry_source
00000001a451ff10 (__TEXT,__text) external __nc_read_file_entry
00000001a453a688 (__TEXT,__text) external __nc_read_termcap_entry
00000001a45200ec (__TEXT,__text) external __nc_read_termtype
00000001a453b480 (__TEXT,__text) external __nc_remove_key
00000001a453b504 (__TEXT,__text) external __nc_remove_string
00000001a4529878 (__TEXT,__text) external __nc_render
00000001a452ba94 (__TEXT,__text) external __nc_reset_colors
00000001a4526d28 (__TEXT,__text) external __nc_reset_input
00000001a4526d20 (__TEXT,__text) external __nc_resolve_uses
00000001a45268c0 (__TEXT,__text) external __nc_resolve_uses2
00000001a4534aac (__TEXT,__text) external __nc_ripoffline
00000001a4522718 (__TEXT,__text) external __nc_rootname
00000001a453b2d8 (__TEXT,__text) external __nc_safe_strcat
00000001a453b350 (__TEXT,__text) external __nc_safe_strcpy
00000001a4522b1c (__TEXT,__text) external __nc_save_str
00000001d7209728 (__DATA,__common) external __nc_screen_chain
00000001a453e614 (__TEXT,__text) external __nc_screen_init
00000001a4531a98 (__TEXT,__text) external __nc_screen_of
00000001a453be50 (__TEXT,__text) external __nc_screen_resume
00000001a453e618 (__TEXT,__text) external __nc_screen_wrap
00000001a4528d90 (__TEXT,__text) external __nc_scroll_oldhash
00000001a452820c (__TEXT,__text) external __nc_scroll_optimize
00000001a4533e68 (__TEXT,__text) external __nc_scroll_window
00000001a453d4b8 (__TEXT,__text) external __nc_scrolln
00000001a453b1c8 (__TEXT,__text) external __nc_set_buffer
00000001a4522614 (__TEXT,__text) external __nc_set_no_padding
00000001a45255f0 (__TEXT,__text) external __nc_set_source
00000001a45370f0 (__TEXT,__text) external __nc_set_tty_mode
00000001a4525600 (__TEXT,__text) external __nc_set_type
00000001a453fc04 (__TEXT,__text) external __nc_set_writedir
00000001a45344c4 (__TEXT,__text) external __nc_setupscreen
00000001a451f684 (__TEXT,__text) external __nc_setupterm
00000001a4536cbc (__TEXT,__text) external __nc_signal_handler
00000001a4534d98 (__TEXT,__text) external __nc_slk_initialize
00000001d72094c0 (__DATA,__common) external __nc_start_line
00000001a453b2cc (__TEXT,__text) external __nc_str_copy
00000001a453b29c (__TEXT,__text) external __nc_str_init
00000001a453b2b8 (__TEXT,__text) external __nc_str_null
00000001d7209490 (__DATA,__common) external __nc_suppress_warnings
00000001a45385b4 (__TEXT,__text) external __nc_synchook
00000001d72094a0 (__DATA,__common) external __nc_syntax
00000001a4525834 (__TEXT,__text) external __nc_syserr_abort
00000001d72094f0 (__DATA,__common) external __nc_tail
00000001a4527de0 (__TEXT,__text) external __nc_tic_dir
00000001a4525888 (__TEXT,__text) external __nc_tic_expand
00000001a4540bcc (__TEXT,__text) external __nc_tic_written
00000001a45373f8 (__TEXT,__text) external __nc_timed_wait
00000001a4548f04 (__TEXT,__const) external __nc_tinfo_fkeys
00000001a45253d0 (__TEXT,__text) external __nc_to_char
00000001a45253d4 (__TEXT,__text) external __nc_to_widechar
00000001a45222fc (__TEXT,__text) external __nc_tparm_analyze
00000001d7209860 (__DATA,__common) external __nc_tparm_err
00000001d7209878 (__DATA,__common) external __nc_tracing
00000001a4527948 (__TEXT,__text) external __nc_trans_string
00000001a4520bd8 (__TEXT,__text) external __nc_trim_sgr0
00000001a453f37c (__TEXT,__text) external __nc_unctrl
00000001a453785c (__TEXT,__text) external __nc_ungetch
00000001a4534c44 (__TEXT,__text) external __nc_unicode_locale
00000001a4534bbc (__TEXT,__text) external __nc_update_screensize
00000001d7208e6d (__DATA,__data) external __nc_user_definable
00000001a453f6d4 (__TEXT,__text) external __nc_visbuf
00000001a453f4bc (__TEXT,__text) external __nc_visbuf2
00000001a453f6e4 (__TEXT,__text) external __nc_visbufn
00000001d7209870 (__DATA,__common) external __nc_wacs
00000001a4529a74 (__TEXT,__text) external __nc_waddch_nosync
00000001a4525694 (__TEXT,__text) external __nc_warning
00000001a452a67c (__TEXT,__text) external __nc_wchstrlen
00000001a45376b0 (__TEXT,__text) external __nc_wcrtomb
00000001a452d408 (__TEXT,__text) external __nc_wgetch
00000001a4522bb8 (__TEXT,__text) external __nc_wrap_entry
00000001a453fe3c (__TEXT,__text) external __nc_write_entry
                 (undefined) external _access (from libSystem)
00000001d7209500 (__DATA,__common) external _acs_map
00000001a45426bc (__TEXT,__text) external _add_wch
00000001a45426d0 (__TEXT,__text) external _add_wchnstr
00000001a45426e8 (__TEXT,__text) external _add_wchstr
00000001a4540fac (__TEXT,__text) external _addch
00000001a4540fc0 (__TEXT,__text) external _addchnstr
00000001a4540fd8 (__TEXT,__text) external _addchstr
00000001a4540ff0 (__TEXT,__text) external _addnstr
00000001a4542700 (__TEXT,__text) external _addnwstr
00000001a4541008 (__TEXT,__text) external _addstr
00000001a4542718 (__TEXT,__text) external _addwstr
00000001a452c9b0 (__TEXT,__text) external _assume_default_colors
                 (undefined) external _atoi (from libSystem)
00000001a4541064 (__TEXT,__text) external _attr_get
00000001a4541094 (__TEXT,__text) external _attr_off
00000001a45410ac (__TEXT,__text) external _attr_on
00000001a45410c4 (__TEXT,__text) external _attr_set
00000001a4541020 (__TEXT,__text) external _attroff
00000001a4541038 (__TEXT,__text) external _attron
00000001a4541050 (__TEXT,__text) external _attrset
00000001a4522660 (__TEXT,__text) external _baudrate
00000001a452aae0 (__TEXT,__text) external _beep
00000001a45410e4 (__TEXT,__text) external _bkgd
00000001a45410f8 (__TEXT,__text) external _bkgdset
00000001a4542730 (__TEXT,__text) external _bkgrnd
00000001a4542744 (__TEXT,__text) external _bkgrndset
00000001d2f4a4a0 (__DATA_CONST,__const) external _boolcodes
00000001d2f4b5a8 (__DATA_CONST,__const) external _boolfnames
00000001d2f4b440 (__DATA_CONST,__const) external _boolnames
00000001a454110c (__TEXT,__text) external _border
00000001a4542758 (__TEXT,__text) external _border_set
00000001a454115c (__TEXT,__text) external _box
00000001a45427a8 (__TEXT,__text) external _box_set
                 (undefined) external _btowc (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001a452c37c (__TEXT,__text) external _can_change_color
00000001a4532c2c (__TEXT,__text) external _cbreak
                 (undefined) external _cfgetospeed (from libSystem)
                 (undefined) external _chdir (from libSystem)
00000001a4541198 (__TEXT,__text) external _chgat
00000001a45411b8 (__TEXT,__text) external _clear
                 (undefined) external _clearerr (from libSystem)
00000001a452b8c0 (__TEXT,__text) external _clearok
                 (undefined) external _close (from libSystem)
00000001a45411c8 (__TEXT,__text) external _clrtobot
00000001a45411d8 (__TEXT,__text) external _clrtoeol
00000001a452c400 (__TEXT,__text) external _color_content
00000001a45411e8 (__TEXT,__text) external _color_set
00000001a4531f90 (__TEXT,__text) external _copywin
00000001d7209708 (__DATA,__common) external _cur_term
00000001a4531d40 (__TEXT,__text) external _curs_set
00000001d7209718 (__DATA,__common) external _curscr
00000001a453f4b0 (__TEXT,__text) external _curses_version
00000001a45371ec (__TEXT,__text) external _def_prog_mode
00000001a4537180 (__TEXT,__text) external _def_shell_mode
00000001a4527f84 (__TEXT,__text) external _define_key
00000001a452c78c (__TEXT,__text) external _del_curterm
00000001a453685c (__TEXT,__text) external _delay_output
00000001a4541208 (__TEXT,__text) external _delch
00000001a4541218 (__TEXT,__text) external _deleteln
00000001a4534274 (__TEXT,__text) external _delscreen
00000001a452c8cc (__TEXT,__text) external _delwin
00000001a4531974 (__TEXT,__text) external _derwin
00000001a453b844 (__TEXT,__text) external _doupdate
00000001a45388c8 (__TEXT,__text) external _dupwin
00000001a452caac (__TEXT,__text) external _echo
00000001a45427e4 (__TEXT,__text) external _echo_wchar
00000001a454122c (__TEXT,__text) external _echochar
00000001a452cae0 (__TEXT,__text) external _endwin
00000001a4541240 (__TEXT,__text) external _erase
00000001a452ee48 (__TEXT,__text) external _erasechar
00000001a452cc58 (__TEXT,__text) external _erasewchar
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
00000001a4531200 (__TEXT,__text) external _filter
00000001a452ccc8 (__TEXT,__text) external _flash
00000001a452ee90 (__TEXT,__text) external _flushinp
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001a45427f8 (__TEXT,__text) external _get_wch
00000001a454280c (__TEXT,__text) external _get_wstr
00000001a454257c (__TEXT,__text) external _getattrs
00000001a45425b0 (__TEXT,__text) external _getbegx
00000001a45425c4 (__TEXT,__text) external _getbegy
00000001a4541250 (__TEXT,__text) external _getbkgd
00000001a4542824 (__TEXT,__text) external _getbkgrnd
00000001a452b71c (__TEXT,__text) external _getcchar
00000001a4541258 (__TEXT,__text) external _getch
00000001a4542588 (__TEXT,__text) external _getcurx
00000001a454259c (__TEXT,__text) external _getcury
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getenv (from libSystem)
00000001a45425d8 (__TEXT,__text) external _getmaxx
00000001a45425f0 (__TEXT,__text) external _getmaxy
00000001a452efe8 (__TEXT,__text) external _getmouse
00000001a4542848 (__TEXT,__text) external _getn_wstr
00000001a4541268 (__TEXT,__text) external _getnstr
00000001a4542608 (__TEXT,__text) external _getparx
00000001a454261c (__TEXT,__text) external _getpary
                 (undefined) external _getpgrp (from libSystem)
                 (undefined) external _getpid (from libSystem)
00000001a4541280 (__TEXT,__text) external _getstr
                 (undefined) external _gettimeofday (from libSystem)
00000001a45339e0 (__TEXT,__text) external _getwin
00000001a4531ba4 (__TEXT,__text) external _halfdelay
00000001a452c39c (__TEXT,__text) external _has_colors
00000001a452ded8 (__TEXT,__text) external _has_ic
00000001a452df34 (__TEXT,__text) external _has_il
00000001a4531e04 (__TEXT,__text) external _has_key
00000001a4541298 (__TEXT,__text) external _hline
00000001a4542860 (__TEXT,__text) external _hline_set
00000001a4531b58 (__TEXT,__text) external _idcok
00000001a4531ad8 (__TEXT,__text) external _idlok
00000001a452e204 (__TEXT,__text) external _immedok
00000001a4542878 (__TEXT,__text) external _in_wch
00000001a454288c (__TEXT,__text) external _in_wchnstr
00000001a45428a4 (__TEXT,__text) external _in_wchstr
00000001a45412b0 (__TEXT,__text) external _inch
00000001a45412c0 (__TEXT,__text) external _inchnstr
00000001a45412d8 (__TEXT,__text) external _inchstr
00000001a452c168 (__TEXT,__text) external _init_color
00000001a452be44 (__TEXT,__text) external _init_pair
00000001a452e380 (__TEXT,__text) external _initscr
00000001a45412f0 (__TEXT,__text) external _innstr
00000001a45428bc (__TEXT,__text) external _innwstr
00000001a45428d4 (__TEXT,__text) external _ins_nwstr
00000001a45428ec (__TEXT,__text) external _ins_wch
00000001a4542900 (__TEXT,__text) external _ins_wstr
00000001a4541308 (__TEXT,__text) external _insch
00000001a454131c (__TEXT,__text) external _insdelln
00000001a4541330 (__TEXT,__text) external _insertln
00000001a4541344 (__TEXT,__text) external _insnstr
00000001a454135c (__TEXT,__text) external _insstr
00000001a4541374 (__TEXT,__text) external _instr
00000001a4533094 (__TEXT,__text) external _intrflush
00000001a4542918 (__TEXT,__text) external _inwstr
                 (undefined) external _ioctl (from libSystem)
00000001a454263c (__TEXT,__text) external _is_cleared
00000001a4542644 (__TEXT,__text) external _is_idcok
00000001a454264c (__TEXT,__text) external _is_idlok
00000001a4542654 (__TEXT,__text) external _is_immedok
00000001a454265c (__TEXT,__text) external _is_keypad
00000001a4542664 (__TEXT,__text) external _is_leaveok
00000001a45365f0 (__TEXT,__text) external _is_linetouched
00000001a454266c (__TEXT,__text) external _is_nodelay
00000001a454267c (__TEXT,__text) external _is_notimeout
00000001a4542684 (__TEXT,__text) external _is_scrollok
00000001a454268c (__TEXT,__text) external _is_syncok
00000001a453ab94 (__TEXT,__text) external _is_term_resized
00000001a453662c (__TEXT,__text) external _is_wintouched
                 (undefined) external _isatty (from libSystem)
00000001a452ee20 (__TEXT,__text) external _isendwin
00000001a4529138 (__TEXT,__text) external _key_defined
00000001a452eef0 (__TEXT,__text) external _key_name
00000001a45291f4 (__TEXT,__text) external _keybound
00000001a4540f98 (__TEXT,__text) external _keyname
00000001a4529244 (__TEXT,__text) external _keyok
00000001a4531c44 (__TEXT,__text) external _keypad
                 (undefined) external _kill (from libSystem)
00000001a452ee6c (__TEXT,__text) external _killchar
00000001a452cc90 (__TEXT,__text) external _killwchar
00000001a452ef70 (__TEXT,__text) external _leaveok
                 (undefined) external _link (from libSystem)
00000001a452ef8c (__TEXT,__text) external _longname
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mblen (from libSystem)
                 (undefined) external _mbrtowc (from libSystem)
                 (undefined) external _mbtowc (from libSystem)
00000001a453285c (__TEXT,__text) external _mcprint
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00000001a4531ce8 (__TEXT,__text) external _meta
                 (undefined) external _mkdir (from libSystem)
00000001a45437dc (__TEXT,__text) external _mouse_trafo
00000001a452f3b4 (__TEXT,__text) external _mouseinterval
00000001a452f0a0 (__TEXT,__text) external _mousemask
00000001a454138c (__TEXT,__text) external _move
00000001a454292c (__TEXT,__text) external _mvadd_wch
00000001a4542990 (__TEXT,__text) external _mvadd_wchnstr
00000001a4542a08 (__TEXT,__text) external _mvadd_wchstr
00000001a45413a4 (__TEXT,__text) external _mvaddch
00000001a4541408 (__TEXT,__text) external _mvaddchnstr
00000001a4541480 (__TEXT,__text) external _mvaddchstr
00000001a45414e8 (__TEXT,__text) external _mvaddnstr
00000001a4542a70 (__TEXT,__text) external _mvaddnwstr
00000001a4541560 (__TEXT,__text) external _mvaddstr
00000001a4542ae8 (__TEXT,__text) external _mvaddwstr
00000001a45415c8 (__TEXT,__text) external _mvchgat
00000001a453039c (__TEXT,__text) external _mvcur
00000001a454165c (__TEXT,__text) external _mvdelch
00000001a45386ac (__TEXT,__text) external _mvderwin
00000001a4542b50 (__TEXT,__text) external _mvget_wch
00000001a4542bb4 (__TEXT,__text) external _mvget_wstr
00000001a45416b8 (__TEXT,__text) external _mvgetch
00000001a4542c1c (__TEXT,__text) external _mvgetn_wstr
00000001a4541714 (__TEXT,__text) external _mvgetnstr
00000001a454178c (__TEXT,__text) external _mvgetstr
00000001a45417f4 (__TEXT,__text) external _mvhline
00000001a4542c94 (__TEXT,__text) external _mvhline_set
00000001a4542d0c (__TEXT,__text) external _mvin_wch
00000001a4542d70 (__TEXT,__text) external _mvin_wchnstr
00000001a4542de8 (__TEXT,__text) external _mvin_wchstr
00000001a454186c (__TEXT,__text) external _mvinch
00000001a45418c8 (__TEXT,__text) external _mvinchnstr
00000001a4541940 (__TEXT,__text) external _mvinchstr
00000001a45419a8 (__TEXT,__text) external _mvinnstr
00000001a4542e50 (__TEXT,__text) external _mvinnwstr
00000001a4542ec8 (__TEXT,__text) external _mvins_nwstr
00000001a4542f40 (__TEXT,__text) external _mvins_wch
00000001a4542fa4 (__TEXT,__text) external _mvins_wstr
00000001a4541a20 (__TEXT,__text) external _mvinsch
00000001a4541a84 (__TEXT,__text) external _mvinsnstr
00000001a4541afc (__TEXT,__text) external _mvinsstr
00000001a4541b64 (__TEXT,__text) external _mvinstr
00000001a454300c (__TEXT,__text) external _mvinwstr
00000001a4532a70 (__TEXT,__text) external _mvprintw
00000001a4533928 (__TEXT,__text) external _mvscanw
00000001a4541bcc (__TEXT,__text) external _mvvline
00000001a4543070 (__TEXT,__text) external _mvvline_set
00000001a45430e8 (__TEXT,__text) external _mvwadd_wch
00000001a454313c (__TEXT,__text) external _mvwadd_wchnstr
00000001a45431a4 (__TEXT,__text) external _mvwadd_wchstr
00000001a4541c44 (__TEXT,__text) external _mvwaddch
00000001a4541c98 (__TEXT,__text) external _mvwaddchnstr
00000001a4541d00 (__TEXT,__text) external _mvwaddchstr
00000001a4541d58 (__TEXT,__text) external _mvwaddnstr
00000001a45431fc (__TEXT,__text) external _mvwaddnwstr
00000001a4541dc0 (__TEXT,__text) external _mvwaddstr
00000001a4543264 (__TEXT,__text) external _mvwaddwstr
00000001a4541e18 (__TEXT,__text) external _mvwchgat
00000001a4541e9c (__TEXT,__text) external _mvwdelch
00000001a45432bc (__TEXT,__text) external _mvwget_wch
00000001a4543310 (__TEXT,__text) external _mvwget_wstr
00000001a4541ee8 (__TEXT,__text) external _mvwgetch
00000001a4543368 (__TEXT,__text) external _mvwgetn_wstr
00000001a4541f34 (__TEXT,__text) external _mvwgetnstr
00000001a4541f9c (__TEXT,__text) external _mvwgetstr
00000001a4541ff4 (__TEXT,__text) external _mvwhline
00000001a45433d0 (__TEXT,__text) external _mvwhline_set
00000001a453110c (__TEXT,__text) external _mvwin
00000001a4543438 (__TEXT,__text) external _mvwin_wch
00000001a454348c (__TEXT,__text) external _mvwin_wchnstr
00000001a45434f4 (__TEXT,__text) external _mvwin_wchstr
00000001a454205c (__TEXT,__text) external _mvwinch
00000001a45420a8 (__TEXT,__text) external _mvwinchnstr
00000001a4542110 (__TEXT,__text) external _mvwinchstr
00000001a4542168 (__TEXT,__text) external _mvwinnstr
00000001a454354c (__TEXT,__text) external _mvwinnwstr
00000001a45435b4 (__TEXT,__text) external _mvwins_nwstr
00000001a454361c (__TEXT,__text) external _mvwins_wch
00000001a4543670 (__TEXT,__text) external _mvwins_wstr
00000001a45421d0 (__TEXT,__text) external _mvwinsch
00000001a4542224 (__TEXT,__text) external _mvwinsnstr
00000001a454228c (__TEXT,__text) external _mvwinsstr
00000001a45422e4 (__TEXT,__text) external _mvwinstr
00000001a45436c8 (__TEXT,__text) external _mvwinwstr
00000001a4532ad4 (__TEXT,__text) external _mvwprintw
00000001a453398c (__TEXT,__text) external _mvwscanw
00000001a454233c (__TEXT,__text) external _mvwvline
00000001a454371c (__TEXT,__text) external _mvwvline_set
                 (undefined) external _nanosleep (from libSystem)
00000001a4531174 (__TEXT,__text) external _napms
00000001a45322c4 (__TEXT,__text) external _newpad
00000001d7209720 (__DATA,__common) external _newscr
00000001a4531224 (__TEXT,__text) external _newterm
00000001a4531690 (__TEXT,__text) external _newwin
00000001a4531aa4 (__TEXT,__text) external _nl
                 (undefined) external _nl_langinfo (from libSystem)
00000001a4532eec (__TEXT,__text) external _nocbreak
00000001a4531bfc (__TEXT,__text) external _nodelay
00000001a452cac8 (__TEXT,__text) external _noecho
00000001a4531214 (__TEXT,__text) external _nofilter
00000001a4531ac0 (__TEXT,__text) external _nonl
00000001a4532fd8 (__TEXT,__text) external _noqiflush
00000001a4532de8 (__TEXT,__text) external _noraw
00000001a4531c1c (__TEXT,__text) external _notimeout
00000001d2f4a608 (__DATA_CONST,__const) external _numcodes
00000001d2f4b850 (__DATA_CONST,__const) external _numfnames
00000001d2f4b710 (__DATA_CONST,__const) external _numnames
                 (undefined) external _open (from libSystem)
00000001d7209866 (__DATA,__common) external _ospeed
00000001a4531ecc (__TEXT,__text) external _overlay
00000001a4531f88 (__TEXT,__text) external _overwrite
00000001a452c48c (__TEXT,__text) external _pair_content
00000001a45327dc (__TEXT,__text) external _pecho_wchar
00000001a453275c (__TEXT,__text) external _pechochar
                 (undefined) external _perror (from libSystem)
00000001a4532414 (__TEXT,__text) external _pnoutrefresh
00000001a45323dc (__TEXT,__text) external _prefresh
00000001a45329ac (__TEXT,__text) external _printw
                 (undefined) external _putc (from libSystem)
00000001a4536a14 (__TEXT,__text) external _putp
00000001a4533b98 (__TEXT,__text) external _putwin
00000001a4532d2c (__TEXT,__text) external _qiflush
00000001a4532b28 (__TEXT,__text) external _raw
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000001a45423ac (__TEXT,__text) external _redrawwin
00000001a45423bc (__TEXT,__text) external _refresh
                 (undefined) external _remove (from libSystem)
00000001a453723c (__TEXT,__text) external _reset_prog_mode
00000001a45372b0 (__TEXT,__text) external _reset_shell_mode
00000001a4537394 (__TEXT,__text) external _resetty
00000001a453abdc (__TEXT,__text) external _resize_term
00000001a453ae70 (__TEXT,__text) external _resizeterm
00000001a453379c (__TEXT,__text) external _restartterm
00000001a4534b00 (__TEXT,__text) external _ripoffline
00000001a4537330 (__TEXT,__text) external _savetty
00000001a45338c0 (__TEXT,__text) external _scanw
00000001a4533cec (__TEXT,__text) external _scr_dump
00000001a4533d58 (__TEXT,__text) external _scr_init
00000001a4533c68 (__TEXT,__text) external _scr_restore
00000001a4533e04 (__TEXT,__text) external _scr_set
00000001a45423cc (__TEXT,__text) external _scrl
00000001a45423e0 (__TEXT,__text) external _scroll
00000001a453414c (__TEXT,__text) external _scrollok
                 (undefined) external _select (from libSystem)
00000001a45208dc (__TEXT,__text) external _set_curterm
00000001a452d3f8 (__TEXT,__text) external _set_escdelay
00000001a4534b5c (__TEXT,__text) external _set_tabsize
00000001a45341ac (__TEXT,__text) external _set_term
