00007ff8149c3845 (__TEXT,__const) non-external _KW_ANY
00007ff8149abe07 (__TEXT,__text) external _XML_GetIdAttributeIndex
00007ff8149ac8b3 (__TEXT,__text) external _XML_GetInputContext
00007ff8149ac82b (__TEXT,__text) external _XML_GetParsingStatus
00007ff8149c30b4 (__TEXT,__text) non-external _XML_GetParsingStatus.cold.1
00007ff8149abdef (__TEXT,__text) external _XML_GetSpecifiedAttributeCount
00007ff8149ac9e1 (__TEXT,__text) external _XML_MemFree
00007ff8149ac9b0 (__TEXT,__text) external _XML_MemMalloc
00007ff8149ac9c7 (__TEXT,__text) external _XML_MemRealloc
00007ff8149ac0a9 (__TEXT,__text) external _XML_Parse
00007ff8149c306e (__TEXT,__text) non-external _XML_Parse.cold.1
00007ff8149ac447 (__TEXT,__text) external _XML_ParseBuffer
00007ff8149aa528 (__TEXT,__text) external _XML_ParserCreate
00007ff8149aa544 (__TEXT,__text) external _XML_ParserCreateNS
00007ff8149aa538 (__TEXT,__text) external _XML_ParserCreate_MM
00007ff8149ab877 (__TEXT,__text) external _XML_ParserFree
00007ff8149aa85f (__TEXT,__text) external _XML_ParserReset
00007ff8149ac758 (__TEXT,__text) external _XML_ResumeParser
00007ff8149ac013 (__TEXT,__text) external _XML_SetAttlistDeclHandler
00007ff8149abd31 (__TEXT,__text) external _XML_SetBase
00007ff8149acb9b (__TEXT,__text) external _XML_SetBillionLaughsAttackProtectionActivationThreshold
00007ff8149acb61 (__TEXT,__text) external _XML_SetBillionLaughsAttackProtectionMaximumAmplification
00007ff8149abe8c (__TEXT,__text) external _XML_SetCdataSectionHandler
00007ff8149abe56 (__TEXT,__text) external _XML_SetCharacterDataHandler
00007ff8149abe7a (__TEXT,__text) external _XML_SetCommentHandler
00007ff8149abec9 (__TEXT,__text) external _XML_SetDefaultHandler
00007ff8149abee2 (__TEXT,__text) external _XML_SetDefaultHandlerExpand
00007ff8149abefb (__TEXT,__text) external _XML_SetDoctypeDeclHandler
00007ff8149ac001 (__TEXT,__text) external _XML_SetElementDeclHandler
00007ff8149abe1f (__TEXT,__text) external _XML_SetElementHandler
00007ff8149aaec0 (__TEXT,__text) external _XML_SetEncoding
00007ff8149abeb7 (__TEXT,__text) external _XML_SetEndCdataSectionHandler
00007ff8149abf26 (__TEXT,__text) external _XML_SetEndDoctypeDeclHandler
00007ff8149abe44 (__TEXT,__text) external _XML_SetEndElementHandler
00007ff8149abf87 (__TEXT,__text) external _XML_SetEndNamespaceDeclHandler
00007ff8149ac025 (__TEXT,__text) external _XML_SetEntityDeclHandler
00007ff8149abfab (__TEXT,__text) external _XML_SetExternalEntityRefHandler
00007ff8149abfbd (__TEXT,__text) external _XML_SetExternalEntityRefHandlerArg
00007ff8149ac071 (__TEXT,__text) external _XML_SetHashSalt
00007ff8149abf5c (__TEXT,__text) external _XML_SetNamespaceDeclHandler
00007ff8149abf99 (__TEXT,__text) external _XML_SetNotStandaloneHandler
00007ff8149abf4a (__TEXT,__text) external _XML_SetNotationDeclHandler
00007ff8149ac049 (__TEXT,__text) external _XML_SetParamEntityParsing
00007ff8149abe68 (__TEXT,__text) external _XML_SetProcessingInstructionHandler
00007ff8149acbc0 (__TEXT,__text) external _XML_SetReparseDeferralEnabled
00007ff8149abcf3 (__TEXT,__text) external _XML_SetReturnNSTriplet
00007ff8149abfd6 (__TEXT,__text) external _XML_SetSkippedEntityHandler
00007ff8149abea5 (__TEXT,__text) external _XML_SetStartCdataSectionHandler
00007ff8149abf14 (__TEXT,__text) external _XML_SetStartDoctypeDeclHandler
00007ff8149abe35 (__TEXT,__text) external _XML_SetStartElementHandler
00007ff8149abf75 (__TEXT,__text) external _XML_SetStartNamespaceDeclHandler
00007ff8149abfe8 (__TEXT,__text) external _XML_SetUnknownEncodingHandler
00007ff8149abf38 (__TEXT,__text) external _XML_SetUnparsedEntityDeclHandler
00007ff8149abd16 (__TEXT,__text) external _XML_SetUserData
00007ff8149ac037 (__TEXT,__text) external _XML_SetXmlDeclHandler
00007ff8149ac6bf (__TEXT,__text) external _XML_StopParser
00007ff8149c3091 (__TEXT,__text) non-external _XML_StopParser.cold.1
00007ff8149abcc2 (__TEXT,__text) external _XML_UseForeignDTD
00007ff8149abcb3 (__TEXT,__text) external _XML_UseParserAsHandlerArg
00007ff8149b677b (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncoding
00007ff8149b6cae (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncodingNS
00007ff8149b676e (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncoding
00007ff8149b6ca1 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncodingNS
00007ff8149b6788 (__TEXT,__text) non-external (was a private external) _XmlInitEncoding
00007ff8149b6cbb (__TEXT,__text) non-external (was a private external) _XmlInitEncodingNS
00007ff8149b61fe (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncoding
00007ff8149b6e9b (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncodingNS
00007ff8149b6883 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDecl
00007ff8149b6d55 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDeclNS
00007ff8149b489c (__TEXT,__text) non-external (was a private external) _XmlPrologStateInit
00007ff8149b4980 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInitExternalEntity
00007ff8149b61f3 (__TEXT,__text) non-external (was a private external) _XmlSizeOfUnknownEncoding
00007ff8149b61a7 (__TEXT,__text) non-external (was a private external) _XmlUtf16Encode
00007ff8149b60e9 (__TEXT,__text) non-external (was a private external) _XmlUtf8Encode
00007ff8149b6054 (__TEXT,__text) non-external (was a private external) __INTERNAL_trim_to_complete_utf8_characters
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff8149aef6c (__TEXT,__text) non-external _accountingDiffTolerated
00007ff8149c311d (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
00007ff8149b0793 (__TEXT,__text) non-external _accountingGetCurrentAmplification
00007ff8149c3163 (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
00007ff8149b082c (__TEXT,__text) non-external _accountingReportStats
00007ff8149b31d4 (__TEXT,__text) non-external _addBinding
00007ff8149c4cd0 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
00007ff8149c4d00 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
00007ff8149b368e (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00007ff8416ef488 (__DATA_CONST,__const) non-external _ascii_encoding
00007ff8416efdd8 (__DATA_CONST,__const) non-external _ascii_encoding_ns
00007ff8149bee88 (__TEXT,__text) non-external _ascii_toUtf8
00007ff8149b4e91 (__TEXT,__text) non-external _attlist0
00007ff8149b558d (__TEXT,__text) non-external _attlist1
00007ff8149b55fd (__TEXT,__text) non-external _attlist2
00007ff8149c37d8 (__TEXT,__const) non-external _attlist2.types.rel
00007ff8149b582e (__TEXT,__text) non-external _attlist3
00007ff8149b595c (__TEXT,__text) non-external _attlist4
00007ff8149b57e8 (__TEXT,__text) non-external _attlist5
00007ff8149b58c2 (__TEXT,__text) non-external _attlist6
00007ff8149b5908 (__TEXT,__text) non-external _attlist7
00007ff8149b56f5 (__TEXT,__text) non-external _attlist8
00007ff8149b587c (__TEXT,__text) non-external _attlist9
00007ff8149c0814 (__TEXT,__text) non-external _big2_attributeValueTok
00007ff8149c03e0 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff8149c0f70 (__TEXT,__text) non-external _big2_charRefNumber
00007ff8149c2234 (__TEXT,__text) non-external _big2_checkPiTarget
00007ff8149bf708 (__TEXT,__text) non-external _big2_contentTok
00007ff8416ef0e8 (__DATA_CONST,__const) non-external _big2_encoding
00007ff8416efa38 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff8149c094c (__TEXT,__text) non-external _big2_entityValueTok
00007ff8149c0b8d (__TEXT,__text) non-external _big2_getAtts
00007ff8149c0668 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff8149c1204 (__TEXT,__text) non-external _big2_isPublicId
00007ff8149c0ac5 (__TEXT,__text) non-external _big2_nameLength
00007ff8149c0a80 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff8149c103b (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff8149beebd (__TEXT,__text) non-external _big2_prologTok
00007ff8149c2628 (__TEXT,__text) non-external _big2_scanAtts
00007ff8149c3f93 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff8149c20cc (__TEXT,__text) non-external _big2_scanComment
00007ff8149c1608 (__TEXT,__text) non-external _big2_scanDecl
00007ff8149c14c8 (__TEXT,__text) non-external _big2_scanLit
00007ff8149c1bd4 (__TEXT,__text) non-external _big2_scanPercent
00007ff8149c174c (__TEXT,__text) non-external _big2_scanPi
00007ff8149c1e54 (__TEXT,__text) non-external _big2_scanPoundName
00007ff8149c22ae (__TEXT,__text) non-external _big2_scanRef
00007ff8149c0b51 (__TEXT,__text) non-external _big2_skipS
00007ff8149c1458 (__TEXT,__text) non-external _big2_toUtf16
00007ff8149c1293 (__TEXT,__text) non-external _big2_toUtf8
00007ff8149c1126 (__TEXT,__text) non-external _big2_updatePosition
00007ff8149ac5b5 (__TEXT,__text) non-external _callProcessor
00007ff8149b2ff4 (__TEXT,__text) non-external _cdataSectionProcessor
00007ff8149b64d1 (__TEXT,__text) non-external _checkCharRefNumber
00007ff8149b5303 (__TEXT,__text) non-external _condSect0
00007ff8149b53a6 (__TEXT,__text) non-external _condSect1
00007ff8149b53e6 (__TEXT,__text) non-external _condSect2
00007ff8149af8a8 (__TEXT,__text) non-external _contentProcessor
00007ff8149b4677 (__TEXT,__text) non-external _copyEntityTable
00007ff8149aaf2d (__TEXT,__text) non-external _copyString
00007ff8149b5206 (__TEXT,__text) non-external _declClose
00007ff8149afc52 (__TEXT,__text) non-external _defineAttribute
00007ff8149b2d18 (__TEXT,__text) non-external _doCdataSection
00007ff8149b0b34 (__TEXT,__text) non-external _doContent
00007ff8149b0117 (__TEXT,__text) non-external _doIgnoreSection
00007ff8149b68c4 (__TEXT,__text) non-external _doParseXmlDecl
00007ff8149aced6 (__TEXT,__text) non-external _doProlog
00007ff8149c3275 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff8149c3292 (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff8149c328b (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff8149c327b (__TEXT,__const) non-external _doProlog.atypeID
00007ff8149c327e (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff8149c3284 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff8149c329b (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff8149c32a3 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff8149c30d7 (__TEXT,__text) non-external _doProlog.cold.1
00007ff8149c30fa (__TEXT,__text) non-external _doProlog.cold.2
00007ff8149c4bb8 (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff8149c4bba (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff8149c4bae (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff8149b4a78 (__TEXT,__text) non-external _doctype0
00007ff8149b4acb (__TEXT,__text) non-external _doctype1
00007ff8149b4df2 (__TEXT,__text) non-external _doctype2
00007ff8149b4dac (__TEXT,__text) non-external _doctype3
00007ff8149b5ff8 (__TEXT,__text) non-external _doctype4
00007ff8149b4f68 (__TEXT,__text) non-external _doctype5
00007ff8149b4edc (__TEXT,__text) non-external _element0
00007ff8149b59b0 (__TEXT,__text) non-external _element1
00007ff8149b5a7e (__TEXT,__text) non-external _element2
00007ff8149b5b80 (__TEXT,__text) non-external _element3
00007ff8149b5da0 (__TEXT,__text) non-external _element4
00007ff8149b5deb (__TEXT,__text) non-external _element5
00007ff8149b5bff (__TEXT,__text) non-external _element6
00007ff8149b5cd0 (__TEXT,__text) non-external _element7
00007ff8416eeee0 (__DATA_CONST,__const) non-external _encodings
00007ff8416ef660 (__DATA_CONST,__const) non-external _encodingsNS
00007ff8149b4e38 (__TEXT,__text) non-external _entity0
00007ff8149b4fae (__TEXT,__text) non-external _entity1
00007ff8149b5253 (__TEXT,__text) non-external _entity10
00007ff8149b4ff4 (__TEXT,__text) non-external _entity2
00007ff8149b546f (__TEXT,__text) non-external _entity3
00007ff8149b5429 (__TEXT,__text) non-external _entity4
00007ff8149b54b5 (__TEXT,__text) non-external _entity5
00007ff8149b553f (__TEXT,__text) non-external _entity6
00007ff8149b50b7 (__TEXT,__text) non-external _entity7
00007ff8149b51c0 (__TEXT,__text) non-external _entity8
00007ff8149b517a (__TEXT,__text) non-external _entity9
00007ff8149b0527 (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff8149b4037 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff8149c31a9 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff8149b430c (__TEXT,__text) non-external _entityValueInitProcessor
00007ff8149b4596 (__TEXT,__text) non-external _entityValueProcessor
00007ff8149b2b08 (__TEXT,__text) non-external _epilogProcessor
00007ff8149b4ac3 (__TEXT,__text) non-external _error
00007ff8149ac6b3 (__TEXT,__text) non-external _errorProcessor
00007ff8149b362c (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff8149abb8b (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff8149b412d (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff8149b4215 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff8149abbdc (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff8149b4496 (__TEXT,__text) non-external _externalParEntProcessor
00007ff8149b4998 (__TEXT,__text) non-external _externalSubset0
00007ff8149b52a8 (__TEXT,__text) non-external _externalSubset1
00007ff8149b6b9c (__TEXT,__text) non-external _findEncoding
00007ff8149b6d96 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8149b2ab0 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff8149c3272 (__TEXT,__const) non-external (was a private external) _g_reparseDeferralEnabledDefault
00007ff8149af994 (__TEXT,__text) non-external _getAttributeId
00007ff8149b1a48 (__TEXT,__text) non-external _getContext
00007ff8149acc7d (__TEXT,__text) non-external _getDebugLevel
00007ff8149af909 (__TEXT,__text) non-external _getElementType
00007ff8149b67e1 (__TEXT,__text) non-external _getEncodingIndex
00007ff8416eeeb0 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff8149acdba (__TEXT,__text) non-external _handleUnknownEncoding
00007ff8149b0890 (__TEXT,__text) non-external _hash
00007ff8149b463e (__TEXT,__text) non-external _hashTableDestroy
00007ff8149b0298 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff8149c32b0 (__TEXT,__const) non-external _implicitContext
00007ff8149bec9e (__TEXT,__text) non-external _initScan
00007ff8149b6850 (__TEXT,__text) non-external _initScanContent
00007ff8149b6d33 (__TEXT,__text) non-external _initScanContentNS
00007ff8149b6831 (__TEXT,__text) non-external _initScanProlog
00007ff8149b6d14 (__TEXT,__text) non-external _initScanPrologNS
00007ff8149b6872 (__TEXT,__text) non-external _initUpdatePosition
00007ff8149accee (__TEXT,__text) non-external _initializeEncoding
00007ff8149b3ea0 (__TEXT,__text) non-external _internalEntityProcessor
00007ff8149c3186 (__TEXT,__text) non-external _internalEntityProcessor.cold.1
00007ff8149b4ba4 (__TEXT,__text) non-external _internalSubset
00007ff8416ee940 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff8416eece0 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8416ee770 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff8416eeb10 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff8149bac90 (__TEXT,__text) non-external _isNever
00007ff8416ee5a0 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff8416ef698 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff8149b91c5 (__TEXT,__text) non-external _latin1_toUtf16
00007ff8149b9142 (__TEXT,__text) non-external _latin1_toUtf8
00007ff8149bc724 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff8149bc2f4 (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff8149bce7c (__TEXT,__text) non-external _little2_charRefNumber
00007ff8149be134 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff8149bb634 (__TEXT,__text) non-external _little2_contentTok
00007ff8416ef2b8 (__DATA_CONST,__const) non-external _little2_encoding
00007ff8416efc08 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff8149bc85c (__TEXT,__text) non-external _little2_entityValueTok
00007ff8149bca9c (__TEXT,__text) non-external _little2_getAtts
00007ff8149bc578 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff8149bd110 (__TEXT,__text) non-external _little2_isPublicId
00007ff8149bc9d5 (__TEXT,__text) non-external _little2_nameLength
00007ff8149bc990 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff8149bcf47 (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff8149badf6 (__TEXT,__text) non-external _little2_prologTok
00007ff8149be524 (__TEXT,__text) non-external _little2_scanAtts
00007ff8149bdfcc (__TEXT,__text) non-external _little2_scanComment
00007ff8149bd504 (__TEXT,__text) non-external _little2_scanDecl
00007ff8149bd3ca (__TEXT,__text) non-external _little2_scanLit
00007ff8149bdad0 (__TEXT,__text) non-external _little2_scanPercent
00007ff8149bd648 (__TEXT,__text) non-external _little2_scanPi
00007ff8149bdd58 (__TEXT,__text) non-external _little2_scanPoundName
00007ff8149be1ae (__TEXT,__text) non-external _little2_scanRef
00007ff8149bca60 (__TEXT,__text) non-external _little2_skipS
00007ff8149bd35c (__TEXT,__text) non-external _little2_toUtf16
00007ff8149bd197 (__TEXT,__text) non-external _little2_toUtf8
00007ff8149bd032 (__TEXT,__text) non-external _little2_updatePosition
00007ff8149af53f (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff8149c3e60 (__TEXT,__const) non-external _namePages
00007ff8149c3860 (__TEXT,__const) non-external _namingBitmap
00007ff8149b0314 (__TEXT,__text) non-external _nextScaffoldPart
00007ff8149c3d60 (__TEXT,__const) non-external _nmstrtPages
00007ff8149b8828 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff8149b83d8 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff8149b8e08 (__TEXT,__text) non-external _normal_charRefNumber
00007ff8149b9f78 (__TEXT,__text) non-external _normal_checkPiTarget
00007ff8149b77a8 (__TEXT,__text) non-external _normal_contentTok
00007ff8149b8964 (__TEXT,__text) non-external _normal_entityValueTok
00007ff8149b8b19 (__TEXT,__text) non-external _normal_getAtts
00007ff8149b8680 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff8149b90c4 (__TEXT,__text) non-external _normal_isPublicId
00007ff8149b8ab4 (__TEXT,__text) non-external _normal_nameLength
00007ff8149b8a78 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff8149b8f70 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff8149b6eb2 (__TEXT,__text) non-external _normal_prologTok
00007ff8149ba2f2 (__TEXT,__text) non-external _normal_scanAtts
00007ff8149b9e00 (__TEXT,__text) non-external _normal_scanComment
00007ff8149b9370 (__TEXT,__text) non-external _normal_scanDecl
00007ff8149b9208 (__TEXT,__text) non-external _normal_scanLit
00007ff8149b98ac (__TEXT,__text) non-external _normal_scanPercent
00007ff8149b9494 (__TEXT,__text) non-external _normal_scanPi
00007ff8149b9b34 (__TEXT,__text) non-external _normal_scanPoundName
00007ff8149b9fde (__TEXT,__text) non-external _normal_scanRef
00007ff8149b8af1 (__TEXT,__text) non-external _normal_skipS
00007ff8149b9002 (__TEXT,__text) non-external _normal_updatePosition
00007ff8149b40e9 (__TEXT,__text) non-external _normalizeLines
00007ff8149af847 (__TEXT,__text) non-external _normalizePublicId
00007ff8149b4f27 (__TEXT,__text) non-external _notation0
00007ff8149b5e48 (__TEXT,__text) non-external _notation1
00007ff8149b5f3f (__TEXT,__text) non-external _notation2
00007ff8149b5ef1 (__TEXT,__text) non-external _notation3
00007ff8149b5f85 (__TEXT,__text) non-external _notation4
00007ff8149c2ce0 (__TEXT,__text) non-external _parsePseudoAttribute
00007ff8149aa566 (__TEXT,__text) non-external _parserCreate
00007ff8149aacdf (__TEXT,__text) non-external _parserInit
00007ff8149afbe0 (__TEXT,__text) non-external _poolAppend
00007ff8149abd7c (__TEXT,__text) non-external _poolCopyString
00007ff8149abc6f (__TEXT,__text) non-external _poolDestroy
00007ff8149afd6a (__TEXT,__text) non-external _poolGrow
00007ff8149af4f8 (__TEXT,__text) non-external _poolStoreString
00007ff8149b043a (__TEXT,__text) non-external _processEntity
00007ff8149af18d (__TEXT,__text) non-external _processXmlDecl
00007ff8149b48c1 (__TEXT,__text) non-external _prolog0
00007ff8149b49b8 (__TEXT,__text) non-external _prolog1
00007ff8149b4d20 (__TEXT,__text) non-external _prolog2
00007ff8149acc2c (__TEXT,__text) non-external _prologInitProcessor
00007ff8149acd49 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff8149b06c8 (__TEXT,__text) non-external _reportComment
00007ff8149aca42 (__TEXT,__text) non-external _reportDefault
00007ff8149b057c (__TEXT,__text) non-external _reportProcessingInstruction
00007ff8149ab5d9 (__TEXT,__text) non-external _setContext
00007ff8149b30aa (__TEXT,__text) non-external _setElementTypePrefix
00007ff8149b09f9 (__TEXT,__text) non-external _sip24_final
00007ff8149b0954 (__TEXT,__text) non-external _sip24_update
00007ff8149b0ad8 (__TEXT,__text) non-external _sip_round
00007ff8149ac198 (__TEXT,__text) non-external _startParsing
00007ff8149aff53 (__TEXT,__text) non-external _storeAttributeValue
00007ff8149c3140 (__TEXT,__text) non-external _storeAttributeValue.cold.1
00007ff8149b1dca (__TEXT,__text) non-external _storeAtts
00007ff8149b3a78 (__TEXT,__text) non-external _storeEntityValue
00007ff8149b196c (__TEXT,__text) non-external _storeRawNames
00007ff8149bec3c (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff8149acbe4 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff8149acbfa (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff8149b65bf (__TEXT,__text) non-external _unknown_isInvalid
00007ff8149b651d (__TEXT,__text) non-external _unknown_isName
00007ff8149b656e (__TEXT,__text) non-external _unknown_isNmstrt
00007ff8149b66cf (__TEXT,__text) non-external _unknown_toUtf16
00007ff8149b65ec (__TEXT,__text) non-external _unknown_toUtf8
00007ff8149acc10 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff8416eef18 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8416ef868 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff8149bad2a (__TEXT,__text) non-external _utf8_isInvalid2
00007ff8149bad49 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff8149badae (__TEXT,__text) non-external _utf8_isInvalid4
00007ff8149babfe (__TEXT,__text) non-external _utf8_isName2
00007ff8149bac41 (__TEXT,__text) non-external _utf8_isName3
00007ff8149bac98 (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff8149bacdb (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff8149baa8d (__TEXT,__text) non-external _utf8_toUtf16
00007ff8149ba9f4 (__TEXT,__text) non-external _utf8_toUtf8
