                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff80b25645f (__TEXT,__text) external ___cmph_dump
                 (undefined) external _calloc (from libSystem)
00007ff80b253503 (__TEXT,__text) external _chd_config_destroy
00007ff80b2534c2 (__TEXT,__text) external _chd_config_new
00007ff80b253539 (__TEXT,__text) external _chd_config_set_b
00007ff80b253528 (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff80b25354a (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff80b253858 (__TEXT,__text) external _chd_destroy
00007ff80b2537e9 (__TEXT,__text) external _chd_dump
00007ff80b253744 (__TEXT,__text) external _chd_load
00007ff80b25355b (__TEXT,__text) external _chd_new
00007ff80b2538b9 (__TEXT,__text) external _chd_pack
00007ff80b2538fb (__TEXT,__text) external _chd_packed_size
00007ff80b25397c (__TEXT,__text) external _chd_ph_config_destroy
00007ff80b25393d (__TEXT,__text) external _chd_ph_config_new
00007ff80b2539b5 (__TEXT,__text) external _chd_ph_config_set_b
00007ff80b25a357 (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff80b2539a2 (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff80b2539da (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff80b25a37a (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff80b2547a9 (__TEXT,__text) external _chd_ph_destroy
00007ff80b2546bf (__TEXT,__text) external _chd_ph_dump
00007ff80b2545b2 (__TEXT,__text) external _chd_ph_load
00007ff80b2539ff (__TEXT,__text) external _chd_ph_new
00007ff80b25a39d (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff80b25487d (__TEXT,__text) external _chd_ph_pack
00007ff80b2548da (__TEXT,__text) external _chd_ph_packed_size
00007ff80b2547e4 (__TEXT,__text) external _chd_ph_search
00007ff80b25490b (__TEXT,__text) external _chd_ph_search_packed
00007ff80b25388c (__TEXT,__text) external _chd_search
00007ff80b25390f (__TEXT,__text) external _chd_search_packed
00007ff80b259773 (__TEXT,__text) external _check_primality
00007ff80b254be4 (__TEXT,__text) external _chm_config_destroy
00007ff80b254bb9 (__TEXT,__text) external _chm_config_new
00007ff80b254bf2 (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff80b2553cb (__TEXT,__text) external _chm_destroy
00007ff80b255104 (__TEXT,__text) external _chm_dump
00007ff80b25522c (__TEXT,__text) external _chm_load
00007ff80b254c25 (__TEXT,__text) external _chm_new
00007ff80b25a3be (__TEXT,__text) non-external _chm_new.cold.1
00007ff80b255418 (__TEXT,__text) external _chm_pack
00007ff80b2554c6 (__TEXT,__text) external _chm_packed_size
00007ff80b255353 (__TEXT,__text) external _chm_search
00007ff80b25551d (__TEXT,__text) external _chm_search_packed
00007ff80b255032 (__TEXT,__text) non-external _chm_traverse
00007ff80b255ddb (__TEXT,__text) external _cmph_config_destroy
00007ff80b25a51b (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff80b255bc3 (__TEXT,__text) external _cmph_config_new
00007ff80b25a4b2 (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff80b255bf4 (__TEXT,__text) external _cmph_config_set_algo
00007ff80b25a4d5 (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff80b25a4f8 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff80b255d5a (__TEXT,__text) external _cmph_config_set_b
00007ff80b255f1c (__TEXT,__text) external _cmph_config_set_graphsize
00007ff80b255ea1 (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff80b255dac (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff80b255dca (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff80b255d49 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff80b255d38 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff80b255e98 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff80b2561fd (__TEXT,__text) external _cmph_destroy
00007ff80b25a5ca (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff80b25601c (__TEXT,__text) external _cmph_dump
00007ff80b25a561 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff842309cb0 (__DATA,__data) external _cmph_hash_names
00007ff80b2558dc (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff80b2559e0 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff80b2555e4 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff80b25a3e0 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff80b25587a (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff80b255884 (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff80b25a403 (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff80b2558d2 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff80b2559ff (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff80b25a46c (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff80b25a48f (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff80b255b03 (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff80b255b22 (__TEXT,__text) external _cmph_io_vector_adapter
00007ff80b255ba4 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff80b255908 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff80b25a426 (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff80b25a449 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff80b256098 (__TEXT,__text) external _cmph_load
00007ff80b25a584 (__TEXT,__text) non-external _cmph_load.cold.1
00007ff842309c60 (__DATA,__data) external _cmph_names
00007ff80b255f27 (__TEXT,__text) external _cmph_new
00007ff80b25a53e (__TEXT,__text) non-external _cmph_new.cold.1
00007ff80b256278 (__TEXT,__text) external _cmph_pack
00007ff80b25a5ed (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff80b2562fc (__TEXT,__text) external _cmph_packed_size
00007ff80b25a610 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff80b256174 (__TEXT,__text) external _cmph_search
00007ff80b25a5a7 (__TEXT,__text) non-external _cmph_search.cold.1
00007ff80b256378 (__TEXT,__text) external _cmph_search_packed
00007ff80b25a633 (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff80b2561f4 (__TEXT,__text) external _cmph_size
00007ff80b2565d8 (__TEXT,__text) external _compressed_rank_destroy
00007ff80b256886 (__TEXT,__text) external _compressed_rank_dump
00007ff80b256604 (__TEXT,__text) external _compressed_rank_generate
00007ff80b25685b (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff80b2565af (__TEXT,__text) external _compressed_rank_init
00007ff80b25696b (__TEXT,__text) external _compressed_rank_load
00007ff80b2569f3 (__TEXT,__text) external _compressed_rank_pack
00007ff80b256a52 (__TEXT,__text) external _compressed_rank_packed_size
00007ff80b256768 (__TEXT,__text) external _compressed_rank_query
00007ff80b256a7e (__TEXT,__text) external _compressed_rank_query_packed
00007ff80b256baa (__TEXT,__text) external _compressed_seq_destroy
00007ff80b256fee (__TEXT,__text) external _compressed_seq_dump
00007ff80b256be1 (__TEXT,__text) external _compressed_seq_generate
00007ff80b256e76 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff80b256b7c (__TEXT,__text) external _compressed_seq_init
00007ff80b257111 (__TEXT,__text) external _compressed_seq_load
00007ff80b2571e7 (__TEXT,__text) external _compressed_seq_pack
00007ff80b257246 (__TEXT,__text) external _compressed_seq_packed_size
00007ff80b256eae (__TEXT,__text) external _compressed_seq_query
00007ff80b25a656 (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff80b25727d (__TEXT,__text) external _compressed_seq_query_packed
00007ff80b258c1c (__TEXT,__text) non-external _cyclic_del_edge
00007ff80b258ad3 (__TEXT,__text) non-external _del_edge_point
00007ff80b25a9dd (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff80b258739 (__TEXT,__text) external _fch_buckets_destroy
00007ff80b25a8f6 (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff80b25857c (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff80b25a893 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff80b25a8b4 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff80b2584f2 (__TEXT,__text) external _fch_buckets_get_key
00007ff80b25a7c9 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff80b25a7ea (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff80b25a80b (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff80b25852e (__TEXT,__text) external _fch_buckets_get_keylength
00007ff80b25a82e (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff80b25a84f (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff80b25a870 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff80b25856a (__TEXT,__text) external _fch_buckets_get_max_size
00007ff80b258573 (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff80b2584cb (__TEXT,__text) external _fch_buckets_get_size
00007ff80b25a785 (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff80b25a7a6 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff80b2583dc (__TEXT,__text) external _fch_buckets_insert
00007ff80b25a6ff (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff80b25a720 (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff80b25a741 (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff80b25a762 (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff80b2583af (__TEXT,__text) external _fch_buckets_is_empty
00007ff80b25a6bb (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff80b25a6dc (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff80b258353 (__TEXT,__text) external _fch_buckets_new
00007ff80b25a679 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff80b25a69a (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff80b25867e (__TEXT,__text) external _fch_buckets_print
00007ff80b25a8d5 (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff80b257483 (__TEXT,__text) external _fch_calc_b
00007ff80b2574d4 (__TEXT,__text) external _fch_calc_p1
00007ff80b2574ef (__TEXT,__text) external _fch_calc_p2
00007ff80b25740c (__TEXT,__text) external _fch_config_destroy
00007ff80b2573d9 (__TEXT,__text) external _fch_config_new
00007ff80b25741a (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff80b2580a3 (__TEXT,__text) external _fch_destroy
00007ff80b257d58 (__TEXT,__text) external _fch_dump
00007ff80b257e9a (__TEXT,__text) external _fch_load
00007ff80b25750a (__TEXT,__text) external _fch_new
00007ff80b2580e0 (__TEXT,__text) external _fch_pack
00007ff80b2581d0 (__TEXT,__text) external _fch_packed_size
00007ff80b25800f (__TEXT,__text) external _fch_search
00007ff80b258220 (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff80b258f30 (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80b25898f (__TEXT,__text) external _graph_add_edge
00007ff80b25a917 (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff80b25a938 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff80b25a959 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff80b25a97a (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff80b258856 (__TEXT,__text) external _graph_clear_edges
00007ff80b258e31 (__TEXT,__text) external _graph_contains_edge
00007ff80b258a9c (__TEXT,__text) external _graph_del_edge
00007ff80b2588ac (__TEXT,__text) external _graph_destroy
00007ff80b258a02 (__TEXT,__text) external _graph_edge_id
00007ff80b25a99b (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff80b25a9bc (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff80b258b7c (__TEXT,__text) external _graph_is_cyclic
00007ff80b258eda (__TEXT,__text) external _graph_ncritical_nodes
00007ff80b258ee3 (__TEXT,__text) external _graph_neighbors_it
00007ff80b2587d6 (__TEXT,__text) external _graph_new
00007ff80b258ef9 (__TEXT,__text) external _graph_next_neighbor
00007ff80b258cb0 (__TEXT,__text) external _graph_node_is_critical
00007ff80b258cd8 (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff80b2588e7 (__TEXT,__text) external _graph_print
00007ff80b258ec7 (__TEXT,__text) external _graph_vertex_id
00007ff80b258fe2 (__TEXT,__text) external _hash
00007ff80b25aa21 (__TEXT,__text) non-external _hash.cold.1
00007ff80b2591d6 (__TEXT,__text) external _hash_get_type
00007ff80b2591a5 (__TEXT,__text) external _hash_packed
00007ff80b25ab0c (__TEXT,__text) non-external _hash_packed.cold.1
00007ff80b2590f3 (__TEXT,__text) external _hash_state_copy
00007ff80b25aa84 (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff80b25916b (__TEXT,__text) external _hash_state_destroy
00007ff80b25aaa5 (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff80b25900a (__TEXT,__text) external _hash_state_dump
00007ff80b25aa63 (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff80b259116 (__TEXT,__text) external _hash_state_load
00007ff80b258fc6 (__TEXT,__text) external _hash_state_new
00007ff80b25aa00 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff80b25917f (__TEXT,__text) external _hash_state_pack
00007ff80b25aac6 (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff80b259193 (__TEXT,__text) external _hash_state_packed_size
00007ff80b25aae9 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff80b258ff6 (__TEXT,__text) external _hash_vector
00007ff80b25aa42 (__TEXT,__text) non-external _hash_vector.cold.1
00007ff80b2591bc (__TEXT,__text) external _hash_vector_packed
00007ff80b25ab2f (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff80b25921f (__TEXT,__text) external _jenkins_hash
00007ff80b2595ce (__TEXT,__text) external _jenkins_hash_packed
00007ff80b259514 (__TEXT,__text) external _jenkins_hash_vector_
00007ff80b259612 (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff80b259565 (__TEXT,__text) external _jenkins_state_copy
00007ff80b259215 (__TEXT,__text) external _jenkins_state_destroy
00007ff80b259521 (__TEXT,__text) external _jenkins_state_dump
00007ff80b259589 (__TEXT,__text) external _jenkins_state_load
00007ff80b2591e0 (__TEXT,__text) external _jenkins_state_new
00007ff80b2595ae (__TEXT,__text) external _jenkins_state_pack
00007ff80b2595c3 (__TEXT,__text) external _jenkins_state_packed_size
00007ff80b255962 (__TEXT,__text) non-external _key_byte_vector_read
00007ff80b255863 (__TEXT,__text) non-external _key_nlfile_dispose
00007ff80b25570d (__TEXT,__text) non-external _key_nlfile_read
00007ff80b255870 (__TEXT,__text) non-external _key_nlfile_rewind
00007ff80b255a9a (__TEXT,__text) non-external _key_struct_vector_read
00007ff80b255af6 (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff80b2559c6 (__TEXT,__text) non-external _key_vector_dispose
00007ff80b255b4e (__TEXT,__text) non-external _key_vector_read
00007ff80b2559d3 (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff80b25aed0 (__TEXT,__const) non-external _lookup_table
00007ff80b25965a (__TEXT,__text) external _lsmap_append
00007ff80b25973d (__TEXT,__text) external _lsmap_destroy
00007ff80b2596e8 (__TEXT,__text) external _lsmap_foreach_key
00007ff80b259712 (__TEXT,__text) external _lsmap_foreach_value
00007ff80b25961e (__TEXT,__text) external _lsmap_new
00007ff80b2596a8 (__TEXT,__text) external _lsmap_search
00007ff80b259649 (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80b25744d (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff80b2549dc (__TEXT,__text) non-external _place_bucket_probe
00007ff80b25aec8 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff80b25b680 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
00007ff80b2599b7 (__TEXT,__text) external _select_destroy
00007ff80b259c25 (__TEXT,__text) external _select_dump
00007ff80b2599e0 (__TEXT,__text) external _select_generate
00007ff80b259999 (__TEXT,__text) external _select_get_space_usage
00007ff80b259985 (__TEXT,__text) external _select_init
00007ff80b259cd0 (__TEXT,__text) external _select_load
00007ff80b25b780 (__TEXT,__const) non-external _select_lookup_table
00007ff80b259bbf (__TEXT,__text) external _select_next_query
00007ff80b259e95 (__TEXT,__text) external _select_next_query_packed
00007ff80b259d92 (__TEXT,__text) external _select_pack
00007ff80b259df1 (__TEXT,__text) external _select_packed_size
00007ff80b259b4b (__TEXT,__text) external _select_query
00007ff80b259e10 (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff80b25aea8 (__TEXT,__const) non-external _valuemask
00007ff80b259ffa (__TEXT,__text) external _vqueue_destroy
00007ff80b259f54 (__TEXT,__text) external _vqueue_insert
00007ff80b25ab52 (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff80b259f43 (__TEXT,__text) external _vqueue_is_empty
00007ff80b259efc (__TEXT,__text) external _vqueue_new
00007ff80b259f9c (__TEXT,__text) external _vqueue_print
00007ff80b259f79 (__TEXT,__text) external _vqueue_remove
00007ff80b25ab73 (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff80b25a042 (__TEXT,__text) external _vstack_destroy
00007ff80b25abb5 (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff80b25a12c (__TEXT,__text) external _vstack_empty
00007ff80b25acbd (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff80b25a019 (__TEXT,__text) external _vstack_new
00007ff80b25ab94 (__TEXT,__text) non-external _vstack_new.cold.1
00007ff80b25a0e9 (__TEXT,__text) external _vstack_pop
00007ff80b25ac39 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff80b25ac5a (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff80b25a06c (__TEXT,__text) external _vstack_push
00007ff80b25abd6 (__TEXT,__text) non-external _vstack_push.cold.1
00007ff80b25a09d (__TEXT,__text) external _vstack_reserve
00007ff80b25abf7 (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff80b25ac18 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff80b25a144 (__TEXT,__text) external _vstack_size
00007ff80b25a108 (__TEXT,__text) external _vstack_top
00007ff80b25ac7b (__TEXT,__text) non-external _vstack_top.cold.1
00007ff80b25ac9c (__TEXT,__text) non-external _vstack_top.cold.2
