00007ffa18135f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1813092a (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa18134f7f (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1812c8dd (__TEXT,__text) external _glFrontFace
00007ffa1812c8f9 (__TEXT,__text) external _glFrustum
00007ffa1812f884 (__TEXT,__text) external _glGenBuffers
00007ffa18133e4f (__TEXT,__text) external _glGenBuffersARB
00007ffa18135967 (__TEXT,__text) external _glGenFencesAPPLE
00007ffa18130790 (__TEXT,__text) external _glGenFramebuffers
00007ffa18134da0 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1812c913 (__TEXT,__text) external _glGenLists
00007ffa1813215c (__TEXT,__text) external _glGenProgramPipelines
00007ffa18132be1 (__TEXT,__text) external _glGenProgramsARB
00007ffa1812f74d (__TEXT,__text) external _glGenQueries
00007ffa18133d18 (__TEXT,__text) external _glGenQueriesARB
00007ffa181306d2 (__TEXT,__text) external _glGenRenderbuffers
00007ffa18134ce2 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa18131653 (__TEXT,__text) external _glGenSamplers
00007ffa1812c92f (__TEXT,__text) external _glGenTextures
00007ffa18131e0e (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa181309d5 (__TEXT,__text) external _glGenVertexArrays
00007ffa18135ae8 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa18130895 (__TEXT,__text) external _glGenerateMipmap
00007ffa18134ea5 (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa181304c8 (__TEXT,__text) external _glGetActiveAttrib
00007ffa181344a8 (__TEXT,__text) external _glGetActiveAttribARB
00007ffa18131cf8 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa18131cc4 (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa18131c9d (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa181303fe (__TEXT,__text) external _glGetActiveUniform
00007ffa181343e8 (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1813126c (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa18131248 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa18131202 (__TEXT,__text) external _glGetActiveUniformName
00007ffa181311da (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa181343a2 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1813036d (__TEXT,__text) external _glGetAttachedShaders
00007ffa181304fb (__TEXT,__text) external _glGetAttribLocation
00007ffa181344d9 (__TEXT,__text) external _glGetAttribLocationARB
00007ffa181350e3 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa18130a37 (__TEXT,__text) external _glGetBooleani_v
00007ffa1812c94e (__TEXT,__text) external _glGetBooleanv
00007ffa181315ca (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1812f96b (__TEXT,__text) external _glGetBufferParameteriv
00007ffa18133f36 (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1812f98d (__TEXT,__text) external _glGetBufferPointerv
00007ffa18133f58 (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1812f90b (__TEXT,__text) external _glGetBufferSubData
00007ffa18133ed6 (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1812c96d (__TEXT,__text) external _glGetClipPlane
00007ffa1812e799 (__TEXT,__text) external _glGetColorTable
00007ffa18134891 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1812e7bd (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa181348b5 (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1812e7df (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa181348d7 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa18135eb1 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa18135eb7 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa18135ebd (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa18135ec3 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa18135edb (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1812f1c1 (__TEXT,__text) external _glGetCompressedTexImage
00007ffa18133ad1 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1812e99e (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1812e9c2 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1812e9e4 (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa18132b82 (__TEXT,__text) external _glGetDoublei_v
00007ffa1812c98c (__TEXT,__text) external _glGetDoublev
00007ffa1812c9ab (__TEXT,__text) external _glGetError
00007ffa18135ec9 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa18135ecf (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa18132b60 (__TEXT,__text) external _glGetFloati_v
00007ffa1812c9c2 (__TEXT,__text) external _glGetFloatv
00007ffa18131634 (__TEXT,__text) external _glGetFragDataIndex
00007ffa18130f2f (__TEXT,__text) external _glGetFragDataLocation
00007ffa181355ab (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa18130871 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa18134e81 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa18133f97 (__TEXT,__text) external _glGetHandleARB
00007ffa1812ea77 (__TEXT,__text) external _glGetHistogram
00007ffa1812ea9e (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1812eac0 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa1813437c (__TEXT,__text) external _glGetInfoLogARB
00007ffa181315a8 (__TEXT,__text) external _glGetInteger64i_v
00007ffa181314b9 (__TEXT,__text) external _glGetInteger64v
00007ffa181350c1 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa18130a59 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1812c9e1 (__TEXT,__text) external _glGetIntegerv
00007ffa18134718 (__TEXT,__text) external _glGetInternalformativ
00007ffa1812ca00 (__TEXT,__text) external _glGetLightfv
00007ffa1812ca22 (__TEXT,__text) external _glGetLightiv
00007ffa1812ca44 (__TEXT,__text) external _glGetMapdv
00007ffa1812ca66 (__TEXT,__text) external _glGetMapfv
00007ffa1812ca88 (__TEXT,__text) external _glGetMapiv
00007ffa1812caaa (__TEXT,__text) external _glGetMaterialfv
00007ffa1812cacc (__TEXT,__text) external _glGetMaterialiv
00007ffa1812eae2 (__TEXT,__text) external _glGetMinmax
00007ffa1812eb09 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1812eb2b (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa18131568 (__TEXT,__text) external _glGetMultisamplefv
00007ffa181346cb (__TEXT,__text) external _glGetNamedStringARB
00007ffa181346f3 (__TEXT,__text) external _glGetNamedStringivARB
00007ffa1813579f (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa18134336 (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa18135caf (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa18134359 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1812caee (__TEXT,__text) external _glGetPixelMapfv
00007ffa1812cb0d (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1812cb2c (__TEXT,__text) external _glGetPixelMapusv
00007ffa1812cb4b (__TEXT,__text) external _glGetPointerv
00007ffa1812cb6a (__TEXT,__text) external _glGetPolygonStipple
00007ffa18132052 (__TEXT,__text) external _glGetProgramBinary
00007ffa181332b2 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa181332d4 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa181303b7 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa181332f6 (__TEXT,__text) external _glGetProgramLocalParameterdvARB
