00007ff8150a1c05 (__TEXT,__const) non-external _KW_ANY
00007ff81508916c (__TEXT,__text) external _XML_SetProcessingInstructionHandler
00007ff815089f23 (__TEXT,__text) external _XML_SetReparseDeferralEnabled
00007ff815088ff7 (__TEXT,__text) external _XML_SetReturnNSTriplet
00007ff8150892da (__TEXT,__text) external _XML_SetSkippedEntityHandler
00007ff8150891a9 (__TEXT,__text) external _XML_SetStartCdataSectionHandler
00007ff815089218 (__TEXT,__text) external _XML_SetStartDoctypeDeclHandler
00007ff815089139 (__TEXT,__text) external _XML_SetStartElementHandler
00007ff815089279 (__TEXT,__text) external _XML_SetStartNamespaceDeclHandler
00007ff8150892ec (__TEXT,__text) external _XML_SetUnknownEncodingHandler
00007ff81508923c (__TEXT,__text) external _XML_SetUnparsedEntityDeclHandler
00007ff81508901a (__TEXT,__text) external _XML_SetUserData
00007ff81508933b (__TEXT,__text) external _XML_SetXmlDeclHandler
00007ff8150899c3 (__TEXT,__text) external _XML_StopParser
00007ff8150a0a16 (__TEXT,__text) non-external _XML_StopParser.cold.1
00007ff815088fc6 (__TEXT,__text) external _XML_UseForeignDTD
00007ff815088fb7 (__TEXT,__text) external _XML_UseParserAsHandlerArg
00007ff815094060 (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncoding
00007ff81509458e (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncodingNS
00007ff815094053 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncoding
00007ff815094581 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncodingNS
00007ff81509406d (__TEXT,__text) non-external (was a private external) _XmlInitEncoding
00007ff81509459b (__TEXT,__text) non-external (was a private external) _XmlInitEncodingNS
00007ff815093ae4 (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncoding
00007ff81509477b (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncodingNS
00007ff815094168 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDecl
00007ff815094635 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDeclNS
00007ff815092184 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInit
00007ff815092268 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInitExternalEntity
00007ff815093ad9 (__TEXT,__text) non-external (was a private external) _XmlSizeOfUnknownEncoding
00007ff815093a8d (__TEXT,__text) non-external (was a private external) _XmlUtf16Encode
00007ff8150939d1 (__TEXT,__text) non-external (was a private external) _XmlUtf8Encode
00007ff81509393c (__TEXT,__text) non-external (was a private external) __INTERNAL_trim_to_complete_utf8_characters
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff81508c590 (__TEXT,__text) non-external _accountingDiffTolerated
00007ff8150a0b0b (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
00007ff81508e011 (__TEXT,__text) non-external _accountingGetCurrentAmplification
00007ff8150a0bdd (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
00007ff81508e0aa (__TEXT,__text) non-external _accountingReportStats
00007ff815090a1c (__TEXT,__text) non-external _addBinding
00007ff8150a28c0 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
00007ff8150a28f0 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
00007ff815090f02 (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00007ff841816278 (__DATA_CONST,__const) non-external _ascii_encoding
00007ff841816f68 (__DATA_CONST,__const) non-external _ascii_encoding_ns
00007ff81509c79c (__TEXT,__text) non-external _ascii_toUtf8
00007ff815092779 (__TEXT,__text) non-external _attlist0
00007ff815092e75 (__TEXT,__text) non-external _attlist1
00007ff815092ee5 (__TEXT,__text) non-external _attlist2
00007ff8150a1b98 (__TEXT,__const) non-external _attlist2.types.rel
00007ff815093116 (__TEXT,__text) non-external _attlist3
00007ff815093244 (__TEXT,__text) non-external _attlist4
00007ff8150930d0 (__TEXT,__text) non-external _attlist5
00007ff8150931aa (__TEXT,__text) non-external _attlist6
00007ff8150931f0 (__TEXT,__text) non-external _attlist7
00007ff815092fdd (__TEXT,__text) non-external _attlist8
00007ff815093164 (__TEXT,__text) non-external _attlist9
00007ff81509e128 (__TEXT,__text) non-external _big2_attributeValueTok
00007ff81509dcf8 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff81509e874 (__TEXT,__text) non-external _big2_charRefNumber
00007ff81509fb38 (__TEXT,__text) non-external _big2_checkPiTarget
00007ff81509d01c (__TEXT,__text) non-external _big2_contentTok
00007ff841816618 (__DATA_CONST,__const) non-external _big2_encoding
00007ff841817308 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff81509e260 (__TEXT,__text) non-external _big2_entityValueTok
00007ff81509e4a1 (__TEXT,__text) non-external _big2_getAtts
00007ff81509df80 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff81509eb08 (__TEXT,__text) non-external _big2_isPublicId
00007ff81509e3d9 (__TEXT,__text) non-external _big2_nameLength
00007ff81509e394 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff81509e93f (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff81509c7d1 (__TEXT,__text) non-external _big2_prologTok
00007ff81509ff2c (__TEXT,__text) non-external _big2_scanAtts
00007ff8150a2353 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff81509f9d0 (__TEXT,__text) non-external _big2_scanComment
00007ff81509ef0c (__TEXT,__text) non-external _big2_scanDecl
00007ff81509edcd (__TEXT,__text) non-external _big2_scanLit
00007ff81509f4d8 (__TEXT,__text) non-external _big2_scanPercent
00007ff81509f050 (__TEXT,__text) non-external _big2_scanPi
00007ff81509f758 (__TEXT,__text) non-external _big2_scanPoundName
00007ff81509fbb2 (__TEXT,__text) non-external _big2_scanRef
00007ff81509e465 (__TEXT,__text) non-external _big2_skipS
00007ff81509ed5f (__TEXT,__text) non-external _big2_toUtf16
00007ff81509eb97 (__TEXT,__text) non-external _big2_toUtf8
00007ff81509ea2a (__TEXT,__text) non-external _big2_updatePosition
00007ff8150898b9 (__TEXT,__text) non-external _callProcessor
00007ff81509083c (__TEXT,__text) non-external _cdataSectionProcessor
00007ff815093db7 (__TEXT,__text) non-external _checkCharRefNumber
00007ff815092beb (__TEXT,__text) non-external _condSect0
00007ff815092c8e (__TEXT,__text) non-external _condSect1
00007ff815092cce (__TEXT,__text) non-external _condSect2
00007ff81508cee4 (__TEXT,__text) non-external _contentProcessor
00007ff815091f5f (__TEXT,__text) non-external _copyEntityTable
00007ff8150881ad (__TEXT,__text) non-external _copyString
00007ff815092aee (__TEXT,__text) non-external _declClose
00007ff81508d28e (__TEXT,__text) non-external _defineAttribute
00007ff815088f18 (__TEXT,__text) non-external _destroyBindings
00007ff81509055c (__TEXT,__text) non-external _doCdataSection
00007ff81508e3b8 (__TEXT,__text) non-external _doContent
00007ff81508d780 (__TEXT,__text) non-external _doIgnoreSection
00007ff8150941a9 (__TEXT,__text) non-external _doParseXmlDecl
00007ff81508a4d6 (__TEXT,__text) non-external _doProlog
00007ff8150a162a (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff8150a1647 (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff8150a1640 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff8150a1630 (__TEXT,__const) non-external _doProlog.atypeID
00007ff8150a1633 (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff8150a1639 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff8150a1650 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff8150a1658 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff8150a0ac5 (__TEXT,__text) non-external _doProlog.cold.1
00007ff8150a0ae8 (__TEXT,__text) non-external _doProlog.cold.2
00007ff8150a1661 (__TEXT,__const) non-external _doProlog.enumValueSep
00007ff8150a1663 (__TEXT,__const) non-external _doProlog.enumValueStart
00007ff8150a27c0 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff815092360 (__TEXT,__text) non-external _doctype0
00007ff8150923b3 (__TEXT,__text) non-external _doctype1
00007ff8150926da (__TEXT,__text) non-external _doctype2
00007ff815092694 (__TEXT,__text) non-external _doctype3
00007ff8150938e0 (__TEXT,__text) non-external _doctype4
00007ff815092850 (__TEXT,__text) non-external _doctype5
00007ff8150927c4 (__TEXT,__text) non-external _element0
00007ff815093298 (__TEXT,__text) non-external _element1
00007ff815093366 (__TEXT,__text) non-external _element2
00007ff815093468 (__TEXT,__text) non-external _element3
00007ff815093688 (__TEXT,__text) non-external _element4
00007ff8150936d3 (__TEXT,__text) non-external _element5
00007ff8150934e7 (__TEXT,__text) non-external _element6
00007ff8150935b8 (__TEXT,__text) non-external _element7
00007ff841816240 (__DATA_CONST,__const) non-external _encodings
00007ff841816d60 (__DATA_CONST,__const) non-external _encodingsNS
00007ff815092720 (__TEXT,__text) non-external _entity0
00007ff815092896 (__TEXT,__text) non-external _entity1
00007ff815092b3b (__TEXT,__text) non-external _entity10
00007ff8150928dc (__TEXT,__text) non-external _entity2
00007ff815092d57 (__TEXT,__text) non-external _entity3
00007ff815092d11 (__TEXT,__text) non-external _entity4
00007ff815092d9d (__TEXT,__text) non-external _entity5
00007ff815092e27 (__TEXT,__text) non-external _entity6
00007ff81509299f (__TEXT,__text) non-external _entity7
00007ff815092aa8 (__TEXT,__text) non-external _entity8
00007ff815092a62 (__TEXT,__text) non-external _entity9
00007ff81508dd9d (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff8150918c7 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff8150a0c23 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff815091b9c (__TEXT,__text) non-external _entityValueInitProcessor
00007ff815091e26 (__TEXT,__text) non-external _entityValueProcessor
00007ff81509034b (__TEXT,__text) non-external _epilogProcessor
00007ff8150923ab (__TEXT,__text) non-external _error
00007ff8150899b7 (__TEXT,__text) non-external _errorProcessor
00007ff815087e47 (__TEXT,__text) non-external _expat_free
00007ff8150a09ad (__TEXT,__text) non-external _expat_free.cold.1
00007ff8150a09d0 (__TEXT,__text) non-external _expat_free.cold.2
00007ff815089f8f (__TEXT,__text) non-external _expat_heap_increase_tolerable
00007ff8150a0a5c (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.1
00007ff8150a0a7f (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.2
00007ff8150a0aa2 (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.3
00007ff81508a158 (__TEXT,__text) non-external _expat_malloc
00007ff81508d97c (__TEXT,__text) non-external _expat_realloc
00007ff8150a0b51 (__TEXT,__text) non-external _expat_realloc.cold.1
00007ff8150a0b74 (__TEXT,__text) non-external _expat_realloc.cold.2
00007ff8150a0b97 (__TEXT,__text) non-external _expat_realloc.cold.3
00007ff8150a0bba (__TEXT,__text) non-external _expat_realloc.cold.4
00007ff815090ea0 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff815088e34 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff8150919bd (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff815091aa5 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff815088e85 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff815091d26 (__TEXT,__text) non-external _externalParEntProcessor
00007ff815092280 (__TEXT,__text) non-external _externalSubset0
00007ff815092b90 (__TEXT,__text) non-external _externalSubset1
00007ff81509447c (__TEXT,__text) non-external _findEncoding
00007ff815094676 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8150902f3 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff8150a0cc0 (__TEXT,__const) non-external (was a private external) _g_reparseDeferralEnabledDefault
00007ff81508cfd0 (__TEXT,__text) non-external _getAttributeId
00007ff81508f2ba (__TEXT,__text) non-external _getContext
00007ff81508a0e7 (__TEXT,__text) non-external _getDebugLevel
00007ff81508cf45 (__TEXT,__text) non-external _getElementType
00007ff8150940c6 (__TEXT,__text) non-external _getEncodingIndex
00007ff841816210 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff81508a3b4 (__TEXT,__text) non-external _handleUnknownEncoding
00007ff81508e10e (__TEXT,__text) non-external _hash
00007ff815091ece (__TEXT,__text) non-external _hashTableClear
00007ff815091f18 (__TEXT,__text) non-external _hashTableDestroy
00007ff81508d900 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff8150a1670 (__TEXT,__const) non-external _implicitContext
00007ff81509c5ba (__TEXT,__text) non-external _initScan
00007ff815094135 (__TEXT,__text) non-external _initScanContent
00007ff815094613 (__TEXT,__text) non-external _initScanContentNS
00007ff815094116 (__TEXT,__text) non-external _initScanProlog
00007ff8150945f4 (__TEXT,__text) non-external _initScanPrologNS
00007ff815094157 (__TEXT,__text) non-external _initUpdatePosition
00007ff81508a2e8 (__TEXT,__text) non-external _initializeEncoding
00007ff815091714 (__TEXT,__text) non-external _internalEntityProcessor
00007ff8150a0c00 (__TEXT,__text) non-external _internalEntityProcessor.cold.1
00007ff81509248c (__TEXT,__text) non-external _internalSubset
00007ff841816040 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff841816b88 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff841815e70 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff8418169b8 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff8150985b8 (__TEXT,__text) non-external _isNever
00007ff841815ca0 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff841816d98 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff815096aa5 (__TEXT,__text) non-external _latin1_toUtf16
00007ff815096a22 (__TEXT,__text) non-external _latin1_toUtf8
00007ff81509a048 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff815099c20 (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff81509a794 (__TEXT,__text) non-external _little2_charRefNumber
00007ff81509ba50 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff815098f5c (__TEXT,__text) non-external _little2_contentTok
00007ff8418167e8 (__DATA_CONST,__const) non-external _little2_encoding
00007ff8418174d8 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff81509a180 (__TEXT,__text) non-external _little2_entityValueTok
00007ff81509a3c0 (__TEXT,__text) non-external _little2_getAtts
00007ff815099ea4 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff81509aa28 (__TEXT,__text) non-external _little2_isPublicId
00007ff81509a2f9 (__TEXT,__text) non-external _little2_nameLength
00007ff81509a2b4 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff81509a85f (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff81509871e (__TEXT,__text) non-external _little2_prologTok
00007ff81509be44 (__TEXT,__text) non-external _little2_scanAtts
00007ff81509b8e8 (__TEXT,__text) non-external _little2_scanComment
00007ff81509ae20 (__TEXT,__text) non-external _little2_scanDecl
00007ff81509ace6 (__TEXT,__text) non-external _little2_scanLit
00007ff81509b3ec (__TEXT,__text) non-external _little2_scanPercent
00007ff81509af64 (__TEXT,__text) non-external _little2_scanPi
00007ff81509b674 (__TEXT,__text) non-external _little2_scanPoundName
00007ff81509baca (__TEXT,__text) non-external _little2_scanRef
00007ff81509a384 (__TEXT,__text) non-external _little2_skipS
00007ff81509ac77 (__TEXT,__text) non-external _little2_toUtf16
00007ff81509aaaf (__TEXT,__text) non-external _little2_toUtf8
00007ff81509a94a (__TEXT,__text) non-external _little2_updatePosition
00007ff81508cb5d (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff8150a2220 (__TEXT,__const) non-external _namePages
00007ff8150a1c20 (__TEXT,__const) non-external _namingBitmap
00007ff81508db62 (__TEXT,__text) non-external _nextScaffoldPart
00007ff8150a2120 (__TEXT,__const) non-external _nmstrtPages
00007ff815096108 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff815095cb8 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff8150966e8 (__TEXT,__text) non-external _normal_charRefNumber
00007ff815097878 (__TEXT,__text) non-external _normal_checkPiTarget
00007ff815095088 (__TEXT,__text) non-external _normal_contentTok
00007ff815096244 (__TEXT,__text) non-external _normal_entityValueTok
00007ff8150963f9 (__TEXT,__text) non-external _normal_getAtts
00007ff815095f60 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff8150969a4 (__TEXT,__text) non-external _normal_isPublicId
00007ff815096394 (__TEXT,__text) non-external _normal_nameLength
00007ff815096358 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff815096850 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff815094792 (__TEXT,__text) non-external _normal_prologTok
00007ff815097bf2 (__TEXT,__text) non-external _normal_scanAtts
00007ff815097700 (__TEXT,__text) non-external _normal_scanComment
00007ff815096c50 (__TEXT,__text) non-external _normal_scanDecl
00007ff815096ae7 (__TEXT,__text) non-external _normal_scanLit
00007ff81509718c (__TEXT,__text) non-external _normal_scanPercent
00007ff815096d74 (__TEXT,__text) non-external _normal_scanPi
00007ff815097434 (__TEXT,__text) non-external _normal_scanPoundName
00007ff8150978de (__TEXT,__text) non-external _normal_scanRef
00007ff8150963d1 (__TEXT,__text) non-external _normal_skipS
00007ff8150968e2 (__TEXT,__text) non-external _normal_updatePosition
00007ff815091979 (__TEXT,__text) non-external _normalizeLines
00007ff81508ce83 (__TEXT,__text) non-external _normalizePublicId
00007ff81509280f (__TEXT,__text) non-external _notation0
00007ff815093730 (__TEXT,__text) non-external _notation1
00007ff815093827 (__TEXT,__text) non-external _notation2
00007ff8150937d9 (__TEXT,__text) non-external _notation3
00007ff81509386d (__TEXT,__text) non-external _notation4
00007ff8150a05fc (__TEXT,__text) non-external _parsePseudoAttribute
00007ff81508756f (__TEXT,__text) non-external _parserCreate
00007ff8150a098a (__TEXT,__text) non-external _parserCreate.cold.1
00007ff815087f5f (__TEXT,__text) non-external _parserInit
00007ff81508d21c (__TEXT,__text) non-external _poolAppend
00007ff815089080 (__TEXT,__text) non-external _poolCopyString
00007ff815088f65 (__TEXT,__text) non-external _poolDestroy
00007ff81508d3bc (__TEXT,__text) non-external _poolGrow
00007ff81508cb16 (__TEXT,__text) non-external _poolStoreString
00007ff81508dca6 (__TEXT,__text) non-external _processEntity
00007ff81508c7a3 (__TEXT,__text) non-external _processXmlDecl
00007ff8150921a9 (__TEXT,__text) non-external _prolog0
00007ff8150922a0 (__TEXT,__text) non-external _prolog1
00007ff815092608 (__TEXT,__text) non-external _prolog2
00007ff81508a297 (__TEXT,__text) non-external _prologInitProcessor
00007ff81508a343 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff81508df42 (__TEXT,__text) non-external _reportComment
00007ff815089d46 (__TEXT,__text) non-external _reportDefault
00007ff81508ddf2 (__TEXT,__text) non-external _reportProcessingInstruction
00007ff81508889a (__TEXT,__text) non-external _setContext
00007ff8150908f2 (__TEXT,__text) non-external _setElementTypePrefix
00007ff81508e280 (__TEXT,__text) non-external _sip24_final
00007ff81508e1db (__TEXT,__text) non-external _sip24_update
00007ff81508e360 (__TEXT,__text) non-external _sip_round
00007ff81508949c (__TEXT,__text) non-external _startParsing
00007ff81508d5bc (__TEXT,__text) non-external _storeAttributeValue
00007ff8150a0b2e (__TEXT,__text) non-external _storeAttributeValue.cold.1
00007ff81508f656 (__TEXT,__text) non-external _storeAtts
00007ff8150912ec (__TEXT,__text) non-external _storeEntityValue
00007ff81508f1d4 (__TEXT,__text) non-external _storeRawNames
00007ff81509c558 (__TEXT,__text) non-external _streqci
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ff815089f47 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff815089f5d (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff815093ea5 (__TEXT,__text) non-external _unknown_isInvalid
00007ff815093e03 (__TEXT,__text) non-external _unknown_isName
00007ff815093e54 (__TEXT,__text) non-external _unknown_isNmstrt
00007ff815093fb5 (__TEXT,__text) non-external _unknown_toUtf16
00007ff815093ed2 (__TEXT,__text) non-external _unknown_toUtf8
00007ff815089f73 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff841816448 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff841817138 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff815098652 (__TEXT,__text) non-external _utf8_isInvalid2
00007ff815098671 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff8150986d6 (__TEXT,__text) non-external _utf8_isInvalid4
00007ff815098526 (__TEXT,__text) non-external _utf8_isName2
00007ff815098569 (__TEXT,__text) non-external _utf8_isName3
