00007ff8400f6990 (__DATA,__data) external _NDR_record
00007ff8010604b8 (__TEXT,__text) external ___pselect_nocancel
00007ff8010604d0 (__TEXT,__text) external ___psynch_cvbroad
00007ff8010604e8 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff801060500 (__TEXT,__text) external ___psynch_cvsignal
00007ff801060518 (__TEXT,__text) external ___psynch_cvwait
00007ff801060530 (__TEXT,__text) external ___psynch_mutexdrop
00007ff801060548 (__TEXT,__text) external ___psynch_mutexwait
00007ff801060560 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff801060578 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff801060590 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff8010605a8 (__TEXT,__text) external ___psynch_rw_unlock
00007ff8010605c0 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff8010605d8 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff8010605f0 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff801060608 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff801060620 (__TEXT,__text) external ___pthread_canceled
00007ff801060638 (__TEXT,__text) external ___pthread_chdir
00007ff801060650 (__TEXT,__text) external ___pthread_fchdir
00007ff801060668 (__TEXT,__text) external ___pthread_kill
00007ff801060680 (__TEXT,__text) external ___pthread_markcancel
00007ff801060698 (__TEXT,__text) external ___pthread_sigmask
00007ff8010606b0 (__TEXT,__text) external ___ptrace
00007ff8010606d4 (__TEXT,__text) external ___pwrite_nocancel
00007ff8010606ec (__TEXT,__text) external ___pwritev_nocancel
00007ff801060704 (__TEXT,__text) external ___read_nocancel
00007ff80106071c (__TEXT,__text) external ___readv_nocancel
00007ff801060734 (__TEXT,__text) external ___reboot
00007ff80106074c (__TEXT,__text) external ___record_system_event
00007ff801060764 (__TEXT,__text) external ___recvfrom
00007ff80106077c (__TEXT,__text) external ___recvfrom_nocancel
00007ff801060794 (__TEXT,__text) external ___recvmsg
00007ff8010607ac (__TEXT,__text) external ___recvmsg_nocancel
00007ff8400f6b28 (__DATA,__bss) non-external ___remove_counter
00007ff8010607c4 (__TEXT,__text) external ___rename
00007ff8010607dc (__TEXT,__text) external ___renameat
00007ff8010607f4 (__TEXT,__text) external ___renameatx_np
00007ff80106080c (__TEXT,__text) external ___rmdir
00007ff80105ff44 (__TEXT,__text) external ___sandbox_me
00007ff801060004 (__TEXT,__text) external ___sandbox_mm
00007ff80106007c (__TEXT,__text) external ___sandbox_ms
00007ff801060064 (__TEXT,__text) external ___sandbox_msp
00007ff801060824 (__TEXT,__text) external ___select
00007ff80106083c (__TEXT,__text) external ___select_nocancel
00007ff801060854 (__TEXT,__text) external ___sem_open
00007ff80106086c (__TEXT,__text) external ___sem_wait_nocancel
00007ff801060884 (__TEXT,__text) external ___semctl
00007ff80106089c (__TEXT,__text) external ___semsys
00007ff8010608b4 (__TEXT,__text) external ___semwait_signal
00007ff8010608cc (__TEXT,__text) external ___semwait_signal_nocancel
00007ff8010608e4 (__TEXT,__text) external ___sendmsg
00007ff8010608fc (__TEXT,__text) external ___sendmsg_nocancel
00007ff801060914 (__TEXT,__text) external ___sendto
00007ff80106092c (__TEXT,__text) external ___sendto_nocancel
00007ff801060944 (__TEXT,__text) external ___setattrlist
00007ff80106095c (__TEXT,__text) external ___setlogin
00007ff801060974 (__TEXT,__text) external ___setpriority
00007ff80106098c (__TEXT,__text) external ___setregid
00007ff8010609a4 (__TEXT,__text) external ___setreuid
00007ff8010609bc (__TEXT,__text) external ___setrlimit
00007ff8010609d4 (__TEXT,__text) external ___setsgroups
00007ff8010609ec (__TEXT,__text) external ___settid
00007ff801060a04 (__TEXT,__text) external ___settid_with_pid
00007ff801060a1c (__TEXT,__text) external ___settimeofday
00007ff801060a34 (__TEXT,__text) external ___setwgroups
00007ff801060a4c (__TEXT,__text) external ___sfi_ctl
00007ff801060a64 (__TEXT,__text) external ___sfi_pidctl
00007ff801060a7c (__TEXT,__text) external ___shared_region_check_np
00007ff801060a94 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff801060aac (__TEXT,__text) external ___shm_open
00007ff801060ac4 (__TEXT,__text) external ___shmctl
00007ff801060adc (__TEXT,__text) external ___shmsys
00007ff801060af4 (__TEXT,__text) external ___sigaction
00007ff801060b0c (__TEXT,__text) external ___sigaltstack
00007ff801060b24 (__TEXT,__text) external ___sigreturn
00007ff801060b3c (__TEXT,__text) external ___sigsuspend
00007ff801060b54 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff801060b6c (__TEXT,__text) external ___sigwait
00007ff801060b84 (__TEXT,__text) external ___socketpair
00007ff801060b9c (__TEXT,__text) external ___stack_snapshot_with_config
00007ff801060bb4 (__TEXT,__text) external ___stat64_extended
00007ff801060bcc (__TEXT,__text) external ___stat_extended
00007ff80106818b (__TEXT,__text) non-external ___statfs_ext_impl
00007ff801060be4 (__TEXT,__text) external ___syscall
00007ff8400f71c0 (__DATA,__common) external ___syscall_logger
00007ff801060bfc (__TEXT,__text) external ___sysctl
00007ff801060c14 (__TEXT,__text) external ___sysctlbyname
00007ff801060c2c (__TEXT,__text) external ___telemetry
00007ff801060c44 (__TEXT,__text) external ___terminate_with_payload
00007ff801060c5c (__TEXT,__text) external ___thread_selfid
00007ff801060c74 (__TEXT,__text) external ___thread_selfusage
00007ff801060c8c (__TEXT,__text) external ___ulock_wait
00007ff801060ca4 (__TEXT,__text) external ___ulock_wait2
00007ff801060cbc (__TEXT,__text) external ___ulock_wake
00007ff801060cd4 (__TEXT,__text) external ___umask_extended
00007ff801060cec (__TEXT,__text) external ___unlink
00007ff801060d04 (__TEXT,__text) external ___unlinkat
00007ff801060d1c (__TEXT,__text) external ___vfork
00007ff801060d74 (__TEXT,__text) external ___wait4
00007ff801060d8c (__TEXT,__text) external ___wait4_nocancel
00007ff801060da4 (__TEXT,__text) external ___waitid_nocancel
00007ff801060dbc (__TEXT,__text) external ___work_interval_ctl
00007ff801060dd4 (__TEXT,__text) external ___workq_kernreturn
00007ff801060dec (__TEXT,__text) external ___workq_open
00007ff801060e04 (__TEXT,__text) external ___write_nocancel
00007ff801060e1c (__TEXT,__text) external ___writev_nocancel
00007ff8400f6b7c (__DATA,__common) external __cpu_capabilities
00007ff8400f6b78 (__DATA,__common) external __cpu_has_altivec
00007ff8400f67b0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff8400f6ae8 (__DATA,__bss) non-external __dlsym
00007ff80105f2b0 (__TEXT,__text) external __exclaves_ctl_trap
00007ff80105fb20 (__TEXT,__text) external __exit
00007ff80105f810 (__TEXT,__text) external __get_cpu_capabilities
00007ff8400f6b00 (__DATA,__bss) non-external __gethostuuid_callback
00007ff801067745 (__TEXT,__text) external __getprivatesystemidentifier
00007ff801075591 (__TEXT,__text) external __host_page_size
00007ff80106fe13 (__TEXT,__text) external __init_cpu_capabilities
00007ff801076a4d (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff801077d26 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff801079078 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff801077c37 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff801078f27 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff80105f094 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff80107aa3f (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff801079d87 (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff80105f0e8 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff801077f46 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff80105f0a0 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff801077e58 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff801079ec1 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff80105f0f4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff8010795da (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff801079941 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff80105f0dc (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff8010789c8 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff801078c06 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff80105f19c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff801079a30 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff801078034 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff80107a8cd (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff801078556 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff8010792c8 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff801079fac (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff80105f1a8 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff80107a3dc (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff801079852 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff80105f0d0 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff8010788cb (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff80105f0c4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff80107a795 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff801079716 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff801079c40 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff80107a5b2 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff801078162 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff80105f0ac (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff8010786a0 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff80105f0b8 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff80107789e (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff80107824d (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff801077b48 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff80107878f (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff80105f2a4 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff801078ddb (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff801079b59 (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff801078467 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff801078b17 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff80107a17e (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff8010793fa (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff80107a2aa (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff80107a4c7 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff801077a16 (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff80105f298 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff80107a097 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff80105f1b4 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff80107f332 (__TEXT,__text) external __kernelrpc_mach_ports_lookup3
00007ff80107f22b (__TEXT,__text) external __kernelrpc_mach_ports_register3
00007ff8010832bf (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff80107ab8b (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff80105f04c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff80107acb7 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff80105f064 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff80107b726 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff80105f088 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff80107ad9e (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff80105f07c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff80107c22a (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff80105f058 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff80107af78 (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff80107b9d1 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff80107c688 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff80107cd2d (__TEXT,__text) external __kernelrpc_mach_vm_update_pointers_with_remote_tags
00007ff801088de9 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff8010791da (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff80108561f (__TEXT,__text) external __kernelrpc_thread_policy
00007ff801085769 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff801085f9a (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8010872f8 (__TEXT,__text) external __kernelrpc_vm_map
00007ff801087dfc (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff801086b4a (__TEXT,__text) external __kernelrpc_vm_read
00007ff8010875a3 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff801087f25 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff80106251b (__TEXT,__text) non-external __libkernel_bzero
00007ff8400f6ae0 (__DATA,__bss) non-external __libkernel_functions
00007ff8400b2360 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8010628e5 (__TEXT,__text) non-external __libkernel_memmove
00007ff801062525 (__TEXT,__text) non-external __libkernel_memset
00007ff8010624e2 (__TEXT,__text) non-external __libkernel_strchr
00007ff801062500 (__TEXT,__text) non-external __libkernel_strcmp
00007ff801062a32 (__TEXT,__text) non-external __libkernel_strcpy
00007ff8400f67c0 (__DATA,__data) non-external __libkernel_string_functions
00007ff801062a5a (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8010623c2 (__TEXT,__text) non-external __libkernel_strlen
00007ff8400f67c8 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff801089840 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff80106360b (__TEXT,__text) non-external __mach_continuous_time
00007ff8400b3600 (__DATA_CONST,__const) external __mach_errors
00007ff801063de2 (__TEXT,__text) external __mach_fork_child
00007ff80106550f (__TEXT,__text) external __mach_snprintf
00007ff80106538a (__TEXT,__text) external __mach_vsnprintf
00007ff8400f6b80 (__DATA,__common) external __os_alloc_once_table
00007ff8010690ce (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff801069bcd (__TEXT,__text) non-external __posix_spawnattr_get_posix_creds_info
00007ff80106774a (__TEXT,__text) external __register_gethostuuid_callback
00007ff8400f6af4 (__DATA,__bss) non-external __task_reply_port
00007ff80106232c (__TEXT,__text) external __thread_set_tsd_base
00007ff8010895fe (__TEXT,__text) non-external _abort
00007ff8010895fe (__TEXT,__text) non-external _abort.391
00007ff8010895fe (__TEXT,__text) non-external _abort.393
00007ff8010895fe (__TEXT,__text) non-external _abort.404
00007ff8010896b0 (__TEXT,__text) external _abort_with_payload
00007ff801089635 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff801089622 (__TEXT,__text) external _abort_with_reason
00007ff80105f850 (__TEXT,__text) external _accept
00007ff80105f868 (__TEXT,__text) external _accept$NOCANCEL
00007ff801060e34 (__TEXT,__text) external _access
00007ff80105f880 (__TEXT,__text) external _accessx_np
00007ff801060e4c (__TEXT,__text) external _acct
00007ff8010840b9 (__TEXT,__text) external _act_get_state
00007ff8010842a2 (__TEXT,__text) external _act_set_state
00007ff801060e64 (__TEXT,__text) external _adjtime
00007ff801060e7c (__TEXT,__text) external _aio_cancel
00007ff801060e94 (__TEXT,__text) external _aio_error
00007ff801060eac (__TEXT,__text) external _aio_fsync
00007ff801060ec4 (__TEXT,__text) external _aio_read
00007ff801060edc (__TEXT,__text) external _aio_return
00007ff801060ef4 (__TEXT,__text) external _aio_suspend
00007ff80105f898 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff801060f0c (__TEXT,__text) external _aio_write
00007ff801060f24 (__TEXT,__text) external _audit
00007ff801060f3c (__TEXT,__text) external _audit_session_join
00007ff801060f54 (__TEXT,__text) external _audit_session_port
00007ff801060f6c (__TEXT,__text) external _audit_session_self
00007ff801060f84 (__TEXT,__text) external _auditctl
00007ff801060f9c (__TEXT,__text) external _auditon
00007ff80105f8b0 (__TEXT,__text) external _bind
00007ff8400f6b3c (__DATA,__common) external _bootstrap_port
00007ff801065793 (__TEXT,__text) external _cerror
00007ff80106576e (__TEXT,__text) external _cerror_nocancel
00007ff801060fb4 (__TEXT,__text) external _change_fdguard_np
00007ff801060fcc (__TEXT,__text) external _chdir
00007ff801060fe4 (__TEXT,__text) external _chflags
00007ff801068456 (__TEXT,__text) external _chmod
00007ff801060ffc (__TEXT,__text) external _chown
00007ff801061014 (__TEXT,__text) external _chroot
00007ff80107266a (__TEXT,__text) external _clock_alarm
00007ff801072361 (__TEXT,__text) external _clock_alarm_reply
00007ff8010724d9 (__TEXT,__text) external _clock_get_attributes
00007ff8010723c8 (__TEXT,__text) external _clock_get_time
00007ff801072235 (__TEXT,__text) external _clock_set_attributes
00007ff80107214a (__TEXT,__text) external _clock_set_time
00007ff8010636f0 (__TEXT,__text) external _clock_sleep
00007ff80105f268 (__TEXT,__text) external _clock_sleep_trap
00007ff8010635e7 (__TEXT,__text) external _clonefile
00007ff80106102c (__TEXT,__text) external _clonefileat
00007ff801061044 (__TEXT,__text) external _close
00007ff80105f9d0 (__TEXT,__text) external _close$NOCANCEL
00007ff80106d7ee (__TEXT,__text) external _coalition_create
00007ff80106d86b (__TEXT,__text) external _coalition_info_debug_info
00007ff80106d8f7 (__TEXT,__text) external _coalition_info_pid_list
00007ff80106d83f (__TEXT,__text) external _coalition_info_resource_usage
00007ff80106d8c3 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff80106d897 (__TEXT,__text) external _coalition_info_set_name
00007ff80106d91c (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff80106105c (__TEXT,__text) external _coalition_policy_get
00007ff801061074 (__TEXT,__text) external _coalition_policy_set
