                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050316c (__TEXT,__text) non-external _LI_get_thread_info
00000001ed9815d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
00000001ed9813c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001ed9811d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
00000001ed981200 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.42
00000001e55cd360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001ed980a38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e55cd148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001ed981250 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.51
00000001ed980a68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e55cd168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ed981280 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ed9812b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001ed9812e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001ed981310 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000001ed981340 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001ed980a98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001ed980ac8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001ed980af8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ed9809c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed980d50 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed980ed8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed981060 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed981230 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed981370 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed9809e8 (__AUTH_CONST,__const) non-external ___block_literal_global.14
00000001e9888320 (__DATA,__data) non-external (was a private external) ___check_rhosts_file
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
000000018051a4c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000018051a3dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000180511744 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018051a158 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000180511694 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000180511bc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___darwin_check_fd_set_overflow (from libsystem_kernel)
00000001805219b0 (__TEXT,__text) non-external ___darwin_directory_group_all_block_invoke
0000000180521930 (__TEXT,__text) non-external ___darwin_directory_group_bygid_block_invoke
000000018052187c (__TEXT,__text) non-external ___darwin_directory_group_byname_block_invoke
0000000180521970 (__TEXT,__text) non-external ___darwin_directory_group_byuuid_block_invoke
0000000180521a20 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke
0000000180521a48 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.36
00000001805293b8 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.36.cold.1
000000018052180c (__TEXT,__text) non-external ___darwin_directory_user_all_block_invoke
0000000180521630 (__TEXT,__text) non-external ___darwin_directory_user_byname_block_invoke
000000018052173c (__TEXT,__text) non-external ___darwin_directory_user_byuid_block_invoke
00000001805217bc (__TEXT,__text) non-external ___darwin_directory_user_byuuid_block_invoke
000000018051a4d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
000000018051a42c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000180511754 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018051a1a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001805116f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000180511c40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
000000018050ed9c (__TEXT,__text) external ___dn_skipname
                 (undefined) external ___error (from libsystem_kernel)
000000018052781c (__TEXT,__text) non-external ___icheckhost
000000018052a278 (__TEXT,__const) non-external (was a private external) ___infoVersionNumber
000000018052a250 (__TEXT,__const) non-external (was a private external) ___infoVersionString
                 (undefined) external ___initgroups (from libsystem_kernel)
0000000180527364 (__TEXT,__text) non-external (was a private external) ___ivaliduser_sa
                 (undefined) external ___maskrune (from libsystem_c)
00000001ec318450 (__DATA_DIRTY,__bss) non-external ___mbr_pipe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___memmove_chk (from libsystem_c)
                 (undefined) external ___memset_chk (from libsystem_c)
00000001ec318470 (__DATA_DIRTY,__bss) non-external ___od_pipe
00000001e9888720 (__DATA,__common) non-external (was a private external) ___rcmd_errstr
0000000180508760 (__TEXT,__text) non-external ___si_async_call_block_invoke
000000018051002c (__TEXT,__text) non-external ___si_module_cache_byname_block_invoke
0000000180521608 (__TEXT,__text) non-external ___si_module_static_darwin_directory_block_invoke
00000001805015ac (__TEXT,__text) non-external ___si_module_static_ds_block_invoke
000000018050176c (__TEXT,__text) non-external ___si_module_static_file_block_invoke
00000001805016b4 (__TEXT,__text) non-external ___si_module_static_mdns_block_invoke
00000001805010f8 (__TEXT,__text) non-external ___si_module_static_search_block_invoke
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external ___strcat_chk (from libsystem_c)
                 (undefined) external ___strcpy_chk (from libsystem_c)
                 (undefined) external ___strlcat_chk (from libsystem_c)
                 (undefined) external ___strlcpy_chk (from libsystem_c)
                 (undefined) external ___tolower (from libsystem_c)
0000000180525ac4 (__TEXT,__text) non-external (was a private external) ___xdrrec_getrec
000000018052393c (__TEXT,__text) external __authenticate
0000000180515a3c (__TEXT,__text) non-external __check_groups
00000001e9888758 (__DATA,__bss) non-external __check_groups.once
00000001805218bc (__TEXT,__text) non-external __dd_extract_group
000000018051a050 (__TEXT,__text) non-external __dd_extract_result
00000001805285d0 (__TEXT,__text) non-external __dd_extract_result.cold.1
00000001805285e8 (__TEXT,__text) non-external __dd_extract_result.cold.2
0000000180521670 (__TEXT,__text) non-external __dd_extract_user
00000001805192b0 (__TEXT,__text) non-external __dd_mbr_check_membership_ext
0000000180510224 (__TEXT,__text) non-external __ds_child
0000000180501e70 (__TEXT,__text) non-external __ds_get_validation
000000018050336c (__TEXT,__text) non-external __ds_is_valid
0000000180501da4 (__TEXT,__text) non-external __ds_item
000000018050d928 (__TEXT,__text) non-external __ds_list
00000001e9888558 (__DATA,__common) non-external (was a private external) __ds_port
0000000180510148 (__TEXT,__text) external __ds_running
00000001805115b0 (__TEXT,__text) non-external __ds_serv_cache_free
00000001ec3184d8 (__DATA_DIRTY,__bss) non-external __ds_serv_cache_key
0000000180511ca8 (__TEXT,__text) non-external __extract_alias
000000018050dadc (__TEXT,__text) non-external __extract_fstab
00000001805038f0 (__TEXT,__text) non-external __extract_group
0000000180512ed8 (__TEXT,__text) non-external __extract_mac_mac
000000018051304c (__TEXT,__text) non-external __extract_mac_name
000000018051187c (__TEXT,__text) non-external __extract_netgroup
0000000180512038 (__TEXT,__text) non-external __extract_network
00000001805127b0 (__TEXT,__text) non-external __extract_protocol
0000000180512b6c (__TEXT,__text) non-external __extract_rpc
00000001805123b8 (__TEXT,__text) non-external __extract_service
0000000180511618 (__TEXT,__text) non-external __extract_string_from_xpc_array_index
0000000180512fec (__TEXT,__text) non-external __extract_string_from_xpc_dict
0000000180502420 (__TEXT,__text) non-external __extract_string_from_xpc_object
0000000180503ca8 (__TEXT,__text) non-external __extract_string_list_from_xpc_array
0000000180511760 (__TEXT,__text) non-external __extract_string_list_from_xpc_array_index
00000001805024b8 (__TEXT,__text) non-external __extract_uint32_from_xpc_object
0000000180501f24 (__TEXT,__text) non-external __extract_user
0000000180513bc4 (__TEXT,__text) non-external __fsi_append_char_to_line
0000000180506e60 (__TEXT,__text) non-external __fsi_append_string
0000000180513518 (__TEXT,__text) non-external __fsi_check_netgroup_cache
0000000180513850 (__TEXT,__text) non-external __fsi_find_netgroup
0000000180513a54 (__TEXT,__text) non-external __fsi_flatten_netgroup
000000018051313c (__TEXT,__text) non-external (was a private external) __fsi_free_file_netgroup
0000000180513c5c (__TEXT,__text) non-external __fsi_get_alias
00000001805140f4 (__TEXT,__text) non-external __fsi_get_ether
000000018050df2c (__TEXT,__text) non-external __fsi_get_fs
000000018050e958 (__TEXT,__text) non-external __fsi_get_group
000000018050cd0c (__TEXT,__text) non-external __fsi_get_host
0000000180506b58 (__TEXT,__text) non-external (was a private external) __fsi_get_line
0000000180513e3c (__TEXT,__text) non-external __fsi_get_name_number_aliases
0000000180506784 (__TEXT,__text) non-external __fsi_get_service
00000001805076c8 (__TEXT,__text) non-external __fsi_get_user
0000000180506a14 (__TEXT,__text) non-external __fsi_get_validation
000000018051428c (__TEXT,__text) non-external __fsi_parse_ether
00000001805138ec (__TEXT,__text) non-external __fsi_read_netgroup_line
0000000180506c48 (__TEXT,__text) non-external (was a private external) __fsi_tokenize
0000000180506f54 (__TEXT,__text) non-external __fsi_validate
000000018050bdc8 (__TEXT,__text) non-external (was a private external) __gai_addr_sort
00000001e9888160 (__DATA,__data) non-external __gai_load_libnetwork.load_once
00000001805186e8 (__TEXT,__text) non-external __gai_load_libnetwork_once
0000000180528430 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.1
0000000180528468 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.2
0000000180528494 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.3
00000001805284c0 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.4
00000001805284ec (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.5
00000001e98887d0 (__DATA,__bss) non-external __gai_load_libnetwork_once.handle
00000001e9888158 (__DATA,__data) non-external __gai_log
0000000180518128 (__TEXT,__text) external __gai_nat64_can_v4_address_be_synthesized
0000000180528404 (__TEXT,__text) non-external __gai_nat64_can_v4_address_be_synthesized.cold.1
00000001805181f0 (__TEXT,__text) non-external __gai_nat64_second_pass
0000000180504960 (__TEXT,__text) non-external __gai_nat64_synthesis
0000000180504c54 (__TEXT,__text) non-external __gai_numerichost
00000001805048e0 (__TEXT,__text) non-external __gai_numericserv
000000018050bbb8 (__TEXT,__text) external __gai_serv_to_port
000000018050e71c (__TEXT,__text) external __gai_simple
0000000180505664 (__TEXT,__text) non-external __gai_sort_list
0000000180516b00 (__TEXT,__text) external __getaddrinfo_interface_async_call
0000000180515b50 (__TEXT,__text) non-external __getgrouplist_2_internal
000000018050ee10 (__TEXT,__text) external __getlong
000000018050d0a0 (__TEXT,__text) external __getnameinfo_interface_async_call
000000018050ee00 (__TEXT,__text) external __getshort
000000018052a4b8 (__TEXT,__const) non-external __group_compat_prefix
                 (undefined) external __inet_aton_check (from libsystem_c)
00000001ec318468 (__DATA_DIRTY,__bss) non-external __info_key
00000001ec318060 (__DATA_DIRTY,__data) non-external __info_key_initialized
00000001ec318460 (__DATA_DIRTY,__bss) non-external __info_key_ok
0000000180517770 (__TEXT,__text) non-external __is_v4addr_ifaddr
0000000180517804 (__TEXT,__text) non-external __is_v6addr_ifaddr
000000018051a4dc (__TEXT,__text) non-external __mbr_fork_child
0000000180508130 (__TEXT,__text) non-external __mbr_fork_parent
00000001805080f4 (__TEXT,__text) non-external __mbr_fork_prepare
0000000180500a54 (__TEXT,__text) non-external __mbr_od_available
0000000180500a90 (__TEXT,__text) non-external __mbr_xpc_pipe
00000001805285bc (__TEXT,__text) non-external __mbr_xpc_pipe.cold.1
00000001ec318458 (__DATA_DIRTY,__bss) non-external __mbr_xpc_pipe.once
00000001805178ac (__TEXT,__text) non-external __mdns_atfork_child
0000000180508118 (__TEXT,__text) non-external __mdns_atfork_parent
000000018050810c (__TEXT,__text) non-external __mdns_atfork_prepare
000000018050b500 (__TEXT,__text) non-external __mdns_canonicalize
00000001e98887b0 (__DATA,__bss) non-external __mdns_debug
0000000180508cd4 (__TEXT,__text) non-external __mdns_debug_message
00000001e98887b8 (__DATA,__bss) non-external __mdns_generation
000000018050b55c (__TEXT,__text) non-external __mdns_hostent_append_addr
000000018050b3f8 (__TEXT,__text) non-external __mdns_hostent_append_alias
000000018050a6fc (__TEXT,__text) non-external __mdns_hostent_clear
00000001e98881e8 (__DATA,__data) non-external __mdns_mutex
00000001e9888778 (__DATA,__bss) non-external __mdns_old_sdref
0000000180509df4 (__TEXT,__text) non-external __mdns_pack_domain_name
000000018050cb6c (__TEXT,__text) non-external __mdns_parse_domain_name
000000018050ee40 (__TEXT,__text) non-external __mdns_query
0000000180509f0c (__TEXT,__text) non-external __mdns_query_callback
000000018050a624 (__TEXT,__text) non-external __mdns_query_clear
000000018050a4a8 (__TEXT,__text) non-external __mdns_query_is_complete
0000000180509a80 (__TEXT,__text) non-external __mdns_query_start
000000018050a7a0 (__TEXT,__text) non-external __mdns_reply_clear
00000001e9888770 (__DATA,__bss) non-external __mdns_sdref
0000000180508d54 (__TEXT,__text) non-external __mdns_search
0000000180508e00 (__TEXT,__text) non-external __mdns_search_ex
00000001e9888678 (__DATA,__common) external __null_auth
00000001805115bc (__TEXT,__text) non-external __od_fork_child
0000000180508124 (__TEXT,__text) non-external __od_fork_parent
0000000180508100 (__TEXT,__text) non-external __od_fork_prepare
0000000180500be8 (__TEXT,__text) non-external (was a private external) __od_rpc_call
0000000180501b7c (__TEXT,__text) non-external __od_running
0000000180501bc8 (__TEXT,__text) non-external __od_xpc_pipe
00000001805281b8 (__TEXT,__text) non-external __od_xpc_pipe.cold.1
00000001ec3184a0 (__DATA_DIRTY,__bss) non-external __od_xpc_pipe.once
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_feature_enabled_simple_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
00000001e9888330 (__DATA,__common) external __res
0000000180522f7c (__TEXT,__text) external __seterr_reply
000000018051012c (__TEXT,__text) external __si_disable_opendirectory
00000001e9888328 (__DATA,__common) non-external (was a private external) __si_opendirectory_disabled
0000000180523988 (__TEXT,__text) non-external (was a private external) __svcauth_null
0000000180523b18 (__TEXT,__text) non-external (was a private external) __svcauth_short
0000000180523990 (__TEXT,__text) non-external (was a private external) __svcauth_unix
000000018052a4a8 (__TEXT,__const) non-external __user_compat_prefix
0000000180501d4c (__TEXT,__text) non-external __xpc_query_key_id
0000000180512b1c (__TEXT,__text) non-external __xpc_query_key_int
0000000180507a80 (__TEXT,__text) non-external __xpc_query_key_string
000000018050839c (__TEXT,__text) non-external __xpc_query_key_uuid
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_bool (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_int64 (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
000000018051b1ec (__TEXT,__text) external __yp_dobind
00000001e98882b4 (__DATA,__data) non-external __yp_dobind.pid
00000001e9888578 (__DATA,__common) non-external (was a private external) __yp_domain
000000018051b6dc (__TEXT,__text) non-external (was a private external) __yp_unbind
00000001e9888570 (__DATA,__common) non-external (was a private external) __ypbindlist
00000001e98882b0 (__DATA,__data) non-external (was a private external) __yplib_timeout
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_with_reason (from libsystem_kernel)
                 (undefined) external _accept$NOCANCEL (from libsystem_kernel)
0000000180515d98 (__TEXT,__text) external _alias_endent
0000000180515cbc (__TEXT,__text) external _alias_getbyname
0000000180515d28 (__TEXT,__text) external _alias_getent
0000000180515d1c (__TEXT,__text) external _alias_setent
000000018052a3a0 (__TEXT,__const) non-external _align_64
000000018050b6ac (__TEXT,__text) non-external _append_addr
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asl_free (from libsystem_asl)
                 (undefined) external _asl_log (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asprintf (from libsystem_c)
                 (undefined) external _atoi (from libsystem_c)
00000001e55cd528 (__DATA_CONST,__const) non-external _auth_errlist
00000001ecfc41a8 (__AUTH,__data) non-external _auth_unix_ops
000000018051c48c (__TEXT,__text) external _authnone_create
000000018051c5bc (__TEXT,__text) non-external _authnone_destroy
000000018051c57c (__TEXT,__text) non-external _authnone_marshal
00000001e9888858 (__DATA,__bss) non-external _authnone_private
000000018051c5b4 (__TEXT,__text) non-external _authnone_refresh
000000018051c5ac (__TEXT,__text) non-external _authnone_validate
000000018051c5a8 (__TEXT,__text) non-external _authnone_verf
000000018051c5c0 (__TEXT,__text) external _authunix_create
000000018051c7dc (__TEXT,__text) external _authunix_create_default
000000018051caa0 (__TEXT,__text) non-external _authunix_destroy
000000018051c898 (__TEXT,__text) non-external _authunix_marshal
000000018051c894 (__TEXT,__text) non-external _authunix_nextverf
000000018051c980 (__TEXT,__text) non-external _authunix_refresh
000000018051c8b8 (__TEXT,__text) non-external _authunix_validate
                 (undefined) external _bind (from libsystem_kernel)
000000018051ce3c (__TEXT,__text) external _bindresvport
000000018051cc3c (__TEXT,__text) external _bindresvport_sa
0000000180517420 (__TEXT,__text) external _bootparams_endent
000000018051740c (__TEXT,__text) external _bootparams_getbyname
0000000180517414 (__TEXT,__text) external _bootparams_getent
000000018051741c (__TEXT,__text) external _bootparams_setent
                 (undefined) external _bootstrap_look_up (from libxpc)
                 (undefined) external _bootstrap_look_up2 (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00000001e9888860 (__DATA,__bss) non-external _buf
                 (undefined) external _bzero (from libsystem_c)
00000001e9888788 (__DATA,__bss) non-external _cache
000000018050ff18 (__TEXT,__text) non-external _cache_alias_all
