00007ff80b0cef18 (__TEXT,__text) external _CCAESCmac
00007ff80b0d0e9e (__TEXT,__text) external _CCECCryptorH2C
00007ff80b0d0977 (__TEXT,__text) external _CCECCryptorImportKey
00007ff80b0d0960 (__TEXT,__text) external _CCECCryptorImportPublicKey
00007ff80b0d0956 (__TEXT,__text) external _CCECCryptorRelease
00007ff80b0d0c48 (__TEXT,__text) external _CCECCryptorSignHash
00007ff80b0d0d8a (__TEXT,__text) external _CCECCryptorTwinDiversifyEntropySize
00007ff80b0d0d9e (__TEXT,__text) external _CCECCryptorTwinDiversifyKey
00007ff80b0d1068 (__TEXT,__text) external _CCECCryptorUnblind
00007ff80b0d0d24 (__TEXT,__text) external _CCECCryptorUnwrapKey
00007ff80b0d0cb5 (__TEXT,__text) external _CCECCryptorVerifyHash
00007ff80b0d0d19 (__TEXT,__text) external _CCECCryptorWrapKey
00007ff80b0d0942 (__TEXT,__text) external _CCECGetKeySize
00007ff80b0d0923 (__TEXT,__text) external _CCECGetKeyType
00007ff80b0ce56f (__TEXT,__text) external _CCHKDFExpand
00007ff80b0ce4f0 (__TEXT,__text) external _CCHKDFExtract
00007ff80b0ca71c (__TEXT,__text) external _CCHmac
00007ff80b0d153b (__TEXT,__text) external _CCHmacClone
00007ff80b0d1484 (__TEXT,__text) external _CCHmacCreate
00007ff80b0d144a (__TEXT,__text) external _CCHmacDestroy
00007ff80b0cdc36 (__TEXT,__text) external _CCHmacFinal
00007ff80b0cdbc0 (__TEXT,__text) external _CCHmacInit
00007ff80b0d14f4 (__TEXT,__text) external _CCHmacOneShot
00007ff80b0d147a (__TEXT,__text) external _CCHmacOutputSize
00007ff80b0d146e (__TEXT,__text) external _CCHmacOutputSizeFromRef
00007ff80b0cdc1f (__TEXT,__text) external _CCHmacUpdate
00007ff80b0ce158 (__TEXT,__text) external _CCKDFParametersCreateAnsiX963
00007ff80b0ce016 (__TEXT,__text) external _CCKDFParametersCreateCtrHmac
00007ff80b0ce08c (__TEXT,__text) external _CCKDFParametersCreateCtrHmacFixed
00007ff80b0ce0e2 (__TEXT,__text) external _CCKDFParametersCreateHkdf
00007ff80b0cdfb8 (__TEXT,__text) external _CCKDFParametersCreatePbkdf2
00007ff80b0ce1ae (__TEXT,__text) external _CCKDFParametersDestroy
00007ff80b0ce1d2 (__TEXT,__text) external _CCKeyDerivationHMac
00007ff80b0cdcd2 (__TEXT,__text) external _CCKeyDerivationPBKDF
00007ff80b0d2083 (__TEXT,__text) external _CCRSACryptorCreateFromData
00007ff80b0d1aec (__TEXT,__text) external _CCRSACryptorCreatePublicKeyFromPrivateKey
00007ff80b0d1f39 (__TEXT,__text) external _CCRSACryptorCrypt
00007ff80b0d1e8b (__TEXT,__text) external _CCRSACryptorDecrypt
00007ff80b0d1dbb (__TEXT,__text) external _CCRSACryptorEncrypt
00007ff80b0d1d08 (__TEXT,__text) external _CCRSACryptorExport
00007ff80b0d1959 (__TEXT,__text) external _CCRSACryptorGeneratePair
00007ff80b0d1ba3 (__TEXT,__text) external _CCRSACryptorGetPublicKeyFromPrivateKey
00007ff80b0d1bdf (__TEXT,__text) external _CCRSACryptorImport
00007ff80b0d225c (__TEXT,__text) external _CCRSACryptorRecoverPrivateKey
00007ff80b0d1b99 (__TEXT,__text) external _CCRSACryptorRelease
00007ff80b0d260c (__TEXT,__text) external _CCRSACryptorSign
00007ff80b0d2735 (__TEXT,__text) external _CCRSACryptorVerify
00007ff80b0d2487 (__TEXT,__text) external _CCRSAGetCRTComponents
00007ff80b0d23a3 (__TEXT,__text) external _CCRSAGetCRTComponentsSizes
00007ff80b0d2357 (__TEXT,__text) external _CCRSAGetKeyComponents
00007ff80b0d1bcc (__TEXT,__text) external _CCRSAGetKeySize
00007ff80b0d1bad (__TEXT,__text) external _CCRSAGetKeyType
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libcorecrypto)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libcorecrypto)
00007ff80b0cbbf8 (__TEXT,__text) external _CCRandomCopyBytes
00007ff80b0cbc08 (__TEXT,__text) external _CCRandomGenerateBytes
00007ff80b0d191e (__TEXT,__text) external _CCRandomUniform
00007ff80b0d2984 (__TEXT,__text) external _CCSymmetricKeyUnwrap
00007ff80b0d2840 (__TEXT,__text) external _CCSymmetricKeyWrap
00007ff80b0d2b84 (__TEXT,__text) external _CCSymmetricUnwrappedSize
00007ff80b0d2b77 (__TEXT,__text) external _CCSymmetricWrappedSize
00007ff80b0cdc64 (__TEXT,__text) external _CC_MD2
00007ff80b0d0292 (__TEXT,__text) external _CC_MD2_Final
00007ff80b0d00f2 (__TEXT,__text) external _CC_MD2_Init
00007ff80b0d019f (__TEXT,__text) external _CC_MD2_Update
00007ff80b0d0020 (__TEXT,__text) external _CC_MD4
00007ff80b0cdaad (__TEXT,__text) external _CC_MD4_Final
00007ff80b0cd8d4 (__TEXT,__text) external _CC_MD4_Init
00007ff80b0cd992 (__TEXT,__text) external _CC_MD4_Update
00007ff80b0ca6ec (__TEXT,__text) external _CC_MD5
00007ff80b0ca539 (__TEXT,__text) external _CC_MD5_Final
00007ff80b0c9f60 (__TEXT,__text) external _CC_MD5_Init
00007ff80b0ca41e (__TEXT,__text) external _CC_MD5_Update
00007ff80b0ca658 (__TEXT,__text) external _CC_SHA1
00007ff80b0cabf5 (__TEXT,__text) external _CC_SHA1_Final
00007ff80b0caa1c (__TEXT,__text) external _CC_SHA1_Init
00007ff80b0caada (__TEXT,__text) external _CC_SHA1_Update
00007ff80b0d0058 (__TEXT,__text) external _CC_SHA224
00007ff80b0d03fb (__TEXT,__text) external _CC_SHA224_Final
00007ff80b0d038b (__TEXT,__text) external _CC_SHA224_Init
00007ff80b0d03eb (__TEXT,__text) external _CC_SHA224_Update
00007ff80b0cad08 (__TEXT,__text) external _CC_SHA256
00007ff80b0ca90d (__TEXT,__text) external _CC_SHA256_Final
00007ff80b0ca795 (__TEXT,__text) external _CC_SHA256_Init
00007ff80b0ca7f5 (__TEXT,__text) external _CC_SHA256_Update
00007ff80b0d0088 (__TEXT,__text) external _CC_SHA384
00007ff80b0d04c5 (__TEXT,__text) external _CC_SHA384_Final
00007ff80b0d0456 (__TEXT,__text) external _CC_SHA384_Init
00007ff80b0d04b5 (__TEXT,__text) external _CC_SHA384_Update
00007ff80b0d00b8 (__TEXT,__text) external _CC_SHA512
00007ff80b0cc8ee (__TEXT,__text) external _CC_SHA512_Final
00007ff80b0cc826 (__TEXT,__text) external _CC_SHA512_Init
00007ff80b0cc886 (__TEXT,__text) external _CC_SHA512_Update
00007ff8423008b0 (__DATA,__const) external _CCrfc3394_iv
00007ff80b0d4920 (__TEXT,__const) external _CCrfc3394_ivLen
00007ff80b0ccc30 (__TEXT,__text) non-external (was a private external) _CNBufferCreate
00007ff80b0d39fe (__TEXT,__text) non-external (was a private external) _CNBufferEmpty
00007ff80b0cd1ba (__TEXT,__text) non-external (was a private external) _CNBufferFlushData
00007ff80b0cccf9 (__TEXT,__text) non-external (was a private external) _CNBufferProcessData
00007ff80b0cd297 (__TEXT,__text) non-external (was a private external) _CNBufferRelease
00007ff80b0cd327 (__TEXT,__text) external _CNCRC
00007ff80b0d330e (__TEXT,__text) external _CNCRCDumpTable
00007ff80b0d32c3 (__TEXT,__text) external _CNCRCFinal
00007ff80b0d31da (__TEXT,__text) external _CNCRCInit
00007ff80b0d3265 (__TEXT,__text) external _CNCRCRelease
00007ff80b0d3272 (__TEXT,__text) external _CNCRCUpdate
00007ff80b0d3360 (__TEXT,__text) external _CNCRCWeakTest
00007ff80b0cc96b (__TEXT,__text) external _CNEncode
00007ff80b0d38f7 (__TEXT,__text) external _CNEncoderBlocksize
00007ff80b0d3993 (__TEXT,__text) external _CNEncoderBlocksizeFromRef
00007ff80b0cca14 (__TEXT,__text) external _CNEncoderCreate
00007ff80b0d3d5e (__TEXT,__text) non-external _CNEncoderCreate.cold.1
00007ff80b0d3de8 (__TEXT,__text) non-external _CNEncoderCreate.cold.2
00007ff80b0d3e72 (__TEXT,__text) non-external _CNEncoderCreate.cold.3
00007ff80b0d33c6 (__TEXT,__text) external _CNEncoderCreateCustom
00007ff80b0cd0c3 (__TEXT,__text) external _CNEncoderFinal
00007ff80b0d35e3 (__TEXT,__text) external _CNEncoderGetOutputLength
00007ff80b0d36d9 (__TEXT,__text) external _CNEncoderGetOutputLengthFromEncoding
00007ff80b0cd22d (__TEXT,__text) external _CNEncoderRelease
00007ff80b0ccc7c (__TEXT,__text) external _CNEncoderUpdate
00007ff80b0d00e8 (__TEXT,__text) external _MD5Final
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff80b0ca3f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80b0cf6d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
00007ff842300200 (__DATA,__const) non-external (was a private external) _adler32
00007ff80b0cddcc (__TEXT,__text) non-external _adler32_final
00007ff80b0cdd6d (__TEXT,__text) non-external _adler32_implementation
00007ff80b0cddd5 (__TEXT,__text) non-external _adler32_oneshot
00007ff80b0cde34 (__TEXT,__text) non-external _adler32_setup
00007ff80b0cbb3b (__TEXT,__text) non-external _ccClearCryptor
00007ff80b0cbc57 (__TEXT,__text) external _ccDRBGGetRngState
00007ff80b0cdca8 (__TEXT,__text) external _ccDevRandomGetRngState
00007ff80b0d07dd (__TEXT,__text) non-external _ccECCryptorFree
00007ff80b0d071d (__TEXT,__text) non-external _ccECpairwiseConsistencyCheck
00007ff80b0d0605 (__TEXT,__text) non-external _ccMallocECCryptor
00007ff80b0d1a8c (__TEXT,__text) non-external _ccMallocRSACryptor
00007ff80b0d1b45 (__TEXT,__text) non-external _ccRSACryptorClear
00007ff80b0d4910 (__TEXT,__const) non-external _ccRandomDefaultStruct
00007ff80b0cc246 (__TEXT,__text) non-external _ccSimpleUpdate
00007ff80b0cee9f (__TEXT,__text) non-external _cc_alloc
                 (undefined) external _cc_clear (from libcorecrypto)
                 (undefined) external _cc_cmp_safe (from libcorecrypto)
00007ff80b0ceef6 (__TEXT,__text) non-external _cc_free
00007ff80b0d2ba8 (__TEXT,__text) non-external _cc_rc4_crypt_mode
00007ff80b0ceeac (__TEXT,__text) non-external _cc_realloc
                 (undefined) external _ccaes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ccm_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ccm_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_xts_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_xts_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccansikdf_x963 (from libcorecrypto)
                 (undefined) external _ccblowfish_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ofb_crypt_mode (from libcorecrypto)
00007ff80b0d2c06 (__TEXT,__text) non-external _cccbc_getiv
00007ff842300d00 (__DATA,__const) non-external (was a private external) _cccbc_mode
00007ff80b0cc31e (__TEXT,__text) non-external _cccbc_mode_crypt
00007ff80b0cc1a1 (__TEXT,__text) non-external _cccbc_mode_get_block_size
00007ff80b0cbe24 (__TEXT,__text) non-external _cccbc_mode_get_ctx_size
00007ff80b0cbe3b (__TEXT,__text) non-external _cccbc_mode_setup
00007ff80b0cc4a9 (__TEXT,__text) non-external _cccbc_setiv
                 (undefined) external _ccccm_cbcmac (from libcorecrypto)
00007ff842300f30 (__DATA,__const) non-external (was a private external) _ccccm_mode
00007ff80b0d2f9b (__TEXT,__text) non-external _ccccm_mode_crypt
00007ff80b0d2fc1 (__TEXT,__text) non-external _ccccm_mode_done
00007ff80b0d2f60 (__TEXT,__text) non-external _ccccm_mode_get_block_size
00007ff80b0d2f52 (__TEXT,__text) non-external _ccccm_mode_get_ctx_size
00007ff80b0d2f6a (__TEXT,__text) non-external _ccccm_mode_setup
                 (undefined) external _ccccm_set_iv (from libcorecrypto)
00007ff842300da0 (__DATA,__const) non-external (was a private external) _cccfb8_mode
00007ff80b0d2cae (__TEXT,__text) non-external _cccfb8_mode_crypt
00007ff80b0d2c89 (__TEXT,__text) non-external _cccfb8_mode_get_block_size
00007ff80b0d2c80 (__TEXT,__text) non-external _cccfb8_mode_get_ctx_size
00007ff80b0d2c93 (__TEXT,__text) non-external _cccfb8_mode_setup
00007ff842300d50 (__DATA,__const) non-external (was a private external) _cccfb_mode
00007ff80b0d2c5c (__TEXT,__text) non-external _cccfb_mode_crypt
00007ff80b0d2c37 (__TEXT,__text) non-external _cccfb_mode_get_block_size
00007ff80b0d2c2e (__TEXT,__text) non-external _cccfb_mode_get_ctx_size
00007ff80b0d2c41 (__TEXT,__text) non-external _cccfb_mode_setup
                 (undefined) external _ccchacha20 (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_decrypt_oneshot (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_encrypt_oneshot (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_info (from libcorecrypto)
                 (undefined) external _ccckg_contributor_commit (from libcorecrypto)
                 (undefined) external _ccckg_contributor_finish (from libcorecrypto)
                 (undefined) external _ccckg_init (from libcorecrypto)
                 (undefined) external _ccckg_owner_finish (from libcorecrypto)
                 (undefined) external _ccckg_owner_generate_share (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_commitment (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_ctx (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_opening (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_share (from libcorecrypto)
                 (undefined) external _cccmac_final_generate (from libcorecrypto)
                 (undefined) external _cccmac_init (from libcorecrypto)
                 (undefined) external _cccmac_one_shot_generate (from libcorecrypto)
                 (undefined) external _cccmac_update (from libcorecrypto)
00007ff842300840 (__DATA,__const) non-external (was a private external) _ccconversionTable
00007ff842300df0 (__DATA,__const) non-external (was a private external) _ccctr_mode
00007ff80b0d2d00 (__TEXT,__text) non-external _ccctr_mode_crypt
00007ff80b0d2cdb (__TEXT,__text) non-external _ccctr_mode_get_block_size
00007ff80b0d2cd2 (__TEXT,__text) non-external _ccctr_mode_get_ctx_size
00007ff80b0d2ce5 (__TEXT,__text) non-external _ccctr_mode_setup
00007ff80b0d2d24 (__TEXT,__text) non-external _ccctr_setiv
00007ff80b0d30d8 (__TEXT,__text) non-external _cccts3_decrypt_pad
00007ff80b0d30a8 (__TEXT,__text) non-external _cccts3_encrypt_pad
00007ff842300fc0 (__DATA,__const) non-external (was a private external) _cccts3_pad
00007ff80b0d3108 (__TEXT,__text) non-external _cccts3_padlen
00007ff80b0d317c (__TEXT,__text) non-external _cccts3_reserve
                 (undefined) external _ccder_decode_rsa_priv (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_priv_n (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_pub_n (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_pub_x509_n (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_priv (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_priv_size (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_pub_size (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_cksum (from libcorecrypto)
                 (undefined) external _ccdes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_encrypt_mode (from libcorecrypto)
