
/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture x86_64):
                 (undefined) external _AMDevicePowerAssertionCreate (from MobileDevice)
                 (undefined) external _AMDeviceRemoveValue (from MobileDevice)
                 (undefined) external _AMDeviceRequestAbbreviatedSendSync (from MobileDevice)
                 (undefined) external _AMDeviceSecureArchiveApplication (from MobileDevice)
                 (undefined) external _AMDeviceSecureCheckCapabilitiesMatch (from MobileDevice)
                 (undefined) external _AMDeviceSecureInstallApplication (from MobileDevice)
                 (undefined) external _AMDeviceSecureRemoveApplicationArchive (from MobileDevice)
                 (undefined) external _AMDeviceSecureStartService (from MobileDevice)
                 (undefined) external _AMDeviceSecureTransferPath (from MobileDevice)
                 (undefined) external _AMDeviceSecureUpgradeApplication (from MobileDevice)
                 (undefined) external _AMDeviceSetValue (from MobileDevice)
                 (undefined) external _AMDeviceSetWirelessBuddyFlags (from MobileDevice)
                 (undefined) external _AMDeviceStartSession (from MobileDevice)
                 (undefined) external _AMDeviceStopSession (from MobileDevice)
                 (undefined) external _AMDeviceUSBLocationID (from MobileDevice)
                 (undefined) external _AMDeviceUnpair (from MobileDevice)
                 (undefined) external _AMDeviceValidatePairing (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationCreateWithToken (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationInvalidate (from MobileDevice)
                 (undefined) external _AMDeviceWakeupOperationSchedule (from MobileDevice)
                 (undefined) external _AMPDeviceAppsCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserAlertStyleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCheckboxTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserCheckboxValueKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserExplanationKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserMessageKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonShouldDismissKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserOtherButtonURLKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutDismissButtonKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutExplanationPluralKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutExplanationSingularKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserTimeoutSecondsKey (from AMPDevices)
                 (undefined) external _AMPDeviceAskUserUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceAudioCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceBackupPathKey (from AMPDevices)
                 (undefined) external _AMPDeviceBackupTargetIdentifierKey (from AMPDevices)
                 (undefined) external _AMPDeviceBooksCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoryBytesKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategoryItemsKey (from AMPDevices)
                 (undefined) external _AMPDeviceCategorySecondsKey (from AMPDevices)
                 (undefined) external _AMPDeviceErrorMoreInfoURLKey (from AMPDevices)
                 (undefined) external _AMPDeviceFreeCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceGamesCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceLogsCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceMobileBackupErrorDomain (from AMPDevices)
                 (undefined) external _AMPDeviceObjectAlbumIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectArtistIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectBookKitAssetIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectLibraryIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectPlaylistIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectPlaylistItemIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectTrackIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceObjectTrackInstanceIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelAllowedFileTypesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelAllowsMultipleSelectionKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelCanChooseDirectoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelCanChooseFilesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelPromptKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelTreatsFilePackagesAsDirectoriesKey (from AMPDevices)
                 (undefined) external _AMPDeviceOpenPanelUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceOtherCategoryKey (from AMPDevices)
                 (undefined) external _AMPDevicePhotosCategoryKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCheckboxTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordCheckboxValueKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordDefaultPasswordKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordDefaultUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordExplanationKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordHideUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordLockUserNameKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordMessageKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordPasswordLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordUUIDKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordUserNameLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordVerifyLabelKey (from AMPDevices)
                 (undefined) external _AMPDevicePromptForPasswordVerifyPasswordKey (from AMPDevices)
                 (undefined) external _AMPDevicePurgeableCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportCancelButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportDefaultFileNameKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportHideSaveButtonKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportOKButtonTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportReportHeightKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportReportWidthKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportRichTextKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportSafetyInfoKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportUUIDKey (from AMPDevices)
                 (undefined) external _AMPDeviceReportWindowTitleKey (from AMPDevices)
                 (undefined) external _AMPDeviceReservedCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceTotalBytesKey (from AMPDevices)
                 (undefined) external _AMPDeviceUserDataCategoryKey (from AMPDevices)
                 (undefined) external _AMPDeviceVideoCategoryKey (from AMPDevices)
                 (undefined) external _AMRAuthInstallCopyLocalizedStringForServerError (from MobileDevice)
                 (undefined) external _AMRAuthInstallFinalize (from MobileDevice)
                 (undefined) external _AMRLog (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopyAuthInstallPreflightOptions (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopyIMEI (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceCopySerialNumber (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetECID (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetLocationID (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetProductType (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceGetSecurityEpoch (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceReboot (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceRequestAbbreviatedSendSync (from MobileDevice)
                 (undefined) external _AMRecoveryModeDeviceSetAutoBoot (from MobileDevice)
                 (undefined) external _AMRestorableCommitStashBagWithManifest (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyAMDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyDFUModeDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyDefaultRestoreOptions (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyProductString (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopyRecoveryModeDevice (from MobileDevice)
                 (undefined) external _AMRestorableDeviceCopySerialNumber (from MobileDevice)
                 (undefined) external _AMRestorableDeviceEnableExtraDFUDevices (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetBoardID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetChipID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetECID (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetProductType (from MobileDevice)
                 (undefined) external _AMRestorableDeviceGetState (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRegisterForNotifications (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRegisterForNotificationsForDevices (from MobileDevice)
                 (undefined) external _AMRestorableDeviceRestore (from MobileDevice)
                 (undefined) external _AMRestorableDeviceSetLogFileURL (from MobileDevice)
                 (undefined) external _AMRestorableDeviceTriggerUpdateForBoardAndChipIDWithPrompt (from MobileDevice)
                 (undefined) external _AMRestorableDeviceUnregisterForNotifications (from MobileDevice)
                 (undefined) external _AMRestorableGetCheckpointData (from MobileDevice)
                 (undefined) external _AMRestorableGetIdentifyingErrorCode (from MobileDevice)
                 (undefined) external _AMRestorableSetLogLevel (from MobileDevice)
                 (undefined) external _AMRestoreCreateDefaultOptions (from MobileDevice)
                 (undefined) external _AMRestoreDisableFileLogging (from MobileDevice)
                 (undefined) external _AMRestoreEnableExtraDFUDevices (from MobileDevice)
                 (undefined) external _AMRestoreEnableFileLogging (from MobileDevice)
                 (undefined) external _AMRestoreModeDeviceCopyEcid (from MobileDevice)
                 (undefined) external _AMRestoreModeDeviceCreate (from MobileDevice)
                 (undefined) external _AMRestoreModeGetLastFailureLog (from MobileDevice)
                 (undefined) external _AMRestorePerformDFURestore (from MobileDevice)
                 (undefined) external _AMRestorePerformRecoveryModeRestore (from MobileDevice)
                 (undefined) external _AMRestorePerformRestoreModeRestore (from MobileDevice)
                 (undefined) external _AMRestoreRegisterForDeviceNotifications (from MobileDevice)
                 (undefined) external _AMRestoreSetLogLevel (from MobileDevice)
                 (undefined) external _AMSAccountMediaTypeiTunes (from AppleMediaServices)
                 (undefined) external _AMSArchiveBackup (from MobileDevice)
                 (undefined) external _AMSBackupWithOptions (from MobileDevice)
                 (undefined) external _AMSBeginSync (from MobileDevice)
                 (undefined) external _AMSBiometricsDeviceStateChangedNotificationName (from AppleMediaServices)
                 (undefined) external _AMSCancelBackupRestore (from MobileDevice)
                 (undefined) external _AMSCancelCrashReportCopy (from MobileDevice)
                 (undefined) external _AMSCancelSync (from MobileDevice)
                 (undefined) external _AMSChangeBackupPassword (from MobileDevice)
                 (undefined) external _AMSCleanup (from MobileDevice)
                 (undefined) external _AMSClearDataClasses (from MobileDevice)
                 (undefined) external _AMSConnectToCrashReportCopyTarget (from MobileDevice)
                 (undefined) external _AMSCopyCrashReportPath (from MobileDevice)
                 (undefined) external _AMSCopyCrashReportsFromTarget (from MobileDevice)
                 (undefined) external _AMSCopySourcesForRestoreCompatibleWith (from MobileDevice)
                 (undefined) external _AMSDisconnectFromCrashReportCopyTarget (from MobileDevice)
                 (undefined) external _AMSEnableCloudBackup (from MobileDevice)
                 (undefined) external _AMSEnableSyncServices (from MobileDevice)
                 (undefined) external _AMSEraseDevice (from MobileDevice)
                 (undefined) external _AMSErrorDomain (from AppleMediaServices)
                 (undefined) external _AMSGetBackupInfo (from MobileDevice)
                 (undefined) external _AMSGetBackupPasswordFromKeychainForTarget (from MobileDevice)
                 (undefined) external _AMSGetCalendarDayLimit (from MobileDevice)
                 (undefined) external _AMSGetClientIdentifierAndDisplayNameForTarget (from MobileDevice)
                 (undefined) external _AMSGetCollectionsForDataClassName (from MobileDevice)
                 (undefined) external _AMSGetCrashReportCopyPreferencesForTarget (from MobileDevice)
                 (undefined) external _AMSGetDataClassInfoForTarget (from MobileDevice)
                 (undefined) external _AMSGetNewRecordCalendarName (from MobileDevice)
                 (undefined) external _AMSGetNewRecordGroupName (from MobileDevice)
                 (undefined) external _AMSGetNumberOfCrashReportsToCopy (from MobileDevice)
                 (undefined) external _AMSGetNumberOfCrashReportsToSubmit (from MobileDevice)
                 (undefined) external _AMSGetSourcesForRestore (from MobileDevice)
                 (undefined) external _AMSHTTPHeaderSetCookie (from AppleMediaServices)
                 (undefined) external _AMSHTTPHeaderSetUserCookies (from AppleMediaServices)
                 (undefined) external _AMSInitialize (from MobileDevice)
                 (undefined) external _AMSIsSyncServicesEnabled (from MobileDevice)
                 (undefined) external _AMSRegisterClientWithTargetIdentifierAndDisplayName (from MobileDevice)
                 (undefined) external _AMSRestoreWithApplications (from MobileDevice)
                 (undefined) external _AMSSetBackupPasswordInKeychain (from MobileDevice)
                 (undefined) external _AMSSetCalendarDayLimit (from MobileDevice)
                 (undefined) external _AMSSetCrashReportCopyPreferencesForTarget (from MobileDevice)
                 (undefined) external _AMSSetDataClassInfoForTarget (from MobileDevice)
                 (undefined) external _AMSSetFilteredCollectionNamesForDataClassName (from MobileDevice)
                 (undefined) external _AMSSetNewRecordCalendarName (from MobileDevice)
                 (undefined) external _AMSSetNewRecordGroupName (from MobileDevice)
                 (undefined) external _AMSSubmitCrashReportsFromTarget (from MobileDevice)
                 (undefined) external _AMSSubmitRestoreLogFromPath (from MobileDevice)
                 (undefined) external _AMSUnregisterTarget (from MobileDevice)
                 (undefined) external _APP_SANDBOX_READ_WRITE (from libSystem)
                 (undefined) external _ATCFMessageCreate (from AirTrafficHost)
                 (undefined) external _ATCFMessageGetName (from AirTrafficHost)
                 (undefined) external _ATCFMessageGetParam (from AirTrafficHost)
                 (undefined) external _ATHostAdvertiserStartWakeupService (from AirTrafficHost)
                 (undefined) external _ATHostAdvertiserStopWakeupService (from AirTrafficHost)
                 (undefined) external _ATHostConnectionCreate (from AirTrafficHost)
                 (undefined) external _ATHostConnectionCreateWithCallbacks (from AirTrafficHost)
                 (undefined) external _ATHostConnectionGetCurrentSessionNumber (from AirTrafficHost)
                 (undefined) external _ATHostConnectionGetGrappaSessionId (from AirTrafficHost)
                 (undefined) external _ATHostConnectionInvalidate (from AirTrafficHost)
                 (undefined) external _ATHostConnectionRelease (from AirTrafficHost)
                 (undefined) external _ATHostConnectionRetain (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendAssetCompleted (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendAssetCompletedWithMetadata (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendFileErrorWithParams (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendFileProgress (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendHostInfo (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendMessage (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendMetadataSyncFinished (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendPing (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendPowerAssertion (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendStatusMessage (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendSyncFailed (from AirTrafficHost)
                 (undefined) external _ATHostConnectionSendSyncRequest (from AirTrafficHost)
                 (undefined) external _AVAssetExportPresetAppleM4V1080pHD (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleM4V720pHD (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleM4ViPod (from AVFoundation)
                 (undefined) external _AVCFApplicationAuthorizationChallengeProviderFairPlay (from AVFoundationCF)
                 (undefined) external _AVCFApplicationAuthorizationChallengeProviderNone (from AVFoundationCF)
                 (undefined) external _AVCFAssetCancelLoading (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyAssetTracks (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyAvailableChapterLocales (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyChapterMetadataGroupsWithTitleLocale (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyMetadataForFormat (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyTracksWithMediaType (from AVFoundationCF)
                 (undefined) external _AVCFAssetCreateWithByteStreamAndOptions (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportPresetAppleM4VAppleTV (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportPresetAppleM4ViPod (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCancelExport (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCopyError (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCopySupportedFileTypes (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCreateWithAssetAndPreset (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionExportAsynchronouslyWithCompletionCallback (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionGetProgress (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetOutputFileType (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetOutputURL (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetDuration (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetNaturalSize (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetStatusOfValueForProperty (from AVFoundationCF)
                 (undefined) external _AVCFAssetHasCompressedMovieAtom (from AVFoundationCF)
                 (undefined) external _AVCFAssetHasProtectedContent (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorApertureModeEncodedPixels (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorCopyCGImageAtTime (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorCreateWithAsset (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetApertureMode (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetAppliesPreferredTrackTransform (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetRequestedTimeToleranceAfter (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetRequestedTimeToleranceBefore (from AVFoundationCF)
                 (undefined) external _AVCFAssetLoadValuesAsynchronouslyForProperties (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyAvailableMetadataFormats (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyCommonMetadata (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyDuration (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderAddOutput (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderAudioMixOutputCreateWithOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderCopyError (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderCreateWithAsset (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderOutputCopyNextSampleBuffer (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderOutputCopyOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderSetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderStartReading (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderTrackOutputCreateWithOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackCopyFormatDescriptions (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetEstimatedDataRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetMediaType (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetNominalFrameRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetNonDroppableFrameRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTotalSampleDataLength (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTrackID (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackHasMediaCharacteristic (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsEnabled (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsFrameReorderingRequired (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsSelfContained (from AVFoundationCF)
                 (undefined) external _AVCFFormatIDKey (from AVFoundationCF)
                 (undefined) external _AVCFInitializeProtectedContentPlaybackSupportAudioKey (from AVFoundationCF)
