00007ff9092c5215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff9092bed3e (__TEXT,__text) non-external +[MIS uninstallProvisioningProfile:]
00007ff9092c7829 (__TEXT,__text) non-external +[MIS uninstallProvisioningProfile:].cold.1
00007ff9092c78a9 (__TEXT,__text) non-external +[MIS uninstallProvisioningProfile:].cold.2
00007ff9092c4281 (__TEXT,__text) non-external +[NSData(Strings) dataFromHexString:]
00007ff9092c7e59 (__TEXT,__text) non-external +[NSData(Strings) dataFromHexString:].cold.1
00007ff9092c7eb3 (__TEXT,__text) non-external +[NSData(Strings) dataFromHexString:].cold.2
00007ff9092b8cb0 (__TEXT,__text) non-external +[SPExecutionHistoryItem executionHistoryItemWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:]
00007ff9092b8dd8 (__TEXT,__text) non-external +[SPExecutionHistoryItem supportsSecureCoding]
00007ff9092b74c4 (__TEXT,__text) non-external +[SPExecutionPolicyItem supportsSecureCoding]
00007ff9092b258d (__TEXT,__text) non-external +[SPFilePolicy dragIsAllowedToTarget:fromAliasOrSymlink:withError:]
00007ff9092c5ba3 (__TEXT,__text) non-external +[SPFilePolicy dragIsAllowedToTarget:fromAliasOrSymlink:withError:].cold.1
00007ff9092b2236 (__TEXT,__text) non-external +[SPFilePolicy getAllowedPaths]
00007ff9092be17e (__TEXT,__text) non-external +[SPKernelExtensionHistoryItem supportsSecureCoding]
00007ff9092b947c (__TEXT,__text) non-external +[SPKernelExtensionPolicy findBundledKernelExtensions:]
00007ff9092b0a2d (__TEXT,__text) non-external +[SPKernelExtensionPolicyItem supportsSecureCoding]
00007ff9092b87ec (__TEXT,__text) non-external +[SPLog exec]
00007ff9092b8ab6 (__TEXT,__text) non-external +[SPLog generateSignpostID]
00007ff9092b8734 (__TEXT,__text) non-external +[SPLog generic]
00007ff9092b8790 (__TEXT,__text) non-external +[SPLog kext]
00007ff9092b8848 (__TEXT,__text) non-external +[SPLog measurements]
00007ff9092b8900 (__TEXT,__text) non-external +[SPLog sampling]
00007ff9092b8aaa (__TEXT,__text) non-external +[SPLog setVerboseLogging:]
00007ff9092b88a4 (__TEXT,__text) non-external +[SPLog signposts]
00007ff9092b895c (__TEXT,__text) non-external +[SPLog verboseLoggingEnabled]
00007ff9092c13e9 (__TEXT,__text) non-external +[SPMigration createGatekeeperMigrationData:]
00007ff9092c0c35 (__TEXT,__text) non-external +[SPMigration createKernelExtensionMigrationData:]
00007ff9092bfd9a (__TEXT,__text) non-external +[SPMigration createMigrationPolicy:forTarget:]
00007ff9092c7b21 (__TEXT,__text) non-external +[SPMigration createMigrationPolicy:forTarget:].cold.1
00007ff9092bfbd6 (__TEXT,__text) non-external +[SPMigration gatekeeperMigrationDataPath:]
00007ff9092bfbb8 (__TEXT,__text) non-external +[SPMigration kernelExtensionMigrationDataPath:]
00007ff9092c0218 (__TEXT,__text) non-external +[SPMigration readKernelExtensionMigrationPolicy:]
00007ff9092bfd57 (__TEXT,__text) non-external +[SPMigration volumeRequiresGatekeeperMigration:]
00007ff9092bfbf4 (__TEXT,__text) non-external +[SPMigration volumeRequiresKernelExtensionMigration:]
00007ff9092c3a80 (__TEXT,__text) non-external +[SPProvenanceMetadata supportsSecureCoding]
00007ff9092b1c78 (__TEXT,__text) non-external -[AKELData .cxx_destruct]
00007ff9092b1b9e (__TEXT,__text) non-external -[AKELData findLegacyKextBundleID:]
00007ff9092b1a39 (__TEXT,__text) non-external -[AKELData initWithURL:]
00007ff9092b187e (__TEXT,__text) non-external -[AKELData init]
00007ff9092b1c3f (__TEXT,__text) non-external -[AKELData isKextAllowedWithoutSecureTimestamp:]
00007ff9092b1b65 (__TEXT,__text) non-external -[AKELData isLegacyKextAllowed:]
00007ff9092b1624 (__TEXT,__text) non-external -[AKELData loadFromBundleData:]
00007ff9092b1b4f (__TEXT,__text) non-external -[AKELData reloadIfNecessary]
00007ff9092c546e (__TEXT,__text) non-external -[AppWrapperPolicyResult description]
00007ff9092c53e6 (__TEXT,__text) non-external -[AppWrapperPolicyResult initWithValid:withSignerCategory:withModified:]
00007ff9092c5494 (__TEXT,__text) non-external -[AppWrapperPolicyResult isModified]
00007ff9092c5480 (__TEXT,__text) non-external -[AppWrapperPolicyResult isValid]
00007ff9092c5438 (__TEXT,__text) non-external -[AppWrapperPolicyResult redactedDescription]
00007ff9092c548a (__TEXT,__text) non-external -[AppWrapperPolicyResult signerCategory]
00007ff9092b712d (__TEXT,__text) non-external -[BundleData .cxx_destruct]
00007ff9092b683b (__TEXT,__text) non-external -[BundleData dealloc]
00007ff9092c6c6e (__TEXT,__text) non-external -[BundleData dealloc].cold.1
00007ff9092b6d48 (__TEXT,__text) non-external -[BundleData doReload]
00007ff9092b70e9 (__TEXT,__text) non-external -[BundleData forceReload]
00007ff9092b68d6 (__TEXT,__text) non-external -[BundleData initWithURL:withReloadBlock:watchForUpdates:]
00007ff9092b682d (__TEXT,__text) non-external -[BundleData init]
00007ff9092b7105 (__TEXT,__text) non-external -[BundleData isSigned]
00007ff9092b6d84 (__TEXT,__text) non-external -[BundleData loadInternalData:]
00007ff9092b7087 (__TEXT,__text) non-external -[BundleData reloadIfNecessary]
00007ff9092b6a3d (__TEXT,__text) non-external -[BundleData setupFSStream]
00007ff9092c6ccc (__TEXT,__text) non-external -[BundleData setupFSStream].cold.1
00007ff9092c6d29 (__TEXT,__text) non-external -[BundleData setupFSStream].cold.2
00007ff9092b7123 (__TEXT,__text) non-external -[BundleData timestamp]
00007ff9092b70fb (__TEXT,__text) non-external -[BundleData url]
00007ff9092b7119 (__TEXT,__text) non-external -[BundleData versionNumber]
00007ff9092b710f (__TEXT,__text) non-external -[BundleData version]
00007ff9092c4fd5 (__TEXT,__text) non-external -[GKScanResult .cxx_destruct]
00007ff9092c4fa7 (__TEXT,__text) non-external -[GKScanResult allowed]
00007ff9092c4f13 (__TEXT,__text) non-external -[GKScanResult encodeWithCoder:]
00007ff9092c4fba (__TEXT,__text) non-external -[GKScanResult gkError]
00007ff9092c4e62 (__TEXT,__text) non-external -[GKScanResult initWithCoder:]
00007ff9092c4fb1 (__TEXT,__text) non-external -[GKScanResult setAllowed:]
00007ff9092c4fc4 (__TEXT,__text) non-external -[GKScanResult setGkError:]
00007ff9092c4457 (__TEXT,__text) non-external -[NSData(Strings) hexString]
00007ff9092b2b42 (__TEXT,__text) non-external -[PolicyCacheMeta .cxx_destruct]
00007ff9092b2af8 (__TEXT,__text) non-external -[PolicyCacheMeta forEntry]
00007ff9092b2add (__TEXT,__text) non-external -[PolicyCacheMeta lastMiss]
00007ff9092b2aa7 (__TEXT,__text) non-external -[PolicyCacheMeta metaId]
00007ff9092b2ac2 (__TEXT,__text) non-external -[PolicyCacheMeta missCount]
00007ff9092b2b27 (__TEXT,__text) non-external -[PolicyCacheMeta resolvedEntry]
00007ff9092b2b02 (__TEXT,__text) non-external -[PolicyCacheMeta setForEntry:]
00007ff9092b2ae7 (__TEXT,__text) non-external -[PolicyCacheMeta setLastMiss:]
00007ff9092b2ab1 (__TEXT,__text) non-external -[PolicyCacheMeta setMetaId:]
00007ff9092b2acc (__TEXT,__text) non-external -[PolicyCacheMeta setMissCount:]
00007ff9092b2b31 (__TEXT,__text) non-external -[PolicyCacheMeta setResolvedEntry:]
00007ff9092b2b1d (__TEXT,__text) non-external -[PolicyCacheMeta setSourceTable:]
00007ff9092b2b13 (__TEXT,__text) non-external -[PolicyCacheMeta sourceTable]
00007ff9092c3961 (__TEXT,__text) non-external -[PolicyScanTarget .cxx_destruct]
00007ff9092c382e (__TEXT,__text) non-external -[PolicyScanTarget blockDevice]
00007ff9092c2bf7 (__TEXT,__text) non-external -[PolicyScanTarget bundleID]
00007ff9092c2c9b (__TEXT,__text) non-external -[PolicyScanTarget bundleVersion]
00007ff9092c3037 (__TEXT,__text) non-external -[PolicyScanTarget cdhashData]
00007ff9092c30ec (__TEXT,__text) non-external -[PolicyScanTarget cdhashDigestAlgorithm]
00007ff9092c2f57 (__TEXT,__text) non-external -[PolicyScanTarget cdhash]
00007ff9092c3860 (__TEXT,__text) non-external -[PolicyScanTarget checkValidity]
00007ff9092c2295 (__TEXT,__text) non-external -[PolicyScanTarget dealloc]
00007ff9092c3567 (__TEXT,__text) non-external -[PolicyScanTarget description]
00007ff9092c2ec5 (__TEXT,__text) non-external -[PolicyScanTarget entitlements]
00007ff9092c3842 (__TEXT,__text) non-external -[PolicyScanTarget fsTypeName]
00007ff9092c37a6 (__TEXT,__text) non-external -[PolicyScanTarget hasResourceDirectorySlot]
00007ff9092c2d92 (__TEXT,__text) non-external -[PolicyScanTarget infoPlist]
00007ff9092c22fe (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:]
00007ff9092c7baf (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.1
00007ff9092c7c1a (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.2
00007ff9092c7c95 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.3
00007ff9092c7cc8 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.4
00007ff9092c7cfb (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.5
00007ff9092c7d76 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.6
00007ff9092c2287 (__TEXT,__text) non-external -[PolicyScanTarget init]
00007ff9092c3873 (__TEXT,__text) non-external -[PolicyScanTarget isAppWrapper]
00007ff9092c38bf (__TEXT,__text) non-external -[PolicyScanTarget isBundled]
00007ff9092c3906 (__TEXT,__text) non-external -[PolicyScanTarget isMovedToTrash]
00007ff9092c3392 (__TEXT,__text) non-external -[PolicyScanTarget isNotarized]
00007ff9092c7dff (__TEXT,__text) non-external -[PolicyScanTarget isNotarized].cold.1
00007ff9092c3899 (__TEXT,__text) non-external -[PolicyScanTarget isQuarantinedMount]
00007ff9092c3316 (__TEXT,__text) non-external -[PolicyScanTarget isQuarantined]
00007ff9092c38a6 (__TEXT,__text) non-external -[PolicyScanTarget isScript]
00007ff9092c3354 (__TEXT,__text) non-external -[PolicyScanTarget isUserApproved]
00007ff9092c2b68 (__TEXT,__text) non-external -[PolicyScanTarget mainExecutableURL]
00007ff9092c3856 (__TEXT,__text) non-external -[PolicyScanTarget modTime]
00007ff9092c38fc (__TEXT,__text) non-external -[PolicyScanTarget mountTime]
00007ff9092c3838 (__TEXT,__text) non-external -[PolicyScanTarget objectID]
00007ff9092c3810 (__TEXT,__text) non-external -[PolicyScanTarget originalURL]
00007ff9092c3824 (__TEXT,__text) non-external -[PolicyScanTarget pathOnVolume]
00007ff9092c38e4 (__TEXT,__text) non-external -[PolicyScanTarget pid]
00007ff9092c344f (__TEXT,__text) non-external -[PolicyScanTarget redactedDescription]
00007ff9092c35f7 (__TEXT,__text) non-external -[PolicyScanTarget reloadSigningInfo]
00007ff9092c386a (__TEXT,__text) non-external -[PolicyScanTarget setCheckValidity:]
00007ff9092c38d8 (__TEXT,__text) non-external -[PolicyScanTarget setHasResourceDirectorySlot:]
00007ff9092c38cc (__TEXT,__text) non-external -[PolicyScanTarget setIsBundled:]
00007ff9092c3913 (__TEXT,__text) non-external -[PolicyScanTarget setIsMovedToTrash:]
00007ff9092c38b3 (__TEXT,__text) non-external -[PolicyScanTarget setIsScript:]
00007ff9092c38f0 (__TEXT,__text) non-external -[PolicyScanTarget setPid:]
00007ff9092c392c (__TEXT,__text) non-external -[PolicyScanTarget setTrashedURL:]
00007ff9092c388d (__TEXT,__text) non-external -[PolicyScanTarget setTriggeredByLibraryLoad:]
00007ff9092c394d (__TEXT,__text) non-external -[PolicyScanTarget setValidationCategory:]
00007ff9092c3261 (__TEXT,__text) non-external -[PolicyScanTarget signingID]
00007ff9092c2e94 (__TEXT,__text) non-external -[PolicyScanTarget signingInfo]
00007ff9092c2dbc (__TEXT,__text) non-external -[PolicyScanTarget staticCodeRef]
00007ff9092c31ac (__TEXT,__text) non-external -[PolicyScanTarget teamID]
00007ff9092c3633 (__TEXT,__text) non-external -[PolicyScanTarget trashedMainExe]
00007ff9092c391f (__TEXT,__text) non-external -[PolicyScanTarget trashedURL]
00007ff9092c3880 (__TEXT,__text) non-external -[PolicyScanTarget triggeredByLibraryLoad]
00007ff9092c3806 (__TEXT,__text) non-external -[PolicyScanTarget url]
00007ff9092c3940 (__TEXT,__text) non-external -[PolicyScanTarget validationCategory]
00007ff9092c384c (__TEXT,__text) non-external -[PolicyScanTarget volumePath]
00007ff9092c381a (__TEXT,__text) non-external -[PolicyScanTarget volumeUUID]
00007ff9092b0791 (__TEXT,__text) non-external -[ProvenanceEntry .cxx_destruct]
00007ff9092b02c1 (__TEXT,__text) non-external -[ProvenanceEntry attributes]
00007ff9092b0776 (__TEXT,__text) non-external -[ProvenanceEntry bundleID]
00007ff9092b075b (__TEXT,__text) non-external -[ProvenanceEntry cdhash]
00007ff9092b0533 (__TEXT,__text) non-external -[ProvenanceEntry createMetadata]
00007ff9092b0454 (__TEXT,__text) non-external -[ProvenanceEntry description]
00007ff9092b06d4 (__TEXT,__text) non-external -[ProvenanceEntry flags]
00007ff9092b034b (__TEXT,__text) non-external -[ProvenanceEntry redactedDescription]
00007ff9092b06ef (__TEXT,__text) non-external -[ProvenanceEntry rootID]
00007ff9092b0780 (__TEXT,__text) non-external -[ProvenanceEntry setBundleID:]
00007ff9092b0765 (__TEXT,__text) non-external -[ProvenanceEntry setCdhash:]
00007ff9092b06de (__TEXT,__text) non-external -[ProvenanceEntry setFlags:]
00007ff9092b06f9 (__TEXT,__text) non-external -[ProvenanceEntry setRootID:]
00007ff9092b074a (__TEXT,__text) non-external -[ProvenanceEntry setSigningID:]
00007ff9092b072f (__TEXT,__text) non-external -[ProvenanceEntry setTeamID:]
00007ff9092b06c3 (__TEXT,__text) non-external -[ProvenanceEntry setUniqueID:]
00007ff9092b0714 (__TEXT,__text) non-external -[ProvenanceEntry setUrl:]
00007ff9092b0740 (__TEXT,__text) non-external -[ProvenanceEntry signingID]
00007ff9092b0725 (__TEXT,__text) non-external -[ProvenanceEntry teamID]
00007ff9092b06b9 (__TEXT,__text) non-external -[ProvenanceEntry uniqueID]
00007ff9092b070a (__TEXT,__text) non-external -[ProvenanceEntry url]
00007ff9092c5a6f (__TEXT,__text) non-external -[SPDeveloperPolicy .cxx_destruct]
00007ff9092c5a01 (__TEXT,__text) non-external -[SPDeveloperPolicy createLocalDevelopmentCertificateForUser:error:]
00007ff9092c58d7 (__TEXT,__text) non-external -[SPDeveloperPolicy dealloc]
00007ff9092c5806 (__TEXT,__text) non-external -[SPDeveloperPolicy init]
00007ff9092c5919 (__TEXT,__text) non-external -[SPDeveloperPolicy isDeveloperModeEnabled]
00007ff9092c59d7 (__TEXT,__text) non-external -[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]
00007ff9092c5a5c (__TEXT,__text) non-external -[SPDeveloperPolicy registerDevelopmentTeamWithIdentifier:error:]
00007ff9092c5a51 (__TEXT,__text) non-external -[SPDeveloperPolicy removeLocalDevelopmentCertificateForUser:error:]
00007ff9092c5945 (__TEXT,__text) non-external -[SPDeveloperPolicy setDeveloperModeEnabled:error:]
00007ff9092c5a64 (__TEXT,__text) non-external -[SPDeveloperPolicy unregisterDevelopmentTeamWithIdentifier:error:]
00007ff9092b9225 (__TEXT,__text) non-external -[SPExecutionHistoryItem .cxx_destruct]
00007ff9092b91fd (__TEXT,__text) non-external -[SPExecutionHistoryItem cdHash]
00007ff9092b9211 (__TEXT,__text) non-external -[SPExecutionHistoryItem developerName]
00007ff9092b8fed (__TEXT,__text) non-external -[SPExecutionHistoryItem encodeWithCoder:]
00007ff9092b91d5 (__TEXT,__text) non-external -[SPExecutionHistoryItem execPath]
00007ff9092b8de3 (__TEXT,__text) non-external -[SPExecutionHistoryItem initWithCoder:]
00007ff9092b8b06 (__TEXT,__text) non-external -[SPExecutionHistoryItem initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:]
00007ff9092b8af8 (__TEXT,__text) non-external -[SPExecutionHistoryItem init]
00007ff9092b921b (__TEXT,__text) non-external -[SPExecutionHistoryItem lastSeen]
00007ff9092b91df (__TEXT,__text) non-external -[SPExecutionHistoryItem mmapPath]
00007ff9092b9207 (__TEXT,__text) non-external -[SPExecutionHistoryItem responsiblePath]
00007ff9092b91e9 (__TEXT,__text) non-external -[SPExecutionHistoryItem signingID]
00007ff9092b91f3 (__TEXT,__text) non-external -[SPExecutionHistoryItem teamID]
00007ff9092bc29c (__TEXT,__text) non-external -[SPExecutionPolicy .cxx_destruct]
00007ff9092bb73d (__TEXT,__text) non-external -[SPExecutionPolicy addBlockedSoftwareOverride:error:]
00007ff9092bb654 (__TEXT,__text) non-external -[SPExecutionPolicy addGatekeeperUserIntent:error:]
00007ff9092bc1e1 (__TEXT,__text) non-external -[SPExecutionPolicy allowGatekeeperPolicy:error:]
00007ff9092bb5ef (__TEXT,__text) non-external -[SPExecutionPolicy blockedExecutionPolicyItems]
00007ff9092bb33f (__TEXT,__text) non-external -[SPExecutionPolicy connection]
00007ff9092bb0c5 (__TEXT,__text) non-external -[SPExecutionPolicy dealloc]
00007ff9092bb24f (__TEXT,__text) non-external -[SPExecutionPolicy doGatekeeperProgressUpdate:withTotal:]
00007ff9092bb91a (__TEXT,__text) non-external -[SPExecutionPolicy getBlockedSoftwareOverride:error:]
00007ff9092bbdb2 (__TEXT,__text) non-external -[SPExecutionPolicy getGatekeeperInsightEnabled:]
00007ff9092bc09b (__TEXT,__text) non-external -[SPExecutionPolicy getGatekeeperPolicyWithError:]
00007ff9092bbbae (__TEXT,__text) non-external -[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]
00007ff9092bb04a (__TEXT,__text) non-external -[SPExecutionPolicy init]
00007ff9092bba03 (__TEXT,__text) non-external -[SPExecutionPolicy isBlockedSoftware:error:]
00007ff9092bbe9d (__TEXT,__text) non-external -[SPExecutionPolicy isFastGatekeeperOverrideModeEnabled]
00007ff9092bc126 (__TEXT,__text) non-external -[SPExecutionPolicy isGatekeeperPolicyAllowed:error:]
00007ff9092bb5e2 (__TEXT,__text) non-external -[SPExecutionPolicy legacyExecutionHistory]
00007ff9092bbef7 (__TEXT,__text) non-external -[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]
00007ff9092bb10f (__TEXT,__text) non-external -[SPExecutionPolicy myProgressHandler]
00007ff9092bb107 (__TEXT,__text) non-external -[SPExecutionPolicy progressBlock]
00007ff9092bb826 (__TEXT,__text) non-external -[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]
00007ff9092bbe83 (__TEXT,__text) non-external -[SPExecutionPolicy setGatekeeperInsightDefault:]
00007ff9092bbc69 (__TEXT,__text) non-external -[SPExecutionPolicy setGatekeeperInsightEnabled:error:]
00007ff9092bbfe0 (__TEXT,__text) non-external -[SPExecutionPolicy setGatekeeperPolicy:error:]
00007ff9092bb125 (__TEXT,__text) non-external -[SPExecutionPolicy setProgressHandler:]
00007ff9092bbaec (__TEXT,__text) non-external -[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]
00007ff9092b83ec (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]
00007ff9092b79f2 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]
00007ff9092c6d5d (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.1
00007ff9092c6d91 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.2
00007ff9092c6dc5 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.3
00007ff9092c6e1f (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.4
00007ff9092c6eb8 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.5
00007ff9092c6f51 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.6
00007ff9092c6fd8 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.7
00007ff9092b84e0 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]
00007ff9092b79a9 (__TEXT,__text) non-external -[SPExecutionPolicyItem .cxx_destruct]
00007ff9092b799f (__TEXT,__text) non-external -[SPExecutionPolicyItem blockedReasonDescription]
00007ff9092b7977 (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
00007ff9092b771e (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00007ff9092b74cf (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00007ff9092b73a5 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00007ff9092b7397 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00007ff9092b7959 (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00007ff9092b7995 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00007ff9092b7981 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00007ff9092b798b (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00007ff9092b7963 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00007ff9092b796d (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00007ff9092c225f (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00007ff9092c1f79 (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00007ff9092c1f37 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00007ff9092c1e4c (__TEXT,__text) non-external -[SPInstallationPolicy init]
00007ff9092c20db (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00007ff9092c20ac (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00007ff9092b9454 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00007ff9092b93e6 (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00007ff9092b928f (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00007ff9092b9428 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00007ff9092be585 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00007ff9092be535 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00007ff9092be549 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff9092be358 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff9092be189 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff9092be001 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff9092bdff3 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff9092be571 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff9092be55d (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff9092be553 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff9092be567 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff9092be57b (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff9092be52b (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff9092be53f (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff9092ba51e (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff9092b9ebe (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff9092b994d (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff9092b9a12 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff9092b990f (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff9092b9901 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff9092b9e66 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
