                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff817dbc911 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff817dbccbf (__TEXT,__text) external _KClientEncrypt
00007ff817dbcaf1 (__TEXT,__text) external _KClientEncryptCompat
00007ff817dbcc7d (__TEXT,__text) external _KClientGetAuthenticatorForService
00007ff817dbcceb (__TEXT,__text) external _KClientGetCCacheReference
00007ff817dbcbb7 (__TEXT,__text) external _KClientGetClientPrincipal
00007ff817dbc9e2 (__TEXT,__text) external _KClientGetCredentialsDeprecated
00007ff817dbcca9 (__TEXT,__text) external _KClientGetEncryptedServiceReply
00007ff817dbca24 (__TEXT,__text) external _KClientGetErrorTextDeprecated
00007ff817dbcc1a (__TEXT,__text) external _KClientGetExpirationTime
00007ff817dbcbe3 (__TEXT,__text) external _KClientGetLocalAddress
00007ff817dbc93d (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff817dbca0e (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff817dbc974 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff817dbc97f (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff817dbc9a0 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff817dbc9ab (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff817dbc9cc (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff817dbca03 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff817dbc9c1 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff817dbccb4 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff817dbc953 (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff817dbcbf9 (__TEXT,__text) external _KClientGetRemoteAddress
00007ff817dbcbcd (__TEXT,__text) external _KClientGetServerPrincipal
00007ff817dbcc5c (__TEXT,__text) external _KClientGetServiceKey
00007ff817dbcc0f (__TEXT,__text) external _KClientGetSessionKey
00007ff817dbcae6 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff817dbcb5f (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff817dbcc72 (__TEXT,__text) external _KClientGetTicketForService
00007ff817dbcaa4 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff817dbcaaf (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff817dbca19 (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff817dbcb8b (__TEXT,__text) external _KClientGetVersion
00007ff817dbcc46 (__TEXT,__text) external _KClientKeyFileLogin
00007ff817dbcc30 (__TEXT,__text) external _KClientLogin
00007ff817dbcaba (__TEXT,__text) external _KClientLoginCompat
00007ff817dbcc51 (__TEXT,__text) external _KClientLogout
00007ff817dbcad0 (__TEXT,__text) external _KClientLogoutCompat
00007ff817dbcb6a (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff817dbcb96 (__TEXT,__text) external _KClientNewClientSession
00007ff817dbcba1 (__TEXT,__text) external _KClientNewServerSession
00007ff817dbca8e (__TEXT,__text) external _KClientNewSessionCompat
00007ff817dbcc3b (__TEXT,__text) external _KClientPasswordLogin
00007ff817dbcac5 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff817dbcd01 (__TEXT,__text) external _KClientPrincipalToV4String
00007ff817dbcd0c (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff817dbccd5 (__TEXT,__text) external _KClientProtectIntegrity
00007ff817dbcb07 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff817dbcbc2 (__TEXT,__text) external _KClientSetClientPrincipal
00007ff817dbcc25 (__TEXT,__text) external _KClientSetKeyFile
00007ff817dbcbee (__TEXT,__text) external _KClientSetLocalAddress
00007ff817dbc948 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff817dbc9b6 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff817dbcc04 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff817dbcbd8 (__TEXT,__text) external _KClientSetServerPrincipal
00007ff817dbcadb (__TEXT,__text) external _KClientStatusCompat
00007ff817dbccf6 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff817dbcc9e (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff817dbcc88 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff817dbcce0 (__TEXT,__text) external _KClientVerifyIntegrity
00007ff817dbcb12 (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff817dbcc93 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff817dbcb75 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff817dbcb80 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff817dbca83 (__TEXT,__text) external _KClientVersionCompat
00007ff817db7497 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff817db75f3 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff817db7d31 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff817db7569 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff817db7d57 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff817db76ab (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff817db7514 (__TEXT,__text) external _KLAcquireNewTickets
00007ff817db7666 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff817db7455 (__TEXT,__text) external _KLAcquireTickets
00007ff817db75ae (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff817db7814 (__TEXT,__text) external _KLCacheHasValidTickets
00007ff817db84be (__TEXT,__text) external _KLCancelAllDialogs
00007ff817db7d26 (__TEXT,__text) external _KLChangePassword
00007ff817db84c6 (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff817db88e4 (__TEXT,__text) external _KLComparePrincipal
00007ff817db85be (__TEXT,__text) external _KLCountKerberosRealms
00007ff817db897f (__TEXT,__text) external _KLCreateLoginOptions
00007ff817db86b1 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff817db86e0 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff817db8629 (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff817db85ec (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff817db7ce8 (__TEXT,__text) external _KLDestroyTickets
00007ff817db8b3b (__TEXT,__text) external _KLDisposeLoginOptions
00007ff817db8943 (__TEXT,__text) external _KLDisposePrincipal
00007ff817db8b88 (__TEXT,__text) external _KLDisposeString
00007ff817db84f7 (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff817db7809 (__TEXT,__text) external _KLGetApplicationOptions
00007ff817db84e1 (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff817db885c (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff817db8437 (__TEXT,__text) external _KLGetErrorString
00007ff817db84d9 (__TEXT,__text) external _KLGetIdleCallback
00007ff817db85c9 (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff817db855d (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff817db8591 (__TEXT,__text) external _KLGetKerberosRealm
00007ff817db87d4 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff817db870f (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff817db842f (__TEXT,__text) external _KLHandleError
00007ff817db85ae (__TEXT,__text) external _KLInsertKerberosRealm
00007ff817db800c (__TEXT,__text) external _KLLastChangedTime
00007ff817db8abe (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff817db8a28 (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff817db8a5a (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff817db8a8c (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff817db8af8 (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff817db89f6 (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff817db8adb (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff817db85b6 (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff817db85a6 (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff817db7d62 (__TEXT,__text) external _KLRenewInitialTickets
00007ff817db7801 (__TEXT,__text) external _KLSetApplicationOptions
00007ff817db84ec (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff817db84d1 (__TEXT,__text) external _KLSetIdleCallback
00007ff817db85dc (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff817db85e4 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff817db859e (__TEXT,__text) external _KLSetKerberosRealm
00007ff817db8399 (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff817db7d3c (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff817db82ec (__TEXT,__text) external _KLTicketExpirationTime
00007ff817db823f (__TEXT,__text) external _KLTicketStartTime
00007ff817db8004 (__TEXT,__text) external _KLValidateInitialTickets
00007ff817db7d4f (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff817db7d47 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff817dbc61e (__TEXT,__text) external _KPCreatePreferencesFile
00007ff817dbc602 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff817dbc5f7 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff817dbc5ec (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff817dbc608 (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff817dbc613 (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff817dbcb3e (__TEXT,__text) external _KServerAddKeyCompat
00007ff817dbcb49 (__TEXT,__text) external _KServerGetKeyCompat
00007ff817dbcb33 (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff817dbcb54 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff817dbcb1d (__TEXT,__text) external _KServerNewSessionCompat
00007ff817dbcb28 (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff817dbb4ec (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff843d2b8d0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff817db8bbe (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff817db8bab (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff817db8bd9 (__TEXT,__text) external ___KLAllowRememberPassword
00007ff817db8c3d (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff817db8be1 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff817db8c6c (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff817db8c7f (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff817db8c0f (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff817db8c9a (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff817db8c9a (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff817db8c9a (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff817db8c77 (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff817db8c8a (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff817db8bce (__TEXT,__text) external ___KLPromptMechanism
00007ff817db8c92 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff817db8b95 (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff817db8bb6 (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff817db8b9d (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff817db8bc6 (__TEXT,__text) external ___KLSetPromptMechanism
00007ff817db6e09 (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff817db6e11 (__TEXT,__text) external ___KerberosDebugPrint
00007ff817db6e1d (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff817db6e23 (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff817db6e17 (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff843d2b2e8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff817db35ae (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8422fb7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8422fb848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff8422fb808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8422fb7e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8422fb868 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ff8422fb828 (__DATA_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff817db64f6 (__TEXT,__text) non-external ___error_message_block_invoke
00007ff817db2a7b (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff817db5c3a (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff817db792d (__TEXT,__text) non-external _acquireticket_ui
00007ff817dbadfb (__TEXT,__text) non-external _add_data_to_buffer
00007ff817db2baa (__TEXT,__text) external _add_error_table
00007ff817db977d (__TEXT,__text) non-external _add_to_list
00007ff817dbe201 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff817dbe2f9 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
00007ff817db2bb2 (__TEXT,__text) external _cc_close
00007ff817db2bba (__TEXT,__text) external _cc_create
00007ff817db2bc2 (__TEXT,__text) external _cc_destroy
00007ff817db2bca (__TEXT,__text) external _cc_free_NC_info
00007ff817db2bd2 (__TEXT,__text) external _cc_free_creds
00007ff817db2bda (__TEXT,__text) external _cc_free_name
00007ff817db2be2 (__TEXT,__text) external _cc_free_principal
00007ff843d2b1c8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff817db2bea (__TEXT,__text) external _cc_get_NC_info
00007ff817db2bf2 (__TEXT,__text) external _cc_get_change_time
00007ff817db2bfa (__TEXT,__text) external _cc_get_cred_version
00007ff817db2c02 (__TEXT,__text) external _cc_get_name
00007ff817db2c0a (__TEXT,__text) external _cc_get_principal
00007ff817db4482 (__TEXT,__text) external _cc_initialize
00007ff817db547b (__TEXT,__text) non-external _cc_iterator_clone
00007ff817db3b76 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff817db543b (__TEXT,__text) non-external _cc_iterator_release
00007ff817db2c12 (__TEXT,__text) external _cc_open
00007ff817db2c1a (__TEXT,__text) external _cc_remove_cred
00007ff817db2c22 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff817db2c2a (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff817db2c32 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff817db2c3a (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff817db2c42 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff817db2c4a (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff817db2c52 (__TEXT,__text) external _cc_set_principal
00007ff817db2c5a (__TEXT,__text) external _cc_shutdown
00007ff817db2c62 (__TEXT,__text) external _cc_store
00007ff817db538f (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff817db5172 (__TEXT,__text) non-external _ccache_compare
00007ff817db4530 (__TEXT,__text) non-external _ccache_destroy
00007ff843d2b230 (__DATA,__data) non-external _ccache_functions
00007ff817db512b (__TEXT,__text) non-external _ccache_get_change_time
00007ff817db4609 (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff817db5251 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff817db50d7 (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff817db4623 (__TEXT,__text) non-external _ccache_get_name
00007ff817db46b2 (__TEXT,__text) non-external _ccache_get_principal
00007ff843d2b2d0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff817db509d (__TEXT,__text) non-external _ccache_lock
00007ff817db4feb (__TEXT,__text) non-external _ccache_move
00007ff817db4f1d (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff817db3b2f (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff817db4d4c (__TEXT,__text) non-external _ccache_remove_credentials
00007ff817db4592 (__TEXT,__text) non-external _ccache_set_default
00007ff817db5304 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff817db47d0 (__TEXT,__text) non-external _ccache_set_principal
00007ff817db48e0 (__TEXT,__text) non-external _ccache_store_credentials
00007ff817db50ba (__TEXT,__text) non-external _ccache_unlock
00007ff817db53ee (__TEXT,__text) non-external _ccache_wait_for_change
00007ff817db53f9 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff8422fb8f0 (__DATA_CONST,__const) non-external _conf_no
00007ff8422fb8b0 (__DATA_CONST,__const) non-external _conf_yes
00007ff843d2b480 (__DATA,__bss) non-external _context_change_time
00007ff817db4450 (__TEXT,__text) non-external _context_compare
00007ff817db3fd3 (__TEXT,__text) non-external _context_create_ccache
00007ff817db4110 (__TEXT,__text) non-external _context_create_default_ccache
00007ff817db427a (__TEXT,__text) non-external _context_create_new_ccache
00007ff817db3d49 (__TEXT,__text) non-external _context_get_change_time
00007ff817db3d86 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff817db4440 (__TEXT,__text) non-external _context_lock
00007ff817db43be (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff817db3e0d (__TEXT,__text) non-external _context_open_ccache
00007ff817db3f05 (__TEXT,__text) non-external _context_open_default_ccache
00007ff817db3d14 (__TEXT,__text) non-external _context_release
00007ff817db4448 (__TEXT,__text) non-external _context_unlock
00007ff817db4477 (__TEXT,__text) non-external _context_wait_for_change
00007ff817db3cd0 (__TEXT,__text) non-external _create_ccache
00007ff817db363a (__TEXT,__text) non-external _cred_compare
00007ff817db3ad9 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff843d2b1b0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff817db364b (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff817db3ae4 (__TEXT,__text) non-external _cred_iter_release
00007ff817db35fb (__TEXT,__text) non-external _cred_release
00007ff843d2b1a0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff817dbc634 (__TEXT,__text) external _decomp_ticket
00007ff817dbc862 (__TEXT,__text) external _dest_all_tkts
00007ff817dbc839 (__TEXT,__text) external _dest_tkt
00007ff817db5c5c (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff843d2b4a0 (__DATA,__bss) non-external _do_log
00007ff817dba9af (__TEXT,__text) non-external _dump_profile
00007ff817dbadd7 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff817dbad34 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff817db2c6a (__TEXT,__text) external _encode_krb5_as_req
00007ff817db97f5 (__TEXT,__text) non-external _end_list
00007ff817db6498 (__TEXT,__text) external _error_message
00007ff843d2b4c0 (__DATA,__bss) non-external _error_message.buffer
00007ff817dbeb3d (__TEXT,__text) non-external _error_message.cold.1
00007ff843d2b4b0 (__DATA,__bss) non-external _error_message.et_list
00007ff843d2b4a8 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff817db80ab (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff843d2b8c8 (__DATA,__bss) non-external _g_cc_change_time
00007ff843d2b2f0 (__DATA,__data) non-external _g_change_time_mutex
00007ff843d2b8c0 (__DATA,__bss) non-external _g_kl_change_time
00007ff817dbc673 (__TEXT,__text) external _get_ad_tkt
00007ff817dbc6de (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff843d2b0b0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff843d2b0d0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff843d2b080 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff843d2b060 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff843d2b020 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff843d2b040 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff843d2b000 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
