                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external _atoi (from libSystem)
00007ff80de638f2 (__TEXT,__text) non-external _au_assemble
00007ff80de6e746 (__TEXT,__text) external _au_to_header64
00007ff80de6e535 (__TEXT,__text) external _au_to_header64_tm
00007ff80de6e7a3 (__TEXT,__text) external _au_to_header_ex
00007ff80de6e16f (__TEXT,__text) external _au_to_identity
00007ff80de6c4bc (__TEXT,__text) external _au_to_in_addr
00007ff80de6c52a (__TEXT,__text) external _au_to_in_addr_ex
00007ff80de6c5a1 (__TEXT,__text) external _au_to_ip
00007ff80de6c61f (__TEXT,__text) external _au_to_ipc
00007ff80de6c6ab (__TEXT,__text) external _au_to_ipc_perm
00007ff80de6c77a (__TEXT,__text) external _au_to_iport
00007ff80de6e82f (__TEXT,__text) external _au_to_kevent
00007ff80de6e0b2 (__TEXT,__text) external _au_to_krb5_principal
00007ff80de6ded8 (__TEXT,__text) external _au_to_me
00007ff80de6c40e (__TEXT,__text) external _au_to_newgroups
00007ff80de6c7e4 (__TEXT,__text) external _au_to_opaque
00007ff80de6ca3e (__TEXT,__text) external _au_to_path
00007ff80de6cddf (__TEXT,__text) external _au_to_process
00007ff80de6caec (__TEXT,__text) external _au_to_process32
00007ff80de6cde9 (__TEXT,__text) external _au_to_process32_ex
00007ff80de6cc42 (__TEXT,__text) external _au_to_process64
00007ff80de6d005 (__TEXT,__text) external _au_to_process64_ex
00007ff80de6d24d (__TEXT,__text) external _au_to_process_ex
00007ff80de6d394 (__TEXT,__text) external _au_to_return
00007ff80de6d257 (__TEXT,__text) external _au_to_return32
00007ff80de6d2e3 (__TEXT,__text) external _au_to_return64
00007ff80de6d39e (__TEXT,__text) external _au_to_seq
00007ff80de6d773 (__TEXT,__text) external _au_to_sock_inet
00007ff80de6d6e5 (__TEXT,__text) external _au_to_sock_inet128
00007ff80de6d665 (__TEXT,__text) external _au_to_sock_inet32
00007ff80de6d5a6 (__TEXT,__text) external _au_to_sock_unix
00007ff80de6d418 (__TEXT,__text) external _au_to_socket_ex
00007ff80de6df6f (__TEXT,__text) non-external _au_to_strings
00007ff80de6da70 (__TEXT,__text) external _au_to_subject
00007ff80de6d77d (__TEXT,__text) external _au_to_subject32
00007ff80de6da7a (__TEXT,__text) external _au_to_subject32_ex
00007ff80de6d8d3 (__TEXT,__text) external _au_to_subject64
00007ff80de6dc8e (__TEXT,__text) external _au_to_subject64_ex
00007ff80de6dece (__TEXT,__text) external _au_to_subject_ex
00007ff80de6c990 (__TEXT,__text) external _au_to_text
00007ff80de6e7ad (__TEXT,__text) external _au_to_trailer
00007ff80de6e0c1 (__TEXT,__text) external _au_to_zonename
00007ff80de6eb35 (__TEXT,__text) external _au_user_mask
00007ff80de637a1 (__TEXT,__text) external _au_write
                 (undefined) external _audit (from libSystem)
00007ff8437425b8 (__DATA,__bss) non-external _audit_free_q
00007ff80de6fe10 (__TEXT,__text) external _audit_get_car
00007ff80de6fbe0 (__TEXT,__text) external _audit_get_class
00007ff80de6f117 (__TEXT,__text) external _audit_get_cond
00007ff80de6fe25 (__TEXT,__text) external _audit_get_ctlmode
00007ff80de6fdfb (__TEXT,__text) external _audit_get_cwd
00007ff80de6fe56 (__TEXT,__text) external _audit_get_expire_after
00007ff80de6fca4 (__TEXT,__text) external _audit_get_fsize
00007ff80de6fb7e (__TEXT,__text) external _audit_get_kaudit
00007ff80de6fc42 (__TEXT,__text) external _audit_get_kmask
00007ff80de6fd37 (__TEXT,__text) external _audit_get_pinfo
00007ff80de6fd68 (__TEXT,__text) external _audit_get_pinfo_addr
00007ff80de6f8e0 (__TEXT,__text) external _audit_get_policy
00007ff80de6fa15 (__TEXT,__text) external _audit_get_qctrl
00007ff80de6f9ae (__TEXT,__text) external _audit_get_sflags
00007ff80de6f9e9 (__TEXT,__text) external _audit_get_sflags_mask
00007ff80de63604 (__TEXT,__text) external _audit_get_sinfo_addr
00007ff80de6fd99 (__TEXT,__text) external _audit_get_stat
00007ff8437425b0 (__DATA,__bss) non-external _audit_rec_count
00007ff80de6fb67 (__TEXT,__text) external _audit_send_trigger
00007ff80de6fc11 (__TEXT,__text) external _audit_set_class
00007ff80de6f879 (__TEXT,__text) external _audit_set_cond
00007ff80de6fcd5 (__TEXT,__text) external _audit_set_fsize
00007ff80de6fbaf (__TEXT,__text) external _audit_set_kaudit
00007ff80de6fc73 (__TEXT,__text) external _audit_set_kmask
00007ff80de6fd06 (__TEXT,__text) external _audit_set_pmask
00007ff80de6f947 (__TEXT,__text) external _audit_set_policy
00007ff80de6fabe (__TEXT,__text) external _audit_set_qctrl
00007ff80de6f9c5 (__TEXT,__text) external _audit_set_sflags
00007ff80de6f9ff (__TEXT,__text) external _audit_set_sflags_mask
00007ff80de6fdca (__TEXT,__text) external _audit_set_stat
00007ff80de6f254 (__TEXT,__text) non-external _audit_set_terminal_host
00007ff80de6f17e (__TEXT,__text) external _audit_set_terminal_id
00007ff80de6f2f8 (__TEXT,__text) external _audit_set_terminal_id_ex
00007ff80de6f1b3 (__TEXT,__text) non-external _audit_set_terminal_port
00007ff80de6ecb6 (__TEXT,__text) external _audit_submit
00007ff80de62db4 (__TEXT,__text) external _audit_token_to_asid
00007ff80de62dfc (__TEXT,__text) external _audit_token_to_au32
00007ff80de62dd8 (__TEXT,__text) external _audit_token_to_auid
00007ff80de62de1 (__TEXT,__text) external _audit_token_to_egid
00007ff80de62dc6 (__TEXT,__text) external _audit_token_to_euid
00007ff80de62dbd (__TEXT,__text) external _audit_token_to_pid
00007ff80de62df3 (__TEXT,__text) external _audit_token_to_pidversion
00007ff80de62dea (__TEXT,__text) external _audit_token_to_rgid
00007ff80de62dcf (__TEXT,__text) external _audit_token_to_ruid
00007ff80de6f32d (__TEXT,__text) external _audit_write
00007ff80de6f5f0 (__TEXT,__text) external _audit_write_failure
00007ff80de6f6b5 (__TEXT,__text) external _audit_write_failure_ex
00007ff80de6f817 (__TEXT,__text) external _audit_write_failure_na
00007ff80de6f848 (__TEXT,__text) external _audit_write_failure_na_ex
00007ff80de6f77a (__TEXT,__text) external _audit_write_failure_self
00007ff80de6f4af (__TEXT,__text) external _audit_write_success
00007ff80de6f526 (__TEXT,__text) external _audit_write_success_ex
00007ff80de6f59d (__TEXT,__text) external _audit_write_success_self
                 (undefined) external _auditon (from libSystem)
00007ff80de6b16d (__TEXT,__text) non-external _be64dec
00007ff80de719d0 (__TEXT,__const) non-external _bsm_domains
00007ff841380110 (__DATA_CONST,__const) non-external _bsm_errnos
00007ff80de71c50 (__TEXT,__const) non-external _bsm_fcntl_cmdtab
00007ff80de71c00 (__TEXT,__const) non-external _bsm_socket_types
00007ff80de6c02c (__TEXT,__text) external _cannot_audit
                 (undefined) external _clearerr (from libSystem)
00007ff80de6b637 (__TEXT,__text) non-external _close_tag
                 (undefined) external _ctime_r (from libSystem)
00007ff80de64496 (__TEXT,__text) external _endac
00007ff80de640f4 (__TEXT,__text) external _endauclass
00007ff80de64ddb (__TEXT,__text) external _endauevent
00007ff80de6e869 (__TEXT,__text) external _endauuser
00007ff843742cf8 (__DATA,__bss) non-external _ev_cache
00007ff80de65276 (__TEXT,__text) non-external _eventfromstr
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
00007ff80de66929 (__TEXT,__text) non-external _fetch_arb_tok
00007ff80de65acf (__TEXT,__text) non-external _fetch_arg32_tok
00007ff80de65b44 (__TEXT,__text) non-external _fetch_arg64_tok
00007ff80de65bb9 (__TEXT,__text) non-external _fetch_attr32_tok
00007ff80de65c67 (__TEXT,__text) non-external _fetch_attr64_tok
00007ff80de669a5 (__TEXT,__text) non-external _fetch_cert_hash_tok
00007ff80de65d69 (__TEXT,__text) non-external _fetch_execarg_tok
00007ff80de65d69 (__TEXT,__text) non-external _fetch_execenv_tok
00007ff80de65d26 (__TEXT,__text) non-external _fetch_exit_tok
00007ff80de65de9 (__TEXT,__text) non-external _fetch_file_tok
00007ff80de65718 (__TEXT,__text) non-external _fetch_header32_ex_tok
00007ff80de65668 (__TEXT,__text) non-external _fetch_header32_tok
00007ff80de65921 (__TEXT,__text) non-external _fetch_header64_ex_tok
00007ff80de6585c (__TEXT,__text) non-external _fetch_header64_tok
00007ff80de66a23 (__TEXT,__text) non-external _fetch_identity_tok
00007ff80de65ece (__TEXT,__text) non-external _fetch_inaddr_ex_tok
00007ff80de65f2d (__TEXT,__text) non-external _fetch_ip_tok
00007ff80de66038 (__TEXT,__text) non-external _fetch_ipc_tok
00007ff80de66079 (__TEXT,__text) non-external _fetch_ipcperm_tok
00007ff80de669a5 (__TEXT,__text) non-external _fetch_krb5_principal_tok
00007ff80de65e60 (__TEXT,__text) non-external _fetch_newgroups_tok
00007ff80de66141 (__TEXT,__text) non-external _fetch_process32_tok
00007ff80de66241 (__TEXT,__text) non-external _fetch_process32ex_tok
00007ff80de6637f (__TEXT,__text) non-external _fetch_process64_tok
00007ff80de66492 (__TEXT,__text) non-external _fetch_process64ex_tok
00007ff80de66038 (__TEXT,__text) non-external _fetch_return32_tok
00007ff80de665f9 (__TEXT,__text) non-external _fetch_return64_tok
00007ff80de667bb (__TEXT,__text) non-external _fetch_sock_inet128_tok
00007ff80de666c8 (__TEXT,__text) non-external _fetch_sock_inet32_tok
00007ff80de66726 (__TEXT,__text) non-external _fetch_sock_unix_tok
00007ff80de6663c (__TEXT,__text) non-external _fetch_socket_tok
00007ff80de6681e (__TEXT,__text) non-external _fetch_socketex32_tok
00007ff80de66141 (__TEXT,__text) non-external _fetch_subject32_tok
00007ff80de66241 (__TEXT,__text) non-external _fetch_subject32ex_tok
00007ff80de6637f (__TEXT,__text) non-external _fetch_subject64_tok
00007ff80de66492 (__TEXT,__text) non-external _fetch_subject64ex_tok
00007ff80de65a88 (__TEXT,__text) non-external _fetch_trailer_tok
                 (undefined) external _fgetc (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff843742cf0 (__DATA,__bss) non-external _firsttime
00007ff80de6be92 (__TEXT,__text) non-external _flush_cache
                 (undefined) external _fopen (from libSystem)
00007ff8437427b0 (__DATA,__bss) non-external _fp
00007ff8437428c0 (__DATA,__bss) non-external _fp
00007ff8437429d0 (__DATA,__bss) non-external _fp
00007ff843742d10 (__DATA,__bss) non-external _fp
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80de644cf (__TEXT,__text) external _getacdir
00007ff80de64aaa (__TEXT,__text) external _getacexpire
00007ff80de64707 (__TEXT,__text) external _getacfilesz
00007ff80de64856 (__TEXT,__text) external _getacflg
00007ff80de64a17 (__TEXT,__text) external _getachost
00007ff80de646a4 (__TEXT,__text) external _getacmin
00007ff80de648e2 (__TEXT,__text) external _getacna
00007ff80de6496e (__TEXT,__text) external _getacpol
00007ff80de64a01 (__TEXT,__text) external _getacsflagsmask
00007ff80de63e8a (__TEXT,__text) external _getauclassent
00007ff8437426b8 (__DATA,__bss) non-external _getauclassent.c
00007ff843742670 (__DATA,__bss) non-external _getauclassent.class_ent_desc
00007ff843742660 (__DATA,__bss) non-external _getauclassent.class_ent_name
00007ff8437426d0 (__DATA,__bss) non-external _getauclassent.cp
00007ff80de63d0e (__TEXT,__text) external _getauclassent_r
00007ff80de63d42 (__TEXT,__text) non-external _getauclassent_r_locked
00007ff80de63fc7 (__TEXT,__text) external _getauclassnam
00007ff843742728 (__DATA,__bss) non-external _getauclassnam.c
00007ff8437426e0 (__DATA,__bss) non-external _getauclassnam.class_ent_desc
00007ff8437426d8 (__DATA,__bss) non-external _getauclassnam.class_ent_name
00007ff80de63f4e (__TEXT,__text) external _getauclassnam_r
00007ff80de6408f (__TEXT,__text) external _getauclassnum
00007ff843742798 (__DATA,__bss) non-external _getauclassnum.c
00007ff843742750 (__DATA,__bss) non-external _getauclassnum.class_ent_desc
00007ff843742740 (__DATA,__bss) non-external _getauclassnum.class_ent_name
00007ff80de6402d (__TEXT,__text) external _getauclassnum_r
                 (undefined) external _getaudit_addr (from libSystem)
00007ff80de6538e (__TEXT,__text) external _getauditflagsbin
00007ff80de654cb (__TEXT,__text) external _getauditflagschar
00007ff80de64ec8 (__TEXT,__text) external _getauevent
00007ff843742a38 (__DATA,__bss) non-external _getauevent.e
00007ff843742a00 (__DATA,__bss) non-external _getauevent.event_ent_desc
00007ff8437429e0 (__DATA,__bss) non-external _getauevent.event_ent_name
00007ff80de64e14 (__TEXT,__text) external _getauevent_r
00007ff80de6501e (__TEXT,__text) external _getauevnam
00007ff843742ab8 (__DATA,__bss) non-external _getauevnam.e
00007ff843742a80 (__DATA,__bss) non-external _getauevnam.event_ent_desc
00007ff843742a60 (__DATA,__bss) non-external _getauevnam.event_ent_name
00007ff80de64f32 (__TEXT,__text) external _getauevnam_r
00007ff80de65262 (__TEXT,__text) external _getauevnonam
00007ff843742be0 (__DATA,__bss) non-external _getauevnonam.event
00007ff80de651d0 (__TEXT,__text) external _getauevnonam_r
00007ff843742bb8 (__DATA,__bss) non-external _getauevnonam_r.e
00007ff843742bd8 (__DATA,__bss) non-external _getauevnonam_r.ep
00007ff843742b80 (__DATA,__bss) non-external _getauevnonam_r.event_ent_desc
00007ff843742b60 (__DATA,__bss) non-external _getauevnonam_r.event_ent_name
00007ff80de65164 (__TEXT,__text) external _getauevnum
00007ff843742b38 (__DATA,__bss) non-external _getauevnum.e
00007ff843742b00 (__DATA,__bss) non-external _getauevnum.event_ent_desc
00007ff843742ae0 (__DATA,__bss) non-external _getauevnum.event_ent_name
00007ff80de6508b (__TEXT,__text) external _getauevnum_r
00007ff80de6ea12 (__TEXT,__text) external _getauuserent
00007ff843742d58 (__DATA,__bss) non-external _getauuserent.u
00007ff843742d20 (__DATA,__bss) non-external _getauuserent.user_ent_name
00007ff80de6e8a2 (__TEXT,__text) external _getauuserent_r
00007ff80de6e8d6 (__TEXT,__text) non-external _getauuserent_r_locked
00007ff80de6eaeb (__TEXT,__text) external _getauusernam
00007ff843742da8 (__DATA,__bss) non-external _getauusernam.u
00007ff843742d70 (__DATA,__bss) non-external _getauusernam.user_ent_name
00007ff80de6ea80 (__TEXT,__text) external _getauusernam_r
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
00007ff80de6ebf5 (__TEXT,__text) external _getfauditflags
                 (undefined) external _getgid (from libSystem)
                 (undefined) external _getgrgid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
00007ff80de64556 (__TEXT,__text) non-external _getstrfromtype_locked
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _inet_ntoa (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _ioctl (from libSystem)
00007ff8437427c0 (__DATA,__bss) non-external _linestr
00007ff8437428d0 (__DATA,__bss) non-external _linestr
00007ff843742bf0 (__DATA,__bss) non-external _linestr
00007ff843742dc0 (__DATA,__bss) non-external _linestr
00007ff80de6bdae (__TEXT,__text) non-external _load_event_table
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00007ff843742430 (__DATA,__data) non-external _mutex
00007ff843742470 (__DATA,__data) non-external _mutex
00007ff8437424b0 (__DATA,__data) non-external _mutex
00007ff8437424f0 (__DATA,__data) non-external _mutex
00007ff843742530 (__DATA,__data) non-external _mutex
00007ff843742570 (__DATA,__data) non-external _mutex
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff8437425c0 (__DATA,__bss) non-external _open_desc_table
00007ff80de6b4e8 (__TEXT,__text) non-external _print_event
00007ff80de6bb07 (__TEXT,__text) non-external _print_group
00007ff80de6b8b4 (__TEXT,__text) non-external _print_ip_ex_address
00007ff80de6bbba (__TEXT,__text) non-external _print_ipctype
00007ff80de6bb4a (__TEXT,__text) non-external _print_mem
00007ff80de6bc23 (__TEXT,__text) non-external _print_retval
00007ff80de6b5b0 (__TEXT,__text) non-external _print_sec32
00007ff80de6b954 (__TEXT,__text) non-external _print_sec64
00007ff80de6b9da (__TEXT,__text) non-external _print_string
00007ff80de6b179 (__TEXT,__text) non-external _print_tok_type
00007ff80de6bac4 (__TEXT,__text) non-external _print_user
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80de643fa (__TEXT,__text) external _setac
00007ff80de64422 (__TEXT,__text) non-external _setac_locked
00007ff8437428c8 (__DATA,__bss) non-external _setac_locked.lastctime
00007ff80de63f1c (__TEXT,__text) external _setauclass
00007ff80de64da9 (__TEXT,__text) external _setauevent
00007ff80de6e837 (__TEXT,__text) external _setauuser
00007ff80de64c7c (__TEXT,__text) non-external _setexpirecond
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcasestr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strtok_r (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ff843742d00 (__DATA,__bss) non-external _token
                 (undefined) external _vsnprintf (from libSystem)
