
/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
00031320 (__DATA,__data) external _NDR_record
00001b5e (__TEXT,__text) external ___error
00006820 (__TEXT,__text) external ___exit
000046a4 (__TEXT,__text) external ___fchmod
000053bc (__TEXT,__text) external ___fchmod_extended
00001c3c (__TEXT,__text) external ___fcntl
00001c20 (__TEXT,__text) external ___fcntl_nocancel
00006b28 (__TEXT,__text) external ___fork
00023bd8 (__TEXT,__text) external ___fs_snapshot
000053a0 (__TEXT,__text) external ___fstat64_extended
00023bf4 (__TEXT,__text) external ___fstat_extended
00009d54 (__TEXT,__text) external ___fsync
00003ee4 (__TEXT,__text) external ___fsync_nocancel
00007ec5 (__TEXT,__text) external ___get_remove_counter
00001b78 (__TEXT,__text) external ___getattrlist
000028b4 (__TEXT,__text) external ___getdirentries64
000052e0 (__TEXT,__text) external ___gethostuuid
0000a18c (__TEXT,__text) external ___getlogin
00004688 (__TEXT,__text) external ___getpeername
00001800 (__TEXT,__text) external ___getpid
00002e6c (__TEXT,__text) external ___getrlimit
00023c10 (__TEXT,__text) external ___getsgroups
00006bc4 (__TEXT,__text) external ___getsockname
000027cc (__TEXT,__text) external ___gettid
0000414f (__TEXT,__text) external ___gettimeofday
00004162 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00023c2c (__TEXT,__text) external ___getwgroups
00023c48 (__TEXT,__text) external ___guarded_open_dprotected_np
00003d18 (__TEXT,__text) external ___guarded_open_np
00023c64 (__TEXT,__text) external ___identitysvc
00004057 (__TEXT,__text) external ___inc_remove_counter
0000a170 (__TEXT,__text) external ___initgroups
00004534 (__TEXT,__text) external ___ioctl
00004700 (__TEXT,__text) external ___iopolicysys
00023c80 (__TEXT,__text) external ___kdebug_trace
00003408 (__TEXT,__text) external ___kdebug_trace64
00023c9c (__TEXT,__text) external ___kdebug_trace_string
000054c4 (__TEXT,__text) external ___kdebug_typefilter
00026770 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
00026738 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
000070dc (__TEXT,__text) external ___kill
00005c90 (__TEXT,__text) external ___kqueue_workloop_ctl
0000542c (__TEXT,__text) external ___lchown
000054df (__TEXT,__text) external ___libkernel_init
0000a88d (__TEXT,__text) external ___libkernel_init_late
0000576c (__TEXT,__text) external ___libkernel_platform_init
000017eb (__TEXT,__text) external ___libkernel_voucher_init
000075a0 (__TEXT,__text) external ___listen
00023cb4 (__TEXT,__text) external ___log_data
0000262c (__TEXT,__text) external ___lseek
00005334 (__TEXT,__text) external ___lstat64_extended
00023cd0 (__TEXT,__text) external ___lstat_extended
00023cec (__TEXT,__text) external ___mac_execve
00023d08 (__TEXT,__text) external ___mac_get_fd
00023d24 (__TEXT,__text) external ___mac_get_file
00023d40 (__TEXT,__text) external ___mac_get_link
00023d5c (__TEXT,__text) external ___mac_get_mount
00023d78 (__TEXT,__text) external ___mac_get_pid
00023d94 (__TEXT,__text) external ___mac_get_proc
00023db0 (__TEXT,__text) external ___mac_getfsstat
00023dcc (__TEXT,__text) external ___mac_mount
00023de8 (__TEXT,__text) external ___mac_set_fd
00023e04 (__TEXT,__text) external ___mac_set_file
00023e20 (__TEXT,__text) external ___mac_set_link
00007548 (__TEXT,__text) external ___mac_set_proc
000026d4 (__TEXT,__text) external ___mac_syscall
00023e3c (__TEXT,__text) external ___mach_bridge_remote_time
00023e58 (__TEXT,__text) external ___mach_eventlink_signal
00023e74 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
00023e90 (__TEXT,__text) external ___mach_eventlink_wait_until
00023eac (__TEXT,__text) external ___memorystatus_available_memory
00023ec8 (__TEXT,__text) external ___microstackshot
00023ee4 (__TEXT,__text) external ___mkdir_extended
00023f00 (__TEXT,__text) external ___mkfifo_extended
00001cac (__TEXT,__text) external ___mmap
00004134 (__TEXT,__text) external ___mprotect
00023f1c (__TEXT,__text) external ___msgctl
00024a4c (__TEXT,__text) external ___msgrcv
00023f38 (__TEXT,__text) external ___msgrcv_nocancel
00024a68 (__TEXT,__text) external ___msgsnd
00023f54 (__TEXT,__text) external ___msgsnd_nocancel
00023f70 (__TEXT,__text) external ___msgsys
00005c34 (__TEXT,__text) external ___msync
00023f8c (__TEXT,__text) external ___msync_nocancel
00003e3c (__TEXT,__text) external ___munmap
00023fa8 (__TEXT,__text) external ___nexus_create
00023fc4 (__TEXT,__text) external ___nexus_deregister
00023fe0 (__TEXT,__text) external ___nexus_destroy
00023ffc (__TEXT,__text) external ___nexus_get_opt
00024018 (__TEXT,__text) external ___nexus_open
00024034 (__TEXT,__text) external ___nexus_register
00024050 (__TEXT,__text) external ___nexus_set_opt
0002406c (__TEXT,__text) external ___old_semwait_signal
00001bb0 (__TEXT,__text) external ___open
00005384 (__TEXT,__text) external ___open_dprotected_np
0000a618 (__TEXT,__text) external ___open_extended
00001c90 (__TEXT,__text) external ___open_nocancel
000025d8 (__TEXT,__text) external ___openat
00005464 (__TEXT,__text) external ___openat_nocancel
00031718 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00011cc7 (__TEXT,__text) external ___os_nexus_flow_add
00011d29 (__TEXT,__text) external ___os_nexus_flow_del
00011b7e (__TEXT,__text) external ___os_nexus_ifattach
00011c3f (__TEXT,__text) external ___os_nexus_ifdetach
000041f0 (__TEXT,__text) external ___persona
00005c50 (__TEXT,__text) external ___pipe
00024c60 (__TEXT,__text) external ___poll
000075d8 (__TEXT,__text) external ___poll_nocancel
0000660c (__TEXT,__text) external ___posix_spawn
00009cc0 (__TEXT,__text) external ___pread
00002644 (__TEXT,__text) external ___pread_nocancel
00024c7c (__TEXT,__text) external ___preadv
00024088 (__TEXT,__text) external ___preadv_nocancel
00002208 (__TEXT,__text) external ___proc_info
000240a4 (__TEXT,__text) external ___proc_info_extended_id
00006c24 (__TEXT,__text) external ___process_policy
00005a90 (__TEXT,__text) external ___pselect
000240c0 (__TEXT,__text) external ___pselect_nocancel
00003cc8 (__TEXT,__text) external ___psynch_cvbroad
000041a8 (__TEXT,__text) external ___psynch_cvclrprepost
000049f8 (__TEXT,__text) external ___psynch_cvsignal
00003cac (__TEXT,__text) external ___psynch_cvwait
000035a4 (__TEXT,__text) external ___psynch_mutexdrop
0000346c (__TEXT,__text) external ___psynch_mutexwait
000240dc (__TEXT,__text) external ___psynch_rw_downgrade
000240f8 (__TEXT,__text) external ___psynch_rw_longrdlock
00004fdc (__TEXT,__text) external ___psynch_rw_rdlock
00004fc0 (__TEXT,__text) external ___psynch_rw_unlock
00024114 (__TEXT,__text) external ___psynch_rw_unlock2
00024130 (__TEXT,__text) external ___psynch_rw_upgrade
00004fa4 (__TEXT,__text) external ___psynch_rw_wrlock
0002414c (__TEXT,__text) external ___psynch_rw_yieldwrlock
0000a3c8 (__TEXT,__text) external ___pthread_canceled
00006438 (__TEXT,__text) external ___pthread_chdir
0000641c (__TEXT,__text) external ___pthread_fchdir
00007510 (__TEXT,__text) external ___pthread_kill
00024168 (__TEXT,__text) external ___pthread_markcancel
000067cc (__TEXT,__text) external ___pthread_sigmask
0000778c (__TEXT,__text) external ___ptrace
00024cd0 (__TEXT,__text) external ___pwrite
00003c20 (__TEXT,__text) external ___pwrite_nocancel
00024cec (__TEXT,__text) external ___pwritev
00024184 (__TEXT,__text) external ___pwritev_nocancel
00009b54 (__TEXT,__text) external ___read
00001c74 (__TEXT,__text) external ___read_nocancel
00024d24 (__TEXT,__text) external ___readv
000241a0 (__TEXT,__text) external ___readv_nocancel
000241bc (__TEXT,__text) external ___reboot
00004588 (__TEXT,__text) external ___recvfrom
000044e0 (__TEXT,__text) external ___recvfrom_nocancel
000047d8 (__TEXT,__text) external ___recvmsg
000241d8 (__TEXT,__text) external ___recvmsg_nocancel
00031730 (__DATA,__bss) non-external ___remove_counter
0000403c (__TEXT,__text) external ___rename
000241f4 (__TEXT,__text) external ___renameat
00024210 (__TEXT,__text) external ___renameatx_np
000040a8 (__TEXT,__text) external ___rmdir
00023cec (__TEXT,__text) external ___sandbox_me
00023dcc (__TEXT,__text) external ___sandbox_mm
000026d4 (__TEXT,__text) external ___sandbox_ms
00007548 (__TEXT,__text) external ___sandbox_msp
0000930c (__TEXT,__text) external ___select
000044c4 (__TEXT,__text) external ___select_nocancel
000080cc (__TEXT,__text) external ___sem_open
00024e04 (__TEXT,__text) external ___sem_wait
0002422c (__TEXT,__text) external ___sem_wait_nocancel
00024248 (__TEXT,__text) external ___semctl
00024264 (__TEXT,__text) external ___semsys
00003b74 (__TEXT,__text) external ___semwait_signal
000067e8 (__TEXT,__text) external ___semwait_signal_nocancel
00005480 (__TEXT,__text) external ___sendmsg
00004518 (__TEXT,__text) external ___sendmsg_nocancel
0000456c (__TEXT,__text) external ___sendto
000044a8 (__TEXT,__text) external ___sendto_nocancel
00003c58 (__TEXT,__text) external ___setattrlist
0000a154 (__TEXT,__text) external ___setlogin
00007168 (__TEXT,__text) external ___setpriority
00024280 (__TEXT,__text) external ___setregid
0002429c (__TEXT,__text) external ___setreuid
00003488 (__TEXT,__text) external ___setrlimit
000242b8 (__TEXT,__text) external ___setsgroups
00007eec (__TEXT,__text) external ___settid
000242d4 (__TEXT,__text) external ___settid_with_pid
000242f0 (__TEXT,__text) external ___settimeofday
0002430c (__TEXT,__text) external ___setwgroups
00008140 (__TEXT,__text) external ___sfi_ctl
00024328 (__TEXT,__text) external ___sfi_pidctl
00024344 (__TEXT,__text) external ___shared_region_check_np
00024360 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
0002437c (__TEXT,__text) external ___shared_region_map_and_slide_np
000025bc (__TEXT,__text) external ___shm_open
00024398 (__TEXT,__text) external ___shmctl
000243b4 (__TEXT,__text) external ___shmsys
00005cac (__TEXT,__text) external ___sigaction
00003c08 (__TEXT,__text) external ___sigaltstack
00009a40 (__TEXT,__text) external ___sigreturn
000243d0 (__TEXT,__text) external ___sigsuspend
00006804 (__TEXT,__text) external ___sigsuspend_nocancel
00009a74 (__TEXT,__text) external ___sigwait
000044fc (__TEXT,__text) external ___socketpair
000243ec (__TEXT,__text) external ___stack_snapshot_with_config
000052fc (__TEXT,__text) external ___stat64_extended
00024408 (__TEXT,__text) external ___stat_extended
00002ea4 (__TEXT,__text) external ___syscall
000313e0 (__DATA,__common) external ___syscall_logger
000024cc (__TEXT,__text) external ___sysctl
00002684 (__TEXT,__text) external ___sysctlbyname
00024424 (__TEXT,__text) external ___telemetry
00008cb8 (__TEXT,__text) external ___terminate_with_payload
0000295c (__TEXT,__text) external ___thread_selfid
00024440 (__TEXT,__text) external ___thread_selfusage
00002974 (__TEXT,__text) external ___ulock_wait
00024458 (__TEXT,__text) external ___ulock_wait2
000029c8 (__TEXT,__text) external ___ulock_wake
00024474 (__TEXT,__text) external ___umask_extended
00004230 (__TEXT,__text) external ___unlink
000083f4 (__TEXT,__text) external ___unlinkat
00024490 (__TEXT,__text) external ___vfork
00006768 (__TEXT,__text) external ___wait4
0000a5fc (__TEXT,__text) external ___wait4_nocancel
00025130 (__TEXT,__text) external ___waitid
000244f0 (__TEXT,__text) external ___waitid_nocancel
000078c4 (__TEXT,__text) external ___work_interval_ctl
000028d0 (__TEXT,__text) external ___workq_kernreturn
000028ec (__TEXT,__text) external ___workq_open
00009d38 (__TEXT,__text) external ___write
00003ff8 (__TEXT,__text) external ___write_nocancel
0002514c (__TEXT,__text) external ___writev
0000418c (__TEXT,__text) external ___writev_nocancel
000313dc (__DATA,__common) external __cpu_capabilities
000313d8 (__DATA,__common) external __cpu_has_altivec
00031350 (__DATA,__data) non-external (was a private external) __current_pid
00031398 (__DATA,__common) non-external (was a private external) __dlsym
00006820 (__TEXT,__text) external __exit
00005728 (__TEXT,__text) external __get_cpu_capabilities
00031710 (__DATA,__bss) non-external __gethostuuid_callback
0000d0d1 (__TEXT,__text) external __getprivatesystemidentifier
00016519 (__TEXT,__text) external __host_page_size
00005709 (__TEXT,__text) external __init_cpu_capabilities
000170a1 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00017fca (__TEXT,__text) external __kernelrpc_mach_port_allocate
000189da (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00017ee1 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
000188cb (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00001284 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00019314 (__TEXT,__text) external __kernelrpc_mach_port_construct
000012d8 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
000181a5 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00001290 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
000180c2 (__TEXT,__text) external __kernelrpc_mach_port_destroy
0001942d (__TEXT,__text) external __kernelrpc_mach_port_destruct
000012e4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00018e3e (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00019127 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
000012cc (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
000087fe (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00008fbb (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
0000138c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00005043 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00003a76 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
0000a2a3 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00018be8 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00019522 (__TEXT,__text) external __kernelrpc_mach_port_guard
00001398 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
000198f7 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
0001903e (__TEXT,__text) external __kernelrpc_mach_port_insert_member
000012c0 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
000186e6 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
000012b4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00018f3e (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00019210 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00019aed (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00018288 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
0000129c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
000185fd (__TEXT,__text) external __kernelrpc_mach_port_move_member
000012a8 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00017ccb (__TEXT,__text) external __kernelrpc_mach_port_names
0001837a (__TEXT,__text) external __kernelrpc_mach_port_peek
00017df8 (__TEXT,__text) external __kernelrpc_mach_port_rename
00004267 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
0000147c (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00003287 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
0000a1ac (__TEXT,__text) external __kernelrpc_mach_port_set_context
00018514 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
000187e2 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00019709 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00018ce0 (__TEXT,__text) external __kernelrpc_mach_port_space_info
000197ff (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
000199f2 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000796b (__TEXT,__text) external __kernelrpc_mach_port_type
00001470 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00019617 (__TEXT,__text) external __kernelrpc_mach_port_unguard
000013a4 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
0001f7b3 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00019c59 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
0000123c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00019d6f (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00001254 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00002223 (__TEXT,__text) external __kernelrpc_mach_vm_map
00001278 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00019e64 (__TEXT,__text) external __kernelrpc_mach_vm_protect
0000126c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
0001aaaa (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00001248 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
0001a060 (__TEXT,__text) external __kernelrpc_mach_vm_read
0001a6fa (__TEXT,__text) external __kernelrpc_mach_vm_remap
0001ae85 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
000235a2 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00018b05 (__TEXT,__text) external __kernelrpc_task_set_port_space
00004e28 (__TEXT,__text) external __kernelrpc_thread_policy
00005b1a (__TEXT,__text) external __kernelrpc_thread_policy_set
00021032 (__TEXT,__text) external __kernelrpc_thread_set_policy
0000a462 (__TEXT,__text) external __kernelrpc_vm_map
00022b7f (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007fa3 (__TEXT,__text) external __kernelrpc_vm_read
00002fbc (__TEXT,__text) external __kernelrpc_vm_remap
00022d4a (__TEXT,__text) external __kernelrpc_vm_remap_new
0000a8ac (__TEXT,__text) non-external (was a private external) __libkernel_bzero
00031394 (__DATA,__common) non-external (was a private external) __libkernel_functions
00030054 (__DATA,__const) non-external __libkernel_generic_string_functions
0000a93b (__TEXT,__text) non-external (was a private external) __libkernel_memmove
0000a8c7 (__TEXT,__text) non-external (was a private external) __libkernel_memset
0000a88e (__TEXT,__text) non-external (was a private external) __libkernel_strchr
00005746 (__TEXT,__text) non-external (was a private external) __libkernel_strcmp
0000aa4a (__TEXT,__text) non-external (was a private external) __libkernel_strcpy
00031250 (__DATA,__data) non-external __libkernel_string_functions
0000aa76 (__TEXT,__text) non-external (was a private external) __libkernel_strlcpy
0000a81f (__TEXT,__text) non-external (was a private external) __libkernel_strlen
00031254 (__DATA,__data) non-external __libkernel_voucher_functions
00026720 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
0000bcd4 (__TEXT,__text) non-external (was a private external) __mach_continuous_time
00002c05 (__TEXT,__text) non-external (was a private external) __mach_continuous_time_base
00030490 (__DATA,__const) external __mach_errors
0000c05f (__TEXT,__text) external __mach_fork_child
0001a95d (__TEXT,__text) external __mach_make_memory_entry
0000c44b (__TEXT,__text) external __mach_snprintf
0000c25c (__TEXT,__text) external __mach_vsnprintf
000313e4 (__DATA,__common) external __os_alloc_once_table
0003139c (__DATA,__common) external __os_xbs_chrooted
000060bc (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00004f49 (__TEXT,__text) non-external (was a private external) __pthread_clear_qos_tsd
00002616 (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
00005734 (__TEXT,__text) non-external (was a private external) __pthread_set_self
0000d0d6 (__TEXT,__text) external __register_gethostuuid_callback
00009aac (__TEXT,__text) external __sysenter_trap
000313cc (__DATA,__common) non-external (was a private external) __task_reply_port
000251cc (__TEXT,__text) external __thread_set_tsd_base
000258e8 (__TEXT,__text) non-external _abort
00025908 (__TEXT,__text) non-external _abort
00025928 (__TEXT,__text) non-external _abort
00025948 (__TEXT,__text) non-external _abort
00025b62 (__TEXT,__text) external _abort_with_payload
00025af4 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00025ad0 (__TEXT,__text) external _abort_with_reason
0000d059 (__TEXT,__text) external _accept
00023a88 (__TEXT,__text) external _accept$NOCANCEL$UNIX2003
000075bc (__TEXT,__text) external _accept$UNIX2003
00001b94 (__TEXT,__text) external _access
00023aa4 (__TEXT,__text) external _accessx_np
0002450c (__TEXT,__text) external _acct
0001ff4d (__TEXT,__text) external _act_get_state
000200eb (__TEXT,__text) external _act_set_state
00024528 (__TEXT,__text) external _adjtime
00024544 (__TEXT,__text) external _aio_cancel
00024560 (__TEXT,__text) external _aio_error
0002457c (__TEXT,__text) external _aio_fsync
00024598 (__TEXT,__text) external _aio_read
000245b4 (__TEXT,__text) external _aio_return
00023ac0 (__TEXT,__text) external _aio_suspend
00023ac0 (__TEXT,__text) external _aio_suspend$NOCANCEL$UNIX2003
000245d0 (__TEXT,__text) external _aio_suspend$UNIX2003
000245ec (__TEXT,__text) external _aio_write
00002500 (__TEXT,__text) non-external _approx_time_consistency_check
00002518 (__TEXT,__text) non-external _approx_time_not_supported
00024608 (__TEXT,__text) external _audit
00009a58 (__TEXT,__text) external _audit_session_join
000098fc (__TEXT,__text) external _audit_session_port
00004438 (__TEXT,__text) external _audit_session_self
00024624 (__TEXT,__text) external _auditctl
00008104 (__TEXT,__text) external _auditon
00005951 (__TEXT,__text) non-external (was a private external) _bcopy
0000d095 (__TEXT,__text) external _bind
00006cbc (__TEXT,__text) external _bind$UNIX2003
000313a8 (__DATA,__common) external _bootstrap_port
0000a80e (__TEXT,__text) non-external (was a private external) _bzero
000025f3 (__TEXT,__text) external _cerror
00001b3b (__TEXT,__text) external _cerror_nocancel
000043bc (__TEXT,__text) external _change_fdguard_np
000026f0 (__TEXT,__text) external _chdir
000070f8 (__TEXT,__text) external _chflags
000040c4 (__TEXT,__text) external _chmod
00009ba7 (__TEXT,__text) external _chmod$UNIX2003
00006ca0 (__TEXT,__text) external _chown
00024640 (__TEXT,__text) external _chroot
00013782 (__TEXT,__text) external _clock_alarm
000135b4 (__TEXT,__text) external _clock_alarm_reply
0001361c (__TEXT,__text) external _clock_get_attributes
000051b4 (__TEXT,__text) external _clock_get_time
0001349a (__TEXT,__text) external _clock_set_attributes
000133b1 (__TEXT,__text) external _clock_set_time
0000a3e3 (__TEXT,__text) external _clock_sleep
0000144c (__TEXT,__text) external _clock_sleep_trap
000086b5 (__TEXT,__text) external _clonefile
00004c08 (__TEXT,__text) external _clonefileat
00001c58 (__TEXT,__text) external _close
00001c58 (__TEXT,__text) external _close$NOCANCEL$UNIX2003
00009b70 (__TEXT,__text) external _close$UNIX2003
00010dbf (__TEXT,__text) external _coalition_create
00010e12 (__TEXT,__text) external _coalition_info_resource_usage
00010e4c (__TEXT,__text) external _coalition_info_set_efficiency
00010e2f (__TEXT,__text) external _coalition_info_set_name
00010e70 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00010df6 (__TEXT,__text) external _coalition_reap
00010dda (__TEXT,__text) external _coalition_terminate
0000d87e (__TEXT,__text) external _connect
0000448c (__TEXT,__text) external _connect$NOCANCEL$UNIX2003
00004550 (__TEXT,__text) external _connect$UNIX2003
000045a4 (__TEXT,__text) external _connectx
00002804 (__TEXT,__text) external _csops
00001b20 (__TEXT,__text) external _csops_audittoken
00001be7 (__TEXT,__text) external _csr_check
00007772 (__TEXT,__text) external _csr_get_active_config
000014dc (__TEXT,__text) external _debug_control_port_for_pid
00031348 (__DATA,__data) external _denap_boost_assertion_token
0002465c (__TEXT,__text) external _disconnectx
00005f70 (__TEXT,__text) non-external _do_compat
00004614 (__TEXT,__text) external _dup
00007688 (__TEXT,__text) external _dup2
00030c44 (__DATA,__const) non-external _err_codes_auth
00030b8c (__DATA,__const) non-external _err_codes_env_mgr
00030d40 (__DATA,__const) non-external _err_codes_exception
00030bac (__DATA,__const) non-external _err_codes_execd
00030c2c (__DATA,__const) non-external _err_codes_io
000311e0 (__DATA,__const) non-external _err_codes_iokit_bluetooth
00030ffc (__DATA,__const) non-external _err_codes_iokit_common
000267b4 (__TEXT,__const) non-external _err_codes_iokit_common_map
00031144 (__DATA,__const) non-external _err_codes_iokit_fw
000267f4 (__TEXT,__const) non-external _err_codes_iokit_fw_map
000310d4 (__DATA,__const) non-external _err_codes_iokit_usb
000267c4 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00030990 (__DATA,__const) non-external _err_codes_kern
00030f44 (__DATA,__const) non-external _err_codes_libkern_common
00030f7c (__DATA,__const) non-external _err_codes_libkern_kext
00030f4c (__DATA,__const) non-external _err_codes_libkern_metaclass
00030d28 (__DATA,__const) non-external _err_codes_loader
00030f1c (__DATA,__const) non-external _err_codes_mach_mig
00030ed8 (__DATA,__const) non-external _err_codes_mach_rcv
00030e7c (__DATA,__const) non-external _err_codes_mach_send
00030d10 (__DATA,__const) non-external _err_codes_machobj
00030e5c (__DATA,__const) non-external _err_codes_mig
00030bbc (__DATA,__const) non-external _err_codes_netmemory
00030b7c (__DATA,__const) non-external _err_codes_netname
00030be4 (__DATA,__const) non-external _err_codes_ns
00030e38 (__DATA,__const) non-external _err_codes_rcv
00030e08 (__DATA,__const) non-external _err_codes_send
00030cc8 (__DATA,__const) non-external _err_codes_sunrpc
00030bcc (__DATA,__const) non-external _err_codes_task_master
00030bc8 (__DATA,__const) non-external _err_codes_ufs
00030a64 (__DATA,__const) non-external _err_codes_unix
00030c68 (__DATA,__const) non-external _err_codes_us
00030d5c (__DATA,__const) non-external _err_codes_ux_signal
00030dd4 (__DATA,__const) non-external _err_codes_xkernel
000303a0 (__DATA,__const) non-external _err_iokit_sub
000267a4 (__TEXT,__const) non-external _err_iokit_sub_map
000302ec (__DATA,__const) non-external _err_ipc_sub
00030364 (__DATA,__const) non-external _err_libkern_sub
00030328 (__DATA,__const) non-external _err_mach_ipc_sub
0003015c (__DATA,__const) non-external _err_os_sub
000301ac (__DATA,__const) non-external _err_server_sub
00026790 (__TEXT,__const) non-external _err_us_sub
000313d4 (__DATA,__common) external _errno
