00007ff807464940 (__TEXT,__const) non-external _A1_Table
00007ff8405f7c40 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanar48_vtbl
00007ff8405f7ca0 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanar96_vtbl
00007ff8405f7be0 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanarF_vtbl
00007ff8405f7ac0 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_TableLookup_Planar8_vtbl
00007ff806e7a810 (__TEXT,__text) non-external _ComputeTileSize
00007ff8073d46c0 (__TEXT,__text) non-external _ComputeTileSize.cold.1
00007ff806f86c90 (__TEXT,__text) non-external (was a private external) _ContrastStretch_ARGBFFFF_AVX
00007ff806f85030 (__TEXT,__text) non-external (was a private external) _ContrastStretch_PlanarF_AVX
00007ff8070f1a00 (__TEXT,__text) non-external _Convert10ToF
00007ff8070f0de0 (__TEXT,__text) non-external _Convert10toSomethingPass_Print
00007ff8070f1b50 (__TEXT,__text) non-external _Convert11ToF
00007ff8070f1ca0 (__TEXT,__text) non-external _Convert12ToF
00007ff8070f1df0 (__TEXT,__text) non-external _Convert13ToF
00007ff8070f1f40 (__TEXT,__text) non-external _Convert14ToF
00007ff8070f2090 (__TEXT,__text) non-external _Convert15ToF
00007ff806e4e230 (__TEXT,__text) non-external (was a private external) _Convert16UToF
00007ff8070f21e0 (__TEXT,__text) non-external _Convert17ToF
00007ff8070f2330 (__TEXT,__text) non-external _Convert18ToF
00007ff8070f2480 (__TEXT,__text) non-external _Convert19ToF
00007ff8070ef480 (__TEXT,__text) non-external _Convert1To8Bit
00007ff8070f25d0 (__TEXT,__text) non-external _Convert20ToF
00007ff8070f2720 (__TEXT,__text) non-external _Convert21ToF
00007ff8070f2870 (__TEXT,__text) non-external _Convert22ToF
00007ff8070f29c0 (__TEXT,__text) non-external _Convert23ToF
00007ff8070f2b10 (__TEXT,__text) non-external _Convert24ToF
00007ff8070f2c60 (__TEXT,__text) non-external _Convert25ToF
00007ff8070f2db0 (__TEXT,__text) non-external _Convert26ToF
00007ff8070f2f00 (__TEXT,__text) non-external _Convert27ToF
00007ff8070f3050 (__TEXT,__text) non-external _Convert28ToF
00007ff8070f31a0 (__TEXT,__text) non-external _Convert29ToF
00007ff8070ef5b0 (__TEXT,__text) non-external _Convert2To8Bit
00007ff8070f32f0 (__TEXT,__text) non-external _Convert30ToF
00007ff8070f3440 (__TEXT,__text) non-external _Convert31ToF
00007ff8070f3590 (__TEXT,__text) non-external _Convert32ToF
00007ff8070efba0 (__TEXT,__text) non-external _Convert3To8Bit
00007ff8070ef6e0 (__TEXT,__text) non-external _Convert4To8Bit
00007ff8070efcd0 (__TEXT,__text) non-external _Convert5To8Bit
00007ff8070efe00 (__TEXT,__text) non-external _Convert6To8Bit
00007ff8070eff30 (__TEXT,__text) non-external _Convert7To8Bit
00007ff8070ef810 (__TEXT,__text) non-external _Convert8To1Bit
00007ff8070ef940 (__TEXT,__text) non-external _Convert8To2Bit
00007ff8070f0060 (__TEXT,__text) non-external _Convert8To3Bit
00007ff8070efa70 (__TEXT,__text) non-external _Convert8To4Bit
00007ff8070f0160 (__TEXT,__text) non-external _Convert8To5Bit
00007ff8070f0260 (__TEXT,__text) non-external _Convert8To6Bit
00007ff8070f0360 (__TEXT,__text) non-external _Convert8To7Bit
00007ff8070f18b0 (__TEXT,__text) non-external _Convert9ToF
00007ff806df34c0 (__TEXT,__text) non-external _ConvertByteOrderingToDefault
00007ff8405f50c0 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed1_vtbl
00007ff8405f5120 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed2_vtbl
00007ff8405f5180 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed4_vtbl
00007ff8405f51e0 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_TableLookUp_Planar8toIndexed_vtbl
00007ff8070f37f0 (__TEXT,__text) non-external _ConvertFTo10
00007ff8070f3900 (__TEXT,__text) non-external _ConvertFTo11
00007ff8070f3a10 (__TEXT,__text) non-external _ConvertFTo12
00007ff8070f3b20 (__TEXT,__text) non-external _ConvertFTo13
00007ff8070f3c30 (__TEXT,__text) non-external _ConvertFTo14
00007ff8070f3d40 (__TEXT,__text) non-external _ConvertFTo15
00007ff8070f3e50 (__TEXT,__text) non-external _ConvertFTo17
00007ff8070f3f60 (__TEXT,__text) non-external _ConvertFTo18
00007ff8070f4070 (__TEXT,__text) non-external _ConvertFTo19
00007ff8070f4180 (__TEXT,__text) non-external _ConvertFTo20
00007ff8070f4290 (__TEXT,__text) non-external _ConvertFTo21
00007ff8070f43a0 (__TEXT,__text) non-external _ConvertFTo22
00007ff8070f44b0 (__TEXT,__text) non-external _ConvertFTo23
00007ff8070f45c0 (__TEXT,__text) non-external _ConvertFTo24
00007ff8070f46d0 (__TEXT,__text) non-external _ConvertFTo25
00007ff8070f47e0 (__TEXT,__text) non-external _ConvertFTo26
00007ff8070f48f0 (__TEXT,__text) non-external _ConvertFTo27
00007ff8070f4a00 (__TEXT,__text) non-external _ConvertFTo28
00007ff8070f4b10 (__TEXT,__text) non-external _ConvertFTo29
00007ff8070f4c20 (__TEXT,__text) non-external _ConvertFTo30
00007ff8070f4d30 (__TEXT,__text) non-external _ConvertFTo31
00007ff8070f4e40 (__TEXT,__text) non-external _ConvertFTo32
00007ff8070f36e0 (__TEXT,__text) non-external _ConvertFTo9
00007ff8070f5320 (__TEXT,__text) non-external _ConvertFloatToHalf
00007ff8405fdba0 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16Q12_vtbl
00007ff8405fdc00 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16U_vtbl
00007ff8405fdb40 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB8888_vtbl
00007ff8070f5240 (__TEXT,__text) non-external _ConvertHalfToFloat
00007ff8405f4e20 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed1toPlanar8_vtbl
00007ff8405f4e80 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed2toPlanar8_vtbl
00007ff8405f4ee0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed4toPlanar8_vtbl
00007ff8405f4fa0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8ToChunky_vtbl
00007ff8405f5060 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toARGB888_vtbl
00007ff8405f5000 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toRGB888_vtbl
00007ff8405f4f40 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_TableLookUp_Planar8_vtbl
00007ff806e13640 (__TEXT,__text) non-external (was a private external) _ConvertPass_Delete
00007ff80705d800 (__TEXT,__text) non-external (was a private external) _ConvertPass_Print
00007ff806e136c0 (__TEXT,__text) non-external (was a private external) _ConvertPass_StandardDeallocator
00007ff8405fcac0 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16Q12toCVRGB101010_vtbl
00007ff8405fcb20 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16UtoCVRGB101010_vtbl
00007ff8405fca60 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB8888toCVRGB101010_vtbl
00007ff8070f4f50 (__TEXT,__text) non-external _Convert_12UTo16U
00007ff8070e8fe0 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to16U
00007ff8070e8e00 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to8
00007ff8070e91c0 (__TEXT,__text) non-external (was a private external) _Convert_16Q12toF
00007ff8070f5060 (__TEXT,__text) non-external _Convert_16UTo12U
00007ff8070e8b00 (__TEXT,__text) non-external (was a private external) _Convert_16UToF
00007ff8070e8990 (__TEXT,__text) non-external (was a private external) _Convert_16UToPlanar8
00007ff8070e8ef0 (__TEXT,__text) non-external (was a private external) _Convert_16Uto16Q12
00007ff8070fd190 (__TEXT,__text) non-external _Convert_420Yp8_Cb8_Cr8ToARGB8888
00007ff8070fd200 (__TEXT,__text) non-external _Convert_420Yp8_CbCr8ToARGB8888
00007ff8070fd0a0 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB16U
00007ff8070fd070 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB8888
00007ff8070fcf90 (__TEXT,__text) non-external _Convert_422CbYpCrYp8ToARGB8888
00007ff8070fd1d0 (__TEXT,__text) non-external _Convert_422CbYpCrYp8_AA8ToARGB8888
00007ff8070fd100 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff8070fd0d0 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff8070fd240 (__TEXT,__text) non-external _Convert_422YpCbYpCr8ToARGB8888
00007ff8070fd020 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB16U
00007ff8070fd000 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB8888
00007ff8070fcfe0 (__TEXT,__text) non-external _Convert_444AYpCbCr8ToARGB8888
00007ff8070fcfc0 (__TEXT,__text) non-external _Convert_444CbYpCrA8ToARGB8888
00007ff8070fd160 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB16Q12
00007ff8070fd130 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB8888
00007ff8070fd040 (__TEXT,__text) non-external _Convert_444CrYpCb8ToARGB8888
00007ff806e38ed0 (__TEXT,__text) non-external (was a private external) _Convert_8to16Q12
00007ff8070f0460 (__TEXT,__text) non-external _Convert_ARGB1555toARGB8888
00007ff8070f04d0 (__TEXT,__text) non-external _Convert_ARGB1555toBGRA8888
00007ff8070fce10 (__TEXT,__text) non-external _Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff8070fce50 (__TEXT,__text) non-external _Convert_ARGB16Q12To444CrYpCb10
00007ff8070fcc80 (__TEXT,__text) non-external _Convert_ARGB16Q12toCVRGB101010
00007ff8070fcdd0 (__TEXT,__text) non-external _Convert_ARGB16UTo422CbYpCrYp16
00007ff8070fcd70 (__TEXT,__text) non-external _Convert_ARGB16UTo444AYpCbCr16
00007ff8070e8a80 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UToARGB8888
00007ff807467520 (__TEXT,__const) non-external _Convert_ARGB16UToARGB8888.black
00007ff8070fccc0 (__TEXT,__text) non-external _Convert_ARGB16UtoCVRGB101010
00007ff8070e8130 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UtoRGB16U
00007ff8070fce70 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_Cb8_Cr8
00007ff8070fcec0 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_CbCr8
00007ff8070fcdb0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp16
00007ff8070fccf0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8
00007ff8070fcea0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8_AA8
00007ff8070fcdf0 (__TEXT,__text) non-external _Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff8070fcee0 (__TEXT,__text) non-external _Convert_ARGB8888To422YpCbYpCr8
00007ff8070fcd50 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr16
00007ff8070fcd30 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr8
00007ff8070fcd10 (__TEXT,__text) non-external _Convert_ARGB8888To444CbYpCrA8
00007ff8070fce30 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb10
00007ff8070fcd90 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb8
00007ff8070e8790 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToARGB16U
00007ff807467510 (__TEXT,__const) non-external _Convert_ARGB8888ToARGB16U.backColor
00007ff8070e8810 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToRGB16U
00007ff807467518 (__TEXT,__const) non-external _Convert_ARGB8888ToRGB16U.backColor
00007ff8070f08b0 (__TEXT,__text) non-external _Convert_ARGB8888toARGB1555
00007ff841d74898 (__DATA,__bss) non-external _Convert_ARGB8888toARGB1555.vConvert_ARGB8888toARGB1555_DitherOrdered
00007ff8070fcc50 (__TEXT,__text) non-external _Convert_ARGB8888toCVRGB101010
00007ff8070f10f0 (__TEXT,__text) non-external _Convert_ARGB8888toRGB101010
00007ff8070f0990 (__TEXT,__text) non-external _Convert_ARGB8888toRGB565
00007ff841d748a0 (__DATA,__bss) non-external _Convert_ARGB8888toRGB565.vConvert_ARGB8888toRGB565_DitherOrdered
00007ff8070e80d0 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888toRGB888
00007ff8070e8190 (__TEXT,__text) non-external (was a private external) _Convert_ARGBFFFFtoRGBFFF
00007ff8070ed1f0 (__TEXT,__text) non-external _Convert_BGR888toRGB888
00007ff8074677f0 (__TEXT,__const) non-external _Convert_BGR888toRGB888.permuteMap
00007ff8070f1170 (__TEXT,__text) non-external _Convert_BGRA8888toRGB101010
00007ff8070f0b50 (__TEXT,__text) non-external _Convert_BGRA8888toRGB565
00007ff841d748b8 (__DATA,__bss) non-external _Convert_BGRA8888toRGB565.vConvert_BGRA8888toRGB565_DitherOrdered
00007ff8070e80b0 (__TEXT,__text) non-external (was a private external) _Convert_BGRA8888toRGB888
00007ff8070fcf30 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16Q12
00007ff8070fcf60 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16U
00007ff8070fcf00 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB8888
00007ff8070e8d00 (__TEXT,__text) non-external (was a private external) _Convert_FTo16U
00007ff8070e90d0 (__TEXT,__text) non-external (was a private external) _Convert_Fto16Q12
00007ff8070ee6b0 (__TEXT,__text) non-external _Convert_Indexed1toPlanar8
00007ff8070eea60 (__TEXT,__text) non-external _Convert_Indexed2toPlanar8
00007ff8070eeae0 (__TEXT,__text) non-external _Convert_Indexed4toPlanar8
00007ff8070f5160 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16Q12
00007ff806e41260 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16U
00007ff806e39540 (__TEXT,__text) non-external _Convert_Planar16Q12toPlanar16F
00007ff8070f5400 (__TEXT,__text) non-external _Convert_Planar16UtoPlanar16F
00007ff8070e86a0 (__TEXT,__text) non-external (was a private external) _Convert_Planar8To16U
00007ff8070eecf0 (__TEXT,__text) non-external _Convert_Planar8toARGB8888
00007ff8070eed20 (__TEXT,__text) non-external _Convert_Planar8toIndexed1
00007ff8070eedb0 (__TEXT,__text) non-external _Convert_Planar8toIndexed2
00007ff8070eee40 (__TEXT,__text) non-external _Convert_Planar8toIndexed4
00007ff8070e8890 (__TEXT,__text) non-external (was a private external) _Convert_Planar8toPlanarF
00007ff8070eecd0 (__TEXT,__text) non-external _Convert_Planar8toRGB888
00007ff8070e8c00 (__TEXT,__text) non-external (was a private external) _Convert_PlanarFtoPlanar8
00007ff8070f0e50 (__TEXT,__text) non-external _Convert_RGB101010toARGB8888
00007ff8070f0f10 (__TEXT,__text) non-external _Convert_RGB101010toBGRA8888
00007ff8070f1420 (__TEXT,__text) non-external _Convert_RGB101010toRGB16U
00007ff8070f0fe0 (__TEXT,__text) non-external _Convert_RGB101010toRGB888
00007ff8070f1280 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16Q12
00007ff8070f1350 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16U
00007ff8070f0d10 (__TEXT,__text) non-external _Convert_RGB101010toRGBA8888
00007ff8070f1650 (__TEXT,__text) non-external _Convert_RGB101010toRGBAFFFF
00007ff8070f1720 (__TEXT,__text) non-external _Convert_RGB101010toRGBFFF
00007ff8070e8050 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoARGB16U
00007ff8070f15d0 (__TEXT,__text) non-external _Convert_RGB16UtoRGB101010
00007ff806e3fe60 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoRGBA16U
00007ff8070f07b0 (__TEXT,__text) non-external _Convert_RGB565toABGR8888
00007ff8070f05d0 (__TEXT,__text) non-external _Convert_RGB565toARGB8888
00007ff8070f0730 (__TEXT,__text) non-external _Convert_RGB565toBGRA8888
00007ff8070f0840 (__TEXT,__text) non-external _Convert_RGB565toRGB888
00007ff8070f06b0 (__TEXT,__text) non-external _Convert_RGB565toRGBA8888
00007ff8070e8030 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toARGB8888
00007ff806e23d90 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toBGRA8888
00007ff8070f1200 (__TEXT,__text) non-external _Convert_RGB888toRGB101010
00007ff8070f0c30 (__TEXT,__text) non-external _Convert_RGB888toRGB565
00007ff841d748c0 (__DATA,__bss) non-external _Convert_RGB888toRGB565.vConvert_RGB888toRGB565_DitherOrdered
00007ff806e2cfc0 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toRGBA8888
00007ff8070f14a0 (__TEXT,__text) non-external _Convert_RGBA16Q12toRGB101010
00007ff8070f1540 (__TEXT,__text) non-external _Convert_RGBA16UtoRGB101010
00007ff8070e8120 (__TEXT,__text) non-external (was a private external) _Convert_RGBA16UtoRGB16U
00007ff8070f0560 (__TEXT,__text) non-external _Convert_RGBA5551toRGBA8888
00007ff8070f1060 (__TEXT,__text) non-external _Convert_RGBA8888toRGB101010
00007ff806e69350 (__TEXT,__text) non-external _Convert_RGBA8888toRGB565
00007ff841d748a8 (__DATA,__bss) non-external _Convert_RGBA8888toRGB565.vConvert_RGBA8888toRGB565_DitherOrdered
00007ff8070e80c0 (__TEXT,__text) non-external (was a private external) _Convert_RGBA8888toRGB888
00007ff8070f0a70 (__TEXT,__text) non-external _Convert_RGBA8888toRGBA5551
00007ff841d748b0 (__DATA,__bss) non-external _Convert_RGBA8888toRGBA5551.vConvert_RGBA8888toRGBA5551_DitherOrdered
00007ff8070f17a0 (__TEXT,__text) non-external _Convert_RGBAFFFFtoRGB101010
00007ff8070e8180 (__TEXT,__text) non-external (was a private external) _Convert_RGBAFFFFtoRGBFFF
00007ff8070e8090 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoARGBFFFF
00007ff8070f1830 (__TEXT,__text) non-external _Convert_RGBFFFtoRGB101010
00007ff8070e8070 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoRGBAFFFF
00007ff806e2b330 (__TEXT,__text) non-external (was a private external) _CopyImageTilingInfo
00007ff806f28180 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGB8888
00007ff806f1bd30 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGBFFFF
00007ff806f21a60 (__TEXT,__text) non-external (was a private external) _CopyInPlace_Planar8
00007ff806f16480 (__TEXT,__text) non-external (was a private external) _CopyInPlace_PlanarF
00007ff806e2bd40 (__TEXT,__text) non-external (was a private external) _Copy_Convert
00007ff8070f6940 (__TEXT,__text) non-external _CorrectWithinColorspace
