                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
00007ff811471f8e (__TEXT,__text) external __cg_jcopy_block_row
00007ff81147ef8a (__TEXT,__text) external __cg_jpeg_new_colormap
00007ff81146dec3 (__TEXT,__text) external __cg_jpeg_open_backing_store
00007ff81147c13e (__TEXT,__text) external __cg_jpeg_quality_scaling
00007ff811480488 (__TEXT,__text) external __cg_jpeg_read_coefficients
00007ff81147296b (__TEXT,__text) external __cg_jpeg_read_header
00007ff81148f323 (__TEXT,__text) external __cg_jpeg_read_raw_data
00007ff81148f274 (__TEXT,__text) external __cg_jpeg_read_scanlines
00007ff811469ec4 (__TEXT,__text) external __cg_jpeg_resync_to_restart
00007ff81146bd0c (__TEXT,__text) external __cg_jpeg_save_markers
00007ff81147c3f8 (__TEXT,__text) external __cg_jpeg_set_colorspace
00007ff81147c1f5 (__TEXT,__text) external __cg_jpeg_set_defaults
00007ff81147c0f4 (__TEXT,__text) external __cg_jpeg_set_linear_quality
00007ff81146c0a2 (__TEXT,__text) external __cg_jpeg_set_marker_processor
00007ff81147c176 (__TEXT,__text) external __cg_jpeg_set_quality
00007ff81147c794 (__TEXT,__text) external __cg_jpeg_simple_progression
00007ff81147bd9e (__TEXT,__text) external __cg_jpeg_start_compress
00007ff81148f095 (__TEXT,__text) external __cg_jpeg_start_decompress
00007ff81148f3e0 (__TEXT,__text) external __cg_jpeg_start_output
00007ff81148acb9 (__TEXT,__text) external __cg_jpeg_std_error
00007ff81146c896 (__TEXT,__text) external __cg_jpeg_std_huff_table
00007ff8114946d0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_chrominance
00007ff811494600 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_luminance
00007ff8114945e0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_chrominance
00007ff8114945c0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_luminance
00007ff8114946f0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_chrominance
00007ff811494620 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
00007ff8114945f1 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
00007ff8114945d1 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00007ff841682010 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
00007ff811492ea6 (__TEXT,__text) external __cg_jpeg_stdio_dest
00007ff81146e0f9 (__TEXT,__text) external __cg_jpeg_stdio_src
00007ff811489efd (__TEXT,__text) external __cg_jpeg_suppress_tables
00007ff81148db3a (__TEXT,__text) external __cg_jpeg_write_coefficients
00007ff81148a127 (__TEXT,__text) external __cg_jpeg_write_m_byte
00007ff81148a0cd (__TEXT,__text) external __cg_jpeg_write_m_header
00007ff81148a03f (__TEXT,__text) external __cg_jpeg_write_marker
00007ff81147bee3 (__TEXT,__text) external __cg_jpeg_write_raw_data
00007ff81147be1f (__TEXT,__text) external __cg_jpeg_write_scanlines
00007ff81148a139 (__TEXT,__text) external __cg_jpeg_write_tables
00007ff811471f1d (__TEXT,__text) external __cg_jround_up
00007ff81147106a (__TEXT,__text) external __cg_switch_color_deconverter
00007ff811493b37 (__TEXT,__text) non-external _access_virt_barray
00007ff8114939cb (__TEXT,__text) non-external _access_virt_sarray
00007ff8114935d7 (__TEXT,__text) non-external _alloc_barray
00007ff81149268b (__TEXT,__text) non-external _alloc_fs_workspace
00007ff81149343b (__TEXT,__text) non-external _alloc_large
00007ff81149350d (__TEXT,__text) non-external _alloc_sarray
00007ff8114932cd (__TEXT,__text) non-external _alloc_small
00007ff81146f563 (__TEXT,__text) non-external _arith_decode
00007ff81146dc6f (__TEXT,__text) non-external _arith_encode
00007ff8114957f0 (__TEXT,__const) non-external _base_dither_matrix
00007ff811495770 (__TEXT,__const) non-external _bmask
00007ff811470cd2 (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff81146e0da (__TEXT,__text) non-external _close_backing_store
00007ff81146817b (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff811492764 (__TEXT,__text) non-external _color_quantize
00007ff8114926e9 (__TEXT,__text) non-external _color_quantize3
00007ff8114712b9 (__TEXT,__text) non-external _compress_data
00007ff811471576 (__TEXT,__text) non-external _compress_first_pass
00007ff811471d5d (__TEXT,__text) non-external _compress_output
00007ff81148df62 (__TEXT,__text) non-external _compress_output
                 (undefined) external _confstr (from libSystem)
00007ff81147ce0d (__TEXT,__text) non-external _consume_data
00007ff811473361 (__TEXT,__text) non-external _consume_markers
00007ff811492555 (__TEXT,__text) non-external _create_colorindex
00007ff81146f007 (__TEXT,__text) non-external _decode_mcu
00007ff81148d09b (__TEXT,__text) non-external _decode_mcu
00007ff81146eaea (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff81148bf94 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff81146ee08 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff81148c306 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff81146e8aa (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff81148bd6e (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff81146ed6c (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff81148c202 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff81148cc2c (__TEXT,__text) non-external _decode_mcu_sub
00007ff81147cfeb (__TEXT,__text) non-external _decompress_data
00007ff81147d1ac (__TEXT,__text) non-external _decompress_onepass
00007ff81147d4a7 (__TEXT,__text) non-external _decompress_smooth_data
00007ff811493ef3 (__TEXT,__text) non-external _do_barray_io
00007ff811493e32 (__TEXT,__text) non-external _do_sarray_io
00007ff81147d1a4 (__TEXT,__text) non-external _dummy_consume_data
00007ff811491c6c (__TEXT,__text) non-external _dump_buffer_e
00007ff811491a66 (__TEXT,__text) non-external _emit_ac_symbol
00007ff811491b77 (__TEXT,__text) non-external _emit_buffered_bits
00007ff81146de2e (__TEXT,__text) non-external _emit_byte
00007ff81148ec9e (__TEXT,__text) non-external _emit_byte
00007ff81148ef65 (__TEXT,__text) non-external _emit_dht
00007ff81148ece1 (__TEXT,__text) non-external _emit_dqt
00007ff8114915bd (__TEXT,__text) non-external _emit_eobrun
00007ff81148ad51 (__TEXT,__text) non-external _emit_message
00007ff81146db34 (__TEXT,__text) non-external _emit_restart
00007ff811491e55 (__TEXT,__text) non-external _emit_restart_e
00007ff81148ee3a (__TEXT,__text) non-external _emit_sof
00007ff811493109 (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff811492f27 (__TEXT,__text) non-external _empty_output_buffer
00007ff81146d67b (__TEXT,__text) non-external _encode_mcu
00007ff81146d091 (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff81148fcd2 (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff81146d429 (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff811490201 (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff81146ce4b (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff81148f9b8 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff81146d37e (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff811490071 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff811490708 (__TEXT,__text) non-external _encode_mcu_gather
00007ff811490952 (__TEXT,__text) non-external _encode_mcu_huff
00007ff81148ad30 (__TEXT,__text) non-external _error_exit
00007ff81146c4de (__TEXT,__text) non-external _examine_app0
00007ff81146c735 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff811495970 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff81147ca07 (__TEXT,__text) non-external _fill_dc_scans
00007ff81146e19b (__TEXT,__text) non-external _fill_input_buffer
00007ff81146998c (__TEXT,__text) non-external _fill_inverse_cmap
00007ff81146e309 (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff811494792 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff811473d8b (__TEXT,__text) non-external _finish_input_pass
00007ff81147f4d2 (__TEXT,__text) non-external _finish_output_pass
00007ff81146ccc4 (__TEXT,__text) non-external _finish_pass
00007ff81146e8a4 (__TEXT,__text) non-external _finish_pass
00007ff811468d4d (__TEXT,__text) non-external _finish_pass1
00007ff811469581 (__TEXT,__text) non-external _finish_pass2
00007ff81149253e (__TEXT,__text) non-external _finish_pass_1_quant
00007ff81148f79c (__TEXT,__text) non-external _finish_pass_gather
00007ff81148bd42 (__TEXT,__text) non-external _finish_pass_huff
00007ff81148f8d7 (__TEXT,__text) non-external _finish_pass_huff
00007ff81147e918 (__TEXT,__text) non-external _finish_pass_master
00007ff811495960 (__TEXT,__const) non-external _first_pool_slop
00007ff811491cb6 (__TEXT,__text) non-external _flush_bits_e
00007ff811491d78 (__TEXT,__text) non-external _flush_bits_s
                 (undefined) external _fopen (from libSystem)
00007ff81148ae52 (__TEXT,__text) non-external _format_message
00007ff8114702fe (__TEXT,__text) non-external _forward_DCT
00007ff811470464 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff811493ca7 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff81148a5e7 (__TEXT,__text) non-external _fullsize_downsample
00007ff81148a415 (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff81147fee6 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff81146f6a9 (__TEXT,__text) non-external _get_byte
00007ff81146bb76 (__TEXT,__text) non-external _get_interesting_appn
00007ff81146c0e8 (__TEXT,__text) non-external _get_sof
00007ff811470b73 (__TEXT,__text) non-external _gray_rgb_convert
00007ff811467da2 (__TEXT,__text) non-external _grayscale_convert
00007ff811470a0e (__TEXT,__text) non-external _grayscale_convert
00007ff81148a677 (__TEXT,__text) non-external _h2v1_downsample
00007ff81148b479 (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff81147feef (__TEXT,__text) non-external _h2v1_upsample
00007ff81148aa45 (__TEXT,__text) non-external _h2v2_downsample
00007ff81148b226 (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff81148a75c (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff81147ff4d (__TEXT,__text) non-external _h2v2_upsample
00007ff811492ef7 (__TEXT,__text) non-external _init_destination
00007ff811468c36 (__TEXT,__text) non-external _init_error_limit
00007ff811493103 (__TEXT,__text) non-external _init_mem_destination
00007ff81146e303 (__TEXT,__text) non-external _init_mem_source
00007ff81146e18a (__TEXT,__text) non-external _init_source
00007ff81148ab58 (__TEXT,__text) non-external _int_downsample
00007ff81147ffee (__TEXT,__text) non-external _int_upsample
00007ff811471f0b (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff81146e346 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff81146ca07 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff811494040 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff811467498 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff811472d69 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff81147c0af (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff81148243a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff8114870f3 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff8114828b6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff811482fae (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff811486a84 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff811483598 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff811483d61 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff8114860e6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff8114844fb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff811484ce0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff811485624 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff811481ffa (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff811489d36 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff811487d82 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff811481f49 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff811489c1a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff811481e15 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff811489a3c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff811487c11 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff811481b51 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff8114892e4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff811488f46 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff811481918 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff811488aef (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff811487a65 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff8114816cd (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff8114884ce (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff811481378 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff811487e06 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff811487664 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff81148206d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff81148d599 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff811491710 (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff81148d6f5 (__TEXT,__text) non-external _jpeg_huff_decode
00007ff81147556e (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff811479761 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff811475a39 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff81147606e (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff811479287 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff811476672 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff811476db9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff811478cba (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff81147749c (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff811477c1d (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff8114784da (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff81147bd3d (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff81147a20b (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff81147bbe3 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff811474ebe (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff81147b9c9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff81147a072 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff81147b5e3 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff81147b200 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff811474a6d (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff81147adc0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff811479e5e (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff811474791 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff81147a897 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff811474388 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff81147a271 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff811479b3e (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff81147511e (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff8114912dc (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff81148c908 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff811493005 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff81146e271 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff811494de0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff811494d70 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff811494cf0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff811494c40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff811494b70 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff811494a60 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff811495670 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff811495420 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff811495430 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff811495460 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff8114954a0 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff811495510 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff8114955a0 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff81148b44f (__TEXT,__text) non-external _merged_1v_upsample
00007ff81148b147 (__TEXT,__text) non-external _merged_2v_upsample
                 (undefined) external _mktemp (from libSystem)
00007ff811492544 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff811468c22 (__TEXT,__text) non-external _new_color_map_2_quant
00007ff81146a008 (__TEXT,__text) non-external _next_marker
00007ff81147fed9 (__TEXT,__text) non-external _noop_upsample
00007ff81146810c (__TEXT,__text) non-external _null_convert
00007ff811470ff8 (__TEXT,__text) non-external _null_convert
00007ff811467d9c (__TEXT,__text) non-external _null_method
00007ff81148ada5 (__TEXT,__text) non-external _output_message
00007ff81148f177 (__TEXT,__text) non-external _output_pass_setup
00007ff811469128 (__TEXT,__text) non-external _pass2_fs_dither
00007ff811469493 (__TEXT,__text) non-external _pass2_no_dither
00007ff81147e8e4 (__TEXT,__text) non-external _pass_startup
00007ff81147eb1a (__TEXT,__text) non-external _per_scan_setup
00007ff81148025e (__TEXT,__text) non-external _post_process_1pass
00007ff8114803c0 (__TEXT,__text) non-external _post_process_2pass
00007ff8114802e2 (__TEXT,__text) non-external _post_process_prepass
00007ff8114723eb (__TEXT,__text) non-external _pre_process_context
00007ff81147261b (__TEXT,__text) non-external _pre_process_data
00007ff81147f353 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff81147e728 (__TEXT,__text) non-external _prepare_for_pass
00007ff811468cd6 (__TEXT,__text) non-external _prescan_quantize
00007ff81147f838 (__TEXT,__text) non-external _process_data_context_main
00007ff81147fbbd (__TEXT,__text) non-external _process_data_crank_post
00007ff811472098 (__TEXT,__text) non-external _process_data_simple_main
00007ff81147fb3e (__TEXT,__text) non-external _process_data_simple_main
00007ff81146f41d (__TEXT,__text) non-external _process_restart
00007ff81148d50c (__TEXT,__text) non-external _process_restart
00007ff8114927f7 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff811492a01 (__TEXT,__text) non-external _quantize_fs_dither
00007ff811492916 (__TEXT,__text) non-external _quantize_ord_dither
00007ff81146dff6 (__TEXT,__text) non-external _read_backing_store
00007ff81146a23c (__TEXT,__text) non-external _read_markers
00007ff81146ba10 (__TEXT,__text) non-external _read_restart_marker
00007ff8114937c9 (__TEXT,__text) non-external _realize_virt_arrays
00007ff811493736 (__TEXT,__text) non-external _request_virt_barray
00007ff8114936a3 (__TEXT,__text) non-external _request_virt_sarray
00007ff81148af2b (__TEXT,__text) non-external _reset_error_mgr
00007ff811473aed (__TEXT,__text) non-external _reset_input_controller
00007ff81146a20c (__TEXT,__text) non-external _reset_marker_reader
00007ff811470ac9 (__TEXT,__text) non-external _rgb1_gray_convert
00007ff811470e22 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff811467f2e (__TEXT,__text) non-external _rgb_convert
00007ff811470db1 (__TEXT,__text) non-external _rgb_convert
00007ff811467eb1 (__TEXT,__text) non-external _rgb_gray_convert
00007ff811470a2c (__TEXT,__text) non-external _rgb_gray_convert
00007ff811467f9c (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff811468020 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff811467df0 (__TEXT,__text) non-external _rgb_ycc_start
00007ff81146bddc (__TEXT,__text) non-external _save_marker
00007ff8114958f0 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff81147e980 (__TEXT,__text) non-external _select_scan_parameters
00007ff811493dec (__TEXT,__text) non-external _self_destruct
00007ff81148a37d (__TEXT,__text) non-external _sep_downsample
00007ff81147fda6 (__TEXT,__text) non-external _sep_upsample
00007ff81146e221 (__TEXT,__text) non-external _skip_input_data
00007ff81146baa0 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff811471273 (__TEXT,__text) non-external _start_iMCU_row
00007ff811471273 (__TEXT,__text) non-external _start_iMCU_row
00007ff81147d45e (__TEXT,__text) non-external _start_iMCU_row
00007ff811473b34 (__TEXT,__text) non-external _start_input_pass
00007ff81147ccab (__TEXT,__text) non-external _start_input_pass
00007ff81147ccbf (__TEXT,__text) non-external _start_output_pass
00007ff811468392 (__TEXT,__text) non-external _start_pass
00007ff81146cab7 (__TEXT,__text) non-external _start_pass
00007ff81146e4ae (__TEXT,__text) non-external _start_pass
00007ff811494470 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff8114943f0 (__TEXT,__const) non-external _start_pass.aanscales
00007ff811492339 (__TEXT,__text) non-external _start_pass_1_quant
00007ff811468af2 (__TEXT,__text) non-external _start_pass_2_quant
00007ff8114711bb (__TEXT,__text) non-external _start_pass_coef
00007ff81148df29 (__TEXT,__text) non-external _start_pass_coef
00007ff811470a08 (__TEXT,__text) non-external _start_pass_dcolor
00007ff81148a377 (__TEXT,__text) non-external _start_pass_downsample
00007ff8114801ab (__TEXT,__text) non-external _start_pass_dpost
00007ff81146fc4f (__TEXT,__text) non-external _start_pass_fdctmgr
