000000018e990308 (__TEXT,__const) non-external _KW_ANY
000000018e977cfc (__TEXT,__text) external _XML_SetReturnNSTriplet
000000018e977f44 (__TEXT,__text) external _XML_SetSkippedEntityHandler
000000018e977e7c (__TEXT,__text) external _XML_SetStartCdataSectionHandler
000000018e977ec4 (__TEXT,__text) external _XML_SetStartDoctypeDeclHandler
000000018e977e34 (__TEXT,__text) external _XML_SetStartElementHandler
000000018e977f00 (__TEXT,__text) external _XML_SetStartNamespaceDeclHandler
000000018e977f50 (__TEXT,__text) external _XML_SetUnknownEncodingHandler
000000018e977edc (__TEXT,__text) external _XML_SetUnparsedEntityDeclHandler
000000018e977d24 (__TEXT,__text) external _XML_SetUserData
000000018e977f84 (__TEXT,__text) external _XML_SetXmlDeclHandler
000000018e9785ec (__TEXT,__text) external _XML_StopParser
000000018e977cc8 (__TEXT,__text) external _XML_UseForeignDTD
000000018e977cbc (__TEXT,__text) external _XML_UseParserAsHandlerArg
000000018e9825a8 (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncoding
000000018e982b4c (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncodingNS
000000018e98259c (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncoding
000000018e982b40 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncodingNS
000000018e9825b4 (__TEXT,__text) non-external (was a private external) _XmlInitEncoding
000000018e982b58 (__TEXT,__text) non-external (was a private external) _XmlInitEncodingNS
000000018e982008 (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncoding
000000018e982d7c (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncodingNS
000000018e9826e0 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDecl
000000018e982c14 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDeclNS
000000018e97fdd0 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInit
000000018e97ff10 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInitExternalEntity
000000018e982000 (__TEXT,__text) non-external (was a private external) _XmlSizeOfUnknownEncoding
000000018e981fb0 (__TEXT,__text) non-external (was a private external) _XmlUtf16Encode
000000018e981ef4 (__TEXT,__text) non-external (was a private external) _XmlUtf8Encode
000000018e981e48 (__TEXT,__text) non-external (was a private external) __INTERNAL_trim_to_complete_utf8_characters
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
000000018e97a680 (__TEXT,__text) non-external _accountingDiffTolerated
000000018e98f448 (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
000000018e97c2ec (__TEXT,__text) non-external _accountingGetCurrentAmplification
000000018e98f474 (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
000000018e97c330 (__TEXT,__text) non-external _accountingReportStats
000000018e97e8d0 (__TEXT,__text) non-external _addBinding
000000018e9900f2 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
000000018e990117 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
000000018e97edc0 (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00000001edc47a18 (__AUTH_CONST,__const) non-external _ascii_encoding
00000001edc48328 (__AUTH_CONST,__const) non-external _ascii_encoding_ns
000000018e98b100 (__TEXT,__text) non-external _ascii_toUtf8
000000018e9805a4 (__TEXT,__text) non-external _attlist0
000000018e980f70 (__TEXT,__text) non-external _attlist1
000000018e981014 (__TEXT,__text) non-external _attlist2
00000001e4c83990 (__DATA_CONST,__const) non-external _attlist2.types
000000018e9812c4 (__TEXT,__text) non-external _attlist3
000000018e98145c (__TEXT,__text) non-external _attlist4
000000018e981270 (__TEXT,__text) non-external _attlist5
000000018e98138c (__TEXT,__text) non-external _attlist6
000000018e9813ec (__TEXT,__text) non-external _attlist7
000000018e981134 (__TEXT,__text) non-external _attlist8
000000018e98132c (__TEXT,__text) non-external _attlist9
000000018e98c91c (__TEXT,__text) non-external _big2_attributeValueTok
000000018e98c4ac (__TEXT,__text) non-external _big2_cdataSectionTok
000000018e98d160 (__TEXT,__text) non-external _big2_charRefNumber
000000018e98e564 (__TEXT,__text) non-external _big2_checkPiTarget
000000018e98b940 (__TEXT,__text) non-external _big2_contentTok
00000001edc47678 (__AUTH_CONST,__const) non-external _big2_encoding
00000001edc47f88 (__AUTH_CONST,__const) non-external _big2_encoding_ns
000000018e98ca88 (__TEXT,__text) non-external _big2_entityValueTok
000000018e98cd3c (__TEXT,__text) non-external _big2_getAtts
000000018e98c74c (__TEXT,__text) non-external _big2_ignoreSectionTok
000000018e98d498 (__TEXT,__text) non-external _big2_isPublicId
000000018e98cc58 (__TEXT,__text) non-external _big2_nameLength
000000018e98cc0c (__TEXT,__text) non-external _big2_nameMatchesAscii
000000018e98d23c (__TEXT,__text) non-external _big2_predefinedEntityName
000000018e98b14c (__TEXT,__text) non-external _big2_prologTok
000000018e98e944 (__TEXT,__text) non-external _big2_scanAtts
000000018e990a4b (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
000000018e98e3c8 (__TEXT,__text) non-external _big2_scanComment
000000018e98d8e4 (__TEXT,__text) non-external _big2_scanDecl
000000018e98d768 (__TEXT,__text) non-external _big2_scanLit
000000018e98dedc (__TEXT,__text) non-external _big2_scanPercent
000000018e98da70 (__TEXT,__text) non-external _big2_scanPi
000000018e98e158 (__TEXT,__text) non-external _big2_scanPoundName
000000018e98e600 (__TEXT,__text) non-external _big2_scanRef
000000018e98ccf8 (__TEXT,__text) non-external _big2_skipS
000000018e98d6e0 (__TEXT,__text) non-external _big2_toUtf16
000000018e98d54c (__TEXT,__text) non-external _big2_toUtf8
000000018e98d394 (__TEXT,__text) non-external _big2_updatePosition
                 (undefined) external _bzero (from libSystem)
000000018e97e6d8 (__TEXT,__text) non-external _cdataSectionProcessor
000000018e98229c (__TEXT,__text) non-external _checkCharRefNumber
000000018e980bcc (__TEXT,__text) non-external _condSect0
000000018e980ca4 (__TEXT,__text) non-external _condSect1
000000018e980d14 (__TEXT,__text) non-external _condSect2
000000018e97b004 (__TEXT,__text) non-external _contentProcessor
000000018e97fc14 (__TEXT,__text) non-external _copyEntityTable
000000018e9770b0 (__TEXT,__text) non-external _copyString
000000018e980a4c (__TEXT,__text) non-external _declClose
000000018e97b39c (__TEXT,__text) non-external _defineAttribute
000000018e97e3f4 (__TEXT,__text) non-external _doCdataSection
000000018e97c6e4 (__TEXT,__text) non-external _doContent
000000018e97bba0 (__TEXT,__text) non-external _doIgnoreSection
000000018e98273c (__TEXT,__text) non-external _doParseXmlDecl
000000018e978e24 (__TEXT,__text) non-external _doProlog
000000018e990202 (__TEXT,__const) non-external _doProlog.atypeCDATA
000000018e99021f (__TEXT,__const) non-external _doProlog.atypeENTITIES
000000018e990218 (__TEXT,__const) non-external _doProlog.atypeENTITY
000000018e990208 (__TEXT,__const) non-external _doProlog.atypeID
000000018e99020b (__TEXT,__const) non-external _doProlog.atypeIDREF
000000018e990211 (__TEXT,__const) non-external _doProlog.atypeIDREFS
000000018e990228 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
000000018e990230 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
000000018e98f41c (__TEXT,__text) non-external _doProlog.cold.1
000000018e98ffe7 (__TEXT,__cstring) non-external _doProlog.enumValueSep
000000018e98ffe9 (__TEXT,__cstring) non-external _doProlog.enumValueStart
000000018e98ffdd (__TEXT,__cstring) non-external _doProlog.notationPrefix
000000018e980050 (__TEXT,__text) non-external _doctype0
000000018e9800bc (__TEXT,__text) non-external _doctype1
000000018e9804d4 (__TEXT,__text) non-external _doctype2
000000018e980474 (__TEXT,__text) non-external _doctype3
000000018e981dcc (__TEXT,__text) non-external _doctype4
000000018e9806cc (__TEXT,__text) non-external _doctype5
000000018e980608 (__TEXT,__text) non-external _element0
000000018e9814cc (__TEXT,__text) non-external _element1
000000018e9815ec (__TEXT,__text) non-external _element2
000000018e981750 (__TEXT,__text) non-external _element3
000000018e981aa4 (__TEXT,__text) non-external _element4
000000018e981b08 (__TEXT,__text) non-external _element5
000000018e981800 (__TEXT,__text) non-external _element6
000000018e981920 (__TEXT,__text) non-external _element7
00000001e4c83a00 (__DATA_CONST,__const) non-external _encodings
00000001e4c83a38 (__DATA_CONST,__const) non-external _encodingsNS
000000018e980534 (__TEXT,__text) non-external _entity0
000000018e98072c (__TEXT,__text) non-external _entity1
000000018e980ac0 (__TEXT,__text) non-external _entity10
000000018e98078c (__TEXT,__text) non-external _entity2
000000018e980dd4 (__TEXT,__text) non-external _entity3
000000018e980d74 (__TEXT,__text) non-external _entity4
000000018e980e34 (__TEXT,__text) non-external _entity5
000000018e980f08 (__TEXT,__text) non-external _entity6
000000018e98088c (__TEXT,__text) non-external _entity7
000000018e9809ec (__TEXT,__text) non-external _entity8
000000018e98098c (__TEXT,__text) non-external _entity9
000000018e97c0b8 (__TEXT,__text) non-external _entityTrackingOnOpen
000000018e97f4bc (__TEXT,__text) non-external _entityTrackingReportStats
000000018e98f4a0 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
000000018e97f7e4 (__TEXT,__text) non-external _entityValueInitProcessor
000000018e97fae0 (__TEXT,__text) non-external _entityValueProcessor
000000018e97e1f0 (__TEXT,__text) non-external _epilogProcessor
000000018e9800b4 (__TEXT,__text) non-external _error
000000018e978230 (__TEXT,__text) non-external _errorProcessor
000000018e97ed5c (__TEXT,__text) non-external _externalEntityContentProcessor
000000018e977b10 (__TEXT,__text) non-external _externalEntityInitProcessor
000000018e97f5b8 (__TEXT,__text) non-external _externalEntityInitProcessor2
000000018e97f6d4 (__TEXT,__text) non-external _externalEntityInitProcessor3
000000018e977b8c (__TEXT,__text) non-external _externalParEntInitProcessor
000000018e97f9a8 (__TEXT,__text) non-external _externalParEntProcessor
000000018e97ff28 (__TEXT,__text) non-external _externalSubset0
000000018e980b3c (__TEXT,__text) non-external _externalSubset1
000000018e982a34 (__TEXT,__text) non-external _findEncoding
000000018e982c70 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
000000018e97e190 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
000000018e97b0f8 (__TEXT,__text) non-external _getAttributeId
000000018e97d3ec (__TEXT,__text) non-external _getContext
000000018e978b94 (__TEXT,__text) non-external _getDebugLevel
000000018e97b068 (__TEXT,__text) non-external _getElementType
000000018e982630 (__TEXT,__text) non-external _getEncodingIndex
00000001e4c839d0 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
000000018e978d18 (__TEXT,__text) non-external _handleUnknownEncoding
000000018e97c3a8 (__TEXT,__text) non-external _hash
000000018e97fba8 (__TEXT,__text) non-external _hashTableDestroy
000000018e97bd44 (__TEXT,__text) non-external _ignoreSectionProcessor
000000018e990239 (__TEXT,__const) non-external _implicitContext
000000018e98af04 (__TEXT,__text) non-external _initScan
000000018e9826b4 (__TEXT,__text) non-external _initScanContent
000000018e982bf4 (__TEXT,__text) non-external _initScanContentNS
000000018e982694 (__TEXT,__text) non-external _initScanProlog
000000018e982bd4 (__TEXT,__text) non-external _initScanPrologNS
000000018e9826d4 (__TEXT,__text) non-external _initUpdatePosition
000000018e978c0c (__TEXT,__text) non-external _initializeEncoding
000000018e97f260 (__TEXT,__text) non-external _internalEntityProcessor
000000018e9801d4 (__TEXT,__text) non-external _internalSubset
00000001edc46f38 (__AUTH_CONST,__const) non-external _internal_little2_encoding
00000001edc472d8 (__AUTH_CONST,__const) non-external _internal_little2_encoding_ns
00000001edc46d68 (__AUTH_CONST,__const) non-external _internal_utf8_encoding
00000001edc47108 (__AUTH_CONST,__const) non-external _internal_utf8_encoding_ns
000000018e986e98 (__TEXT,__text) non-external _isNever
00000001edc46b98 (__AUTH_CONST,__const) non-external _latin1_encoding
00000001edc47be8 (__AUTH_CONST,__const) non-external _latin1_encoding_ns
000000018e9854d4 (__TEXT,__text) non-external _latin1_toUtf16
000000018e98543c (__TEXT,__text) non-external _latin1_toUtf8
000000018e9887ec (__TEXT,__text) non-external _little2_attributeValueTok
000000018e98837c (__TEXT,__text) non-external _little2_cdataSectionTok
000000018e989040 (__TEXT,__text) non-external _little2_charRefNumber
000000018e98a438 (__TEXT,__text) non-external _little2_checkPiTarget
000000018e987850 (__TEXT,__text) non-external _little2_contentTok
00000001edc47848 (__AUTH_CONST,__const) non-external _little2_encoding
00000001edc48158 (__AUTH_CONST,__const) non-external _little2_encoding_ns
000000018e988958 (__TEXT,__text) non-external _little2_entityValueTok
000000018e988c1c (__TEXT,__text) non-external _little2_getAtts
000000018e98861c (__TEXT,__text) non-external _little2_ignoreSectionTok
000000018e989378 (__TEXT,__text) non-external _little2_isPublicId
000000018e988b28 (__TEXT,__text) non-external _little2_nameLength
000000018e988adc (__TEXT,__text) non-external _little2_nameMatchesAscii
000000018e98911c (__TEXT,__text) non-external _little2_predefinedEntityName
000000018e98705c (__TEXT,__text) non-external _little2_prologTok
000000018e98a814 (__TEXT,__text) non-external _little2_scanAtts
000000018e98a29c (__TEXT,__text) non-external _little2_scanComment
000000018e9897bc (__TEXT,__text) non-external _little2_scanDecl
000000018e989640 (__TEXT,__text) non-external _little2_scanLit
000000018e989dac (__TEXT,__text) non-external _little2_scanPercent
000000018e989948 (__TEXT,__text) non-external _little2_scanPi
000000018e98a02c (__TEXT,__text) non-external _little2_scanPoundName
000000018e98a4d4 (__TEXT,__text) non-external _little2_scanRef
000000018e988bc8 (__TEXT,__text) non-external _little2_skipS
000000018e9895c0 (__TEXT,__text) non-external _little2_toUtf16
000000018e98942c (__TEXT,__text) non-external _little2_toUtf8
000000018e989274 (__TEXT,__text) non-external _little2_updatePosition
000000018e97ac28 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
000000018e990918 (__TEXT,__const) non-external _namePages
000000018e990318 (__TEXT,__const) non-external _namingBitmap
000000018e97bdf4 (__TEXT,__text) non-external _nextScaffoldPart
000000018e990818 (__TEXT,__const) non-external _nmstrtPages
000000018e984a0c (__TEXT,__text) non-external _normal_attributeValueTok
000000018e984578 (__TEXT,__text) non-external _normal_cdataSectionTok
000000018e9850dc (__TEXT,__text) non-external _normal_charRefNumber
000000018e986108 (__TEXT,__text) non-external _normal_checkPiTarget
000000018e9838e8 (__TEXT,__text) non-external _normal_contentTok
000000018e984b78 (__TEXT,__text) non-external _normal_entityValueTok
000000018e984da4 (__TEXT,__text) non-external _normal_getAtts
000000018e984834 (__TEXT,__text) non-external _normal_ignoreSectionTok
000000018e985390 (__TEXT,__text) non-external _normal_isPublicId
000000018e984d1c (__TEXT,__text) non-external _normal_nameLength
000000018e984cd8 (__TEXT,__text) non-external _normal_nameMatchesAscii
000000018e9851b8 (__TEXT,__text) non-external _normal_predefinedEntityName
000000018e982da0 (__TEXT,__text) non-external _normal_prologTok
000000018e9864ec (__TEXT,__text) non-external _normal_scanAtts
000000018e985f64 (__TEXT,__text) non-external _normal_scanComment
000000018e9856dc (__TEXT,__text) non-external _normal_scanDecl
000000018e985528 (__TEXT,__text) non-external _normal_scanLit
000000018e985ca8 (__TEXT,__text) non-external _normal_scanPercent
000000018e985844 (__TEXT,__text) non-external _normal_scanPi
000000018e98618c (__TEXT,__text) non-external _normal_scanRef
000000018e984d68 (__TEXT,__text) non-external _normal_skipS
000000018e9852a0 (__TEXT,__text) non-external _normal_updatePosition
000000018e97f560 (__TEXT,__text) non-external _normalizeLines
000000018e97af7c (__TEXT,__text) non-external _normalizePublicId
000000018e98066c (__TEXT,__text) non-external _notation0
000000018e981b88 (__TEXT,__text) non-external _notation1
000000018e981cc8 (__TEXT,__text) non-external _notation2
000000018e981c60 (__TEXT,__text) non-external _notation3
000000018e981d28 (__TEXT,__text) non-external _notation4
000000018e98f010 (__TEXT,__text) non-external _parsePseudoAttribute
000000018e976910 (__TEXT,__text) non-external _parserCreate
000000018e976f0c (__TEXT,__text) non-external _parserInit
000000018e97b318 (__TEXT,__text) non-external _poolAppend
000000018e977d8c (__TEXT,__text) non-external _poolCopyString
000000018e977c5c (__TEXT,__text) non-external _poolDestroy
000000018e97b4cc (__TEXT,__text) non-external _poolGrow
000000018e97abcc (__TEXT,__text) non-external _poolStoreString
000000018e97befc (__TEXT,__text) non-external _processInternalEntity
000000018e97a8b0 (__TEXT,__text) non-external _processXmlDecl
000000018e97fdf4 (__TEXT,__text) non-external _prolog0
000000018e97ff4c (__TEXT,__text) non-external _prolog1
000000018e9803bc (__TEXT,__text) non-external _prolog2
000000018e978b18 (__TEXT,__text) non-external _prologInitProcessor
000000018e978c90 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
000000018e97c234 (__TEXT,__text) non-external _reportComment
000000018e978954 (__TEXT,__text) non-external _reportDefault
000000018e97c104 (__TEXT,__text) non-external _reportProcessingInstruction
000000018e977648 (__TEXT,__text) non-external _setContext
000000018e97e7d4 (__TEXT,__text) non-external _setElementTypePrefix
000000018e97c58c (__TEXT,__text) non-external _sip24_final
000000018e97c498 (__TEXT,__text) non-external _sip24_update
000000018e97c698 (__TEXT,__text) non-external _sip_round
000000018e978188 (__TEXT,__text) non-external _startParsing
000000018e97b688 (__TEXT,__text) non-external _storeAttributeValue
000000018e97d72c (__TEXT,__text) non-external _storeAtts
000000018e97b718 (__TEXT,__text) non-external _storeEntityValue
000000018e97d300 (__TEXT,__text) non-external _storeRawNames
000000018e98aeac (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
000000018e978aec (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
000000018e978af8 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
000000018e9823b0 (__TEXT,__text) non-external _unknown_isInvalid
000000018e9822e8 (__TEXT,__text) non-external _unknown_isName
000000018e98234c (__TEXT,__text) non-external _unknown_isNmstrt
000000018e9824dc (__TEXT,__text) non-external _unknown_toUtf16
000000018e9823e4 (__TEXT,__text) non-external _unknown_toUtf8
000000018e978b04 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00000001edc474a8 (__AUTH_CONST,__const) non-external _utf8_encoding
00000001edc47db8 (__AUTH_CONST,__const) non-external _utf8_encoding_ns
000000018e986f34 (__TEXT,__text) non-external _utf8_isInvalid2
000000018e986f68 (__TEXT,__text) non-external _utf8_isInvalid3
000000018e986ff4 (__TEXT,__text) non-external _utf8_isInvalid4
000000018e986e04 (__TEXT,__text) non-external _utf8_isName2
000000018e986e48 (__TEXT,__text) non-external _utf8_isName3
000000018e986ea0 (__TEXT,__text) non-external _utf8_isNmstrt2
000000018e986ee4 (__TEXT,__text) non-external _utf8_isNmstrt3
000000018e986cb8 (__TEXT,__text) non-external _utf8_toUtf16
000000018e986c08 (__TEXT,__text) non-external _utf8_toUtf8
