00007ff80c218841 (__TEXT,__const) non-external _KW_ANY
00007ff80c206a1f (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80c209f84 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80c2186a1 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80c20a35e (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80c20a604 (__TEXT,__text) non-external _entityValueProcessor
00007ff80c208fbe (__TEXT,__text) non-external _epilogProcessor
00007ff80c20ab1f (__TEXT,__text) non-external _error
00007ff80c20277c (__TEXT,__text) non-external _errorProcessor
00007ff80c209880 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80c202046 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80c20a18c (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80c20a282 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80c202096 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80c20a503 (__TEXT,__text) non-external _externalParEntProcessor
00007ff80c20a9f8 (__TEXT,__text) non-external _externalSubset0
00007ff80c20b2fe (__TEXT,__text) non-external _externalSubset1
00007ff80c20cbd3 (__TEXT,__text) non-external _findEncoding
00007ff80c20cdbc (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80c208f66 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80c205ada (__TEXT,__text) non-external _getAttributeId
00007ff80c203087 (__TEXT,__text) non-external _getDebugLevel
00007ff80c205a4e (__TEXT,__text) non-external _getElementType
00007ff80c20c814 (__TEXT,__text) non-external _getEncodingIndex
00007ff840855a20 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80c2031b0 (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80c206d5d (__TEXT,__text) non-external _hash
00007ff80c20a6a5 (__TEXT,__text) non-external _hashTableDestroy
00007ff80c2066e4 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80c218780 (__TEXT,__const) non-external _implicitContext
00007ff80c214492 (__TEXT,__text) non-external _initScan
00007ff80c20c887 (__TEXT,__text) non-external _initScanContent
00007ff80c20cd59 (__TEXT,__text) non-external _initScanContentNS
00007ff80c20c868 (__TEXT,__text) non-external _initScanProlog
00007ff80c20cd3a (__TEXT,__text) non-external _initScanPrologNS
00007ff80c20c8a9 (__TEXT,__text) non-external _initUpdatePosition
00007ff80c2030e6 (__TEXT,__text) non-external _initializeEncoding
00007ff80c209d6c (__TEXT,__text) non-external _internalEntityProcessor
00007ff80c20ac00 (__TEXT,__text) non-external _internalSubset
00007ff8408554b0 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff840855850 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8408552e0 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff840855680 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80c210723 (__TEXT,__text) non-external _isNever
00007ff840855110 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff840856208 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80c20f8d2 (__TEXT,__text) non-external _latin1_toUtf16
00007ff80c20f850 (__TEXT,__text) non-external _latin1_toUtf8
00007ff80c212aa8 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80c2126bc (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80c2131cc (__TEXT,__text) non-external _little2_charRefNumber
00007ff80c21405c (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80c21147c (__TEXT,__text) non-external _little2_contentTok
00007ff840855e28 (__DATA_CONST,__const) non-external _little2_encoding
00007ff840856778 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80c212be0 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80c212e0f (__TEXT,__text) non-external _little2_getAtts
00007ff80c212918 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80c213458 (__TEXT,__text) non-external _little2_isPublicId
00007ff80c212d61 (__TEXT,__text) non-external _little2_nameLength
00007ff80c212d1c (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80c213283 (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80c21089c (__TEXT,__text) non-external _little2_prologTok
00007ff80c213f00 (__TEXT,__text) non-external _little2_scanComment
00007ff80c213712 (__TEXT,__text) non-external _little2_scanLit
00007ff80c213c9c (__TEXT,__text) non-external _little2_scanPercent
00007ff80c213840 (__TEXT,__text) non-external _little2_scanPi
00007ff80c2140db (__TEXT,__text) non-external _little2_scanRef
00007ff80c212dd5 (__TEXT,__text) non-external _little2_skipS
00007ff80c2136a1 (__TEXT,__text) non-external _little2_toUtf16
00007ff80c2134e3 (__TEXT,__text) non-external _little2_toUtf8
00007ff80c213387 (__TEXT,__text) non-external _little2_updatePosition
00007ff80c205686 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80c218e50 (__TEXT,__const) non-external _namePages
00007ff80c218850 (__TEXT,__const) non-external _namingBitmap
00007ff80c206760 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80c218d50 (__TEXT,__const) non-external _nmstrtPages
00007ff80c20f010 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80c20ebb8 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80c20f5cc (__TEXT,__text) non-external _normal_charRefNumber
00007ff80c2101bc (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80c20da4c (__TEXT,__text) non-external _normal_contentTok
00007ff80c20f148 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80c20f2fb (__TEXT,__text) non-external _normal_getAtts
00007ff80c20ee70 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80c20f7d0 (__TEXT,__text) non-external _normal_isPublicId
00007ff80c20f294 (__TEXT,__text) non-external _normal_nameLength
00007ff80c20f258 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80c20f684 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80c20cec8 (__TEXT,__text) non-external _normal_prologTok
00007ff80c210030 (__TEXT,__text) non-external _normal_scanComment
00007ff80c20f916 (__TEXT,__text) non-external _normal_scanLit
00007ff80c20fe28 (__TEXT,__text) non-external _normal_scanPercent
00007ff80c20fa7c (__TEXT,__text) non-external _normal_scanPi
00007ff80c210227 (__TEXT,__text) non-external _normal_scanRef
00007ff80c20f2d1 (__TEXT,__text) non-external _normal_skipS
00007ff80c20f716 (__TEXT,__text) non-external _normal_updatePosition
00007ff80c20a149 (__TEXT,__text) non-external _normalizeLines
00007ff80c205996 (__TEXT,__text) non-external _normalizePublicId
00007ff80c20af7b (__TEXT,__text) non-external _notation0
00007ff80c20be98 (__TEXT,__text) non-external _notation1
00007ff80c20bf8f (__TEXT,__text) non-external _notation2
00007ff80c20bf41 (__TEXT,__text) non-external _notation3
00007ff80c20bfd5 (__TEXT,__text) non-external _notation4
00007ff80c218280 (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80c200a2a (__TEXT,__text) non-external _parserCreate
00007ff80c201131 (__TEXT,__text) non-external _parserInit
00007ff80c205d28 (__TEXT,__text) non-external _poolAppend
00007ff80c20222d (__TEXT,__text) non-external _poolCopyString
00007ff80c202124 (__TEXT,__text) non-external _poolDestroy
00007ff80c205e92 (__TEXT,__text) non-external _poolGrow
00007ff80c20563f (__TEXT,__text) non-external _poolStoreString
00007ff80c206870 (__TEXT,__text) non-external _processInternalEntity
00007ff80c2052bd (__TEXT,__text) non-external _processXmlDecl
00007ff80c20a925 (__TEXT,__text) non-external _prolog0
00007ff80c20aa18 (__TEXT,__text) non-external _prolog1
00007ff80c20ad78 (__TEXT,__text) non-external _prolog2
00007ff80c203037 (__TEXT,__text) non-external _prologInitProcessor
00007ff80c203141 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80c206bb6 (__TEXT,__text) non-external _reportComment
00007ff80c202e7a (__TEXT,__text) non-external _reportDefault
00007ff80c206a6a (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80c201b0b (__TEXT,__text) non-external _setContext
00007ff80c2094fe (__TEXT,__text) non-external _setElementTypePrefix
00007ff80c206ee2 (__TEXT,__text) non-external _sip24_final
00007ff80c206e21 (__TEXT,__text) non-external _sip24_update
00007ff80c206fcc (__TEXT,__text) non-external _sip_round
00007ff80c2026e3 (__TEXT,__text) non-external _startParsing
00007ff80c20605c (__TEXT,__text) non-external _storeAttributeValue
00007ff80c2082bc (__TEXT,__text) non-external _storeAtts
00007ff80c2060cb (__TEXT,__text) non-external _storeEntityValue
00007ff80c2081f0 (__TEXT,__text) non-external _storeRawNames
00007ff80c214430 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80c202ff4 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80c203009 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80c20c5f0 (__TEXT,__text) non-external _unknown_isInvalid
00007ff80c20c54e (__TEXT,__text) non-external _unknown_isName
00007ff80c20c59f (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80c20c704 (__TEXT,__text) non-external _unknown_toUtf16
00007ff80c20c61d (__TEXT,__text) non-external _unknown_toUtf8
00007ff80c20301e (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff840855a88 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8408563d8 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80c2107c3 (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80c2107e2 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80c210849 (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80c21068b (__TEXT,__text) non-external _utf8_isName2
00007ff80c2106d1 (__TEXT,__text) non-external _utf8_isName3
00007ff80c21072b (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80c210771 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80c21052b (__TEXT,__text) non-external _utf8_toUtf16
00007ff80c210495 (__TEXT,__text) non-external _utf8_toUtf8
