00007ff80807b344 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff80807b304 (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff80807b330 (__TEXT,__gcc_except_tab) non-external GCC_except_table19
00007ff80807b31c (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff80807b2f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
                 (undefined) external _CFCopyTypeIDDescription (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff80804290c (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff8080644de (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff80804315e (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff80805b25a (__TEXT,__text) external _CVBufferCopyAttachment
00007ff80805b22b (__TEXT,__text) external _CVBufferCopyAttachments
00007ff80805b1f7 (__TEXT,__text) external _CVBufferDumpToQTES
00007ff808040582 (__TEXT,__text) external _CVBufferGetAttachment
00007ff808040636 (__TEXT,__text) external _CVBufferGetAttachments
00007ff80805b28e (__TEXT,__text) external _CVBufferHasAttachment
00007ff80804067e (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff80804839b (__TEXT,__text) external _CVBufferRelease
00007ff808042f5e (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff80803fc08 (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff80804837b (__TEXT,__text) external _CVBufferRetain
00007ff808040218 (__TEXT,__text) external _CVBufferSetAttachment
00007ff808040afb (__TEXT,__text) external _CVBufferSetAttachments
00007ff8080411ef (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff80803e4da (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff80804c916 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace2020
00007ff80804c92a (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace709
00007ff80804c902 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDCIP3
00007ff80804c8ee (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3
00007ff80804c9e6 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_HLG
00007ff80804c9b0 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_PQ_EOTF
00007ff80804c97a (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceExtendedLinearDisplayP3
00007ff80804ca52 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_HLG
00007ff80804ca88 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_PQ
00007ff80804c966 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearGray
00007ff80804c952 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearsRGB
00007ff80804c93e (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpacesRGB
00007ff80804ca1c (__TEXT,__text) non-external (was a private external) _CVCreateColorSpaceExtendedLinearITUR_2020
00007ff808041a90 (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff80804c59d (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff80804c57d (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff80804c53d (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff80804c4ef (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff80804c55d (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff808042a5b (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff80804b717 (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff80804b80c (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff80804b863 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff80804b922 (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff80804b7a6 (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff80804b7f0 (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff80804b9ce (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff80804a65f (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff80804b900 (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff80804b8c6 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff80804b97a (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff808042d12 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff80805d8bb (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff808048f0d (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff808048b20 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff80803d562 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff80805d781 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff808048f96 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff80805d7e4 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff80805d84f (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff80802b928 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff8080498de (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff80802b99c (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff80806a425 (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff80806a20c (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff80806a17f (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff80802d81a (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff80806a3a0 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff80806a47e (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff80802d8b0 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff80802d064 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff80806a3bf (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff80802baef (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff80804a08e (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff8080447de (__TEXT,__text) external _CVDisplayLinkRelease
00007ff808053dc2 (__TEXT,__text) external _CVDisplayLinkRetain
00007ff80802cef6 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff80806a216 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff80806a449 (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff80806a4d4 (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff80802c20d (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff8080497d0 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff808049866 (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff80806a49d (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff80802c2b4 (__TEXT,__text) external _CVDisplayLinkStart
00007ff80802c48a (__TEXT,__text) external _CVDisplayLinkStop
00007ff80806a3eb (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff808042d21 (__TEXT,__text) external _CVGetCurrentHostTime
00007ff8080538ad (__TEXT,__text) external _CVGetHostClockFrequency
00007ff8080538cf (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff80805d8e4 (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff80806273d (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff80805d703 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff8080434f7 (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff80805dd2e (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff80805dc82 (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff80805daf6 (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff808049fed (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff80805dad2 (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff80805daac (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff80805ddf6 (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff80805de4c (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff80805de21 (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff80805dd8a (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff80805dcb2 (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff80805db7e (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff80805db34 (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff80805dc48 (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff80805dbd7 (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff80805dc0e (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff80803d9b8 (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff80805bfe0 (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff80802e6a3 (__TEXT,__text) external _CVKTraceInit
00007ff80805d73f (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff808042442 (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff80806395a (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff808063979 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff808040b30 (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff808041702 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff808053d9f (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff8080417f7 (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff808063998 (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff8080638be (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetBounds
00007ff808063826 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff808063861 (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff8080637e1 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff808042b9e (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff808042bed (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff808063806 (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff80803d369 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff808060251 (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff8080602d2 (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff8080603a0 (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff808060401 (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff8080603c0 (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff8080603e0 (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff8080429cb (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff808068742 (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff80806880d (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff8080687a7 (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff8080687f1 (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff80805a9cf (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff80805a9be (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff80805a99e (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff80804dd58 (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff80804dd38 (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff80806a6f2 (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff80806a711 (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff80804cbc7 (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff80804cccc (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff80804cce9 (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff80804cdb2 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff808059763 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff808059752 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff808059732 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff808064b05 (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff80806a74f (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff80806a656 (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff80806a730 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff80806a5be (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff80806a5f9 (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff80806a559 (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff80806a579 (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff80806a50b (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff808042a13 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff80806a59e (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff808052c06 (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff808052be6 (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff808062747 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff8080637b6 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff808061356 (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff808049922 (__TEXT,__text) external _CVPixelBufferCreate
00007ff808062433 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff808044a58 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff808060881 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff808060421 (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff80802d8e7 (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff808060a0b (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff808060e43 (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff808060638 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff808062640 (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff8080612d5 (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff808061336 (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff808049fa0 (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff80803ff9c (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff80804835e (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff808049902 (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
00007ff80804002e (__TEXT,__text) external _CVPixelBufferGetBytesPerRowOfPlane
00007ff8080612b5 (__TEXT,__text) external _CVPixelBufferGetDataSize
00007ff80803feda (__TEXT,__text) external _CVPixelBufferGetExtendedPixels
00007ff808062656 (__TEXT,__text) external _CVPixelBufferGetFixedPointFractionalBits
00007ff808062698 (__TEXT,__text) external _CVPixelBufferGetFixedPointIntegerBits
00007ff80806270f (__TEXT,__text) external _CVPixelBufferGetFixedPointPaddingBits
00007ff8080626e1 (__TEXT,__text) external _CVPixelBufferGetFixedPointSignBits
00007ff80803fe6e (__TEXT,__text) external _CVPixelBufferGetHeight
00007ff8080400aa (__TEXT,__text) external _CVPixelBufferGetHeightOfPlane
00007ff808040562 (__TEXT,__text) external _CVPixelBufferGetIOSurface
00007ff80803fe9c (__TEXT,__text) external _CVPixelBufferGetPixelFormatType
00007ff80803fe12 (__TEXT,__text) external _CVPixelBufferGetPlaneCount
00007ff80802b8e1 (__TEXT,__text) external _CVPixelBufferGetTypeID
00007ff80803fe40 (__TEXT,__text) external _CVPixelBufferGetWidth
00007ff80804169d (__TEXT,__text) external _CVPixelBufferGetWidthOfPlane
00007ff808061392 (__TEXT,__text) external _CVPixelBufferIsCompatibleWithAttributes
00007ff808049f6c (__TEXT,__text) external _CVPixelBufferIsPlanar
00007ff80803fa16 (__TEXT,__text) external _CVPixelBufferLockBaseAddress
00007ff80804dcf9 (__TEXT,__text) external _CVPixelBufferPoolCopyIOSurfaceCreationProperties
00007ff808047152 (__TEXT,__text) external _CVPixelBufferPoolCreate
00007ff8080483fa (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBuffer
00007ff80804dadf (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBufferWithAuxAttributes
00007ff80804dc19 (__TEXT,__text) external _CVPixelBufferPoolFlush
00007ff80804a284 (__TEXT,__text) external _CVPixelBufferPoolGetAttributes
00007ff8080483ac (__TEXT,__text) external _CVPixelBufferPoolGetMaxBufferAge
00007ff80804dcc5 (__TEXT,__text) external _CVPixelBufferPoolGetMinBufferCount
00007ff80804a2aa (__TEXT,__text) external _CVPixelBufferPoolGetPixelBufferAttributes
00007ff808048451 (__TEXT,__text) external _CVPixelBufferPoolGetTypeID
00007ff80804db7d (__TEXT,__text) external _CVPixelBufferPoolPreAllocate
00007ff80804dbf7 (__TEXT,__text) external _CVPixelBufferPoolPrefetchPages
00007ff808047f78 (__TEXT,__text) external _CVPixelBufferPoolRelease
00007ff80804a264 (__TEXT,__text) external _CVPixelBufferPoolRetain
00007ff80804dbbd (__TEXT,__text) external _CVPixelBufferPoolScanIOSurfaces
00007ff80804db42 (__TEXT,__text) external _CVPixelBufferPoolSetMaxBufferAge
00007ff80804dc71 (__TEXT,__text) external _CVPixelBufferPoolSetMinBufferCount
00007ff808043170 (__TEXT,__text) external _CVPixelBufferRelease
00007ff8080495a6 (__TEXT,__text) external _CVPixelBufferRetain
00007ff808040110 (__TEXT,__text) external _CVPixelBufferUnlockBaseAddress
00007ff80806261a (__TEXT,__text) external _CVPixelBufferWasAllocatedFromPool
00007ff80805bd03 (__TEXT,__text) external _CVPixelFormatDescriptionArrayCreateWithAllPixelFormatTypes
00007ff808040acc (__TEXT,__text) external _CVPixelFormatDescriptionCreateWithPixelFormatType
00007ff80802e648 (__TEXT,__text) external _CVPixelFormatDescriptionGetDescriptionWithPixelFormatType
00007ff808047126 (__TEXT,__text) external _CVPixelFormatDescriptionGetPixelFormatTypes
00007ff80805bc9b (__TEXT,__text) external _CVPixelFormatDescriptionRegisterDescriptionWithPixelFormatType
00007ff80805bde5 (__TEXT,__text) external _CVPixelFormatTypeIsSubsampled
