0000000180dd1048 (__TEXT,__text) external _APL_dgemm
0000000180cf77c4 (__TEXT,__text) external _CTRSV_
0000000180cf8f20 (__TEXT,__text) external _DASUM
0000000180cf8f20 (__TEXT,__text) external _DASUM_
0000000180cf8f2c (__TEXT,__text) external _DAXPY
0000000180cf8f2c (__TEXT,__text) external _DAXPY_
0000000180cf3144 (__TEXT,__text) external _DCABS1
0000000180cf3144 (__TEXT,__text) external _DCABS1_
0000000180cf8f68 (__TEXT,__text) external _DCOPY
0000000180cf8f68 (__TEXT,__text) external _DCOPY_
0000000180cf8f90 (__TEXT,__text) external _DDOT
0000000180cf8f90 (__TEXT,__text) external _DDOT_
0000000180cf63a0 (__TEXT,__text) external _DGBMV
0000000180cf63a0 (__TEXT,__text) external _DGBMV_
0000000180cf3908 (__TEXT,__text) external _DGEMM
0000000180cf3908 (__TEXT,__text) external _DGEMM_
0000000180cf62dc (__TEXT,__text) external _DGEMV
0000000180cf62dc (__TEXT,__text) external _DGEMV_
0000000180cf6d94 (__TEXT,__text) external _DGER
0000000180cf6d94 (__TEXT,__text) external _DGER_
0000000180cf8fa0 (__TEXT,__text) external _DNRM2
0000000180cf8fa0 (__TEXT,__text) external _DNRM2_
0000000180cf8fac (__TEXT,__text) external _DROT
0000000180cf8fdc (__TEXT,__text) external _DROTG
0000000180cf8fdc (__TEXT,__text) external _DROTG_
0000000180cf8ff8 (__TEXT,__text) external _DROTM
0000000180cf9020 (__TEXT,__text) external _DROTMG
0000000180cf9020 (__TEXT,__text) external _DROTMG_
0000000180cf8ff8 (__TEXT,__text) external _DROTM_
0000000180cf8fac (__TEXT,__text) external _DROT_
0000000180cf6524 (__TEXT,__text) external _DSBMV
0000000180cf6524 (__TEXT,__text) external _DSBMV_
0000000180cf9044 (__TEXT,__text) external _DSCAL
0000000180cf9044 (__TEXT,__text) external _DSCAL_
0000000180cf90d8 (__TEXT,__text) external _DSDOT
0000000180cf90d8 (__TEXT,__text) external _DSDOT_
0000000180cf65d4 (__TEXT,__text) external _DSPMV
0000000180cf65d4 (__TEXT,__text) external _DSPMV_
0000000180cf6f10 (__TEXT,__text) external _DSPR
0000000180cf6f9c (__TEXT,__text) external _DSPR2
0000000180cf6f9c (__TEXT,__text) external _DSPR2_
0000000180cf6f10 (__TEXT,__text) external _DSPR_
0000000180cf9074 (__TEXT,__text) external _DSWAP
0000000180cf9074 (__TEXT,__text) external _DSWAP_
0000000180cf3a34 (__TEXT,__text) external _DSYMM
0000000180cf3a34 (__TEXT,__text) external _DSYMM_
0000000180cf6480 (__TEXT,__text) external _DSYMV
0000000180cf6480 (__TEXT,__text) external _DSYMV_
0000000180cf6de4 (__TEXT,__text) external _DSYR
0000000180cf6e74 (__TEXT,__text) external _DSYR2
0000000180cf3f24 (__TEXT,__text) external _DSYR2K
0000000180cf3f24 (__TEXT,__text) external _DSYR2K_
0000000180cf6e74 (__TEXT,__text) external _DSYR2_
0000000180cf3e28 (__TEXT,__text) external _DSYRK
0000000180cf3e28 (__TEXT,__text) external _DSYRK_
0000000180cf6de4 (__TEXT,__text) external _DSYR_
0000000180cf67a4 (__TEXT,__text) external _DTBMV
0000000180cf67a4 (__TEXT,__text) external _DTBMV_
0000000180cf6b34 (__TEXT,__text) external _DTBSV
0000000180cf6b34 (__TEXT,__text) external _DTBSV_
0000000180cf68e0 (__TEXT,__text) external _DTPMV
0000000180cf68e0 (__TEXT,__text) external _DTPMV_
0000000180cf6c70 (__TEXT,__text) external _DTPSV
0000000180cf6c70 (__TEXT,__text) external _DTPSV_
0000000180cf3b28 (__TEXT,__text) external _DTRMM
0000000180cf3b28 (__TEXT,__text) external _DTRMM_
0000000180cf6674 (__TEXT,__text) external _DTRMV
0000000180cf6674 (__TEXT,__text) external _DTRMV_
0000000180cf3ca8 (__TEXT,__text) external _DTRSM
0000000180cf3ca8 (__TEXT,__text) external _DTRSM_
0000000180cf6a04 (__TEXT,__text) external _DTRSV
0000000180cf6a04 (__TEXT,__text) external _DTRSV_
0000000180cf9324 (__TEXT,__text) external _DZASUM
0000000180cf9324 (__TEXT,__text) external _DZASUM_
0000000180cf9330 (__TEXT,__text) external _DZNRM2
0000000180cf9330 (__TEXT,__text) external _DZNRM2_
0000000180cf8e9c (__TEXT,__text) external _ICAMAX
0000000180cf8e9c (__TEXT,__text) external _ICAMAX_
0000000180cf909c (__TEXT,__text) external _IDAMAX
0000000180cf909c (__TEXT,__text) external _IDAMAX_
0000000180cf90e8 (__TEXT,__text) external _ISAMAX
0000000180cf90e8 (__TEXT,__text) external _ISAMAX_
0000000180cf933c (__TEXT,__text) external _IZAMAX
0000000180cf933c (__TEXT,__text) external _IZAMAX_
0000000180cf9124 (__TEXT,__text) external _SASUM
0000000180cf9124 (__TEXT,__text) external _SASUM_
0000000180cf9148 (__TEXT,__text) external _SAXPY
0000000180cf9148 (__TEXT,__text) external _SAXPY_
0000000180cf8ed8 (__TEXT,__text) external _SCASUM
0000000180cf8ed8 (__TEXT,__text) external _SCASUM_
0000000180cf8efc (__TEXT,__text) external _SCNRM2
0000000180cf8efc (__TEXT,__text) external _SCNRM2_
0000000180cf9184 (__TEXT,__text) external _SCOPY
0000000180cf9184 (__TEXT,__text) external _SCOPY_
0000000180cf91ac (__TEXT,__text) external _SDOT
0000000180cf91ac (__TEXT,__text) external _SDOT_
0000000180cf91d4 (__TEXT,__text) external _SDSDOT
0000000180cf91d4 (__TEXT,__text) external _SDSDOT_
0000000180cf5650 (__TEXT,__text) external _SGBMV
0000000180cf5650 (__TEXT,__text) external _SGBMV_
0000000180cf31e4 (__TEXT,__text) external _SGEMM
0000000180cf31e4 (__TEXT,__text) external _SGEMM_
0000000180cf558c (__TEXT,__text) external _SGEMV
0000000180cf558c (__TEXT,__text) external _SGEMV_
0000000180cf6044 (__TEXT,__text) external _SGER
0000000180cf6044 (__TEXT,__text) external _SGER_
0000000180cf9210 (__TEXT,__text) external _SNRM2
0000000180cf9210 (__TEXT,__text) external _SNRM2_
0000000180cf9234 (__TEXT,__text) external _SROT
0000000180cf9264 (__TEXT,__text) external _SROTG
0000000180cf9264 (__TEXT,__text) external _SROTG_
0000000180cf9280 (__TEXT,__text) external _SROTM
0000000180cf92a8 (__TEXT,__text) external _SROTMG
0000000180cf92a8 (__TEXT,__text) external _SROTMG_
0000000180cf9280 (__TEXT,__text) external _SROTM_
0000000180cf9234 (__TEXT,__text) external _SROT_
0000000180cf57d4 (__TEXT,__text) external _SSBMV
0000000180cf57d4 (__TEXT,__text) external _SSBMV_
0000000180cf92cc (__TEXT,__text) external _SSCAL
0000000180cf92cc (__TEXT,__text) external _SSCAL_
0000000180cf5884 (__TEXT,__text) external _SSPMV
0000000180cf5884 (__TEXT,__text) external _SSPMV_
0000000180cf61c0 (__TEXT,__text) external _SSPR
0000000180cf624c (__TEXT,__text) external _SSPR2
0000000180cf624c (__TEXT,__text) external _SSPR2_
0000000180cf61c0 (__TEXT,__text) external _SSPR_
0000000180cf92fc (__TEXT,__text) external _SSWAP
0000000180cf92fc (__TEXT,__text) external _SSWAP_
0000000180cf3310 (__TEXT,__text) external _SSYMM
0000000180cf3310 (__TEXT,__text) external _SSYMM_
0000000180cf5730 (__TEXT,__text) external _SSYMV
0000000180cf5730 (__TEXT,__text) external _SSYMV_
0000000180cf6094 (__TEXT,__text) external _SSYR
0000000180cf6124 (__TEXT,__text) external _SSYR2
0000000180cf3800 (__TEXT,__text) external _SSYR2K
0000000180cf3800 (__TEXT,__text) external _SSYR2K_
0000000180cf6124 (__TEXT,__text) external _SSYR2_
0000000180cf3704 (__TEXT,__text) external _SSYRK
0000000180cf3704 (__TEXT,__text) external _SSYRK_
0000000180cf6094 (__TEXT,__text) external _SSYR_
0000000180cf5a54 (__TEXT,__text) external _STBMV
0000000180cf5a54 (__TEXT,__text) external _STBMV_
0000000180cf5de4 (__TEXT,__text) external _STBSV
0000000180cf5de4 (__TEXT,__text) external _STBSV_
0000000180cf5b90 (__TEXT,__text) external _STPMV
0000000180cf5b90 (__TEXT,__text) external _STPMV_
0000000180cf5f20 (__TEXT,__text) external _STPSV
0000000180cf5f20 (__TEXT,__text) external _STPSV_
0000000180cf3404 (__TEXT,__text) external _STRMM
0000000180cf3404 (__TEXT,__text) external _STRMM_
0000000180cf5924 (__TEXT,__text) external _STRMV
0000000180cf5924 (__TEXT,__text) external _STRMV_
0000000180cf3584 (__TEXT,__text) external _STRSM
0000000180cf3584 (__TEXT,__text) external _STRSM_
0000000180cf5cb4 (__TEXT,__text) external _STRSV
0000000180cf5cb4 (__TEXT,__text) external _STRSV_
00000001810105bc (__TEXT,__text) external _SetBLASParamErrorProc
0000000180fa222c (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
0000000180fc8c2c (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
0000000181004bcc (__TEXT,__text) external _XERBLA
0000000181004bcc (__TEXT,__text) external _XERBLA_
0000000180cf9378 (__TEXT,__text) external _ZAXPY
0000000180cf9378 (__TEXT,__text) external _ZAXPY_
0000000180cf93a0 (__TEXT,__text) external _ZCOPY
0000000180cf93a0 (__TEXT,__text) external _ZCOPY_
0000000180cf93c8 (__TEXT,__text) external _ZDOTC
0000000180cf93c8 (__TEXT,__text) external _ZDOTC_
0000000180cf93f0 (__TEXT,__text) external _ZDOTU
0000000180cf93f0 (__TEXT,__text) external _ZDOTU_
0000000180cf9458 (__TEXT,__text) external _ZDROT
0000000180cf9458 (__TEXT,__text) external _ZDROT_
0000000180cf9488 (__TEXT,__text) external _ZDSCAL
0000000180cf9488 (__TEXT,__text) external _ZDSCAL_
0000000180cf7f8c (__TEXT,__text) external _ZGBMV
0000000180cf7f8c (__TEXT,__text) external _ZGBMV_
0000000180cf4adc (__TEXT,__text) external _ZGEMM
0000000180cf4adc (__TEXT,__text) external _ZGEMM_
0000000180cf7eb0 (__TEXT,__text) external _ZGEMV
0000000180cf7eb0 (__TEXT,__text) external _ZGEMV_
0000000180cf89fc (__TEXT,__text) external _ZGERC
0000000180cf89fc (__TEXT,__text) external _ZGERC_
0000000180cf8a60 (__TEXT,__text) external _ZGERU
0000000180cf8a60 (__TEXT,__text) external _ZGERU_
0000000180cf812c (__TEXT,__text) external _ZHBMV
0000000180cf812c (__TEXT,__text) external _ZHBMV_
0000000180cf4c24 (__TEXT,__text) external _ZHEMM
0000000180cf4c24 (__TEXT,__text) external _ZHEMM_
0000000180cf807c (__TEXT,__text) external _ZHEMV
0000000180cf807c (__TEXT,__text) external _ZHEMV_
0000000180cf8ac4 (__TEXT,__text) external _ZHER
0000000180cf8b54 (__TEXT,__text) external _ZHER2
0000000180cf5350 (__TEXT,__text) external _ZHER2K
0000000180cf5350 (__TEXT,__text) external _ZHER2K_
0000000180cf8b54 (__TEXT,__text) external _ZHER2_
0000000180cf513c (__TEXT,__text) external _ZHERK
0000000180cf513c (__TEXT,__text) external _ZHERK_
0000000180cf8ac4 (__TEXT,__text) external _ZHER_
0000000180cf81e8 (__TEXT,__text) external _ZHPMV
0000000180cf81e8 (__TEXT,__text) external _ZHPMV_
0000000180cf8c04 (__TEXT,__text) external _ZHPR
0000000180cf8c90 (__TEXT,__text) external _ZHPR2
0000000180cf8c90 (__TEXT,__text) external _ZHPR2_
0000000180cf8c04 (__TEXT,__text) external _ZHPR_
0000000180cf9418 (__TEXT,__text) external _ZROTG
0000000180cf9418 (__TEXT,__text) external _ZROTG_
0000000180cf9434 (__TEXT,__text) external _ZSCAL
0000000180cf9434 (__TEXT,__text) external _ZSCAL_
0000000180cf94b8 (__TEXT,__text) external _ZSWAP
0000000180cf94b8 (__TEXT,__text) external _ZSWAP_
0000000180cf4d20 (__TEXT,__text) external _ZSYMM
0000000180cf4d20 (__TEXT,__text) external _ZSYMM_
0000000180cf5470 (__TEXT,__text) external _ZSYR2K
0000000180cf5470 (__TEXT,__text) external _ZSYR2K_
0000000180cf5244 (__TEXT,__text) external _ZSYRK
0000000180cf5244 (__TEXT,__text) external _ZSYRK_
0000000180cf83d0 (__TEXT,__text) external _ZTBMV
0000000180cf83d0 (__TEXT,__text) external _ZTBMV_
0000000180cf8784 (__TEXT,__text) external _ZTBSV
0000000180cf8784 (__TEXT,__text) external _ZTBSV_
0000000180cf8518 (__TEXT,__text) external _ZTPMV
0000000180cf8518 (__TEXT,__text) external _ZTPMV_
0000000180cf88cc (__TEXT,__text) external _ZTPSV
0000000180cf88cc (__TEXT,__text) external _ZTPSV_
0000000180cf4e1c (__TEXT,__text) external _ZTRMM
0000000180cf4e1c (__TEXT,__text) external _ZTRMM_
0000000180cf8294 (__TEXT,__text) external _ZTRMV
0000000180cf8294 (__TEXT,__text) external _ZTRMV_
0000000180cf4fac (__TEXT,__text) external _ZTRSM
0000000180cf4fac (__TEXT,__text) external _ZTRSM_
0000000180cf8648 (__TEXT,__text) external _ZTRSV
0000000180cf8648 (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __get_cpu_capabilities (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
0000000180ff1070 (__TEXT,__text) external _appleblas_dgeadd
0000000180f85d80 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
0000000180facde8 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
0000000180ffb540 (__TEXT,__text) external _appleblas_sgeadd
0000000180f8df60 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
0000000180fb4a9c (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
                 (undefined) external _bzero (from libSystem)
0000000181006248 (__TEXT,__text) external _catlas_caxpby
0000000180f98624 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
0000000180fbf0b0 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
0000000181006b30 (__TEXT,__text) external _catlas_cset
0000000180f98f00 (__TEXT,__text) external _catlas_cset$NEWLAPACK
0000000180fbf940 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
0000000180fcb9d0 (__TEXT,__text) external _catlas_daxpby
0000000180e31438 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
0000000180f73064 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
0000000180fcbabc (__TEXT,__text) external _catlas_dset
0000000180e31558 (__TEXT,__text) external _catlas_dset$NEWLAPACK
0000000180f73154 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
0000000180fc96f8 (__TEXT,__text) external _catlas_saxpby
0000000180d078f0 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
0000000180f6de90 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
0000000180fc9818 (__TEXT,__text) external _catlas_sset
0000000180d07a10 (__TEXT,__text) external _catlas_sset$NEWLAPACK
0000000180f6df80 (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
0000000181007244 (__TEXT,__text) external _catlas_zaxpby
0000000180f99610 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
0000000180fc0014 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
000000018100802c (__TEXT,__text) external _catlas_zset
0000000180f9a218 (__TEXT,__text) external _catlas_zset$NEWLAPACK
0000000180fc0bc4 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
0000000180efc5a4 (__TEXT,__text) external _caxpby$NEWLAPACK
0000000180f75f60 (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
0000000180cf8d34 (__TEXT,__text) external _caxpy
0000000180efc53c (__TEXT,__text) external _caxpy$NEWLAPACK
0000000180f75ef8 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
0000000180cf8d34 (__TEXT,__text) external _caxpy_
00000001810064a8 (__TEXT,__text) external _cblas_caxpy
0000000180f98884 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
0000000180fbf308 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00000001810065e0 (__TEXT,__text) external _cblas_ccopy
0000000180f989bc (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
0000000180fbf43c (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00000001810066e8 (__TEXT,__text) external _cblas_cdotc_sub
0000000180f98ac4 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
0000000180fbf528 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00000001810067f4 (__TEXT,__text) external _cblas_cdotu_sub
0000000180f98bd0 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
0000000180fbf630 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
0000000180fe5754 (__TEXT,__text) external _cblas_cgbmv
0000000180f7acb0 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
0000000180fa2340 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
0000000180fe5f48 (__TEXT,__text) external _cblas_cgemm
0000000180f7b4a4 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
0000000180fa2b08 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
0000000180fe763c (__TEXT,__text) external _cblas_cgemv
0000000180f7c34c (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
0000000180fa3918 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
0000000180ffdf8c (__TEXT,__text) external _cblas_cgerc
0000000180f908dc (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
0000000180fb72f0 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
0000000180ffe6b0 (__TEXT,__text) external _cblas_cgeru
0000000180f91000 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
0000000180fb7a04 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
0000000180ffee3c (__TEXT,__text) external _cblas_chbmv
0000000180f9178c (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
0000000180fb8180 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
0000000180fe8328 (__TEXT,__text) external _cblas_chemm
0000000180f7d038 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
0000000180fa462c (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
0000000180fff714 (__TEXT,__text) external _cblas_chemv
0000000180f91eb0 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
0000000180fb88bc (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
0000000181000a38 (__TEXT,__text) external _cblas_cher
0000000180f931bc (__TEXT,__text) external _cblas_cher$NEWLAPACK
0000000180fb9bd0 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
0000000181000248 (__TEXT,__text) external _cblas_cher2
0000000180f929c4 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
0000000180fb93f8 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
0000000180fe93f0 (__TEXT,__text) external _cblas_cher2k
0000000180f7e100 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
0000000180fa5680 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
0000000180fea80c (__TEXT,__text) external _cblas_cherk
0000000180f7f51c (__TEXT,__text) external _cblas_cherk$NEWLAPACK
0000000180fa698c (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
0000000181001290 (__TEXT,__text) external _cblas_chpmv
0000000180f93a14 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
0000000180fba438 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
0000000181002108 (__TEXT,__text) external _cblas_chpr
0000000180f9488c (__TEXT,__text) external _cblas_chpr$NEWLAPACK
0000000180fbb288 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
0000000181001908 (__TEXT,__text) external _cblas_chpr2
0000000180f9408c (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
0000000180fbaabc (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
0000000181006900 (__TEXT,__text) external _cblas_crotg
0000000180f98cdc (__TEXT,__text) external _cblas_crotg$NEWLAPACK
0000000180fbf738 (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00000001810069b8 (__TEXT,__text) external _cblas_cscal
0000000180f98d94 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
0000000180fbf7f0 (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
0000000181006b7c (__TEXT,__text) external _cblas_csrot
0000000180f98f48 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
0000000180fbf980 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
0000000181006c0c (__TEXT,__text) external _cblas_csscal
0000000180f98fd8 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
0000000180fbfa0c (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
0000000181006cb4 (__TEXT,__text) external _cblas_cswap
0000000180f99080 (__TEXT,__text) external _cblas_cswap$NEWLAPACK
0000000180fbfaac (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
0000000180feb674 (__TEXT,__text) external _cblas_csymm
0000000180f80384 (__TEXT,__text) external _cblas_csymm$NEWLAPACK
0000000180fa777c (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
0000000180fec74c (__TEXT,__text) external _cblas_csyr2k
0000000180f8145c (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
0000000180fa87e0 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
0000000180fed7c4 (__TEXT,__text) external _cblas_csyrk
0000000180f824d4 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
0000000180fa96b4 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
0000000181002544 (__TEXT,__text) external _cblas_ctbmv
0000000180f94cc8 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
0000000180fbb6cc (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
0000000181002db4 (__TEXT,__text) external _cblas_ctbsv
0000000180f95538 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
0000000180fbbf68 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00000001810037a4 (__TEXT,__text) external _cblas_ctpmv
0000000180f95f28 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
0000000180fbc984 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
0000000181003f30 (__TEXT,__text) external _cblas_ctpsv
