00007ffa1e8deef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1e8dd5df (__TEXT,__text) external _glBlendFunciARB
00007ffa1e8d9898 (__TEXT,__text) external _glBlitFramebuffer
00007ffa1e8ddea8 (__TEXT,__text) external _glBlitFramebufferEXT
00007ffa1e8d88a6 (__TEXT,__text) external _glBufferData
00007ffa1e8dce71 (__TEXT,__text) external _glBufferDataARB
00007ffa1e8dec10 (__TEXT,__text) external _glBufferParameteriAPPLE
00007ffa1e8d88cc (__TEXT,__text) external _glBufferSubData
00007ffa1e8dce97 (__TEXT,__text) external _glBufferSubDataARB
00007ffa1e8d4e55 (__TEXT,__text) external _glCallList
00007ffa1e8d4e6e (__TEXT,__text) external _glCallLists
00007ffa1e8d9796 (__TEXT,__text) external _glCheckFramebufferStatus
00007ffa1e8ddda6 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffa1e8d9b8c (__TEXT,__text) external _glClampColor
00007ffa1e8dd4ff (__TEXT,__text) external _glClampColorARB
00007ffa1e8d4e8c (__TEXT,__text) external _glClear
00007ffa1e8d4ea5 (__TEXT,__text) external _glClearAccum
00007ffa1e8da135 (__TEXT,__text) external _glClearBufferfi
00007ffa1e8da113 (__TEXT,__text) external _glClearBufferfv
00007ffa1e8da0cf (__TEXT,__text) external _glClearBufferiv
00007ffa1e8da0f1 (__TEXT,__text) external _glClearBufferuiv
00007ffa1e8d4ebc (__TEXT,__text) external _glClearColor
00007ffa1e8de5b1 (__TEXT,__text) external _glClearColorIiEXT
00007ffa1e8de5d5 (__TEXT,__text) external _glClearColorIuiEXT
00007ffa1e8d4ed3 (__TEXT,__text) external _glClearDepth
00007ffa1e8db01f (__TEXT,__text) external _glClearDepthf
00007ffa1e8d4eea (__TEXT,__text) external _glClearIndex
00007ffa1e8d4f01 (__TEXT,__text) external _glClearStencil
00007ffa1e8d7bb1 (__TEXT,__text) external _glClientActiveTexture
00007ffa1e8dc4c1 (__TEXT,__text) external _glClientActiveTextureARB
00007ffa1e8da45a (__TEXT,__text) external _glClientWaitSync
00007ffa1e8d4f1d (__TEXT,__text) external _glClipPlane
00007ffa1e8d4f3c (__TEXT,__text) external _glColor3b
00007ffa1e8d4f5c (__TEXT,__text) external _glColor3bv
00007ffa1e8d4f79 (__TEXT,__text) external _glColor3d
00007ffa1e8d4f93 (__TEXT,__text) external _glColor3dv
00007ffa1e8d4fb0 (__TEXT,__text) external _glColor3f
00007ffa1e8d4fca (__TEXT,__text) external _glColor3fv
00007ffa1e8d4fe7 (__TEXT,__text) external _glColor3i
00007ffa1e8d5007 (__TEXT,__text) external _glColor3iv
00007ffa1e8d5024 (__TEXT,__text) external _glColor3s
00007ffa1e8d5044 (__TEXT,__text) external _glColor3sv
00007ffa1e8d5061 (__TEXT,__text) external _glColor3ub
00007ffa1e8d5081 (__TEXT,__text) external _glColor3ubv
00007ffa1e8d509e (__TEXT,__text) external _glColor3ui
00007ffa1e8d50be (__TEXT,__text) external _glColor3uiv
00007ffa1e8d50db (__TEXT,__text) external _glColor3us
00007ffa1e8d50fb (__TEXT,__text) external _glColor3usv
00007ffa1e8d5118 (__TEXT,__text) external _glColor4b
00007ffa1e8d513b (__TEXT,__text) external _glColor4bv
00007ffa1e8d5158 (__TEXT,__text) external _glColor4d
00007ffa1e8d5172 (__TEXT,__text) external _glColor4dv
00007ffa1e8d518f (__TEXT,__text) external _glColor4f
00007ffa1e8d51a9 (__TEXT,__text) external _glColor4fv
00007ffa1e8d51c6 (__TEXT,__text) external _glColor4i
00007ffa1e8d51e9 (__TEXT,__text) external _glColor4iv
00007ffa1e8d5206 (__TEXT,__text) external _glColor4s
00007ffa1e8d5229 (__TEXT,__text) external _glColor4sv
00007ffa1e8d5246 (__TEXT,__text) external _glColor4ub
00007ffa1e8d5269 (__TEXT,__text) external _glColor4ubv
00007ffa1e8d5286 (__TEXT,__text) external _glColor4ui
00007ffa1e8d52a9 (__TEXT,__text) external _glColor4uiv
00007ffa1e8d52c6 (__TEXT,__text) external _glColor4us
00007ffa1e8d52e9 (__TEXT,__text) external _glColor4usv
00007ffa1e8d5306 (__TEXT,__text) external _glColorMask
00007ffa1e8de681 (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffa1e8d99f7 (__TEXT,__text) external _glColorMaski
00007ffa1e8d5329 (__TEXT,__text) external _glColorMaterial
00007ffa1e8d5347 (__TEXT,__text) external _glColorPointer
00007ffa1e8d77e8 (__TEXT,__text) external _glColorSubTable
00007ffa1e8dd844 (__TEXT,__text) external _glColorSubTableEXT
00007ffa1e8d76e1 (__TEXT,__text) external _glColorTable
00007ffa1e8dd810 (__TEXT,__text) external _glColorTableEXT
00007ffa1e8d7715 (__TEXT,__text) external _glColorTableParameterfv
00007ffa1e8d7737 (__TEXT,__text) external _glColorTableParameteriv
00007ffa1e8dee86 (__TEXT,__text) external _glCombinerInputNV
00007ffa1e8dee8c (__TEXT,__text) external _glCombinerOutputNV
00007ffa1e8dee74 (__TEXT,__text) external _glCombinerParameterfNV
00007ffa1e8dee6e (__TEXT,__text) external _glCombinerParameterfvNV
00007ffa1e8dee80 (__TEXT,__text) external _glCombinerParameteriNV
00007ffa1e8dee7a (__TEXT,__text) external _glCombinerParameterivNV
00007ffa1e8deebc (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa1e8d8f8b (__TEXT,__text) external _glCompileShader
00007ffa1e8dcffc (__TEXT,__text) external _glCompileShaderARB
00007ffa1e8dd66e (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa1e8d80b9 (__TEXT,__text) external _glCompressedTexImage1D
00007ffa1e8dc9c9 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa1e8d807f (__TEXT,__text) external _glCompressedTexImage2D
00007ffa1e8dc98f (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa1e8d8041 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1e8dc951 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1e8d8178 (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa1e8dca88 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa1e8d813a (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa1e8dca4a (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1e8d80e9 (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa1e8dc9f9 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1e8d7843 (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1e8d7877 (__TEXT,__text) external _glConvolutionFilter2D
00007ffa1e8d78a7 (__TEXT,__text) external _glConvolutionParameterf
00007ffa1e8d78c5 (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1e8d78e7 (__TEXT,__text) external _glConvolutionParameteri
00007ffa1e8d7908 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa1e8da174 (__TEXT,__text) external _glCopyBufferSubData
00007ffa1e8d781c (__TEXT,__text) external _glCopyColorSubTable
00007ffa1e8d7759 (__TEXT,__text) external _glCopyColorTable
00007ffa1e8d792a (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa1e8d7951 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa1e8d536a (__TEXT,__text) external _glCopyPixels
00007ffa1e8d5390 (__TEXT,__text) external _glCopyTexImage1D
00007ffa1e8d53c3 (__TEXT,__text) external _glCopyTexImage2D
00007ffa1e8d5402 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa1e8d5436 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa1e8d769e (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa1e8d8faa (__TEXT,__text) external _glCreateProgram
00007ffa1e8dd019 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa1e8d8f47 (__TEXT,__text) external _glCreateShader
00007ffa1e8dcfba (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa1e8db0e6 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa1e8d5475 (__TEXT,__text) external _glCullFace
00007ffa1e8d884c (__TEXT,__text) external _glDeleteBuffers
00007ffa1e8dce17 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa1e8de96d (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1e8d9758 (__TEXT,__text) external _glDeleteFramebuffers
00007ffa1e8ddd68 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa1e8d5491 (__TEXT,__text) external _glDeleteLists
00007ffa1e8dd64f (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa1e8dcf61 (__TEXT,__text) external _glDeleteObjectARB
00007ffa1e8d9024 (__TEXT,__text) external _glDeleteProgram
00007ffa1e8db124 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa1e8dbba9 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa1e8d8753 (__TEXT,__text) external _glDeleteQueries
00007ffa1e8dcd1e (__TEXT,__text) external _glDeleteQueriesARB
00007ffa1e8d969a (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa1e8ddcaa (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1e8da659 (__TEXT,__text) external _glDeleteSamplers
00007ffa1e8d8f03 (__TEXT,__text) external _glDeleteShader
00007ffa1e8da43d (__TEXT,__text) external _glDeleteSync
00007ffa1e8d54af (__TEXT,__text) external _glDeleteTextures
00007ffa1e8dadd6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa1e8d999d (__TEXT,__text) external _glDeleteVertexArrays
00007ffa1e8deab0 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa1e8dd7f6 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa1e8d54ce (__TEXT,__text) external _glDepthFunc
00007ffa1e8d54ea (__TEXT,__text) external _glDepthMask
00007ffa1e8d5506 (__TEXT,__text) external _glDepthRange
00007ffa1e8dbb09 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa1e8dbb2b (__TEXT,__text) external _glDepthRangeIndexed
00007ffa1e8db005 (__TEXT,__text) external _glDepthRangef
00007ffa1e8dcf9a (__TEXT,__text) external _glDetachObjectARB
00007ffa1e8d8f22 (__TEXT,__text) external _glDetachShader
00007ffa1e8d5520 (__TEXT,__text) external _glDisable
00007ffa1e8d553c (__TEXT,__text) external _glDisableClientState
00007ffa1e8de6c6 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1e8de820 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa1e8d8e5f (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa1e8dc0ad (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa1e8d9a80 (__TEXT,__text) external _glDisablei
00007ffa1e8d5558 (__TEXT,__text) external _glDrawArrays
00007ffa1e8da9a1 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa1e8da29b (__TEXT,__text) external _glDrawArraysInstanced
00007ffa1e8dd53b (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa1e8d5579 (__TEXT,__text) external _glDrawBuffer
00007ffa1e8d8996 (__TEXT,__text) external _glDrawBuffers
00007ffa1e8dd4e0 (__TEXT,__text) external _glDrawBuffersARB
00007ffa1e8deb29 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa1e8d5595 (__TEXT,__text) external _glDrawElements
00007ffa1e8da323 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa1e8da9c0 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa1e8da2bf (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1e8dd55f (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa1e8da37d (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa1e8d55b9 (__TEXT,__text) external _glDrawPixels
00007ffa1e8deb4a (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa1e8d75cf (__TEXT,__text) external _glDrawRangeElements
00007ffa1e8da34a (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa1e8ddb76 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa1e8dae5e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa1e8dae7c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1e8d55e0 (__TEXT,__text) external _glEdgeFlag
00007ffa1e8d55fc (__TEXT,__text) external _glEdgeFlagPointer
00007ffa1e8d561b (__TEXT,__text) external _glEdgeFlagv
00007ffa1e8deb0a (__TEXT,__text) external _glElementPointerAPPLE
00007ffa1e8d5638 (__TEXT,__text) external _glEnable
00007ffa1e8d5654 (__TEXT,__text) external _glEnableClientState
00007ffa1e8de6a8 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1e8de802 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa1e8d8e43 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa1e8dc091 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa1e8d9a62 (__TEXT,__text) external _glEnablei
00007ffa1e8d5670 (__TEXT,__text) external _glEnd
00007ffa1e8d9bc8 (__TEXT,__text) external _glEndConditionalRender
00007ffa1e8dee03 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa1e8d5687 (__TEXT,__text) external _glEndList
00007ffa1e8d87ac (__TEXT,__text) external _glEndQuery
00007ffa1e8dcd77 (__TEXT,__text) external _glEndQueryARB
00007ffa1e8daebe (__TEXT,__text) external _glEndQueryIndexed
00007ffa1e8d9ad8 (__TEXT,__text) external _glEndTransformFeedback
00007ffa1e8de03c (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa1e8d569e (__TEXT,__text) external _glEvalCoord1d
00007ffa1e8d56b8 (__TEXT,__text) external _glEvalCoord1dv
00007ffa1e8d56d5 (__TEXT,__text) external _glEvalCoord1f
00007ffa1e8d56ef (__TEXT,__text) external _glEvalCoord1fv
00007ffa1e8d570c (__TEXT,__text) external _glEvalCoord2d
00007ffa1e8d5726 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1e8d5743 (__TEXT,__text) external _glEvalCoord2f
00007ffa1e8d575d (__TEXT,__text) external _glEvalCoord2fv
00007ffa1e8d577a (__TEXT,__text) external _glEvalMesh1
00007ffa1e8d579b (__TEXT,__text) external _glEvalMesh2
00007ffa1e8d57c2 (__TEXT,__text) external _glEvalPoint1
00007ffa1e8d57de (__TEXT,__text) external _glEvalPoint2
00007ffa1e8d57fc (__TEXT,__text) external _glFeedbackBuffer
00007ffa1e8da402 (__TEXT,__text) external _glFenceSync
00007ffa1e8dee92 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa1e8d581e (__TEXT,__text) external _glFinish
00007ffa1e8de9e0 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa1e8dea1a (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa1e8debe2 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa1e8d5835 (__TEXT,__text) external _glFlush
00007ffa1e8d995e (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa1e8dec31 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa1e8debcb (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa1e8dea57 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1e8d8254 (__TEXT,__text) external _glFogCoordPointer
00007ffa1e8ddb54 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa1e8d821d (__TEXT,__text) external _glFogCoordd
00007ffa1e8ddb1d (__TEXT,__text) external _glFogCoorddEXT
00007ffa1e8d8237 (__TEXT,__text) external _glFogCoorddv
00007ffa1e8ddb37 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1e8d81e6 (__TEXT,__text) external _glFogCoordf
00007ffa1e8ddae6 (__TEXT,__text) external _glFogCoordfEXT
00007ffa1e8d8200 (__TEXT,__text) external _glFogCoordfv
00007ffa1e8ddb00 (__TEXT,__text) external _glFogCoordfvEXT
00007ffa1e8d584c (__TEXT,__text) external _glFogf
00007ffa1e8d5868 (__TEXT,__text) external _glFogfv
00007ffa1e8d5887 (__TEXT,__text) external _glFogi
00007ffa1e8d58a5 (__TEXT,__text) external _glFogiv
00007ffa1e8d9834 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa1e8dde44 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa1e8da5d3 (__TEXT,__text) external _glFramebufferTexture
00007ffa1e8d97b2 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa1e8dddc2 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa1e8d97d9 (__TEXT,__text) external _glFramebufferTexture2D
00007ffa1e8ddde9 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa1e8d9800 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa1e8dde10 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa1e8ddf42 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa1e8ddf8d (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa1e8d9911 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa1e8ddf66 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1e8d58c4 (__TEXT,__text) external _glFrontFace
00007ffa1e8d58e0 (__TEXT,__text) external _glFrustum
00007ffa1e8d886b (__TEXT,__text) external _glGenBuffers
00007ffa1e8dce36 (__TEXT,__text) external _glGenBuffersARB
00007ffa1e8de94e (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1e8d9777 (__TEXT,__text) external _glGenFramebuffers
00007ffa1e8ddd87 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1e8d58fa (__TEXT,__text) external _glGenLists
00007ffa1e8db143 (__TEXT,__text) external _glGenProgramPipelines
00007ffa1e8dbbc8 (__TEXT,__text) external _glGenProgramsARB
00007ffa1e8d8734 (__TEXT,__text) external _glGenQueries
00007ffa1e8dccff (__TEXT,__text) external _glGenQueriesARB
00007ffa1e8d96b9 (__TEXT,__text) external _glGenRenderbuffers
00007ffa1e8ddcc9 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1e8da63a (__TEXT,__text) external _glGenSamplers
00007ffa1e8d5916 (__TEXT,__text) external _glGenTextures
00007ffa1e8dadf5 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa1e8d99bc (__TEXT,__text) external _glGenVertexArrays
00007ffa1e8deacf (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa1e8d987c (__TEXT,__text) external _glGenerateMipmap
00007ffa1e8dde8c (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa1e8d94af (__TEXT,__text) external _glGetActiveAttrib
00007ffa1e8dd48f (__TEXT,__text) external _glGetActiveAttribARB
00007ffa1e8dacdf (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa1e8dacab (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa1e8dac84 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1e8d93e5 (__TEXT,__text) external _glGetActiveUniform
00007ffa1e8dd3cf (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1e8da253 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa1e8da22f (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1e8da1e9 (__TEXT,__text) external _glGetActiveUniformName
00007ffa1e8da1c1 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa1e8dd389 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1e8d9354 (__TEXT,__text) external _glGetAttachedShaders
00007ffa1e8d94e2 (__TEXT,__text) external _glGetAttribLocation
00007ffa1e8dd4c0 (__TEXT,__text) external _glGetAttribLocationARB
00007ffa1e8de0ca (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa1e8d9a1e (__TEXT,__text) external _glGetBooleani_v
00007ffa1e8d5935 (__TEXT,__text) external _glGetBooleanv
00007ffa1e8da5b1 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1e8d8952 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa1e8dcf1d (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1e8d8974 (__TEXT,__text) external _glGetBufferPointerv
00007ffa1e8dcf3f (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1e8d88f2 (__TEXT,__text) external _glGetBufferSubData
00007ffa1e8dcebd (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1e8d5954 (__TEXT,__text) external _glGetClipPlane
00007ffa1e8d7780 (__TEXT,__text) external _glGetColorTable
00007ffa1e8dd878 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1e8d77a4 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa1e8dd89c (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1e8d77c6 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa1e8dd8be (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa1e8dee98 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa1e8dee9e (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa1e8deea4 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa1e8deeaa (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa1e8deec2 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1e8d81a8 (__TEXT,__text) external _glGetCompressedTexImage
00007ffa1e8dcab8 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1e8d7985 (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1e8d79a9 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1e8d79cb (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa1e8dbb69 (__TEXT,__text) external _glGetDoublei_v
00007ffa1e8d5973 (__TEXT,__text) external _glGetDoublev
00007ffa1e8d5992 (__TEXT,__text) external _glGetError
00007ffa1e8deeb0 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa1e8deeb6 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa1e8dbb47 (__TEXT,__text) external _glGetFloati_v
00007ffa1e8d59a9 (__TEXT,__text) external _glGetFloatv
00007ffa1e8da61b (__TEXT,__text) external _glGetFragDataIndex
00007ffa1e8d9f16 (__TEXT,__text) external _glGetFragDataLocation
00007ffa1e8de592 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1e8d9858 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa1e8dde68 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa1e8dcf7e (__TEXT,__text) external _glGetHandleARB
00007ffa1e8d7a5e (__TEXT,__text) external _glGetHistogram
00007ffa1e8d7a85 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1e8d7aa7 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa1e8dd363 (__TEXT,__text) external _glGetInfoLogARB
00007ffa1e8da58f (__TEXT,__text) external _glGetInteger64i_v
00007ffa1e8da4a0 (__TEXT,__text) external _glGetInteger64v
00007ffa1e8de0a8 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa1e8d9a40 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1e8d59c8 (__TEXT,__text) external _glGetIntegerv
00007ffa1e8dd6ff (__TEXT,__text) external _glGetInternalformativ
00007ffa1e8d59e7 (__TEXT,__text) external _glGetLightfv
00007ffa1e8d5a09 (__TEXT,__text) external _glGetLightiv
