00007ff8400bce70 (__DATA,__data) external _NDR_record
00007ff800bf4670 (__TEXT,__text) external ___pthread_markcancel
00007ff800bf4688 (__TEXT,__text) external ___pthread_sigmask
00007ff800bf46a0 (__TEXT,__text) external ___ptrace
00007ff800bf46c4 (__TEXT,__text) external ___pwrite_nocancel
00007ff800bf46dc (__TEXT,__text) external ___pwritev_nocancel
00007ff800bf46f4 (__TEXT,__text) external ___read_nocancel
00007ff800bf470c (__TEXT,__text) external ___readv_nocancel
00007ff800bf4724 (__TEXT,__text) external ___reboot
00007ff800bf473c (__TEXT,__text) external ___record_system_event
00007ff800bf4754 (__TEXT,__text) external ___recvfrom
00007ff800bf476c (__TEXT,__text) external ___recvfrom_nocancel
00007ff800bf4784 (__TEXT,__text) external ___recvmsg
00007ff800bf479c (__TEXT,__text) external ___recvmsg_nocancel
00007ff8400bcf08 (__DATA,__bss) non-external ___remove_counter
00007ff800bf47b4 (__TEXT,__text) external ___rename
00007ff800bf47cc (__TEXT,__text) external ___renameat
00007ff800bf47e4 (__TEXT,__text) external ___renameatx_np
00007ff800bf47fc (__TEXT,__text) external ___rmdir
00007ff800bf3f34 (__TEXT,__text) external ___sandbox_me
00007ff800bf3ff4 (__TEXT,__text) external ___sandbox_mm
00007ff800bf406c (__TEXT,__text) external ___sandbox_ms
00007ff800bf4054 (__TEXT,__text) external ___sandbox_msp
00007ff800bf4814 (__TEXT,__text) external ___select
00007ff800bf482c (__TEXT,__text) external ___select_nocancel
00007ff800bf4844 (__TEXT,__text) external ___sem_open
00007ff800bf485c (__TEXT,__text) external ___sem_wait_nocancel
00007ff800bf4874 (__TEXT,__text) external ___semctl
00007ff800bf488c (__TEXT,__text) external ___semsys
00007ff800bf48a4 (__TEXT,__text) external ___semwait_signal
00007ff800bf48bc (__TEXT,__text) external ___semwait_signal_nocancel
00007ff800bf48d4 (__TEXT,__text) external ___sendmsg
00007ff800bf48ec (__TEXT,__text) external ___sendmsg_nocancel
00007ff800bf4904 (__TEXT,__text) external ___sendto
00007ff800bf491c (__TEXT,__text) external ___sendto_nocancel
00007ff800bf4934 (__TEXT,__text) external ___setattrlist
00007ff800bf494c (__TEXT,__text) external ___setlogin
00007ff800bf4964 (__TEXT,__text) external ___setpriority
00007ff800bf497c (__TEXT,__text) external ___setregid
00007ff800bf4994 (__TEXT,__text) external ___setreuid
00007ff800bf49ac (__TEXT,__text) external ___setrlimit
00007ff800bf49c4 (__TEXT,__text) external ___setsgroups
00007ff800bf49dc (__TEXT,__text) external ___settid
00007ff800bf49f4 (__TEXT,__text) external ___settid_with_pid
00007ff800bf4a0c (__TEXT,__text) external ___settimeofday
00007ff800bf4a24 (__TEXT,__text) external ___setwgroups
00007ff800bf4a3c (__TEXT,__text) external ___sfi_ctl
00007ff800bf4a54 (__TEXT,__text) external ___sfi_pidctl
00007ff800bf4a6c (__TEXT,__text) external ___shared_region_check_np
00007ff800bf4a84 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff800bf4a9c (__TEXT,__text) external ___shm_open
00007ff800bf4ab4 (__TEXT,__text) external ___shmctl
00007ff800bf4acc (__TEXT,__text) external ___shmsys
00007ff800bf4ae4 (__TEXT,__text) external ___sigaction
00007ff800bf4afc (__TEXT,__text) external ___sigaltstack
00007ff800bf4b14 (__TEXT,__text) external ___sigreturn
00007ff800bf4b2c (__TEXT,__text) external ___sigsuspend
00007ff800bf4b44 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff800bf4b5c (__TEXT,__text) external ___sigwait
00007ff800bf4b74 (__TEXT,__text) external ___socketpair
00007ff800bf4b8c (__TEXT,__text) external ___stack_snapshot_with_config
00007ff800bf4ba4 (__TEXT,__text) external ___stat64_extended
00007ff800bf4bbc (__TEXT,__text) external ___stat_extended
00007ff800bfc5af (__TEXT,__text) non-external ___statfs_ext_impl
00007ff800bf4bd4 (__TEXT,__text) external ___syscall
00007ff8400bd5a0 (__DATA,__common) external ___syscall_logger
00007ff800bf4bec (__TEXT,__text) external ___sysctl
00007ff800bf4c04 (__TEXT,__text) external ___sysctlbyname
00007ff800bf4c1c (__TEXT,__text) external ___telemetry
00007ff800bf4c34 (__TEXT,__text) external ___terminate_with_payload
00007ff800bf4c4c (__TEXT,__text) external ___thread_selfid
00007ff800bf4c64 (__TEXT,__text) external ___thread_selfusage
00007ff800bf4c7c (__TEXT,__text) external ___ulock_wait
00007ff800bf4c94 (__TEXT,__text) external ___ulock_wait2
00007ff800bf4cac (__TEXT,__text) external ___ulock_wake
00007ff800bf4cc4 (__TEXT,__text) external ___umask_extended
00007ff800bf4cdc (__TEXT,__text) external ___unlink
00007ff800bf4cf4 (__TEXT,__text) external ___unlinkat
00007ff800bf4d0c (__TEXT,__text) external ___vfork
00007ff800bf4d64 (__TEXT,__text) external ___wait4
00007ff800bf4d7c (__TEXT,__text) external ___wait4_nocancel
00007ff800bf4d94 (__TEXT,__text) external ___waitid_nocancel
00007ff800bf4dac (__TEXT,__text) external ___work_interval_ctl
00007ff800bf4dc4 (__TEXT,__text) external ___workq_kernreturn
00007ff800bf4ddc (__TEXT,__text) external ___workq_open
00007ff800bf4df4 (__TEXT,__text) external ___write_nocancel
00007ff800bf4e0c (__TEXT,__text) external ___writev_nocancel
00007ff8400bcf5c (__DATA,__common) external __cpu_capabilities
00007ff8400bcf58 (__DATA,__common) external __cpu_has_altivec
00007ff8400bcc90 (__DATA,__data) non-external (was a private external) __current_pid
00007ff8400bcec0 (__DATA,__bss) non-external __dlsym
00007ff800bf32a4 (__TEXT,__text) external __exclaves_ctl_trap
00007ff800bf3b10 (__TEXT,__text) external __exit
00007ff800bf3800 (__TEXT,__text) external __get_cpu_capabilities
00007ff8400bcee0 (__DATA,__bss) non-external __gethostuuid_callback
00007ff800bfbb74 (__TEXT,__text) external __getprivatesystemidentifier
00007ff800c097e5 (__TEXT,__text) external __host_page_size
00007ff800c04080 (__TEXT,__text) external __init_cpu_capabilities
00007ff800c0aca1 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800c0bf7a (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff800c0d2cc (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800c0be8b (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff800c0d17b (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff800bf3094 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff800c0ec93 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff800c0dfdb (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff800bf30e8 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff800c0c19a (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff800bf30a0 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff800c0c0ac (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff800c0e115 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff800bf30f4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800c0d82e (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800c0db95 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff800bf30dc (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff800c0cc1c (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff800c0ce5a (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff800bf319c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff800c0dc84 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff800c0c288 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff800c0eb21 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff800c0c7aa (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff800c0d51c (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff800c0e200 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff800bf31a8 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff800c0e630 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800c0daa6 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff800bf30d0 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff800c0cb1f (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff800bf30c4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff800c0e9e9 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800c0d96a (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff800c0de94 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff800c0e806 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff800c0c3b6 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff800bf30ac (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff800c0c8f4 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff800bf30b8 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800c0baf2 (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff800c0c4a1 (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800c0bd9c (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff800c0c9e3 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff800bf3298 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff800c0d02f (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff800c0ddad (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff800c0c6bb (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff800c0cd6b (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff800c0e3d2 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff800c0d64e (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff800c0e4fe (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff800c0e71b (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800c0bc6a (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff800bf328c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff800c0e2eb (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff800bf31b4 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff800c134a9 (__TEXT,__text) external __kernelrpc_mach_ports_lookup3
00007ff800c133a2 (__TEXT,__text) external __kernelrpc_mach_ports_register3
00007ff800c17436 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff800c0eddf (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff800bf304c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff800c0ef0b (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff800bf3064 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff800c0f97a (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff800bf3088 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff800c0eff2 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff800bf307c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff800c1047e (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff800bf3058 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff800c0f1cc (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff800c0fc25 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff800c108dc (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff800c10fe1 (__TEXT,__text) external __kernelrpc_mach_vm_update_pointers_with_remote_tags
00007ff800c1ce1e (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff800c0d42e (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff800c19796 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff800c198e0 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff800c1a111 (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff800c1b46f (__TEXT,__text) external __kernelrpc_vm_map
00007ff800c1bf73 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff800c1acc1 (__TEXT,__text) external __kernelrpc_vm_read
00007ff800c1b71a (__TEXT,__text) external __kernelrpc_vm_remap
00007ff800c1c09c (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff800bf64f3 (__TEXT,__text) non-external __libkernel_bzero
00007ff8400bceb8 (__DATA,__bss) non-external __libkernel_functions
00007ff84007a520 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff800bf68bd (__TEXT,__text) non-external __libkernel_memmove
00007ff800bf64fd (__TEXT,__text) non-external __libkernel_memset
00007ff800bf64ba (__TEXT,__text) non-external __libkernel_strchr
00007ff800bf64d8 (__TEXT,__text) non-external __libkernel_strcmp
00007ff800bf6a0a (__TEXT,__text) non-external __libkernel_strcpy
00007ff8400bcca0 (__DATA,__data) non-external __libkernel_string_functions
00007ff800bf6a32 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff800bf639a (__TEXT,__text) non-external __libkernel_strlen
00007ff8400bcca8 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff800c1d870 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff800bf7e07 (__TEXT,__text) non-external __mach_continuous_time
00007ff84007b7c0 (__DATA_CONST,__const) external __mach_errors
00007ff800bf85de (__TEXT,__text) external __mach_fork_child
00007ff800bf9c93 (__TEXT,__text) external __mach_snprintf
00007ff800bf9b0e (__TEXT,__text) external __mach_vsnprintf
00007ff8400bcf60 (__DATA,__common) external __os_alloc_once_table
00007ff800bfd4af (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff800bfdfa4 (__TEXT,__text) non-external __posix_spawnattr_get_posix_creds_info
00007ff800bfbb79 (__TEXT,__text) external __register_gethostuuid_callback
00007ff8400bcecc (__DATA,__bss) non-external __task_reply_port
00007ff800bf6304 (__TEXT,__text) external __thread_set_tsd_base
00007ff800c1d632 (__TEXT,__text) non-external _abort
00007ff800c1d632 (__TEXT,__text) non-external _abort.391
00007ff800c1d632 (__TEXT,__text) non-external _abort.393
00007ff800c1d632 (__TEXT,__text) non-external _abort.404
00007ff800c1d6e4 (__TEXT,__text) external _abort_with_payload
00007ff800c1d669 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff800c1d656 (__TEXT,__text) external _abort_with_reason
00007ff800bf3840 (__TEXT,__text) external _accept
00007ff800bf3858 (__TEXT,__text) external _accept$NOCANCEL
00007ff800bf4e24 (__TEXT,__text) external _access
00007ff800bf3870 (__TEXT,__text) external _accessx_np
00007ff800bf4e3c (__TEXT,__text) external _acct
00007ff800c18230 (__TEXT,__text) external _act_get_state
00007ff800c18419 (__TEXT,__text) external _act_set_state
00007ff800bf4e54 (__TEXT,__text) external _adjtime
00007ff800bf4e6c (__TEXT,__text) external _aio_cancel
00007ff800bf4e84 (__TEXT,__text) external _aio_error
00007ff800bf4e9c (__TEXT,__text) external _aio_fsync
00007ff800bf4eb4 (__TEXT,__text) external _aio_read
00007ff800bf4ecc (__TEXT,__text) external _aio_return
00007ff800bf4ee4 (__TEXT,__text) external _aio_suspend
00007ff800bf3888 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff800bf4efc (__TEXT,__text) external _aio_write
00007ff800bf4f14 (__TEXT,__text) external _audit
00007ff800bf4f2c (__TEXT,__text) external _audit_session_join
00007ff800bf4f44 (__TEXT,__text) external _audit_session_port
00007ff800bf4f5c (__TEXT,__text) external _audit_session_self
00007ff800bf4f74 (__TEXT,__text) external _auditctl
00007ff800bf4f8c (__TEXT,__text) external _auditon
00007ff800bf38a0 (__TEXT,__text) external _bind
00007ff8400bcf1c (__DATA,__common) external _bootstrap_port
00007ff800bf9f31 (__TEXT,__text) external _cerror
00007ff800bf9f0c (__TEXT,__text) external _cerror_nocancel
00007ff800bf4fa4 (__TEXT,__text) external _change_fdguard_np
00007ff800bf4fbc (__TEXT,__text) external _chdir
00007ff800bf4fd4 (__TEXT,__text) external _chflags
00007ff800bfc83c (__TEXT,__text) external _chmod
00007ff800bf4fec (__TEXT,__text) external _chown
00007ff800bf5004 (__TEXT,__text) external _chroot
00007ff800c068be (__TEXT,__text) external _clock_alarm
00007ff800c065b5 (__TEXT,__text) external _clock_alarm_reply
00007ff800c0672d (__TEXT,__text) external _clock_get_attributes
00007ff800c0661c (__TEXT,__text) external _clock_get_time
