0000000180a39f9c (__TEXT,__text) non-external _ApplyInterfaceAdvisory
0000000180a39ec0 (__TEXT,__text) non-external _ApplyInterfaceRank
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithData (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFReadStreamRead (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopContainsSource (from CoreFoundation)
                 (undefined) external _CFRunLoopCopyCurrentMode (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopIsWaiting (from CoreFoundation)
                 (undefined) external _CFRunLoopPerformBlock (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceCreate (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceInvalidate (from CoreFoundation)
                 (undefined) external _CFRunLoopSourceSignal (from CoreFoundation)
                 (undefined) external _CFRunLoopWakeUp (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetApplyFunction (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValue (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCompareWithOptions (from CoreFoundation)
                 (undefined) external _CFStringCreateArrayBySeparatingStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateArrayWithFindResults (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateFromExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringDelete (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringFindWithOptions (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeOfFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetSystemEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringHasSuffix (from CoreFoundation)
                 (undefined) external _CFStringInsert (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringReplace (from CoreFoundation)
                 (undefined) external _CFStringTrim (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopySystem (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateFromFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLCreateFromFileSystemRepresentationRelativeToBase (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPathRelativeToBase (from CoreFoundation)
                 (undefined) external _CFURLCreateWithString (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLHasDirectoryPath (from CoreFoundation)
                 (undefined) external _CFURLResourceIsReachable (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromUUIDBytes (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CFUUIDGetTypeID (from CoreFoundation)
                 (undefined) external _CFUUIDGetUUIDBytes (from CoreFoundation)
                 (undefined) external _CFUserNotificationDisplayNotice (from CoreFoundation)
0000000180a3201c (__TEXT,__text) external _CNCopyCurrentNetworkInfo
00000001d6e347b8 (__DATA,__bss) non-external _CNCopyCurrentNetworkInfo.dyfunc
0000000180a31f34 (__TEXT,__text) external _CNCopySupportedInterfaces
00000001d6e347b0 (__DATA,__bss) non-external _CNCopySupportedInterfaces.dyfunc
0000000180a31e40 (__TEXT,__text) external _CNMarkPortalOffline
00000001d6e347a8 (__DATA,__bss) non-external _CNMarkPortalOffline.dyfunc
0000000180a31d4c (__TEXT,__text) external _CNMarkPortalOnline
00000001d6e347a0 (__DATA,__bss) non-external _CNMarkPortalOnline.dyfunc
0000000180a31c58 (__TEXT,__text) external _CNSetSupportedSSIDs
00000001d6e34798 (__DATA,__bss) non-external _CNSetSupportedSSIDs.dyfunc
0000000180a3a890 (__TEXT,__text) non-external _CopyAssertionOrAdvisoryInfo
0000000180a3a9f0 (__TEXT,__text) non-external _CopyInterfaceNames
0000000180a04d0c (__TEXT,__text) external _DHCPClientPreferencesCopyApplicationOptions
0000000180a04a9c (__TEXT,__text) external _DHCPClientPreferencesSetApplicationOptions
0000000180a05154 (__TEXT,__text) external _DHCPInfoGetLeaseExpirationTime
0000000180a050f4 (__TEXT,__text) external _DHCPInfoGetLeaseStartTime
0000000180a05034 (__TEXT,__text) external _DHCPInfoGetOptionData
                 (undefined) weak external _IOBSDNameMatching (from IOKit)
00000001809e0474 (__TEXT,__text) non-external _IOCopyCFStringValue
0000000180a160ac (__TEXT,__text) non-external _IODictionaryCopyBSDName
                 (undefined) weak external _IOIteratorNext (from IOKit)
                 (undefined) weak external _IOMainPort (from IOKit)
                 (undefined) weak external _IOObjectConformsTo (from IOKit)
                 (undefined) weak external _IOObjectRelease (from IOKit)
                 (undefined) weak external _IORegistryEntryCreateCFProperties (from IOKit)
                 (undefined) weak external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) weak external _IORegistryEntryCreateIterator (from IOKit)
                 (undefined) weak external _IORegistryEntryGetLocationInPlane (from IOKit)
                 (undefined) weak external _IORegistryEntryGetNameInPlane (from IOKit)
                 (undefined) weak external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) weak external _IORegistryEntryGetPath (from IOKit)
                 (undefined) weak external _IORegistryEntryGetRegistryEntryID (from IOKit)
                 (undefined) weak external _IORegistryEntrySearchCFProperty (from IOKit)
                 (undefined) weak external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) weak external _IOServiceMatching (from IOKit)
0000000180a3ae6c (__TEXT,__text) non-external (was a private external) _IPMonitorControlAnyInterfaceAdvisoryIsSet
0000000180a3b098 (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceAdvisoryInfo
0000000180a3b0fc (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceAdvisoryInterfaceNames
0000000180a3af1c (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceAdvisoryNotificationKey
0000000180a3a82c (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceRankAssertionInfo
0000000180a3a994 (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceRankAssertionInterfaceNames
0000000180a3a61c (__TEXT,__text) non-external (was a private external) _IPMonitorControlCopyInterfaceRankAssertionNotificationKey
0000000180a39a08 (__TEXT,__text) non-external (was a private external) _IPMonitorControlCreate
0000000180a3a52c (__TEXT,__text) non-external (was a private external) _IPMonitorControlGetInterfacePrimaryRank
0000000180a39be8 (__TEXT,__text) non-external _IPMonitorControlHandleResponse
0000000180a3ad64 (__TEXT,__text) non-external (was a private external) _IPMonitorControlIsInterfaceAdvisorySet
0000000180a3a25c (__TEXT,__text) non-external _IPMonitorControlSendRequest
0000000180a3aab8 (__TEXT,__text) non-external (was a private external) _IPMonitorControlSetInterfaceAdvisory
0000000180a3a078 (__TEXT,__text) non-external (was a private external) _IPMonitorControlSetInterfacePrimaryRank
0000000180a3af90 (__TEXT,__text) non-external (was a private external) _InterfaceAdvisoryInfoGetAdvisory
0000000180a3afe4 (__TEXT,__text) non-external (was a private external) _InterfaceAdvisoryInfoGetProcessID
0000000180a3b038 (__TEXT,__text) non-external (was a private external) _InterfaceAdvisoryInfoGetProcessName
0000000180a3a690 (__TEXT,__text) non-external (was a private external) _InterfaceRankAssertionInfoGetPrimaryRank
0000000180a3a778 (__TEXT,__text) non-external (was a private external) _InterfaceRankAssertionInfoGetProcessID
0000000180a3a7cc (__TEXT,__text) non-external (was a private external) _InterfaceRankAssertionInfoGetProcessName
                 (undefined) external _NDR_record (from libSystem)
00000001809e8be8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001809e8c04 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001809f0f4c (__TEXT,__text) non-external _ObjectWrapperRelease
0000000180a3ddb8 (__TEXT,__text) non-external _ObjectWrapperRelease.cold.1
00000001809f0fe4 (__TEXT,__text) non-external _ObjectWrapperRetain
                 (undefined) external _SANDBOX_CHECK_NO_REPORT (from libSystem)
00000001809e0630 (__TEXT,__text) external _SCBridgeInterfaceCopyAll
0000000180a338dc (__TEXT,__text) external _SCBridgeInterfaceCopyAvailableMemberInterfaces
0000000180a34294 (__TEXT,__text) external _SCBridgeInterfaceCreate
0000000180a3383c (__TEXT,__text) external _SCBridgeInterfaceGetMemberInterfaces
0000000180a345bc (__TEXT,__text) external _SCBridgeInterfaceGetOptions
0000000180a344ac (__TEXT,__text) external _SCBridgeInterfaceRemove
0000000180a34924 (__TEXT,__text) external _SCBridgeInterfaceSetLocalizedDisplayName
0000000180a3465c (__TEXT,__text) external _SCBridgeInterfaceSetMemberInterfaces
0000000180a34b0c (__TEXT,__text) external _SCBridgeInterfaceSetOptions
00000001809e5c84 (__TEXT,__text) external _SCCopyLastError
00000001809e9854 (__TEXT,__text) external _SCDynamicStoreAddTemporaryValue
00000001809e9980 (__TEXT,__text) external _SCDynamicStoreAddValue
00000001809d9224 (__TEXT,__text) external _SCDynamicStoreAddWatchedKey
00000001809d37c8 (__TEXT,__text) external _SCDynamicStoreCopyComputerName
0000000180a04ed4 (__TEXT,__text) external _SCDynamicStoreCopyDHCPInfo
00000001809e9724 (__TEXT,__text) external _SCDynamicStoreCopyKeyList
00000001809f2728 (__TEXT,__text) external _SCDynamicStoreCopyLocalHostName
00000001809ddbc4 (__TEXT,__text) external _SCDynamicStoreCopyMultiple
00000001809dee58 (__TEXT,__text) external _SCDynamicStoreCopyNotifiedKeys
0000000180a039e8 (__TEXT,__text) external _SCDynamicStoreCopyProxies
0000000180a03a44 (__TEXT,__text) external _SCDynamicStoreCopyProxiesWithOptions
00000001809d35cc (__TEXT,__text) external _SCDynamicStoreCopyValue
00000001809d6160 (__TEXT,__text) external _SCDynamicStoreCreate
00000001809d8fc0 (__TEXT,__text) external _SCDynamicStoreCreateRunLoopSource
00000001809d5f7c (__TEXT,__text) external _SCDynamicStoreCreateWithOptions
00000001809d97c0 (__TEXT,__text) external _SCDynamicStoreGetTypeID
00000001809ddf84 (__TEXT,__text) external _SCDynamicStoreKeyCreate
00000001809df98c (__TEXT,__text) external _SCDynamicStoreKeyCreateComputerName
00000001809f26a8 (__TEXT,__text) external _SCDynamicStoreKeyCreateHostNames
00000001809f2e24 (__TEXT,__text) external _SCDynamicStoreKeyCreateLocation
00000001809dba3c (__TEXT,__text) external _SCDynamicStoreKeyCreateNetworkGlobalEntity
00000001809dc420 (__TEXT,__text) external _SCDynamicStoreKeyCreateNetworkInterface
00000001809da9bc (__TEXT,__text) external _SCDynamicStoreKeyCreateNetworkInterfaceEntity
00000001809d972c (__TEXT,__text) external _SCDynamicStoreKeyCreateNetworkServiceEntity
00000001809eae50 (__TEXT,__text) external _SCDynamicStoreKeyCreatePreferences
0000000180a03978 (__TEXT,__text) external _SCDynamicStoreKeyCreateProxies
00000001809d448c (__TEXT,__text) external _SCDynamicStoreNotifyCancel
00000001809ea91c (__TEXT,__text) external _SCDynamicStoreNotifyFileDescriptor
00000001809e9bf8 (__TEXT,__text) external _SCDynamicStoreNotifyValue
00000001809e9f00 (__TEXT,__text) external _SCDynamicStoreNotifyWait
00000001809e9aa0 (__TEXT,__text) external _SCDynamicStoreRemoveValue
00000001809e9d40 (__TEXT,__text) external _SCDynamicStoreRemoveWatchedKey
00000001809e9190 (__TEXT,__text) external _SCDynamicStoreSetDisconnectCallBack
00000001809dd880 (__TEXT,__text) external _SCDynamicStoreSetDispatchQueue
00000001809dc498 (__TEXT,__text) external _SCDynamicStoreSetMultiple
00000001809dd650 (__TEXT,__text) external _SCDynamicStoreSetNotificationKeys
00000001809d76f0 (__TEXT,__text) external _SCDynamicStoreSetValue
00000001809eabbc (__TEXT,__text) external _SCDynamicStoreSnapshot
00000001809e5df4 (__TEXT,__text) external _SCError
00000001809e5e44 (__TEXT,__text) external _SCErrorString
00000001809e5a98 (__TEXT,__text) external _SCLog
0000000180a24e78 (__TEXT,__text) non-external _SCNetworkConfigurationCopyConfigurationFiles
00000001809fae28 (__TEXT,__text) external _SCNetworkConnectionCanTunnelAddress
00000001809ff070 (__TEXT,__text) external _SCNetworkConnectionCopyAllUserPreferences
00000001809f2fb4 (__TEXT,__text) external _SCNetworkConnectionCopyAvailableServices
00000001809ff234 (__TEXT,__text) external _SCNetworkConnectionCopyCurrentUserPreferences
00000001809f55a8 (__TEXT,__text) external _SCNetworkConnectionCopyExtendedStatus
00000001809f8590 (__TEXT,__text) external _SCNetworkConnectionCopyFlowDivertToken
00000001809f81e0 (__TEXT,__text) external _SCNetworkConnectionCopyOnDemandInfo
00000001809f3c24 (__TEXT,__text) external _SCNetworkConnectionCopyServiceID
00000001809f3fb0 (__TEXT,__text) external _SCNetworkConnectionCopyStatistics
00000001809f6bc8 (__TEXT,__text) external _SCNetworkConnectionCopyUserOptions
00000001809f9c10 (__TEXT,__text) external _SCNetworkConnectionCopyUserPreferences
00000001809f3adc (__TEXT,__text) external _SCNetworkConnectionCreate
00000001809ff404 (__TEXT,__text) external _SCNetworkConnectionCreateUserPreferences
00000001809f31b0 (__TEXT,__text) external _SCNetworkConnectionCreateWithService
00000001809f3924 (__TEXT,__text) external _SCNetworkConnectionCreateWithServiceID
00000001809f8354 (__TEXT,__text) external _SCNetworkConnectionGetReachabilityInfo
00000001809f519c (__TEXT,__text) external _SCNetworkConnectionGetService
00000001809f85e4 (__TEXT,__text) external _SCNetworkConnectionGetServiceIdentifier
00000001809f523c (__TEXT,__text) external _SCNetworkConnectionGetStatus
00000001809f5540 (__TEXT,__text) external _SCNetworkConnectionGetStatusFromNEStatus
00000001809f84d8 (__TEXT,__text) external _SCNetworkConnectionGetType
00000001809f2e88 (__TEXT,__text) external _SCNetworkConnectionGetTypeID
00000001809f7b10 (__TEXT,__text) external _SCNetworkConnectionIsOnDemandSuspended
00000001809facb8 (__TEXT,__text) external _SCNetworkConnectionOnDemandShouldRetryOnFailure
00000001809fd9e0 (__TEXT,__text) non-external _SCNetworkConnectionPrivateIsPPPService
00000001809f6b7c (__TEXT,__text) external _SCNetworkConnectionRefreshOnDemandState
00000001809f6890 (__TEXT,__text) external _SCNetworkConnectionResume
00000001809f6f60 (__TEXT,__text) external _SCNetworkConnectionScheduleWithRunLoop
00000001809fb6b0 (__TEXT,__text) external _SCNetworkConnectionSelectServiceWithOptions
00000001809f3e04 (__TEXT,__text) external _SCNetworkConnectionSetClientAuditInfo
00000001809f3d08 (__TEXT,__text) external _SCNetworkConnectionSetClientInfo
00000001809f79d4 (__TEXT,__text) external _SCNetworkConnectionSetDispatchQueue
00000001809f5ae0 (__TEXT,__text) external _SCNetworkConnectionStart
00000001809ff658 (__TEXT,__text) external _SCNetworkConnectionStartWithUserPreferences
00000001809f62ac (__TEXT,__text) external _SCNetworkConnectionStop
00000001809f65ac (__TEXT,__text) external _SCNetworkConnectionSuspend
00000001809f7c14 (__TEXT,__text) external _SCNetworkConnectionTriggerOnDemandIfNeeded
00000001809f7604 (__TEXT,__text) external _SCNetworkConnectionUnscheduleFromRunLoop
0000000180a11380 (__TEXT,__text) external _SCNetworkInterfaceAdvisoryCopyInterfaceNames
0000000180a11278 (__TEXT,__text) external _SCNetworkInterfaceAdvisoryInfoGetAdvisory
0000000180a112d0 (__TEXT,__text) external _SCNetworkInterfaceAdvisoryInfoGetProcessID
0000000180a11328 (__TEXT,__text) external _SCNetworkInterfaceAdvisoryInfoGetProcessName
0000000180a1111c (__TEXT,__text) external _SCNetworkInterfaceAdvisoryIsSet
0000000180a11074 (__TEXT,__text) external _SCNetworkInterfaceAdvisoryIsSpecificSet
0000000180a0f7dc (__TEXT,__text) external _SCNetworkInterfaceCheckPassword
0000000180a11208 (__TEXT,__text) external _SCNetworkInterfaceCopyAdvisoryInfo
0000000180a11178 (__TEXT,__text) external _SCNetworkInterfaceCopyAdvisoryNotificationKey
00000001809daa50 (__TEXT,__text) external _SCNetworkInterfaceCopyAll
0000000180a0568c (__TEXT,__text) external _SCNetworkInterfaceCopyCapability
0000000180a06a6c (__TEXT,__text) external _SCNetworkInterfaceCopyMTU
0000000180a06114 (__TEXT,__text) external _SCNetworkInterfaceCopyMediaOptions
0000000180a06748 (__TEXT,__text) external _SCNetworkInterfaceCopyMediaSubTypeOptions
0000000180a065c8 (__TEXT,__text) external _SCNetworkInterfaceCopyMediaSubTypes
0000000180a0ff5c (__TEXT,__text) external _SCNetworkInterfaceCopyPassword
0000000180a132b4 (__TEXT,__text) external _SCNetworkInterfaceCopyRankAssertionInfo
0000000180a13224 (__TEXT,__text) external _SCNetworkInterfaceCopyRankAssertionNotificationKey
0000000180a0d58c (__TEXT,__text) external _SCNetworkInterfaceCreateWithInterface
0000000180a0f654 (__TEXT,__text) external _SCNetworkInterfaceForceConfigurationRefresh
0000000180a0bc30 (__TEXT,__text) external _SCNetworkInterfaceGetBSDName
0000000180a0e298 (__TEXT,__text) external _SCNetworkInterfaceGetConfiguration
0000000180a13a84 (__TEXT,__text) external _SCNetworkInterfaceGetDisablePrivateRelay
0000000180a136a0 (__TEXT,__text) external _SCNetworkInterfaceGetDisableUntilNeeded
0000000180a0e4c8 (__TEXT,__text) external _SCNetworkInterfaceGetExtendedConfiguration
0000000180a0e62c (__TEXT,__text) external _SCNetworkInterfaceGetHardwareAddressString
0000000180a0b52c (__TEXT,__text) external _SCNetworkInterfaceGetInterface
0000000180a0b48c (__TEXT,__text) external _SCNetworkInterfaceGetInterfaceType
0000000180a0b7b4 (__TEXT,__text) external _SCNetworkInterfaceGetLocalizedDisplayName
0000000180a130a0 (__TEXT,__text) external _SCNetworkInterfaceGetPrimaryRank
0000000180a12400 (__TEXT,__text) external _SCNetworkInterfaceGetQoSMarkingPolicy
0000000180a0de30 (__TEXT,__text) external _SCNetworkInterfaceGetSupportedInterfaceTypes
0000000180a0dfdc (__TEXT,__text) external _SCNetworkInterfaceGetSupportedProtocolTypes
0000000180a0ecf0 (__TEXT,__text) external _SCNetworkInterfaceGetTypeID
00000001809f0bbc (__TEXT,__text) non-external _SCNetworkInterfaceProviderCheck
00000001809f0264 (__TEXT,__text) external _SCNetworkInterfaceProviderCreate
00000001809f0e70 (__TEXT,__text) non-external _SCNetworkInterfaceProviderDeallocate
00000001809f0a8c (__TEXT,__text) external _SCNetworkInterfaceProviderResume
00000001809f0790 (__TEXT,__text) external _SCNetworkInterfaceProviderSetEventHandler
0000000180a1342c (__TEXT,__text) external _SCNetworkInterfaceRankAssertionCopyInterfaceNames
0000000180a13324 (__TEXT,__text) external _SCNetworkInterfaceRankAssertionInfoGetPrimaryRank
0000000180a1337c (__TEXT,__text) external _SCNetworkInterfaceRankAssertionInfoGetProcessID
0000000180a133d4 (__TEXT,__text) external _SCNetworkInterfaceRankAssertionInfoGetProcessName
0000000180a101dc (__TEXT,__text) external _SCNetworkInterfaceRemovePassword
0000000180a10f28 (__TEXT,__text) external _SCNetworkInterfaceSetAdvisory
0000000180a05864 (__TEXT,__text) external _SCNetworkInterfaceSetCapability
0000000180a0f21c (__TEXT,__text) external _SCNetworkInterfaceSetConfiguration
0000000180a13b70 (__TEXT,__text) external _SCNetworkInterfaceSetDisablePrivateRelay
0000000180a1397c (__TEXT,__text) external _SCNetworkInterfaceSetDisableUntilNeeded
0000000180a0f3c4 (__TEXT,__text) external _SCNetworkInterfaceSetExtendedConfiguration
