                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812e28b83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff812e28c12 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff812e28c1d (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff812e28c3e (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff812e28c75 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff812e28c33 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff812e28f26 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff812e28bc5 (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff812e28e6b (__TEXT,__text) external _KClientGetRemoteAddress
00007ff812e28e3f (__TEXT,__text) external _KClientGetServerPrincipal
00007ff812e28ece (__TEXT,__text) external _KClientGetServiceKey
00007ff812e28e81 (__TEXT,__text) external _KClientGetSessionKey
00007ff812e28d58 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff812e28dd1 (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff812e28ee4 (__TEXT,__text) external _KClientGetTicketForService
00007ff812e28d16 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff812e28d21 (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff812e28c8b (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff812e28dfd (__TEXT,__text) external _KClientGetVersion
00007ff812e28eb8 (__TEXT,__text) external _KClientKeyFileLogin
00007ff812e28ea2 (__TEXT,__text) external _KClientLogin
00007ff812e28d2c (__TEXT,__text) external _KClientLoginCompat
00007ff812e28ec3 (__TEXT,__text) external _KClientLogout
00007ff812e28d42 (__TEXT,__text) external _KClientLogoutCompat
00007ff812e28ddc (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff812e28e08 (__TEXT,__text) external _KClientNewClientSession
00007ff812e28e13 (__TEXT,__text) external _KClientNewServerSession
00007ff812e28d00 (__TEXT,__text) external _KClientNewSessionCompat
00007ff812e28ead (__TEXT,__text) external _KClientPasswordLogin
00007ff812e28d37 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff812e28f73 (__TEXT,__text) external _KClientPrincipalToV4String
00007ff812e28f7e (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff812e28f47 (__TEXT,__text) external _KClientProtectIntegrity
00007ff812e28d79 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff812e28e34 (__TEXT,__text) external _KClientSetClientPrincipal
00007ff812e28e97 (__TEXT,__text) external _KClientSetKeyFile
00007ff812e28e60 (__TEXT,__text) external _KClientSetLocalAddress
00007ff812e28bba (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff812e28c28 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff812e28e76 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff812e28e4a (__TEXT,__text) external _KClientSetServerPrincipal
00007ff812e28d4d (__TEXT,__text) external _KClientStatusCompat
00007ff812e28f68 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff812e28f10 (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff812e28efa (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff812e28f52 (__TEXT,__text) external _KClientVerifyIntegrity
00007ff812e28d84 (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff812e28f05 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff812e28de7 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff812e28df2 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff812e28cf5 (__TEXT,__text) external _KClientVersionCompat
00007ff812e237ee (__TEXT,__text) external _KLAcquireInitialTickets
00007ff812e2394a (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff812e24082 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff812e238c0 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff812e240a8 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff812e23a02 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff812e2386b (__TEXT,__text) external _KLAcquireNewTickets
00007ff812e239bd (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff812e237ac (__TEXT,__text) external _KLAcquireTickets
00007ff812e23905 (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff812e23b6b (__TEXT,__text) external _KLCacheHasValidTickets
00007ff812e2481a (__TEXT,__text) external _KLCancelAllDialogs
00007ff812e24077 (__TEXT,__text) external _KLChangePassword
00007ff812e24822 (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff812e24c40 (__TEXT,__text) external _KLComparePrincipal
00007ff812e2491a (__TEXT,__text) external _KLCountKerberosRealms
00007ff812e24cd5 (__TEXT,__text) external _KLCreateLoginOptions
00007ff812e24a0d (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff812e24a3c (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff812e24985 (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff812e24948 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff812e24039 (__TEXT,__text) external _KLDestroyTickets
00007ff812e24e91 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff812e24c99 (__TEXT,__text) external _KLDisposePrincipal
00007ff812e24ede (__TEXT,__text) external _KLDisposeString
00007ff812e24853 (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff812e23b60 (__TEXT,__text) external _KLGetApplicationOptions
00007ff812e2483d (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff812e24bb8 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff812e24793 (__TEXT,__text) external _KLGetErrorString
00007ff812e24835 (__TEXT,__text) external _KLGetIdleCallback
00007ff812e24925 (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff812e248b9 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff812e248ed (__TEXT,__text) external _KLGetKerberosRealm
00007ff812e24b30 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff812e24a6b (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff812e2478b (__TEXT,__text) external _KLHandleError
00007ff812e2490a (__TEXT,__text) external _KLInsertKerberosRealm
00007ff812e24364 (__TEXT,__text) external _KLLastChangedTime
00007ff812e24e14 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff812e24d7e (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff812e24db0 (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff812e24de2 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff812e24e4e (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff812e24d4c (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff812e24e31 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff812e24912 (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff812e24902 (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff812e240b3 (__TEXT,__text) external _KLRenewInitialTickets
00007ff812e23b58 (__TEXT,__text) external _KLSetApplicationOptions
00007ff812e24848 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff812e2482d (__TEXT,__text) external _KLSetIdleCallback
00007ff812e24938 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff812e24940 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff812e248fa (__TEXT,__text) external _KLSetKerberosRealm
00007ff812e246f5 (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff812e2408d (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff812e24648 (__TEXT,__text) external _KLTicketExpirationTime
00007ff812e2459b (__TEXT,__text) external _KLTicketStartTime
00007ff812e2435c (__TEXT,__text) external _KLValidateInitialTickets
00007ff812e240a0 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff812e24098 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff812e28890 (__TEXT,__text) external _KPCreatePreferencesFile
00007ff812e28874 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff812e28869 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff812e2885e (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff812e2887a (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff812e28885 (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff812e28db0 (__TEXT,__text) external _KServerAddKeyCompat
00007ff812e28dbb (__TEXT,__text) external _KServerGetKeyCompat
00007ff812e28da5 (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff812e28dc6 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff812e28d8f (__TEXT,__text) external _KServerNewSessionCompat
00007ff812e28d9a (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff812e27759 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff8438208e0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff812e24f14 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff812e24f01 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff812e24f2f (__TEXT,__text) external ___KLAllowRememberPassword
00007ff812e24f93 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff812e24f37 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff812e24fc2 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff812e24fd5 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff812e24f65 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff812e24ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff812e24ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff812e24ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff812e24fcd (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff812e24fe0 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff812e24f24 (__TEXT,__text) external ___KLPromptMechanism
00007ff812e24fe8 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff812e24eeb (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff812e24f0c (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff812e24ef3 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff812e24f1c (__TEXT,__text) external ___KLSetPromptMechanism
00007ff812e23160 (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff812e23168 (__TEXT,__text) external ___KerberosDebugPrint
00007ff812e23174 (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff812e2317a (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff812e2316e (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff8438202e8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff812e1f986 (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8418287c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841828848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff841828808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8418287e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841828868 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ff841828828 (__DATA_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff812e228bc (__TEXT,__text) non-external ___error_message_block_invoke
00007ff812e1ee53 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff812e22029 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff812e23c84 (__TEXT,__text) non-external _acquireticket_ui
00007ff812e27010 (__TEXT,__text) non-external _add_data_to_buffer
00007ff812e1ef82 (__TEXT,__text) external _add_error_table
00007ff812e25ac4 (__TEXT,__text) non-external _add_to_list
00007ff812e2a45a (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff812e2a549 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
00007ff812e1ef8a (__TEXT,__text) external _cc_close
00007ff812e1ef92 (__TEXT,__text) external _cc_create
00007ff812e1ef9a (__TEXT,__text) external _cc_destroy
00007ff812e1efa2 (__TEXT,__text) external _cc_free_NC_info
00007ff812e1efaa (__TEXT,__text) external _cc_free_creds
00007ff812e1efb2 (__TEXT,__text) external _cc_free_name
00007ff812e1efba (__TEXT,__text) external _cc_free_principal
00007ff8438201c8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff812e1efc2 (__TEXT,__text) external _cc_get_NC_info
00007ff812e1efca (__TEXT,__text) external _cc_get_change_time
00007ff812e1efd2 (__TEXT,__text) external _cc_get_cred_version
00007ff812e1efda (__TEXT,__text) external _cc_get_name
00007ff812e1efe2 (__TEXT,__text) external _cc_get_principal
00007ff812e20854 (__TEXT,__text) external _cc_initialize
00007ff812e2184a (__TEXT,__text) non-external _cc_iterator_clone
00007ff812e1ff52 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff812e2180a (__TEXT,__text) non-external _cc_iterator_release
00007ff812e1efea (__TEXT,__text) external _cc_open
00007ff812e1eff2 (__TEXT,__text) external _cc_remove_cred
00007ff812e1effa (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff812e1f002 (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff812e1f00a (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff812e1f012 (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff812e1f01a (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff812e1f022 (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff812e1f02a (__TEXT,__text) external _cc_set_principal
00007ff812e1f032 (__TEXT,__text) external _cc_shutdown
00007ff812e1f03a (__TEXT,__text) external _cc_store
00007ff812e2175e (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff812e21547 (__TEXT,__text) non-external _ccache_compare
00007ff812e20902 (__TEXT,__text) non-external _ccache_destroy
00007ff843820230 (__DATA,__data) non-external _ccache_functions
00007ff812e21500 (__TEXT,__text) non-external _ccache_get_change_time
00007ff812e209db (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff812e21620 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff812e214ac (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff812e209f4 (__TEXT,__text) non-external _ccache_get_name
00007ff812e20a83 (__TEXT,__text) non-external _ccache_get_principal
00007ff8438202d0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff812e21472 (__TEXT,__text) non-external _ccache_lock
00007ff812e213c0 (__TEXT,__text) non-external _ccache_move
00007ff812e212f2 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff812e1ff0b (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff812e2111d (__TEXT,__text) non-external _ccache_remove_credentials
00007ff812e20964 (__TEXT,__text) non-external _ccache_set_default
00007ff812e216d3 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff812e20ba1 (__TEXT,__text) non-external _ccache_set_principal
00007ff812e20cb1 (__TEXT,__text) non-external _ccache_store_credentials
00007ff812e2148f (__TEXT,__text) non-external _ccache_unlock
00007ff812e217bd (__TEXT,__text) non-external _ccache_wait_for_change
00007ff812e217c8 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff8418288f0 (__DATA_CONST,__const) non-external _conf_no
00007ff8418288b0 (__DATA_CONST,__const) non-external _conf_yes
00007ff843820480 (__DATA,__bss) non-external _context_change_time
00007ff812e20828 (__TEXT,__text) non-external _context_compare
00007ff812e203af (__TEXT,__text) non-external _context_create_ccache
00007ff812e204ec (__TEXT,__text) non-external _context_create_default_ccache
00007ff812e20654 (__TEXT,__text) non-external _context_create_new_ccache
00007ff812e20125 (__TEXT,__text) non-external _context_get_change_time
00007ff812e20162 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff812e20818 (__TEXT,__text) non-external _context_lock
00007ff812e20796 (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff812e201e9 (__TEXT,__text) non-external _context_open_ccache
00007ff812e202e1 (__TEXT,__text) non-external _context_open_default_ccache
00007ff812e200f0 (__TEXT,__text) non-external _context_release
00007ff812e20820 (__TEXT,__text) non-external _context_unlock
00007ff812e20849 (__TEXT,__text) non-external _context_wait_for_change
00007ff812e200ac (__TEXT,__text) non-external _create_ccache
00007ff812e1fa12 (__TEXT,__text) non-external _cred_compare
00007ff812e1feb5 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff8438201b0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff812e1fa23 (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff812e1fec0 (__TEXT,__text) non-external _cred_iter_release
00007ff812e1f9d3 (__TEXT,__text) non-external _cred_release
00007ff8438201a0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff812e288a6 (__TEXT,__text) external _decomp_ticket
00007ff812e28ad4 (__TEXT,__text) external _dest_all_tkts
00007ff812e28aab (__TEXT,__text) external _dest_tkt
00007ff812e2204b (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff8438204b0 (__DATA,__bss) non-external _do_log
00007ff812e26bb8 (__TEXT,__text) non-external _dump_profile
00007ff812e26fec (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff812e26f49 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff812e1f042 (__TEXT,__text) external _encode_krb5_as_req
00007ff812e25b3f (__TEXT,__text) non-external _end_list
00007ff812e22850 (__TEXT,__text) external _error_message
00007ff8438204d0 (__DATA,__bss) non-external _error_message.buffer
00007ff8438204c0 (__DATA,__bss) non-external _error_message.et_list
00007ff8438204b8 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff812e24403 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff8438208d8 (__DATA,__bss) non-external _g_cc_change_time
00007ff8438202f0 (__DATA,__data) non-external _g_change_time_mutex
00007ff8438208d0 (__DATA,__bss) non-external _g_kl_change_time
00007ff812e288e5 (__TEXT,__text) external _get_ad_tkt
00007ff812e28950 (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff8438200b0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff8438200d0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff843820080 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff843820060 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff843820020 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff843820040 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff843820000 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
                 (undefined) external _gss_display_status (from GSS)
                 (indirect) external _gss_display_status (for _gss_display_status)
                 (undefined) external _gss_duplicate_name (from GSS)
