                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSGetEnviron (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) weak external ___darwin_check_fd_set_overflow (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __exit (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _access (from libSystem)
000000027e5393e8 (__TEXT,__text) external _apr__SHA256_Data
000000027e523780 (__TEXT,__text) external _apr_escape_shell
000000027e524138 (__TEXT,__text) external _apr_escape_urlencoded
000000027e52bc60 (__TEXT,__text) external _apr_file_append
000000027e52ceec (__TEXT,__text) external _apr_file_attrs_set
000000027e52b9f0 (__TEXT,__text) external _apr_file_buffer_set
000000027e52ba8c (__TEXT,__text) external _apr_file_buffer_size_get
000000027e52d958 (__TEXT,__text) external _apr_file_close
000000027e52ba94 (__TEXT,__text) external _apr_file_copy
000000027e52c220 (__TEXT,__text) external _apr_file_data_get
000000027e52c228 (__TEXT,__text) external _apr_file_data_set
000000027e52ebac (__TEXT,__text) external _apr_file_datasync
000000027e52c240 (__TEXT,__text) external _apr_file_dup
000000027e52c43c (__TEXT,__text) external _apr_file_dup2
000000027e52daac (__TEXT,__text) external _apr_file_eof
000000027e52c19c (__TEXT,__text) external _apr_file_flags_get
000000027e52eae0 (__TEXT,__text) external _apr_file_flush
000000027e52e864 (__TEXT,__text) external _apr_file_flush_locked
000000027e52ea60 (__TEXT,__text) external _apr_file_getc
000000027e52ec20 (__TEXT,__text) external _apr_file_gets
000000027e52cdf0 (__TEXT,__text) external _apr_file_info_get
000000027e52cc98 (__TEXT,__text) external _apr_file_info_get_locked
000000027e52dce4 (__TEXT,__text) external _apr_file_inherit_set
000000027e52dda4 (__TEXT,__text) external _apr_file_inherit_unset
000000027e52de6c (__TEXT,__text) external _apr_file_link
000000027e52d154 (__TEXT,__text) external _apr_file_lock
000000027e52d510 (__TEXT,__text) external _apr_file_mktemp
000000027e52d060 (__TEXT,__text) external _apr_file_mtime_set
000000027e52c18c (__TEXT,__text) external _apr_file_name_get
000000027e52e350 (__TEXT,__text) external _apr_file_namedpipe_create
000000027e52d6e8 (__TEXT,__text) external _apr_file_open
000000027e52dac4 (__TEXT,__text) external _apr_file_open_flags_stderr
000000027e52db34 (__TEXT,__text) external _apr_file_open_flags_stdin
000000027e52dafc (__TEXT,__text) external _apr_file_open_flags_stdout
000000027e52db68 (__TEXT,__text) external _apr_file_open_stderr
000000027e52dc68 (__TEXT,__text) external _apr_file_open_stdin
000000027e52dbe8 (__TEXT,__text) external _apr_file_open_stdout
000000027e52cea0 (__TEXT,__text) external _apr_file_perms_set
000000027e52e124 (__TEXT,__text) external _apr_file_pipe_create
000000027e52e2d4 (__TEXT,__text) external _apr_file_pipe_create_ex
000000027e52df7c (__TEXT,__text) external _apr_file_pipe_timeout_get
000000027e52de9c (__TEXT,__text) external _apr_file_pipe_timeout_set
000000027e52de64 (__TEXT,__text) external _apr_file_pool_get
000000027e52ede8 (__TEXT,__text) external _apr_file_printf
000000027e52ea14 (__TEXT,__text) external _apr_file_putc
000000027e52ea98 (__TEXT,__text) external _apr_file_puts
000000027e52e39c (__TEXT,__text) external _apr_file_read
000000027e52d28c (__TEXT,__text) external _apr_file_read_full
000000027e52d974 (__TEXT,__text) external _apr_file_remove
000000027e52d998 (__TEXT,__text) external _apr_file_rename
000000027e52eee0 (__TEXT,__text) external _apr_file_seek
000000027e52c468 (__TEXT,__text) external _apr_file_setaside
000000027e52eb38 (__TEXT,__text) external _apr_file_sync
000000027e52f0c0 (__TEXT,__text) external _apr_file_trunc
000000027e52ea50 (__TEXT,__text) external _apr_file_ungetc
000000027e52d208 (__TEXT,__text) external _apr_file_unlock
000000027e52e66c (__TEXT,__text) external _apr_file_write
000000027e52d308 (__TEXT,__text) external _apr_file_write_full
000000027e52e930 (__TEXT,__text) external _apr_file_writev
000000027e52d384 (__TEXT,__text) external _apr_file_writev_full
000000027e52ca74 (__TEXT,__text) external _apr_filepath_encoding
000000027e52c5a8 (__TEXT,__text) external _apr_filepath_get
000000027e52ca68 (__TEXT,__text) external _apr_filepath_list_merge
000000027e52cb4c (__TEXT,__text) external _apr_filepath_list_merge_impl
000000027e52ca5c (__TEXT,__text) external _apr_filepath_list_split
000000027e52ca84 (__TEXT,__text) external _apr_filepath_list_split_impl
000000027e52c6e8 (__TEXT,__text) external _apr_filepath_merge
000000027e525430 (__TEXT,__text) external _apr_filepath_name_get
000000027e52c678 (__TEXT,__text) external _apr_filepath_root
000000027e52c654 (__TEXT,__text) external _apr_filepath_set
000000027e5254dc (__TEXT,__text) external _apr_fnmatch
000000027e525cfc (__TEXT,__text) external _apr_fnmatch_test
000000027e532f08 (__TEXT,__text) external _apr_generate_random_bytes
000000027e53683c (__TEXT,__text) external _apr_gethostname
000000027e534b34 (__TEXT,__text) external _apr_getnameinfo
000000027e53242c (__TEXT,__text) external _apr_getopt
000000027e532344 (__TEXT,__text) external _apr_getopt_init
000000027e532664 (__TEXT,__text) external _apr_getopt_long
000000027e534c78 (__TEXT,__text) external _apr_getservbyname
000000027e53bb18 (__TEXT,__text) external _apr_gid_get
000000027e53ba48 (__TEXT,__text) external _apr_gid_name_get
000000027e52f490 (__TEXT,__text) external _apr_global_mutex_child_init
000000027e52f35c (__TEXT,__text) external _apr_global_mutex_create
000000027e52f5a0 (__TEXT,__text) external _apr_global_mutex_destroy
000000027e52f49c (__TEXT,__text) external _apr_global_mutex_lock
000000027e52f5bc (__TEXT,__text) external _apr_global_mutex_lockfile
000000027e52f5c4 (__TEXT,__text) external _apr_global_mutex_name
000000027e52f5cc (__TEXT,__text) external _apr_global_mutex_pool_get
000000027e52f4f0 (__TEXT,__text) external _apr_global_mutex_trylock
000000027e52f544 (__TEXT,__text) external _apr_global_mutex_unlock
000000027e5289d4 (__TEXT,__text) external _apr_hash_clear
000000027e5286b4 (__TEXT,__text) external _apr_hash_copy
000000027e5289cc (__TEXT,__text) external _apr_hash_count
000000027e528cc4 (__TEXT,__text) external _apr_hash_do
000000027e5285a8 (__TEXT,__text) external _apr_hash_first
000000027e5287a4 (__TEXT,__text) external _apr_hash_get
000000027e528488 (__TEXT,__text) external _apr_hash_make
000000027e528534 (__TEXT,__text) external _apr_hash_make_custom
000000027e528a40 (__TEXT,__text) external _apr_hash_merge
000000027e52855c (__TEXT,__text) external _apr_hash_next
000000027e528a34 (__TEXT,__text) external _apr_hash_overlay
000000027e528d6c (__TEXT,__text) external _apr_hash_pool_get
000000027e5288f4 (__TEXT,__text) external _apr_hash_set
000000027e5285f8 (__TEXT,__text) external _apr_hash_this
000000027e52862c (__TEXT,__text) external _apr_hash_this_key
000000027e528638 (__TEXT,__text) external _apr_hash_this_key_len
000000027e528644 (__TEXT,__text) external _apr_hash_this_val
000000027e528650 (__TEXT,__text) external _apr_hashfunc_default
000000027e533328 (__TEXT,__text) external _apr_inet_ntop
000000027e5336c4 (__TEXT,__text) external _apr_inet_pton
000000027e532fdc (__TEXT,__text) external _apr_initialize
000000027e534e68 (__TEXT,__text) external _apr_ipsubnet_create
000000027e535198 (__TEXT,__text) external _apr_ipsubnet_test
000000027e529bcc (__TEXT,__text) external _apr_is_empty_array
000000027e52a088 (__TEXT,__text) external _apr_is_empty_table
000000027e527f28 (__TEXT,__text) external _apr_itoa
000000027e527fa0 (__TEXT,__text) external _apr_ltoa
000000027e525d74 (__TEXT,__text) external _apr_match_glob
000000027e533b84 (__TEXT,__text) external _apr_mcast_hops
000000027e533c54 (__TEXT,__text) external _apr_mcast_interface
000000027e533a68 (__TEXT,__text) external _apr_mcast_join
000000027e533b6c (__TEXT,__text) external _apr_mcast_leave
000000027e533c44 (__TEXT,__text) external _apr_mcast_loopback
000000027e5330ec (__TEXT,__text) external _apr_mmap_create
000000027e53330c (__TEXT,__text) external _apr_mmap_delete
000000027e533274 (__TEXT,__text) external _apr_mmap_dup
000000027e5330bc (__TEXT,__text) external _apr_mmap_offset
000000027e53ced8 (__TEXT,__const) external _apr_month_snames
000000027e528018 (__TEXT,__text) external _apr_off_t_toa
000000027e531e30 (__TEXT,__text) external _apr_os_default_encoding
000000027e52c10c (__TEXT,__text) external _apr_os_dir_get
000000027e52c12c (__TEXT,__text) external _apr_os_dir_put
000000027e52b83c (__TEXT,__text) external _apr_os_dso_handle_get
000000027e52b7e4 (__TEXT,__text) external _apr_os_dso_handle_put
000000027e53b514 (__TEXT,__text) external _apr_os_exp_time_get
000000027e53b564 (__TEXT,__text) external _apr_os_exp_time_put
000000027e52d9bc (__TEXT,__text) external _apr_os_file_get
000000027e52d9cc (__TEXT,__text) external _apr_os_file_put
000000027e52f588 (__TEXT,__text) external _apr_os_global_mutex_get
000000027e53b4d4 (__TEXT,__text) external _apr_os_imp_time_get
000000027e53b540 (__TEXT,__text) external _apr_os_imp_time_put
000000027e531e3c (__TEXT,__text) external _apr_os_locale_encoding
000000027e52e084 (__TEXT,__text) external _apr_os_pipe_put
000000027e52dfa4 (__TEXT,__text) external _apr_os_pipe_put_ex
000000027e52f7a0 (__TEXT,__text) external _apr_os_proc_mutex_get
000000027e52f7c0 (__TEXT,__text) external _apr_os_proc_mutex_put
000000027e539ac8 (__TEXT,__text) external _apr_os_shm_get
000000027e539ad4 (__TEXT,__text) external _apr_os_shm_put
000000027e535eac (__TEXT,__text) external _apr_os_sock_get
000000027e535ebc (__TEXT,__text) external _apr_os_sock_make
000000027e535fdc (__TEXT,__text) external _apr_os_sock_put
000000027e53af90 (__TEXT,__text) external _apr_os_thread_current
000000027e53af94 (__TEXT,__text) external _apr_os_thread_equal
000000027e53b024 (__TEXT,__text) external _apr_os_thread_get
000000027e53b034 (__TEXT,__text) external _apr_os_thread_put
000000027e53b1b4 (__TEXT,__text) external _apr_os_threadkey_get
000000027e53b1c4 (__TEXT,__text) external _apr_os_threadkey_put
000000027e532e9c (__TEXT,__text) external _apr_os_uuid_get
000000027e530fb4 (__TEXT,__text) external _apr_palloc
000000027e531e14 (__TEXT,__text) external _apr_palloc_debug
000000027e53483c (__TEXT,__text) external _apr_parse_addr_port
000000027e5250a8 (__TEXT,__text) external _apr_password_get
000000027e5310dc (__TEXT,__text) external _apr_pcalloc
000000027e531e18 (__TEXT,__text) external _apr_pcalloc_debug
000000027e524c80 (__TEXT,__text) external _apr_pescape_echo
000000027e5245a8 (__TEXT,__text) external _apr_pescape_entity
000000027e524d98 (__TEXT,__text) external _apr_pescape_hex
000000027e5240b8 (__TEXT,__text) external _apr_pescape_path
000000027e523ec0 (__TEXT,__text) external _apr_pescape_path_segment
000000027e523874 (__TEXT,__text) external _apr_pescape_shell
000000027e52427c (__TEXT,__text) external _apr_pescape_urlencoded
000000027e527b50 (__TEXT,__text) external _apr_pmemdup
000000027e537318 (__TEXT,__text) external _apr_poll
000000027e537e8c (__TEXT,__text) external _apr_poll_method_defname
000000027e537b20 (__TEXT,__text) external _apr_pollcb_add
000000027e537b18 (__TEXT,__text) external _apr_pollcb_create
000000027e5379ec (__TEXT,__text) external _apr_pollcb_create_ex
000000027e537b38 (__TEXT,__text) external _apr_pollcb_poll
00000002982fef90 (__DATA,__data) external _apr_pollcb_provider_kqueue
00000002982fefa0 (__DATA,__data) external _apr_pollcb_provider_poll
000000027e537b2c (__TEXT,__text) external _apr_pollcb_remove
000000027e537f10 (__TEXT,__text) external _apr_pollset_add
000000027e537eb0 (__TEXT,__text) external _apr_pollset_create
000000027e537bc0 (__TEXT,__text) external _apr_pollset_create_ex
000000027e537eb8 (__TEXT,__text) external _apr_pollset_destroy
000000027e537b44 (__TEXT,__text) external _apr_pollset_drain_wakeup_pipe
000000027e537e80 (__TEXT,__text) external _apr_pollset_method_name
000000027e537f28 (__TEXT,__text) external _apr_pollset_poll
00000002982fef88 (__DATA,__data) external _apr_pollset_provider_kqueue
00000002982fef98 (__DATA,__data) external _apr_pollset_provider_poll
00000002982fefa8 (__DATA,__data) external _apr_pollset_provider_select
000000027e537f1c (__TEXT,__text) external _apr_pollset_remove
000000027e537ef0 (__TEXT,__text) external _apr_pollset_wakeup
000000027e5319a0 (__TEXT,__text) external _apr_pool_abort_get
000000027e531998 (__TEXT,__text) external _apr_pool_abort_set
000000027e5319b0 (__TEXT,__text) external _apr_pool_allocator_get
000000027e531cd8 (__TEXT,__text) external _apr_pool_child_cleanup_set
000000027e531d58 (__TEXT,__text) external _apr_pool_cleanup_for_exec
000000027e531c38 (__TEXT,__text) external _apr_pool_cleanup_kill
000000027e531dc0 (__TEXT,__text) external _apr_pool_cleanup_null
000000027e531a9c (__TEXT,__text) external _apr_pool_cleanup_register
000000027e531d10 (__TEXT,__text) external _apr_pool_cleanup_run
000000027e531118 (__TEXT,__text) external _apr_pool_clear
000000027e531e1c (__TEXT,__text) external _apr_pool_clear_debug
000000027e531424 (__TEXT,__text) external _apr_pool_create_core_ex
000000027e531e28 (__TEXT,__text) external _apr_pool_create_core_ex_debug
000000027e530c7c (__TEXT,__text) external _apr_pool_create_ex
000000027e531e24 (__TEXT,__text) external _apr_pool_create_ex_debug
000000027e531428 (__TEXT,__text) external _apr_pool_create_unmanaged_ex
000000027e531e2c (__TEXT,__text) external _apr_pool_create_unmanaged_ex_debug
000000027e530de0 (__TEXT,__text) external _apr_pool_destroy
000000027e531e20 (__TEXT,__text) external _apr_pool_destroy_debug
000000027e530b70 (__TEXT,__text) external _apr_pool_initialize
000000027e5319b8 (__TEXT,__text) external _apr_pool_is_ancestor
000000027e531dc8 (__TEXT,__text) external _apr_pool_note_subprocess
000000027e5319a8 (__TEXT,__text) external _apr_pool_parent_get
000000027e531bd0 (__TEXT,__text) external _apr_pool_pre_cleanup_register
000000027e530d80 (__TEXT,__text) external _apr_pool_tag
000000027e530d88 (__TEXT,__text) external _apr_pool_terminate
000000027e531b98 (__TEXT,__text) external _apr_pool_userdata_get
000000027e5319e0 (__TEXT,__text) external _apr_pool_userdata_set
000000027e531b08 (__TEXT,__text) external _apr_pool_userdata_setn
000000027e53a230 (__TEXT,__text) external _apr_proc_create
000000027e53aa98 (__TEXT,__text) external _apr_proc_detach
000000027e53a108 (__TEXT,__text) external _apr_proc_fork
000000027e53ab80 (__TEXT,__text) external _apr_proc_kill
000000027e52f728 (__TEXT,__text) external _apr_proc_mutex_child_init
000000027e52f5f0 (__TEXT,__text) external _apr_proc_mutex_cleanup
000000027e52f680 (__TEXT,__text) external _apr_proc_mutex_create
000000027e52f668 (__TEXT,__text) external _apr_proc_mutex_defname
000000027e52f5d4 (__TEXT,__text) external _apr_proc_mutex_destroy
000000027e52f744 (__TEXT,__text) external _apr_proc_mutex_lock
000000027e52f768 (__TEXT,__text) external _apr_proc_mutex_lockfile
000000027e52f674 (__TEXT,__text) external _apr_proc_mutex_name
000000027e52f798 (__TEXT,__text) external _apr_proc_mutex_pool_get
000000027e52f750 (__TEXT,__text) external _apr_proc_mutex_trylock
000000027e52f5fc (__TEXT,__text) external _apr_proc_mutex_unix_setup_lock
000000027e52f75c (__TEXT,__text) external _apr_proc_mutex_unlock
000000027e532d58 (__TEXT,__text) external _apr_proc_other_child_alert
000000027e532dc0 (__TEXT,__text) external _apr_proc_other_child_refresh
000000027e532e5c (__TEXT,__text) external _apr_proc_other_child_refresh_all
000000027e532b7c (__TEXT,__text) external _apr_proc_other_child_register
000000027e532cac (__TEXT,__text) external _apr_proc_other_child_unregister
000000027e53a7bc (__TEXT,__text) external _apr_proc_spawn
000000027e53a998 (__TEXT,__text) external _apr_proc_wait
000000027e53a98c (__TEXT,__text) external _apr_proc_wait_all_procs
000000027e53a188 (__TEXT,__text) external _apr_procattr_addrspace_set
000000027e539f88 (__TEXT,__text) external _apr_procattr_child_err_set
000000027e53a170 (__TEXT,__text) external _apr_procattr_child_errfn_set
000000027e539d28 (__TEXT,__text) external _apr_procattr_child_in_set
000000027e539e58 (__TEXT,__text) external _apr_procattr_child_out_set
000000027e53a0f0 (__TEXT,__text) external _apr_procattr_cmdtype_set
000000027e539b9c (__TEXT,__text) external _apr_procattr_create
000000027e53a0fc (__TEXT,__text) external _apr_procattr_detach_set
000000027e53a0b8 (__TEXT,__text) external _apr_procattr_dir_set
000000027e53a17c (__TEXT,__text) external _apr_procattr_error_check_set
000000027e53a1f8 (__TEXT,__text) external _apr_procattr_group_set
000000027e539c10 (__TEXT,__text) external _apr_procattr_io_set
000000027e53aa7c (__TEXT,__text) external _apr_procattr_limit_set
000000027e53a190 (__TEXT,__text) external _apr_procattr_user_set
000000027e53196c (__TEXT,__text) external _apr_psprintf
000000027e527c70 (__TEXT,__text) external _apr_pstrcat
000000027e527da4 (__TEXT,__text) external _apr_pstrcatv
000000027e527ae8 (__TEXT,__text) external _apr_pstrdup
000000027e527c18 (__TEXT,__text) external _apr_pstrmemdup
000000027e527ba0 (__TEXT,__text) external _apr_pstrndup
000000027e5249b8 (__TEXT,__text) external _apr_punescape_entity
000000027e52501c (__TEXT,__text) external _apr_punescape_hex
000000027e523ce0 (__TEXT,__text) external _apr_punescape_url
000000027e531514 (__TEXT,__text) external _apr_pvsprintf
000000027e5389e8 (__TEXT,__text) external _apr_random_add_entropy
000000027e5388dc (__TEXT,__text) external _apr_random_after_fork
000000027e538e40 (__TEXT,__text) external _apr_random_barrier
000000027e538730 (__TEXT,__text) external _apr_random_init
000000027e538e10 (__TEXT,__text) external _apr_random_insecure_bytes
000000027e538e6c (__TEXT,__text) external _apr_random_insecure_ready
000000027e538cdc (__TEXT,__text) external _apr_random_secure_bytes
000000027e538e58 (__TEXT,__text) external _apr_random_secure_ready
000000027e538978 (__TEXT,__text) external _apr_random_standard_new
000000027e53b5f8 (__TEXT,__text) external _apr_rfc822_date
000000027e53acc4 (__TEXT,__text) external _apr_setup_signal_thread
000000027e5398dc (__TEXT,__text) external _apr_shm_attach
000000027e539a64 (__TEXT,__text) external _apr_shm_attach_ex
000000027e539ab0 (__TEXT,__text) external _apr_shm_baseaddr_get
000000027e53950c (__TEXT,__text) external _apr_shm_create
000000027e5397f4 (__TEXT,__text) external _apr_shm_create_ex
000000027e5398c0 (__TEXT,__text) external _apr_shm_destroy
000000027e539a68 (__TEXT,__text) external _apr_shm_detach
000000027e539ac0 (__TEXT,__text) external _apr_shm_pool_get
000000027e5397f8 (__TEXT,__text) external _apr_shm_remove
000000027e539ab8 (__TEXT,__text) external _apr_shm_size_get
000000027e53abb4 (__TEXT,__text) external _apr_signal
000000027e53ad08 (__TEXT,__text) external _apr_signal_block
000000027e53ac4c (__TEXT,__text) external _apr_signal_description_get
000000027e53ac48 (__TEXT,__text) external _apr_signal_init
000000027e53ac6c (__TEXT,__text) external _apr_signal_thread
000000027e53ad58 (__TEXT,__text) external _apr_signal_unblock
000000027e529080 (__TEXT,__text) external _apr_skiplist_add_index
000000027e528d74 (__TEXT,__text) external _apr_skiplist_alloc
000000027e5299e8 (__TEXT,__text) external _apr_skiplist_destroy
000000027e5291b0 (__TEXT,__text) external _apr_skiplist_find
000000027e5291fc (__TEXT,__text) external _apr_skiplist_find_compare
000000027e528e98 (__TEXT,__text) external _apr_skiplist_free
000000027e5291c0 (__TEXT,__text) external _apr_skiplist_getlist
000000027e528f0c (__TEXT,__text) external _apr_skiplist_init
000000027e5291b8 (__TEXT,__text) external _apr_skiplist_insert
000000027e529354 (__TEXT,__text) external _apr_skiplist_insert_compare
000000027e529ab0 (__TEXT,__text) external _apr_skiplist_merge
000000027e5291d8 (__TEXT,__text) external _apr_skiplist_next
000000027e5299c8 (__TEXT,__text) external _apr_skiplist_peek
000000027e529984 (__TEXT,__text) external _apr_skiplist_pop
000000027e529330 (__TEXT,__text) external _apr_skiplist_previous
000000027e5298f4 (__TEXT,__text) external _apr_skiplist_remove
000000027e5298fc (__TEXT,__text) external _apr_skiplist_remove_all
000000027e52972c (__TEXT,__text) external _apr_skiplist_remove_compare
000000027e529038 (__TEXT,__text) external _apr_skiplist_set_compare
000000027e53b58c (__TEXT,__text) external _apr_sleep
000000027e527774 (__TEXT,__text) external _apr_snprintf
000000027e534d00 (__TEXT,__text) external _apr_sockaddr_equal
000000027e534a64 (__TEXT,__text) external _apr_sockaddr_info_get
000000027e534690 (__TEXT,__text) external _apr_sockaddr_ip_get
000000027e5345e8 (__TEXT,__text) external _apr_sockaddr_ip_getbuf
000000027e534de4 (__TEXT,__text) external _apr_sockaddr_is_wildcard
000000027e5346dc (__TEXT,__text) external _apr_sockaddr_vars_set
000000027e535990 (__TEXT,__text) external _apr_socket_accept
000000027e53473c (__TEXT,__text) external _apr_socket_addr_get
000000027e5367d4 (__TEXT,__text) external _apr_socket_atmark
000000027e5354e8 (__TEXT,__text) external _apr_socket_atreadeof
000000027e5358f4 (__TEXT,__text) external _apr_socket_bind
000000027e5358d8 (__TEXT,__text) external _apr_socket_close
000000027e535c2c (__TEXT,__text) external _apr_socket_connect
000000027e535628 (__TEXT,__text) external _apr_socket_create
000000027e535dc8 (__TEXT,__text) external _apr_socket_data_get
000000027e535e28 (__TEXT,__text) external _apr_socket_data_set
000000027e53607c (__TEXT,__text) external _apr_socket_inherit_set
000000027e53613c (__TEXT,__text) external _apr_socket_inherit_unset
000000027e53595c (__TEXT,__text) external _apr_socket_listen
000000027e5367bc (__TEXT,__text) external _apr_socket_opt_get
000000027e536340 (__TEXT,__text) external _apr_socket_opt_set
000000027e536074 (__TEXT,__text) external _apr_socket_pool_get
000000027e535618 (__TEXT,__text) external _apr_socket_protocol_get
000000027e533ed8 (__TEXT,__text) external _apr_socket_recv
000000027e534124 (__TEXT,__text) external _apr_socket_recvfrom
000000027e533da8 (__TEXT,__text) external _apr_socket_send
000000027e5343e8 (__TEXT,__text) external _apr_socket_sendfile
000000027e534014 (__TEXT,__text) external _apr_socket_sendto
000000027e534288 (__TEXT,__text) external _apr_socket_sendv
000000027e5358a4 (__TEXT,__text) external _apr_socket_shutdown
000000027e5367ac (__TEXT,__text) external _apr_socket_timeout_get
000000027e5361f0 (__TEXT,__text) external _apr_socket_timeout_set
000000027e535db8 (__TEXT,__text) external _apr_socket_type_get
000000027e52cfb8 (__TEXT,__text) external _apr_stat
000000027e531f1c (__TEXT,__text) external _apr_strerror
000000027e528090 (__TEXT,__text) external _apr_strfsize
000000027e53b9e4 (__TEXT,__text) external _apr_strftime
000000027e5283ec (__TEXT,__text) external _apr_strnatcasecmp
000000027e52818c (__TEXT,__text) external _apr_strnatcmp
000000027e527e38 (__TEXT,__text) external _apr_strtoff
000000027e527e90 (__TEXT,__text) external _apr_strtoi64
000000027e5283f4 (__TEXT,__text) external _apr_strtok
000000027e52a298 (__TEXT,__text) external _apr_table_add
000000027e52adac (__TEXT,__text) external _apr_table_addn
000000027e52a370 (__TEXT,__text) external _apr_table_clear
