                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff80c68a53f (__TEXT,__text) external ___cmph_dump
00007ff80c68f3e8 (__TEXT,__const) non-external _bitmask
00007ff80c68f3f8 (__TEXT,__const) non-external _bitmask
00007ff80c68f5c8 (__TEXT,__const) non-external _bitmask
00007ff80c68f670 (__TEXT,__const) non-external _bitmask
00007ff80c68f450 (__TEXT,__const) non-external _bitmask32
00007ff80c68f540 (__TEXT,__const) non-external _bitmask32
00007ff80c68f5d0 (__TEXT,__const) non-external _bitmask32
00007ff80c68407d (__TEXT,__text) external _bmz8_config_destroy
00007ff80c684052 (__TEXT,__text) external _bmz8_config_new
00007ff80c68408b (__TEXT,__text) external _bmz8_config_set_hashfuncs
00007ff80c685219 (__TEXT,__text) external _bmz8_destroy
00007ff80c684f53 (__TEXT,__text) external _bmz8_dump
00007ff80c685075 (__TEXT,__text) external _bmz8_load
00007ff80c6840be (__TEXT,__text) external _bmz8_new
00007ff80c68e1b3 (__TEXT,__text) non-external _bmz8_new.cold.1
00007ff80c685266 (__TEXT,__text) external _bmz8_pack
00007ff80c68530c (__TEXT,__text) external _bmz8_packed_size
00007ff80c68519a (__TEXT,__text) external _bmz8_search
00007ff80c685363 (__TEXT,__text) external _bmz8_search_packed
00007ff80c685437 (__TEXT,__text) non-external _bmz8_traverse
00007ff80c68e1d6 (__TEXT,__text) non-external _bmz8_traverse.cold.1
00007ff80c682c89 (__TEXT,__text) external _bmz_config_destroy
00007ff80c682c5e (__TEXT,__text) external _bmz_config_new
00007ff80c682c97 (__TEXT,__text) external _bmz_config_set_hashfuncs
00007ff80c683d54 (__TEXT,__text) external _bmz_destroy
00007ff80c683aa6 (__TEXT,__text) external _bmz_dump
00007ff80c683bce (__TEXT,__text) external _bmz_load
00007ff80c682cca (__TEXT,__text) external _bmz_new
00007ff80c68e16d (__TEXT,__text) non-external _bmz_new.cold.1
00007ff80c683da1 (__TEXT,__text) external _bmz_pack
00007ff80c683e4a (__TEXT,__text) external _bmz_packed_size
00007ff80c683cf5 (__TEXT,__text) external _bmz_search
00007ff80c683ea1 (__TEXT,__text) external _bmz_search_packed
00007ff80c683f4d (__TEXT,__text) non-external _bmz_traverse
00007ff80c68e190 (__TEXT,__text) non-external _bmz_traverse.cold.1
00007ff80c6855c8 (__TEXT,__text) external _brz_config_destroy
00007ff80c68554e (__TEXT,__text) external _brz_config_new
00007ff80c6856e3 (__TEXT,__text) external _brz_config_set_algo
00007ff80c6856c8 (__TEXT,__text) external _brz_config_set_b
00007ff80c6855e9 (__TEXT,__text) external _brz_config_set_hashfuncs
00007ff80c685615 (__TEXT,__text) external _brz_config_set_memory_availability
00007ff80c6856b0 (__TEXT,__text) external _brz_config_set_mphf_fd
00007ff80c68e1f9 (__TEXT,__text) non-external _brz_config_set_mphf_fd.cold.1
00007ff80c685629 (__TEXT,__text) external _brz_config_set_tmp_dir
00007ff80c686b84 (__TEXT,__text) external _brz_destroy
00007ff80c686661 (__TEXT,__text) external _brz_dump
00007ff80c686705 (__TEXT,__text) external _brz_load
00007ff80c68e2a6 (__TEXT,__text) non-external _brz_load.cold.1
00007ff80c6856fa (__TEXT,__text) external _brz_new
00007ff80c68e21a (__TEXT,__text) non-external _brz_new.cold.1
00007ff80c68e23d (__TEXT,__text) non-external _brz_new.cold.2
00007ff80c68e260 (__TEXT,__text) non-external _brz_new.cold.3
00007ff80c68e283 (__TEXT,__text) non-external _brz_new.cold.4
00007ff80c686c58 (__TEXT,__text) external _brz_pack
00007ff80c68e2ec (__TEXT,__text) non-external _brz_pack.cold.1
00007ff80c686e23 (__TEXT,__text) external _brz_packed_size
00007ff80c68e30f (__TEXT,__text) non-external _brz_packed_size.cold.1
00007ff80c6869b1 (__TEXT,__text) external _brz_search
00007ff80c68e2c9 (__TEXT,__text) non-external _brz_search.cold.1
00007ff80c686f12 (__TEXT,__text) external _brz_search_packed
00007ff80c68e332 (__TEXT,__text) non-external _brz_search_packed.cold.1
00007ff80c6873f1 (__TEXT,__text) external _buffer_entry_destroy
00007ff80c68729d (__TEXT,__text) external _buffer_entry_get_capacity
00007ff80c6873a1 (__TEXT,__text) non-external _buffer_entry_load
00007ff80c68723a (__TEXT,__text) external _buffer_entry_new
00007ff80c68726f (__TEXT,__text) external _buffer_entry_open
00007ff80c6872a6 (__TEXT,__text) external _buffer_entry_read_key
00007ff80c687294 (__TEXT,__text) external _buffer_entry_set_capacity
00007ff80c687563 (__TEXT,__text) external _buffer_manager_destroy
00007ff80c687420 (__TEXT,__text) external _buffer_manager_new
00007ff80c6874bb (__TEXT,__text) external _buffer_manager_open
00007ff80c6874d2 (__TEXT,__text) external _buffer_manager_read_key
                 (undefined) external _calloc (from libSystem)
00007ff80c6875ed (__TEXT,__text) external _chd_config_destroy
00007ff80c6875ac (__TEXT,__text) external _chd_config_new
00007ff80c687623 (__TEXT,__text) external _chd_config_set_b
00007ff80c687612 (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff80c687634 (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff80c687939 (__TEXT,__text) external _chd_destroy
00007ff80c6878ca (__TEXT,__text) external _chd_dump
00007ff80c68782e (__TEXT,__text) external _chd_load
00007ff80c687645 (__TEXT,__text) external _chd_new
00007ff80c68799a (__TEXT,__text) external _chd_pack
00007ff80c6879dc (__TEXT,__text) external _chd_packed_size
00007ff80c687a5d (__TEXT,__text) external _chd_ph_config_destroy
00007ff80c687a1e (__TEXT,__text) external _chd_ph_config_new
00007ff80c687a96 (__TEXT,__text) external _chd_ph_config_set_b
00007ff80c68e355 (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff80c687a83 (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff80c687abb (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff80c68e378 (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff80c68888c (__TEXT,__text) external _chd_ph_destroy
00007ff80c6887a2 (__TEXT,__text) external _chd_ph_dump
00007ff80c68868f (__TEXT,__text) external _chd_ph_load
00007ff80c687ae0 (__TEXT,__text) external _chd_ph_new
00007ff80c68e39b (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff80c68895e (__TEXT,__text) external _chd_ph_pack
00007ff80c6889bb (__TEXT,__text) external _chd_ph_packed_size
00007ff80c6888c7 (__TEXT,__text) external _chd_ph_search
00007ff80c6889ec (__TEXT,__text) external _chd_ph_search_packed
00007ff80c68796d (__TEXT,__text) external _chd_search
00007ff80c6879f0 (__TEXT,__text) external _chd_search_packed
00007ff80c68d777 (__TEXT,__text) external _check_primality
00007ff80c688cc5 (__TEXT,__text) external _chm_config_destroy
00007ff80c688c9a (__TEXT,__text) external _chm_config_new
00007ff80c688cd3 (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff80c6894ac (__TEXT,__text) external _chm_destroy
00007ff80c6891e5 (__TEXT,__text) external _chm_dump
00007ff80c68930d (__TEXT,__text) external _chm_load
00007ff80c688d06 (__TEXT,__text) external _chm_new
00007ff80c68e3bc (__TEXT,__text) non-external _chm_new.cold.1
00007ff80c6894f9 (__TEXT,__text) external _chm_pack
00007ff80c6895a7 (__TEXT,__text) external _chm_packed_size
00007ff80c689434 (__TEXT,__text) external _chm_search
00007ff80c6895fe (__TEXT,__text) external _chm_search_packed
00007ff80c689113 (__TEXT,__text) non-external _chm_traverse
00007ff80c689ebb (__TEXT,__text) external _cmph_config_destroy
00007ff80c68e51b (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff80c689ca3 (__TEXT,__text) external _cmph_config_new
00007ff80c68e4b2 (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff80c689cd4 (__TEXT,__text) external _cmph_config_set_algo
00007ff80c68e4d5 (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff80c68e4f8 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff80c689e3a (__TEXT,__text) external _cmph_config_set_b
00007ff80c689ffc (__TEXT,__text) external _cmph_config_set_graphsize
00007ff80c689f81 (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff80c689e8c (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff80c689eaa (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff80c689e29 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff80c689e18 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff80c689f78 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff80c68a2dd (__TEXT,__text) external _cmph_destroy
00007ff80c68e5ca (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff80c68a0fc (__TEXT,__text) external _cmph_dump
00007ff80c68e561 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff8426b3ab0 (__DATA,__data) external _cmph_hash_names
00007ff80c6899bc (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff80c689ac0 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff80c6896c4 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff80c68e3e0 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff80c68995a (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff80c689964 (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff80c68e403 (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff80c6899b2 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff80c689adf (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff80c68e46c (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff80c68e48f (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff80c689be3 (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff80c689c02 (__TEXT,__text) external _cmph_io_vector_adapter
00007ff80c689c84 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff80c6899e8 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff80c68e426 (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff80c68e449 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff80c68a178 (__TEXT,__text) external _cmph_load
00007ff80c68e584 (__TEXT,__text) non-external _cmph_load.cold.1
00007ff8426b3a60 (__DATA,__data) external _cmph_names
00007ff80c68a007 (__TEXT,__text) external _cmph_new
00007ff80c68e53e (__TEXT,__text) non-external _cmph_new.cold.1
00007ff80c68a358 (__TEXT,__text) external _cmph_pack
00007ff80c68e5ed (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff80c68a3dc (__TEXT,__text) external _cmph_packed_size
00007ff80c68e610 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff80c68a254 (__TEXT,__text) external _cmph_search
00007ff80c68e5a7 (__TEXT,__text) non-external _cmph_search.cold.1
00007ff80c68a458 (__TEXT,__text) external _cmph_search_packed
00007ff80c68e633 (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff80c68a2d4 (__TEXT,__text) external _cmph_size
00007ff80c68a6b8 (__TEXT,__text) external _compressed_rank_destroy
00007ff80c68a95c (__TEXT,__text) external _compressed_rank_dump
00007ff80c68a6e4 (__TEXT,__text) external _compressed_rank_generate
00007ff80c68a931 (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff80c68a68f (__TEXT,__text) external _compressed_rank_init
00007ff80c68aa41 (__TEXT,__text) external _compressed_rank_load
00007ff80c68aac9 (__TEXT,__text) external _compressed_rank_pack
00007ff80c68ab28 (__TEXT,__text) external _compressed_rank_packed_size
00007ff80c68a83e (__TEXT,__text) external _compressed_rank_query
00007ff80c68ab54 (__TEXT,__text) external _compressed_rank_query_packed
00007ff80c68ac80 (__TEXT,__text) external _compressed_seq_destroy
00007ff80c68b0a8 (__TEXT,__text) external _compressed_seq_dump
00007ff80c68acb7 (__TEXT,__text) external _compressed_seq_generate
00007ff80c68af30 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff80c68ac52 (__TEXT,__text) external _compressed_seq_init
00007ff80c68b1cb (__TEXT,__text) external _compressed_seq_load
00007ff80c68b2a1 (__TEXT,__text) external _compressed_seq_pack
00007ff80c68b300 (__TEXT,__text) external _compressed_seq_packed_size
00007ff80c68af68 (__TEXT,__text) external _compressed_seq_query
00007ff80c68e656 (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff80c68b337 (__TEXT,__text) external _compressed_seq_query_packed
00007ff80c68cc29 (__TEXT,__text) non-external _cyclic_del_edge
00007ff80c68cae0 (__TEXT,__text) non-external _del_edge_point
00007ff80c68e9dd (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff80c68c746 (__TEXT,__text) external _fch_buckets_destroy
00007ff80c68e8f6 (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff80c68c5a4 (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff80c68e893 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff80c68e8b4 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff80c68c51a (__TEXT,__text) external _fch_buckets_get_key
00007ff80c68e7c9 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff80c68e7ea (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff80c68e80b (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff80c68c556 (__TEXT,__text) external _fch_buckets_get_keylength
00007ff80c68e82e (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff80c68e84f (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff80c68e870 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff80c68c592 (__TEXT,__text) external _fch_buckets_get_max_size
00007ff80c68c59b (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff80c68c4f3 (__TEXT,__text) external _fch_buckets_get_size
00007ff80c68e785 (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff80c68e7a6 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff80c68c3f8 (__TEXT,__text) external _fch_buckets_insert
00007ff80c68e6ff (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff80c68e720 (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff80c68e741 (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff80c68e762 (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff80c68c3cb (__TEXT,__text) external _fch_buckets_is_empty
00007ff80c68e6bb (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff80c68e6dc (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff80c68c352 (__TEXT,__text) external _fch_buckets_new
00007ff80c68e679 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff80c68e69a (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff80c68c68b (__TEXT,__text) external _fch_buckets_print
00007ff80c68e8d5 (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff80c68b53d (__TEXT,__text) external _fch_calc_b
00007ff80c68b58e (__TEXT,__text) external _fch_calc_p1
00007ff80c68b5a9 (__TEXT,__text) external _fch_calc_p2
00007ff80c68b4c6 (__TEXT,__text) external _fch_config_destroy
00007ff80c68b493 (__TEXT,__text) external _fch_config_new
00007ff80c68b4d4 (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff80c68c0a2 (__TEXT,__text) external _fch_destroy
00007ff80c68bd57 (__TEXT,__text) external _fch_dump
00007ff80c68be99 (__TEXT,__text) external _fch_load
00007ff80c68b5c4 (__TEXT,__text) external _fch_new
00007ff80c68c0df (__TEXT,__text) external _fch_pack
00007ff80c68c1cf (__TEXT,__text) external _fch_packed_size
00007ff80c68c00e (__TEXT,__text) external _fch_search
00007ff80c68c21f (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff80c68cf3d (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80c68c99c (__TEXT,__text) external _graph_add_edge
00007ff80c68e917 (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff80c68e938 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff80c68e959 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff80c68e97a (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff80c68c863 (__TEXT,__text) external _graph_clear_edges
00007ff80c68ce3e (__TEXT,__text) external _graph_contains_edge
00007ff80c68caa9 (__TEXT,__text) external _graph_del_edge
00007ff80c68c8b9 (__TEXT,__text) external _graph_destroy
00007ff80c68ca0f (__TEXT,__text) external _graph_edge_id
00007ff80c68e99b (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff80c68e9bc (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff80c68cb89 (__TEXT,__text) external _graph_is_cyclic
00007ff80c68cee7 (__TEXT,__text) external _graph_ncritical_nodes
00007ff80c68cef0 (__TEXT,__text) external _graph_neighbors_it
00007ff80c68c7e3 (__TEXT,__text) external _graph_new
00007ff80c68cf06 (__TEXT,__text) external _graph_next_neighbor
00007ff80c68ccbd (__TEXT,__text) external _graph_node_is_critical
00007ff80c68cce5 (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff80c68c8f4 (__TEXT,__text) external _graph_print
00007ff80c68ced4 (__TEXT,__text) external _graph_vertex_id
00007ff80c68cfef (__TEXT,__text) external _hash
00007ff80c68ea21 (__TEXT,__text) non-external _hash.cold.1
00007ff80c68d1e3 (__TEXT,__text) external _hash_get_type
00007ff80c68d1b2 (__TEXT,__text) external _hash_packed
00007ff80c68eb0c (__TEXT,__text) non-external _hash_packed.cold.1
00007ff80c68d100 (__TEXT,__text) external _hash_state_copy
00007ff80c68ea84 (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff80c68d178 (__TEXT,__text) external _hash_state_destroy
00007ff80c68eaa5 (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff80c68d017 (__TEXT,__text) external _hash_state_dump
00007ff80c68ea63 (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff80c68d123 (__TEXT,__text) external _hash_state_load
00007ff80c68cfd3 (__TEXT,__text) external _hash_state_new
00007ff80c68ea00 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff80c68d18c (__TEXT,__text) external _hash_state_pack
00007ff80c68eac6 (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff80c68d1a0 (__TEXT,__text) external _hash_state_packed_size
00007ff80c68eae9 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff80c68d003 (__TEXT,__text) external _hash_vector
00007ff80c68ea42 (__TEXT,__text) non-external _hash_vector.cold.1
00007ff80c68d1c9 (__TEXT,__text) external _hash_vector_packed
00007ff80c68eb2f (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff80c68d22b (__TEXT,__text) external _jenkins_hash
00007ff80c68d5d2 (__TEXT,__text) external _jenkins_hash_packed
00007ff80c68d518 (__TEXT,__text) external _jenkins_hash_vector_
00007ff80c68d616 (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff80c68d569 (__TEXT,__text) external _jenkins_state_copy
00007ff80c68d221 (__TEXT,__text) external _jenkins_state_destroy
00007ff80c68d525 (__TEXT,__text) external _jenkins_state_dump
00007ff80c68d58d (__TEXT,__text) external _jenkins_state_load
00007ff80c68d1ec (__TEXT,__text) external _jenkins_state_new
00007ff80c68d5b2 (__TEXT,__text) external _jenkins_state_pack
00007ff80c68d5c7 (__TEXT,__text) external _jenkins_state_packed_size
00007ff80c689a42 (__TEXT,__text) non-external _key_byte_vector_read
00007ff80c689943 (__TEXT,__text) non-external _key_nlfile_dispose
00007ff80c6897ed (__TEXT,__text) non-external _key_nlfile_read
00007ff80c689950 (__TEXT,__text) non-external _key_nlfile_rewind
00007ff80c689b7a (__TEXT,__text) non-external _key_struct_vector_read
00007ff80c689bd6 (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff80c689aa6 (__TEXT,__text) non-external _key_vector_dispose
00007ff80c689c2e (__TEXT,__text) non-external _key_vector_read
00007ff80c689ab3 (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff80c68eed0 (__TEXT,__const) non-external _lookup_table
00007ff80c68d65e (__TEXT,__text) external _lsmap_append
00007ff80c68d741 (__TEXT,__text) external _lsmap_destroy
00007ff80c68d6ec (__TEXT,__text) external _lsmap_foreach_key
00007ff80c68d716 (__TEXT,__text) external _lsmap_foreach_value
00007ff80c68d622 (__TEXT,__text) external _lsmap_new
00007ff80c68d6ac (__TEXT,__text) external _lsmap_search
00007ff80c68d64d (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80c68b507 (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff80c688abd (__TEXT,__text) non-external _place_bucket_probe
00007ff80c68eec8 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff80c68f680 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
00007ff80c68d9bb (__TEXT,__text) external _select_destroy
00007ff80c68dc28 (__TEXT,__text) external _select_dump
00007ff80c68d9e4 (__TEXT,__text) external _select_generate
00007ff80c68d99d (__TEXT,__text) external _select_get_space_usage
00007ff80c68d989 (__TEXT,__text) external _select_init
00007ff80c68dcd3 (__TEXT,__text) external _select_load
00007ff80c68f780 (__TEXT,__const) non-external _select_lookup_table
00007ff80c68dbc2 (__TEXT,__text) external _select_next_query
00007ff80c68de93 (__TEXT,__text) external _select_next_query_packed
00007ff80c68dd88 (__TEXT,__text) external _select_pack
00007ff80c68dde7 (__TEXT,__text) external _select_packed_size
00007ff80c68db4e (__TEXT,__text) external _select_query
00007ff80c68de06 (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff80c68eea8 (__TEXT,__const) non-external _valuemask
00007ff80c68dff8 (__TEXT,__text) external _vqueue_destroy
00007ff80c68df52 (__TEXT,__text) external _vqueue_insert
00007ff80c68eb52 (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff80c68df41 (__TEXT,__text) external _vqueue_is_empty
00007ff80c68defa (__TEXT,__text) external _vqueue_new
00007ff80c68df9a (__TEXT,__text) external _vqueue_print
00007ff80c68df77 (__TEXT,__text) external _vqueue_remove
00007ff80c68eb73 (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff80c68e040 (__TEXT,__text) external _vstack_destroy
00007ff80c68ebb5 (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff80c68e12a (__TEXT,__text) external _vstack_empty
00007ff80c68ecbd (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff80c68e017 (__TEXT,__text) external _vstack_new
00007ff80c68eb94 (__TEXT,__text) non-external _vstack_new.cold.1
00007ff80c68e0e7 (__TEXT,__text) external _vstack_pop
00007ff80c68ec39 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff80c68ec5a (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff80c68e06a (__TEXT,__text) external _vstack_push
00007ff80c68ebd6 (__TEXT,__text) non-external _vstack_push.cold.1
00007ff80c68e09b (__TEXT,__text) external _vstack_reserve
00007ff80c68ebf7 (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff80c68ec18 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff80c68e142 (__TEXT,__text) external _vstack_size
00007ff80c68e106 (__TEXT,__text) external _vstack_top
00007ff80c68ec7b (__TEXT,__text) non-external _vstack_top.cold.1
00007ff80c68ec9c (__TEXT,__text) non-external _vstack_top.cold.2
