000000000019ab10 (__DATA,__data) external _AKAdornmentZPositionOffset
000000000019a010 (__DATA,__data) external _AKAnnotationChangeObjectKey
0000000000199ff8 (__DATA,__data) external _AKAnnotationLayerSetupCompleteNotification
000000000019a008 (__DATA,__data) external _AKAnnotationPropertiesChangedNotification
000000000019a000 (__DATA,__data) external _AKAnnotationsAddedOrRemovedNotification
0000000000145950 (__DATA,__const) external _AKAttributeControllerInkDidChangeNotification
0000000000145ab8 (__DATA,__const) external _AKChildAnnotationUUIDAssociatedObjectKey
0000000000145740 (__DATA,__const) external _AKContentScrollViewEndScrollOrMagnifyNotification
0000000000145738 (__DATA,__const) external _AKContentScrollViewVisibleRectChangeNotification
0000000000199fe0 (__DATA,__data) external _AKControllerSuggestedTouchBarItemChanged
000000000019a040 (__DATA,__data) external _AKControllerWillSaveNotification
0000000000145510 (__DATA,__const) external _AKControllerWillTeardownNotification
000000000019a020 (__DATA,__data) external _AKDidEndEditingTextAnnotationNotification
000000000019a028 (__DATA,__data) external _AKEditingTextAnnotationKey
00000000000e816b (__TEXT,__text) external _AKLog
0000000000145ab0 (__DATA,__const) external _AKParentAnnotationUUIDAssociatedObjectKey
0000000000199c48 (__DATA,__data) external _AKPointOfInterestRadius_Handle_Alternate
0000000000199c40 (__DATA,__data) external _AKPointOfInterestSize_Handle
0000000000199c38 (__DATA,__data) external _AKPointOfInterestSize_LargestHandleSize
000000000009d3d9 (__TEXT,__text) external _AKQuadrilateralCreateDictionaryRepresentation
000000000009db37 (__TEXT,__text) external _AKQuadrilateralMakeWithDictionaryRepresentation
0000000000145150 (__DATA,__const) external _AKRawDataForCoder
000000000019a030 (__DATA,__data) external _AKSelectionChangedNotification
000000000019a038 (__DATA,__data) external _AKSelectionChangedPageModelControllerKey
000000000019a048 (__DATA,__data) external _AKStatisticsDocumentTypeImage
000000000019a050 (__DATA,__data) external _AKStatisticsDocumentTypePDF
0000000000199ff0 (__DATA,__data) external _AKTouchBarItemIdentifierHighlights
0000000000199fe8 (__DATA,__data) external _AKTouchBarItemIdentifierMain
000000000019a018 (__DATA,__data) external _AKWillBeginEditingTextAnnotationNotification
000000000013ee50 (__TEXT,__const) external _AKZeroQuadrilateral
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorGetAlpha (from CoreGraphics)
                 (undefined) external _CGColorGetComponents (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateLab (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorTransformConvertColor (from CoreGraphics)
                 (undefined) external _CGColorTransformCreate (from CoreGraphics)
                 (undefined) external _CGContextAddCurveToPoint (from CoreGraphics)
                 (undefined) external _CGContextAddEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextAddPath (from CoreGraphics)
                 (undefined) external _CGContextAddRect (from CoreGraphics)
                 (undefined) external _CGContextBeginPath (from CoreGraphics)
                 (undefined) external _CGContextBeginTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextBeginTransparencyLayerWithRect (from CoreGraphics)
                 (undefined) external _CGContextClearRect (from CoreGraphics)
                 (undefined) external _CGContextClip (from CoreGraphics)
                 (undefined) external _CGContextClipToMask (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextClosePath (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextConvertRectToDeviceSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertRectToUserSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertSizeToDeviceSpace (from CoreGraphics)
                 (undefined) external _CGContextConvertSizeToUserSpace (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextDrawPDFPage (from CoreGraphics)
                 (undefined) external _CGContextEOClip (from CoreGraphics)
                 (undefined) external _CGContextEOFillPath (from CoreGraphics)
                 (undefined) external _CGContextEndTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextFillEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextFillPath (from CoreGraphics)
                 (undefined) external _CGContextFillRect (from CoreGraphics)
                 (undefined) external _CGContextGetCTM (from CoreGraphics)
                 (undefined) external _CGContextGetClipBoundingBox (from CoreGraphics)
                 (undefined) external _CGContextGetType (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRestoreGState (from CoreGraphics)
                 (undefined) external _CGContextSaveGState (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetFillColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetFlatness (from CoreGraphics)
                 (undefined) external _CGContextSetGrayFillColor (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineCap (from CoreGraphics)
                 (undefined) external _CGContextSetLineDash (from CoreGraphics)
                 (undefined) external _CGContextSetLineJoin (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetMiterLimit (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldAntialias (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSubpixelPositionFonts (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSubpixelQuantizeFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextStrokeEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextStrokeLineSegments (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataConsumerCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataConsumerRelease (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayHideCursor (from CoreGraphics)
                 (undefined) external _CGDisplayShowCursor (from CoreGraphics)
                 (undefined) external _CGEventCreate (from CoreGraphics)
                 (undefined) external _CGEventGetLocation (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageWriteToFile (from CoreGraphics)
                 (undefined) external _CGPDFContextBeginPage (from CoreGraphics)
                 (undefined) external _CGPDFContextClose (from CoreGraphics)
                 (undefined) external _CGPDFContextCreate (from CoreGraphics)
                 (undefined) external _CGPDFContextEndPage (from CoreGraphics)
                 (undefined) external _CGPDFDocumentCreateWithProvider (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetNumberOfPages (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetPage (from CoreGraphics)
                 (undefined) external _CGPDFDocumentRelease (from CoreGraphics)
                 (undefined) external _CGPDFDocumentRetain (from CoreGraphics)
                 (undefined) external _CGPDFPageGetBoxRect (from CoreGraphics)
                 (undefined) external _CGPathAddArc (from CoreGraphics)
                 (undefined) external _CGPathAddCurveToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddEllipseInRect (from CoreGraphics)
                 (undefined) external _CGPathAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddPath (from CoreGraphics)
                 (undefined) external _CGPathAddQuadCurveToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddRect (from CoreGraphics)
                 (undefined) external _CGPathApply (from CoreGraphics)
                 (undefined) external _CGPathCloseSubpath (from CoreGraphics)
                 (undefined) external _CGPathContainsPoint (from CoreGraphics)
                 (undefined) external _CGPathCreateCopy (from CoreGraphics)
                 (undefined) external _CGPathCreateCopyByStrokingPath (from CoreGraphics)
                 (undefined) external _CGPathCreateCopyByTransformingPath (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathCreateMutableCopy (from CoreGraphics)
                 (undefined) external _CGPathCreateWithEllipseInRect (from CoreGraphics)
                 (undefined) external _CGPathCreateWithRect (from CoreGraphics)
                 (undefined) external _CGPathCreateWithRoundedRect (from CoreGraphics)
                 (undefined) external _CGPathGetBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathGetCurrentPoint (from CoreGraphics)
                 (undefined) external _CGPathGetPathBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathIsEmpty (from CoreGraphics)
                 (undefined) external _CGPathMoveToPoint (from CoreGraphics)
                 (undefined) external _CGPathRelease (from CoreGraphics)
                 (undefined) external _CGPathRetain (from CoreGraphics)
                 (undefined) external _CGPointCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectApplyAffineTransform (from CoreGraphics)
                 (undefined) external _CGRectContainsPoint (from CoreGraphics)
                 (undefined) external _CGRectContainsRect (from CoreGraphics)
                 (undefined) external _CGRectCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectDivide (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInfinite (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIntersectsRect (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectIsInfinite (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectNull (from CoreGraphics)
                 (undefined) external _CGRectOffset (from CoreGraphics)
                 (undefined) external _CGRectStandardize (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGSizeMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CGWarpMouseCursorPosition (from CoreGraphics)
                 (undefined) external _CMFormatDescriptionGetMediaType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetImageBuffer (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionGetDimensions (from CoreMedia)
                 (undefined) external _CTFontCollectionCopyFontAttribute (from CoreText)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
                 (undefined) external _NSAccessibilityChildrenAttribute (from AppKit)
                 (undefined) external _NSAccessibilityDescriptionAttribute (from AppKit)
                 (undefined) external _NSAccessibilityHandleFocusChanged (from AppKit)
                 (undefined) external _NSAccessibilityIdentifierAttribute (from AppKit)
                 (undefined) external _NSAccessibilityRadioButtonRole (from AppKit)
                 (undefined) external _NSAccessibilityRadioGroupRole (from AppKit)
                 (undefined) external _NSAccessibilityUnignoredDescendant (from AppKit)
                 (undefined) external _NSApp (from AppKit)
                 (undefined) external _NSBackgroundColorAttributeName (from AppKit)
                 (undefined) external _NSBackgroundColorDocumentAttribute (from AppKit)
                 (undefined) external _NSCalibratedWhiteColorSpace (from AppKit)
                 (undefined) external _NSCreateMapTable (from Foundation)
                 (undefined) external _NSDeviceWhiteColorSpace (from AppKit)
                 (undefined) external _NSDisableScreenUpdates (from AppKit)
                 (undefined) external _NSDivideRect (from Foundation)
                 (undefined) external _NSDocumentTypeDocumentAttribute (from AppKit)
                 (undefined) external _NSEnableScreenUpdates (from AppKit)
                 (undefined) external _NSEqualRects (from Foundation)
                 (undefined) external _NSEqualSizes (from Foundation)
                 (undefined) external _NSEventTrackingRunLoopMode (from AppKit)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSFontCollectionUser (from CoreText)
                 (undefined) external _NSForegroundColorAttributeName (from AppKit)
                 (undefined) external _NSFreeMapTable (from Foundation)
                 (undefined) external _NSGenericException (from CoreFoundation)
                 (undefined) external _NSGetSizeAndAlignment (from CoreFoundation)
                 (undefined) external _NSImageNameTouchBarTextBoxTemplate (from AppKit)
                 (undefined) external _NSInsetRect (from Foundation)
                 (undefined) external _NSIntegerMapKeyCallBacks (from Foundation)
                 (undefined) external _NSIntegralRectWithOptions (from Foundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSIntersectionRect (from Foundation)
                 (undefined) external _NSIntersectsRect (from Foundation)
                 (undefined) external _NSInvalidArchiveOperationException (from Foundation)
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSKeyValueChangeIndexesKey (from Foundation)
                 (undefined) external _NSKeyValueChangeKindKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNewKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNotificationIsPriorKey (from Foundation)
                 (undefined) external _NSKeyValueChangeOldKey (from Foundation)
                 (undefined) external _NSKeyedArchiveRootObjectKey (from Foundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSMapGet (from Foundation)
                 (undefined) external _NSMapInsert (from Foundation)
                 (undefined) external _NSMenuDidBeginTrackingNotification (from AppKit)
                 (undefined) external _NSMenuDidEndTrackingNotification (from AppKit)
                 (undefined) external _NSMouseInRect (from Foundation)
                 (undefined) external _NSNonOwnedPointerMapValueCallBacks (from Foundation)
                 (undefined) external _NSParagraphStyleAttributeName (from AppKit)
                 (undefined) external _NSPointInRect (from Foundation)
                 (undefined) external _NSPopoverWillCloseNotification (from AppKit)
                 (undefined) external _NSRTFTextDocumentType (from AppKit)
                 (undefined) external _NSRangeException (from CoreFoundation)
                 (undefined) external _NSRectFill (from AppKit)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSScrollViewDidEndLiveMagnifyNotification (from AppKit)
                 (undefined) external _NSScrollViewWillStartLiveMagnifyNotification (from AppKit)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSStrikethroughColorAttributeName (from AppKit)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSStringFromRect (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSStringFromSize (from Foundation)
                 (undefined) external _NSStrokeColorAttributeName (from AppKit)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSTouchBarItemIdentifierFlexibleSpace (from AppKit)
                 (undefined) external _NSUnderlineColorAttributeName (from AppKit)
                 (undefined) external _NSUnderlineStyleAttributeName (from AppKit)
                 (undefined) external _NSUndoManagerCheckpointNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidCloseUndoGroupNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidRedoChangeNotification (from Foundation)
                 (undefined) external _NSUndoManagerDidUndoChangeNotification (from Foundation)
                 (undefined) external _NSWindowWillCloseNotification (from AppKit)
                 (undefined) external _NSZeroPoint (from Foundation)
                 (undefined) external _NSZeroRect (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
0000000000197338 (__DATA,__objc_data) external _OBJC_CLASS_$_AKActionController
0000000000198288 (__DATA,__objc_data) external _OBJC_CLASS_$_AKAnnotation
0000000000195948 (__DATA,__objc_data) external _OBJC_CLASS_$_AKAnnotationEventHandler
00000000001959c0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKAnnotationPointOfInterestHelper
0000000000197180 (__DATA,__objc_data) external _OBJC_CLASS_$_AKAnnotationRenderer
00000000001966e0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKArrowAnnotation
0000000000198350 (__DATA,__objc_data) external _OBJC_CLASS_$_AKArrowShapeAnnotation
00000000001972e8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKAttributeController
0000000000195330 (__DATA,__objc_data) external _OBJC_CLASS_$_AKBorderMaskAnnotation
0000000000196208 (__DATA,__objc_data) external _OBJC_CLASS_$_AKController
0000000000198698 (__DATA,__objc_data) external _OBJC_CLASS_$_AKControllerForTesting
0000000000197900 (__DATA,__objc_data) external _OBJC_CLASS_$_AKCropAnnotation
0000000000198b70 (__DATA,__objc_data) external _OBJC_CLASS_$_AKDoodleAnnotation
0000000000198918 (__DATA,__objc_data) external _OBJC_CLASS_$_AKGeometryHelper
00000000001997f0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKHeartAnnotation
0000000000197d60 (__DATA,__objc_data) external _OBJC_CLASS_$_AKHighlightAnnotation
0000000000195c90 (__DATA,__objc_data) external _OBJC_CLASS_$_AKImageAnnotation
0000000000195790 (__DATA,__objc_data) external _OBJC_CLASS_$_AKInkAnnotation
00000000001989b8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKInkSignatureView
0000000000198aa8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKLayerPresentationManager
0000000000194bb0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKLoupeAnnotation
0000000000196d98 (__DATA,__objc_data) external _OBJC_CLASS_$_AKMainEventHandler
0000000000196118 (__DATA,__objc_data) external _OBJC_CLASS_$_AKModelController
0000000000196460 (__DATA,__objc_data) external _OBJC_CLASS_$_AKNoteAnnotation
0000000000199520 (__DATA,__objc_data) external _OBJC_CLASS_$_AKOvalAnnotation
0000000000196cf8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKOverlayView
00000000001991d8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKPageController
0000000000199598 (__DATA,__objc_data) external _OBJC_CLASS_$_AKPageControllerForTesting
0000000000198b20 (__DATA,__objc_data) external _OBJC_CLASS_$_AKPageModelController
0000000000196a50 (__DATA,__objc_data) external _OBJC_CLASS_$_AKPolygonAnnotation
0000000000199070 (__DATA,__objc_data) external _OBJC_CLASS_$_AKPopupAnnotation
00000000001976d0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKRectAnnotation
0000000000194e30 (__DATA,__objc_data) external _OBJC_CLASS_$_AKRectangularShapeAnnotation
0000000000195ab0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKSecureSerializationHelper
0000000000198490 (__DATA,__objc_data) external _OBJC_CLASS_$_AKShapeAnnotation
0000000000196ca8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKSignature
00000000001970e0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKSignatureAnnotation
0000000000196758 (__DATA,__objc_data) external _OBJC_CLASS_$_AKSignatureView
00000000001996b0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKSpeechBubbleAnnotation
0000000000194cf0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKStarAnnotation
00000000001965a0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKStarAnnotationRenderer
0000000000197bd0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKStrokedAnnotation
0000000000194c28 (__DATA,__objc_data) external _OBJC_CLASS_$_AKTextAnnotationAttributeHelper
00000000001958a8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKTextBoxAnnotation
0000000000194d18 (__DATA,__objc_data) external _OBJC_CLASS_$_AKTextFieldAnnotation
0000000000196d70 (__DATA,__objc_data) external _OBJC_CLASS_$_AKThoughtBubbleAnnotation
00000000001953a8 (__DATA,__objc_data) external _OBJC_CLASS_$_AKToolbarViewController
0000000000198990 (__DATA,__objc_data) external _OBJC_CLASS_$_AKTriangleAnnotation
0000000000197428 (__DATA,__objc_data) external _OBJC_CLASS_$_AKUndoController
                 (undefined) external _OBJC_CLASS_$_AVCaptureDevice (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVCaptureDeviceInput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVCaptureSession (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVCaptureVideoDataOutput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVCaptureVideoPreviewLayer (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_CABasicAnimation (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAFilter (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CALayer (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAShapeLayer (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CATransaction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CHBoxcarFilterPointFIFO (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CHDrawing (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CHPointFIFO (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CHPointStrokeFIFO (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CHQuadCurvePointFIFO (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CHRecognizer (from CoreHandwriting)
                 (undefined) external _OBJC_CLASS_$_CIColor (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_NSActionCell (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAffineTransform (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSAlert (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAnimationContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBezierPath (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBitmapImageRep (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBlockOperation (from Foundation)
