00007ff807464940 (__TEXT,__const) non-external _A1_Table
00007ff8405f6ed0 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanar48_vtbl
00007ff8405f6f30 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanar96_vtbl
00007ff8405f6e70 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_LookupTable_Planar8toPlanarF_vtbl
00007ff8405f6d50 (__DATA_CONST,__const) non-external _CompressPassesToLUT.LUTPass_TableLookup_Planar8_vtbl
00007ff806e7a830 (__TEXT,__text) non-external _ComputeTileSize
00007ff8073d46c0 (__TEXT,__text) non-external _ComputeTileSize.cold.1
00007ff806f86cb0 (__TEXT,__text) non-external (was a private external) _ContrastStretch_ARGBFFFF_AVX
00007ff806f85050 (__TEXT,__text) non-external (was a private external) _ContrastStretch_PlanarF_AVX
00007ff8070f1a20 (__TEXT,__text) non-external _Convert10ToF
00007ff8070f0e00 (__TEXT,__text) non-external _Convert10toSomethingPass_Print
00007ff8070f1b70 (__TEXT,__text) non-external _Convert11ToF
00007ff8070f1cc0 (__TEXT,__text) non-external _Convert12ToF
00007ff8070f1e10 (__TEXT,__text) non-external _Convert13ToF
00007ff8070f1f60 (__TEXT,__text) non-external _Convert14ToF
00007ff8070f20b0 (__TEXT,__text) non-external _Convert15ToF
00007ff806e4e250 (__TEXT,__text) non-external (was a private external) _Convert16UToF
00007ff8070f2200 (__TEXT,__text) non-external _Convert17ToF
00007ff8070f2350 (__TEXT,__text) non-external _Convert18ToF
00007ff8070f24a0 (__TEXT,__text) non-external _Convert19ToF
00007ff8070ef4a0 (__TEXT,__text) non-external _Convert1To8Bit
00007ff8070f25f0 (__TEXT,__text) non-external _Convert20ToF
00007ff8070f2740 (__TEXT,__text) non-external _Convert21ToF
00007ff8070f2890 (__TEXT,__text) non-external _Convert22ToF
00007ff8070f29e0 (__TEXT,__text) non-external _Convert23ToF
00007ff8070f2b30 (__TEXT,__text) non-external _Convert24ToF
00007ff8070f2c80 (__TEXT,__text) non-external _Convert25ToF
00007ff8070f2dd0 (__TEXT,__text) non-external _Convert26ToF
00007ff8070f2f20 (__TEXT,__text) non-external _Convert27ToF
00007ff8070f3070 (__TEXT,__text) non-external _Convert28ToF
00007ff8070f31c0 (__TEXT,__text) non-external _Convert29ToF
00007ff8070ef5d0 (__TEXT,__text) non-external _Convert2To8Bit
00007ff8070f3310 (__TEXT,__text) non-external _Convert30ToF
00007ff8070f3460 (__TEXT,__text) non-external _Convert31ToF
00007ff8070f35b0 (__TEXT,__text) non-external _Convert32ToF
00007ff8070efbc0 (__TEXT,__text) non-external _Convert3To8Bit
00007ff8070ef700 (__TEXT,__text) non-external _Convert4To8Bit
00007ff8070efcf0 (__TEXT,__text) non-external _Convert5To8Bit
00007ff8070efe20 (__TEXT,__text) non-external _Convert6To8Bit
00007ff8070eff50 (__TEXT,__text) non-external _Convert7To8Bit
00007ff8070ef830 (__TEXT,__text) non-external _Convert8To1Bit
00007ff8070ef960 (__TEXT,__text) non-external _Convert8To2Bit
00007ff8070f0080 (__TEXT,__text) non-external _Convert8To3Bit
00007ff8070efa90 (__TEXT,__text) non-external _Convert8To4Bit
00007ff8070f0180 (__TEXT,__text) non-external _Convert8To5Bit
00007ff8070f0280 (__TEXT,__text) non-external _Convert8To6Bit
00007ff8070f0380 (__TEXT,__text) non-external _Convert8To7Bit
00007ff8070f18d0 (__TEXT,__text) non-external _Convert9ToF
00007ff806df34e0 (__TEXT,__text) non-external _ConvertByteOrderingToDefault
00007ff8405f4350 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed1_vtbl
00007ff8405f43b0 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed2_vtbl
00007ff8405f4410 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_Planar8toIndexed4_vtbl
00007ff8405f4470 (__DATA_CONST,__const) non-external _ConvertDirectToIndexed.Convert_TableLookUp_Planar8toIndexed_vtbl
00007ff8070f3810 (__TEXT,__text) non-external _ConvertFTo10
00007ff8070f3920 (__TEXT,__text) non-external _ConvertFTo11
00007ff8070f3a30 (__TEXT,__text) non-external _ConvertFTo12
00007ff8070f3b40 (__TEXT,__text) non-external _ConvertFTo13
00007ff8070f3c50 (__TEXT,__text) non-external _ConvertFTo14
00007ff8070f3d60 (__TEXT,__text) non-external _ConvertFTo15
00007ff8070f3e70 (__TEXT,__text) non-external _ConvertFTo17
00007ff8070f3f80 (__TEXT,__text) non-external _ConvertFTo18
00007ff8070f4090 (__TEXT,__text) non-external _ConvertFTo19
00007ff8070f41a0 (__TEXT,__text) non-external _ConvertFTo20
00007ff8070f42b0 (__TEXT,__text) non-external _ConvertFTo21
00007ff8070f43c0 (__TEXT,__text) non-external _ConvertFTo22
00007ff8070f44d0 (__TEXT,__text) non-external _ConvertFTo23
00007ff8070f45e0 (__TEXT,__text) non-external _ConvertFTo24
00007ff8070f46f0 (__TEXT,__text) non-external _ConvertFTo25
00007ff8070f4800 (__TEXT,__text) non-external _ConvertFTo26
00007ff8070f4910 (__TEXT,__text) non-external _ConvertFTo27
00007ff8070f4a20 (__TEXT,__text) non-external _ConvertFTo28
00007ff8070f4b30 (__TEXT,__text) non-external _ConvertFTo29
00007ff8070f4c40 (__TEXT,__text) non-external _ConvertFTo30
00007ff8070f4d50 (__TEXT,__text) non-external _ConvertFTo31
00007ff8070f4e60 (__TEXT,__text) non-external _ConvertFTo32
00007ff8070f3700 (__TEXT,__text) non-external _ConvertFTo9
00007ff8070f5340 (__TEXT,__text) non-external _ConvertFloatToHalf
00007ff8405fce30 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16Q12_vtbl
00007ff8405fce90 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB16U_vtbl
00007ff8405fcdd0 (__DATA_CONST,__const) non-external _ConvertFromCVRGB101010.Convert_CVRGB101010toARGB8888_vtbl
00007ff8070f5260 (__TEXT,__text) non-external _ConvertHalfToFloat
00007ff8405f40b0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed1toPlanar8_vtbl
00007ff8405f4110 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed2toPlanar8_vtbl
00007ff8405f4170 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Indexed4toPlanar8_vtbl
00007ff8405f4230 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8ToChunky_vtbl
00007ff8405f42f0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toARGB888_vtbl
00007ff8405f4290 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_Planar8toRGB888_vtbl
00007ff8405f41d0 (__DATA_CONST,__const) non-external _ConvertIndexedToDirect.Convert_TableLookUp_Planar8_vtbl
00007ff806e13660 (__TEXT,__text) non-external (was a private external) _ConvertPass_Delete
00007ff80705d820 (__TEXT,__text) non-external (was a private external) _ConvertPass_Print
00007ff806e136e0 (__TEXT,__text) non-external (was a private external) _ConvertPass_StandardDeallocator
00007ff8405fbd50 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16Q12toCVRGB101010_vtbl
00007ff8405fbdb0 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB16UtoCVRGB101010_vtbl
00007ff8405fbcf0 (__DATA_CONST,__const) non-external _ConvertToCVRGB101010.Convert_ARGB8888toCVRGB101010_vtbl
00007ff8070f4f70 (__TEXT,__text) non-external _Convert_12UTo16U
00007ff8070e9000 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to16U
00007ff8070e8e20 (__TEXT,__text) non-external (was a private external) _Convert_16Q12to8
00007ff8070e91e0 (__TEXT,__text) non-external (was a private external) _Convert_16Q12toF
00007ff8070f5080 (__TEXT,__text) non-external _Convert_16UTo12U
00007ff8070e8b20 (__TEXT,__text) non-external (was a private external) _Convert_16UToF
00007ff8070e89b0 (__TEXT,__text) non-external (was a private external) _Convert_16UToPlanar8
00007ff8070e8f10 (__TEXT,__text) non-external (was a private external) _Convert_16Uto16Q12
00007ff8070fd190 (__TEXT,__text) non-external _Convert_420Yp8_Cb8_Cr8ToARGB8888
00007ff8070fd200 (__TEXT,__text) non-external _Convert_420Yp8_CbCr8ToARGB8888
00007ff8070fd0a0 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB16U
00007ff8070fd070 (__TEXT,__text) non-external _Convert_422CbYpCrYp16ToARGB8888
00007ff8070fcf90 (__TEXT,__text) non-external _Convert_422CbYpCrYp8ToARGB8888
00007ff8070fd1d0 (__TEXT,__text) non-external _Convert_422CbYpCrYp8_AA8ToARGB8888
00007ff8070fd100 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff8070fd0d0 (__TEXT,__text) non-external _Convert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff8070fd240 (__TEXT,__text) non-external _Convert_422YpCbYpCr8ToARGB8888
00007ff8070fd020 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB16U
00007ff8070fd000 (__TEXT,__text) non-external _Convert_444AYpCbCr16ToARGB8888
00007ff8070fcfe0 (__TEXT,__text) non-external _Convert_444AYpCbCr8ToARGB8888
00007ff8070fcfc0 (__TEXT,__text) non-external _Convert_444CbYpCrA8ToARGB8888
00007ff8070fd160 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB16Q12
00007ff8070fd130 (__TEXT,__text) non-external _Convert_444CrYpCb10ToARGB8888
00007ff8070fd040 (__TEXT,__text) non-external _Convert_444CrYpCb8ToARGB8888
00007ff806e38ef0 (__TEXT,__text) non-external (was a private external) _Convert_8to16Q12
00007ff8070f0480 (__TEXT,__text) non-external _Convert_ARGB1555toARGB8888
00007ff8070f04f0 (__TEXT,__text) non-external _Convert_ARGB1555toBGRA8888
00007ff8070fce10 (__TEXT,__text) non-external _Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff8070fce50 (__TEXT,__text) non-external _Convert_ARGB16Q12To444CrYpCb10
00007ff8070fcc80 (__TEXT,__text) non-external _Convert_ARGB16Q12toCVRGB101010
00007ff8070fcdd0 (__TEXT,__text) non-external _Convert_ARGB16UTo422CbYpCrYp16
00007ff8070fcd70 (__TEXT,__text) non-external _Convert_ARGB16UTo444AYpCbCr16
00007ff8070e8aa0 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UToARGB8888
00007ff807467520 (__TEXT,__const) non-external _Convert_ARGB16UToARGB8888.black
00007ff8070fccc0 (__TEXT,__text) non-external _Convert_ARGB16UtoCVRGB101010
00007ff8070e8150 (__TEXT,__text) non-external (was a private external) _Convert_ARGB16UtoRGB16U
00007ff8070fce70 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_Cb8_Cr8
00007ff8070fcec0 (__TEXT,__text) non-external _Convert_ARGB8888To420Yp8_CbCr8
00007ff8070fcdb0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp16
00007ff8070fccf0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8
00007ff8070fcea0 (__TEXT,__text) non-external _Convert_ARGB8888To422CbYpCrYp8_AA8
00007ff8070fcdf0 (__TEXT,__text) non-external _Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff8070fcee0 (__TEXT,__text) non-external _Convert_ARGB8888To422YpCbYpCr8
00007ff8070fcd50 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr16
00007ff8070fcd30 (__TEXT,__text) non-external _Convert_ARGB8888To444AYpCbCr8
00007ff8070fcd10 (__TEXT,__text) non-external _Convert_ARGB8888To444CbYpCrA8
00007ff8070fce30 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb10
00007ff8070fcd90 (__TEXT,__text) non-external _Convert_ARGB8888To444CrYpCb8
00007ff8070e87b0 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToARGB16U
00007ff807467510 (__TEXT,__const) non-external _Convert_ARGB8888ToARGB16U.backColor
00007ff8070e8830 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888ToRGB16U
00007ff807467518 (__TEXT,__const) non-external _Convert_ARGB8888ToRGB16U.backColor
00007ff8070f08d0 (__TEXT,__text) non-external _Convert_ARGB8888toARGB1555
00007ff841d70658 (__DATA,__bss) non-external _Convert_ARGB8888toARGB1555.vConvert_ARGB8888toARGB1555_DitherOrdered
00007ff8070fcc50 (__TEXT,__text) non-external _Convert_ARGB8888toCVRGB101010
00007ff8070f1110 (__TEXT,__text) non-external _Convert_ARGB8888toRGB101010
00007ff8070f09b0 (__TEXT,__text) non-external _Convert_ARGB8888toRGB565
00007ff841d70660 (__DATA,__bss) non-external _Convert_ARGB8888toRGB565.vConvert_ARGB8888toRGB565_DitherOrdered
00007ff8070e80f0 (__TEXT,__text) non-external (was a private external) _Convert_ARGB8888toRGB888
00007ff8070e81b0 (__TEXT,__text) non-external (was a private external) _Convert_ARGBFFFFtoRGBFFF
00007ff8070ed210 (__TEXT,__text) non-external _Convert_BGR888toRGB888
00007ff8074677f0 (__TEXT,__const) non-external _Convert_BGR888toRGB888.permuteMap
00007ff8070f1190 (__TEXT,__text) non-external _Convert_BGRA8888toRGB101010
00007ff8070f0b70 (__TEXT,__text) non-external _Convert_BGRA8888toRGB565
00007ff841d70678 (__DATA,__bss) non-external _Convert_BGRA8888toRGB565.vConvert_BGRA8888toRGB565_DitherOrdered
00007ff8070e80d0 (__TEXT,__text) non-external (was a private external) _Convert_BGRA8888toRGB888
00007ff8070fcf30 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16Q12
00007ff8070fcf60 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB16U
00007ff8070fcf00 (__TEXT,__text) non-external _Convert_CVRGB101010toARGB8888
00007ff8070e8d20 (__TEXT,__text) non-external (was a private external) _Convert_FTo16U
00007ff8070e90f0 (__TEXT,__text) non-external (was a private external) _Convert_Fto16Q12
00007ff8070ee6d0 (__TEXT,__text) non-external _Convert_Indexed1toPlanar8
00007ff8070eea80 (__TEXT,__text) non-external _Convert_Indexed2toPlanar8
00007ff8070eeb00 (__TEXT,__text) non-external _Convert_Indexed4toPlanar8
00007ff8070f5180 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16Q12
00007ff806e41280 (__TEXT,__text) non-external _Convert_Planar16FtoPlanar16U
00007ff806e39560 (__TEXT,__text) non-external _Convert_Planar16Q12toPlanar16F
00007ff8070f5420 (__TEXT,__text) non-external _Convert_Planar16UtoPlanar16F
00007ff8070e86c0 (__TEXT,__text) non-external (was a private external) _Convert_Planar8To16U
00007ff8070eed10 (__TEXT,__text) non-external _Convert_Planar8toARGB8888
00007ff8070eed40 (__TEXT,__text) non-external _Convert_Planar8toIndexed1
00007ff8070eedd0 (__TEXT,__text) non-external _Convert_Planar8toIndexed2
00007ff8070eee60 (__TEXT,__text) non-external _Convert_Planar8toIndexed4
00007ff8070e88b0 (__TEXT,__text) non-external (was a private external) _Convert_Planar8toPlanarF
00007ff8070eecf0 (__TEXT,__text) non-external _Convert_Planar8toRGB888
00007ff8070e8c20 (__TEXT,__text) non-external (was a private external) _Convert_PlanarFtoPlanar8
00007ff8070f0e70 (__TEXT,__text) non-external _Convert_RGB101010toARGB8888
00007ff8070f0f30 (__TEXT,__text) non-external _Convert_RGB101010toBGRA8888
00007ff8070f1440 (__TEXT,__text) non-external _Convert_RGB101010toRGB16U
00007ff8070f1000 (__TEXT,__text) non-external _Convert_RGB101010toRGB888
00007ff8070f12a0 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16Q12
00007ff8070f1370 (__TEXT,__text) non-external _Convert_RGB101010toRGBA16U
00007ff8070f0d30 (__TEXT,__text) non-external _Convert_RGB101010toRGBA8888
00007ff8070f1670 (__TEXT,__text) non-external _Convert_RGB101010toRGBAFFFF
00007ff8070f1740 (__TEXT,__text) non-external _Convert_RGB101010toRGBFFF
00007ff8070e8070 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoARGB16U
00007ff8070f15f0 (__TEXT,__text) non-external _Convert_RGB16UtoRGB101010
00007ff806e3fe80 (__TEXT,__text) non-external (was a private external) _Convert_RGB16UtoRGBA16U
00007ff8070f07d0 (__TEXT,__text) non-external _Convert_RGB565toABGR8888
00007ff8070f05f0 (__TEXT,__text) non-external _Convert_RGB565toARGB8888
00007ff8070f0750 (__TEXT,__text) non-external _Convert_RGB565toBGRA8888
00007ff8070f0860 (__TEXT,__text) non-external _Convert_RGB565toRGB888
00007ff8070f06d0 (__TEXT,__text) non-external _Convert_RGB565toRGBA8888
00007ff8070e8050 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toARGB8888
00007ff806e23db0 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toBGRA8888
00007ff8070f1220 (__TEXT,__text) non-external _Convert_RGB888toRGB101010
00007ff8070f0c50 (__TEXT,__text) non-external _Convert_RGB888toRGB565
00007ff841d70680 (__DATA,__bss) non-external _Convert_RGB888toRGB565.vConvert_RGB888toRGB565_DitherOrdered
00007ff806e2cfe0 (__TEXT,__text) non-external (was a private external) _Convert_RGB888toRGBA8888
00007ff8070f14c0 (__TEXT,__text) non-external _Convert_RGBA16Q12toRGB101010
00007ff8070f1560 (__TEXT,__text) non-external _Convert_RGBA16UtoRGB101010
00007ff8070e8140 (__TEXT,__text) non-external (was a private external) _Convert_RGBA16UtoRGB16U
00007ff8070f0580 (__TEXT,__text) non-external _Convert_RGBA5551toRGBA8888
00007ff8070f1080 (__TEXT,__text) non-external _Convert_RGBA8888toRGB101010
00007ff806e69370 (__TEXT,__text) non-external _Convert_RGBA8888toRGB565
00007ff841d70668 (__DATA,__bss) non-external _Convert_RGBA8888toRGB565.vConvert_RGBA8888toRGB565_DitherOrdered
00007ff8070e80e0 (__TEXT,__text) non-external (was a private external) _Convert_RGBA8888toRGB888
00007ff8070f0a90 (__TEXT,__text) non-external _Convert_RGBA8888toRGBA5551
00007ff841d70670 (__DATA,__bss) non-external _Convert_RGBA8888toRGBA5551.vConvert_RGBA8888toRGBA5551_DitherOrdered
00007ff8070f17c0 (__TEXT,__text) non-external _Convert_RGBAFFFFtoRGB101010
00007ff8070e81a0 (__TEXT,__text) non-external (was a private external) _Convert_RGBAFFFFtoRGBFFF
00007ff8070e80b0 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoARGBFFFF
00007ff8070f1850 (__TEXT,__text) non-external _Convert_RGBFFFtoRGB101010
00007ff8070e8090 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoRGBAFFFF
00007ff806e2b350 (__TEXT,__text) non-external (was a private external) _CopyImageTilingInfo
00007ff806f281a0 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGB8888
00007ff806f1bd50 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGBFFFF
00007ff806f21a80 (__TEXT,__text) non-external (was a private external) _CopyInPlace_Planar8
00007ff806f164a0 (__TEXT,__text) non-external (was a private external) _CopyInPlace_PlanarF
00007ff806e2bd60 (__TEXT,__text) non-external (was a private external) _Copy_Convert
00007ff8070f6960 (__TEXT,__text) non-external _CorrectWithinColorspace
