00000001bea7c918 (__TEXT,__text) non-external +[INRecurrenceRule(REMUInt) rem_recurrenceRuleWithInterval:frequency:]
                 (undefined) external _OBJC_CLASS_$_CNAvatarImageRenderingScope (from ContactsUI)
                 (undefined) external _OBJC_CLASS_$_CNAvatarViewController (from ContactsUI)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNContactFormatter (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNContactStore (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNLabeledValue (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNMutableContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNPhoneNumber (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNPostalAddressFormatter (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CSSearchQuery (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItem (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItemAttributeSet (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_INAddTasksIntent (from Intents)
                 (undefined) external _OBJC_CLASS_$_INDateComponentsRange (from Intents)
                 (undefined) external _OBJC_CLASS_$_INInteraction (from Intents)
                 (undefined) external _OBJC_CLASS_$_INPerson (from Intents)
                 (undefined) external _OBJC_CLASS_$_INPersonHandle (from Intents)
                 (undefined) external _OBJC_CLASS_$_INRecurrenceRule (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSpatialEventTrigger (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSpeakableString (from Intents)
                 (undefined) external _OBJC_CLASS_$_INTask (from Intents)
                 (undefined) external _OBJC_CLASS_$_INTaskList (from Intents)
                 (undefined) external _OBJC_CLASS_$_INTemporalEventTrigger (from Intents)
                 (undefined) external _OBJC_CLASS_$_LPLinkMetadata (from LinkPresentation)
                 (undefined) external _OBJC_CLASS_$_LPMetadataProvider (from LinkPresentation)
                 (undefined) external _OBJC_CLASS_$_LSApplicationRecord (from CoreServices)
                 (undefined) external _OBJC_CLASS_$_MKLocalSearch (from MapKit)
                 (undefined) external _OBJC_CLASS_$_MKLocalSearchCompleter (from MapKit)
                 (undefined) external _OBJC_CLASS_$_MKLocalSearchCompletion (from MapKit)
                 (undefined) external _OBJC_CLASS_$_MKLocalSearchRequest (from MapKit)
                 (undefined) external _OBJC_CLASS_$_MKMapItem (from MapKit)
                 (undefined) external _OBJC_CLASS_$_MKPlacemark (from MapKit)
                 (undefined) external _OBJC_CLASS_$_NLTokenizer (from NaturalLanguage)
                 (undefined) external _OBJC_CLASS_$_NSAlert (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAnimationContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAppearance (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBezierPath (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBitmapImageRep (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBlockOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBox (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSButton (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSByteCountFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCell (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSClipView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSColorSpace (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSControl (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSCursor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDataDetector (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateComponents (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSEvent (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSExtensionItem (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileCoordinator (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFilePromiseReceiver (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSFont (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSGraphicsContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImageRep (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImageSymbolConfiguration (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImageView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSItemProvider (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLayoutConstraint (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLayoutGuide (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSMapTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMenuItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableURLRequest (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNib (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumberFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOperationQueue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPanel (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSPasteboard (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSPasteboardItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRegularExpression (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSpellChecker (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSStackView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSStoryboard (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSStringDrawingContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTableCellView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTableRowView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTableView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTableViewStyleData (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextAttachment (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextCheckingResult (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTextField (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextFieldCell (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextInputContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextStorage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSTextView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSTrackingArea (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUndoManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserActivity (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSViewController (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSVisualEffectView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSWindow (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSWindowController (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSWorkspace (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NUIContainerView (from AppSupportUI)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_source (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_QLThumbnailGenerationRequest (from QuickLookThumbnailing)
                 (undefined) external _OBJC_CLASS_$_QLThumbnailGenerator (from QuickLookThumbnailing)
                 (undefined) external _OBJC_CLASS_$_REMAccount (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAccountCapabilities (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAccountChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAccountStorage (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAlarm (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAlarmLocationTrigger (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAlarmTrigger (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAlarmVehicleTrigger (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAssignment (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMAttachment (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMCRMutableAttributedString (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMColor (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMContactRepresentation (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMDisplayDate (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMError (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMFileAttachment (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMHashtag (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMImageAttachment (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMList (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListBadge (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListShareeContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListShareeContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListStorage (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMListsDataView (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMLog (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMLogStore (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMManualOrdering (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMObjectID (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRecurrenceDayOfWeek (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRecurrenceEnd (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRecurrenceRule (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRecurrenceRuleFormatter (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRegulatoryLogger (from ReminderKitInternal)
                 (undefined) external _OBJC_CLASS_$_REMReminder (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderAssignmentContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderAssignmentContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderAttachmentContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderAttachmentContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderFlaggedContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderFlaggedContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderHashtagContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderHashtagContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMReminderStorage (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMRemindersDataView (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSaveRequest (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSharee (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSmartList (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSmartListChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSmartListCustomContext (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMSmartListCustomContextChangeItem (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMStore (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMStoreContainerToken (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMStructuredLocation (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMTTHashtag (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMTipKitDataView (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMURLAttachment (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMUserActivity (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMUserDefaults (from ReminderKit)
                 (undefined) external _OBJC_CLASS_$_REMXPCDaemonController (from ReminderKit)
00000001d9868a70 (__AUTH,__objc_data) external _OBJC_CLASS_$_RemindersUICoreBundle
00000001d9868ac0 (__AUTH,__objc_data) external _OBJC_CLASS_$_TTRReminderBaseTextStorage
00000001d901e4e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TTRUndoManager
                 (undefined) external _OBJC_CLASS_$_UNUserNotificationCenter (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_WebURLsWithTitles (from WebKit)
                 (undefined) external _OBJC_CLASS_$__DPStringRecorder (from DifferentialPrivacy)
                 (undefined) external _OBJC_CLASS_$__MKLocationShifter (from MapKit)
00000001d901ebd0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore15TTRUserDefaults
00000001d901ec40 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore16TTRListBadgeView
00000001d986b4b0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore16TTRMCNAvatarView
00000001d986a730 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore18TTRMBackgroundView
00000001d9869978 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC15RemindersUICore20TTRMSuggestionWindow
00000001d901e740 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore21TTRGeoLocationService
00000001d986b9c0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore22TTRReminderTextStorage
00000001d986b208 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC15RemindersUICore23TTRMSuggestionTableView
00000001d9869680 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore23TTRSearchQueryPerformer
00000001d901eb48 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore23TTRUserDefaultsObserver
00000001d9869ea0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore24TTRContainerWrappingView
00000001d9868c00 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore24TTRLocationChangeMonitor
00000001d986c848 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC15RemindersUICore24TTRMInlinePermissionView
00000001d986b030 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC15RemindersUICore24TTRMMenuItemTargetAction
