000000025a25077c (__TEXT,__text) external _BSDPClientCreate
000000025a250770 (__TEXT,__text) external _BSDPClientCreateWithInterface
000000025a24fb90 (__TEXT,__text) external _BSDPClientCreateWithInterfaceAndAttributes
000000025a250790 (__TEXT,__text) external _BSDPClientFree
000000025a250868 (__TEXT,__text) external _BSDPClientList
000000025a250eb4 (__TEXT,__text) external _BSDPClientSelect
000000025a24fb58 (__TEXT,__text) external _BSDPImageDescriptionIdentifierImageKind
000000025a24fb20 (__TEXT,__text) external _BSDPImageDescriptionIdentifierIsInstall
000000025a24fae4 (__TEXT,__text) external _BSDPImageDescriptionIdentifierIsServerLocal
000000025a24faa8 (__TEXT,__text) external _BSDPImageDescriptionIndexIsServerLocal
000000025a251430 (__TEXT,__text) external _BSPPClientSelect
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external __os_log_pack_fill (from libSystem)
                 (undefined) external __os_log_pack_size (from libSystem)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _bcmp (from libSystem)
                 (undefined) external _bind (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _inet_aton (from libSystem)
                 (undefined) external _inet_ntoa (from libSystem)
                 (undefined) external _ioctl (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kSCCompAnyRegex (from SystemConfiguration)
                 (undefined) external _kSCDynamicStoreDomainState (from SystemConfiguration)
                 (undefined) external _kSCEntNetDHCP (from SystemConfiguration)
                 (undefined) external _kSCEntNetIPv4 (from SystemConfiguration)
                 (undefined) external _kSCPropInterfaceName (from SystemConfiguration)
                 (undefined) external _kSCPropNetIPv4Addresses (from SystemConfiguration)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
                 (undefined) external _sendto (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _write (from libSystem)
