                 (undefined) external _AVMediaTypeAudio (from AVFoundation)
                 (undefined) external _AVURLAssetPreferPreciseDurationAndTimingKey (from AVFoundation)
                 (undefined) external _AudioFileClose (from AudioToolbox)
                 (undefined) external _AudioFileGetProperty (from AudioToolbox)
                 (undefined) external _AudioFileGetPropertyInfo (from AudioToolbox)
                 (undefined) external _AudioFileOpenURL (from AudioToolbox)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CMTimeAdd (from CoreMedia)
                 (undefined) external _CMTimeCompare (from CoreMedia)
                 (undefined) external _CMTimeConvertScale (from CoreMedia)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CMTimeMake (from CoreMedia)
                 (undefined) external _CMTimeMakeWithSeconds (from CoreMedia)
                 (undefined) external _CMTimeMultiply (from CoreMedia)
                 (undefined) external _CMTimeMultiplyByFloat64 (from CoreMedia)
                 (undefined) external _CMTimeRangeContainsTime (from CoreMedia)
                 (undefined) external _CMTimeRangeMake (from CoreMedia)
                 (undefined) external _CMTimeSubtract (from CoreMedia)
                 (undefined) external _ExtAudioFileDispose (from AudioToolbox)
                 (undefined) external _ExtAudioFileGetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileOpenURL (from AudioToolbox)
0000000241b6eb10 (__TEXT,__const) external _FMSampleRateUnknown
000000028f95c078 (__DATA_CONST,__const) external _FMTimedMetadataIdentifierSegmentKeyOutroStinger
000000028f95c088 (__DATA_CONST,__const) external _FMTimedMetadataIdentifierSegmentKeyPeakValue
000000028f95c050 (__DATA_CONST,__const) external _FMTimedMetadataIdentifierSegmentKeyPriority
000000028f95c048 (__DATA_CONST,__const) external _FMTimedMetadataIdentifierSegmentKeyType
0000000241b46c10 (__TEXT,__text) external _FlexCheckedDynamicCast
000000028f95c000 (__DATA_CONST,__const) external _FlexDBGenreEntityName
000000028f95c008 (__DATA_CONST,__const) external _FlexDBRegionEntityName
000000028f95bff8 (__DATA_CONST,__const) external _FlexDBSongEntityName
0000000241b46ba0 (__TEXT,__text) external _FlexDynamicCast
000000028f95b968 (__DATA_CONST,__const) external _FlexLocalDBArousalField
000000028f95b918 (__DATA_CONST,__const) external _FlexLocalDBArtistNameField
000000028f95b948 (__DATA_CONST,__const) external _FlexLocalDBArtworkLocalURLField
000000028f95b928 (__DATA_CONST,__const) external _FlexLocalDBArtworkVersionField
000000028f95b9a0 (__DATA_CONST,__const) external _FlexLocalDBAudioEncoderPresetNameField
000000028f95b938 (__DATA_CONST,__const) external _FlexLocalDBCKRecordIDField
000000028f95b930 (__DATA_CONST,__const) external _FlexLocalDBCompatibilityVersionField
000000028f95b998 (__DATA_CONST,__const) external _FlexLocalDBFormatField
000000028f95b988 (__DATA_CONST,__const) external _FlexLocalDBGenreStringsField
000000028f95b9a8 (__DATA_CONST,__const) external _FlexLocalDBHiddenField
000000028f95b958 (__DATA_CONST,__const) external _FlexLocalDBMoodAltField
000000028f95b950 (__DATA_CONST,__const) external _FlexLocalDBMoodField
000000028f95b960 (__DATA_CONST,__const) external _FlexLocalDBPaceField
000000028f95b9b0 (__DATA_CONST,__const) external _FlexLocalDBRecalledField
000000028f95b990 (__DATA_CONST,__const) external _FlexLocalDBRegionsField
000000028f95b940 (__DATA_CONST,__const) external _FlexLocalDBSongBundleLocalURLField
000000028f95b910 (__DATA_CONST,__const) external _FlexLocalDBSongNameField
000000028f95b920 (__DATA_CONST,__const) external _FlexLocalDBSongVersionField
000000028f95b980 (__DATA_CONST,__const) external _FlexLocalDBStyleField
000000028f95b970 (__DATA_CONST,__const) external _FlexLocalDBValenceField
000000028f95b978 (__DATA_CONST,__const) external _FlexLocalDBVisualTempoField
0000000241b4670c (__TEXT,__text) external _FlexLogForCategory
000000028f95b9f8 (__DATA_CONST,__const) external _FlexMLArtistNameKey
000000028f95ba10 (__DATA_CONST,__const) external _FlexMLAudioEncoderPresetKey
000000028f95ba50 (__DATA_CONST,__const) external _FlexMLAudioFileExtensionKey
000000028f95bab0 (__DATA_CONST,__const) external _FlexMLBarTimesKey
000000028f95baa8 (__DATA_CONST,__const) external _FlexMLBeatTimesKey
000000028f95ba30 (__DATA_CONST,__const) external _FlexMLCompatibilityVersionKey
000000028f95ba28 (__DATA_CONST,__const) external _FlexMLContentVersionKey
000000028f95ba18 (__DATA_CONST,__const) external _FlexMLCustomOptionsKey
000000028f95bad0 (__DATA_CONST,__const) external _FlexMLGainFunctionGainKey
000000028f95bac8 (__DATA_CONST,__const) external _FlexMLGainFunctionKey
000000028f95bad8 (__DATA_CONST,__const) external _FlexMLLoopTimesKey
000000028f95bab8 (__DATA_CONST,__const) external _FlexMLLoudnessKey
000000028f95bac0 (__DATA_CONST,__const) external _FlexMLPeakKey
000000028f95bae0 (__DATA_CONST,__const) external _FlexMLPlistRuntimeVersionKey
000000028f95ba78 (__DATA_CONST,__const) external _FlexMLSampleRateKey
000000028f95ba60 (__DATA_CONST,__const) external _FlexMLSegmentDurationKey
000000028f95ba40 (__DATA_CONST,__const) external _FlexMLSegmentTimeKey
000000028f95ba70 (__DATA_CONST,__const) external _FlexMLSegmentsKey
000000028f95ba80 (__DATA_CONST,__const) external _FlexMLSongBeatsKey
000000028f95ba08 (__DATA_CONST,__const) external _FlexMLSongFileKey
000000028f95ba00 (__DATA_CONST,__const) external _FlexMLSongIDKey
000000028f95b9d8 (__DATA_CONST,__const) external _FlexMLSongMetadataFileExtension
000000028f95b9f0 (__DATA_CONST,__const) external _FlexMLSongNameKey
000000028f95b9e8 (__DATA_CONST,__const) external _FlexMLSongSummariesFolderName
000000028f95b9e0 (__DATA_CONST,__const) external _FlexMLSongSummaryFileExtension
000000028f95ba58 (__DATA_CONST,__const) external _FlexMLSummaryDurationKey
000000028f95ba20 (__DATA_CONST,__const) external _FlexMLSummaryMappingKey
000000028f95ba38 (__DATA_CONST,__const) external _FlexMLSummaryTimeKey
000000028f95ba48 (__DATA_CONST,__const) external _FlexMLTagIDs
000000028f95ba68 (__DATA_CONST,__const) external _FlexMLTrackTimeKey
000000028f95baa0 (__DATA_CONST,__const) external _FlexMLVideoCuesFadeToBlackKey
000000028f95ba98 (__DATA_CONST,__const) external _FlexMLVideoCuesGoodCuesKey
000000028f95ba90 (__DATA_CONST,__const) external _FlexMLVideoCuesGreatCuesKey
000000028f95ba88 (__DATA_CONST,__const) external _FlexMLVideoCuesKey
000000028f95bb58 (__DATA_CONST,__const) external _FlexMobileAssetAttributeArtistName
000000028f95bb28 (__DATA_CONST,__const) external _FlexMobileAssetAttributeAssetType
000000028f95bb90 (__DATA_CONST,__const) external _FlexMobileAssetAttributeAudioEncoderPresetName
000000028f95bb78 (__DATA_CONST,__const) external _FlexMobileAssetAttributeClientIDs
000000028f95bb80 (__DATA_CONST,__const) external _FlexMobileAssetAttributeHiddenIDs
000000028f95bb68 (__DATA_CONST,__const) external _FlexMobileAssetAttributeKeywords
000000028f95bb88 (__DATA_CONST,__const) external _FlexMobileAssetAttributeRecalled
000000028f95bb98 (__DATA_CONST,__const) external _FlexMobileAssetAttributeSongBundleFormat
000000028f95bb50 (__DATA_CONST,__const) external _FlexMobileAssetAttributeSongName
000000028f95bb60 (__DATA_CONST,__const) external _FlexMobileAssetAttributeSongTags
000000028f95bb48 (__DATA_CONST,__const) external _FlexMobileAssetAttributeUUID
000000028f95bb70 (__DATA_CONST,__const) external _FlexMobileAssetAttributeWeightedKeywords
000000028f95bba8 (__DATA_CONST,__const) external _FlexMobileAssetCompatibilityVersion
000000028f95bba0 (__DATA_CONST,__const) external _FlexMobileAssetContentVersion
000000028f95bb18 (__DATA_CONST,__const) external _FlexMobileAssetJettyClientID
000000028f95bb10 (__DATA_CONST,__const) external _FlexMobileAssetMiroClientID
000000028f95bb38 (__DATA_CONST,__const) external _FlexMobileAssetPropertyArtwork
000000028f95bb40 (__DATA_CONST,__const) external _FlexMobileAssetPropertyMetadata
000000028f95bb30 (__DATA_CONST,__const) external _FlexMobileAssetPropertySongBundle
000000028f95bb20 (__DATA_CONST,__const) external _FlexMobileAssetiMovieClientID
0000000241b6ec8c (__TEXT,__const) external _FlexSegment_MaxBodySegmentPriority
0000000241b6ec88 (__TEXT,__const) external _FlexSegment_MinBodySegmentPriority
0000000241b6ec80 (__TEXT,__const) external _FlexSegment_UseCustomBarMarkers
                 (undefined) external _NSDebugDescriptionErrorKey (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedFailureReasonErrorKey (from Foundation)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLNameKey (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableAudioMix (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableAudioMixInputParameters (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableComposition (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVURLAsset (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_CKRecordID (from CloudKit)
00000002987b7798 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMClip
00000002987b7040 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMDownloadOptions
00000002987b6e60 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMFetchOptions
00000002987b6ff0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMKeyFrame
00000002987b75e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMMixParameters
00000002987b7270 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMSong
00000002987b7220 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMSongAsset
00000002987b70e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMSongLibrary
00000002994e1d00 (__AUTH,__objc_data) external _OBJC_CLASS_$_FMSongMetadata
00000002987b7090 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMSongRendition
00000002987b76d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMTimedMetadataItem
00000002987b72c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FMTrack
00000002987b6f50 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexCloudManager
00000002987b7680 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexCloudSongAsset
00000002987b77c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexLegacySongRendition
00000002994e1df0 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBController
00000002994e1e68 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBGenre
00000002994e1dc8 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBLastCloudUpdate
00000002994e1f08 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBRegion
00000002994e1f58 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBSong
00000002994e1cb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexLocalDBSongData
00000002987b7338 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLGainValue
00000002987b7360 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLSegment
00000002987b7130 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLSong
00000002987b7400 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLSongRendition
00000002987b7310 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLSummary
00000002987b7180 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMLSummaryManager
00000002987b7450 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMarker
00000002987b74c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexMobileAssetManagerV2
00000002987b6f00 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexReachability
00000002987b7720 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSegment
00000002987b6ed8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSegmentAssemblyInfo
00000002994e1fa8 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexSegmentAudioFileInfo
00000002987b7590 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSong
00000002994e1d50 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexSongAssetProvider_V1
00000002987b71d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSongAssetProvider_V2
00000002987b6dc0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSongBackend
00000002987b6fc8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSongMetaDataReader_V2
00000002994e1c88 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexSongMetadataReaderUtils
00000002987b7540 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexSongProxy
00000002994e1e90 (__AUTH,__objc_data) external _OBJC_CLASS_$_FlexTestingContext
00000002987b6e10 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexTransition
00000002987b7630 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_FlexUtilities
                 (undefined) external _OBJC_CLASS_$_MAAsset (from MobileAsset)
                 (undefined) external _OBJC_CLASS_$_MAAssetQuery (from MobileAsset)
                 (undefined) external _OBJC_CLASS_$_MADownloadOptions (from MobileAsset)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCountedSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSEntityDescription (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFetchRequest (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSManagedObject (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSManagedObjectModel (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSMapTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableIndexSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableOrderedSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumberFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPersistentContainer (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPersistentStoreDescription (from CoreData)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
00000002987b7770 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMClip
00000002987b7068 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMDownloadOptions
00000002987b6e88 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMFetchOptions
00000002987b7018 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMKeyFrame
00000002987b7608 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMMixParameters
00000002987b7298 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMSong
00000002987b7248 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMSongAsset
00000002987b7108 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMSongLibrary
00000002994e1d28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FMSongMetadata
00000002987b70b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMSongRendition
00000002987b76f8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMTimedMetadataItem
00000002987b72e8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FMTrack
00000002987b6f78 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexCloudManager
00000002987b76a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexCloudSongAsset
00000002987b77e8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexLegacySongRendition
00000002994e1e18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBController
00000002994e1e40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBGenre
00000002994e1da0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBLastCloudUpdate
00000002994e1ee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBRegion
00000002994e1f30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBSong
00000002994e1cd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_FlexLocalDBSongData
00000002987b73d8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLGainValue
00000002987b73b0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLSegment
00000002987b7158 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLSong
00000002987b7428 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLSongRendition
00000002987b7388 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLSummary
00000002987b71a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMLSummaryManager
00000002987b7478 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMarker
00000002987b7518 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexMobileAssetManagerV2
00000002987b6f28 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexReachability
00000002987b7748 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_FlexSegment
