000000018244b868 (__DATA,__data) external _NDR_record
00000001803567ec (__TEXT,__text) external ___ioctl
0000000180356818 (__TEXT,__text) external ___iopolicysys
0000000180356844 (__TEXT,__text) external ___kdebug_trace
0000000180356870 (__TEXT,__text) external ___kdebug_trace64
000000018035689c (__TEXT,__text) external ___kdebug_trace_string
00000001803568c8 (__TEXT,__text) external ___kdebug_typefilter
0000000180385a08 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
00000001803859d0 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
00000001803568f4 (__TEXT,__text) external ___kill
0000000180356920 (__TEXT,__text) external ___kqueue_workloop_ctl
000000018035694c (__TEXT,__text) external ___lchown
000000018035adb8 (__TEXT,__text) external ___libkernel_init
000000018035ae6c (__TEXT,__text) external ___libkernel_init_after_boot_tasks
000000018035ae68 (__TEXT,__text) external ___libkernel_init_late
000000018035abf4 (__TEXT,__text) external ___libkernel_platform_init
000000018035ac18 (__TEXT,__text) external ___libkernel_voucher_init
0000000180356978 (__TEXT,__text) external ___listen
00000001803569a4 (__TEXT,__text) external ___log_data
00000001803569d0 (__TEXT,__text) external ___lseek
00000001803569fc (__TEXT,__text) external ___lstat64_extended
0000000180356a28 (__TEXT,__text) external ___lstat_extended
0000000180356a54 (__TEXT,__text) external ___mac_execve
0000000180356a80 (__TEXT,__text) external ___mac_get_fd
0000000180356aac (__TEXT,__text) external ___mac_get_file
0000000180356ad8 (__TEXT,__text) external ___mac_get_link
0000000180356b04 (__TEXT,__text) external ___mac_get_mount
0000000180356b30 (__TEXT,__text) external ___mac_get_pid
0000000180356b5c (__TEXT,__text) external ___mac_get_proc
0000000180356b88 (__TEXT,__text) external ___mac_getfsstat
0000000180356bb4 (__TEXT,__text) external ___mac_mount
0000000180356be0 (__TEXT,__text) external ___mac_set_fd
0000000180356c0c (__TEXT,__text) external ___mac_set_file
0000000180356c38 (__TEXT,__text) external ___mac_set_link
0000000180356c64 (__TEXT,__text) external ___mac_set_proc
0000000180356c90 (__TEXT,__text) external ___mac_syscall
0000000180356cbc (__TEXT,__text) external ___mach_bridge_remote_time
0000000180356ce8 (__TEXT,__text) external ___mach_eventlink_signal
0000000180356d14 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
0000000180356d40 (__TEXT,__text) external ___mach_eventlink_wait_until
0000000180356d6c (__TEXT,__text) external ___map_with_linking_np
0000000180356d98 (__TEXT,__text) external ___memorystatus_available_memory
0000000180356dc4 (__TEXT,__text) external ___microstackshot
0000000180356df0 (__TEXT,__text) external ___mkdir_extended
0000000180356e1c (__TEXT,__text) external ___mkfifo_extended
0000000180356e48 (__TEXT,__text) external ___mmap
0000000180356e74 (__TEXT,__text) external ___mprotect
0000000180356ea0 (__TEXT,__text) external ___msgctl
0000000180356ecc (__TEXT,__text) external ___msgrcv_nocancel
0000000180356ef8 (__TEXT,__text) external ___msgsnd_nocancel
0000000180356f24 (__TEXT,__text) external ___msgsys
0000000180356f50 (__TEXT,__text) external ___msync
0000000180356f7c (__TEXT,__text) external ___msync_nocancel
0000000180356fa8 (__TEXT,__text) external ___munmap
0000000180356fd4 (__TEXT,__text) external ___nexus_create
0000000180357000 (__TEXT,__text) external ___nexus_deregister
000000018035702c (__TEXT,__text) external ___nexus_destroy
0000000180357058 (__TEXT,__text) external ___nexus_get_opt
0000000180357084 (__TEXT,__text) external ___nexus_open
00000001803570b0 (__TEXT,__text) external ___nexus_register
00000001803570dc (__TEXT,__text) external ___nexus_set_opt
0000000180357108 (__TEXT,__text) external ___open
0000000180357134 (__TEXT,__text) external ___open_dprotected_np
0000000180357160 (__TEXT,__text) external ___open_extended
000000018035718c (__TEXT,__text) external ___open_nocancel
00000001803571b8 (__TEXT,__text) external ___openat
00000001803571e4 (__TEXT,__text) external ___openat_dprotected_np
0000000180357210 (__TEXT,__text) external ___openat_nocancel
000000018244bf88 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
0000000180368dd8 (__TEXT,__text) external ___os_nexus_flow_add
0000000180368e5c (__TEXT,__text) external ___os_nexus_flow_del
0000000180368ee0 (__TEXT,__text) external ___os_nexus_get_llink_info
0000000180368c14 (__TEXT,__text) external ___os_nexus_ifattach
0000000180368d28 (__TEXT,__text) external ___os_nexus_ifdetach
000000018035723c (__TEXT,__text) external ___persona
0000000180357268 (__TEXT,__text) external ___pipe
00000001803572a0 (__TEXT,__text) external ___poll_nocancel
00000001803572cc (__TEXT,__text) external ___posix_spawn
00000001803572f8 (__TEXT,__text) external ___pread_nocancel
0000000180357324 (__TEXT,__text) external ___preadv_nocancel
0000000180357350 (__TEXT,__text) external ___proc_info
000000018035737c (__TEXT,__text) external ___proc_info_extended_id
00000001803573a8 (__TEXT,__text) external ___process_policy
00000001803573d4 (__TEXT,__text) external ___pselect
0000000180357400 (__TEXT,__text) external ___pselect_nocancel
000000018035742c (__TEXT,__text) external ___psynch_cvbroad
0000000180357458 (__TEXT,__text) external ___psynch_cvclrprepost
0000000180357484 (__TEXT,__text) external ___psynch_cvsignal
00000001803574b0 (__TEXT,__text) external ___psynch_cvwait
00000001803574dc (__TEXT,__text) external ___psynch_mutexdrop
0000000180357508 (__TEXT,__text) external ___psynch_mutexwait
0000000180357534 (__TEXT,__text) external ___psynch_rw_downgrade
0000000180357560 (__TEXT,__text) external ___psynch_rw_longrdlock
000000018035758c (__TEXT,__text) external ___psynch_rw_rdlock
00000001803575b8 (__TEXT,__text) external ___psynch_rw_unlock
00000001803575e4 (__TEXT,__text) external ___psynch_rw_unlock2
0000000180357610 (__TEXT,__text) external ___psynch_rw_upgrade
000000018035763c (__TEXT,__text) external ___psynch_rw_wrlock
0000000180357668 (__TEXT,__text) external ___psynch_rw_yieldwrlock
0000000180357694 (__TEXT,__text) external ___pthread_canceled
00000001803576c0 (__TEXT,__text) external ___pthread_chdir
00000001803576ec (__TEXT,__text) external ___pthread_fchdir
0000000180357718 (__TEXT,__text) external ___pthread_kill
0000000180357744 (__TEXT,__text) external ___pthread_markcancel
0000000180357770 (__TEXT,__text) external ___pthread_sigmask
000000018035779c (__TEXT,__text) external ___ptrace
00000001803577d4 (__TEXT,__text) external ___pwrite_nocancel
0000000180357800 (__TEXT,__text) external ___pwritev_nocancel
000000018035782c (__TEXT,__text) external ___read_nocancel
0000000180357858 (__TEXT,__text) external ___readv_nocancel
0000000180357884 (__TEXT,__text) external ___reboot
00000001803578b0 (__TEXT,__text) external ___record_system_event
00000001803578dc (__TEXT,__text) external ___recvfrom
0000000180357908 (__TEXT,__text) external ___recvfrom_nocancel
0000000180357934 (__TEXT,__text) external ___recvmsg
0000000180357960 (__TEXT,__text) external ___recvmsg_nocancel
000000018244bfa8 (__DATA,__bss) non-external ___remove_counter
000000018035798c (__TEXT,__text) external ___rename
00000001803579b8 (__TEXT,__text) external ___renameat
00000001803579e4 (__TEXT,__text) external ___renameatx_np
0000000180357a10 (__TEXT,__text) external ___rmdir
0000000180356a54 (__TEXT,__text) external ___sandbox_me
0000000180356bb4 (__TEXT,__text) external ___sandbox_mm
0000000180356c90 (__TEXT,__text) external ___sandbox_ms
0000000180356c64 (__TEXT,__text) external ___sandbox_msp
0000000180357a3c (__TEXT,__text) external ___select
0000000180357a68 (__TEXT,__text) external ___select_nocancel
0000000180357a94 (__TEXT,__text) external ___sem_open
0000000180357ac0 (__TEXT,__text) external ___sem_wait_nocancel
0000000180357aec (__TEXT,__text) external ___semctl
0000000180357b18 (__TEXT,__text) external ___semsys
0000000180357b44 (__TEXT,__text) external ___semwait_signal
0000000180357b70 (__TEXT,__text) external ___semwait_signal_nocancel
0000000180357b9c (__TEXT,__text) external ___sendmsg
0000000180357bc8 (__TEXT,__text) external ___sendmsg_nocancel
0000000180357bf4 (__TEXT,__text) external ___sendto
0000000180357c20 (__TEXT,__text) external ___sendto_nocancel
0000000180357c4c (__TEXT,__text) external ___setattrlist
0000000180357c78 (__TEXT,__text) external ___setlogin
0000000180357ca4 (__TEXT,__text) external ___setpriority
0000000180357cd0 (__TEXT,__text) external ___setregid
0000000180357cfc (__TEXT,__text) external ___setreuid
0000000180357d28 (__TEXT,__text) external ___setrlimit
0000000180357d54 (__TEXT,__text) external ___setsgroups
0000000180357d80 (__TEXT,__text) external ___settid
0000000180357dac (__TEXT,__text) external ___settid_with_pid
0000000180357dd8 (__TEXT,__text) external ___settimeofday
0000000180357e04 (__TEXT,__text) external ___setwgroups
0000000180357e30 (__TEXT,__text) external ___sfi_ctl
0000000180357e5c (__TEXT,__text) external ___sfi_pidctl
0000000180357e88 (__TEXT,__text) external ___shared_region_check_np
0000000180357eb4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
0000000180357ee0 (__TEXT,__text) external ___shm_open
0000000180357f0c (__TEXT,__text) external ___shmctl
0000000180357f38 (__TEXT,__text) external ___shmsys
0000000180357f64 (__TEXT,__text) external ___sigaction
0000000180357f90 (__TEXT,__text) external ___sigaltstack
0000000180357fbc (__TEXT,__text) external ___sigreturn
0000000180357fe8 (__TEXT,__text) external ___sigsuspend
0000000180358014 (__TEXT,__text) external ___sigsuspend_nocancel
0000000180358040 (__TEXT,__text) external ___sigwait
000000018035806c (__TEXT,__text) external ___socketpair
0000000180358098 (__TEXT,__text) external ___stack_snapshot_with_config
00000001803580c4 (__TEXT,__text) external ___stat64_extended
00000001803580f0 (__TEXT,__text) external ___stat_extended
000000018035811c (__TEXT,__text) external ___syscall
000000018244bf48 (__DATA,__common) external ___syscall_logger
0000000180358158 (__TEXT,__text) external ___sysctl
0000000180358184 (__TEXT,__text) external ___sysctlbyname
00000001803581b0 (__TEXT,__text) external ___telemetry
00000001803581dc (__TEXT,__text) external ___terminate_with_payload
0000000180358208 (__TEXT,__text) external ___thread_selfid
0000000180358234 (__TEXT,__text) external ___thread_selfusage
0000000180358260 (__TEXT,__text) external ___ulock_wait
000000018035828c (__TEXT,__text) external ___ulock_wait2
00000001803582b8 (__TEXT,__text) external ___ulock_wake
00000001803582e4 (__TEXT,__text) external ___umask_extended
0000000180358310 (__TEXT,__text) external ___unlink
000000018035833c (__TEXT,__text) external ___unlinkat
0000000180358368 (__TEXT,__text) external ___vfork
00000001803583d8 (__TEXT,__text) external ___wait4
0000000180358404 (__TEXT,__text) external ___wait4_nocancel
0000000180358430 (__TEXT,__text) external ___waitid_nocancel
000000018035845c (__TEXT,__text) external ___work_interval_ctl
0000000180358488 (__TEXT,__text) external ___workq_kernreturn
00000001803584b4 (__TEXT,__text) external ___workq_open
00000001803584e0 (__TEXT,__text) external ___write_nocancel
000000018035850c (__TEXT,__text) external ___writev_nocancel
000000018244b900 (__DATA,__common) external __cpu_capabilities
000000018244b904 (__DATA,__common) external __cpu_has_altivec
000000018244b698 (__DATA,__data) external __current_pid
000000018244bf60 (__DATA,__bss) non-external __dlsym
0000000180356300 (__TEXT,__text) external __exit
0000000180355cd0 (__TEXT,__text) external __get_cpu_capabilities
000000018244bf80 (__DATA,__bss) non-external __gethostuuid_callback
000000018036044c (__TEXT,__text) external __getprivatesystemidentifier
000000018036f920 (__TEXT,__text) external __host_page_size
00000001803699b4 (__TEXT,__text) external __init_cpu_capabilities
00000001803710bc (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000000180372500 (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000000180373aa0 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00000001803723e4 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
0000000180373934 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
0000000180355804 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00000001803757d4 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
0000000180374944 (__TEXT,__text) external __kernelrpc_mach_port_construct
0000000180355858 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
000000018037276c (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000180355810 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000180372650 (__TEXT,__text) external __kernelrpc_mach_port_destroy
0000000180374ab8 (__TEXT,__text) external __kernelrpc_mach_port_destruct
0000000180355864 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
0000000180374078 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
0000000180374454 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
000000018035584c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
0000000180373370 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
0000000180373604 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
000000018035590c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
0000000180374570 (__TEXT,__text) external __kernelrpc_mach_port_get_context
0000000180372888 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
000000018037561c (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
0000000180372e14 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
0000000180373d44 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
0000000180374bd8 (__TEXT,__text) external __kernelrpc_mach_port_guard
0000000180355918 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00000001803750b4 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
0000000180374338 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
0000000180355840 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000000180373240 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
0000000180355834 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00000001803754cc (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00000001803741d8 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00000001803747e0 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00000001803752fc (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00000001803729d8 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
000000018035581c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
0000000180372f9c (__TEXT,__text) external __kernelrpc_mach_port_move_member
0000000180355828 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
0000000180371fc4 (__TEXT,__text) external __kernelrpc_mach_port_names
0000000180372af8 (__TEXT,__text) external __kernelrpc_mach_port_peek
00000001803722c8 (__TEXT,__text) external __kernelrpc_mach_port_rename
00000001803730b8 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
0000000180355a08 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00000001803737e0 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00000001803746c0 (__TEXT,__text) external __kernelrpc_mach_port_set_context
0000000180372cf8 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00000001803734e8 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
0000000180374e1c (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
0000000180373e94 (__TEXT,__text) external __kernelrpc_mach_port_space_info
0000000180374f64 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00000001803751d8 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000000180372178 (__TEXT,__text) external __kernelrpc_mach_port_type
00000001803559fc (__TEXT,__text) external __kernelrpc_mach_port_type_trap
0000000180374cfc (__TEXT,__text) external __kernelrpc_mach_port_unguard
0000000180355924 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
000000018037e75c (__TEXT,__text) external __kernelrpc_mach_task_is_self
0000000180375928 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00000001803557bc (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
0000000180375a84 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00000001803557d4 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00000001803766f4 (__TEXT,__text) external __kernelrpc_mach_vm_map
00000001803557f8 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
0000000180375ba4 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00000001803557ec (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
0000000180377298 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00000001803557c8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
0000000180375dec (__TEXT,__text) external __kernelrpc_mach_vm_read
00000001803769e0 (__TEXT,__text) external __kernelrpc_mach_vm_remap
0000000180377728 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00000001803846e4 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
0000000180373c28 (__TEXT,__text) external __kernelrpc_task_set_port_space
0000000180380c24 (__TEXT,__text) external __kernelrpc_thread_policy
0000000180380d8c (__TEXT,__text) external __kernelrpc_thread_policy_set
0000000180381690 (__TEXT,__text) external __kernelrpc_thread_set_policy
0000000180382af0 (__TEXT,__text) external __kernelrpc_vm_map
0000000180383694 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00000001803821e8 (__TEXT,__text) external __kernelrpc_vm_read
0000000180382ddc (__TEXT,__text) external __kernelrpc_vm_remap
00000001803837ec (__TEXT,__text) external __kernelrpc_vm_remap_new
000000018035aed0 (__TEXT,__text) non-external __libkernel_bzero
000000018244bf58 (__DATA,__bss) non-external __libkernel_functions
0000000182489b20 (__AUTH_CONST,__const) non-external __libkernel_generic_string_functions
000000018035af64 (__TEXT,__text) non-external __libkernel_memmove
000000018035aedc (__TEXT,__text) non-external __libkernel_memset
000000018035ae70 (__TEXT,__text) non-external __libkernel_strchr
000000018035aea8 (__TEXT,__text) non-external __libkernel_strcmp
000000018035b080 (__TEXT,__text) non-external __libkernel_strcpy
000000018244b6a0 (__DATA,__data) non-external __libkernel_string_functions
000000018035b0c8 (__TEXT,__text) non-external __libkernel_strlcpy
000000018035aca0 (__TEXT,__text) non-external __libkernel_strlen
000000018244b6a8 (__DATA,__data) non-external __libkernel_voucher_functions
00000001803859a0 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
000000018035c860 (__TEXT,__text) non-external __mach_continuous_time
0000000180427608 (__DATA_CONST,__const) external __mach_errors
000000018035d01c (__TEXT,__text) external __mach_fork_child
000000018035e440 (__TEXT,__text) external __mach_snprintf
000000018035e2b4 (__TEXT,__text) external __mach_vsnprintf
000000018244b908 (__DATA,__common) external __os_alloc_once_table
0000000180361d2c (__TEXT,__text) non-external __posix_spawn_file_actions_grow
0000000180360450 (__TEXT,__text) external __register_gethostuuid_callback
000000018244bf6c (__DATA,__bss) non-external __task_reply_port
000000018035aab0 (__TEXT,__text) external __thread_set_tsd_base
0000000180384ea0 (__TEXT,__text) non-external _abort
0000000180384ec4 (__TEXT,__text) non-external _abort.380
0000000180384ee8 (__TEXT,__text) non-external _abort.382
0000000180384f0c (__TEXT,__text) non-external _abort.393
0000000180384fdc (__TEXT,__text) external _abort_with_payload
0000000180384f50 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0000000180384f30 (__TEXT,__text) external _abort_with_reason
0000000180355e04 (__TEXT,__text) external _accept
0000000180355e30 (__TEXT,__text) external _accept$NOCANCEL
0000000180358538 (__TEXT,__text) external _access
0000000180355e5c (__TEXT,__text) external _accessx_np
0000000180358564 (__TEXT,__text) external _acct
000000018037f5e8 (__TEXT,__text) external _act_get_state
000000018037f7cc (__TEXT,__text) external _act_set_state
0000000180358590 (__TEXT,__text) external _adjtime
00000001803585bc (__TEXT,__text) external _aio_cancel
00000001803585e8 (__TEXT,__text) external _aio_error
0000000180358614 (__TEXT,__text) external _aio_fsync
0000000180358640 (__TEXT,__text) external _aio_read
000000018035866c (__TEXT,__text) external _aio_return
0000000180358698 (__TEXT,__text) external _aio_suspend
0000000180355e88 (__TEXT,__text) external _aio_suspend$NOCANCEL
00000001803586c4 (__TEXT,__text) external _aio_write
00000001803586f0 (__TEXT,__text) external _audit
000000018035871c (__TEXT,__text) external _audit_session_join
0000000180358748 (__TEXT,__text) external _audit_session_port
0000000180358774 (__TEXT,__text) external _audit_session_self
00000001803587a0 (__TEXT,__text) external _auditctl
00000001803587cc (__TEXT,__text) external _auditon
0000000180355eb4 (__TEXT,__text) external _bind
000000018244b8bc (__DATA,__common) external _bootstrap_port
000000018035e700 (__TEXT,__text) external _cerror
000000018035e6dc (__TEXT,__text) external _cerror_nocancel
00000001803587f8 (__TEXT,__text) external _change_fdguard_np
0000000180358824 (__TEXT,__text) external _chdir
0000000180358850 (__TEXT,__text) external _chflags
0000000180360d6c (__TEXT,__text) external _chmod
000000018035887c (__TEXT,__text) external _chown
00000001803588a8 (__TEXT,__text) external _chroot
000000018036c358 (__TEXT,__text) external _clock_alarm
000000018036bff0 (__TEXT,__text) external _clock_alarm_reply
000000018036c198 (__TEXT,__text) external _clock_get_attributes
000000018036c058 (__TEXT,__text) external _clock_get_time
000000018036be9c (__TEXT,__text) external _clock_set_attributes
000000018036bd84 (__TEXT,__text) external _clock_set_time
000000018035c9d4 (__TEXT,__text) external _clock_sleep
00000001803559d8 (__TEXT,__text) external _clock_sleep_trap
000000018035c83c (__TEXT,__text) external _clonefile
00000001803588d4 (__TEXT,__text) external _clonefileat
0000000180358900 (__TEXT,__text) external _close
00000001803560c4 (__TEXT,__text) external _close$NOCANCEL
0000000180367150 (__TEXT,__text) external _coalition_create
00000001803671c0 (__TEXT,__text) external _coalition_info_resource_usage
0000000180367230 (__TEXT,__text) external _coalition_info_set_efficiency
00000001803671f8 (__TEXT,__text) external _coalition_info_set_name
000000018036726c (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
0000000180367190 (__TEXT,__text) external _coalition_reap
0000000180367160 (__TEXT,__text) external _coalition_terminate
0000000180356174 (__TEXT,__text) external _connect
00000001803561a0 (__TEXT,__text) external _connect$NOCANCEL
000000018035892c (__TEXT,__text) external _connectx
0000000180358958 (__TEXT,__text) external _csops
0000000180358984 (__TEXT,__text) external _csops_audittoken
000000018036734c (__TEXT,__text) external _csr_check
000000018036737c (__TEXT,__text) external _csr_get_active_config
0000000180355a68 (__TEXT,__text) external _debug_control_port_for_pid
0000000180367574 (__TEXT,__text) external _debug_syscall_reject
0000000180367464 (__TEXT,__text) external _debug_syscall_reject_config
000000018244b860 (__DATA,__data) external _denap_boost_assertion_token
00000001803589b0 (__TEXT,__text) external _disconnectx
000000018035cc3c (__TEXT,__text) non-external _do_compat
00000001803589dc (__TEXT,__text) external _dup
0000000180358a08 (__TEXT,__text) external _dup2
0000000180427008 (__DATA_CONST,__const) non-external _err_codes_auth
0000000180426e98 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000180427200 (__DATA_CONST,__const) non-external _err_codes_exception
0000000180426ed8 (__DATA_CONST,__const) non-external _err_codes_execd
0000000180426fd8 (__DATA_CONST,__const) non-external _err_codes_io
0000000180426a80 (__DATA_CONST,__const) non-external _err_codes_kern
00000001804271d0 (__DATA_CONST,__const) non-external _err_codes_loader
00000001804275b8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000180427530 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000180427478 (__DATA_CONST,__const) non-external _err_codes_mach_send
00000001804271a0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000180427438 (__DATA_CONST,__const) non-external _err_codes_mig
0000000180426ef8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000180426e78 (__DATA_CONST,__const) non-external _err_codes_netname
0000000180426f48 (__DATA_CONST,__const) non-external _err_codes_ns
00000001804273f0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000180427390 (__DATA_CONST,__const) non-external _err_codes_send
0000000180427110 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000180426f18 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180426f10 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000180426c48 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180427050 (__DATA_CONST,__const) non-external _err_codes_us
